As ^ql++++=As
of ^in++++=of
good ^nn++++=good
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
your ^pp$+pp2+++=your
responsibilities ^nns+nom+++=responsibilities
are ^vb+ber+vrb++=are
too ^ql++++=too
much ^ap++++=much
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
relieve ^vb++++=relieve
you ^pp2+pp2+++=you
of ^in++++=of
one ^pn++++=one,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
a ^at++++=a
minor ^jj+atrb+++=minor
one ^pn++++=one--your
-- ^--+clp+++=EXTRAWORD
your ^pp$+pp2+++=EXTRAWORD
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
a ^at++++=a
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
you ^pp2+pp2+++=you
want ^vb++++=want
is ^vbz+bez+vrb++=is
a ^at++++=a
doll ^nn++++=doll
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can
wind ^vb++++=wind
up ^rp++++=up
once ^rb+tm+++=once
a ^at++++=a
fortnight ^nn++++=fortnight
to ^to++++=to
say ^vbi+vpub+++=say
' ^zz++++='Good-morning,
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
morning ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
' ^zz++++='Good-night,
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
can ^md+pos+++=can
manage ^vb++++=manage
without ^in++++=without
a ^at++++=a
husband ^nn++++=husband
for ^in++++=for
a ^at++++=a
very ^ql+amp+++=very
long ^rb++++=long
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
so ^ql+emph+++=so
bitter ^jj++++=bitter
as ^ql++++=as
you ^pp2+pp2+++=you
might ^md+pos+++=might
guess ^vb++++=guess
from ^in++++=from
this ^dt+dem+++=this
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
Cloud ^nn++++=Cloud.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
thoroughly ^rb+amp+++=thoroughly
to ^in++++=to
comprehend ^nn+++??+=comprehend
that ^tht+rel+obj++=that
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
finished ^vpsv++agls+xvbnx+=finished
between ^in++++=between
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
do ^vb+do+vrb++=do
what ^wdt+who+++=what
you ^pp2+pp2+++=you
like ^vb++++=like.
. ^zz++++=EXTRAWORD
People ^nns++++=People
can ^md+pos+++=can
say ^vb+vpub+++=say
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
like ^vb++++=like.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
pay ^vb++++=pay
any ^dti++++=any
price ^nn++++=price
for ^in++++=for
freedom ^nn+nom+++=freedom.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
luck ^nn++++=luck.
. ^zz++++=EXTRAWORD
Best ^jjt+atrb+++=Best
wishes ^nns++++=wishes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
write ^vb++++=write
this ^dt+dem+++=this
letter ^nn++++=letter
afresh ^rb++++=afresh
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
could ^md+pos+++=could
do ^vb+do+vrb++=do
a ^at++++=a
better ^jjr+atrb+++=better
one. ^nn+++??+=one.--Yours
-- ^--+clp+++=EXTRAWORD
yours ^pp$$++++=EXTRAWORD
sincerely ^rb+cnj+++=sincerely,
, ^zz++++=EXTRAWORD
Gertrude ^np++++=Gertrude."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
dropped ^vbd+++xvbnx+=dropped
the ^ati++++=the
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
picked ^j+++xvbn+=picked
it ^pp3+it+++=it
up ^rp++++=up
and ^cc++++=and
read ^vb+vprv+tht0+xvbn+=read
it ^pp3+it+++=it
again ^rb+tm+++=again
and ^cc+phrs+++=and
then ^rn+tm+++=then
folded ^vbd+++xvbn+=folded
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
accustomed ^xvbn+++xvbn+=accustomed
tidy ^jj+atrb+++=tidy
manner ^nn++++=manner
and ^cc++++=and
replaced ^vbd+++xvbn+=replaced
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
and ^cc++++=and
propped ^vbd+++xvbn+=propped
the ^ati++++=the
letter ^nn++++=letter
against ^in++++=against
the ^ati++++=the
inkstand ^nn+++??+=inkstand
and ^cc++++=and
stared ^vprf+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
address ^nns+nom+++=address
in ^in++++=in
her ^pp$+pp3+++=her
careless ^jj+atrb+++=careless
hand ^nn++++=hand:
: ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Right ^jj+atrb+++=Right
Honourable ^jj+atrb+++=Honourable
Sir ^npt++++=Sir
Cloud ^nn++++=Cloud
Malpas ^np+++??+=Malpas,
, ^zz++++=EXTRAWORD
Baronet ^np+++??+=Baronet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
the ^ati++++=the
address ^nns+nom+++=address
in ^rb++++=in
full ^rb"++++=full
like ^in++++=like
that ^dt+dem+++=that
as ^ql++++=as
a ^at++++=a
last ^jj+atrb+++=last
stroke ^nn++++=stroke
of ^in++++=of
sarcasm ^nn++++=sarcasm.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
even ^rb++++=even
put ^vb+++xvbn+=put
" ^zz++++="Private."
private ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
dizzy ^jj+pred+++=dizzy,
, ^zz++++=EXTRAWORD
nearly ^rb+down+++=nearly
stunned ^xvbn+++xvbn+=stunned;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
head ^nn++++=head
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
high ^jj+atrb+++=high
hill ^nn++++=hill
on ^in++++=on
which ^whp+rel+pied++=which
stood ^vbd+++xvbn+=stood
Malpas ^np+++??+=Malpas
Manor ^nn++++=Manor--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
famous ^jj+atrb+++=famous
Rat ^nn++++=Rat
Edge ^nn++++=Edge--fell
-- ^--+clp+++=EXTRAWORD
fell ^j+++xvbn+=EXTRAWORD
away ^rp+pl+++=away
gradually ^rb++++=gradually
to ^in++++=to
the ^ati++++=the
south ^np+pl+++=south,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance
below ^rb++++=below
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
miles ^nns++++=miles
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
the ^ati++++=the
black ^jj+atrb+++=black
smoke ^nn++++=smoke
of ^in++++=of
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
loomed ^vbd+++xvbn+=loomed
above ^jjb++++=above
the ^ati++++=the
yellow ^jj+atrb+++=yellow
fires ^nns++++=fires
of ^in++++=of
blast ^nn++++=blast-furnaces.
- ^zz++++=EXTRAWORD
furnaces ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
the ^ati++++=the
demi ^nn+++??+=demi-god
- ^zz++++=EXTRAWORD
god ^np++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
district ^nn++++=district,
, ^zz++++=EXTRAWORD
a ^at++++=a
greater ^jjr+atrb+++=greater
landowner ^nn+nom+++=landowner
than ^in++++=than
even ^rb++++=even
the ^ati++++=the
Earl ^np++++=Earl
of ^in++++=of
Chell ^np+++??+=Chell,
, ^zz++++=EXTRAWORD
a ^at++++=a
model ^nn++++=model
landlord ^nn++++=landlord,
, ^zz++++=EXTRAWORD
a ^at++++=a
model ^nn++++=model
employer ^nn+nom+++=employer
of ^in++++=of
four ^cd++++=four
thousand ^cd++++=thousand
men ^nns++++=men,
, ^zz++++=EXTRAWORD
a ^at++++=a
model ^nn++++=model
proprietor ^nn++++=proprietor
of ^in++++=of
seven ^cd++++=seven
pits ^nns++++=pits
and ^cc++++=and
two ^cd++++=two
iron ^nn++++=iron
foundries ^nns++++=foundries,
, ^zz++++=EXTRAWORD
a ^at++++=a
philanthropist ^nn+nom+++=philanthropist,
, ^zz++++=EXTRAWORD
a ^at++++=a
religionist ^nn+nom+++=religionist,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ornamental ^jj+atrb+++=ornamental
mayor ^nn++++=mayor
of ^in++++=of
Knype ^np+++??+=Knype,
, ^zz++++=EXTRAWORD
chairman ^nn+nom+++=chairman
of ^in++++=of
a ^at++++=a
Board ^nn++++=Board
of ^in++++=of
Guardians ^nns++++=Guardians,
, ^zz++++=EXTRAWORD
governor ^npt++++=governor
of ^in++++=of
hospitals ^nns+nom+++=hospitals,
, ^zz++++=EXTRAWORD
president ^npt++++=president
of ^in++++=of
Football ^nn++++=Football
Association ^nn+nom+++=Association--in
-- ^--+clp+++=EXTRAWORD
in ^rb++++=EXTRAWORD
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Cloud ^nn++++=Cloud,
, ^zz++++=EXTRAWORD
son ^nn++++=son
of ^in++++=of
Sir ^npt++++=Sir
Cloud ^nn++++=Cloud
and ^cc++++=and
grandson ^nn++++=grandson
of ^in++++=of
Sir ^npt++++=Sir
Cloud ^nn++++=Cloud.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stared ^vbd+++xvbnx+=stared
dreamily ^rb++++=dreamily
at ^in++++=at
his ^pp$+pp3+++=his
dominion ^nn++++=dominion.
. ^zz++++=EXTRAWORD
Scandal ^nn++++=Scandal,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
to ^in++++=to
touch ^nn++++=touch
him ^pp3o+pp3+++=him
with ^in++++=with
her ^pp$+pp3+++=her
smirching ^jj+atrb++xvbg+=smirching
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
him ^pp3o+pp3+++=him
the ^ati++++=the
spotless ^jj++++=spotless!
! ^zz++++=EXTRAWORD
Gertrude ^np++++=Gertrude
had ^vbd+hvd+aux++=had
fled ^vprf+++xvbnx+=fled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
ruined ^vprf+++xvbnx+=ruined
Gertrude ^np++++=Gertrude's
's ^$++++=EXTRAWORD
life ^nn++++=life!
! ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
he ^pp3a+pp3+++=he?
? ^zz++++=EXTRAWORD
With ^in++++=With
his ^pp$+pp3+++=his
heavy ^jj+atrb+++=heavy
and ^cc+phrs+++=and
severe ^jj+atrb+++=severe
conscientiousness ^nns+nom+++=conscientiousness
he ^pp3a+pp3+++=he
asked ^vbd+vsua+tht0+xvbnx+=asked
himself ^ppl+pp3+++=himself
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
blame ^vbi++++=blame
in ^in++++=in
her ^pp$+pp3+++=her
regard ^nn++++=regard.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
blame ^vbi++++=blame.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
to ^in++++=to
reason ^nn++++=reason
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
blame ^vbi++++=blame.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
such ^abl++++=such
as ^ql++++=as
Gertrude ^np++++=Gertrude,
, ^zz++++=EXTRAWORD
proud ^jj++++=proud,
, ^zz++++=EXTRAWORD
passionate ^jj++++=passionate,
, ^zz++++=EXTRAWORD
reserved ^j+++xvbn+=reserved,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
these ^dt+dem+++=these
things ^nns++++=things
for ^in++++=for
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
sigh ^nn++++=sigh
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
into ^in++++=into
his ^pp$+pp3+++=his
dressing ^nvbg+++xvbg+=dressing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
and ^cc++++=and
dropped ^vpsv++agls+xvbn+=dropped
on ^in+cmpx+++=on
to ^in"++++=to
a ^at++++=a
sofa ^nn++++=sofa.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
be ^vb+be+vrb++=be
inflexible ^jj+pred+++=inflexible--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mind ^nn++++=mind
dwelt ^vbd+++xvbn+=dwelt
on ^in+ppvb+++=on
the ^ati++++=the
beautiful ^jj++++=beautiful
first ^rb++++=first
days ^nns++++=days
of ^in++++=of
their ^pp$+pp3+++=their
marriage ^nn+nom+++=marriage,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tenderness ^nns+nom+++=tenderness
and ^cc++++=and
the ^ati++++=the
dream ^nn++++=dream!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now--!
-- ^--+clp+++=EXTRAWORD
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
footsteps ^nns++++=footsteps
in ^in++++=in
the ^ati++++=the
study ^nn++++=study;
; ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
was ^vbd+bedz+aux++=was
opened ^vpsv++agls+xvbnx+=opened!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Gertrude ^np++++=Gertrude!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned!
! ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tripped ^vbd+++xvbnx+=tripped
to ^in++++=to
the ^ati++++=the
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
leaned ^j+++xvbn+=leaned
forward ^rb++++=forward
and ^cc++++=and
snatched ^vbd+++xvbn+=snatched
at ^rb++++=at
the ^ati++++=the
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
Evidently ^rb++++=Evidently
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tension ^nn++++=tension
was ^vbd+bedz+vrb++=was
too ^ql++++=too
painful ^jj++++=painful.
. ^zz++++=EXTRAWORD
A ^at++++=A
sigh ^nn++++=sigh
broke ^vbd+++xvbn+=broke
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
of ^in++++=of
physical ^jj+atrb+++=physical
torture ^nn++++=torture.
. ^zz++++=EXTRAWORD
" ^zz++++="Who's
who ^whp+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
startled ^jj+atrb++xvbn+=startled
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Cloud ^nn++++=Cloud?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
breathed ^vbd+++xvbnx+=breathed.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
home ^nr++++=home
very ^ql+amp+++=very
early ^jj++++=early!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
shook ^vbd+++xvbn+=shook.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
Gertrude ^np++++=Gertrude,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
tired ^vpsv++agls+xvbnx+=tired.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
in ^in++++=in
here ^rn+pl+++=here
to ^to++++=to
lie ^vbi++++=lie
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
something ^pn++++=something
for ^in++++=for
my ^pp$+pp1+++=my
head ^nn++++=head?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
have ^vb+hv+vrb++=have
a ^at++++=a
holiday ^nn++++=holiday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
her ^pp$+pp3+++=her
crunch ^nn++++=crunch
up ^rp++++=up
the ^ati++++=the
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
hastened ^vbd+++xvbnx+=hastened
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
poor ^jj+atrb+++=poor
Cloud ^nn++++=Cloud!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
bending ^nvbg+++xvbg+=bending
over ^rp++++=over
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
mature ^jj+atrb+++=mature
elegance ^nn+nom+++=elegance
of ^in++++=of
her ^pp$+pp3+++=her
thirty ^cd++++=thirty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
noticed ^vbd+vprv+tht0+xvbnx+=noticed
her ^pp$+pp3+++=her
travelling ^vbg+nom++xvbg+=travelling
costume ^nn++++=costume.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
eau ^nn+++??+=eau
de ^&fw++++=de
Cologne ^np++++=Cologne?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
nodded ^vbd+++xvbnx+=nodded
weakly ^rb++++=weakly.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
away ^rp+pl+++=away
for ^in++++=for
a ^at++++=a
holiday ^nn++++=holiday,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
bathed ^vbd+++xvbnx+=bathed
his ^pp$+pp3+++=his
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
The ^ati++++=The
touch ^nn++++=touch
of ^in++++=of
her ^pp$+pp3+++=her
hands ^nns++++=hands
on ^in++++=on
his ^pp$+pp3+++=his
temples ^nns++++=temples
reminded ^vbd+vsua++xvbn+=reminded
him ^pp3o+pp3+++=him
of ^in++++=of
forgotten ^vbn+vprv++xvbn+=forgotten
caresses ^nns+nom+++=caresses.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
really ^rb+emph+splt++=really
feel ^vb+vprv+++=feel
as ^cs+sub+++=as
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
within ^in++++=within
a ^at++++=a
quarter ^nn++++=quarter
of ^in++++=of
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
through ^in++++=through
a ^at++++=a
long ^jj+atrb+++=long
and ^cc+phrs+++=and
dreadful ^jj+atrb+++=dreadful
illness ^nns+nom+++=illness
and ^cc++++=and
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
convalescent ^jj+pred+++=convalescent.
. ^zz++++=EXTRAWORD
Ii ^np+++??+=II
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
after ^cs+sub+++=after
starting ^xvbg+++xvbg+=starting
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
better ^jjr++++=better
of ^in++++=of
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Lord ^npt++++=Lord
Bargrave ^np+++??+=Bargrave
after ^in++++=after
dinner ^nn++++=dinner
that ^tht+rel+++=that
night ^nn++++=night.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
came ^vbd+++xvbn+=came
back ^jjb++++=back?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lord ^npt++++=Lord
Bargrave ^np+++??+=Bargrave
was ^vbd+bedz+vrb++=was
Gertrude ^np++++=Gertrude's
's ^$++++=EXTRAWORD
cousin ^nn++++=cousin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
sometimes ^rb++++=sometimes
came ^vbd+++xvbn+=came
over ^in++++=over
from ^in++++=from
Shropshire ^np++++=Shropshire
for ^in++++=for
a ^at++++=a
week ^nn++++=week-end.
- ^zz++++=EXTRAWORD
end ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
with ^in++++=with
Sir ^npt++++=Sir
Cloud ^nn++++=Cloud
in ^in++++=in
the ^ati++++=the
smoking ^jj+++xvbg+=smoking-room;
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
with ^in++++=with
greying ^jj+atrb+++=greying
hair ^nn++++=hair
and ^cc++++=and
a ^at++++=a
youngish ^jj+atrb+++=youngish,
, ^zz++++=EXTRAWORD
equable ^jj+atrb+++=equable
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Harry ^np++++=Harry,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
just ^rb+emph+splt++=just
happened ^vprf+++xvbnx+=happened
to ^to+vcmp+++=to
put ^vbi++++=put
the ^ati++++=the
letter ^nn++++=letter
exactly ^rb++++=exactly
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
notion ^nn++++=notion
that ^tht+ncmp+++=that
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
