Although ^cs+con+++=Although
put ^vbd+++xvbn+=put
the ^ati++++=the
bath ^nn++++=bath
things ^nns++++=things
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'm,
m ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
ought ^md+nec+++=oughtn't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
changed ^vpsv++agls+xvbnx+=changed
hands ^nns++++=hands
while ^cs+sub+++=while
she ^pp3a+pp3+++=she's
's ^vbz+bez+aux++0=EXTRAWORD
eating ^vbg+++xvbgx+=eating,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Nanny ^npt++++=Nanny,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
whispering ^jj+++xvbg+=whispering.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
unsettles ^nns+++??+=unsettles
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
very ^ql+amp+++=very
likely ^jj++++=likely
to ^to+jcmp+++=to
upset ^vbi++++=upset
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
How ^wrb+who+++=How
absurd ^jj++++=absurd
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
have ^vb+hv+aux++=have
a ^at++++=a
baby ^nn++++=baby
if ^cs+cnd+++=if
it ^pp3+it+++=it
has ^md"++pmd"++=has
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
kept ^vbd+++xvbn+=kept
not ^xnot++not++=not
in ^in++++=in
a ^at++++=a
case ^nn++++=case
like ^in++++=like
a ^at++++=a
rare ^jj+atrb+++=rare,
, ^zz++++=EXTRAWORD
rare ^jj+atrb+++=rare
fiddle ^nn++++=fiddle
but ^cc++++=but
in ^in++++=in
another ^dt++++=another
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
arms ^nns++++=arms?
? ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
offended ^jj+++xvbn+=offended,
, ^zz++++=EXTRAWORD
Nanny ^npt++++=Nanny
handed ^vbd+++xvbn+=handed
her ^pp$+pp3+++=her
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
excite ^vb++++=excite
her ^pp$+pp3+++=her
after ^in++++=after
her ^pp$+pp3+++=her
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'm.
m ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
such ^abl++++=such
a ^at++++=a
time ^nn++++=time
with ^in++++=with
her ^pp$+pp3+++=her
after ^in+strn+++=after!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
heaven ^nn++++=heaven!
! ^zz++++=EXTRAWORD
Nanny ^npt++++=Nanny
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
with ^in++++=with
the ^ati++++=the
bath ^nn++++=bath
towels ^nns++++=towels.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
you ^pp2+pp2+++=you
to ^in++++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
little ^jj++++=little
precious ^jj++++=precious,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bertha ^np+++??+=Bertha,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
baby ^nn++++=baby
leaned ^vbd+++xvbn+=leaned
against ^in++++=against
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ate ^vbd+++xvbnx+=ate
delightfully ^rb+cnj+++=delightfully,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
up ^rp++++=up
her ^pp$+pp3+++=her
lips ^nns++++=lips
for ^in++++=for
the ^ati++++=the
spoon ^nn++++=spoon
and ^cc++++=and
then ^rn+tm+++=then
waving ^vbg+++xvbg+=waving
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
she ^pp3a+pp3+++=she
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
the ^ati++++=the
spoon ^nn++++=spoon
go ^vb++++=go;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
Bertha ^np+++??+=Bertha
had ^vbd+hvd+aux++=had
filled ^vprf+++xvbnx+=filled
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
waved ^vbd+++xvbnx+=waved
it ^pp3+it+++=it
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
four ^cd++++=four
winds ^nns++++=winds.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
soup ^nn++++=soup
was ^vbd+bedz+aux++=was
finished ^vpsv++agls+xvbnx+=finished
Bertha ^np+++??+=Bertha
turned ^vbd+++xvbn+=turned
round ^rb+phrv+++=round
to ^in++++=to
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
nice ^jj+pred+++=nice
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
very ^ql+amp+++=very
nice ^jj++++=nice!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
kissing ^nvbg+++xvbg+=kissing
her ^pp3o+pp3+++=her
warm ^jj+atrb+++=warm
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
fond ^jj+pred+++=fond
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
like ^vb++++=like
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
Little ^ap++++=Little
B ^zz++++=B
so ^ql++++=so
much ^ap++++=much
her ^pp3o+pp3+++=her
neck ^nn++++=neck
as ^ql++++=as
she ^pp3a+pp3+++=she
bent ^vbd+++xvbnx+=bent
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
exquisite ^nn++++=exquisite
toes ^nns++++=toes
as ^ql++++=as
they ^pp3a+pp3+++=they
shone ^vbd+++xvbnx+=shone
transparent ^jj++++=transparent
in ^in++++=in
the ^ati++++=the
firelight ^nn++++=firelight
that ^tht+rel+++=that
all ^abn++++=all
her ^pp$+pp3+++=her
feeling ^nvbg+++xvbg+=feeling
of ^in++++=of
bliss ^nn++++=bliss
came ^vbd+++xvbn+=came
back ^jjb++++=back
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
express ^nns+nom+++=express
it ^pp3+it+++=it
what ^wdt+who+++=what
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
wanted ^vpsv++agls+xvbnx+=wanted
on ^in++++=on
the ^ati++++=the
telephone ^nn++++=telephone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Nanny ^npt++++=Nanny,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
back ^jjb++++=back
in ^in++++=in
triumph ^nn++++=triumph
and ^cc++++=and
seizing ^vbg+++xvbg+=seizing
her ^pp$+pp3+++=her
Little ^ap++++=Little
B ^zz++++=B.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
she ^pp3a+pp3+++=she
flew ^vbd+++xvbnx+=flew.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Harry ^np++++=Harry.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Ber ^np+++??+=Ber?
? ^zz++++=EXTRAWORD
Look ^vb++++=Look
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
late ^jj+pred+++=late.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
a ^at++++=a
taxi ^nn++++=taxi
and ^cc++++=and
come ^vprf+++xvbn+=come
along ^in++++=along
as ^ql++++=as
quickly ^rb++++=quickly
as ^ql++++=as
I ^pp1a+pp1+++=I
can ^md+pos+++=can,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
get ^vb++++=get
dinner ^nn++++=dinner
put ^vbd+++xvbn+=put
back ^jjb++++=back
ten ^cd++++=ten
minutes ^nns++++=minutes
will ^md+prd+++=will
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
perfectly ^rb+amp+++=perfectly.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Harry ^np++++=Harry!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes?"
yes ^uh++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
had ^vb+hv+aux++=had
she ^pp3a+pp3+++=she
to ^to++++=to
say ^vbi+vpub+++=say?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++0=She'd
'd ^md+prd+vrb++=EXTRAWORD
nothing ^pn++++=nothing
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
only ^ap+down+++=only
wanted ^vb+++xvbn+=wanted
to ^to+vcmp+++=to
get ^vbi++++=get
in ^rb+phrv+++=in
touch ^nn++++=touch
with ^in++++=with
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
absurdly ^rb++++=absurdly
cry ^nn++++=cry:
: ^zz++++=EXTRAWORD
" ^zz++++="Hasn't
has ^vbz+hvz+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
been ^vprf+ben+vrb+xvbn+=been
a ^at++++=a
divine ^nn++++=divine
day ^np++++=day!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
rapped ^vbd+++xvbn+=rapped
out ^rp+pl+++=out
the ^ati++++=the
little ^jj+atrb+++=little
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing.
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Entendu ^np+++??+=Entendu,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bertha ^np+++??+=Bertha,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hung ^vbd+++xvbn+=hung
up ^rp++++=up
the ^ati++++=the
receiver ^nn+nom+++=receiver,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
how ^wrb+who+++=how
much ^ap++++=much
more ^rbr++++=more
than ^in++++=than
idiotic ^jj+atrb+++=idiotic
civilisation ^nn+nom+++=civilisation
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
people ^nns++++=people
coming ^vwbg+++xvbg+=coming
to ^in++++=to
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Norman ^jj+atrb+++=Norman
Knights ^nns++++=Knights
a ^at++++=a
very ^ql+amp+++=very
sound ^vb++++=sound
couple ^nn++++=couple
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
start ^vb++++=start
a ^at++++=a
theatre ^nn++++=theatre,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
awfully ^ql++++=awfully
keen ^jj++++=keen
on ^in++++=on
interior ^jj+atrb+++=interior
decoration ^nn+nom+++=decoration,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
Eddie ^np++++=Eddie
Warren ^np++++=Warren,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
published ^vprf+++xvbnx+=published
a ^rb++++=a
little ^rb"++++=little
book ^nn++++=book
of ^in++++=of
poems ^nns++++=poems
and ^cc++++=and
whom ^whp+rel+obj++=whom
everybody ^pn++++=everybody
was ^vbd+bedz+aux++=was
asking ^vbg+vsua++xvbgx+=asking
to ^to+vcmp+++=to
dine ^vbi++++=dine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
" ^zz++++="find"
find ^vb+vprv+++=EXTRAWORD
" ^zz++++=EXTRAWORD
of ^in++++=of
Bertha ^np++++=Bertha's
's ^$++++=EXTRAWORD
called ^xvbn+++xvbn+=called
Pearl ^np++++=Pearl
Fulton ^np+++??+=Fulton.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
at ^rb++++=at
the ^ati++++=the
club ^nn++++=club
and ^cc++++=and
Bertha ^np+++??+=Bertha
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
in ^in++++=in
love ^nn++++=love
with ^in++++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
always ^rb++++=always
did ^vbd+dod+vrb++=did
fall ^nn++++=fall
in ^in++++=in
love ^nn++++=love
with ^in++++=with
beautiful ^jj+atrb+++=beautiful
women ^nns++++=women
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
something ^pn++++=something
strange ^jj++++=strange
about ^rb++++=about
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
provoking ^jj+atrb+++=provoking
thing ^nn++++=thing
was ^vbd+bedz+vrb++=was
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
about ^in++++=about
together ^nn+nom+++=together
and ^cc++++=and
met ^vbd+++xvbn+=met
a ^at++++=a
number ^nn++++=number
of ^in++++=of
times ^nns++++=times
and ^cc++++=and
really ^rb+emph+++=really
talked ^vbd+++xvbn+=talked,
, ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
her ^pp$+pp3+++=her
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Up ^in+cmpx+++=Up
to ^in"++++=to
a ^at++++=a
certain ^jj+atrb+++=certain
point ^nn++++=point
Miss ^npt++++=Miss
Fulton ^np++++=Fulton
was ^vbd+bedz+vrb++=was
rarely ^rb+cnj+++=rarely,
, ^zz++++=EXTRAWORD
wonderfully ^rb++++=wonderfully
frank ^jj++++=frank,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
certain ^jj+atrb+++=certain
point ^nn++++=point
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
there ^rn+pl+++=there
anything ^pn++++=anything
beyond ^in++++=beyond
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Harry ^np++++=Harry
said ^vbd+vpub++xvbn+=said
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Voted ^vbd+++xvbn+=Voted
her ^pp$+pp3+++=her
dullish ^jj++++=dullish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
" ^zz++++="cold
cold ^jj++++=EXTRAWORD
like ^in++++=like
all ^abn++++=all
blonde ^jj+atrb+++=blonde
women ^nns++++=women,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
touch ^nn++++=touch,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
of ^in++++=of
anaemia ^nn+++??+=anaemia
of ^in++++=of
the ^ati++++=the
brain ^nn++++=brain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Bertha ^np+++??+=Bertha
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
agree ^vb+vpub+++=agree
with ^in++++=with
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
of ^in++++=of
sitting ^xvbg+++xvbg+=sitting
with ^in++++=with
her ^pp$+pp3+++=her
head ^jjb++++=head
a ^rb++++=a
little ^rb"++++=little
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smiling ^jj+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
something ^pn++++=something
behind ^in+pl+++=behind
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Harry ^np++++=Harry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
must ^md+nec+++=must
find ^vb+vprv+++=find
out ^rp+pl+++=out
what ^wdt+who+++=what
that ^cs+sub+++=that
something ^pn++++=something
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
likely ^jj++++=likely
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
stomach ^nn++++=stomach,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Harry ^np++++=Harry.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
a ^at++++=a
point ^nn++++=point
of ^in++++=of
catching ^xvbg+++xvbg+=catching
Bertha ^np++++=Bertha's
's ^$++++=EXTRAWORD
heels ^nns++++=heels
with ^in++++=with
replies ^nns++++=replies
of ^in++++=of
that ^dt+dem+++=that
kind ^nn++++=kind
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="liver
liver ^nn++++=EXTRAWORD
frozen ^vbd+++xvbn+=frozen,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
girl ^nn++++=girl,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="pure
pure ^jj+atrb+++=EXTRAWORD
flatulence ^nn+nom+++=flatulence,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="kidney
kidney ^nn++++=EXTRAWORD
disease ^nn++++=disease,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on.
. ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
strange ^jj+atrb+++=strange
reason ^nn++++=reason
Bertha ^np+++??+=Bertha
liked ^vbd+++xvbn+=liked
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
almost ^rb+hdg+++=almost
admired ^vbd+++xvbn+=admired
it ^pp3+it+++=it
in ^in++++=in
him ^pp3o+pp3+++=him
very ^ql+amp+++=very
much ^ap++++=much.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
and ^cc++++=and
lighted ^vbd+++xvbn+=lighted
the ^ati++++=the
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
picking ^vbg+++xvbg+=picking
up ^rp++++=up
the ^ati++++=the
cushions ^nns++++=cushions,
, ^zz++++=EXTRAWORD
one ^pn++++=one
by ^in++++=by
one ^pn++++=one,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Mary ^np++++=Mary
had ^vbd+hvd+aux++=had
disposed ^vprf+++xvbnx+=disposed
so ^pn++++=so
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
threw ^vbd+++xvbnx+=threw
them ^pp3o+pp3+++=them
back ^jjb++++=back
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
chairs ^nns++++=chairs
and ^cc++++=and
the ^ati++++=the
couches ^nns++++=couches.
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
made ^vprf+++xvbn+=made
all ^abn++++=all
the ^ati++++=the
difference ^nn+nom+++=difference;
; ^zz++++=EXTRAWORD
the ^ati++++=the
room ^nn++++=room
came ^vbd+++xvbn+=came
alive ^jj++++=alive
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
throw ^vb++++=throw
the ^ati++++=the
last ^ap++++=last
one ^cd1++++=one
she ^pp3a+pp3+++=she
surprised ^vbd+++xvbnx+=surprised
herself ^ppl+pp3+++=herself
by ^in++++=by
suddenly ^rb++++=suddenly
hugging ^vbg+++xvbg+=hugging
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
passionately ^rb+cnj+++=passionately,
, ^zz++++=EXTRAWORD
passionately ^rb++++=passionately.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
put ^vb+++xvbn+=put
out ^rb+phrv+++=out
the ^ati++++=the
fire ^nn++++=fire
in ^in++++=in
her ^pp$+pp3+++=her
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
contrary ^nn+nom+++=contrary!
! ^zz++++=EXTRAWORD
The ^ati++++=The
windows ^nns++++=windows
of ^in++++=of
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
opened ^vbd+++xvbn+=opened
on ^in+cmpx+++=on
to ^in"++++=to
a ^at++++=a
balcony ^nn++++=balcony
overlooking ^vwbg+++xvbg+=overlooking
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
far ^rb+pl+++=far
end ^nn++++=end,
, ^zz++++=EXTRAWORD
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
tall ^jj+atrb+++=tall,
, ^zz++++=EXTRAWORD
slender ^jj+atrb+++=slender
pear ^nn++++=pear
tree ^nn++++=tree
in ^in++++=in
fullest ^jjt+atrb+++=fullest,
, ^zz++++=EXTRAWORD
richest ^jjt+atrb+++=richest
bloom ^nn++++=bloom;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
stood ^vbd+++xvbn+=stood
perfect ^jj++++=perfect,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
becalmed ^jj+++xvbn+=becalmed
against ^in++++=against
the ^ati++++=the
jadegreen ^jj+atrb++xvbn+=jadegreen
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
feeling ^nvbg+++xvbg+=feeling,
, ^zz++++=EXTRAWORD
even ^rb++++=even
