They ^pp3a+pp3+++=They
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wondered ^vbd+vprv++xvbnx+=wondered
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
must ^md+nec+++=must
expect ^vb+vprv+tht0++=expect
it ^pp3+it+++=it
to ^to++++=to
pass ^vbi++++=pass
a ^at++++=a
third ^nn++++=third
time ^nn++++=time.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
pass ^vb++++=pass
a ^at++++=a
third ^nn++++=third
time ^nn++++=time.
. ^zz++++=EXTRAWORD
After ^in++++=After
several ^ap++++=several
clocks ^nns++++=clocks
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
hotel ^npl++++=hotel
had ^vb+hv+vrb++=had
more ^rbr++++=more
or ^cc++++=or
less ^ql++++=less
agreed ^jj+++xvbn+=agreed
on ^in++++=on
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
surcease ^nn+++??+=surcease
of ^in++++=of
earthquakes ^nns++++=earthquakes.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
dared ^xvbn+++xvbn+=dared
not ^xnot++not++=not
hope ^vb++++=hope
that ^tht+vcmp+++=that
earthquakes ^nns++++=earthquakes
were ^vbd+bed+vrb++=were
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
waited ^vbd+++xvbnx+=waited
in ^in++++=in
strained ^jj+atrb++xvbn+=strained
attention ^nn+nom+++=attention
during ^in++++=during
quite ^abl++++=quite
half ^abn++++=half
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
expectant ^jj++++=expectant
of ^in++++=of
the ^ati++++=the
next ^ap++++=next
earthquake ^nn++++=earthquake.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come.
. ^zz++++=EXTRAWORD
Earthquakes ^nns++++=Earthquakes
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
done ^xvbn+++xvbn+=done
with ^in++++=with
till ^in++++=till
the ^ati++++=the
morrow ^nn++++=morrow.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
about ^in++++=about
two ^cd++++=two
o'clock ^rb++++=o'clock
when ^wrb+who+++=when
his ^pp$+pp3+++=his
nerves ^nns++++=nerves
were ^vbd+bed+aux++=were
sufficiently ^rb++splt++=sufficiently
tranquillized ^vpsv++agls+xvbnx+=tranquillized
to ^to++++=to
enable ^vbi++++=enable
him ^pp3o+pp3+++=him
to ^to++++=to
envisage ^nn+nom+++=envisage
the ^ati++++=the
possibility ^nn+nom+++=possibility
of ^in++++=of
going ^md"++pmd"++=going
to ^md+prd+++=to
sleep ^vb++++=sleep.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
slipping ^vbg+++xvbgx+=slipping,
, ^zz++++=EXTRAWORD
gliding ^vbg+++xvbg+=gliding,
, ^zz++++=EXTRAWORD
floating ^vbg+++xvbg+=floating
off ^in+pl+++=off
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
back ^rb+phrv+++=back
to ^in++++=to
realities ^nns+nom+++=realities
by ^in++++=by
a ^at++++=a
terrific ^jj+atrb+++=terrific
explosion ^nn++++=explosion
of ^in++++=of
laughter ^nn+nom+++=laughter
at ^in++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
stairs ^nns++++=stairs
outside ^jjb++++=outside
his ^pp$+pp3+++=his
bedroom ^nn++++=bedroom
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
building ^xvbg+++xvbg+=building
rang ^vbd+++xvbn+=rang
like ^in++++=like
the ^ati++++=the
inside ^nn++++=inside
of ^in++++=of
a ^at++++=a
piano ^nn++++=piano
when ^wrb+who+++=when
you ^pp2+pp2+++=you
strike ^vb++++=strike
a ^at++++=a
wire ^nn++++=wire
directly ^rb++++=directly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
explosion ^nn++++=explosion
was ^vbd+bedz+aux++=was
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
low ^jj+atrb+++=low
rumblings ^nns+nom+++=rumblings
of ^in++++=of
laughter ^nn+nom+++=laughter
and ^cc++++=and
then ^rn+tm+++=then
by ^in++++=by
a ^at++++=a
series ^nn++++=series
of ^in++++=of
jolly ^jj++++=jolly,
, ^zz++++=EXTRAWORD
hearty ^jj++++=hearty
" ^zz++++="Good-nights."
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
nights ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
recognized ^vbd+vprv++xvbnx+=recognized
the ^ati++++=the
voices ^nns++++=voices
as ^ql++++=as
being ^jj+++xvbg+=being
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
group ^nn++++=group
of ^in++++=of
commercial ^jj+atrb+++=commercial
travellers ^nns+nom+++=travellers
and ^cc++++=and
two ^cd++++=two
actors ^nns++++=actors
( ^zz++++=(of
of ^in++++=EXTRAWORD
the ^ati++++=the
Hanbridge ^np+++??+=Hanbridge
Theatre ^nn++++=Theatre
Royal ^np++++=Royal's
's ^$++++=EXTRAWORD
specially ^rb++++=specially
selected ^xvbn+++xvbn+=selected
London ^np++++=London
Pantomime ^nn++++=Pantomime
Company ^nn++++=Company),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
pointed ^vpsv++agls+xvbnx+=pointed
out ^rp+pl+++=out
to ^in++++=to
him ^pp3o+pp3+++=him
with ^in++++=with
awe ^nn++++=awe
and ^cc++++=and
joy ^nn++++=joy
by ^in++++=by
the ^ati++++=the
aforesaid ^vwbn+++xvbn+=aforesaid
barmaid ^nn+++??+=barmaid.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
telling ^nvbg+++xvbg+=telling
each ^dt++++=each
other ^ap++++=other
stories ^nns++++=stories
in ^in++++=in
the ^ati++++=the
private ^jj+atrb+++=private
bar ^nn++++=bar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
apparently ^rb++++=apparently
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
telling ^nvbg+++xvbg+=telling
each ^dt++++=each
other ^ap++++=other
stories ^nns++++=stories
ever ^rb++++=ever
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
truth ^nn++++=truth
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
the ^ati++++=the
atmosphere ^nn++++=atmosphere
of ^in++++=of
the ^ati++++=the
Turk ^np++++=Turk's
's ^$++++=EXTRAWORD
Head ^nn++++=Head,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
commercial ^jj+atrb+++=commercial
travellers ^nns+nom+++=travellers
and ^cc++++=and
actors ^nns++++=actors
forgather ^jjr++++=forgather
every ^at++++=every
night ^nn++++=night
except ^in++++=except
perhaps ^rb++++=perhaps
Sundays ^nrs++++=Sundays,
, ^zz++++=EXTRAWORD
contains ^vbz++++=contains
more ^rbr++++=more
good ^jj+atrb+++=good
stories ^nns++++=stories
to ^in++++=to
the ^ati++++=the
cubic ^jj+atrb+++=cubic
inch ^nn++++=inch
than ^in++++=than
any ^dti++++=any
other ^ap++++=other
resort ^nn++++=resort
in ^in++++=in
the ^ati++++=the
county ^nn++++=county
of ^in++++=of
Staffordshire ^np++++=Staffordshire.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
seconds ^nns++++=seconds
after ^cs+sub+++=after
the ^ati++++=the
explosion ^nn++++=explosion
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
dropping ^jj+atrb++xvbg+=dropping
fusillade ^nn+++??+=fusillade--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
travellers ^nns+nom+++=travellers
and ^cc++++=and
the ^ati++++=the
actors ^nns++++=actors
shutting ^vwbg+++xvbg+=shutting
their ^pp$+pp3+++=their
doors ^nns++++=doors.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
about ^in++++=about
five ^cd++++=five
minutes ^nns++++=minutes
later ^rbr+tm+++=later
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
another ^dt++++=another
and ^cc++++=and
more ^rbr++++=more
complicated ^jj+atrb++xvbn+=complicated
dropping ^jj+atrb++xvbg+=dropping
fusillade ^nn+++??+=fusillade--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
travellers ^nns+nom+++=travellers
and ^cc++++=and
actors ^nns++++=actors
opening ^vwbg+++xvbg+=opening
their ^pp$+pp3+++=their
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
depositing ^j++++=depositing
their ^pp$+pp3+++=their
boots ^nns++++=boots
( ^zz++++=(two
two ^cd++++=EXTRAWORD
to ^in++++=to
each ^dt++++=each
soul ^nn++++=soul),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shutting ^vbg+++xvbg+=shutting
their ^pp$+pp3+++=their
doors ^nns++++=doors.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
silence ^nn+nom+++=silence
the ^ati++++=the
terrified ^jj+atrb+++=terrified
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
heard ^vbd+vprv++xvbn+=heard
arising ^vbg+++xvbg+=arising
and ^cc+phrs+++=and
arising ^vbg+++xvbg+=arising
a ^at++++=a
vast ^jj+atrb+++=vast
and ^cc+phrs+++=and
fearful ^jj+atrb+++=fearful
breathing ^nvbg+++xvbg+=breathing,
, ^zz++++=EXTRAWORD
as ^in++++=as
of ^in"++++=of
some ^dti++++=some
immense ^jj+atrb+++=immense
prehistoric ^jj+atrb+++=prehistoric
monster ^nn+nom+++=monster
in ^in++++=in
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
asleep ^jj+pred+++=asleep
and ^cc+phrs+++=and
dreaming ^jj+++xvbg+=dreaming.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
gigantic ^jj++++=gigantic
sighing ^jj+++xvbg+=sighing
continued ^jj+++xvbn+=continued
regularly ^rb+cnj+++=regularly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
anything ^pn++++=anything
like ^in++++=like
it ^pp3+it+++=it
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
banished ^vbd+++xvbn+=banished
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
After ^in++++=After
about ^in++++=about
two ^cd++++=two
hours ^nns++++=hours
of ^in++++=of
its ^pp$+it+++=its
awful ^jj+atrb+++=awful
uncanniness ^nns+nom+++=uncanniness,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
caught ^vbd+++xvbn+=caught
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
creeping ^xvbg+++xvbg+=creeping
footsteps ^nns++++=footsteps
in ^in++++=in
the ^ati++++=the
corridor ^nn++++=corridor
and ^cc++++=and
fumbling ^jj+atrb++xvbg+=fumbling
noises ^nns++++=noises.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
got ^vbd+++xvbnx+=got
up ^rp++++=up
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
determined ^vpsv++agls+xvbnx+=determined,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
should ^md+nec+++=should
have ^md"++pmd"++=have
to ^md+nec+++=to
interrogate ^nn+nom+++=interrogate
burglars ^nns+++??+=burglars
and ^cc++++=and
assassins ^nns+++??+=assassins,
, ^zz++++=EXTRAWORD
to ^to++++=to
discover ^nn+nom+++=discover
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
that ^dt+dem+++=that
horrible ^jj+atrb+++=horrible
sighing ^nvbg+++xvbg+=sighing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
courageously ^jj++++=courageously
pulled ^jj+++xvbn+=pulled
his ^pp$+pp3+++=his
door ^nn++++=door
open ^nn++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
an ^at++++=an
aproned ^jj+atrb++xvbn+=aproned
man ^nn++++=man
with ^in++++=with
a ^at++++=a
candle ^nn++++=candle
marking ^vwbg+++xvbg+=marking
boots ^nns++++=boots
with ^in++++=with
chalk ^nn++++=chalk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
putting ^jj+++xvbg+=putting
them ^pp3o+pp3+++=them
into ^in++++=into
a ^at++++=a
box ^nn++++=box.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
say ^vb+vpub+++=say!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw.
. ^zz++++=EXTRAWORD
" ^zz++++="Beg
beg ^vb++++=EXTRAWORD
yer ^pp$++++=yer
pardon ^nn++++=pardon,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
whispered ^vbd+++xvbn+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
getting ^vbg+++xvbgx+=getting
forward ^rb++++=forward
with ^in++++=with
my ^pp$+pp1+++=my
work ^nn++++=work
so ^ql++++=so
as ^ql++++=as
I ^pp1a+pp1+++=I
can ^md+pos+++=can
go ^vb++++=go
to ^to++++=to
th ^zz++++=th'
' ^zz++++=EXTRAWORD
fut ^nn++++=fut-baw
- ^zz++++=EXTRAWORD
baw ^nn+++??+=EXTRAWORD
match ^nn++++=match
this ^dt+dem+++=this
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
wake ^vb++++=wake
ye ^pp2+pp2+++=ye,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
that ^tht+vcmp+++=that
appalling ^jj+atrb+++=appalling
noise ^nn++++=noise
that ^tht+rel+subj++=that's
's ^vbz+bez+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
on ^in++++=on
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Noise,
noise ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
astonished ^j+++xvbn+=astonished.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
insisted ^vbd+vpub++xvbn+=insisted.
. ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
something ^pn++++=something
breathing ^nvbg+++xvbg+=breathing.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
cocked ^vbd+++xvbn+=cocked
his ^pp$+pp3+++=his
ears ^nns++++=ears
attentively ^rb++++=attentively.
. ^zz++++=EXTRAWORD
The ^ati++++=The
noise ^nn++++=noise
veritably ^rb++++=veritably
boomed ^vbd+++xvbn+=boomed
in ^in++++=in
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw's
's ^$++++=EXTRAWORD
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man
at ^rb++++=at
length ^rb"++++=length.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
th ^zz++++=th'
' ^zz++++=EXTRAWORD
blast ^nn++++=blast
furnaces ^nns++++=furnaces
at ^in++++=at
Cauldon ^np+++??+=Cauldon
Bar ^nn++++=Bar
Ironworks ^np+++??+=Ironworks.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
heard ^vprf+++xvbn+=heard
that ^tht+vcmp+++=that
afore ^in+strn+++=afore,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
like ^in++++=like
that ^dt+dem+++=that
every ^at++++=every
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you
mention ^nn+nom+++=mention
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
hear ^vb+vprv+tht0++=hear
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
couple ^nn++++=couple
of ^in++++0=o'
miles ^nns++++=miles
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
closed ^vbd+++xvbn+=closed
his ^pp$+pp3+++=his
door ^nn++++=door.
. ^zz++++=EXTRAWORD
At ^rb++++=At
five ^cd++++=five
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
nearly ^rb+cnj+++=nearly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
quite ^rb+cnj+++=quite,
, ^zz++++=EXTRAWORD
forgotten ^vpbn+vprv++xvbn+=forgotten
the ^ati++++=the
sighing ^nvbg+++xvbg+=sighing,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
lifelong ^jj+atrb+++=lifelong
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
the ^ati++++=the
oval ^jj++++=oval-wheeled
- ^zz++++=EXTRAWORD
wheeled ^vbd+++xvbn+=EXTRAWORD
electric ^jj+atrb+++=electric
car ^nn++++=car,
, ^zz++++=EXTRAWORD
bumped ^j+++xvbn+=bumped
and ^cc+phrs+++=and
quaked ^jj+++xvbn+=quaked
through ^in++++=through
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ewer ^nn++++=ewer
and ^cc++++=and
basin ^nn++++=basin
chattered ^vbd+++xvbn+=chattered
together ^nn+nom+++=together
busily ^rb+cnj+++=busily,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
seismic ^jj+atrb+++=seismic
phenomena ^nns++++=phenomena
definitely ^rb++++=definitely
recommenced ^jj+++xvbn+=recommenced.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
black ^jj+pred+++=black,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
industrial ^jj+atrb+++=industrial
day ^nn++++=day
had ^vbd+hvd+aux++=had
dawned ^vprf+++xvbnx+=dawned
in ^in++++=in
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns.
. ^zz++++=EXTRAWORD
Long ^rb++++=Long
series ^nn++++=series
of ^in++++=of
carts ^nns+++??+=carts
without ^in++++=without
springs ^nns++++=springs
began ^vbd+++xvbn+=began
to ^to++++=to
jolt ^vbi++++=jolt
past ^jjb++++=past
under ^in++++=under
the ^ati++++=the
window ^nn++++=window
of ^in++++=of
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
regular ^jj++++=regular
multitudinous ^jj++++=multitudinous
clacking ^jj+++xvbg+=clacking
of ^in++++=of
clogs ^vbz++++=clogs
and ^cc++++=and
boots ^nns++++=boots
on ^in++++=on
the ^ati++++=the
pavement ^nn+nom+++=pavement.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
later ^rbr+tm+++=later
the ^ati++++=the
air ^nn++++=air
was ^vbd+bedz+vrb++=was
rent ^nn++++=rent
by ^in++++=by
first ^rb++++=first
one ^cd1++++=one
steam ^nn++++=steam-whistle,
- ^zz++++=EXTRAWORD
whistle ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
another ^dt++++=another,
, ^zz++++=EXTRAWORD
in ^in++++=in
divers ^nns++++=divers
tones ^nns++++=tones
announcing ^nvbg+++xvbg+=announcing
that ^tht+ncmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
six ^cd++++=six
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
or ^cc++++=or
five ^cd++++=five
minutes ^nns++++=minutes
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
half ^abn++++=half-past,
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
The ^ati++++=The
periodicity ^nn+nom+++=periodicity
of ^in++++=of
earthquakes ^nns++++=earthquakes
had ^vb+hv+vrb++=had
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time
quickened ^vbd+++xvbn+=quickened
to ^to++++=to
five ^cd++++=five
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
as ^ql++++=as
at ^rb++++=at
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
A ^at++++=A
motor ^nn++++=motor-car
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
emerged ^vbd+++xvbn+=emerged
under ^in++++=under
the ^ati++++=the
archway ^nn++++=archway
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remained ^vbd+++xvbn+=remained
stationary ^jj++++=stationary
outside ^jjb++++=outside
with ^in++++=with
its ^pp$+it+++=its
engine ^nn++++=engine
racing ^vwbg+++xvbg+=racing.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
amid ^in++++=amid
the ^ati++++=the
earthquakes ^nns++++=earthquakes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
motor ^nn++++=motor-car,
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
carts ^nns+++??+=carts,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clogs ^vbz++++=clogs
and ^cc++++=and
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
steam ^nn++++=steam
muezzins ^nns+++??+=muezzins
calling ^vwbg+++xvbg+=calling
the ^ati++++=the
faithful ^nn++++=faithful
to ^in++++=to
work ^nn++++=work,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
could ^md+pos+++=could
still ^rb++splt++=still
distinguish ^vb++++=distinguish
the ^ati++++=the
tireless ^jj++++=tireless,
, ^zz++++=EXTRAWORD
monstrous ^jj++++=monstrous
sighing ^jj+++xvbg+=sighing
of ^in++++=of
the ^ati++++=the
Cauldon ^np+++??+=Cauldon
Bar ^nn++++=Bar
blast ^nn++++=blast
furnaces ^nns++++=furnaces.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
finally ^rb+cnj+++=finally,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
another ^ppls++++=another
sound ^jj++++=sound.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
the ^ati++++=the
room ^nn++++=room
next ^in+cmpx+++=next
to ^in"++++=to
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
exhausted ^j+++xvbn+=exhausted
