They ^pp3a+pp3+++=They
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
keen ^jj++++=keen
about ^in++++=about
Indian ^jj+atrb+++=Indian
dope ^nn++++=dope--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
we ^pp1a+pp1+++=we've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
Indian ^jj+atrb+++=Indian
traditions ^nns+nom+++=traditions
to ^to++++=to
burn ^vbi++++=burn.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bill ^np++++=Bill
Patton ^np+++??+=Patton
had ^md"++pmd"++=had
to ^md+nec+++=to
make ^vb++++=make
over ^in++++=over
his ^pp$+pp3+++=his
schedule ^vb++++=schedule
to ^to+vcmp+++=to
please ^uh++++=please
the ^ati++++=the
Prince ^nn++++=Prince,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in+emph+++=of
course ^nn+emph"+++=course
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
all ^abn++++=all
pretty ^rb++++=pretty
tickled ^vbd+++xvbn+=tickled
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
more ^ql++++=more
reasons ^nns++++=reasons
than ^in++++=than
one ^pn++++=one.
. ^zz++++=EXTRAWORD
The ^ati++++=The
telegram ^nn++++=telegram
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
come ^vprf+++xvbn+=come
until ^in++++=until
five ^cd++++=five
o'clock ^rb++++=o'clock
yesterday ^nr+tm+++=yesterday
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
a ^at++++=a
hummer ^jjr++++=hummer
the ^ati++++=the
Governor ^nn++++=Governor
is ^vbz+bez+vrb++=is
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
gets ^vbz++++=gets
a ^at++++=a
start ^nn++++=start.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
up ^rp++++=up
his ^pp$+pp3+++=his
mind ^nn++++=mind
this ^dt+dem+++=this
building ^jj+++xvbg+=building
should ^md+nec+++=should
be ^vb+be+aux++=be
put ^vpsv++agls+xvbnx+=put
in ^rb+phrv+++=in
shape ^nn++++=shape
within ^in++++=within
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
engaged ^vbd+++xvbnx+=engaged
a ^at++++=a
whole ^jj+atrb+++=whole
lot ^nn++++=lot
of ^in++++=of
fellows ^nns++++=fellows
to ^in++++=to
work ^nn++++=work
on ^in++++=on
the ^ati++++=the
carpets ^nns++++=carpets
to ^to++++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
do ^vb+do+aux++=do
but ^cc++++=but
get ^vb++++=get
together ^rb+phrv+++=together
last ^jj+atrb+++=last
night ^nn++++=night--well,
-- ^--+clp+++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Pretty ^rb++++=Pretty
bum ^nn+++??+=bum-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
old ^jj+atrb+++=old
shack ^nn++++=shack
just ^rb+emph+++=just
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
reporter ^nn+nom+++=reporter
looked ^vbd+++xvbn+=looked
around ^rp++++=around
ruefully ^rb++++=ruefully.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
approaching ^vbg+++xvbgx+=approaching
the ^ati++++=the
hour ^nn++++=hour
for ^in++++=for
the ^ati++++=the
legislature ^nn++++=legislature
to ^in++++=to
convene ^nn+++??+=convene,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
members ^nns+nom+++=members
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
beginning ^vbg+++xvbgx+=beginning
to ^in++++=to
saunter ^nn++++=saunter
in ^in++++=in
swelled ^vbd+++xvbn+=swelled
the ^ati++++=the
crowd ^nn++++=crowd--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
the ^ati++++=the
indignation ^nn+nom+++=indignation--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
the ^ati++++=the
rotunda ^nn+++??+=rotunda.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^nn++++=Governor,
, ^zz++++=EXTRAWORD
meanwhile ^rb+cnj+++=meanwhile,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
get ^vbi++++=get
other ^ap++++=other
men ^nns++++=men,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Carpet ^nn++++=Carpet-Tackers'
- ^zz++++=EXTRAWORD
tackers ^nns+nom+++=EXTRAWORD
' ^zz++++=EXTRAWORD
Union ^nn++++=Union
Number ^nn++++=Number
One ^cd1++++=One
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
well ^jj+pred+++=well
to ^in++++=to
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
The ^ati++++=The
biggest ^jjt+atrb+++=biggest
furniture ^nn++++=furniture
dealer ^nn++++=dealer
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
the ^ati++++=the
plumbers ^nns+nom+++=plumbers.
. ^zz++++=EXTRAWORD
" ^zz++++="Pipes
pipes ^nns++++=EXTRAWORD
burst ^vbd+++xvbn+=burst
last ^rb++++=last
night ^nn++++=night,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
may ^md+pos+++=may
not ^xnot++not++=not
do ^vb+do+vrb++=do
a ^at++++=a
thing ^nn++++=thing
for ^in++++=for
us ^pp1o+pp1+++=us
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
get ^vb++++=get
mixed ^jj+++xvbn+=mixed
up ^rp++++=up
in ^in++++=in
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Sorry ^uh++++=Sorry--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
my ^pp$+pp1+++=my
customers ^nns+nom+++=customers
get ^vb++++=get
pneumonia ^nn++++=pneumonia."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Another ^dt++++=Another
furniture ^nn++++=furniture
man ^nn++++=man
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
the ^ati++++=the
teamsters ^nns+nom+++=teamsters.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
reason ^nn++++=reason
or ^cc++++=or
another ^dt++++=another
no ^at++++=no
one ^cd1++++=one
was ^vbd+bedz+aux++=was
disposed ^jj++agls+xvbnx+=disposed
to ^to+jcmp+++=to
respond ^vbi++++=respond
to ^in++++=to
the ^ati++++=the
Macedonian ^jj+atrb+++=Macedonian
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
Governor ^nn++++=Governor
at ^rb++++=at
last ^rb"++++=last
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
up ^rp++++=up
and ^cc++++=and
walked ^vbd+++xvbn+=walked
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
rotunda ^nn+++??+=rotunda
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^in++++=about
as ^cs+sub+++=as
disturbed ^jj+++xvbn+=disturbed
as ^ql++++=as
he ^pp3a+pp3+++=he
permitted ^vbd+++xvbnx+=permitted
himself ^ppl+pp3+++=himself
to ^to++++=to
get ^vbi++++=get.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
lying ^xvbg+++xvbg+=lying
down ^rp++++=down,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
do ^vb+do+vrb++=do
anything ^pn++++=anything--anything!--if
-- ^--+clp+++=EXTRAWORD
anything! ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
only ^rb+down+splt++=only
think ^vb+vprv+++=think
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
popular ^jj+atrb+++=popular
young ^jj+atrb+++=young
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
House ^npl++++=House
overheard ^vprf+++xvbn+=overheard
the ^ati++++=the
remark ^nn++++=remark.
. ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
George ^np++++=George,
, ^zz++++=EXTRAWORD
Governor ^npt++++=Governor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
burst ^vbd+++xvbnx+=burst
forth ^np++++=forth,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
a ^at++++=a
minute ^nn++++=minute's
's ^vbz+bez+vrb++0=EXTRAWORD
deep ^jj+atrb+++=deep
study ^nn++++=study--"say--by
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
say ^vb+vpub+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
by ^in++++=EXTRAWORD
Jove ^nn++++=Jove,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
let ^vb++++0=let's
us ^pp1o+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it
ourselves ^ppls+pp1+++=ourselves!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^rb++++=all
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
laugh ^vb++++=laugh
stopped ^vbd+++xvbn+=stopped
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
hard ^jj++++=hard
at ^rb++++=at
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
legislator ^nn++++=legislator
went ^vbd+++xvbn+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
big ^jj+atrb+++=big
job ^nn++++=job,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We've
've ^vb+hv+aux++0=EXTRAWORD
all ^abn++++=all
put ^vbd+++xvbn+=put
down ^rb+phrv+++=down
carpets ^nns++++=carpets
at ^in++++=at
home ^nr++++=home;
; ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
we ^pp1a+pp1+++=we
afraid ^jj++++=afraid
to ^to+jcmp+++=to
tackle ^vbi++++=tackle
it ^pp3+it+++=it
here ^rn+pl+++=here
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
the ^ati++++=the
others ^aps++++=others
laughed ^jj+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Governor ^nn++++=Governor
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
" ^zz++++="Say,
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Weston ^np+++??+=Weston,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
give ^vb++++=give
a ^at++++=a
lot ^nn++++=lot--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
give ^vb++++=give
a ^at++++=a
lot ^nn++++=lot--if
-- ^--+clp+++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
we ^pp1a+pp1+++=we
just ^rb+emph+++=just
could ^md+pos+++=could!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Leave
leave ^vb++++=EXTRAWORD
it ^pp3+it+++=it
to ^in++++=to
me!" ^nn+++??+=me!"--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost
in ^in++++=in
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
always ^rb++splt++=always
liked ^vprf+++xvbnx+=liked
Harry ^np++++=Harry
Weston ^np+++??+=Weston.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
the ^ati++++=the
very ^ap+amp+++=very
sort ^nn++++=sort
to ^to++++=to
inspire ^vbi++++=inspire
people ^nns++++=people
to ^to++++=to
do ^vbi++++=do
things ^nns++++=things.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^nn++++=Governor
smiled ^vbd+++xvbn+=smiled
knowingly ^rb++++=knowingly
as ^ql++++=as
he ^pp3a+pp3+++=he
noted ^vbd+vprv++xvbnx+=noted
the ^ati++++=the
men ^nns++++=men
Weston ^np+++??+=Weston
was ^vbd+bedz+aux++=was
approaching ^vbg+++xvbgx+=approaching,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
different ^jj+atrb+++=different
manner ^nn++++=manner
with ^in++++=with
the ^ati++++=the
various ^jj+atrb+++=various
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
mounted ^vprf+++xvbnx+=mounted
a ^ap++++=a
few ^ap"++++=few
steps ^nns++++=steps
of ^in++++=of
the ^ati++++=the
stairway ^nn++++=stairway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
there ^rn+pl+++=there
facing ^jj+++xvbg+=facing
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
look ^vb++++=look
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
silence ^nn+nom+++=silence
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
obtained ^vpsv++agls+xvbnx+=obtained,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
formal ^jj+atrb+++=formal
meeting ^nvbg+++xvbg+=meeting,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
mighty ^jj+atrb+++=mighty
important ^jj+atrb+++=important
one ^pn++++=one.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
clear ^jj+atrb+++=clear
case ^nn++++=case
of ^in++++=of
Carpet ^nn++++=Carpet-Tackers'
- ^zz++++=EXTRAWORD
tackers ^nns+nom+++=EXTRAWORD
' ^zz++++=EXTRAWORD
Union ^nn++++=Union
against ^in++++=against
the ^ati++++=the
State ^nn++++=State.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
is ^vbz+bez+aux++=is--Is
-- ^--+clp+++=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
the ^ati++++=the
State ^nn++++=State
going ^md"++pmd"++=going
to ^md+prd+++=to
lie ^vb++++=lie
down ^rp++++=down?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
loud ^jj+atrb+++=loud
cries ^nns++++=cries
of ^in++++=of
" ^zz++++="No!"--"Well,
no!" ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
say ^vb+vpub+++=say
not ^xnot++not++=not!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
tried ^vbd+++xvbn+=tried
for ^in++++=for
other ^ap++++=other
men ^nns++++=men
and ^cc++++=and
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
the ^ati++++=the
next ^ap++++=next
thing ^nn++++=thing
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
is--what ^nn+++??+=is--What's
's ^$++++=EXTRAWORD
the ^ati++++=the
matter ^nn++++=matter
with ^in++++=with
us ^pp1o+pp1+++=us?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
it ^pp3+it+++=it
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
everybody ^pn++++=everybody
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
joke ^nn++++=joke!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^vb+hv+aux++0=EXTRAWORD
all ^abn++++=all
put ^vbd+++xvbn+=put
down ^rb+phrv+++=down
carpets ^nns++++=carpets
at ^in++++=at
home ^nr++++=home;
; ^zz++++=EXTRAWORD
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
pretending ^xvbg+++xvbg+=pretending
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
yes ^uh++++=yes--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
bigger ^jjr+atrb+++=bigger
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
more ^rbr++++=more
of ^in++++=of
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
principle ^nn++++=principle
of ^in++++=of
carpet ^nn++++=carpet-tacking
- ^zz++++=EXTRAWORD
tacking ^jj+++xvbg+=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
big ^jj+atrb+++=big
building ^jj+atrb++xvbg+=building
or ^cc+phrs+++=or
little ^jj+atrb+++=little
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
my ^pp$+pp1+++=my
scheme ^nn++++=scheme
is ^vbz+bez+vrb++=is
this ^dt+pdem+++=this--Every
-- ^--+clp+++=EXTRAWORD
every ^at++++=EXTRAWORD
fellow ^jjb++++=fellow
his ^pp$+pp3+++=his
own ^ap++++=own
carpet ^nn++++=carpet-tacker!
- ^zz++++=EXTRAWORD
tacker ^jjr++++=EXTRAWORD
! ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
office ^nn++++=office
puts ^vbz++++=puts
down ^rb+phrv+++=down
the ^ati++++=the
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
carpet ^nn++++=carpet;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Secretary ^np+nom+++=Secretary's
's ^$++++=EXTRAWORD
office ^nn++++=office
puts ^vbz++++=puts
down ^rb+phrv+++=down
the ^ati++++=the
Secretary ^np+nom+++=Secretary's
's ^$++++=EXTRAWORD
carpet ^nn++++=carpet;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Senate ^np++++=Senate
puts ^vbz++++=puts
down ^rb+phrv+++=down
the ^ati++++=the
Senate ^np++++=Senate
carpet ^nn++++=carpet--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
look ^vb++++=look
after ^in+ppvb+++=after
our ^pp$+pp1+++=our
little ^jj+atrb+++=little
patch ^nn++++=patch
in ^in++++=in
the ^ati++++=the
House ^nn++++=House!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
more ^ql++++=more
fellows ^nns++++=fellows
than ^in++++=than
anybody ^pn++++=anybody
else ^rb+cnj+++=else,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
a ^at++++=a
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
Senate ^np++++=Senate.
. ^zz++++=EXTRAWORD
" ^zz++++="Right
right ^jj++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
an ^at++++=an
over ^in++++=over-flow
- ^zz++++=EXTRAWORD
flow ^nn++++=EXTRAWORD
meeting ^vwbg+++xvbg+=meeting
in ^in++++=in
the ^ati++++=the
corridors ^nns++++=corridors
and ^cc++++=and
stairways ^rb++++=stairways.
. ^zz++++=EXTRAWORD
The ^ati++++=The
House ^nn++++=House,
, ^zz++++=EXTRAWORD
as ^ql++++=as
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
stands ^vbz++++=stands
ready ^jj++++=ready
to ^to+jcmp+++=to
do ^vbi++++=do
her ^pp$+pp3+++=her
part," ^nn+++??+=part,"--that
-- ^--+clp+++=EXTRAWORD
that ^cs+sub+++=EXTRAWORD
brought ^vprf+++xvbn+=brought
a ^at++++=a
laugh ^nn++++=laugh
for ^in++++=for
the ^ati++++=the
Senators ^nns++++=Senators,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
get ^vb++++=get
it ^pp3+it+++=it
out ^rp+pl+++=out
of ^in++++=of
your ^pp$+pp2+++=your
heads ^nns++++=heads
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
a ^at++++=a
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carpets ^nns++++=carpets
are ^vb+ber+vrb++=are
here ^rn+pl+++=here;
; ^zz++++=EXTRAWORD
the ^ati++++=the
building ^nvbg+++xvbg+=building
is ^vbz+bez+vrb++=is
full ^jj+pred+++=full
of ^in++++=of
able ^jj++++=able-bodied
- ^zz++++=EXTRAWORD
bodied ^jj+atrb++xvbn+=EXTRAWORD
men ^nns++++=men;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Prince ^nn++++=Prince
is ^vbz+bez+aux++=is
coming ^vbg+++xvbgx+=coming
at ^rb++++=at
four ^cd++++=four--by
-- ^--+clp+++=EXTRAWORD
by ^in++++=EXTRAWORD
his ^pp$+pp3+++=his
own ^ap++++=own
request ^nn++++=request,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
proposition ^nn+nom+++=proposition
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
this ^dt+pdem+++=this:
: ^zz++++=EXTRAWORD
Are ^vb+ber+aux++=Are
