From ^in++++=From
oh ^uh++++=EXTRAWORD
no! ^nn+++??+=no!--Oh
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
not ^xnot++not++=not!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
seem ^vb+seem+++=seem
uncertain ^jj++++=uncertain.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
forgive ^vb++++=forgive
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
you ^pp2+pp2+++=you
need ^vb++++=need
a ^at++++=a
change ^nn++++=change.
. ^zz++++=EXTRAWORD
Really ^rb+cnj+++=Really,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
not ^xnot++not++=not
looking ^vbg+++xvbg+=looking
quite ^rb++++=quite
the ^ati++++=the
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I
persuade ^vb++++=persuade
you ^pp2+pp2+++=you
to ^to++++=to
join ^vbi++++=join
us ^pp1o+pp1+++=us
at ^in++++=at
Lucerne ^np+++??+=Lucerne?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
husband ^nn++++=husband
would ^md+prd+++=would
be ^vb+be+vrb++=be
so ^ql+emph+++=so
pleased ^jj+++xvbn+=pleased--delighted
-- ^--+clp+++=EXTRAWORD
delighted ^j+++xvbn+=EXTRAWORD
to ^to+jcmp+++=to
talk ^vbi++++=talk
with ^in++++=with
you ^pp2+pp2+++=you
about ^in++++=about
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
Europe ^np++++=Europe.
. ^zz++++=EXTRAWORD
Give ^vb++++=Give
us ^pp1o+pp1+++=us
a ^at++++=a
fortnight ^nn++++=fortnight--do!'
-- ^--+clp+++=EXTRAWORD
do ^vb+do+vrb++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Weare ^np++++=Weare,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
kindness ^nns+nom+++=kindness
itself ^ppl++++=itself!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
deeply ^rb++++=deeply
grateful ^jj+pred+++=grateful.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
easily ^rb++++=easily
express ^jjb++++=express
my ^pp$+pp1+++=my
sense ^nn++++=sense
of ^in++++=of
your ^pp$+pp2+++=your
most ^ap+emph+++=most
friendly ^jj+atrb+++=friendly
thoughtfulness ^nns+nom+++=thoughtfulness.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
the ^ati++++=the
truth ^nn++++=truth
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
half ^abn++++=half
engaged ^jj+++xvbn+=engaged
to ^in++++=to
other ^ap++++=other
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
may ^md+pos+++=may
almost ^rb+hdg+splt++=almost
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
practically...yes ^nns+++??+=practically...yes,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
amounts ^vbz++++=amounts
to ^in++++=to
that ^dt+pdem+++=that.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
in ^in++++=in
a ^at++++=a
thinly ^rb++++=thinly
fluting ^jj+atrb++xvbg+=fluting
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
preciseness ^nns+nom+++=preciseness
of ^in++++=of
enunciation ^nn+nom+++=enunciation
akin ^jj++++=akin
to ^in++++=to
the ^ati++++=the
more ^rbr++++=more
feebly ^rb++++=feebly
clerical ^jj++++=clerical,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
smiles ^nns++++=smiles
which ^whp+rel+subj++=which
became ^vbd+++xvbn+=became
almost ^rb+hdg+++=almost
lachrymose ^nn+++??+=lachrymose
in ^in++++=in
their ^pp$+pp3+++=their
expressiveness ^nns+nom+++=expressiveness
as ^ql++++=as
he ^pp3a+pp3+++=he
dropped ^vbd+++xvbnx+=dropped
from ^in++++=from
phrase ^nn++++=phrase
to ^in++++=to
phrase ^nn++++=phrase
of ^in++++=of
embarrassed ^jj+atrb++xvbn+=embarrassed
circumlocution ^nn+nom+++=circumlocution.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
his ^pp$+pp3+++=his
long ^jj+atrb+++=long
bony ^jj+atrb+++=bony
hands ^nns++++=hands
writhed ^vbd+++xvbn+=writhed
together ^nn+nom+++=together
till ^in++++=till
the ^ati++++=the
knuckles ^nns++++=knuckles
were ^vbd+bed+vrb++=were
white ^jj+pred+++=white.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
long ^rb++++=long
as ^ql++++=as
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
going ^vbg+++xvbgx+=going
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
so ^ql+emph+++=so
afraid ^jj++++=afraid
lest ^cs+sub+++=lest
your ^pp$+pp2+++=your
conscientiousness ^nns+nom+++=conscientiousness
should ^md+nec+++=should
go ^vb++++=go
too ^rb++++=too
far ^rb+pl+++=far.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
benefit ^vb++++=benefit
anybody ^pn++++=anybody,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
by ^in++++=by
making ^xvbg+++xvbg+=making
yourself ^ppl+pp2+++=yourself
ill ^jj++++=ill.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Obviously
obviously ^rb+amp+++=EXTRAWORD
not! ^nn+++??+=not!--Ha,
-- ^--+clp+++=EXTRAWORD
ha ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ha! ^nn+++??+=ha!--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
assure ^vb++++=assure
you ^pp2+pp2+++=you
that ^dt+dem+++=that
fact ^nn++++=fact
is ^vbz+bez+vrb++=is
patent ^jj+pred+++=patent
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Health ^nn++++=Health
is ^vbz+bez+vrb++=is
a ^at++++=a
primary ^jj+atrb+++=primary
consideration ^nn+nom+++=consideration.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
more ^rbr++++=more
detrimental ^jj++++=detrimental
to ^in++++=to
one ^cd1++++=one's
's ^nns+bez+++0=EXTRAWORD
usefulness ^nns+nom+++=usefulness
than ^in++++=than
an ^at++++=an
impaired. ^nn+++??+=impaired...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
strain ^nn++++=strain
upon ^in++++=upon
your ^pp$+pp2+++=your
sympathies ^nns++++=sympathies.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
must ^md+nec+++=must
affect ^vb++++=affect
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
health ^nn++++=health,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
apart ^in++++=apart
from ^in"++++=from
an ^at++++=an
unhealthy ^jj+atrb+++=unhealthy
atmosphere ^nn++++=atmosphere.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
Islington ^np+++??+=Islington
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
unhealthy ^jj++++=unhealthy,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Weare ^np++++=Weare!
! ^zz++++=EXTRAWORD
Believe ^vb+vprv+++=Believe
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
has ^vbz+hvz+vrb++=has
often ^rb++++=often
quite ^rb++++=quite
a ^at++++=a
tonic ^nn++++=tonic
quality ^nn+nom+++=quality.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
so ^ql++++=so
high ^np++++=high,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
remember ^nn+nom+++=remember.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
only ^rb+down+++=only
we ^pp1a+pp1+++=we
could ^md+pos+++=could
subdue ^vb++++=subdue
in ^in++++=in
some ^dti++++=some
degree ^nn++++=degree
the ^ati++++=the
noxious ^jj+atrb+++=noxious
exhalations ^nns+nom+++=exhalations
of ^in++++=of
domestic ^jj+atrb+++=domestic
and ^cc+phrs+++=and
industrial ^jj+atrb+++=industrial
chimneys! ^nn+++??+=chimneys!--Oh,
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
assure ^vb++++=assure
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Islington ^np+++??+=Islington
has ^vbz+hvz+vrb++=has
every ^at++++=every
natural ^jj+atrb+++=natural
feature ^nn++++=feature
of ^in++++=of
salubrity ^nn+nom+++=salubrity.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
the ^ati++++=the
evening ^nn++++=evening
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
music ^nn++++=music,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley
seemed ^vbd+seem++xvbn+=seemed
much ^ap++++=much
to ^to++++=to
enjoy ^vbi++++=enjoy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
let ^vbd+++xvbnx+=let
his ^pp$+pp3+++=his
head ^jjb+atrb+++=head
fall ^nn++++=fall
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stared ^vbd+++xvbn+=stared
upwards ^rb++++=upwards;
; ^zz++++=EXTRAWORD
remaining ^vbg+++xvbg+=remaining
rapt ^jj++++=rapt
in ^cs+sub+++=in
that ^cs"++++=that
posture ^nn++++=posture
for ^in++++=for
some ^dti++++=some
moments ^nns+nom+++=moments
after ^cs+sub+++=after
the ^ati++++=the
music ^nn++++=music
ceased ^vbd+++xvbn+=ceased,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
length ^rb"++++=length
recovering ^vbg+++xvbg+=recovering
himself ^ppl+pp3+++=himself
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
donned ^vwbn+++xvbn+=donned
an ^at++++=an
overcoat ^nn++++=overcoat
considerably ^rb++++=considerably
too ^rb++++=too
thick ^jj++++=thick
for ^in++++=for
the ^ati++++=the
season ^nn++++=season,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bestowed ^vpsv++agls+xvbn+=bestowed
in ^in++++=in
the ^ati++++=the
pockets ^nns++++=pockets
his ^pp$+pp3+++=his
patent ^nn++++=patent-leather
- ^zz++++=EXTRAWORD
leather ^nn++++=EXTRAWORD
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hat ^nn++++=hat
was ^vbd+bedz+vrb++=was
a ^at++++=a
hard ^nn++++=hard
felt ^vbd+vprv++xvbn+=felt,
, ^zz++++=EXTRAWORD
high ^jj++++=high
in ^in++++=in
the ^ati++++=the
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
grasped ^vbd+vprv++xvbnx+=grasped
an ^at++++=an
ill ^jj++++=ill-folded
- ^zz++++=EXTRAWORD
folded ^jj+atrb++xvbn+=EXTRAWORD
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^xvbn+++xvbn+=set
forth ^rb+phrv+++=forth
at ^rb++++=at
a ^at++++=a
brisk ^jj+atrb+++=brisk
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
for ^in++++=for
the ^ati++++=the
neighbouring ^jj+atrb+++=neighbouring
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
railway ^nn++++=railway
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
his ^pp$+pp3+++=his
goal ^nn++++=goal,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
yet ^rb++++=yet
the ^ati++++=the
omnibus ^nn++++=omnibus.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
ambrosial ^jj+atrb+++=ambrosial
night ^nn++++=night
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
steady ^jj+atrb+++=steady
pace ^nn++++=pace
of ^in++++=of
one ^cd1++++=one
accustomed ^xvbn+++xvbn+=accustomed
to ^in++++=to
pedestrian ^nn++++=pedestrian
exercise ^nn++++=exercise:
: ^zz++++=EXTRAWORD
from ^in++++=from
Notting ^np+++??+=Notting
Hill ^nn++++=Hill
Gate ^nn++++=Gate
to ^in++++=to
the ^ati++++=the
Marble ^nn++++=Marble
Arch ^jjb++++=Arch;
; ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
Marble ^nn++++=Marble
Arch ^jjb++++=Arch
to ^in++++=to
New ^jj+atrb+++=New
Oxford ^np++++=Oxford
Street ^nn++++=Street;
; ^zz++++=EXTRAWORD
thence ^rb++++=thence
by ^in++++=by
Theobald ^np++++=Theobald's
's ^$++++=EXTRAWORD
Road ^npl++++=Road
to ^in++++=to
Pentonville ^np+++??+=Pentonville,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
up ^rp++++=up,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
attained ^vbd+++xvbnx+=attained
the ^ati++++=the
heights ^nns++++=heights
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
salubrious ^jj+atrb+++=salubrious
quarter ^nn++++=quarter.
. ^zz++++=EXTRAWORD
Long ^rb++++=Long
after ^cs+sub+++=after
midnight ^nn++++=midnight
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
a ^at++++=a
narrow ^jj+atrb+++=narrow
byway ^nn+++??+=byway,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
pale ^nn++++=pale
moon ^np++++=moon
showed ^vbd+vprv++xvbn+=showed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
decent ^jj+pred+++=decent,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
inviting ^jj+++xvbg+=inviting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
admitted ^vbd+vpub+tht0+xvbnx+=admitted
himself ^ppl+pp3+++=himself
with ^in++++=with
a ^at++++=a
latchkey ^nn+++??+=latchkey
to ^in++++=to
a ^rb++++=a
little ^rb"++++=little
house ^nn++++=house
which ^whp+rel+subj++=which
smelt ^vbd+++xvbn+=smelt
of ^in++++=of
glue ^nn++++=glue,
, ^zz++++=EXTRAWORD
lit ^j+++xvbn+=lit
a ^at++++=a
candle ^nn++++=candle-end
- ^zz++++=EXTRAWORD
end ^nn++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ascended ^vbd+++xvbn+=ascended
two ^cd++++=two
flights ^nns++++=flights
of ^in++++=of
stairs ^nns++++=stairs
to ^in++++=to
a ^at++++=a
back ^jjb+atrb+++=back
bedroom ^nn++++=bedroom,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
size ^nn++++=size
eight ^cd++++=eight
feet ^nns++++=feet
by ^in++++=by
seven ^cd++++=seven
and ^cc++++=and
a ^at++++=a
half ^nn++++=half.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
minutes ^nns++++=minutes
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
sound ^jj++++=sound
asleep ^jj++++=asleep.
. ^zz++++=EXTRAWORD
Waking ^vbg+++xvbg+=Waking
at ^rb++++=at
eight ^cd++++=eight
o ^zz++++=o'clock--he
'clock--he ^nn+++??+=EXTRAWORD
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
time ^nn++++=time
by ^in++++=by
a ^at++++=a
bell ^nn++++=bell
that ^tht+rel+subj++=that
clanged ^vwbn+++xvbn+=clanged
in ^in++++=in
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood--Mr.
-- ^--+clp+++=EXTRAWORD
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley
clad ^jj++++=clad
himself ^ppl+pp3+++=himself
with ^in++++=with
nervous ^jj+atrb+++=nervous
haste ^nn++++=haste.
. ^zz++++=EXTRAWORD
On ^in++++=On
opening ^xvbg+++xvbg+=opening
his ^pp$+pp3+++=his
door ^nn++++=door,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
lying ^vbg+++xvbg+=lying
outside ^jjb++++=outside
a ^at++++=a
tray ^nn++++=tray,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
materials ^nns+nom+++=materials
of ^in++++=of
a ^at++++=a
breakfast ^nn++++=breakfast
reduced ^vwbn+++xvbn+=reduced
to ^in++++=to
its ^pp$+it+++=its
lowest ^jjt+atrb+++=lowest
terms ^nns++++=terms:
: ^zz++++=EXTRAWORD
half ^abn++++=half
a ^at++++=a
pint ^nn++++=pint
of ^in++++=of
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
butter ^nn++++=butter.
. ^zz++++=EXTRAWORD
At ^rb++++=At
nine ^cd++++=nine
o'clock ^rb++++=o'clock
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
downstairs ^jjb++++=downstairs,
, ^zz++++=EXTRAWORD
tapped ^xvbn+++xvbn+=tapped
civilly ^jj++++=civilly
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
front ^jjb+atrb+++=front
parlour ^nn++++=parlour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
an ^at++++=an
untuned ^jj+atrb++xvbn+=untuned
voice ^nn++++=voice
was ^vbd+bedz+aux++=was
bidden ^vpsv++agls+xvbnx+=bidden
enter ^vb++++=enter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
was ^vbd+bedz+aux++=was
occupied ^vpsv++by+xvbnx+=occupied
by ^in++++=by
an ^at++++=an
oldish ^jj+atrb+++=oldish
man ^nn++++=man
and ^cc++++=and
a ^at++++=a
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
addressing ^vbg+++xvbg+=addressing
themselves ^ppls+pp3+++=themselves
to ^in++++=to
the ^ati++++=the
day ^nn++++=day's
's ^$++++=EXTRAWORD
work ^nn++++=work
of ^in++++=of
plain ^nn++++=plain
bookbinding ^vwbg+++xvbg+=bookbinding.
. ^zz++++=EXTRAWORD
' ^zz++++='Good
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley,
, ^zz++++=EXTRAWORD
bending ^nvbg+++xvbg+=bending
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
' ^zz++++='Good
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Suggs ^np++++=Suggs.
. ^zz++++=EXTRAWORD
Bright ^jj++++=Bright!
! ^zz++++=EXTRAWORD
Sunny ^jj++++=Sunny!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
it ^pp3+it+++=it
cheers ^nns++++=cheers
one ^pn++++=one!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
rubbing ^vbg+++xvbg+=rubbing
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
as ^ql++++=as
one ^cd1++++=one
might ^md+pos+++=might
on ^in++++=on
a ^at++++=a
morning ^nn++++=morning
of ^in++++=of
sharp ^jj+atrb+++=sharp
frost ^np++++=frost.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bookbinder ^nn+nom+++=bookbinder,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
dry ^jj+atrb+++=dry
nod ^nn++++=nod
for ^in++++=for
greeting ^xvbg+++xvbg+=greeting,
, ^zz++++=EXTRAWORD
forthwith ^rb++++=forthwith
set ^vwbn+++xvbn+=set
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley
a ^at++++=a
task ^nn++++=task,
, ^zz++++=EXTRAWORD
to ^to++++=to
which ^whp+who+++=which
that ^dt+dem+++=that
gentleman ^nn+nom+++=gentleman
zealously ^jj++++=zealously
applied ^jj+++xvbn+=applied
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
learning ^vbg+vprv++xvbgx+=learning
the ^ati++++=the
elementary ^jj+atrb+++=elementary
processes ^nns+nom+++=processes
of ^in++++=of
the ^ati++++=the
art ^nn++++=art.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
with ^in++++=with
patience ^nn+nom+++=patience,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
show ^nn++++=show
of ^in++++=of
natural ^jj+atrb+++=natural
aptitude ^nn++++=aptitude,
, ^zz++++=EXTRAWORD
all ^abn++++=all
through ^in++++=through
the ^ati++++=the
working ^jj+atrb++xvbg+=working
hours ^nns++++=hours
of ^in++++=of
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
To ^in++++=To
this ^dt+dem+++=this
pass ^nn++++=pass
had ^vb+hv+aux++=had
things ^nns++++=things
come ^vb++++=come
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley,
, ^zz++++=EXTRAWORD
a ^at++++=a
gentleman ^nn+nom+++=gentleman
of ^in++++=of
Berkshire ^np+++??+=Berkshire,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
living ^jj+++xvbg+=living
in ^in++++=in
comfort ^nn++++=comfort
and ^cc++++=and
modest ^jj+atrb+++=modest
dignity ^nn+nom+++=dignity
on ^in++++=on
the ^ati++++=the
fruit ^nn++++=fruit
of ^in++++=of
sound ^nn++++=sound
investments ^nns+nom+++=investments.
. ^zz++++=EXTRAWORD
Schooled ^np+++??+=Schooled
at ^in++++=at
Harrow ^np++++=Harrow,
, ^zz++++=EXTRAWORD
a ^at++++=a
graduate ^nn+nom+++=graduate
of ^in++++=of
Cambridge ^np++++=Cambridge,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
meditated ^vprf+++xvbnx+=meditated
the ^ati++++=the
choice ^nn++++=choice
of ^in++++=of
a ^at++++=a
profession ^nn++++=profession
until ^cs+sub+++=until
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
whole ^nn++++=whole,
, ^zz++++=EXTRAWORD
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
profess ^nns+nom+++=profess
anything ^pn++++=anything
at ^rb++++=at
all ^abn++++=all;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
need ^nn++++=need
of ^in++++=of
such ^abl++++=such
exertion ^nn+nom+++=exertion,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
settled ^vbd+++xvbnx+=settled
himself ^ppl+pp3+++=himself
to ^in++++=to
a ^at++++=a
life ^nn++++=life
of ^in++++=of
innocent ^jj+atrb+++=innocent
idleness ^nns+nom+++=idleness,
, ^zz++++=EXTRAWORD
hard ^jj++++=hard
by ^in++++=by
the ^ati++++=the
country ^nn++++=country-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
of ^in++++=of
his ^pp$+pp3+++=his
wealthy ^jj+atrb+++=wealthy
and ^cc+phrs+++=and
influential ^jj+atrb+++=influential
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
