1 ^zz++++=1
sober ^jj++++=sober
and ^cc+phrs+++=and
industrious ^jj++++=industrious
and ^cc++++=and
stands ^nns++++=stands
without ^in++++=without
hitching ^nn++++=hitching
and ^cc++++=and
all ^abn++++=all
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
much ^ap++++=much
of ^in++++=of
a ^at++++=a
hermit ^nn++++=hermit.
. ^zz++++=EXTRAWORD
No ^at++++=No
more ^rbr++++=more
personality ^nn+nom+++=personality
than ^in++++=than
a ^at++++=a
parsnip ^nn+++??+=parsnip.
. ^zz++++=EXTRAWORD
No ^at++++=No
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
No ^at++++=No
nerve ^nn++++=nerve.
. ^zz++++=EXTRAWORD
No ^at++++=No
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
No ^at++++=No
zip ^nn+++??+=zip.
. ^zz++++=EXTRAWORD
Sorry ^uh++++=Sorry
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
jump ^nn++++=jump
him ^pp3o+pp3+++=him
up ^rp++++=up;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
may ^md+pos+++=may
be ^vb+be+vrb++=be
a ^at++++=a
good ^jj+atrb+++=good
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
good ^jj++++=good
fellow ^jjb++++=fellow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
it ^pp3+it+++=it
will ^md+prd+++=will
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi++vrb++=be
Hydeman ^np+++??+=Hydeman,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Blatter ^np++++=Blatter,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
too ^rb++++=too
slick ^jj++++=slick
and ^cc++++=and
flip ^np++++=flip
to ^to++++=to
suit ^vbi++++=suit
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
much ^ap++++=much
about ^rb++++=about
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
show ^vbi+vprv+++=show
a ^at++++=a
buyer ^nn++++=buyer
Broadway ^np++++=Broadway."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bet ^vbd+vpub+tht0+xvbn+=bet
he ^pp3a+pp3+++=he
would ^md+prd+++=would,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Spingle ^np++++=Spingle.
. ^zz++++=EXTRAWORD
" ^zz++++="Try
try ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
watch ^vb++++=watch
his ^pp$+pp3+++=his
expense ^nn++++=expense
account ^nn++++=account,
, ^zz++++=EXTRAWORD
Otto ^np++++=Otto."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
Tidbury ^np+++??+=Tidbury
Epps ^np+++??+=Epps
continued ^vbd+++xvbn+=continued
to ^to++++=to
enjoy ^vbi++++=enjoy
his ^pp$+pp3+++=his
high ^jj+atrb+++=high
stool ^nn++++=stool
and ^cc++++=and
his ^pp$+pp3+++=his
low ^jj+atrb+++=low
salary ^nn++++=salary
and ^cc++++=and
to ^in++++=to
copy ^nn++++=copy
endless ^jj+atrb+++=endless
little ^jj+atrb+++=little
figures ^nns++++=figures
into ^in++++=into
big ^jj+atrb+++=big
black ^jj+atrb+++=black
books ^nns++++=books.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shoulders ^nns+nom+++=shoulders
drooped ^vbd+++xvbn+=drooped
a ^rb++++=a
little ^rb"++++=little
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
of ^in++++=of
Hydeman ^np++++=Hydeman's
's ^$++++=EXTRAWORD
quick ^jj+atrb+++=quick
promotion ^nn+nom+++=promotion,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Messrs ^npts++++=Messrs.
. ^zz++++=EXTRAWORD
Spingle ^np+++??+=Spingle
and ^cc++++=and
Blatter ^np+++??+=Blatter,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
interested ^jj++++=interested
solely ^rb++++=solely
in ^in++++=in
what ^wdt+who+++=what
went ^vbd+++xvbn+=went
on ^in++++=on
outside ^jjb+atrb+++=outside
men ^nns++++=men's
's ^$++++=EXTRAWORD
heads ^nns++++=heads,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
attempt ^vb++++=attempt
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
out ^rp+pl+++=out
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
wrong ^jj+pred+++=wrong
with ^in++++=with
Tidbury ^np+++??+=Tidbury
Epps ^np+++??+=Epps.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
had ^vb+hv+vrb++=had
a ^at++++=a
psychoanalyst ^nn++++=psychoanalyst
peered ^vbd+++xvbn+=peered
darkly ^rb++++=darkly
into ^in++++=into
the ^ati++++=the
interior ^nn++++=interior
of ^in++++=of
Tidbury ^np++++=Tidbury's
's ^$++++=EXTRAWORD
small ^jj++++=small
round ^in++++=round
cranium ^nn+++??+=cranium
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
instantly ^rb+tm+splt++=instantly
noted ^vprf+++xvbnx+=noted
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Epps ^np++++=Epps
was ^vbd+bedz+aux++=was
suffering ^vbg+++xvbgx+=suffering
from ^in++++=from
a ^at++++=a
bad ^jj+atrb+++=bad
case ^nn++++=case
of ^in++++=of
inferiority ^nn+nom+++=inferiority
complex ^jj++++=complex,
, ^zz++++=EXTRAWORD
complicated ^xvbn+++xvbn+=complicated
by ^in++++=by
an ^at++++=an
acute ^jj+atrb+++=acute
attack ^nn++++=attack
of ^in++++=of
Puritanical ^jj++++=Puritanical
complex ^jj++++=complex.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
anybody ^pn++++=anybody
was ^vbd+bedz+aux++=was
to ^to++++=to
blame ^vbi++++=blame
for ^in++++=for
this ^dt+dem+++=this
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
Tidbury ^np+++??+=Tidbury
himself ^ppl+pp3+++=himself
but ^cc++++=but
his ^pp$+pp3+++=his
Aunt ^nn++++=Aunt
Elvira ^np+++??+=Elvira,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
aid ^nn++++=aid
of ^in++++=of
a ^at++++=a
patented ^jj+atrb+++=patented
cat-o ^nn+++??+=cat-o'-nine-tails
'-nine-tails ^nns+++??+0=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
all ^abn++++=all
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
Chicago ^np++++=Chicago
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
willow ^nn++++=willow
switches ^nns+++??+=switches
from ^in++++=from
her ^pp$+pp3+++=her
own ^ap++++=own
back ^jjb+atrb+++=back
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
edged ^jj+atrb++xvbn+=edged
tongue ^nn++++=tongue
that ^tht+rel+subj++=that
cut ^vwbn+++xvbn+=cut
worse ^jjr++++=worse
than ^in++++=than
either ^dtx++++=either,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
confined ^vprf+++xvbnx+=confined
his ^pp$+pp3+++=his
juvenile ^jj+atrb+++=juvenile
steps ^nns++++=steps
to ^in++++=to
a ^at++++=a
very ^ql+amp+++=very
straight ^jj++++=straight
and ^cc++++=and
exceedingly ^rb++++=exceedingly
narrow ^jj+atrb+++=narrow
path ^nn++++=path
by ^in++++=by
the ^ati++++=the
simple ^jj+atrb+++=simple
process ^nns+nom+++=process
of ^in++++=of
lambasting ^xvbg+++xvbg+=lambasting
him ^pp3o+pp3+++=him
roundly ^rb++++=roundly
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
so ^ql++++=so
much ^ap++++=much
as ^in++++=as
glanced ^nn++++=glanced
to ^in++++=to
the ^ati++++=the
right ^nn++++=right
or ^cc++++=or
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left.
. ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Elvira ^np+++??+=Elvira
was ^vbd+bedz+vrb++=was
a ^at++++=a
lean ^jj+atrb+++=lean
woman ^nn++++=woman
with ^in++++=with
no ^at++++=no
digestion ^nn+nom+++=digestion
to ^to++++=to
speak ^vbi++++=speak
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
chief ^jjb+atrb+++=chief
tenet ^nn+++??+=tenet
of ^in++++=of
her ^pp$+pp3+++=her
philosophy ^nn++++=philosophy
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
whatever ^nn+nom+++=whatever
is ^vbz+bez+aux++=is
enjoyable ^jj+pred+++=enjoyable
is ^vbz+bez+vrb++=is
sinful ^jj+pred+++=sinful.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
impressed ^vbd+++xvbnx+=impressed
this ^dt+dem+++=this
creed ^nn++++=creed
on ^in++++=on
young ^jj+atrb+++=young
Tidbury ^np+++??+=Tidbury
with ^in++++=with
her ^pp$+pp3+++=her
thin ^jj+atrb+++=thin
but ^cc+phrs+++=but
sinewy ^jj+atrb+++=sinewy
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
one ^cd1++++=one
day ^nn++++=day
while ^cs+sub+++=while
castigating ^jj+++xvbg+=castigating
him ^pp3o+pp3+++=him
violently ^rb++++=violently
for ^in++++=for
laughing ^xvbg+++xvbg+=laughing
at ^rb++++=at
a ^at++++=a
comic ^nn++++=comic
supplement ^nn+nom+++=supplement
that ^dt+dem+++=that
the ^ati++++=the
groceries ^nns+nom+++=groceries
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
in ^in++++=in
she ^pp3a+pp3+++=she
succumbed ^vbd+++xvbnx+=succumbed
to ^in++++=to
an ^at++++=an
excess ^nn++++=excess
of ^in++++=of
virtue ^nn++++=virtue
and ^cc++++=and
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
blood ^nn++++=blood
vessel ^nn++++=vessel.
. ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
promptly ^rb++++=promptly
came ^vbd+++xvbn+=came
to ^in++++=to
New ^jj+atrb+++=New
York ^np++++=York
with ^in++++=with
two ^cd++++=two
suits ^nns++++=suits
of ^in++++=of
flannel ^nn++++=flannel
underwear ^nn+++??+=underwear
and ^cc++++=and
many ^ap++++=many
suppressed ^jj+atrb++xvbn+=suppressed
desires ^nns++++=desires,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
soberly ^rb++++=soberly
to ^in++++=to
work ^nn++++=work
in ^in++++=in
the ^ati++++=the
hat ^nn++++=hat
company ^nn++++=company.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
subsequent ^jj+atrb+++=subsequent
life ^nn++++=life
was ^vbd+bedz+aux++=was
as ^ql++++=as
empty ^vb++++=empty
of ^in++++=of
adventure ^nn++++=adventure,
, ^zz++++=EXTRAWORD
variety ^nn++++=variety,
, ^zz++++=EXTRAWORD
sin ^nn++++=sin
or ^cc++++=or
success ^nns+nom+++=success
as ^in++++=as
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
a ^at++++=a
Hubbard ^np+++??+=Hubbard
squash ^nn++++=squash.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
job ^nn++++=job
wholly ^rb++++=wholly
absorbed ^jj+++xvbn+=absorbed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
figures ^nns++++=figures
in ^in++++=in
the ^ati++++=the
big ^jj+atrb+++=big
books ^nns++++=books
became ^vbd+++xvbn+=became
his ^pp$+pp3+++=his
only ^ap+down+++=only
world ^nn++++=world.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
never ^rb++splt++=never
learned ^vprf+++xvbnx+=learned
to ^to+vcmp+++=to
play ^vbi++++=play.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
people ^nns++++=people
liked ^vbd+++xvbn+=liked
Tidbury ^np+++??+=Tidbury,
, ^zz++++=EXTRAWORD
even ^rb++++=even
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
thought ^vbd+++xvbnx+=thought
him ^pp3o+pp3+++=him
kin ^nns++++=kin
to ^in++++=to
the ^ati++++=the
snail ^nn++++=snail.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
quiet ^jj+atrb+++=quiet
twinkle ^nn++++=twinkle
in ^in++++=in
his ^pp$+pp3+++=his
eye ^nn++++=eye
and ^cc++++=and
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
over ^rb+phrv+++=over
mean ^jj+atrb+++=mean
jobs ^nns++++=jobs
and ^cc++++=and
night ^nn++++=night
work ^nn++++=work
without ^in++++=without
a ^at++++=a
peep ^nn++++=peep
of ^in++++=of
protest ^nn++++=protest.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
willingness ^nns+nom+++=willingness
to ^to+ncmp+++=to
take ^vbi++++=take
on ^rb+phrv+++=on
overtime ^nn++++=overtime
work ^nn++++=work,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
quiet ^jj+atrb+++=quiet
competence ^nn+nom+++=competence
that ^tht+rel+++=that
first ^od++++=first
attracted ^vprf+++xvbn+=attracted
the ^ati++++=the
approving ^jj+atrb++xvbg+=approving
eye ^nn++++=eye
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Blatter ^np++++=Blatter.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Blatter ^np++++=Blatter
had ^md"++pmd"++=had
to ^md+nec+++=to
admit ^vb+vpub+++=admit
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Spingle ^np++++=Spingle
had ^vbd+hvd+aux++=had
diagnosed ^vprf+++xvbnx+=diagnosed
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
Tidbury ^np+++??+=Tidbury
Epps ^np+++??+=Epps
all ^abn++++=all
too ^ql++++=too
accurately ^rb++++=accurately;
; ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
was ^vbd+bedz+vrb++=was
indubitably ^rb+cnj+++=indubitably,
, ^zz++++=EXTRAWORD
incurably ^jj++++=incurably
a ^at++++=a
dud ^nn+++??+=dud;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
worse ^jjr+pred+++=worse
than ^in++++=than
being ^xvbg+++xvbg+=being
a ^at++++=a
dub ^nn+++??+=dub.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
any ^dti++++=any
latent ^jj++++=latent
fire ^vb++++=fire
lurked ^vbd+++xvbn+=lurked
beneath ^in+pl+++=beneath
that ^dt+dem+++=that
pepper ^nn++++=pepper-and-salt
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
salt ^jj+atrb+++=EXTRAWORD
bosom ^nn++++=bosom
no ^at++++=no
one ^cd1++++=one
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
glimpsed ^vprf+++xvbnx+=glimpsed
so ^pn++++=so
much ^ap++++=much
as ^ql++++=as
a ^at++++=a
spark ^nn++++=spark
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
never ^rb++++=never
lived ^vbd+++xvbn+=lived
up ^in+cmpx+++=up
to ^in"++++=to
that ^dt+dem+++=that
twinkle ^nn++++=twinkle
in ^in++++=in
his ^pp$+pp3+++=his
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
would ^md+prd+++=would
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
that ^tht+vcmp+++=that
Tidbury ^np+++??+=Tidbury
was ^vbd+bedz+vrb++=was
as ^ql++++=as
inconspicuous ^jj++++=inconspicuous
as ^in++++=as
an ^at++++=an
oyster ^nn++++=oyster
in ^in++++=in
a ^at++++=a
fifteen ^cd++++=fifteen-cent
- ^zz++++=EXTRAWORD
cent ^nnu"++++=EXTRAWORD
stew ^nn+++??+=stew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
love ^nn++++=love,
, ^zz++++=EXTRAWORD
mysterious ^jj+atrb+++=mysterious,
, ^zz++++=EXTRAWORD
ubiquitous ^jj+atrb+++=ubiquitous
love ^nn++++=love,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
and ^cc++++=and
laid ^vbd+++xvbn+=laid
him ^pp3o+pp3+++=him
violently ^rb++++=violently
by ^in++++=by
the ^ati++++=the
heels ^nns++++=heels.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
round ^in++++=round
black ^jj+atrb+++=black
eyes ^nns++++=eyes
of ^in++++=of
Martha ^np+++??+=Martha
Ritter ^np+++??+=Ritter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
new ^jj+atrb+++=new
girl ^nn++++=girl
at ^in++++=at
the ^ati++++=the
information ^nn+nom+++=information
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
way ^nn++++=way
she ^pp3a+pp3+++=she
cocked ^vbd+++xvbnx+=cocked
her ^pp3o+pp3+++=her
head ^jjb++++=head
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
smiled ^vbd+++xvbnx+=smiled,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
first ^od++++=first
brought ^vbd+++xvbn+=brought
to ^in+phrv+++=to
Tidbury ^np+++??+=Tidbury
the ^ati++++=the
alarming ^jj+atrb++xvbg+=alarming
realization ^nn+nom+++=realization
that ^tht+ncmp+++=that
his ^pp$+pp3+++=his
heart ^nn++++=heart
was ^vbd+bedz+vrb++=was
something ^pn++++=something
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
pump ^nn++++=pump.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
an ^at++++=an
alert ^nn++++=alert
little ^ap++++=little
thing ^nn++++=thing
who ^whp+rel+subj++=who
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
teaching ^vbg+vsua++xvbgx+=teaching
school ^npl++++=school
in ^in++++=in
her ^pp$+pp3+++=her
native ^jj+atrb+++=native
Ohio ^np+++??+=Ohio
village ^nn+nom+++=village
of ^in++++=of
Granville ^np++++=Granville
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
glittering ^jj+atrb+++=glittering
metropolitan ^jj+atrb+++=metropolitan
magnet ^nn++++=magnet
drawn ^vwbn+++xvbn+=drawn
her ^pp$+pp3+++=her
to ^in++++=to
it ^pp3+it+++=it
as ^in++++=as
every ^at++++=every
year ^nn++++=year
it ^pp3+it+++=it
draws ^vbz++++=draws
ten ^cd++++=ten
thousand ^cd++++=thousand
Martha ^np+++??+=Martha
Ritters ^nns+nom++??+=Ritters
from ^in++++=from
ten ^cd++++=ten
thousand ^cd++++=thousand
Granvilles ^np+++??+=Granvilles.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled
at ^in++++=at
Tidbury ^np+++??+=Tidbury
one ^cd1++++=one
day ^nn++++=day
as ^ql++++=as
he ^pp3a+pp3+++=he
registered ^vbd+++xvbnx+=registered
his ^pp$+pp3+++=his
punctual ^jj+atrb+++=punctual
arrival ^nn++++=arrival
on ^in++++=on
the ^ati++++=the
time ^nn++++=time
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sudden ^jj+atrb+++=sudden
strange ^jj+atrb+++=strange
warmth ^nn++++=warmth
was ^vbd+bedz+aux++=was
kindled ^vpsv++agls+xvbnx+=kindled
under ^in++++=under
his ^pp$+pp3+++=his
pepper ^nn++++=pepper-and-salt
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
salt ^jj+atrb+++=EXTRAWORD
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
wicked ^jj+pred+++=wicked
to ^to++++=to
feel ^vbi+vprv+++=feel
so ^ql+emph+++=so
good ^jj++++=good,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
laughs ^nns++++=laughs
at ^in++++=at
complexes ^nns++++=complexes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
home ^nr++++=home;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
on ^in+ppvb+++=on
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
her ^pp$+pp3+++=her
salted ^vbd+++xvbn+=salted
peanuts ^nns++++=peanuts;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
to ^in++++=to
a ^at++++=a
concert ^nn++++=concert
in ^in++++=in
Central ^jj+atrb+++=Central
Park ^nn++++=Park;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
her ^pp$+pp3+++=her
picture ^nn++++=picture
on ^in++++=on
his ^pp$+pp3+++=his
washstand ^nn+++??+=washstand.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
characteristically ^rb+cnj+++=characteristically,
, ^zz++++=EXTRAWORD
Tidbury ^np+++??+=Tidbury
as ^in++++=as
a ^at++++=a
lover ^nn++++=lover
was ^vbd+bedz+vrb++=was
no ^at++++=no
volcano ^nn++++=volcano
of ^in++++=of
imperious ^jj+atrb+++=imperious
emotion ^nn+nom+++=emotion.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
no ^at++++=no
aggressive ^jj+atrb+++=aggressive
bark ^nn++++=bark,
, ^zz++++=EXTRAWORD
battling ^vbg+nom++xvbg+=battling
fiercely ^rb++++=fiercely
against ^in++++=against
wind ^nn++++=wind
and ^cc++++=and
wave ^nn++++=wave;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
chip ^nn++++=chip,
, ^zz++++=EXTRAWORD
floating ^vbg+++xvbg+=floating
with ^in++++=with
the ^ati++++=the
tide ^nn++++=tide.
. ^zz++++=EXTRAWORD
Matrimony ^nn++++=Matrimony,
, ^zz++++=EXTRAWORD
with ^in++++=with
Martha ^np+++??+=Martha,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
desirable ^jj+atrb+++=desirable
but ^cc+phrs+++=but
distant ^jj+atrb+++=distant
shore ^nn++++=shore;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
drift ^vb++++=drift
there ^rn+pl+++=there
in ^in++++=in
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Martha ^np+++??+=Martha
Ritter ^np+++??+=Ritter,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
dash ^nn++++=dash
of ^in++++=of
romance ^nn+nom+++=romance
in ^in++++=in
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
think ^vb+vprv+++=think
much ^rb++++=much
of ^in++++=of
this ^dt+dem+++=this
sort ^nn++++=sort
of ^in++++=of
courting ^nn++++=courting.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^jj+atrb+++=last
time ^nn++++=time
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
with ^in++++=with
her ^pp$+pp3+++=her--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
the ^ati++++=the
Aquarium ^np+++??+=Aquarium
to ^in++++=to
view ^nn++++=view
the ^ati++++=the
fishes ^nns++++=fishes--pent-up
-- ^--+clp+++=EXTRAWORD
pent ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
protest ^nn++++=protest
had ^vbd+hvd+aux++=had
burst ^vprf+++xvbnx+=burst
from ^in++++=from
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
exclaimed ^vprf+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
