Being ^vbg+beg++xvbg+=Being
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
send ^vbi++++=send
the ^ati++++=the
harvest ^nn++++=harvest
of ^in++++=of
the ^ati++++=the
piece ^nn++++=piece
to ^in++++=to
market ^nn++++=market,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pocket ^nn++++=pocket
her ^pp$+pp3+++=her
honest ^jj+atrb+++=honest
gains ^nns++++=gains,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
for ^in++++=for
some ^dti++++=some
great ^jj+atrb+++=great
end ^nn++++=end.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
as ^ql++++=as
thin ^jj++++=thin
as ^in++++=as
a ^at++++=a
grasshopper ^nn+nom+++=grasshopper,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
busy ^jj+atrb+++=busy
little ^jj+atrb+++=little
gardener ^nn+nom+++=gardener,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hardly ^rb+down+++=hardly
turned ^vbd+++xvbn+=turned
to ^to++++=to
give ^vbi++++=give
us ^pp1o+pp1+++=us
a ^at++++=a
glance ^nn++++=glance,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
drove ^vbd+++xvbn+=drove
slowly ^rb++++=slowly
up ^rp++++=up
the ^ati++++=the
hill ^nn++++=hill
close ^jj++++=close
by ^in+strn+++=by.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
will ^md+prd+++=will
brown ^vb++++=brown
and ^cc++++=and
dry ^jj++++=dry
her ^pp3o+pp3+++=her
like ^in++++=like
a ^at++++=a
spear ^nn++++=spear
of ^in++++=of
grass ^nn++++=grass
on ^in++++=on
that ^dt+dem+++=that
hot ^jj+atrb+++=hot
slope ^nn++++=slope,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
spark ^nn++++=spark
of ^in++++=of
fine ^jj+atrb+++=fine
spirit ^nn++++=spirit
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
small ^jj+atrb+++=small
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
wish ^nn++++=wish
her ^pp3o+pp3+++=her
a ^at++++=a
famous ^jj+atrb+++=famous
crop ^nn++++=crop.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hate ^vb++++=hate
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
the ^ati++++=the
piece ^nn++++=piece
looked ^vbd+++xvbn+=looked
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
all ^abn++++=all
except ^in++++=except
the ^ati++++=the
sage ^nn++++=sage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
heavy ^jj+atrb+++=heavy
bit ^nn++++=bit
of ^in++++=of
land ^nn++++=land
for ^in++++=for
the ^ati++++=the
clumsy ^nn++++=clumsy
hoe ^vb++++=hoe
to ^to++++=to
pick ^vbi++++=pick
at ^in+ppvb+++=at.
. ^zz++++=EXTRAWORD
The ^ati++++=The
only ^rb+down+++=only
puzzle ^nn++++=puzzle
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
proposes ^vbz+vsua+++=proposes
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
so ^ql++++=so
long ^rb++++=long
a ^at++++=a
row ^nn++++=row
of ^in++++=of
sage ^nn++++=sage.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
there ^ex+pex+++=there
may ^md+pos+++=may
be ^vb+be+vrb++=be
a ^at++++=a
large ^jj+atrb+++=large
family ^nn++++=family
with ^in++++=with
a ^at++++=a
downfall ^nn++++=downfall
of ^in++++=of
measles ^nns++++=measles
yet ^rb++++=yet
ahead ^rb+cnj+++=ahead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
does ^vbz+doz+aux++=does
not ^xnot++not++=not
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
caught ^vpsv++agls+xvbnx+=caught
without ^in++++=without
sage ^nn++++=sage-tea.
- ^zz++++=EXTRAWORD
tea ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Along ^in++++=Along
this ^dt+dem+++=this
road ^nn++++=road
every ^at++++=every
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
farmhouses ^nns++++=farmhouses
has ^vbz+hvz+vrb++=has
at ^rb++++=at
least ^rb"++++=least
one ^cd1++++=one
tall ^jj+atrb+++=tall
bush ^nn++++=bush
of ^in++++=of
white ^jj+atrb+++=white
roses ^nns++++=roses
by ^in++++=by
the ^ati++++=the
door, ^nn+++??+=door,--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
most ^ql+emph+++=most
lovely ^jj+atrb+++=lovely
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
with ^in++++=with
buds ^nns++++=buds
and ^cc++++=and
blossoms ^nns+++??+=blossoms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unvexed ^vbd+++xvbn+=unvexed
green ^npl++++=green
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whence ^wrb+who+++=whence
the ^ati++++=the
first ^od++++=first
bush ^nn++++=bush
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
from ^in++++=from
England ^np++++=England
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
red ^jj+atrb+++=red
rose ^nn+++xvbn+=rose
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
in ^in++++=in
Kittery ^np+nom++??+=Kittery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
new ^jj+atrb+++=new
shoots ^nns++++=shoots
from ^in++++=from
the ^ati++++=the
root ^nn++++=root
were ^vbd+bed+aux++=were
given ^vpsv++agls+xvbnx+=given
to ^to++++=to
one ^cd1++++=one
neighbor ^nn++++=neighbor
after ^in++++=after
another ^ppls++++=another
all ^abn++++=all
through ^in++++=through
the ^ati++++=the
district ^nn++++=district.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bushes ^nns++++=bushes
are ^vb+ber+vrb++=are
slender ^jj+pred+++=slender,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
grow ^vb++++=grow
tall ^jj++++=tall
without ^in++++=without
climbing ^xvbg+++xvbg+=climbing
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sway ^nn++++=sway
to ^to++++=to
and ^cc++++=and
fro ^rb++++=fro
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind
with ^in++++=with
a ^at++++=a
grace ^nn++++=grace
of ^in++++=of
youth ^nn++++=youth
and ^cc++++=and
an ^at++++=an
inexpressible ^jj+atrb+++=inexpressible
charm ^nn++++=charm
of ^in++++=of
beauty ^nn++++=beauty.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
many ^ap++++=many
lovers ^nns++++=lovers
must ^md+nec+++=must
have ^vb+hv+aux++=have
picked ^vprf+++xvbnx+=picked
them ^pp3o+pp3+++=them
on ^in++++=on
Sunday ^nr++++=Sunday
evenings ^nns++++=evenings,
, ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
bygone ^nn+++??+=bygone
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carried ^vwbn+++xvbn+=carried
them ^pp3o+pp3+++=them
along ^in++++=along
the ^ati++++=the
roads ^nns++++=roads
or ^cc++++=or
by ^in++++=by
the ^ati++++=the
pasture ^nn++++=pasture
footpaths ^nns++++=footpaths,
, ^zz++++=EXTRAWORD
hiding ^nvbg+++xvbg+=hiding
them ^pp3o+pp3+++=them
clumsily ^rb++++=clumsily
under ^in++++=under
their ^pp$+pp3+++=their
Sunday ^nr++++=Sunday
coats ^nns++++=coats
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
caught ^vbd+++xvbnx+=caught
sight ^nn++++=sight
of ^in++++=of
any ^dti++++=any
one ^cd1++++=one
coming ^nvbg+++xvbg+=coming.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
sea ^nn++++=sea
wind ^nn++++=wind
nips ^nns+++??+=nips
many ^ap++++=many
a ^at++++=a
young ^jj+atrb+++=young
life ^nn++++=life
before ^in++++=before
its ^pp$+it+++=its
prime ^jjb++++=prime,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
often ^rb++++=often
the ^ati++++=the
white ^jj+atrb+++=white
roses ^nns++++=roses
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
put ^vpsv++agls+xvbnx+=put
into ^in++++=into
paler ^jjr+atrb+++=paler
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
withered ^jj+++xvbn+=withered
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
In ^in++++=In
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
serene ^jj+atrb+++=serene
and ^cc+phrs+++=and
placid ^jj+atrb+++=placid
look ^nn++++=look
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
always ^rb++splt++=always
known ^vprf+++xvbnx+=known
them ^pp3o+pp3+++=them
cannot ^md+pos+not++=cannot
help ^vb++++=help
thinking ^nvbg+++xvbg+=thinking
of ^in++++=of
the ^ati++++=the
sorrows ^nns++++=sorrows
of ^in++++=of
these ^dt+dem+++=these
farms ^nns++++=farms
and ^cc++++=and
their ^pp$+pp3+++=their
almost ^rb+hdg+++=almost
undiverted ^jj+atrb++xvbn+=undiverted
toil ^nn++++=toil.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
the ^ati++++=the
little ^jj+atrb+++=little
gardener ^nn+nom+++=gardener's
's ^$++++=EXTRAWORD
plot ^nn++++=plot,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
turned ^vbd+++xvbn+=turned
from ^in++++=from
the ^ati++++=the
main ^jjb++++=main
road ^npl++++=road
and ^cc++++=and
drove ^vpsv++agls+xvbn+=drove
through ^in++++=through
lately ^rb+tm+++=lately
cleared ^vbd+++xvbn+=cleared
woodland ^nn++++=woodland
up ^in+cmpx+++=up
to ^in"++++=to
an ^at++++=an
old ^jj+atrb+++=old
farmhouse ^nn++++=farmhouse,
, ^zz++++=EXTRAWORD
high ^jj++++=high
on ^in++++=on
a ^at++++=a
ledgy ^nn+++??+=ledgy
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
whence ^wrb+who+++=whence
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
fine ^jj+atrb+++=fine
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
seaward ^jjb++++=seaward
and ^cc++++=and
mountainward ^rb++++=mountainward.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
few ^ap++++=few
of ^in++++=of
the ^ati++++=the
once ^rb+tm+++=once
large ^jj+atrb+++=large
household ^nn++++=household
left ^vbd+++xvbn+=left
there ^rn+pl+++=there:
: ^zz++++=EXTRAWORD
only ^rb+down+++=only
the ^ati++++=the
old ^jj+atrb+++=old
farmer ^nn++++=farmer,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
crippled ^vpsv++by+xvbnx+=crippled
by ^in++++=by
war ^nn++++=war
wounds ^nns++++=wounds,
, ^zz++++=EXTRAWORD
active ^jj+atrb+++=active,
, ^zz++++=EXTRAWORD
cheerful ^jj+atrb+++=cheerful
man ^nn++++=man
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
young ^jj+atrb+++=young
orphan ^nn++++=orphan
children ^nns++++=children.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
much ^ap++++=much
hard ^jj++++=hard
work ^vb++++=work
spent ^vbd+++xvbn+=spent
on ^in++++=on
the ^ati++++=the
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
generation ^nn+nom+++=generation
has ^vbz+hvz+aux++=has
toiled ^vprf+++xvbnx+=toiled
from ^in++++=from
youth ^nn++++=youth
to ^in++++=to
age ^nn++++=age
without ^in++++=without
being ^xvbg+++xvbg+=being
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
make ^vb++++=make
much ^ap++++=much
beyond ^in++++=beyond
a ^at++++=a
living ^nvbg+++xvbg+=living.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dollars ^nns++++=dollars
that ^tht+rel+subj++=that
can ^md+pos+++=can
be ^vb+be+aux++=be
saved ^vpsv++agls+xvbnx+=saved
are ^vb+ber+vrb++=are
but ^cc++++=but
few ^ap++++=few,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sickness ^nns+nom+++=sickness
and ^cc++++=and
death ^nn++++=death
have ^vb+hv+aux++=have
often ^rb++splt++=often
brought ^vprf+++xvbnx+=brought
their ^pp$+pp3+++=their
bitter ^jj+atrb+++=bitter
cost ^nn++++=cost.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mistress ^nns+nom+++=mistress
of ^in++++=of
the ^ati++++=the
farm ^nn++++=farm
was ^vbd+bedz+vrb++=was
helpless ^jj+pred+++=helpless
for ^in++++=for
many ^ap++++=many
years ^nns++++=years;
; ^zz++++=EXTRAWORD
through ^in++++=through
all ^abn++++=all
the ^ati++++=the
summers ^nns+nom+++=summers
and ^cc++++=and
winters ^nns+nom+++=winters
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
in ^in++++=in
her ^pp$+pp3+++=her
pillowed ^vbd+++xvbn+=pillowed
rocking ^vbg+++xvbg+=rocking-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
plain ^jj+atrb+++=plain
room ^nn++++=room.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
watch ^vb++++=watch
the ^ati++++=the
seldom ^rb++++=seldom-visited
- ^zz++++=EXTRAWORD
visited ^vbd+++xvbn+=EXTRAWORD
lane ^npl++++=lane,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
way ^nn++++=way
across ^in+pl+++=across
the ^ati++++=the
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
woods ^nns++++=woods;
; ^zz++++=EXTRAWORD
besides ^rb+cnj+++=besides
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
the ^ati++++=the
clouds ^nns++++=clouds
in ^in++++=in
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
lift ^nn++++=lift
her ^pp3o+pp3+++=her
food ^nn++++=food
to ^in++++=to
her ^pp$+pp3+++=her
mouth ^nn++++=mouth;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+vrb++=be
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^vbz+bez+aux++0=EXTRAWORD
working ^vbg+++xvbgx+=working
partner ^nn++++=partner.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
went ^vbd+++xvbn+=went
into ^in++++=into
another ^dt++++=another
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
house ^nn++++=house
to ^to++++=to
see ^vbi+vprv+tht0++=see
her ^pp$+pp3+++=her
works ^vbz++++=works
and ^cc++++=and
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
sat ^vbd+++xvbn+=sat
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
aching ^vbg+++xvbg+=aching
and ^cc++++=and
tired ^jj+++xvbn+=tired,
, ^zz++++=EXTRAWORD
vexed ^xvbn+++xvbn+=vexed
by ^in++++=by
flies ^nns++++=flies
and ^cc++++=and
by ^in++++=by
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
isolated ^vpsv++agls+xvbn+=isolated
in ^in++++=in
long ^jj+atrb+++=long
storms ^nns++++=storms.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
whole ^jj+atrb+++=whole
countryside ^nn++++=countryside
neighbored ^vbd+++xvbn+=neighbored
her ^pp$+pp3+++=her
with ^in++++=with
true ^jj+atrb+++=true
affection ^nn+nom+++=affection.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
spirit ^nn++++=spirit
grew ^vbd+++xvbn+=grew
stronger ^jjr++++=stronger
as ^ql++++=as
her ^pp$+pp3+++=her
body ^nn++++=body
grew ^vbd+++xvbn+=grew
weaker ^jjr++++=weaker,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
doctors ^nns++++=doctors,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
grieved ^jj+++xvbn+=grieved
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
could ^md+pos+++=could
do ^vb+do+vrb++=do
so ^ql++++=so
little ^ap++++=little
with ^in++++=with
their ^pp$+pp3+++=their
skill ^nn++++=skill,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
never ^rb++splt++=never
confronted ^vpsv++by+xvbnx+=confronted
by ^in++++=by
that ^dt+dem+++=that
malady ^nn++++=malady
of ^in++++=of
the ^ati++++=the
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
a ^at++++=a
desire ^nn++++=desire
for ^in++++=for
ease ^nn++++=ease
and ^cc++++=and
laziness ^nns+nom+++=laziness,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
makes ^vbz++++=makes
the ^ati++++=the
soundest ^nn++++=soundest
of ^in++++=of
bodies ^nns++++=bodies
useless ^jj++++=useless
and ^cc+phrs+++=and
complaining ^jj+++xvbg+=complaining.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thought ^nn+++xvbn+=thought
of ^in++++=of
her ^pp$+pp3+++=her
blooms ^vbz++++=blooms
in ^in++++=in
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
mind ^nn++++=mind
like ^in++++=like
the ^ati++++=the
whitest ^nn++++=whitest
of ^in++++=of
flowers ^nns+nom+++=flowers;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
makes ^vbz++++=makes
one ^cd1++++=one
braver ^jjr++++=braver
and ^cc++++=and
more ^rbr++++=more
thankful ^jj++++=thankful
to ^to++++=to
remember ^nn+nom+++=remember
the ^ati++++=the
simple ^jj+atrb+++=simple
faith ^nn++++=faith
and ^cc++++=and
patience ^nn+nom+++=patience
with ^in++++=with
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
bore ^vbd+++xvbnx+=bore
her ^pp3o+pp3+++=her
pain ^nn++++=pain
and ^cc++++=and
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
often ^rb++++=often
she ^pp3a+pp3+++=she
must ^md+nec+++=must
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
could ^md+pos+++=could
do ^vb+do+vrb++=do
something ^pn++++=something
for ^in++++=for
you ^pp2+pp2+++=you
in ^in++++=in
return ^nn++++=return,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
a ^at++++=a
thousand ^cd++++=thousand
times ^nns++++=times
more ^rbr++++=more
than ^in++++=than
if ^cs+cnd+++=if,
, ^zz++++=EXTRAWORD
like ^in++++=like
her ^pp$+pp3+++=her
neighbors ^nns++++=neighbors,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
followed ^vbd+vprv++xvbnx+=followed
the ^ati++++=the
simple ^jj+atrb+++=simple
round ^nn++++=round
of ^in++++=of
daily ^jj+atrb+++=daily
life ^nn++++=life!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
constant ^jj+atrb+++=constant
kindness ^nns+nom+++=kindness
by ^in++++=by
her ^pp$+pp3+++=her
example ^nn++++=example;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nobody ^pn++++=nobody
can ^md+pos+++=can
tell ^vb++++=tell
the ^ati++++=the
woe ^np++++=woe
of ^in++++=of
her ^pp$+pp3+++=her
long ^rb++++=long
days ^nns++++=days
and ^cc++++=and
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
the ^ati++++=the
solitude ^nn++++=solitude
of ^in++++=of
her ^pp$+pp3+++=her
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
lifted ^vpsv++by+xvbn+=lifted
by ^in++++=by
such ^abl++++=such
hard ^jj+atrb+++=hard
ways ^nns++++=ways
to ^in++++=to
the ^ati++++=the
knowledge ^nn++++=knowledge
of ^in++++=of
higher ^jjr+atrb+++=higher
truth ^nn++++=truth
and ^cc++++=and
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
of ^in++++=of
her ^pp$+pp3+++=her
pain ^nn++++=pain
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
after ^in++++=after
another ^ppls++++=another,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
children ^nns++++=children
fell ^vbd+++xvbn+=fell
ill ^jj++++=ill
and ^cc+phrs+++=and
died ^jj+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
tend ^vb++++=tend
them ^pp3o+pp3+++=them!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
worn ^jj+atrb++xvbn+=worn
chair ^nn++++=chair
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
lived ^vbd+++xvbnx+=lived
and ^cc+phrs+++=and
slept ^vbd+++xvbn+=slept
sat ^vbd+++xvbn+=sat
her ^pp$+pp3+++=her
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
helpless ^jj++++=helpless
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
of ^in++++=of
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
missing ^jj+++xvbg+=missing
her ^pp3o+pp3+++=her
more ^ql++++=more
than ^cs+sub+++=than
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
sometimes ^rb++++=sometimes
away ^in+pl+++=away
from ^in"++++=from
home ^nr++++=home,
, ^zz++++=EXTRAWORD
like ^in++++=like
other ^ap++++=other
women ^nns++++=women.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
a ^at++++=a
stranger ^nn+nom+++=stranger
would ^md+prd+++=would
miss ^vb++++=miss
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
sat ^vbd+++xvbn+=sat
the ^ati++++=the
old ^jj+atrb+++=old
farmer ^nn++++=farmer
looking ^vwbg+++xvbg+=looking
down ^rp++++=down
the ^ati++++=the
lane ^nn++++=lane
in ^in++++=in
his ^pp$+pp3+++=his
turn ^nn++++=turn,
, ^zz++++=EXTRAWORD
bearing ^vbg+++xvbg+=bearing
his ^pp$+pp3+++=his
afflictions ^nns+nom+++=afflictions
with ^in++++=with
a ^at++++=a
patient ^nn++++=patient
sternness ^nns+nom+++=sternness
that ^tht+rel+obj++=that
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
born ^vpsv++agls+xvbnx+=born
of ^in++++=of
watching ^xvbg+++xvbg+=watching
his ^pp$+pp3+++=his
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
serenity ^nn+nom+++=serenity.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
half ^abn++++=half-withered
- ^zz++++=EXTRAWORD
withered ^jj+atrb++xvbn+=EXTRAWORD
rose ^nn+++xvbn+=rose
lying ^vwbg+++xvbg+=lying
within ^in++++=within
his ^pp$+pp3+++=his
reach ^nn++++=reach.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
days ^nns++++=days
nobody ^pn++++=nobody
came ^vbd+++xvbn+=came
up ^rp++++=up
the ^ati++++=the
lane ^nn++++=lane,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wild ^jj+atrb+++=wild
birds ^nns++++=birds
that ^tht+rel+subj++=that
ventured ^vprf+++xvbn+=ventured
near ^in+pl+++=near
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
the ^ati++++=the
clouds ^nns++++=clouds
that ^tht+rel+subj++=that
blew ^vbd+++xvbn+=blew
over ^in++++=over
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
only ^ap+down+++=only
entertainment ^nn+nom+++=entertainment.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
fine ^jj+atrb+++=fine
face ^nn++++=face,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
older ^jjr+atrb+++=older
New ^jj+atrb+++=New
England ^np++++=England
type ^nn++++=type,
, ^zz++++=EXTRAWORD
clean ^jj++++=clean-shaven
- ^zz++++=EXTRAWORD
shaven ^jj++++=EXTRAWORD
and ^cc++++=and
strong-featured, ^nn+++??+=strong-featured,--a
-- ^--+clp+++=EXTRAWORD
