Being ^vbg+beg++xvbg+=Being
Voicth ^np+++??+=Voicth;
; ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
turkeys ^nns+++??+=turkeys
and ^cc++++=and
roast ^vb++++=roast
Beef ^nn++++=BEEF,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
eat ^vb++++=eat
it ^pp3+it+++=it
very ^ql+amp+++=very
Sweet ^jj++++=SWEET,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
a ^at++++=a
Sleep ^nn++++=SLEEP,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Says ^vbz+vpub+tht0++=Says
my ^pp$+pp1+++=my
Shanavan ^np+nom++??+=Shanavan
Voicth ^np+++??+=Voicth.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
desirous ^jj+pred+++=desirous
of ^in++++=of
showing ^xvbg+++xvbg+=showing
you ^pp2+pp2+++=you
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
barbarisms ^nns+nom+++=barbarisms
may ^md+pos+++=may
and ^cc++++=and
do ^vb+do+aux++=do
exist ^vb++++=exist
in ^in++++=in
our ^pp$+pp1+++=our
native ^jj+atrb+++=native
ballads ^nns++++=ballads,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
still ^rb++++=still
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found
exceptions ^nns+nom+++=exceptions
which ^whp+rel+subj++=which
furnish ^vb++++=furnish
examples ^nns++++=examples
of ^in++++=of
strict ^jj+atrb+++=strict
correctness ^nns+nom+++=correctness
in ^in++++=in
rhyme ^nn++++=rhyme
and ^cc++++=and
metre ^nn++++=metre.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
they ^pp3a+pp3+++=they
be ^vb+be+vrb++=be
one ^cd1++++=one
whit ^nn+++??+=whit
the ^ati++++=the
better ^nn++++=better
for ^in++++=for
this ^dt+dem+++=this
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
my ^pp$+pp1+++=my
doubts ^nns++++=doubts.
. ^zz++++=EXTRAWORD
In ^to++++=In
order ^vb++++=order
to ^to+vcmp+++=to
establish ^vb+vprv+tht0++=establish
my ^pp$+pp1+++=my
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
subjoin ^nn+++??+=subjoin
a ^at++++=a
portion ^nn+nom+++=portion
of ^in++++=of
a ^at++++=a
ballad ^nn++++=ballad
by ^in++++=by
one ^cd1++++=one
Michael ^np++++=Michael
Finley ^np+++??+=Finley,
, ^zz++++=EXTRAWORD
of ^in++++=of
whom ^whp+rel+pied++=whom
more ^rbr++++=more
anon ^nn+++??+=anon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Gentleman ^nn+nom+++=GENTLEMAN
spoken ^vbd+++xvbn+=spoken
of ^in++++=of
in ^in++++=in
the ^ati++++=the
song ^nn++++=song
is ^vbz+bez+vrb++=is
Lord ^npt++++=Lord
Edward ^np++++=Edward
Fitzgerald ^np+++??+=Fitzgerald.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
day ^nn++++=day
that ^tht+rel+obj++=that
traitors ^nns++++=traitors
sould ^nn+++??+=sould
him ^pp3o+pp3+++=him
and ^cc++++=and
inimies ^vbz+++??+=inimies
bought ^vprf+++xvbn+=bought
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
that ^tht+rel+obj++=that
the ^ati++++=the
red ^jj+atrb+++=red
gold ^nn++++=gold
and ^cc++++=and
red ^jj+atrb+++=red
blood ^nn++++=blood
was ^vbd+bedz+aux++=was
paid ^vpsv++agls+xvbnx+=paid
Then ^rn+tm+++=Then
the ^ati++++=the
green ^npl++++=green
turned ^vbd+++xvbn+=turned
pale ^nn++++=pale
and ^cc++++=and
thrembled ^vpsv++agls+xvbn+=thrembled
like ^in++++=like
the ^ati++++=the
dead ^jj+atrb+++=dead
leaves ^nns++++=leaves
in ^in++++=in
Autumn ^nn++++=Autumn,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
heart ^nn++++=heart
and ^cc++++0=an'
hope ^nn++++=hope
iv ^nn+++??+=iv
Ireland ^np++++=Ireland
in ^in++++=in
the ^ati++++=the
could ^md+pos+++=could
grave ^vb++++=grave
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
day ^nn++++=day
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
you ^pp2+pp2+++=you
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
sunshine ^nn++++=sunshine
fallin ^nn+++??+=fallin'
' ^zz++++=EXTRAWORD
round ^in++++=round
ye ^pp2+pp2+++=ye,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
heart ^nn++++=heart
fairly ^rb++++=fairly
opened ^vbd+++xvbn+=opened
with ^in++++=with
the ^ati++++=the
grandeur ^nn++++=grandeur
of ^in++++=of
the ^ati++++=the
view ^nn++++=view:
: ^zz++++=EXTRAWORD
For ^in++++=For
ten ^cd++++=ten
thousand ^cd++++=thousand
Irish ^jj+atrb+++=Irish
boys ^nns++++=boys
that ^tht+rel+obj++=that
day ^nn++++=day
did ^vbd+dod+aux++=did
surround ^vb++++=surround
ye ^pp2+pp2+++=ye,
, ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
I ^pp1a+pp1+++=I
swore ^vbd+vpub++xvbnx+=swore
to ^to++++=to
stand ^vbi++++=stand
by ^in++++=by
them ^pp3o+pp3+++=them
till ^in++++=till
death ^nn++++=death,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
fight ^nn++++=fight
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
' ^zz++++='Ye
ye ^pp2+pp2+++=EXTRAWORD
wor ^nn++++=wor
the ^ati++++=the
bravest ^jjt+atrb+++=bravest
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
the ^ati++++=the
best ^jjt++++=best
that ^cs+sub+++=that
ever ^rb++++=ever
stood ^vbd+++xvbn+=stood,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
your ^pp$+pp2+++=your
eyelid ^nn+++??+=eyelid
never ^rb++++=never
thrembled ^jj+++xvbn+=thrembled
for ^in++++=for
danger ^nn++++=danger
nor ^cc++neg++=nor
for ^in++++=for
dread ^nn++++=dread,
, ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
nobleness ^nns+nom+++=nobleness
was ^vbd+bedz+vrb++=was
flowin ^nn+++??+=flowin'
' ^zz++++=EXTRAWORD
in ^in++++=in
each ^dt++++=each
stream ^nn++++=stream
of ^in++++=of
your ^pp$+pp2+++=your
blood ^nn++++=blood
My ^pp$+pp1+++=My
bleasing ^jj+++xvbg+=bleasing
on ^in++++=on
you ^pp2+pp2+++=you
night ^nn++++=night
au ^&fw++++=au'
' ^zz++++=EXTRAWORD
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Glory ^nn++++=Glory
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
black ^nn++++=black
and ^cc++++0=an'
bitter ^jj++++=bitter
curse ^vb++++=curse
on ^in++++=on
the ^ati++++=the
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
plotted ^vbd+++xvbn+=plotted,
, ^zz++++=EXTRAWORD
wished ^j+++xvbn+=wished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
worked ^vbd+++xvbn+=worked
the ^ati++++=the
fall ^nn++++=fall
of ^in++++=of
this ^dt+dem+++=this
Irish ^jj+atrb+++=Irish
hero ^nn++++=hero
bold ^jj++++=bold;
; ^zz++++=EXTRAWORD
God ^np++++=God's
's ^$++++=EXTRAWORD
curse ^vb++++=curse
upon ^in++++=upon
the ^ati++++=the
Irishman ^nn+nom+++=Irishman
that ^tht+rel+++=that
sould ^nn+++??+=sould
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
land ^nn++++=land,
, ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
hell ^nn++++=hell
consume ^vb++++=consume
to ^in++++=to
dust ^nn++++=dust
the ^ati++++=the
hand ^nn++++=hand
that ^tht+rel+subj++=that
held ^vprf+++xvbn+=held
the ^ati++++=the
thraitor ^nn++++=thraitor's
's ^$++++=EXTRAWORD
gold ^nn++++=gold.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Such ^abl++++=Such
were ^vbd+bed+vrb++=were
the ^ati++++=the
politics ^nn++++=politics
and ^cc++++=and
poetry ^nn++++=poetry
of ^in++++=of
Michael ^np++++=Michael
Finley ^np+++??+=Finley,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
day ^nn++++=day,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
noted ^jj+atrb++xvbn+=noted
song ^nn++++=song-maker
- ^zz++++=EXTRAWORD
maker ^nn++++=EXTRAWORD
of ^in++++=of
his ^pp$+pp3+++=his
country ^nn++++=country;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
genius ^nn++++=genius
is ^vbz+bez+vrb++=is
never ^rb++++=never
without ^in++++=without
its ^pp$+it+++=its
eccentricities ^nns+nom+++=eccentricities,
, ^zz++++=EXTRAWORD
Finley ^np+++??+=Finley
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
peculiarities ^nns+nom+++=peculiarities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
among ^in++++=among
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
the ^ati++++=the
most ^ql+emph+++=most
amusing ^jj++++=amusing
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
rooted ^jj+atrb++xvbn+=rooted
aversion ^nn++++=aversion
to ^in++++=to
pen ^nn++++=pen,
, ^zz++++=EXTRAWORD
ink ^nn++++=ink,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
in ^in++++=in
perfect ^jj+atrb+++=perfect
independence ^nn+nom+++=independence
of ^in++++=of
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
all ^abn++++=all
his ^pp$+pp3+++=his
compositions ^nns+nom+++=compositions
were ^vbd+bed+aux++=were
completed ^vpsv++agls+xvbnx+=completed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
impossible ^jj+pred+++=impossible
to ^to+jcmp+++=to
describe ^vbi++++=describe
the ^ati++++=the
jealousy ^nn++++=jealousy
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
regarded ^vbd+++xvbnx+=regarded
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
writing ^xvbg+++xvbg+=writing
materials ^nns+nom+++=materials
of ^in++++=of
any ^dti++++=any
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
ever ^rb++++=ever
wakeful ^jj+atrb+++=wakeful
fears ^nns++++=fears
lest ^cs+sub+++=lest
some ^dti++++=some
literary ^jj+atrb+++=literary
pirate ^nn++++=pirate
should ^md+nec+++=should
transfer ^nn+nom+++=transfer
his ^pp$+pp3+++=his
oral ^jj+atrb+++=oral
poetry ^nn++++=poetry
to ^in++++=to
paper ^nn++++=paper
fears ^nns++++=fears
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
altogether ^nn+nom+++=altogether
without ^in++++=without
warrant ^nn+nom+++=warrant,
, ^zz++++=EXTRAWORD
inasmuch ^cs+sub+++=inasmuch
as ^in++++=as
the ^ati++++=the
recitation ^nn+nom+++=recitation
and ^cc++++=and
singing ^nvbg+++xvbg+=singing
of ^in++++=of
these ^dt+dem+++=these
original ^jj+atrb+++=original
pieces ^nns++++=pieces
were ^vbd+bed+vrb++=were
to ^to++++=to
him ^pp3o+pp3+++=him
a ^at++++=a
source ^nn++++=source
of ^in++++=of
wealth ^nn++++=wealth
and ^cc++++=and
importance ^nn+nom+++=importance.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recollect ^vb+vprv+++=recollect
upon ^in++++=upon
one ^cd1++++=one
occasion ^nn++++=occasion
his ^pp$+pp3+++=his
detecting ^jj++++=detecting
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
very ^ql+amp+++=very
act ^vb+vpub+++=act
of ^in++++=of
following ^xvbg+++xvbg+=following
his ^pp$+pp3+++=his
recitation ^nn+nom+++=recitation
with ^in++++=with
my ^pp$+pp1+++=my
pencil ^nn++++=pencil
and ^cc++++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
soon ^rb+tm+++=soon
forget ^vb+vprv+++=forget
his ^pp$+pp3+++=his
indignant ^jj+atrb+++=indignant
scowl ^nn++++=scowl,
, ^zz++++=EXTRAWORD
as ^ql++++=as
stopping ^jj+++xvbg+=stopping
abruptly ^rb++++=abruptly
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
a ^at++++=a
line ^nn++++=line,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sharply ^rb++++=sharply
exclaimed ^vbd+++xvbn+=exclaimed:
: ^zz++++=EXTRAWORD
' ^zz++++='Is
is ^vbz+bez+vrb++=EXTRAWORD
my ^pp$+pp1+++=my
pome ^nn+++??+=pome
a ^at++++=a
pigsty ^nn++++=pigsty,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
want ^vb++++=want
a ^at++++=a
surveyor ^nn++++=surveyor's
's ^$++++=EXTRAWORD
ground ^nn++++=ground-plan
- ^zz++++=EXTRAWORD
plan ^vb++++=EXTRAWORD
of ^in++++=of
it ^pp3+it+++=it?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Owing ^in+cmpx+++=Owing
to ^in"++++=to
this ^dt+dem+++=this
absurd ^jj+atrb+++=absurd
scruple ^nn++++=scruple,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
obliged ^vpsv++agls+xvbnx+=obliged,
, ^zz++++=EXTRAWORD
with ^in++++=with
one ^cd1++++=one
exception ^nn+nom+++=exception,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
ballad ^nn++++=ballad
of ^in++++=of
' ^zz++++='Phaudhrig
phaudhrig ^nn+++??+=EXTRAWORD
Crohoore ^np+++??+=Crohoore,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
to ^in++++=to
rest ^nn++++=rest
satisfied ^vbd+++xvbn+=satisfied
with ^in++++=with
such ^abl++++=such
snatches ^nns++++=snatches
and ^cc++++=and
fragments ^nns+nom+++=fragments
of ^in++++=of
his ^pp$+pp3+++=his
poetry ^nn++++=poetry
as ^in++++=as
my ^pp$+pp1+++=my
memory ^nn++++=memory
could ^md+pos+++=could
bear ^vb+vprv+++=bear
away ^rp+pl+++=away
a ^at++++=a
fact ^nn++++=fact
which ^whp+rel+subj++=which
must ^md+nec+++=must
account ^vb++++=account
for ^in+ppvb+++=for
the ^ati++++=the
mutilated ^jj+atrb+++=mutilated
state ^nn++++=state
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
present ^vb++++=present
the ^ati++++=the
foregoing ^jj+atrb++xvbg+=foregoing
specimen ^nn++++=specimen
of ^in++++=of
his ^pp$+pp3+++=his
composition ^nn+nom+++=composition.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^rb++++=in
vain ^rb"++++=vain
for ^in++++=for
me ^pp1o+pp1+++=me
to ^in++++=to
reason ^nn++++=reason
with ^in++++=with
this ^dt+dem+++=this
man ^nn++++=man
of ^in++++=of
metres ^nns++++=metres
upon ^in++++=upon
the ^ati++++=the
unreasonableness ^nns+nom+++=unreasonableness
of ^in++++=of
this ^dt+dem+++=this
despotic ^nn++++=despotic
and ^cc++++=and
exclusive ^jj+atrb+++=exclusive
assertion ^nn+nom+++=assertion
of ^in++++=of
copyright ^nn+++??+=copyright.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
well ^rb++++=well
remember ^nn+nom+++=remember
his ^pp$+pp3+++=his
answer ^nn++++=answer
to ^in++++=to
me ^pp1o+pp1+++=me
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
among ^in++++=among
other ^ap++++=other
arguments ^nns+nom+++=arguments,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
urged ^vbd+vsua++xvbnx+=urged
the ^ati++++=the
advisability ^nn+nom+++=advisability
of ^in++++=of
some ^dti++++=some
care ^nn++++=care
for ^in++++=for
the ^ati++++=the
permanence ^nn+nom+++=permanence
of ^in++++=of
his ^pp$+pp3+++=his
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
motive ^nn++++=motive
to ^to++++=to
induce ^vbi++++=induce
him ^pp3o+pp3+++=him
to ^in++++=to
consent ^nn++++=consent
to ^in++++=to
have ^vbi++vrb++=have
his ^pp$+pp3+++=his
poems ^nns++++=poems
written ^vbd+++xvbn+=written
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
reduced ^vbd+++xvbn+=reduced
to ^in++++=to
a ^at++++=a
palpable ^jj+atrb+++=palpable
and ^cc+phrs+++=and
enduring ^jj+atrb++xvbg+=enduring
form ^nn++++=form.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
often ^rb++++=often
noticed ^vbd+vprv++xvbn+=noticed,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='when
when ^wrb+who+++=EXTRAWORD
a ^at++++=a
mist ^nn++++=mist
id ^nn+++??+=id
be ^vb+be+vrb++=be
spreadin ^nn+++??+=spreadin',
', ^nn+++??+=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
brier ^nn++++=brier
to ^to++++=to
look ^vbi++++=look
as ^in++++=as
big ^jj++++=big,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
as ^in++++=as
an ^at++++=an
oak ^nn++++=oak
tree ^nn++++=tree;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
same ^ap++++=same
way ^nn++++=way,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
dimmness ^nns+nom+++=dimmness
iv ^nn+++??+=iv
the ^ati++++=the
nightfall ^nn+++??+=nightfall,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
often ^rb++++=often
seen ^vbd+vprv++xvbn+=seen
a ^at++++=a
man ^nn++++=man
tremblin ^nn+++??+=tremblin'
' ^zz++++=EXTRAWORD
and ^cc++++=and
crassin ^nn+++??+=crassin'
' ^zz++++=EXTRAWORD
himself ^ppl+pp3+++=himself
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
sperit ^nn+++??+=sperit
was ^vbd+bedz+vrb++=was
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
sight ^nn++++=sight
iv ^nn+++??+=iv
a ^at++++=a
small ^jj+atrb+++=small
thorn ^nn++++=thorn
bush ^nn++++=bush,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
leap ^vb++++=leap
over ^in++++=over
with ^in++++=with
ase ^nn+++??+=ase
if ^cs+cnd+++=if
the ^ati++++=the
daylight ^nn++++=daylight
and ^cc++++=and
sunshine ^nn++++=sunshine
was ^vbd+bedz+vrb++=was
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
rason ^nn+++??+=rason
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
id ^nn+++??+=id
be ^vb+be+vrb++=be
better ^jjr+pred+++=better
for ^in++++=for
the ^ati++++=the
likes ^vbz++++=likes
iv ^nn+++??+=iv
me ^pp1o+pp1+++=me
to ^to++++=to
be ^vbi+vbi+aux++=be
remimbered ^vpsv++agls+xvbnx+=remimbered
in ^in++++=in
tradition ^nn+nom+++=tradition
than ^in++++=than
to ^to++++=to
be ^vbi+vbi+aux++=be
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
history ^nn++++=history.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Finley ^np+++??+=Finley
has ^vbz+hvz+aux++=has
now ^rn+tm+splt++=now
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
nearly ^rb+down+++=nearly
eleven ^cd++++=eleven
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
fame ^nn++++=fame
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
prospered ^vpsv++by+xvbn+=prospered
by ^in++++=by
the ^ati++++=the
tactics ^nns++++=tactics
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
pursued ^vbd+++xvbnx+=pursued,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
so ^ql++++=so
far ^rb+pl+++=far
from ^rb"++++=from
being ^xvbg+++xvbg+=being
magnified ^vpsv++agls+xvbn+=magnified,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
wholly ^rb++splt++=wholly
obliterated ^vpsv++by+xvbn+=obliterated
by ^in++++=by
the ^ati++++=the
mists ^nns++++=mists
of ^in++++=of
obscurity ^nn+nom+++=obscurity.
. ^zz++++=EXTRAWORD
With ^in++++=With
no ^at++++=no
small ^jj+atrb+++=small
difficulty ^nn++++=difficulty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
inconsiderable ^nn++++=inconsiderable
manoeuvring ^vwbg+++xvbg+=manoeuvring,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
succeeded ^vbd+++xvbnx+=succeeded
in ^in++++=in
procuring ^xvbg+++xvbg+=procuring,
, ^zz++++=EXTRAWORD
at ^rb++++=at
an ^at++++=an
expense ^nn++++=expense
of ^in++++=of
trouble ^nn++++=trouble
and ^cc++++=and
conscience ^nn+nom+++=conscience
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
will ^md+prd+++=will
no ^at++++=no
doubt ^nn++++=doubt
think ^vb+vprv+++=think
but ^cc++++=but
poorly ^rb++++=poorly
rewarded ^vbd+++xvbn+=rewarded,
, ^zz++++=EXTRAWORD
an ^at++++=an
accurate ^jj++++=accurate
' ^zz++++='report'
report ^nn++++=EXTRAWORD
' ^zz++++=EXTRAWORD
of ^in++++=of
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
most ^ap+emph+++=most
popular ^jj+atrb+++=popular
recitations ^nns+nom+++=recitations.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
celebrates ^nns+nom+++=celebrates
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
many ^ap++++=many
daring ^jj+atrb++xvbg+=daring
exploits ^nns++++=exploits
of ^in++++=of
the ^ati++++=the
once ^rb+tm+++=once
famous ^jj+atrb+++=famous
Phaudhrig ^np+++??+=Phaudhrig
Crohoore ^np+++??+=Crohoore
( ^zz++++=(in
in ^in++++=EXTRAWORD
prosaic ^jj+atrb+++=prosaic
English ^nn++++=English,
, ^zz++++=EXTRAWORD
Patrick ^np++++=Patrick
Connor ^np++++=Connor).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
witnessed ^vprf+++xvbnx+=witnessed
powerful ^jj+atrb+++=powerful
effects ^nns++++=effects
produced ^vbd+++xvbn+=produced
upon ^in++++=upon
large ^jj+atrb+++=large
assemblies ^nns++++=assemblies
by ^in++++=by
Finley ^np++++=Finley's
's ^$++++=EXTRAWORD
recitation ^nn+nom+++=recitation
of ^in++++=of
this ^dt+dem+++=this
poem ^nn++++=poem
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
wont ^nn++++=wont,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
pressing ^xvbg+++xvbg+=pressing
invitation ^nn+nom+++=invitation,
, ^zz++++=EXTRAWORD
to ^to++++=to
deliver ^vbi++++=deliver
at ^rb++++=at
weddings ^nns++++=weddings,
, ^zz++++=EXTRAWORD
wakes ^nns+++??+=wakes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
like ^in+strn+++=like;
; ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
the ^ati++++=the
power ^nn++++=power
of ^in++++=of
the ^ati++++=the
narrative ^nn++++=narrative
was ^vbd+bedz+aux++=was
greatly ^rb+amp+splt++=greatly
enhanced ^vpsv++by+xvbnx+=enhanced
by ^in++++=by
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
many ^ap++++=many
of ^in++++=of
his ^pp$+pp3+++=his
auditors ^nns++++=auditors
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
and ^cc++++=and
well ^rb++++=well
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
chief ^jjb+atrb+++=chief
actors ^nns++++=actors
in ^in++++=in
the ^ati++++=the
drama ^nn++++=drama.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Phaudhrig ^np+++??+=Phaudhrig
Crohoore ^np+++??+=Crohoore
was ^vbd+bedz+vrb++=was
the ^ati++++=the
broth ^nn++++=broth
of ^in++++=of
a ^at++++=a
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
