We ^pp1a+pp1+++=We
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
hurried ^jj+atrb++xvbn+=hurried
past ^nn++++=past
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
shy ^jj+atrb+++=shy
foot ^nn++++=foot
soldiers ^nns+nom+++=soldiers
stepped ^vbd+++xvbn+=stepped
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
with ^in++++=with
reverent ^jj+atrb+++=reverent
awe ^nn++++=awe.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
examination ^nn+nom+++=examination
was ^vbd+bedz+vrb++=was
to ^in++++=to
last ^ap++++=last
over ^in++++=over
a ^at++++=a
month ^nn++++=month.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
no ^at++++=no
one ^pn++++=one
in ^in++++=in
all ^abn++++=all
Petersburg ^np++++=Petersburg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
returning ^vbg+++xvbg+=returning
to ^in++++=to
my ^pp$+pp1+++=my
lodging ^nn++++=lodging,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
experienced ^vbd+++xvbnx+=experienced
the ^ati++++=the
dulness ^nns+nom+++=dulness
and ^cc++++=and
wearisomeness ^nns+nom+++=wearisomeness
of ^in++++=of
solitude ^nn++++=solitude.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
good ^nn++++=good
talking ^vwbg+++xvbg+=talking
to ^in++++=to
any ^dti++++=any
of ^in++++=of
my ^pp$+pp1+++=my
companions ^nns++++=companions;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
all ^abn++++=all
immersed ^jj+++xvbn+=immersed
in ^in++++=in
sines ^nns+++??+=sines
and ^cc++++=and
tangents ^nns+++??+=tangents,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
qualities ^nns+nom+++=qualities
determining ^vwbg+++xvbg+=determining
good ^jj+atrb+++=good
positions ^nns+nom+++=positions
for ^in++++=for
a ^at++++=a
battle ^nn++++=battle
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
in ^in++++=in
calculations ^nns+nom+++=calculations
about ^in++++=about
the ^ati++++=the
declination ^nn+nom+++=declination
of ^in++++=of
a ^at++++=a
projectile ^nn++++=projectile.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
father ^nn++++=father
had ^vbd+hvd+aux++=had
advised ^vprf+++xvbnx+=advised
me ^pp1o+pp1+++=me
to ^to++++=to
seek ^vbi++++=seek
out ^rp+pl+++=out
in ^in++++=in
Petersburg ^np++++=Petersburg
our ^pp$+pp1+++=our
distant ^jj+atrb+++=distant
relative ^nn++++=relative,
, ^zz++++=EXTRAWORD
Alexandra ^np++++=Alexandra
Ivanovna ^np+++??+=Ivanovna
Gratcheva ^np+++??+=Gratcheva,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
go ^vb++++=go
and ^cc++++=and
visit ^nn++++=visit
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
a ^at++++=a
directory ^nn++++=directory,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
her ^pp$+pp3+++=her
address ^nns+nom+++=address,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^nn+++xvbn+=set
out ^rb+phrv+++=out
for ^in+ppvb+++=for
a ^at++++=a
place ^nn++++=place
somewhere ^rb++++=somewhere
on ^in++++=on
the ^ati++++=the
Gorokhavaya ^np+++??+=Gorokhavaya.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
some ^dti++++=some
little ^jj+atrb+++=little
difficulty ^nn++++=difficulty
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
Alexandra ^np++++=Alexandra
Ivanovna ^np++++=Ivanovna's
's ^$++++=EXTRAWORD
room ^nn++++=room;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
living ^vbg+++xvbgx+=living
in ^in++++=in
her ^pp3o+pp3+++=her
sister ^npt++++=sister's
's ^$++++=EXTRAWORD
house ^nn++++=house.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
hardly ^rb+down+++=hardly
seeing ^vbg+vprv+tht0+xvbg+=seeing
anything ^pn++++=anything
at ^rb++++=at
first ^rb"++++=first.
. ^zz++++=EXTRAWORD
A ^at++++=A
stout ^jj+atrb+++=stout
woman ^nn++++=woman
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
with ^in++++=with
her ^pp$+pp3+++=her
back ^rp++++=back
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
the ^ati++++=the
single ^jj+atrb+++=single
small ^jj+atrb+++=small
window ^nn++++=window
of ^in++++=of
dull ^jj+atrb+++=dull
green ^jj+atrb+++=green
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
bending ^vbg+++xvbgx+=bending
over ^in++++=over
a ^at++++=a
smoky ^jj+atrb+++=smoky
paraffin ^nn++++=paraffin
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
was ^vbd+bedz+aux++=was
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
the ^ati++++=the
odour ^nn++++=odour
of ^in++++=of
paraffin ^nn++++=paraffin
and ^cc++++=and
burning ^jj+atrb++xvbg+=burning
fat ^nn++++=fat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
turned ^vbd+++xvbn+=turned
round ^rb+phrv+++=round
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
a ^at++++=a
corner ^nn++++=corner
a ^at++++=a
barefooted ^jj+atrb+++=barefooted
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
loose ^jj++++=loose-belted
- ^zz++++=EXTRAWORD
belted ^vwbn+++xvbn+=EXTRAWORD
blouse ^nn++++=blouse,
, ^zz++++=EXTRAWORD
jumped ^j+++xvbn+=jumped
up ^rp++++=up
and ^cc++++=and
ran ^vbd+++xvbn+=ran
quickly ^rb++++=quickly
towards ^in++++=towards
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
closely ^rb++++=closely
at ^in++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
at ^rb++++=at
once ^rb"+tm+++=once
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
an ^at++++=an
idiot ^nn++++=idiot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
recoil ^vb++++=recoil
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
in ^in++++=in
reality ^nn+nom+++=reality
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
feeling ^jj+++xvbg+=feeling
in ^in++++=in
my ^pp$+pp1+++=my
heart ^nn++++=heart
like ^in++++=like
that ^dt+dem+++=that
of ^in++++=of
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
idiot ^nn++++=idiot
looked ^vbd+++xvbn+=looked
unintelligently ^jj++++=unintelligently
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
uttering ^vbg+++xvbg+=uttering
strange ^jj+atrb+++=strange
sounds ^nns++++=sounds,
, ^zz++++=EXTRAWORD
something ^pn++++=something
like ^in++++=like
oorli ^nn+++??+=oorli,
, ^zz++++=EXTRAWORD
oorli ^nn+++??+=oorli,
, ^zz++++=EXTRAWORD
oorli.. ^nn+++??+=oorli....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="'Don't
' ^zz++++=EXTRAWORD
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
afraid ^jj+pred+++=afraid,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
touch ^vb++++=touch
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
woman ^nn++++=woman
to ^in++++=to
the ^ati++++=the
idiot ^nn++++=idiot,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
to ^in++++=to
me ^pp1o+pp1+++=me
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
for ^in++++=for
you ^pp2+pp2+++=you?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
gave ^vbd+++xvbnx+=gave
my ^pp$+pp1+++=my
name ^nn++++=name
and ^cc++++=and
reminded ^vprf+++xvbn+=reminded
her ^pp$+pp3+++=her
of ^in++++=of
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
face ^nn++++=face
brightened ^vbd+++xvbn+=brightened
up ^rp++++=up,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed
in ^in++++=in
surprise ^nn++++=surprise
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
apologise ^vbi++++=apologise
for ^in++++=for
not ^xnot++not++=not
having ^vbg+hvg++xvbg+=having
the ^ati++++=the
room ^nn++++=room
in ^in++++=in
order ^nn++++=order.
. ^zz++++=EXTRAWORD
The ^ati++++=The
idiot ^nn++++=idiot
boy ^nn++++=boy
came ^vbd+++xvbn+=came
closer ^rbr++++=closer
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cried ^vbd+++xvbn+=cried
out ^rp+pl+++=out
more ^rbr++++=more
loudly ^rb+cnj+++=loudly,
, ^zz++++=EXTRAWORD
oorli ^nn+++??+=oorli,
, ^zz++++=EXTRAWORD
oorli.. ^nn+++??+=oorli....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="'This
' ^zz++++=EXTRAWORD
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
like ^in++++=like
that ^dt+dem+++=that
from ^in++++=from
birth ^nn++++=birth,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Alexandra ^np++++=Alexandra
Ivanovna ^np+++??+=Ivanovna
with ^in++++=with
a ^at++++=a
sad ^jj+atrb+++=sad
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
of ^in++++=of
it.. ^nn+++??+=it....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
will ^nn++++=will
of ^in++++=of
God ^nn++++=God.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
is ^vbz+bez+vrb++=is
Stepan ^np+++??+=Stepan.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Hearing
hearing ^vbg+vprv++xvbg+=EXTRAWORD
his ^pp$+pp3+++=his
name ^nn++++=name
the ^ati++++=the
idiot ^nn++++=idiot
cried ^vbd+++xvbn+=cried
out ^rp+pl+++=out
in ^in++++=in
a ^at++++=a
shrill ^jj++++=shrill,
, ^zz++++=EXTRAWORD
bird ^nn++++=bird-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
voice ^nn++++=voice:
: ^zz++++=EXTRAWORD
" ^zz++++="'Papan!'
' ^zz++++=EXTRAWORD
papan ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Alexandra
alexandra ^np++++=EXTRAWORD
Ivanovna ^np+++??+=Ivanovna
patted ^vbd+++xvbn+=patted
him ^pp3o+pp3+++=him
caressingly ^jj++++=caressingly
on ^in++++=on
the ^ati++++=the
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="'Yes,
' ^zz++++=EXTRAWORD
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
Stepan ^np+++??+=Stepan,
, ^zz++++=EXTRAWORD
Stepan.. ^np+++??+=Stepan....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
guessed ^vbd+vprv+tht0+xvbnx+=guessed
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
speaking ^vbg+++xvbgx+=speaking
about ^rb++++=about
him ^pp3o+pp3+++=him
and ^cc++++=and
so ^ql++++=so
he ^pp3a+pp3+++=he
introduced ^vbd+++xvbnx+=introduced
himself ^ppl+pp3+++=himself.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Papan!'
' ^zz++++=EXTRAWORD
papan ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
idiot ^nn++++=idiot
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
first ^od++++=first
on ^rp++++=on
his ^pp$+pp3+++=his
mother ^nn++++=mother
and ^cc++++=and
then ^rn+tm+++=then
on ^rp++++=on
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^to++++=EXTRAWORD
order ^vb++++=order
to ^to+vcmp+++=to
show ^vb+vprv+++=show
some ^dti++++=some
interest ^nn++++=interest
in ^in++++=in
the ^ati++++=the
boy ^nn++++=boy
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
' ^zz++++='How
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
Stepan ^np+++??+=Stepan,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
cold ^jj+pred+++=cold,
, ^zz++++=EXTRAWORD
puffy ^vb++++=puffy,
, ^zz++++=EXTRAWORD
lifeless ^jj++++=lifeless.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
a ^at++++=a
certain ^jj+atrb+++=certain
aversion ^nn++++=aversion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
out ^rp+pl+++=out
of ^in++++=of
politeness ^nns+nom+++=politeness
went ^vbd+++xvbn+=went
on ^in+strn+++=on:
: ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
sixteen ^cd++++=sixteen.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Oh,
' ^zz++++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
' ^zz++++='Everybody
everybody ^pn++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
about ^in++++=about
sixteen ^cd++++=sixteen,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
over ^in++++=over
twenty ^cd++++=twenty-nine.
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
beard ^nn++++=beard
and ^cc++++=and
moustache ^nn++++=moustache
have ^vb+hv+aux++=have
never ^rb++splt++=never
grown ^vprf+++xvbnx+=grown.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
talked ^vbd+++xvbn+=talked
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Alexandra ^np++++=Alexandra
Ivanovna ^np+++??+=Ivanovna
was ^vbd+bedz+vrb++=was
a ^at++++=a
quiet ^jj+atrb+++=quiet,
, ^zz++++=EXTRAWORD
timid ^jj+atrb+++=timid
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
weighed ^j+++xvbn+=weighed
down ^rp++++=down
by ^in++++=by
need ^nn++++=need
and ^cc++++=and
misfortune ^nn++++=misfortune.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
sharp ^jj+atrb+++=sharp
struggle ^nn++++=struggle
against ^in++++=against
poverty ^nn++++=poverty
had ^vb+hv+aux++=had
entirely ^rb+amp+splt++=entirely
killed ^vprf+++xvbnx+=killed
all ^abn++++=all
boldness ^nns+nom+++=boldness
of ^in++++=of
thought ^nn+++xvbn+=thought
in ^in++++=in
her ^pp$+pp3+++=her
and ^cc++++=and
all ^rb++++=all
interest ^nn++++=interest
in ^in++++=in
anything ^pn++++=anything
outside ^jjb++++=outside
the ^ati++++=the
narrow ^jj+atrb+++=narrow
bounds ^nns++++=bounds
of ^in++++=of
this ^dt+dem+++=this
struggle ^nn++++=struggle.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
complained ^vbd+vpub++xvbnx+=complained
to ^in++++=to
me ^pp1o+pp1+++=me
of ^in++++=of
the ^ati++++=the
high ^jj+atrb+++=high
price ^nn++++=price
of ^in++++=of
meat ^nn++++=meat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
about ^in++++=about
the ^ati++++=the
impudence ^nn+nom+++=impudence
of ^in++++=of
the ^ati++++=the
cab ^nn++++=cab
drivers ^nns+nom+++=drivers;
; ^zz++++=EXTRAWORD
told ^j+++xvbn+=told
me ^pp1o+pp1+++=me
of ^in++++=of
some ^dti++++=some
people ^nns++++=people
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
money ^nn++++=money
in ^in++++=in
a ^at++++=a
lottery ^nn+nom+++=lottery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
envied ^vbd+++xvbn+=envied
the ^ati++++=the
happiness ^nns+nom+++=happiness
of ^in++++=of
rich ^jj+atrb+++=rich
people ^nns++++=people.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
our ^pp$+pp1+++=our
conversation ^nn+nom+++=conversation
Stepan ^np+++??+=Stepan
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
fixed ^vbd+++xvbn+=fixed
on ^rp++++=on
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
apparently ^rb++splt++=apparently
struck ^vpsv++by+xvbnx+=struck
by ^in++++=by
and ^cc++++=and
interested ^jj++++=interested
in ^in++++=in
my ^pp$+pp1+++=my
military ^jj+atrb+++=military
overcoat ^nn++++=overcoat.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
times ^nns++++=times
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
hand ^nn++++=hand
stealthily ^rb++++=stealthily
to ^in++++=to
touch ^nn++++=touch
the ^ati++++=the
shining ^jj+atrb++xvbg+=shining
buttons ^nns++++=buttons,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
drew ^vbd+++xvbn+=drew
it ^pp3+it+++=it
back ^jjb++++=back
each ^dt++++=each
time ^nn++++=time
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+vrb++=were
afraid ^jj+pred+++=afraid.
. ^zz++++=EXTRAWORD
" ^zz++++="'Is
' ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
possible ^jj++++=possible
your ^pp$+pp2+++=your
Stepan ^np+++??+=Stepan
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say
even ^rb++++=even
one ^cd1++++=one
word ^nn++++=word?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Alexandra
alexandra ^np++++=EXTRAWORD
Ivanovna ^np+++??+=Ivanovna
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
head ^jjb++++=head
sadly ^rb++++=sadly.
. ^zz++++=EXTRAWORD
" ^zz++++="'No,
' ^zz++++=EXTRAWORD
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+vrb++=has
a ^ap++++=a
few ^ap"++++=few
words ^nns++++=words
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
really ^rb+emph+++=really
words ^vb++++=words
just ^rb+emph+++=just
mutterings ^nns+++??+=mutterings.
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
calls ^vbz++++=calls
himself ^ppl+pp3+++=himself
Papan ^np+++??+=Papan;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
wants ^vbz++++=wants
something ^pn++++=something
to ^to++++=to
eat ^vbi++++=eat
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says
mnya ^nn+++??+=mnya;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
calls ^nns++++=calls
money ^nn++++=money
teki ^nn+++??+=teki.
. ^zz++++=EXTRAWORD
Stepan ^np+++??+=Stepan,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
to ^in++++=to
her ^pp$+pp3+++=her
son ^nn++++=son,
, ^zz++++=EXTRAWORD
' ^zz++++='where
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
teki ^nn+++??+=teki;
; ^zz++++=EXTRAWORD
show ^nn++++=show
us ^pp1o+pp1+++=us
your ^pp$+pp2+++=your
teki ^nn+++??+=teki.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Stepan
stepan ^jj++++=EXTRAWORD
jumped ^jj+++xvbn+=jumped
up ^rp++++=up
quickly ^rb++++=quickly
from ^in++++=from
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
into ^in++++=into
a ^at++++=a
dark ^jj+atrb+++=dark
corner ^npl++++=corner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
crouched ^vbd+++xvbn+=crouched
down ^rp++++=down
on ^in++++=on
his ^pp$+pp3+++=his
heels ^nns++++=heels.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
jingling ^nn++++=jingling
of ^in++++=of
some ^dti++++=some
copper ^nn++++=copper
coins ^nns++++=coins
and ^cc++++=and
the ^ati++++=the
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
saying ^vwbg+++xvbg+=saying
oorli ^nn+++??+=oorli,
, ^zz++++=EXTRAWORD
oorli ^nn+++??+=oorli,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+dem+++=this
time ^nn++++=time
in ^in++++=in
a ^at++++=a
growling ^nn+nom+++=growling,
, ^zz++++=EXTRAWORD
threatening ^jj+atrb+++=threatening
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
" ^zz++++="'He's
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
afraid ^jj++++=afraid,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
the ^ati++++=the
mother ^nn++++=mother;
; ^zz++++=EXTRAWORD
' ^zz++++='though
though ^cs+sub+++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
what ^wdt+who+whcl++=what
money ^nn++++=money
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
