This ^dt+pdem+++=THIS
So ^ql++++=So
we ^pp1a+pp1+++=we
made ^vbd+++xvbn+=made
ourselves ^ppls+pp1+++=ourselves
into ^in++++=into
a ^at++++=a
society ^nn++++=society
for ^in++++=for
asking ^xvbg+++xvbg+=asking
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
us ^pp1o+pp1+++=us
was ^vbd+bedz+aux++=was
to ^to++++=to
visit ^vbi++++=visit
a ^at++++=a
man ^nn++++=man-of-war;
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
war ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
another ^dt++++=another
was ^vbd+bedz+aux++=was
to ^to++++=to
hide ^vbi++++=hide
herself ^ppl+pp3+++=herself
in ^in++++=in
a ^at++++=a
scholar ^nn++++=scholar's
's ^$++++=EXTRAWORD
study ^nn++++=study;
; ^zz++++=EXTRAWORD
another ^dt++++=another
was ^vbd+bedz+aux++=was
to ^to++++=to
attend ^vbi++++=attend
a ^at++++=a
meeting ^jj+++xvbg+=meeting
of ^in++++=of
business ^nns+nom+++=business
men ^nns++++=men;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
all ^abn++++=all
were ^vbd+bed+aux++=were
to ^to++++=to
read ^vbn+vprv++xvbn+=read
books ^nns++++=books,
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
go ^vb++++=go
to ^in++++=to
concerts ^nns++++=concerts,
, ^zz++++=EXTRAWORD
keep ^vb++++=keep
our ^pp$+pp1+++=our
eyes ^nns++++=eyes
open ^jj++++=open
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ask ^vb++++=ask
questions ^nns+nom+++=questions
perpetually ^rb++++=perpetually.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
young ^jj++++=young.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
judge ^vb++++=judge
of ^in++++=of
our ^pp$+pp1+++=our
simplicity ^nn+nom+++=simplicity
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
that ^dt+dem+++=that
before ^cs+sub+++=before
parting ^vbg+++xvbg+=parting
that ^dt+dem+++=that
night ^nn++++=night
we ^pp1a+pp1+++=we
agreed ^vbd+vpub++xvbn+=agreed
that ^tht+vcmp+++=that
the ^ati++++=the
objects ^nns++++=objects
of ^in++++=of
life ^nn++++=life
were ^vbd+bed+aux++=were
to ^to++++=to
produce ^vbi++++=produce
good ^jj+atrb+++=good
people ^nns++++=people
and ^cc++++=and
good ^jj+atrb+++=good
books ^nns++++=books.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
questions ^nns+nom+++=questions
were ^vbd+bed+aux++=were
to ^to++++=to
be ^vbi+vbi+aux++=be
directed ^vpsv++agls+xvbnx+=directed
to ^to++++=to
finding ^vbi++++=finding
out ^rp+pl+++=out
how ^wrb+who+++=how
far ^rb+pl+++=far
these ^dt+dem+++=these
objects ^nns++++=objects
were ^vbd+bed+aux++=were
now ^rn+tm+splt++=now
attained ^vpsv++by+xvbnx+=attained
by ^in++++=by
men ^nns++++=men.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
vowed ^vbd+++xvbn+=vowed
solemnly ^rb++++=solemnly
that ^cs+sub+++=that
we ^pp1a+pp1+++=we
would ^md+prd+++=would
not ^xnot++not++=not
bear ^vb+vprv+++=bear
a ^at++++=a
single ^jj+atrb+++=single
child ^nn++++=child
until ^cs+sub+++=until
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
satisfied ^vpsv++agls+xvbnx+=satisfied.
. ^zz++++=EXTRAWORD
Off ^in+pl+++=Off
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
some ^dti++++=some
to ^in++++=to
the ^ati++++=the
British ^jj+atrb+++=British
Museum ^nn++++=Museum;
; ^zz++++=EXTRAWORD
others ^aps++++=others
to ^in++++=to
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
Navy ^nn++++=Navy;
; ^zz++++=EXTRAWORD
some ^dti++++=some
to ^in++++=to
Oxford ^np++++=Oxford;
; ^zz++++=EXTRAWORD
others ^aps++++=others
to ^in++++=to
Cambridge ^np++++=Cambridge;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
visited ^vbd+++xvbn+=visited
the ^ati++++=the
Royal ^jj+atrb+++=Royal
Academy ^nn++++=Academy
and ^cc++++=and
the ^ati++++=the
Tate ^np++++=Tate;
; ^zz++++=EXTRAWORD
heard ^jj+atrb++xvbn+=heard
modern ^jj+atrb+++=modern
music ^nn++++=music
in ^in++++=in
concert ^nn++++=concert
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
to ^in++++=to
the ^ati++++=the
Law ^nn++++=Law
courts ^nns++++=courts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
new ^jj+atrb+++=new
plays ^nns++++=plays.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
dined ^vbd+++xvbn+=dined
out ^rp+pl+++=out
without ^in++++=without
asking ^xvbg+++xvbg+=asking
her ^pp3o+pp3+++=her
partner ^nn++++=partner
certain ^jj+atrb+++=certain
questions ^nns+nom+++=questions
and ^cc++++=and
carefully ^rb++++=carefully
noting ^vbg+vprv++xvbg+=noting
his ^pp$+pp3+++=his
replies ^nns++++=replies.
. ^zz++++=EXTRAWORD
At ^rb++++=At
intervals ^nns+nom+++=intervals
we ^pp1a+pp1+++=we
met ^vbd+++xvbn+=met
together ^nn+nom+++=together
and ^cc++++=and
compared ^vbd+++xvbn+=compared
our ^pp$+pp1+++=our
observations ^nns+nom+++=observations.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
those ^dt+pdem+++=those
were ^vbd+bed+vrb++=were
merry ^jj+atrb+++=merry
meetings ^nns++++=meetings!
! ^zz++++=EXTRAWORD
Never ^rb++++=Never
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
laughed ^vbd+++xvbnx+=laughed
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
when ^wrb+who+++=when
Rose ^vbd+++xvbn+=Rose
read ^vbd+vprv+tht0+xvbn+=read
her ^pp$+pp3+++=her
notes ^vbz+vprv+++=notes
upon ^in++++=upon
" ^zz++++="Honour"
honour ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
described ^vbd+++xvbn+=described
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
dressed ^vprf+++xvbnx+=dressed
herself ^ppl+pp3+++=herself
as ^in++++=as
an ^at++++=an
thiopian ^jj+atrb+++=thiopian
Prince ^npt++++=Prince
and ^cc++++=and
gone ^vprf+++xvbn+=gone
aboad ^nn+++??+=aboad
one ^pn++++=one
of ^in++++=of
His ^pp$+pp3+++=His
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
ships ^nns++++=ships.
. ^zz++++=EXTRAWORD
Discovering ^vbg+vprv++xvbg+=Discovering
the ^ati++++=the
hoax ^nn++++=hoax,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Captain ^npt++++=Captain
visited ^vbd+++xvbn+=visited
her ^pp$+pp3+++=her
( ^zz++++=(now
now ^rn+tm+++=EXTRAWORD
disguised ^xvbn+++xvbn+=disguised
as ^ql++++=as
a ^at++++=a
private ^jj+atrb+++=private
gentleman ^nn+nom+++=gentleman)
) ^zz++++=EXTRAWORD
and ^cc++++=and
demanded ^vwbn+vsua++xvbn+=demanded
that ^tht+vcmp+++=that
honour ^nn++++=honour
should ^md+nec+++=should
be ^vb+be+aux++=be
satisfied ^vpsv++agls+xvbnx+=satisfied.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="How?"
how ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
bellowed ^vbd+++xvbnx+=bellowed.
. ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
the ^ati++++=the
cane ^nn++++=cane
of ^in+emph+++=of
course ^nn+emph"+++=course!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
beside ^in+pl+++=beside
himself ^ppl+pp3+++=himself
with ^in++++=with
rage ^nn++++=rage
and ^cc++++=and
expecting ^vbg+vprv++xvbg+=expecting
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
last ^rb++++=last
moment ^nn++++=moment
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
bent ^vbd+++xvbnx+=bent
over ^in++++=over
and ^cc++++=and
received ^vbd+++xvbn+=received,
, ^zz++++=EXTRAWORD
to ^in++++=to
her ^pp$+pp3+++=her
amazement ^nn+nom+++=amazement,
, ^zz++++=EXTRAWORD
six ^cd++++=six
light ^nn++++=light
taps ^vbz++++=taps
upon ^in++++=upon
the ^ati++++=the
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
honour ^nn++++=honour
of ^in++++=of
the ^ati++++=the
British ^jj+atrb+++=British
Navy ^nn++++=Navy
is ^vbz+bez+aux++=is
avenged ^vpsv++agls+xvbnx+=avenged!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
sweat ^nn++++=sweat
pouring ^vwbg+++xvbg+=pouring
down ^rp++++=down
his ^pp$+pp3+++=his
face ^nn++++=face
holding ^vwbg+vprv++xvbg+=holding
out ^rp+pl+++=out
a ^at++++=a
trembling ^jj+atrb++xvbg+=trembling
right ^jj+atrb+++=right
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Away!"
away ^rp+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
striking ^vbg+++xvbg+=striking
an ^at++++=an
attitude ^nn++++=attitude
and ^cc++++=and
imitating ^vbg+++xvbg+=imitating
the ^ati++++=the
ferocity ^nn+nom+++=ferocity
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
hounour ^nn+++??+=hounour
has ^vbz+hvz+vrb++=has
still ^rb++++=still
to ^to++++=to
be ^vbi+vbi+aux++=be
satisfied ^vpsv++agls+xvbnx+=satisfied!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Spoken
spoken ^vprf+++xvbn+=EXTRAWORD
like ^in++++=like
a ^at++++=a
gentleman ^nn+nom+++=gentleman!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^vpsv++agls+xvbn+=fell
into ^in+ppvb+++=into
profound ^jj+atrb+++=profound
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
six ^cd++++=six
strokes ^nns+++??+=strokes
avenge ^vb++++=avenge
the ^ati++++=the
honour ^nn++++=honour
of ^in++++=of
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
Navy ^nn++++=Navy,
, ^zz++++=EXTRAWORD
" ^zz++++="
he ^pp3a+pp3+++=he
mused ^vbd+++xvbnx+=mused,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+++=EXTRAWORD
many ^ap++++=many
avenge ^vb++++=avenge
the ^ati++++=the
honour ^nn++++=honour
of ^in++++=of
a ^at++++=a
private ^jj+atrb+++=private
gentleman ^nn+nom+++=gentleman?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
would ^md+prd+++=would
prefer ^vb+vprv+++=prefer
to ^to+vcmp+++=to
lay ^vbi++++=lay
the ^ati++++=the
case ^nn++++=case
before ^in++++=before
his ^pp$+pp3+++=his
brother ^nn++++=brother
officers ^nns+nom+++=officers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
replied ^vbd+vpub++xvbnx+=replied
haughtily ^rb++++=haughtily
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
wait ^vb++++=wait.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
praised ^vbd+++xvbnx+=praised
her ^pp$+pp3+++=her
sensibility ^nn+nom+++=sensibility.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
see ^vb+vprv+++=see,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
" ^zz++++="did
did ^vbd+dod+vrb++=EXTRAWORD
your ^pp$+pp2+++=your
father ^nn++++=father
keep ^vb++++=keep
a ^at++++=a
carriage ^nn+nom+++=carriage?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
a ^at++++=a
riding ^jj+atrb++xvbg+=riding
horse ^nn++++=horse?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
donkey ^nn++++=donkey,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
bethought ^vbd+++xvbnx+=bethought
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
" ^zz++++="which
which ^whp+who+++=EXTRAWORD
drew ^vbd+++xvbn+=drew
the ^ati++++=the
mowing ^jj+atrb++xvbg+=mowing
machine ^nn++++=machine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
his ^pp$+pp3+++=his
face ^nn++++=face
lighted ^vbd+++xvbn+=lighted.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
name ^nn++++=name"
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,
, ^zz++++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mention ^nn+nom+++=mention
your ^pp$+pp2+++=your
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
name ^nn++++=name!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shrieked ^vbd+++xvbnx+=shrieked,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling
like ^in++++=like
an ^at++++=an
aspen ^jj+++xvbn+=aspen
and ^cc+phrs+++=and
flushing ^jj+++xvbg+=flushing
to ^in++++=to
the ^ati++++=the
roots ^nns++++=roots
of ^in++++=of
his ^pp$+pp3+++=his
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
ten ^cd++++=ten
minutes ^nns++++=minutes
at ^rb++++=at
least ^rb"++++=least
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
could ^md+pos+++=could
induce ^vb++++=induce
him ^pp3o+pp3+++=him
to ^to++++=to
proceed ^vbi++++=proceed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
he ^pp3a+pp3+++=he
decreed ^vbd+++xvbnx+=decreed
that ^dt+dem+++=that
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
four ^cd++++=four
strokes ^nns+++??+=strokes
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
in ^in++++=in
the ^ati++++=the
small ^nn++++=small
of ^in++++=of
the ^ati++++=the
back ^nn++++=back
at ^in++++=at
a ^at++++=a
spot ^nn++++=spot
indicated ^vwbn+vprv++xvbn+=indicated
by ^in++++=by
himself ^ppl+pp3+++=himself
( ^zz++++=(the
the ^ati++++=EXTRAWORD
half ^abn++++=half
conceded ^jj+++xvbn+=conceded,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
recognition ^nn+nom+++=recognition
of ^in++++=of
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
her ^pp3o+pp3+++=her
great ^jj+atrb+++=great
grandmother ^nn+nom+++=grandmother's
's ^$++++=EXTRAWORD
uncle ^nn++++=uncle
was ^vbd+bedz+aux++=was
killed ^vpsv++agls+xvbnx+=killed
at ^rb++++=at
Trafalgar ^np+++??+=Trafalgar)
) ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
opinion ^nn++++=opinion
that ^tht+ncmp+++=that
her ^pp3o+pp3+++=her
honour ^nn++++=honour
would ^md+prd+++=would
be ^vb+be+vrb++=be
as ^ql++++=as
good ^jj++++=good
as ^ql++++=as
new ^np++++=new.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
retired ^vbd+++xvbnx+=retired
to ^in++++=to
a ^at++++=a
restaurant ^nn+nom+++=restaurant;
; ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
two ^cd++++=two
bottles ^nns++++=bottles
of ^in++++=of
wine ^nn++++=wine
for ^in++++=for
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
insisted ^vbd+vpub++xvbnx+=insisted
upon ^in++++=upon
paying ^xvbg+++xvbg+=paying;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
parted ^vpsv++agls+xvbn+=parted
with ^in+ppvb+++=with
protestations ^nns+nom+++=protestations
of ^in++++=of
eternal ^jj+atrb+++=eternal
friendship ^nn+nom+++=friendship.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
Fanny ^np++++=Fanny's
's ^$++++=EXTRAWORD
account ^nn++++=account
of ^in++++=of
her ^pp$+pp3+++=her
visit ^vb++++=visit
to ^in++++=to
the ^ati++++=the
Law ^nn++++=Law
Courts ^nns++++=Courts.
. ^zz++++=EXTRAWORD
At ^rb++++=At
her ^pp3o+pp3+++=her
first ^od++++=first
visit ^vb++++=visit
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
the ^ati++++=the
conclusion ^nn++++=conclusion
that ^tht+ncmp+++=that
the ^ati++++=the
Judges ^nns++++=Judges
were ^vbd+bed+aux++=were
either ^dtx++++=either
made ^vbd+++xvbn+=made
of ^in++++=of
wood ^nn++++=wood
or ^cc++++=or
were ^vbd+bed+aux++=were
impersonated ^vpsv++by+xvbnx+=impersonated
by ^in++++=by
large ^jj+atrb+++=large
animals ^nns+nom+++=animals
resembling ^vwbg+++xvbg+=resembling
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
trained ^vpsv++agls+xvbnx+=trained
to ^to++++=to
move ^vbi++++=move
with ^in++++=with
extreme ^jj+atrb+++=extreme
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
mumble ^nn++++=mumble
and ^cc++++=and
nod ^nn++++=nod
their ^pp$+pp3+++=their
heads ^nns++++=heads.
. ^zz++++=EXTRAWORD
To ^in++++=To
test ^nn++++=test
her ^pp$+pp3+++=her
theory ^nn++++=theory
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
liberated ^vprf+++xvbnx+=liberated
a ^at++++=a
handkerchief ^nn++++=handkerchief
of ^in++++=of
bluebottles ^nns+++??+=bluebottles
at ^rb++++=at
the ^ati++++=the
critical ^jj+atrb+++=critical
moment ^nn++++=moment
of ^in++++=of
a ^at++++=a
trial ^nn++++=trial,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
was ^vbd+bedz+vrb++=was
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
judge ^vbi++++=judge
whether ^cs+who+++=whether
the ^ati++++=the
creatures ^nns++++=creatures
gave ^vbd+++xvbn+=gave
signs ^nns++++=signs
of ^in++++=of
humanity ^nn+nom+++=humanity
for ^in++++=for
the ^ati++++=the
buzzing ^nn++++=buzzing
of ^in++++=of
the ^ati++++=the
flies ^nn++++=flies
induced ^vbd+++xvbn+=induced
so ^ql++++=so
sound ^vb++++=sound
a ^at++++=a
sleep ^nn++++=sleep
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
only ^rb+down+++=only
woke ^vbd+++xvbn+=woke
in ^in++++=in
time ^nn++++=time
to ^to++++=to
see ^vbi+vprv+tht0++=see
the ^ati++++=the
prisoners ^nns+nom+++=prisoners
led ^vbd+++xvbn+=led
into ^in++++=into
the ^ati++++=the
cells ^nns++++=cells
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
from ^in++++=from
the ^ati++++=the
evidence ^nn+nom+++=evidence
she ^pp3a+pp3+++=she
brought ^vbd+++xvbnx+=brought
we ^pp1a+pp1+++=we
voted ^vbd+++xvbn+=voted
that ^dt+dem+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
unfair ^jj+pred+++=unfair
to ^to++++=to
suppose ^vbi+vprv+++=suppose
that ^tht+vcmp+++=that
the ^ati++++=the
Judges ^nns++++=Judges
are ^vb+ber+vrb++=are
men ^nns++++=men.
. ^zz++++=EXTRAWORD
Helen ^np++++=Helen
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
Royal ^jj+atrb+++=Royal
Academy ^nn++++=Academy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
asked ^vbd+vsua++xvbn+=asked
to ^to+vcmp+++=to
deliver ^vbi++++=deliver
her ^pp$+pp3+++=her
report ^vb++++=report
upon ^in++++=upon
the ^ati++++=the
pictures ^nns++++=pictures
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
recite ^vbi++++=recite
from ^in++++=from
a ^at++++=a
pale ^nn++++=pale
blue ^jj+atrb+++=blue
volume ^nn++++=volume,
, ^zz++++=EXTRAWORD
" ^zz++++="O!
o ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
touch ^nn++++=touch
of ^in++++=of
a ^at++++=a
vanished ^jj+atrb++xvbn+=vanished
hand ^nn++++=hand
and ^cc++++=and
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
a ^at++++=a
voice ^nn++++=voice
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Home ^nr++++=Home
is ^vbz+bez+vrb++=is
the ^ati++++=the
hunter ^nn++++=hunter,
, ^zz++++=EXTRAWORD
home ^nr++++=home
from ^in++++=from
the ^ati++++=the
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
his ^pp$+pp3+++=his
bridle ^nn++++=bridle
reins ^nns++++=reins
a ^at++++=a
shake ^nn++++=shake.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
is ^vbz+bez+vrb++=is
sweet ^jj+pred+++=sweet,
, ^zz++++=EXTRAWORD
love ^nn++++=love
is ^vbz+bez+vrb++=is
brief ^jj+pred+++=brief.
. ^zz++++=EXTRAWORD
Spring ^vb++++=Spring,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fair ^nn++++=fair
spring ^vb++++=spring,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
year ^nn++++=year's
's ^vbz+bez+vrb++0=EXTRAWORD
pleasant ^jj+atrb+++=pleasant
King ^nn++++=King.
. ^zz++++=EXTRAWORD
O ^zz++++=O!
! ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
in ^in++++=in
England ^np++++=England
now ^rn+tm+++=now
that ^cs+sub+++=that
April ^np++++=April's
's ^$++++=EXTRAWORD
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
must ^md+nec+++=must
work ^vb++++=work
and ^cc++++=and
women ^nns++++=women
must ^md+nec+++=must
weep ^vb++++=weep.
. ^zz++++=EXTRAWORD
The ^ati++++=The
path ^nn++++=path
of ^in++++=of
duty ^nn++++=duty
is ^vbz+bez+vrb++=is
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
glory ^nn++++=glory"
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
listen ^vb++++=listen
to ^in++++=to
no ^ati++neg++=no
more ^rbr++++=more
of ^in++++=of
this ^dt+dem+++=this
gibberish ^jj++++=gibberish.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
no ^at++++=no
more ^rbr++++=more
poetry ^nn++++=poetry!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Daughters
daughters ^nns+nom+++=EXTRAWORD
of ^in++++=of
England ^np++++=England!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began,
