Two ^cd++++=Two
took ^vbd+++xvbnx+=took
the ^ati++++=the
fishing ^jj+++xvbg+=fishing-basket,
- ^zz++++=EXTRAWORD
basket ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
hung ^vbd+++xvbn+=hung
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
by ^in++++=by
a ^at++++=a
strap ^nn++++=strap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
opened ^vbd+++xvbn+=opened
it ^pp3+it+++=it
carefully ^rb++++=carefully;
; ^zz++++=EXTRAWORD
for ^in++++=for
good ^jj+atrb+++=good
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mullin ^np++++=Mullin
had ^vbd+hvd+aux++=had
packed ^vprf+++xvbnx+=packed
a ^at++++=a
nice ^jj+atrb+++=nice
lunch ^nn++++=lunch
of ^in++++=of
bread ^nn++++=bread
and ^cc++++=and
butter ^nn++++=butter,
, ^zz++++=EXTRAWORD
cake ^nn++++=cake
and ^cc++++=and
peaches ^nns++++=peaches,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
large ^jj+atrb+++=large
pickles ^nns+++??+=pickles
slipped ^vbd+++xvbn+=slipped
in ^in++++=in
on ^in++++=on
the ^ati++++=the
sly ^jj++++=sly
to ^to++++=to
please ^uh++++=please
the ^ati++++=the
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy's
's ^$++++=EXTRAWORD
face ^nn++++=face
grew ^vbd+++xvbn+=grew
very ^ql+amp+++=very
sober ^jj++++=sober
as ^ql++++=as
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
for ^in++++=for
all ^abn++++=all
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
was ^vbd+bedz+vrb++=was
a ^at++++=a
box ^nn++++=box
of ^in++++=of
worms ^nns++++=worms
for ^in++++=for
bait ^nn++++=bait
and ^cc++++=and
an ^at++++=an
old ^jj+atrb+++=old
jacket ^nn++++=jacket.
. ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
George ^np++++=George!
! ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
the ^ati++++=the
wrong ^jj+atrb+++=wrong
basket ^nn++++=basket.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
Mullin ^np+++??+=Mullin's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
gone ^vpsv++agls+xvbnx+=gone
off ^rb+phrv+++=off
with ^in+ppvb+++=with
our ^pp$+pp1+++=our
prog ^nn+++??+=prog.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Won't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
be ^vb+be+vrb++=be
mad ^jj+pred+++=mad?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
as ^in++++=as
mad ^jj++++=mad
as ^ql++++=as
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
look ^vb++++=look?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
always ^rb++++=always
in ^in++++=in
such ^abl++++=such
a ^at++++=a
hurry ^nn++++=hurry
to ^to++++=to
start ^vbi++++=start.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do
now ^rn+tm+++=now
without ^in++++=without
anything ^pn++++=anything
to ^to++++=to
eat ^vbi++++=eat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whined ^vbd+++xvbn+=whined
Billy ^np++++=Billy;
; ^zz++++=EXTRAWORD
for ^in++++=for
losing ^xvbg+++xvbg+=losing
his ^pp$+pp3+++=his
lunch ^nn++++=lunch
was ^vbd+bedz+vrb++=was
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
blow ^nn++++=blow
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
have ^md"++pmd"++=have
to ^md+nec+++=to
catch ^vb++++=catch
some ^dti++++=some
fish ^nn++++=fish
and ^cc++++=and
eat ^vb++++=eat
blackberries ^nns++++=blackberries.
. ^zz++++=EXTRAWORD
Which ^wdt+who+whq++=Which
will ^md+prd+++=will
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
cry ^nn++++=cry-baby?"
- ^zz++++=EXTRAWORD
baby ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
at ^in+ppvb+++=at
the ^ati++++=the
other ^ap++++=other
boy ^nn++++=boy's
's ^vbz+bez+vrb++0=EXTRAWORD
dismal ^jj+atrb+++=dismal
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
fish ^vb++++=fish;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
so ^ql+emph+++=so
tired ^jj+++xvbn+=tired
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
scratching ^nvbg+++xvbg+=scratching
round ^in++++=round
after ^in++++=after
berries ^nns++++=berries.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
love ^nn++++=love
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Billy ^np++++=Billy
began ^vbd+++xvbn+=began
to ^to++++=to
fix ^vbi++++=fix
his ^pp$+pp3+++=his
line ^nn++++=line
and ^cc++++=and
bait ^nn++++=bait
his ^pp$+pp3+++=his
hook ^nn++++=hook.
. ^zz++++=EXTRAWORD
" ^zz++++="Lucky
lucky ^jj++++=EXTRAWORD
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
the ^ati++++=the
worms ^nns++++=worms;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
eat ^vb++++=eat
them ^pp3o+pp3+++0='em
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
wait ^vb++++=wait
for ^in++++=for
fish ^nn++++=fish,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
bustling ^jj++++=bustling
about ^md"++pmd"++=about
to ^md+prd+++=to
empty ^vb++++=empty
the ^ati++++=the
basket ^nn++++=basket
and ^cc++++=and
pile ^nn++++=pile
up ^rp++++=up
their ^pp$+pp3+++=their
few ^ap++++=few
possessions ^nns++++=possessions
in ^in++++=in
a ^at++++=a
heap ^nn++++=heap.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
quiet ^jj+atrb+++=quiet
pool ^nn++++=pool
below ^rb++++=below
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
go ^vb++++=go
and ^cc++++=and
fish ^nns++++=fish
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
pick ^vb++++=pick
the ^ati++++=the
berries ^nns++++=berries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
how ^wrb+who+++=how
to ^to++++=to
get ^vbi++++=get
dinner ^nn++++=dinner
in ^in++++=in
the ^ati++++=the
woods ^nns++++=woods.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
camp ^nn++++=camp;
; ^zz++++=EXTRAWORD
so ^ql++++=so
fly ^vb++++=fly
round ^rb++++=round
and ^cc++++=and
do ^vb+do+vrb++=do
your ^pp$+pp2+++=your
best ^jjt++++=best."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Tommy ^np++++=Tommy
ran ^vbd+++xvbn+=ran
off ^rb+phrv+++=off
to ^in++++=to
a ^at++++=a
place ^nn++++=place
near ^in+pl+++=near
by ^in++++=by
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
berries ^nns++++=berries,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Billy ^np++++=Billy
found ^vbd+vprv++xvbn+=found
a ^at++++=a
comfortable ^jj+atrb+++=comfortable
nook ^nn++++=nook
by ^in++++=by
the ^ati++++=the
pool ^nn++++=pool,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
scowling ^vbg+nom++xvbg+=scowling
at ^in++++=at
the ^ati++++=the
water ^nn++++=water
so ^rb++++=so
crossly ^rb+cnj+++=crossly,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
wonder ^nn++++=wonder
any ^dti++++=any
trout ^nn++++=trout
came ^vbd+++xvbn+=came
to ^in++++=to
his ^pp$+pp3+++=his
hook ^nn++++=hook.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
fat ^nn++++=fat
worms ^nns++++=worms
tempted ^vwbn+++xvbn+=tempted
several ^ap++++=several
small ^jj+atrb+++=small
ones ^pn++++=ones,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
cheered ^vbd+++xvbnx+=cheered
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
prospect ^nn++++=prospect
of ^in++++=of
food ^nn++++=food.
. ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
whistled ^vbd+++xvbn+=whistled
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
picked ^vbd+++xvbnx+=picked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour
came ^vbd+++xvbn+=came
back ^jjb++++=back
with ^in++++=with
two ^cd++++=two
quarts ^nns+++??+=quarts
of ^in++++=of
nice ^jj+atrb+++=nice
berries ^nns++++=berries
and ^cc++++=and
an ^at++++=an
armful ^nn++++=armful
of ^in++++=of
dry ^jj+atrb+++=dry
sticks ^nns++++=sticks
for ^in++++=for
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
jolly ^jj+atrb+++=jolly
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
flames ^nns++++=flames
went ^vbd+++xvbn+=went
crackling ^nn+nom+++=crackling
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dry ^jj+atrb+++=dry
leaves ^nns++++=leaves
made ^vbd+++xvbn+=made
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
smell ^nn++++=smell.
. ^zz++++=EXTRAWORD
" ^zz++++="Got
got ^vbd+++xvbn+=EXTRAWORD
four ^cd++++=four,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
ever ^rb++++=ever
cook ^nn++++=cook
' ^zz++++='em;
em ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
no ^at++++=no
frying ^nn++++=frying-pan,"
- ^zz++++=EXTRAWORD
pan ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
grumbled ^vbd+++xvbn+=grumbled
Billy ^np++++=Billy,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
down ^rp++++=down
the ^ati++++=the
four ^cd++++=four
little ^ap++++=little
trout ^nns++++=trout,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
half ^abn++++=half
cleaned ^jj+++xvbn+=cleaned.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
any ^dti++++=any.
. ^zz++++=EXTRAWORD
Broil ^np+++??+=Broil
them ^pp3o+pp3+++0='em
on ^in++++=on
the ^ati++++=the
coals ^nns++++=coals,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
toast ^nn++++=toast
them ^pp3o+pp3+++0='em
on ^in++++=on
a ^at++++=a
forked ^jj+atrb+++=forked
stick ^nn++++=stick.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
how ^wrb+who+++=how,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
cheerful ^jj+atrb+++=cheerful
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
whittling ^vbg+nom++xvbg+=whittling
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
feeding ^nvbg+++xvbg+=feeding
his ^pp$+pp3+++=his
fire ^nn++++=fire
as ^ql++++=as
much ^ap++++=much
like ^in++++=like
a ^at++++=a
real ^jj+atrb+++=real
hunter ^nn++++=hunter
as ^ql++++=as
a ^at++++=a
small ^jj+atrb+++=small
boy ^nn++++=boy
could ^md+pos+++=could
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
he ^pp3a+pp3+++=he
worked ^vbd+++xvbnx+=worked,
, ^zz++++=EXTRAWORD
Billy ^np++++=Billy
ate ^vbd+++xvbn+=ate
berries ^nns++++=berries
and ^cc++++=and
sighed ^vpsv++agls+xvbn+=sighed
for ^in++++=for
bread ^nn++++=bread
and ^cc++++=and
butter ^nn++++=butter.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
after ^in++++=after
much ^ap++++=much
trouble ^nn++++=trouble,
, ^zz++++=EXTRAWORD
two ^cd++++=two
of ^in++++=of
the ^ati++++=the
trout ^nn++++=trout
were ^vbd+bed+vrb++=were
half ^abn++++=half
cooked ^jj+++xvbn+=cooked
and ^cc++++=and
eagerly ^rb++++=eagerly
eaten ^vpsv++by+xvbn+=eaten
by ^in++++=by
the ^ati++++=the
hungry ^jj+atrb+++=hungry
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
different ^jj++++=different
from ^in++++=from
the ^ati++++=the
nice ^jj+atrb+++=nice
brown ^jj+atrb+++=brown
ones ^cd1s++++=ones
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Mullin ^np++++=Mullin
gave ^vbd+++xvbn+=gave
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
for ^in++++=for
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
Tommy ^np++++=Tommy's
's ^$++++=EXTRAWORD
struggles ^nns++++=struggles
they ^pp3a+pp3+++=they
would ^md+prd+++=would
fall ^vb++++=fall
in ^in++++=in
the ^ati++++=the
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
salt ^jj++++=salt
to ^to++++=to
eat ^vbi++++=eat
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
last ^ap++++=last
were ^vbd+bed+aux++=were
toasted ^vpsv++agls+xvbnx+=toasted,
, ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
hunters ^nns+nom+++=hunters
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
hungry ^jj++++=hungry
they ^pp3a+pp3+++=they
could ^md+pos+++=could
have ^vb+hv+aux++=have
eaten ^vprf+++xvbnx+=eaten
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
a ^at++++=a
berry ^nn++++=berry
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
set ^vbd+++xvbnx+=set
the ^ati++++=the
trap ^nn++++=trap
down ^rp++++=down
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
hole ^nn++++=hole
among ^in++++=among
the ^ati++++=the
vines ^nns++++=vines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
wonder ^vb++++=wonder
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
a ^at++++=a
rabbit ^nn++++=rabbit
or ^cc++++=or
something ^pn++++=something,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
last ^jj+atrb+++=last
bone ^nn++++=bone
was ^vbd+bedz+vrb++=was
polished ^jj+pred+++=polished.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
go ^vb++++=go
and ^cc+phrs+++=and
catch ^vb++++=catch
some ^dti++++=some
more ^ql++++=more
fish ^nns++++=fish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
see ^vb+vprv+++=see
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
caught ^vprf+++xvbnx+=caught
any ^dti++++=any
old ^jj+atrb+++=old
chap ^nn++++=chap
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
home ^nr++++=home
to ^in++++=to
dinner ^nn++++=dinner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Off ^in+pl+++=Off
ran ^vbd+++xvbn+=ran
Tommy ^np++++=Tommy;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
boy ^nn++++=boy
went ^vbd+++xvbn+=went
slowly ^rb++++=slowly
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
brook ^nn++++=brook,
, ^zz++++=EXTRAWORD
wishing ^vbg+++xvbg+=wishing
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
might ^md+pos+++=might
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
at ^rb++++=at
home ^nr++++=home
eating ^vwbg+++xvbg+=eating
sweet ^jj+atrb+++=sweet
corn ^nn++++=corn
and ^cc++++=and
berry ^nn++++=berry
pie ^nn++++=pie.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trout ^nns++++=trout
had ^vb+hv+aux++=had
evidently ^rb++splt++=evidently
gone ^vprf+++xvbnx+=gone
to ^in++++=to
their ^pp$+pp3+++=their
dinners ^nns+nom+++=dinners,
, ^zz++++=EXTRAWORD
for ^in++++=for
not ^xnot++not++=not
one ^cd1++++=one
bite ^nn++++=bite
did ^vbd+dod+vrb++=did
poor ^jj+atrb+++=poor
Billy ^np++++=Billy
get ^vb++++=get;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
falling ^nvbg+++xvbg+=falling
asleep ^jj++++=asleep
when ^wrb+who+++=when
a ^at++++=a
loud ^nn++++=loud
shout ^vb++++=shout
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
such ^abl++++=such
a ^at++++=a
fright ^nn++++=fright
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
tumbled ^vbd+++xvbnx+=tumbled
into ^in++++=into
the ^ati++++=the
brook ^nn++++=brook
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
and ^cc+phrs+++=and
see ^vb+vprv+++=see!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
bouncer ^jjr++++=bouncer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
berry ^nn++++=berry
bushes ^nns++++=bushes
some ^dti++++=some
way ^nn++++=way
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
scrambled ^vbd+++xvbn+=scrambled
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
his ^pp$+pp3+++=his
wet ^jj+atrb+++=wet
boots ^nns++++=boots
would ^md+prd+++=would
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
to ^to++++=to
see ^vbi+vprv+++=see
what ^wdt+who+whcl++=what
the ^ati++++=the
prize ^nn++++=prize
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv++xvbnx+=found
Tommy ^np++++=Tommy
dancing ^vwbg+++xvbg+=dancing
wildly ^rb++++=wildly
round ^in++++=round
a ^at++++=a
fat ^nn++++=fat
gray ^np++++=gray
animal ^nn++++=animal,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
fighting ^vbg+++xvbgx+=fighting
to ^to++++=to
get ^vbi++++=get
his ^pp$+pp3+++=his
paws ^nns+++??+=paws
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
trap ^nn++++=trap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
making ^vbg+++xvbg+=making
a ^at++++=a
queer ^jj+atrb+++=queer
noise ^nn++++=noise
as ^ql++++=as
he ^pp3a+pp3+++=he
struggled ^vbd+++xvbnx+=struggled
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Billy ^np++++=Billy,
, ^zz++++=EXTRAWORD
getting ^vbg+++xvbg+=getting
behind ^in+pl+++=behind
a ^at++++=a
tree ^nn++++=tree
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
thing ^nn++++=thing
looked ^vbd+++xvbn+=looked
fierce ^jj++++=fierce,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
timid ^jj++++=timid.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
raccoon ^nn+++??+=raccoon,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
big ^jj+atrb+++=big
woodchuck ^nn+++??+=woodchuck.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Won't
n't ^xnot++not++0=EXTRAWORD
his ^pp$+pp3+++=his
fur ^nn++++=fur
make ^vb++++=make
a ^at++++=a
fine ^jj+atrb+++=fine
cap ^nn++++=cap?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
the ^ati++++=the
other ^ap++++=other
fellows ^nns++++=fellows
will ^md+prd+++=will
wish ^vb+vprv+tht0++=wish
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
with ^in++++=with
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
prancing ^jj++++=prancing
to ^to++++=to
and ^cc++++=and
fro ^rb+cnj+++=fro,
, ^zz++++=EXTRAWORD
without ^in++++=without
the ^ati++++=the
least ^rbt++++=least
idea ^nn++++=idea
what ^wdt+who+++=what
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
the ^ati++++=the
creature ^nn++++=creature.
. ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
bite ^vb++++=bite.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
run ^vb+++xvbn+=run
away ^rp+pl+++=away
and ^cc++++=and
wait ^vb++++=wait
till ^cs+sub+++=till
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
dead ^jj++++=dead,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy.
. ^zz++++=EXTRAWORD
" ^zz++++="Wish
wish ^vb+vprv+tht0++=EXTRAWORD
he ^pp3a+pp3+++0=he'd
