We ^pp1a+pp1+++=We
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
expect ^vb+vprv+++=expect
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
said ^vbd+vpub+tht0+xvbn+=said
nothing ^pn++++=nothing
to ^in++++=to
me ^pp1o+pp1+++=me
against ^in++++=against
Henry ^np++++=Henry,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Hanley ^np+++??+=Hanley
Turner ^np++++=Turner
and ^cc++++=and
Tom ^np++++=Tom
Tumberton ^np++++=Tumberton's
's ^$++++=EXTRAWORD
fathers ^nns+nom+++=fathers
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
their ^pp$+pp3+++=their
boys ^nns++++=boys
that ^tht+rel+obj++=that
money ^nn++++=money
so ^ql++++=so
come ^vb++++=come
by ^in++++=by
is ^vbz+bez+vrb++=is
no ^at++++=no
good ^jj++++=good
and ^cc++++=and
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
their ^pp$+pp3+++=their
boys ^nns++++=boys
brought ^vbd+++xvbn+=brought
up ^rb+phrv+++=up
to ^to++++=to
hear ^vbi+vprv+++=hear
gamblers ^nns+nom+++=gamblers'
' ^zz++++=EXTRAWORD
talk ^nn++++=talk
and ^cc++++=and
be ^vb+be+aux++=be
thinking ^vbg+++xvbgx+=thinking
about ^in++++=about
such ^abl++++=such
things ^nns++++=things
and ^cc++++=and
maybe ^rb+hdg+++=maybe
embrace ^vb++++=embrace
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right
and ^cc++++=and
I ^pp1a+pp1+++=I
guess ^vb++++=guess
the ^ati++++=the
men ^nns++++=men
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
talking ^vbg+++xvbgx+=talking
about ^rb+cnj+++=about,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
to ^to+vcmp+++=to
do ^vbi++++=do
with ^in++++=with
Henry ^np++++=Henry
or ^cc++++=or
with ^in++++=with
horses ^nns++++=horses
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
writing ^vbg+++xvbgx+=writing
this ^dt+dem+++=this
story ^nn++++=story
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
puzzled ^vpsv++agls+xvbnx+=puzzled.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
getting ^vbg+++xvbgx+=getting
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
want ^vb++++=want
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
straight ^jj++++=straight
and ^cc++++=and
be ^vb+be+vrb++=be
O ^zz++++=O.
. ^zz++++=EXTRAWORD
K ^zz++++=K.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
something ^pn++++=something
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
at ^in++++=at
the ^ati++++=the
race ^nn++++=race
meeting ^vwbg+++xvbg+=meeting
at ^rb++++=at
the ^ati++++=the
eastern ^jj+atrb+++=eastern
track ^nn++++=track
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
figure ^nn++++=figure
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
crazy ^jj+pred+++=crazy
about ^in++++=about
thoroughbred ^vbd+++xvbn+=thoroughbred
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
that ^dt+dem+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
ten ^cd++++=ten
years ^nns++++=years
old ^jj++++=old
and ^cc++++=and
saw ^vbd+vprv+tht0+xvbn+=saw
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
to ^to++++=to
be ^vbi++vrb++=be
big ^jj+pred+++=big
and ^cc++++=and
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
rider ^nn++++=rider
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql++++=so
sorry ^uh++++=sorry
I ^pp1a+pp1+++=I
nearly ^rb+down+++=nearly
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry
Hellinfinger ^np+nom++??+=Hellinfinger
in ^in++++=in
Beckersville ^np+++??+=Beckersville,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
father ^nn++++=father
is ^vbz+bez+vrb++=is
Postmaster ^np+nom++??+=Postmaster,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
grown ^vpsv++agls+xvbnx+=grown
up ^rp++++=up
and ^cc+phrs+++=and
too ^rb++++=too
lazy ^jj++++=lazy
to ^in++++=to
work ^nn++++=work,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
likes ^nns++++=likes
to ^to++++=to
stand ^vbi++++=stand
around ^rp++++=around
in ^in++++=in
the ^ati++++=the
street ^nn++++=street
and ^cc++++=and
get ^vb++++=get
up ^rp++++=up
jokes ^nns++++=jokes
on ^in++++=on
boys ^nns++++=boys
like ^in++++=like
sending ^xvbg+++xvbg+=sending
them ^pp3o+pp3+++=them
to ^in++++=to
a ^at++++=a
hardware ^nn++++=hardware
store ^nn++++=store
for ^in++++=for
a ^at++++=a
gimlet ^nn++++=gimlet
to ^to++++=to
bore ^vbi++++=bore
square ^jj+atrb+++=square
holes ^nns++++=holes
and ^cc++++=and
other ^ap++++=other
jokes ^nns++++=jokes
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
played ^vbd+++xvbnx+=played
one ^pn++++=one
on ^in++++=on
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
that ^dt+dem+++=that
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
would ^md+prd+++=would
eat ^vb++++=eat
a ^at++++=a
half ^nn++++=half
a ^at++++=a
cigar ^nn++++=cigar
I ^pp1a+pp1+++=I
would ^md+prd+++=would
be ^vb+be+vrb++=be
stunted ^jj+pred+++=stunted
and ^cc++++=and
not ^xnot++not++=not
grow ^vb++++=grow
any ^dti++++=any
more ^rbr++++=more
and ^cc+phrs+++=and
maybe ^rb+hdg+++=maybe
could ^md+pos+++=could
be ^vb+be+vrb++=be
a ^at++++=a
rider ^nn++++=rider.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
father ^nn++++=father
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
looking ^jj+++xvbg+=looking
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
a ^at++++=a
cigar ^nn++++=cigar
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
and ^cc++++=and
gagged ^vprf+++xvbn+=gagged
it ^pp3+it+++=it
down ^in++++=down
some ^dti++++=some
way ^nn++++=way.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
awful ^jj++++=awful
sick ^jj++++=sick
and ^cc++++=and
the ^ati++++=the
doctor ^nn++++=doctor
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
sent ^vwbn+++xvbn+=sent
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did
no ^at++++=no
good ^nn++++=good.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
kept ^vbd+++xvbnx+=kept
right ^jj++++=right
on ^in++++=on
growing ^nn++++=growing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
and ^cc+cls+++=and
why ^wrb+who+++=why
most ^ql+emph+++=most
fathers ^nns+nom+++=fathers
would ^md+prd+++=would
have ^vb+hv+aux++=have
whipped ^vprf+++xvbnx+=whipped
me ^pp1o+pp1+++=me
but ^cc++++=but
mine ^pp$$++++=mine
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
stunted ^jj++++=stunted
and ^cc++++=and
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
die ^vb++++=die.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
serves ^vbz++++=serves
Harry ^np++++=Harry
Hellinfinger ^np+nom++??+=Hellinfinger
right ^nn++++=right.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
up ^rp++++=up
my ^pp$+pp1+++=my
mind ^nn++++=mind
I ^pp1a+pp1+++=I
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
stable ^jj+atrb+++=stable
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^md"++pmd"++=had
to ^md+nec+++=to
give ^vb++++=give
that ^dt+dem+++=that
up ^rp++++=up
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Mostly ^rb++++=Mostly
niggers ^nns+nom+++=niggers
do ^vb+do+vrb++=do
that ^dt+dem+++=that
work ^nn++++=work
and ^cc++++=and
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
father ^nn++++=father
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
go ^vb++++=go
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
No ^at++++=No
use ^nn++++=use
to ^to++++=to
ask ^vbi++++=ask
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
crazy ^jj++++=crazy
about ^in++++=about
thoroughbreds ^nns+++??+=thoroughbreds
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
because ^cs+cos+++=because
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
around ^rp++++=around
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
much ^ap++++=much
and ^cc++++=and
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
any ^dti++++=any
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They're
're ^vb+ber+vrb++0=EXTRAWORD
beautiful ^jj+pred+++=beautiful.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
anything ^pn++++=anything
so ^rb+emph+++=so
lovely ^jj++++=lovely
and ^cc+phrs+++=and
clean ^jj++++=clean
and ^cc+phrs+++=and
full ^jj++++=full
of ^in++++=of
spunk ^nn+++??+=spunk
and ^cc++++=and
honest ^jj++++=honest
and ^cc++++=and
everything ^pn++++=everything
as ^ql++++=as
some ^dti++++=some
race ^nn++++=race
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
big ^jj+atrb+++=big
horse ^nn++++=horse
farms ^nns++++=farms
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
all ^abn++++=all
around ^rp++++=around
our ^pp$+pp1+++=our
town ^nn++++=town
Beckersville ^np+++??+=Beckersville
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
tracks ^nns++++=tracks
and ^cc++++=and
the ^ati++++=the
horses ^nns++++=horses
run ^vbd+++xvbn+=run
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
than ^in++++=than
a ^at++++=a
thousand ^cd++++=thousand
times ^nns++++=times
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
out ^rb+phrv+++=out
of ^in++++=of
bed ^nn++++=bed
before ^cs+sub+++=before
daylight ^nn++++=daylight
and ^cc++++=and
walked ^vbd+++xvbn+=walked
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
miles ^nns++++=miles
to ^in++++=to
the ^ati++++=the
tracks ^nns++++=tracks.
. ^zz++++=EXTRAWORD
Mother ^nn++++=Mother
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
of ^in++++=of
let ^vbd+++xvbn+=let
me ^pp1o+pp1+++=me
go ^vb++++=go
but ^cc++++=but
father ^nn++++=father
always ^rb++++=always
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
him ^pp3o+pp3+++=him
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
some ^dti++++=some
bread ^nn++++=bread
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
bread ^nn++++=bread
box ^nn++++=box
and ^cc++++=and
some ^dti++++=some
butter ^nn++++=butter
and ^cc++++=and
jam ^nn++++=jam,
, ^zz++++=EXTRAWORD
gobbled ^vprf+++xvbn+=gobbled
it ^pp3+it+++=it
and ^cc++++=and
lit ^rb+++xvbn+=lit
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
tracks ^nns++++=tracks
you ^pp2+pp2+++=you
sit ^vb++++=sit
on ^in++++=on
the ^ati++++=the
fence ^nn++++=fence
with ^in++++=with
men ^nns++++=men,
, ^zz++++=EXTRAWORD
whites ^nns++++=whites
and ^cc++++=and
niggers ^nns+nom+++=niggers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
chew ^vb++++=chew
tobacco ^nn++++=tobacco
and ^cc++++=and
talk ^nn++++=talk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
colts ^nns++++=colts
are ^vb+ber+aux++=are
brought ^vpsv++agls+xvbnx+=brought
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
early ^jj++++=early
and ^cc++++=and
the ^ati++++=the
grass ^nn++++=grass
is ^vbz+bez+aux++=is
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
shiny ^jj+atrb+++=shiny
dew ^nn++++=dew
and ^cc++++=and
in ^in++++=in
another ^dt++++=another
field ^nn++++=field
a ^at++++=a
man ^nn++++=man
is ^vbz+bez+aux++=is
plowing ^vbg+++xvbgx+=plowing
and ^cc++++=and
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
frying ^nn++++=frying
things ^nns++++=things
in ^in++++=in
a ^at++++=a
shed ^jj+++xvbn+=shed
where ^wrb+who+++=where
the ^ati++++=the
track ^nn++++=track
niggers ^nns+nom+++=niggers
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
a ^at++++=a
nigger ^nn++++=nigger
can ^md+pos+++=can
giggle ^vb++++=giggle
and ^cc++++=and
laugh ^nn++++=laugh
and ^cc++++=and
say ^vb+vpub+++=say
things ^nns++++=things
that ^tht+rel+subj++=that
make ^vb++++=make
you ^pp2+pp2+++=you
laugh ^vb++++=laugh.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
man ^nn++++=man
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it
and ^cc++++=and
some ^dti++++=some
niggers ^nns+nom+++=niggers
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
but ^cc++++=but
a ^at++++=a
track ^nn++++=track
nigger ^nn++++=nigger
can ^md+pos+++=can
every ^at++++=every
time ^nn++++=time.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb++++=so
the ^ati++++=the
colts ^nns++++=colts
are ^vb+ber+aux++=are
brought ^vpsv++agls+xvbnx+=brought
out ^rb+phrv+++=out
and ^cc++++=and
some ^dti++++=some
are ^vb+ber+aux++=are
just ^rb+emph+splt++=just
galloped ^vpsv++by+xvbnx+=galloped
by ^in++++=by
stable ^jj+atrb+++=stable
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
almost ^rb+hdg+++=almost
every ^at++++=every
morning ^nn++++=morning
on ^in++++=on
a ^at++++=a
big ^nn++++=big
track ^vb++++=track
owned ^vpsv++by+xvbn+=owned
by ^in++++=by
a ^at++++=a
rich ^jj+atrb+++=rich
man ^nn++++=man
who ^whp+rel+subj++=who
lives ^vbz++++=lives
maybe ^rb+hdg+++=maybe
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
always ^rb+cnj+++=always,
, ^zz++++=EXTRAWORD
nearly ^rb+down+++=nearly
every ^at++++=every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
colts ^nns++++=colts
and ^cc++++=and
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
race ^nn++++=race
horses ^nns++++=horses
and ^cc++++=and
geldings ^nns+++??+=geldings
and ^cc++++=and
mares ^nns++++=mares
that ^tht+rel+subj++=that
are ^vb+ber+aux++=are
cut ^vpsv++agls+xvbnx+=cut
loose ^jj++++=loose.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
brings ^vbz++++=brings
a ^at++++=a
lump ^nn++++=lump
up ^rp++++=up
into ^in++++=into
my ^pp$+pp1+++=my
throat ^nn++++=throat
when ^wrb+who+++=when
a ^at++++=a
horse ^nn++++=horse
runs ^vbz++++=runs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^jj++++=mean
all ^abn++++=all
horses ^nns++++=horses
but ^cc++++=but
some ^dti++++=some.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
pick ^vb++++=pick
them ^pp3o+pp3+++=them
nearly ^rb+down+++=nearly
every ^at++++=every
time ^nn++++=time.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
blood ^nn++++=blood
like ^in++++=like
in ^in++++=in
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
race ^nn++++=race
track ^nn++++=track
niggers ^nns+nom+++=niggers
and ^cc++++=and
trainers ^nns+nom+++=trainers.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
just ^rb+emph+++=just
go ^vb++++=go
slop ^nn++++=slop-jogging
- ^zz++++=EXTRAWORD
jogging ^jj+++xvbg+=EXTRAWORD
along ^in++++=along
with ^in"++++=with
a ^rb++++=a
little ^rb"++++=little
nigger ^nn++++=nigger
on ^in++++=on
their ^pp$+pp3+++=their
backs ^nns++++=backs
I ^pp1a+pp1+++=I
can ^md+pos+++=can
tell ^vb++++=tell
a ^at++++=a
winner ^nn++++=winner.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
my ^pp$+pp1+++=my
throat ^nn++++=throat
hurts ^nns++++=hurts
and ^cc++++=and
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
hard ^jj++++=hard
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
swallow ^vbi++++=swallow,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
run ^vb+++xvbn+=run
like ^in++++=like
Sam ^nn++++=Sam
Hill ^np++++=Hill
when ^wrb+who+++=when
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
him ^pp3o+pp3+++=him
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
win ^vb++++=win
every ^at++++=every
time ^nn++++=time
it ^pp3+it+++=it'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
wonder ^nn++++=wonder
and ^cc+cls+++=and
because ^cs+cos+++=because
they ^pp3a+pp3+++=they've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
pocket ^nn++++=pocket
behind ^rp+pl+++=behind
another ^ppls++++=another
or ^cc++++=or
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
pulled ^vpsv++agls+xvbnx+=pulled
or ^cc+phrs+++=or
got ^vpsv++agls+xvbn+=got
off ^rb+phrv+++=off
bad ^nn++++=bad
at ^in++++=at
the ^ati++++=the
post ^nn++++=post
or ^cc++++=or
something ^pn++++=something.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
gambler ^nn++++=gambler
like ^in++++=like
Henry ^np++++=Henry
Rieback ^np++++=Rieback's
's ^$++++=EXTRAWORD
father ^nn++++=father
I ^pp1a+pp1+++=I
could ^md+pos+++=could
get ^vb++++=get
rich ^jj++++=rich.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
could ^md+pos+++=could
and ^cc++++=and
Henry ^np++++=Henry
says ^vbz+vpub+++=says
so ^ql++++=so
too ^ql++++=too.
. ^zz++++=EXTRAWORD
All ^abn++++=All
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
do ^vb++++=do
is ^vbz+bez+aux++=is
to ^to++++=to
wait ^vbi++++=wait
' ^zz++++='til
til ^nn+++??+=EXTRAWORD
that ^tht+rel+subj++=that
hurt ^vbd+++xvbn+=hurt
comes ^vbz++++=comes
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
a ^at++++=a
horse ^nn++++=horse
and ^cc++++=and
then ^rn+tm+++=then
bet ^vb+vpub++xvbn+=bet
every ^at++++=every
cent ^nnu"++++=cent.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
would ^md+prd+++=would
do ^vb+do+vrb++=do
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
gambler ^nn++++=gambler,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
tracks ^nns++++=tracks
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning--not
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
the ^ati++++=the
race ^nn++++=race
tracks ^nns++++=tracks
but ^cc++++=but
the ^ati++++=the
training ^nn++++=training
tracks ^nns++++=tracks
around ^rp++++=around
Beckersville ^np+++??+=Beckersville--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
a ^at++++=a
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
kind ^nn++++=kind
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
talking ^vbg+++xvbgx+=talking
about ^rb+cnj+++=about,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
nice ^jj++++=nice
anyway ^rb++++=anyway.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
thoroughbred ^jj+++xvbn+=thoroughbred,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
sired ^vpsv++agls+xvbnx+=sired
right ^jj++++=right
and ^cc++++=and
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
good ^jj+atrb+++=good
mare ^nn++++=mare
and ^cc++++=and
trained ^vpsv++by+xvbn+=trained
by ^in++++=by
a ^at++++=a
man ^nn++++=man
that ^tht+rel+subj++=that
