As ^ql++++=As
take ^vb++++=take
about ^in++++=about
most ^ql+emph+++=most
insignificant ^jj+atrb+++=insignificant
things ^nns++++=things!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
miserable ^jj+atrb+++=miserable
worm ^nn++++=worm
of ^in++++=of
small ^jj+atrb+++=small
commonplace ^jj+atrb+++=commonplace
evils ^nns++++=evils
had ^vb+hv+vrb++=had
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
power ^nn++++=power
over ^rp++++=over
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
might ^md+pos+++=might
easily ^rb++splt++=easily
crush ^vb++++=crush
the ^ati++++=the
great ^jj+atrb+++=great
horrible ^jj+atrb+++=horrible
serpent ^nn++++=serpent
of ^in++++=of
our ^pp$+pp1+++=our
serious ^jj+atrb+++=serious
misfortunes ^nns++++=misfortunes!
! ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
gone ^vpsv++agls+xvbnx+=gone!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Isaiah ^np++++=Isaiah.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
see ^vb+vprv+++=see
horses ^nns++++=horses
standing ^vwbg+++xvbg+=standing
near ^in+pl+++=near
the ^ati++++=the
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
people ^nns++++=people
with ^in++++=with
them ^pp3o+pp3+++=them!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Isaiah ^np++++=Isaiah
spat ^vbd+++xvbn+=spat
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
with ^in++++=with
a ^at++++=a
gesture ^nn++++=gesture
of ^in++++=of
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
means ^vbz++++=means
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
chance ^nn++++=chance
of ^in++++=of
getting ^nn++++=getting
across ^in+strn+++=across?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
manage ^vb++++=manage
to ^to+vcmp+++=to
get ^vbi++++=get
over ^in+ppvb+++=over
somehow ^rb++++=somehow!
! ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
get ^vb++++=get
over ^in+ppvb+++=over,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
ice ^nn++++=ice
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone
down ^rp++++=down
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
we ^pp1a+pp1+++=we
to ^to++++=to
do ^vbi++++=do
till ^cs+sub+++=till
then ^rn+tm+++=then?
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
question ^nn+nom+++=question
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
hungry ^jj+pred+++=hungry
already ^rb++++=already;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
too ^ql++++=too
hungry ^jj++++=hungry
for ^in++++=for
words ^nns++++=words!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
you ^pp2+pp2+++=you
we ^pp1a+pp1+++=we
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
have ^vbi+vbi+aux++=have
had ^vb+hv+vrb++=had
something ^pn++++=something
to ^to++++=to
eat ^vbi++++=eat.
. ^zz++++=EXTRAWORD
' ^zz++++='No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
drive ^nn++++=drive
on ^in+strn+++=on!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
driven ^vprf+++xvbnx+=driven
on ^in+strn+++=on!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
as ^ql++++=as
hungry ^jj++++=hungry
as ^ql++++=as
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are!
! ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
bring ^vb++++=bring
something ^pn++++=something
with ^in++++=with
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
forgotten ^vprf+++xvbnx+=forgotten
to ^to+vcmp+++=to
bring ^vbi++++=bring
something ^pn++++=something?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Isaiah ^np++++=Isaiah
crossly ^rb++++=crossly.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
ahead ^rb+pl+++=ahead
over ^in++++=over
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
caught ^vbd+++xvbnx+=caught
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
landau ^nn+++??+=landau,
, ^zz++++=EXTRAWORD
drawn ^xvbn+++xvbn+=drawn
by ^in++++=by
a ^at++++=a
troika ^nn++++=troika,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
wicker ^nn++++=wicker
char ^nn++++=char-a-banc
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
banc ^nn+++??+=EXTRAWORD
with ^in++++=with
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horses ^nns++++=horses'
' ^zz++++=EXTRAWORD
heads ^nns++++=heads
were ^vbd+bed+aux++=were
turned ^vpsv++agls+xvbnx+=turned
towards ^in++++=towards
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
people ^nns++++=people
were ^vbd+bed+aux++=were
standing ^vbg+++xvbgx+=standing
near ^rb++++=near
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
one ^pn++++=one,
, ^zz++++=EXTRAWORD
a ^at++++=a
tall ^jj+atrb+++=tall
Russian ^jj+atrb+++=Russian
functionary ^nn+nom+++=functionary
with ^in++++=with
a ^at++++=a
red ^jj+atrb+++=red
moustache ^nn++++=moustache,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
cap ^nn++++=cap
with ^in++++=with
a ^at++++=a
scarlet ^jj+atrb+++=scarlet
band ^nn++++=band,
, ^zz++++=EXTRAWORD
the ^ati++++=the
badge ^nn++++=badge
of ^in++++=of
Russian ^jj+atrb+++=Russian
nobility ^nn+nom+++=nobility.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
man ^nn++++=man
wore ^vbd+++xvbn+=wore
a ^at++++=a
long ^jj+atrb+++=long
fur ^nn++++=fur
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
our ^pp$+pp1+++=our
district ^nn++++=district
judge ^nn++++=judge,
, ^zz++++=EXTRAWORD
Soutchoff ^np+++??+=Soutchoff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
miller ^nn++++=miller
Mamaieff ^np+++??+=Mamaieff,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
muttered ^vbd+++xvbn+=muttered
Isaiah ^np++++=Isaiah,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
tone ^nn++++=tone
that ^tht+rel+++=that
denoted ^jj+atrb++xvbn+=denoted
respect ^nn++++=respect.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
addressing ^vbg+++xvbg+=addressing
the ^ati++++=the
pony ^nn++++=pony,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted,
, ^zz++++=EXTRAWORD
" ^zz++++="Whoa,
whoa ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
benefactor ^nn++++=benefactor!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
pushing ^nvbg+++xvbg+=pushing
his ^pp$+pp3+++=his
hat ^nn++++=hat
to ^in++++=to
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
to ^in++++=to
the ^ati++++=the
fat ^nn++++=fat
coachman ^nn+nom+++=coachman
standing ^vwbg+++xvbg+=standing
near ^in+pl+++=near
the ^ati++++=the
troika ^nn++++=troika,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remarked ^vbd+vpub++xvbn+=remarked,
, ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
too ^ql++++=too
late ^jj++++=late,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems;
; ^zz++++=EXTRAWORD
eh ^uh++++=eh?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
coachman ^nn+nom+++=coachman
glanced ^vbd+++xvbn+=glanced
with ^in++++=with
a ^at++++=a
sulky ^nn++++=sulky
look ^vb++++=look
at ^rb++++=at
Isaiah ^np++++=Isaiah's
's ^$++++=EXTRAWORD
egg ^nn++++=egg-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+++xvbn+=EXTRAWORD
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
away ^rb+phrv+++=away
without ^in++++=without
deigning ^xvbg+++xvbg+=deigning
to ^in++++=to
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
behindhand ^rb+cnj+++=behindhand,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
miller ^nn++++=miller,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
short ^jj++++=short,
, ^zz++++=EXTRAWORD
thick ^jj++++=thick-set
- ^zz++++=EXTRAWORD
set ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
very ^ql+amp+++=very
red ^jj+atrb+++=red
face ^nn++++=face
and ^cc++++=and
cunning ^nn++++=cunning,
, ^zz++++=EXTRAWORD
smiling ^jj+atrb++xvbg+=smiling
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
district ^nn++++=district
judge ^nn++++=judge
scanned ^vbd+++xvbn+=scanned
us ^pp1o+pp1+++=us
from ^in++++=from
under ^in++++=under
his ^pp$+pp3+++=his
full ^jj+atrb+++=full
eyebrows ^nns++++=eyebrows,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
leant ^vbd+++xvbnx+=leant
against ^in++++=against
the ^ati++++=the
foot ^nn++++=foot-board
- ^zz++++=EXTRAWORD
board ^nn++++=EXTRAWORD
of ^in++++=of
his ^pp$+pp3+++=his
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
smoked ^j+++xvbn+=smoked
a ^at++++=a
cigarette ^nn+nom+++=cigarette,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
twisted ^vbd+++xvbn+=twisted
his ^pp$+pp3+++=his
moustache ^nn++++=moustache.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
two ^cd++++=two
other ^ap++++=other
people ^nns++++=people
in ^in++++=in
the ^ati++++=the
group ^nn++++=group
Mamaieff ^np++++=Mamaieff's
's ^$++++=EXTRAWORD
coachman ^nn+nom+++=coachman,
, ^zz++++=EXTRAWORD
a ^at++++=a
tall ^jj++++=tall
fellow ^jjb++++=fellow
with ^in++++=with
a ^at++++=a
curly ^jj+atrb+++=curly
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
miserable ^jj+atrb+++=miserable
bandy ^nn+++??+=bandy-legged
- ^zz++++=EXTRAWORD
legged ^jj+atrb++xvbn+=EXTRAWORD
peasant ^nn+nom+++=peasant
in ^in++++=in
a ^at++++=a
torn ^xvbn+++xvbn+=torn
sheepskin ^nn+++??+=sheepskin
overcoat ^nn++++=overcoat
swathed ^vbd+++xvbn+=swathed
tightly ^rb++++=tightly
round ^rp++++=round
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
figure ^nn++++=figure
seemed ^vbd+seem++xvbn+=seemed
bent ^vwbn+++xvbn+=bent
into ^in++++=into
the ^ati++++=the
chronic ^jj+atrb+++=chronic
position ^nn+nom+++=position
of ^in++++=of
a ^at++++=a
low ^jj+atrb+++=low
bow ^nn++++=bow,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
at ^in++++=at
the ^ati++++=the
present ^jj+atrb+++=present
moment ^nn++++=moment
was ^vbd+bedz+aux++=was
evidently ^rb++splt++=evidently
meant ^vpsv++agls+xvbnx+=meant
for ^in++++=for
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
small ^jj++++=small,
, ^zz++++=EXTRAWORD
shrunk ^vprf+++xvbn+=shrunk
face ^nn++++=face
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
a ^at++++=a
scanty ^jj+atrb+++=scanty
grey ^jj+atrb+++=grey
beard ^nn++++=beard,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
almost ^rb+hdg+splt++=almost
hidden ^vpsv++agls+xvbnx+=hidden
in ^in++++=in
his ^pp$+pp3+++=his
wrinkled ^vwbn+++xvbn+=wrinkled
countenance ^nn+nom+++=countenance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
thin ^jj+atrb+++=thin
blue ^nn++++=blue
lips ^nns++++=lips
were ^vbd+bed+aux++=were
drawn ^vpsv++agls+xvbnx+=drawn
into ^in++++=into
a ^at++++=a
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
expressive ^jj++++=expressive
at ^in++++=at
one ^cd1++++=one
and ^cc++++=and
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
of ^in++++=of
respect ^nn++++=respect
and ^cc++++=and
of ^in++++=of
derision ^nn++++=derision,
, ^zz++++=EXTRAWORD
of ^in++++=of
stupidity ^nn+nom+++=stupidity
and ^cc++++=and
of ^in++++=of
cunning ^nn++++=cunning.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
in ^in++++=in
an ^at++++=an
ape ^nn++++=ape-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
attitude ^nn++++=attitude,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
legs ^nns++++=legs
drawn ^vwbn+++xvbn+=drawn
up ^rb+phrv+++=up
under ^in++++=under
his ^pp$+pp3+++=his
body ^nn++++=body;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
his ^pp$+pp3+++=his
head ^nn++++=head
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
followed ^vbd+vprv++xvbnx+=followed
each ^ppls++++=each
one ^pn++++=one
of ^in++++=of
us ^pp1o+pp1+++=us
closely ^rb++++=closely
with ^in++++=with
his ^pp$+pp3+++=his
glance ^nn++++=glance,
, ^zz++++=EXTRAWORD
without ^in++++=without
showing ^xvbg+++xvbg+=showing
his ^pp$+pp3+++=his
own ^ap++++=own
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
many ^ap++++=many
holes ^nns++++=holes
of ^in++++=of
his ^pp$+pp3+++=his
ragged ^jj+atrb+++=ragged
sheepskin ^nn+++??+=sheepskin
bunches ^nns++++=bunches
of ^in++++=of
wool ^nn++++=wool
protruded ^vbd+++xvbn+=protruded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
produced ^vbd+++xvbnx+=produced
altogether ^nn+nom+++=altogether
a ^at++++=a
singular ^jj+atrb+++=singular
impression ^nn++++=impression
an ^at++++=an
impression ^nn++++=impression
of ^in++++=of
having ^nn+nn+aux++=having
been ^vprf+ben+vrb+xvbn+=been
half ^abn++++=half
masticated ^jj+++xvbn+=masticated
before ^in++++=before
escaping ^nn++++=escaping
from ^in++++=from
the ^ati++++=the
iron ^nn++++=iron
jaws ^nns++++=jaws
of ^in++++=of
some ^dti++++=some
monster ^nn+nom+++=monster,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
meant ^vprf+++xvbnx+=meant
to ^to+vcmp+++=to
swallow ^vbi++++=swallow
him ^pp3o+pp3+++=him
up ^rp++++=up.
. ^zz++++=EXTRAWORD
The ^ati++++=The
high ^jj+atrb+++=high
sandy ^np++++=sandy
bank ^nn++++=bank
behind ^in+pl+++=behind
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
standing ^vbg+++xvbgx+=standing
sheltered ^jj+++xvbn+=sheltered
us ^pp1o+pp1+++=us
from ^in++++=from
the ^ati++++=the
blasts ^nns++++=blasts
of ^in++++=of
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
concealed ^vbd+++xvbn+=concealed
the ^ati++++=the
river ^nn++++=river
from ^in++++=from
our ^pp$+pp1+++=our
view ^nn++++=view.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
matters ^nns+nom+++=matters
stand ^vb++++=stand
yonder ^jjb++++=yonder,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Isaiah ^np++++=Isaiah,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
started ^vbd+++xvbnx+=started
climbing ^nvbg+++xvbg+=climbing
up ^rp++++=up
the ^ati++++=the
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
The ^ati++++=The
district ^nn++++=district
judge ^vb++++=judge
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
in ^in++++=in
gloomy ^jj+atrb+++=gloomy
silence ^nn+nom+++=silence;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
the ^ati++++=the
merchant ^nn+nom+++=merchant
and ^cc++++=and
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
unhappy ^jj++++=unhappy-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
peasant ^nn+nom+++=peasant,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
scrambled ^vbd+++xvbn+=scrambled
on ^in++++=on
his ^pp$+pp3+++=his
hands ^nns++++=hands
and ^cc++++=and
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
brought ^j+++xvbn+=brought
up ^rp++++=up
the ^ati++++=the
rear ^nn++++=rear.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
all ^abn++++=all
reached ^jj+++xvbn+=reached
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
bank ^nn++++=bank
we ^pp1a+pp1+++=we
all ^rb++++=all
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
as ^ql++++=as
black ^np++++=black
and ^cc++++=and
as ^in++++=as
gloomy ^nn++++=gloomy
as ^in++++=as
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
crows ^nns+++??+=crows.
. ^zz++++=EXTRAWORD
About ^in++++=About
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
arshines ^nns+++??+=arshines
away ^in+pl+++=away
from ^in"++++=from
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
eight ^cd++++=eight
or ^cc++++=or
nine ^cd++++=nine
below ^rb++++=below
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
a ^at++++=a
broad ^jj++++=broad
blue ^jj++++=blue-grey
- ^zz++++=EXTRAWORD
grey ^np++++=EXTRAWORD
line ^nn++++=line,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
surface ^nn++++=surface
wrinkled ^vwbn+++xvbn+=wrinkled
and ^cc+phrs+++=and
dotted ^vpsv++agls+xvbn+=dotted
with ^in++++=with
heaps ^nns++++=heaps
of ^in++++=of
broken ^jj+atrb++xvbn+=broken
ice ^nn++++=ice.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
little ^jj+atrb+++=little
heaps ^nns++++=heaps
of ^in++++=of
ice ^nn++++=ice
had ^vb+hv+vrb++=had
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
an ^at++++=an
unpleasant ^jj+atrb+++=unpleasant
scab ^nn++++=scab,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
ever ^rb++++=ever
slowly ^rb++++=slowly
forward ^rb++++=forward
with ^in++++=with
an ^at++++=an
indomitable ^jj+atrb+++=indomitable
force ^nn++++=force
lying ^vwbg+++xvbg+=lying
hidden ^jj+++xvbn+=hidden
under ^in++++=under
its ^pp$+it+++=its
furtive ^jj+atrb+++=furtive
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
A ^at++++=A
grating ^jj++++=grating,
, ^zz++++=EXTRAWORD
scraping ^nn++++=scraping
sound ^nn++++=sound
was ^vbd+bedz+aux++=was
heard ^vpsv++agls+xvbnx+=heard
through ^in++++=through
the ^ati++++=the
raw ^jj++++=raw,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp
air ^nn++++=air.
. ^zz++++=EXTRAWORD
" ^zz++++="Kireelka!"
kireelka ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
district ^nn++++=district
judge ^nn++++=judge.
. ^zz++++=EXTRAWORD
The ^ati++++=The
unhappy ^jj++++=unhappy-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
peasant ^nn+nom+++=peasant
jumped ^vbd+++xvbn+=jumped
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pulling ^vbg+nom++xvbg+=pulling
off ^in+pl+++=off
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
bowed ^j+++xvbn+=bowed
low ^jj++++=low
before ^in++++=before
the ^ati++++=the
judge ^nn++++=judge;
; ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
placing ^vwbg+++xvbg+=placing
himself ^ppl+pp3+++=himself
in ^in++++=in
a ^at++++=a
position ^nn+nom+++=position
which ^whp+rel+subj++=which
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
offering ^xvbg+++xvbg+=offering
his ^pp$+pp3+++=his
head ^nn++++=head
for ^in++++=for
decapitation ^nn+nom+++=decapitation.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
coming ^jj+++xvbg+=coming
soon ^rb+tm+++=soon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
detain ^vb++++=detain
your ^pp$+pp2+++=your
honour ^nn++++=honour
long ^rb++++=long;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
put ^vb+++xvbn+=put
in ^rb+phrv+++=in
directly ^rb++++=directly.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honour ^nn++++=honour:
: ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
way ^nn++++=way
it ^pp3+it+++=it
comes ^vbz++++=comes.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
rate ^nn++++=rate
it ^pp3+it+++=it
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
getting ^vbg+++xvbg+=getting
in ^rb+phrv+++=in
in ^in++++=in
time ^nn++++=time.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
higher ^jjr++++=higher
up ^rp++++=up
