If ^cs+cnd+++=If
chuckled ^vbd+++xvbn+=chuckled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
lived ^vbd+++xvbn+=lived
on ^in++++=on
the ^ati++++=the
shores ^nns++++=shores
of ^in++++=of
the ^ati++++=the
treacherous ^jj+atrb+++=treacherous
Lake ^nn++++=Lake
Pontchartrain ^np+++??+=Pontchartrain
for ^in++++=for
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
its ^pp$+it+++=its
every ^at++++=every
mood ^nn++++=mood,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
petulances ^nns+nom++??+=petulances
and ^cc++++=and
passions ^nns++++=passions;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
this ^dt+dem+++=this
glassy ^nn+++??+=glassy
warmth ^nn++++=warmth
and ^cc+cls+++=and
what ^wdt+who+++=what
it ^pp3+it+++=it
meant ^vbd+vprv++xvbn+=meant.
. ^zz++++=EXTRAWORD
Chuckling ^np+nom++??+=Chuckling
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stepped ^vbd+++xvbnx+=stepped
to ^in++++=to
the ^ati++++=the
gallery ^nn+nom+++=gallery
and ^cc++++=and
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
over ^in++++=over
the ^ati++++=the
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
pier ^nn++++=pier,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
lay ^jjb+++xvbn+=lay
the ^ati++++=the
boats ^nns++++=boats
rocking ^vwbg+++xvbg+=rocking
and ^cc++++=and
idly ^rb++++=idly
tugging ^jj+++xvbg+=tugging
at ^rb++++=at
their ^pp$+pp3+++=their
moorings ^nns++++=moorings.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Juanita ^np+++??+=Juanita
in ^in++++=in
her ^pp$+pp3+++=her
rose ^vbd+++xvbn+=rose-scented
- ^zz++++=EXTRAWORD
scented ^jj+atrb++xvbn+=EXTRAWORD
room ^nn++++=room
tied ^vbd+++xvbn+=tied
the ^ati++++=the
pink ^jj+atrb+++=pink
ribbons ^nns++++=ribbons
on ^rp++++=on
her ^pp3o+pp3+++=her
dainty ^jj+atrb+++=dainty
frock ^nn++++=frock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fastened ^vbd+++xvbn+=fastened
cloth ^nn++++=cloth
of ^in++++=of
gold ^nn++++=gold
roses ^nns++++=roses
at ^rb++++=at
her ^pp$+pp3+++=her
lithe ^nn+++??+=lithe
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
just ^rb+emph+++=just
before ^in++++=before
the ^ati++++=the
crack ^nn++++=crack
of ^in++++=of
the ^ati++++=the
pistol ^nn++++=pistol
La ^&fw++++=La
Juanita ^np++++=Juanita's
's ^$++++=EXTRAWORD
tiny ^jj+atrb+++=tiny
hand ^nn++++=hand
lay ^vbd+++xvbn+=lay
in ^in++++=in
Mercer ^np++++=Mercer's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
bent ^vbd+++xvbnx+=bent
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whispered ^jj+++xvbn+=whispered
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
surrounding ^jj+atrb++xvbg+=surrounding
crowd ^nn++++=crowd
could ^md+pos+++=could
not ^xnot++not++=not
hear, ^nn+++??+=hear,-"Juanita
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
juanita ^nn+++??+=EXTRAWORD
mine ^pp$$++++=mine,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
win ^vb++++=win,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oui,
oui ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
mon ^&fw++++=mon
Mercere ^np+++??+=Mercere,
, ^zz++++=EXTRAWORD
eef ^nn+++??+=eef
you ^pp2+pp2+++=you
win ^vb++++=win."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
another ^dt++++=another
instant ^nn+nom+++=instant
the ^ati++++=the
white ^jj+atrb+++=white
wings ^nns++++=wings
were ^vbd+bed+vrb++=were
off ^in+pl+++=off
scudding ^nn++++=scudding
before ^in++++=before
the ^ati++++=the
rising ^jj+atrb++xvbg+=rising
breeze ^nn++++=breeze,
, ^zz++++=EXTRAWORD
dipping ^vbg+++xvbg+=dipping
their ^pp$+pp3+++=their
glossy ^jj+atrb+++=glossy
boat ^nn++++=boat-sides
- ^zz++++=EXTRAWORD
sides ^nns++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
clear ^jj+atrb+++=clear
water ^nn++++=water,
, ^zz++++=EXTRAWORD
straining ^jj+++xvbg+=straining
their ^pp$+pp3+++=their
cordage ^nn+nom+++=cordage
in ^in++++=in
their ^pp$+pp3+++=their
tense ^jj+atrb+++=tense
efforts ^nns++++=efforts
to ^to+ncmp+++=to
reach ^vbi++++=reach
the ^ati++++=the
stake ^nn++++=stake
boats ^nns++++=boats.
. ^zz++++=EXTRAWORD
Mandeville ^np+++??+=Mandeville
indiscriminately ^jj++++=indiscriminately
distributed ^jj+++xvbn+=distributed
itself ^ppl++++=itself
on ^in++++=on
piers ^nns++++=piers,
, ^zz++++=EXTRAWORD
large ^jj++++=large
and ^cc+phrs+++=and
small ^jj++++=small,
, ^zz++++=EXTRAWORD
bath ^nn++++=bath-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
tops ^nns++++=tops,
, ^zz++++=EXTRAWORD
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
craft ^nn++++=craft
of ^in++++=of
all ^abn++++=all
kinds ^nns++++=kinds,
, ^zz++++=EXTRAWORD
from ^in++++=from
pirogue ^nn+++??+=pirogue,
, ^zz++++=EXTRAWORD
dory ^nn++++=dory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pine ^nn++++=pine-raft
- ^zz++++=EXTRAWORD
raft ^nn++++=EXTRAWORD
to ^in++++=to
pretentious ^jj+atrb+++=pretentious
cat ^nn++++=cat-boat
- ^zz++++=EXTRAWORD
boat ^nn++++=EXTRAWORD
and ^cc++++=and
shell ^nn++++=shell-schooner.
- ^zz++++=EXTRAWORD
schooner ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Mandeville ^np+++??+=Mandeville
cheered ^vbd+++xvbn+=cheered
and ^cc+phrs+++=and
strained ^vbd+++xvbn+=strained
its ^pp$+it+++=its
eyes ^nns++++=eyes
after ^in++++=after
all ^abn++++=all
the ^ati++++=the
boats ^nns++++=boats,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
chiefly ^rb++++=chiefly
was ^vbd+bedz+vrb++=was
its ^pp$+it+++=its
attention ^nn+nom+++=attention
directed ^vwbn+++xvbn+=directed
to ^to++++=to
" ^zz++++="La
la ^&fw++++=EXTRAWORD
Juanita ^np+++??+=Juanita."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
voila ^nn+++??+=voila,
, ^zz++++=EXTRAWORD
eet ^pp3+pp3+++=eet
is ^vbz+bez+vrb++=is
ahead ^rb+pl+++=ahead!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mais
mais ^nns+++??+=EXTRAWORD
non ^&fw++++=non,
, ^zz++++=EXTRAWORD
c ^zz++++=c'est
'est ^jjt++++0=EXTRAWORD
un ^&fw++++=un
autre ^nn+++??+=autre!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="La
la ^&fw++++=EXTRAWORD
Juanita ^np+++??+=Juanita!
! ^zz++++=EXTRAWORD
La ^&fw++++=La
Juanita ^np+++??+=Juanita!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Regardez
regardez ^nn+++??+=EXTRAWORD
Grandpere ^np+++??+=Grandpere
Colomes ^np+++??+=Colomes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Colomes ^np+++??+=Colomes
on ^in++++=on
the ^ati++++=the
big ^jj+atrb+++=big
pier ^nn++++=pier
with ^in++++=with
Madame ^npt++++=Madame
Alvarez ^np++++=Alvarez
and ^cc++++=and
his ^pp$+pp3+++=his
granddaughter ^nn+nom+++=granddaughter
was ^vbd+bedz+aux++=was
intently ^rb++splt++=intently
straining ^vbg+++xvbgx+=straining
his ^pp$+pp3+++=his
weather ^nn++++=weather-beaten
- ^zz++++=EXTRAWORD
beaten ^jj+atrb++xvbn+=EXTRAWORD
face ^nn++++=face
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
Nott ^np++++=Nott's
's ^$++++=EXTRAWORD
Point ^nn++++=Point,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
back ^jjb++++=back
resolutely ^rb++++=resolutely
turned ^vbd+++xvbn+=turned
upon ^in++++=upon
the ^ati++++=the
scudding ^jj+atrb++xvbg+=scudding
white ^jj+atrb+++=white
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
A ^at++++=A
sudden ^jj+atrb+++=sudden
chuckle ^nn++++=chuckle
of ^in++++=of
grim ^jj+atrb+++=grim
satisfaction ^nn+nom+++=satisfaction
caused ^vbd+++xvbn+=caused
La ^&fw++++=La
Petite ^np++++=Petite's
's ^$++++=EXTRAWORD
head ^nn++++=head
to ^to++++=to
toss ^vbi++++=toss
petulantly ^jj++++=petulantly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
only ^rb+down+++=only
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
for ^in++++=for
Grandpere ^np+++??+=Grandpere
Colomes ^np+++??+=Colomes'
' ^zz++++=EXTRAWORD
chuckle ^nn++++=chuckle
was ^vbd+bedz+aux++=was
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
a ^at++++=a
shout ^nn++++=shout
of ^in++++=of
dismay ^nn++++=dismay
from ^in++++=from
those ^dt+pdem+++=those
whose ^whp+rel+obj++=whose
glance ^nn++++=glance
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
his ^pp$+pp3+++=his.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
around ^in++++=around
Nott ^np++++=Nott's
's ^$++++=EXTRAWORD
Point ^nn++++=Point
that ^tht+rel+obj++=that
the ^ati++++=the
storm ^nn++++=storm
king ^npt++++=king
shows ^vbz+vprv+++=shows
his ^pp$+pp3+++=his
wings ^nns++++=wings
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
little ^jj+atrb+++=little
peninsula ^nn++++=peninsula
guards ^nns++++=guards
the ^ati++++=the
entrance ^nn+nom+++=entrance
which ^whp+rel+subj++=which
leads ^vbz++++=leads
into ^in++++=into
the ^ati++++=the
southeast ^nn+++??+=southeast
waters ^nns++++=waters
of ^in++++=of
the ^ati++++=the
stormy ^jj+atrb+++=stormy
Rigolets ^nns+nom++??+=Rigolets
and ^cc++++=and
the ^ati++++=the
blustering ^jj+++xvbg+=blustering
Gulf ^npl++++=Gulf.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
would ^md+prd+++=would
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
lived ^vbd+++xvbn+=lived
in ^in++++=in
Mandeville ^np+++??+=Mandeville,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
when ^wrb+who+++=when
the ^ati++++=the
pines ^nns++++=pines
on ^in++++=on
Nott ^np++++=Nott's
's ^$++++=EXTRAWORD
Point ^vb++++=Point
darken ^vbd+++xvbn+=darken
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
water ^nn++++=water
shows ^vbz+vprv+++=shows
white ^jj++++=white
beyond ^in++++=beyond
like ^in++++=like
the ^ati++++=the
teeth ^nns++++=teeth
of ^in++++=of
a ^at++++=a
hungry ^jj+atrb+++=hungry
wolf ^nn++++=wolf,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
time ^nn++++=time
to ^to++++=to
steer ^vbi++++=steer
your ^pp$+pp2+++=your
boat ^nn++++=boat
into ^in++++=into
the ^ati++++=the
mouth ^nn++++=mouth
of ^in++++=of
some ^dti++++=some
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
many ^ap++++=many
calm ^nn++++=calm
bayous ^jj++++=bayous
which ^whp+who+++=which
flow ^nn++++=flow
silently ^rb++++=silently
throughout ^rb++++=throughout
St ^npl++++=St.
. ^zz++++=EXTRAWORD
Tammany ^np+++??+=Tammany
parish ^nn++++=parish
into ^in++++=into
the ^ati++++=the
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
Small ^jj++++=Small
wonder ^vb++++=wonder
that ^dt+dem+++=that
the ^ati++++=the
cry ^nn++++=cry
of ^in++++=of
dismay ^nn++++=dismay
went ^vbd+++xvbn+=went
up ^rp++++=up
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
for ^in++++=for
Nott ^np++++=Nott's
's ^$++++=EXTRAWORD
Point ^nn++++=Point
was ^vbd+bedz+vrb++=was
black ^jj+pred+++=black,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
lurid ^jj+atrb+++=lurid
light ^nn++++=light
overhead ^jjb++++=overhead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
roar ^nn++++=roar
of ^in++++=of
the ^ati++++=the
grim ^jj+atrb+++=grim
southeast ^nn+++??+=southeast
wind ^nn++++=wind
came ^vbd+++xvbn+=came
ominously ^rb++++=ominously
over ^in++++=over
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Juanita ^np+++??+=Juanita
clasped ^vbd+++xvbn+=clasped
her ^pp$+pp3+++=her
hands ^nns++++=hands
and ^cc++++=and
strained ^jj+++xvbn+=strained
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
for ^in++++=for
her ^pp$+pp3+++=her
namesake ^nn+++??+=namesake.
. ^zz++++=EXTRAWORD
The ^ati++++=The
racers ^nn++++=racers
had ^vbd+hvd+aux++=had
rounded ^vprf+++xvbnx+=rounded
the ^ati++++=the
second ^od++++=second
stake ^nn++++=stake-boat,
- ^zz++++=EXTRAWORD
boat ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
the ^ati++++=the
triangle ^nn++++=triangle
headed ^vwbn+++xvbn+=headed
them ^pp3o+pp3+++=them
directly ^rb++++=directly
for ^in++++=for
the ^ati++++=the
lurid ^jj+atrb+++=lurid
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
should ^md+nec+++=should
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
Grandpere ^np+++??+=Grandpere
Colomes ^np+++??+=Colomes
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
danced ^vbd+++xvbnx+=danced
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
pier ^nn++++=pier
in ^in++++=in
a ^at++++=a
perfect ^jj+atrb+++=perfect
frenzy ^nn++++=frenzy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
thin ^jj+atrb+++=thin
pale ^nn++++=pale
lips ^nns++++=lips
of ^in++++=of
Madame ^npt++++=Madame
Alvarez ^np++++=Alvarez
moved ^vbd+++xvbn+=moved
in ^in++++=in
a ^at++++=a
silent ^jj+atrb+++=silent
prayer ^nn++++=prayer;
; ^zz++++=EXTRAWORD
La ^&fw++++=La
Juanita ^np+++??+=Juanita
stood ^vbd+++xvbn+=stood
coldly ^rb++++=coldly
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
you ^pp2+pp2+++=you
could ^md+pos+++=could
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
the ^ati++++=the
advance ^nn++++=advance
guard ^vb++++=guard
of ^in++++=of
the ^ati++++=the
southeast ^nn+++??+=southeast
force ^nn++++=force
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
the ^ati++++=the
little ^ap++++=little
fleet ^nn++++=fleet.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
dipped ^vbd+++xvbnx+=dipped
and ^cc+phrs+++=and
scurried ^vbd+++xvbn+=scurried
and ^cc+phrs+++=and
rocked ^vbd+++xvbn+=rocked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
sails ^nns++++=sails
being ^xvbg+++xvbg+=being
reefed ^vbd+++xvbn+=reefed
hurriedly ^rb+cnj+++=hurriedly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
almost ^rb+hdg+++=almost
hear ^vb+vprv+tht0++=hear
the ^ati++++=the
rigging ^nn++++=rigging
creak ^vb++++=creak
and ^cc++++=and
moan ^nn++++=moan
under ^in++++=under
the ^ati++++=the
strain ^nn++++=strain.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
wind ^nn++++=wind
came ^vbd+++xvbn+=came
up ^rp++++=up
the ^ati++++=the
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
struck ^vbd+++xvbn+=struck
the ^ati++++=the
town ^nn++++=town
with ^in++++=with
a ^at++++=a
tumultuous ^jj+atrb+++=tumultuous
force ^nn++++=force.
. ^zz++++=EXTRAWORD
The ^ati++++=The
waters ^nns++++=waters
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
heaved ^vbd+++xvbn+=heaved
in ^in++++=in
the ^ati++++=the
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
sullen ^jj+atrb+++=sullen
ground ^nn++++=ground-swell,
- ^zz++++=EXTRAWORD
swell ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
betokened ^vbd+++xvbn+=betokened
serious ^jj+atrb+++=serious
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
rush ^nn++++=rush
of ^in++++=of
lake ^nn++++=lake-craft
- ^zz++++=EXTRAWORD
craft ^nn++++=EXTRAWORD
to ^in++++=to
shelter ^nn++++=shelter.
. ^zz++++=EXTRAWORD
Heavy ^jj+atrb+++=Heavy
gray ^np++++=gray
waves ^nns++++=waves
boomed ^vbd+++xvbn+=boomed
against ^in++++=against
the ^ati++++=the
breakwaters ^nns+nom+++=breakwaters
and ^cc++++=and
piers ^nns++++=piers,
, ^zz++++=EXTRAWORD
dashing ^jj+++xvbg+=dashing
their ^pp$+pp3+++=their
brackish ^jj+atrb+++=brackish
spray ^nn++++=spray
upon ^in++++=upon
the ^ati++++=the
strained ^jj+atrb++xvbn+=strained
watchers ^nns+nom+++=watchers;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
with ^in++++=with
a ^at++++=a
shriek ^vb++++=shriek
and ^cc++++=and
a ^at++++=a
howl ^nn++++=howl
the ^ati++++=the
storm ^nn++++=storm
burst ^vbd+++xvbn+=burst
full ^jj++++=full,
, ^zz++++=EXTRAWORD
with ^in++++=with
blinding ^jj+atrb+++=blinding
sheets ^nns++++=sheets
of ^in++++=of
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
great ^jj+atrb+++=great
hurricane ^nn++++=hurricane
of ^in++++=of
Gulf ^nn++++=Gulf
wind ^nn++++=wind
that ^tht+rel+subj++=that
threatened ^nn+++xvbn+=threatened
to ^to+ncmp+++=to
blow ^vbi++++=blow
the ^ati++++=the
little ^jj+atrb+++=little
town ^nn++++=town
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Juanita ^np+++??+=Juanita
was ^vbd+bedz+vrb++=was
proud ^jj+pred+++=proud.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Grandpere ^np+++??+=Grandpere
and ^cc++++=and
Madame ^npt++++=Madame
led ^vbd+++xvbn+=led
her ^pp$+pp3+++=her
away ^rp+pl+++=away
in ^in++++=in
the ^ati++++=the
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
her ^pp3o+pp3+++=her
face ^nn++++=face
was ^vbd+bedz+vrb++=was
white ^jj+pred+++=white,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rose ^nn+++xvbn+=rose
mouth ^nn++++=mouth
pressed ^vbd+++xvbn+=pressed
close ^jj++++=close,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
word ^nn++++=word
did ^vbd+dod+aux++=did
she ^pp3a+pp3+++=she
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
as ^ql++++=as
bright ^jj++++=bright
as ^in++++=as
ever ^rb++++=ever
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
foolish ^jj+pred+++=foolish
to ^to++++=to
hope ^vbi++++=hope
that ^tht+vcmp+++=that
the ^ati++++=the
frail ^jj+atrb+++=frail
boats ^nns++++=boats
could ^md+pos+++=could
survive ^vb++++=survive
such ^abl++++=such
a ^at++++=a
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
even ^rb++++=even
the ^ati++++=the
merest ^jjt+atrb+++=merest
excuse ^nn++++=excuse
for ^in++++=for
shelter ^nn++++=shelter
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
waters ^nns++++=waters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
Lake ^nn++++=Lake
Pontchartrain ^np+++??+=Pontchartrain
grows ^vbz++++=grows
angry ^jj++++=angry,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
devours ^vbz+++??+=devours
without ^in++++=without
pity ^nn++++=pity.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
tropical ^jj+atrb+++=tropical
storm ^nn++++=storm
is ^vbz+bez+vrb++=is
soon ^rb+tm+++=soon
over ^rb+cnj+++=over,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
an ^at++++=an
hour ^nn++++=hour
the ^ati++++=the
sun ^nn++++=sun
struggled ^vbd+++xvbn+=struggled
through ^in++++=through
a ^at++++=a
gray ^np++++=gray
and ^cc++++=and
misty ^jj+atrb+++=misty
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
over ^in++++=over
which ^whp+rel+pied++=which
the ^ati++++=the
wind ^nn++++=wind
was ^vbd+bedz+aux++=was
sweeping ^vbg+++xvbgx+=sweeping
great ^jj+atrb+++=great
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain-drops
- ^zz++++=EXTRAWORD
drops ^vbz++++=EXTRAWORD
hung ^vbd+++xvbn+=hung
diamond ^nn++++=diamond-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
thick ^jj+atrb+++=thick
foliage ^nn+nom+++=foliage,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
long ^jj+atrb+++=long
ground ^nn++++=ground-swell
- ^zz++++=EXTRAWORD
swell ^nn++++=EXTRAWORD
still ^rb++++=still
boomed ^vbd+++xvbn+=boomed
against ^in++++=against
the ^ati++++=the
breakwaters ^nns+nom+++=breakwaters
and ^cc++++=and
showed ^vbd+vprv++xvbn+=showed
white ^jj+atrb+++=white
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
to ^in++++=to
the ^ati++++=the
south ^np+pl+++=south.
. ^zz++++=EXTRAWORD
As ^ql++++=As
chickens ^nns++++=chickens
creep ^vb++++=creep
from ^in++++=from
under ^in++++=under
shelter ^nn++++=shelter
after ^in++++=after
a ^at++++=a
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
so ^cs+sub+++=so
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
Mandeville ^np+++??+=Mandeville
crept ^vbd+++xvbn+=crept
out ^rp+pl+++=out
again ^rb+tm+++=again
on ^in++++=on
the ^ati++++=the
piers ^nns++++=piers,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
bath ^nn++++=bath-houses,
- ^zz++++=EXTRAWORD
houses ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
breakwater ^nn+nom+++=breakwater
edge ^nn++++=edge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
eagerly ^rb++++=eagerly
for ^in++++=for
the ^ati++++=the
boats ^nns++++=boats.
. ^zz++++=EXTRAWORD
Slowly ^rb++++=Slowly
upon ^in++++=upon
the ^ati++++=the
horizon ^nn++++=horizon
appeared ^vbd+seem++xvbn+=appeared
white ^jj+atrb+++=white
sails ^nns++++=sails,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^ap++++=little
craft ^nn++++=craft
swung ^vbd+++xvbn+=swung
into ^in++++=into
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
One ^pn++++=One,
, ^zz++++=EXTRAWORD
two ^cd++++=two,
, ^zz++++=EXTRAWORD
three ^cd++++=three,
, ^zz++++=EXTRAWORD
four ^cd++++=four,
, ^zz++++=EXTRAWORD
five ^cd++++=five,
, ^zz++++=EXTRAWORD
six ^cd++++=six,
, ^zz++++=EXTRAWORD
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
eight ^cd++++=eight,
, ^zz++++=EXTRAWORD
nine ^cd++++=nine,
, ^zz++++=EXTRAWORD
counted ^j+++xvbn+=counted
Mandeville ^np+++??+=Mandeville.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
one ^cd1++++=one
coming ^nvbg+++xvbg+=coming
in ^in+strn+++=in!
! ^zz++++=EXTRAWORD
Bravo ^np+++??+=Bravo!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
a ^at++++=a
great ^nn++++=great
cheer ^vb++++=cheer
that ^dt+pdem+++=that
swept ^vbd+++xvbn+=swept
