At ^in++++=At
hard ^jj+atrb+++=EXTRAWORD
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
sent ^j+++xvbn+=sent
out ^rp+pl+++=out
to ^to++++=to
pick ^vbi++++=pick
up ^rp++++=up
a ^at++++=a
living ^jj+++xvbg+=living
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
their ^pp$+pp3+++=their
health ^nn++++=health,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
get ^vb++++=get
stranded ^jj++++=stranded
and ^cc++++=and
hurry ^nn++++=hurry
home ^nr++++=home
half ^abn++++=half-cured."
- ^zz++++=EXTRAWORD
cured ^vbd+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
Briton ^np+++??+=Briton
in ^in++++=in
the ^ati++++=the
deck ^nn++++=deck-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
next ^in+cmpx+++=next
to ^in"++++=to
mine ^pp$$++++=mine
rose ^nn+++xvbn+=rose
and ^cc++++=and
walked ^nn+++xvbn+=walked
off ^in+pl+++=off
abruptly ^rb+cnj+++=abruptly,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
fumbled ^vbd+++xvbnx+=fumbled
for ^in++++=for
a ^at++++=a
coin ^nn++++=coin,
, ^zz++++=EXTRAWORD
ashamed ^jj++++=ashamed
to ^to+jcmp+++=to
meet ^vbi++++=meet
the ^ati++++=the
collector ^nn++++=collector's
's ^$++++=EXTRAWORD
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
" ^zz++++="Hullo!"
hullo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Olstein ^np++++=Olstein
grinned ^vbd+++xvbn+=grinned
at ^in++++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Our
our ^pp$+pp1+++=EXTRAWORD
friend ^nn++++=friend's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
a ^at++++=a
hurry ^np++++=hurry
to ^in++++=to
dodge ^nn++++=dodge
the ^ati++++=the
subscription ^nn+nom+++=subscription
list ^nn++++=list."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
young ^jj+atrb+++=young
Briton ^np+++??+=Briton
turned ^vbd+++xvbn+=turned
and ^cc+phrs+++=and
intercepted ^vbd+++xvbn+=intercepted
the ^ati++++=the
collector ^nn++++=collector
as ^ql++++=as
he ^pp3a+pp3+++=he
moved ^vbd+++xvbnx+=moved
towards ^in++++=towards
the ^ati++++=the
next ^ap++++=next
group ^nn++++=group.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
sovereign ^nn++++=sovereign,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+pdem+++=EXTRAWORD
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
overlooked ^vpsv++agls+xvbnx+=overlooked."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Olstein ^np++++=Olstein
saw ^vbd+vprv++xvbn+=saw
it ^pp3+it+++=it
at ^in++++=at
his ^pp$+pp3+++=his
elbow ^nn++++=elbow
and ^cc++++=and
re ^in++++=re-pocketed
- ^zz++++=EXTRAWORD
pocketed ^jj+++xvbn+=EXTRAWORD
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=hasn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
sense ^nn++++=sense
to ^to++++=to
pick ^vbi++++=pick
it ^pp3+it+++=it
up ^rp++++=up,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
some ^dti++++=some
more ^ql++++=more
than ^cs+sub+++=than
to ^in++++=to
whistle ^nn++++=whistle
him ^pp3o+pp3+++=him
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that'll
'll ^md+prd+++0=EXTRAWORD
show ^vb+vprv+++=show
you ^pp2+pp2+++=you
the ^ati++++=the
sort ^nn++++=sort
of ^in++++=of
fool ^jjb++++=fool
we ^pp1a+pp1+++=we
send ^vb++++=send
out ^rp+pl+++=out
to ^to++++=to
compete ^vbi++++=compete
with ^in++++=with
Germans ^nns+nom+++=Germans
and ^cc++++=and
suchlike ^nn++++=suchlike.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
enough ^qlp++++=enough
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
man ^nn++++=man
ashamed ^jj++++=ashamed
of ^in++++=of
his ^pp$+pp3+++=his
country ^nn++++=country."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
happened ^jj+++xvbn+=happened
on ^in++++=on
a ^at++++=a
Saturday ^nr++++=Saturday
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
afternoon ^nn++++=afternoon
we ^pp1a+pp1+++=we
attended ^vbd+++xvbn+=attended
the ^ati++++=the
sports ^nns++++=sports--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
depressing ^jj+atrb++xvbg+=depressing
ceremony ^nn++++=ceremony.
. ^zz++++=EXTRAWORD
The ^ati++++=The
performers ^nns+nom+++=performers
went ^vbd+++xvbn+=went
through ^in++++=through
their ^pp$+pp3+++=their
contests ^nns++++=contests,
, ^zz++++=EXTRAWORD
so ^ql++++=so
to ^to++++=to
speak ^vbi++++=speak,
, ^zz++++=EXTRAWORD
with ^in++++=with
bated ^jj+atrb++xvbn+=bated
breath ^nn++++=breath
and ^cc++++=and
a ^at++++=a
self ^nn++++=self-consciousness
- ^zz++++=EXTRAWORD
consciousness ^nns+nom+++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
try ^vb++++=try
as ^ql++++=as
we ^pp1a+pp1+++=we
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
poisoned ^jj++++=poisoned
our ^pp$+pp1+++=our
applause ^nn++++=applause
and ^cc++++=and
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
insufferably ^rb++++=insufferably
patronising ^jj++++=patronising.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
backers ^nns+nom+++=backers
would ^md+prd+++=would
pluck ^vb+++??+=pluck
up ^rp++++=up
heart ^nn++++=heart
and ^cc++++=and
encourage ^nn+nom+++=encourage
them ^pp3o+pp3+++=them
loudly ^rb++++=loudly
with ^in++++=with
Whitechapel ^np++++=Whitechapel
catch ^vb++++=catch-words,
- ^zz++++=EXTRAWORD
words ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
anon ^nn+++??+=anon
would ^md+prd+++=would
hush ^vb++++=hush
their ^pp$+pp3+++=their
voices ^nns++++=voices
in ^in++++=in
uneasy ^jj+atrb+++=uneasy
shame ^nn++++=shame.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
collector ^nn++++=collector,
, ^zz++++=EXTRAWORD
brave ^jj++++=brave
by ^in++++=by
fits ^nns++++=fits
in ^in++++=in
his ^pp$+pp3+++=his
dignity ^nn+nom+++=dignity
as ^in++++=as
steward ^nn++++=steward,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
catch ^vb++++=catch
the ^ati++++=the
eye ^nn++++=eye
of ^in++++=of
a ^at++++=a
saloon ^nn++++=saloon-deck
- ^zz++++=EXTRAWORD
deck ^nn++++=EXTRAWORD
passenger ^nn+nom+++=passenger
and ^cc++++=and
shrink ^vb++++=shrink
behind ^in+pl+++=behind
the ^ati++++=the
enormous ^jj+atrb+++=enormous
rosette ^nn+nom+++=rosette
which ^whp+rel+obj++=which
some ^dti++++=some
wag ^vb++++=wag
had ^vbd+hvd+aux++=had
pinned ^vprf+++xvbnx+=pinned
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
day ^nn++++=day
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
an ^at++++=an
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
speak ^vbi++++=speak
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
after ^in++++=after
service ^nn++++=service.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
needed ^vbd+++xvbn+=needed
no ^at++++=no
pressing ^jj+++xvbg+=pressing
to ^to++++=to
extract ^vbi++++=extract
his ^pp$+pp3+++=his
story ^nn++++=story,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
it ^pp3+it+++=it
with ^in++++=with
entire ^jjb+atrb+++=entire
simplicity ^nn+nom+++=simplicity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
Cockney ^nn++++=Cockney,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
trade ^nn++++=trade
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
baker ^nn++++=baker
in ^in++++=in
Bermondsey ^np+++??+=Bermondsey.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
wearing ^jj+atrb++xvbg+=wearing
trade ^nn++++=trade,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
most ^ap+emph+++=most
of ^in++++=of
us ^pp1o+pp1+++=us
die ^vb++++=die
before ^in++++=before
forty ^cd++++=forty.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'd
'd ^md+prd+aux++0=EXTRAWORD
be ^vb+be+aux++=be
surprised ^vpsv++agls+xvbnx+=surprised."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
started ^vprf+++xvbnx+=started
with ^in++++=with
a ^at++++=a
sound ^nn++++=sound
constitution ^nn+nom+++=constitution,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
somehow ^rb++++=somehow
persuaded ^vbd+vsua++xvbn+=persuaded
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
warnings ^nns++++=warnings,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
immune ^jj+pred+++=immune.
. ^zz++++=EXTRAWORD
At ^rb++++=At
thirty ^cd++++=thirty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
deal ^nn++++=deal
later ^rbr+tm+++=later
than ^in++++=than
most ^ql+emph+++=most,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
explained ^vbd+vpub++xvbnx+=explained--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
been ^vprf+ben+aux+xvbnx+=been
married ^vpsv++agls+xvbnx+=married
three ^cd++++=three
months ^nns++++=months
before ^cs+sub+++=before
lung ^nn++++=lung
trouble ^nn++++=trouble
declared ^vbd+vpub++xvbn+=declared
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^ap++++=a
few ^ap"++++=few
pounds ^nns++++=pounds
put ^vwbn+++xvbn+=put
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
married ^xvbn+++xvbn+=married
so ^pn+emph+++=so
late ^jj++++=late;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
duty ^nn++++=duty
to ^to+ncmp+++=to
Emily ^vb+++??+=Emily
to ^to++++=to
give ^vbi++++=give
myself ^ppl+pp1+++=myself
every ^at++++=every
chance ^nn++++=chance:
: ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
packed ^vbd+++xvbn+=packed
up ^rp++++=up
almost ^rb+hdg+++=almost
at ^rb++++=at
once ^rb"+tm+++=once
and ^cc++++=and
started ^vpsv++agls+xvbn+=started
for ^in++++=for
South ^np+pl+++=South
Africa ^np++++=Africa.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
wrench ^nn++++=wrench
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
voyage ^nn++++=voyage
out ^rp+pl+++=out
did ^vbd+dod+vrb++=did
us ^pp1o+pp1+++=us
both ^abx++++=both
all ^abn++++=all
the ^ati++++=the
good ^nn++++=good
in ^in++++=in
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
being ^vbg+beg++xvbg+=being
in ^in++++=in
a ^at++++=a
delicate ^jj+atrb+++=delicate
state ^nn++++=state
of ^in++++=of
health ^nn++++=health,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
room ^nn++++=room
in ^in++++=in
Bermondsey ^np+++??+=Bermondsey
not ^xnot++not++=not
fit ^vb++++=fit
for ^in++++=for
a ^at++++=a
woman ^nn++++=woman
in ^cs+sub+++=in
that ^cs"++++=that
condition ^nn+nom+++=condition."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
baby ^nn++++=baby
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
in ^in++++=in
Cape ^np++++=Cape
Town ^nn++++=Town,
, ^zz++++=EXTRAWORD
five ^cd++++=five
months ^nns++++=months
after ^in++++=after
their ^pp$+pp3+++=their
landing ^nvbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they've
've ^vb+hv+vrb++0=EXTRAWORD
no ^at++++=no
employment ^nn+nom+++=employment
for ^in++++=for
bakers ^nns++++=bakers
out ^rp+pl+++=out
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
assured ^vbd+vpub++xvbnx+=assured
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
trade ^nn++++=trade
very ^ql+amp+++=very
low ^jj++++=low
altogether ^nn+nom+++=altogether,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
any ^dti++++=any
healthier ^jjr++++=healthier
than ^in++++=than
in ^in++++=in
London ^np++++=London.
. ^zz++++=EXTRAWORD
Emily ^np+++??+=Emily
disliked ^vbd+++xvbn+=disliked
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
too ^ql++++=too;
; ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++0=she'd
'd ^md+prd+aux++=EXTRAWORD
have ^vb+hv+aux++=have
stayed ^vprf+++xvbnx+=stayed
gladly ^rb++++=gladly
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
doing ^vbg+++xvbgx+=doing
me ^pp1o+pp1+++=me
any ^dti++++=any
good ^jj++++=good.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^ql+emph+++=so
back ^jjb++++=back
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
one ^cd1++++=one
thing ^nn++++=thing:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
safe ^jj+pred+++=safe
of ^in++++=of
work ^nn++++=work.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
old ^jj+atrb+++=old
employer ^nn+nom+++=employer
in ^in++++=in
Bermondsey ^np+++??+=Bermondsey
has ^vbz+hvz+aux++=has
promised ^vprf+++xvbnx+=promised
that ^tht+vcmp+++=that
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
child ^nn++++=child,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
suffer ^vb++++=suffer.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
consumption ^nn+nom+++=consumption,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
in ^in++++=in
either ^dtx++++=either
of ^in++++=of
our ^pp$+pp1+++=our
families ^nns++++=families;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Emily ^np+++??+=Emily,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
see ^vb+vprv+tht0++=see
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
not ^xnot++not++=not
brought ^vbd+++xvbn+=brought
up ^rb+phrv+++=up
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
baker ^nn++++=baker."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
announced ^vbd+vpub+tht0+xvbnx+=announced
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
matter ^nn++++=matter-of-fact
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fact ^nn++++=EXTRAWORD
way ^nn++++=way.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
back ^jjb++++=back
to ^in++++=to
England ^np++++=England
to ^to++++=to
die ^vbi++++=die--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
die ^vbi++++=die
speedily ^rb++++=speedily--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
like ^vb++++=like
you ^pp2+pp2+++=you
to ^to++++=to
see ^vbi+vprv+tht0++=see
our ^pp$+pp1+++=our
baby ^nn++++=baby,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
weighs ^vbz++++=weighs
extraordinary ^jj++++=extraordinary,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
age ^nn++++=age.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
wife ^nn++++=wife
comes ^vbz++++=comes
from ^in+ppvb+++=from
the ^ati++++=the
North ^np+pl+++=North
of ^in++++=of
England ^np++++=England--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
very ^ql+amp+++=very
big ^jj++++=big-boned
- ^zz++++=EXTRAWORD
boned ^jj+atrb++xvbn+=EXTRAWORD
family ^nn++++=family;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
British ^jj++++=British,
, ^zz++++=EXTRAWORD
every ^at++++=every
ounce ^nn++++=ounce
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
in ^in++++=in
South ^np+pl+++=South
Africa ^np++++=Africa."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
wife ^nn++++=wife
took ^vbd+++xvbn+=took
a ^at++++=a
chill ^nn++++=chill
on ^in++++=on
entering ^xvbg+++xvbg+=entering
the ^ati++++=the
Bay ^nn++++=Bay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remained ^vbd+++xvbn+=remained
below ^rb++++=below
with ^in++++=with
the ^ati++++=the
child ^nn++++=child;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
until ^cs+sub+++=until
the ^ati++++=the
day ^nn++++=day
we ^pp1a+pp1+++=we
sighted ^vbd+++xvbn+=sighted
England ^np++++=England
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
whole ^jj+atrb+++=whole
family ^nn++++=family
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
to ^to++++=to
pick ^vbi++++=pick
up ^rp++++=up
the ^ati++++=the
Eddystone ^np+++??+=Eddystone;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
this ^dt+pdem+++=this
was ^vbd+bedz+aux++=was
calculated ^vpsv++agls+xvbnx+=calculated
to ^to++++=to
happen ^vbi+v+++=happen
at ^in++++=at
sunset ^nn++++=sunset,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^rb++++=a
little ^rb"++++=little
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
the ^ati++++=the
usual ^jj+atrb+++=usual
sweepstake ^nn+++??+=sweepstake
on ^in++++=on
the ^ati++++=the
saloon ^nn++++=saloon-deck
- ^zz++++=EXTRAWORD
deck ^vb++++=EXTRAWORD
aroused ^vbd+++xvbn+=aroused
a ^rb++++=a
little ^rb"++++=little
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
usual ^jj+atrb+++=usual
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
glimpse ^vb++++=glimpse,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
of ^in++++=of
lighthouse ^nn++++=lighthouse
or ^cc++++=or
light ^nn++++=light,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
give ^vb++++=give
the ^ati++++=the
prize ^nn++++=prize
to ^in++++=to
the ^ati++++=the
nearest ^jjt++++=nearest
guesser ^jjr++++=guesser.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
anticipated ^vbd+vprv++xvbn+=anticipated
sunset ^nn++++=sunset,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clearness ^nns+nom+++=clearness
of ^in++++=of
the ^ati++++=the
weather ^nn++++=weather
would ^md+prd+++=would
decide ^vb+vprv+++=decide
between ^in++++=between
two ^cd++++=two
pretty ^rb++++=pretty
close ^jj+atrb+++=close
shots ^nns++++=shots:
: ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
ran ^vbd+++xvbn+=ran
it ^pp3+it+++=it
fine ^jj++++=fine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lamp ^nn++++=lamp
( ^zz++++=(which
which ^whp+who+++=EXTRAWORD
carries ^vbz++++=carries
for ^in++++=for
seventeen ^cd++++=seventeen
miles ^nns++++=miles
and ^cc++++=and
more ^ql++++=more)
) ^zz++++=EXTRAWORD
might ^md+pos+++=might
upset ^vb+++xvbn+=upset
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
staked ^jj+++xvbn+=staked
on ^in++++=on
daylight ^nn++++=daylight
even ^rb++++=even
at ^rb++++=at
that ^dt+dem+++=that
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
mark ^nn++++=mark.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
guesses ^nns+nom++??+=guesses
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
tabulated ^vwbn+++xvbn+=tabulated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
paper ^nn++++=paper
pinned ^vbd+++xvbn+=pinned
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
smoking ^jj+++xvbg+=smoking-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
allowed ^vbd+++xvbnx+=allowed
a ^at++++=a
margin ^nn++++=margin
of ^in++++=of
some ^dti++++=some
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
knots ^nns++++=knots
on ^in++++=on
the ^ati++++=the
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
hours ^nns++++=hours'
' ^zz++++=EXTRAWORD
run ^vb+++xvbn+=run--ranging,
-- ^--+clp+++=EXTRAWORD
ranging ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
nearly ^rb+down+++=nearly
as ^ql++++=as
I ^pp1a+pp1+++=I
can ^md+pos+++=can
recollect ^vb+vprv+++=recollect,
, ^zz++++=EXTRAWORD
from ^in++++=from
three ^cd++++=three
hundred ^cd++++=hundred
and ^cc++++=and
thirty ^cd++++=thirty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
to ^to++++=to
three ^cd++++=three
hundred ^cd++++=hundred
and ^cc++++=and
sixty ^cd++++=sixty;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
date ^nn++++=date
being ^vwbg+beg++xvbg+=being
the ^ati++++=the
last ^jj+atrb+++=last
week ^nn++++=week
of ^in++++=of
