About ^in++++=ABOUT
' ^zz++++='Whew!
whew ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
fare ^vb++++=fare
away ^rp+pl+++=away!
! ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
chariot ^nn++++=chariot
bore ^vbd+++xvbn+=bore
them ^pp3o+pp3+++=them
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
peasants ^nns+nom+++=peasants
whirled ^vbd+++xvbn+=whirled
on ^in++++=on
in ^in++++=in
their ^pp$+pp3+++=their
dance ^nn++++=dance.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
played ^vbd+++xvbnx+=played
at ^in+ppvb+++=at
" ^zz++++="Riding
riding ^nvbg+++xvbg+=EXTRAWORD
the ^ati++++=the
Summer ^nn++++=Summer
into ^in++++=into
the ^ati++++=the
village ^nn+nom+++=village,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
to ^in++++=to
Borreby ^np+++??+=Borreby
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
Tareby ^np+++??+=Tareby
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
others ^aps++++=others.
. ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
night ^nn++++=night
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
rose ^vbd+++xvbnx+=rose,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
noble ^jj+atrb+++=noble
lady ^npt++++=lady
laid ^vbd+++xvbn+=laid
herself ^ppl+pp3+++=herself
down ^rp++++=down
to ^to++++=to
rise ^vbi++++=rise
no ^at++++=no
more ^ql++++=more;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
came ^vbd+++xvbn+=came
to ^in++++=to
her ^pp$+pp3+++=her
which ^whp+who+++=which
comes ^vbz++++=comes
to ^in++++=to
every ^at++++=every
one ^cd1++++=one
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
new ^jj++++=new
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
stood ^vbd+++xvbn+=stood
grave ^jj++++=grave
and ^cc+phrs+++=and
silent ^jj++++=silent
for ^in++++=for
a ^at++++=a
time ^nn++++=time;
; ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
proudest ^jjt+atrb+++=proudest
tree ^nn++++=tree
may ^md+pos+++=may
bend ^vb++++=bend,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
not ^xnot++not++=not
break ^vb++++=break,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
something ^pn++++=something
within ^in++++=within
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
daughters ^nns+nom+++=daughters
wept ^vbd+++xvbn+=wept,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
one ^cd1++++=one
else ^rb+cnj+++=else
at ^in++++=at
the ^ati++++=the
Castle ^nn++++=Castle
was ^vbd+bedz+aux++=was
wiping ^vbg+++xvbgx+=wiping
their ^pp$+pp3+++=their
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Madam ^npt++++=Madam
Daa ^np+++??+=Daa
had ^vbd+hvd+aux++=had
fared ^vprf+++xvbnx+=fared
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
fared ^vbd+++xvbnx+=fared
away ^rp+pl+++=away
too ^ql++++=too!
! ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
came ^vbd+++xvbnx+=came
back ^jjb++++=back
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
often ^rb++++=often
came ^vbd+++xvbn+=came
back ^jjb++++=back
across ^in+pl+++=across
the ^ati++++=the
island ^nn++++=island
of ^in++++=of
Funen ^np+++??+=Funen
and ^cc++++=and
the ^ati++++=the
waters ^nns++++=waters
of ^in++++=of
the ^ati++++=the
Belt ^nn++++=Belt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up
my ^pp$+pp1+++=my
place ^nn++++=place
on ^in++++=on
Borreby ^np+++??+=Borreby
shore ^nn++++=shore
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
great ^jj+atrb+++=great
forest ^nn++++=forest
of ^in++++=of
oaks ^nns++++=oaks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ospreys ^nns++++=ospreys
and ^cc++++=and
the ^ati++++=the
wood ^nn++++=wood
pigeons ^nns++++=pigeons
used ^md"++pmd"++=used
to ^to++++=to
build ^vb++++=build
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blue ^nn++++=blue
raven ^vbd+++xvbn+=raven
and ^cc++++=and
even ^rb++++=even
the ^ati++++=the
black ^jj+atrb+++=black
stork ^nn+++??+=stork!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
early ^jj+pred+++=early
in ^in++++=in
the ^ati++++=the
year ^nn++++=year;
; ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
nests ^nns++++=nests
were ^vbd+bed+vrb++=were
full ^jj+pred+++=full
of ^in++++=of
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
in ^in++++=in
others ^aps++++=others
the ^ati++++=the
young ^jj+atrb+++=young
ones ^cd1s++++=ones
were ^vbd+bed+aux++=were
just ^rb+emph+splt++=just
hatched ^vpsv++agls+xvbnx+=hatched.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
flying ^jj+++xvbg+=flying
and ^cc+phrs+++=and
screaming ^jj+++xvbg+=screaming
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
the ^ati++++=the
axe ^nn++++=axe,
, ^zz++++=EXTRAWORD
blow ^nn++++=blow
upon ^in++++=upon
blow ^nn++++=blow;
; ^zz++++=EXTRAWORD
the ^ati++++=the
forest ^nn++++=forest
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
felled ^vpsv++agls+xvbnx+=felled.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
build ^vb++++=build
a ^at++++=a
costly ^jj+atrb+++=costly
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
a ^at++++=a
three ^cd++++=three-decked
- ^zz++++=EXTRAWORD
decked ^jj+atrb++xvbn+=EXTRAWORD
man ^nn++++=man-of-war,
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
war ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
expected ^vpsv++tht0+xvbnx+=expected
the ^ati++++=the
king ^nn++++=king
would ^md+prd+++=would
buy ^vb++++=buy.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
wood ^nn++++=wood
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ancient ^jj+atrb+++=ancient
landmark ^nn++++=landmark
of ^in++++=of
the ^ati++++=the
seaman ^nn++++=seaman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
home ^nr++++=home
of ^in++++=of
the ^ati++++=the
birds ^nns++++=birds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shrike ^nn+++??+=shrike
was ^vbd+bedz+aux++=was
frightened ^vpsv++agls+xvbnx+=frightened
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
its ^pp$+it+++=its
nest ^nn++++=nest
was ^vbd+bedz+aux++=was
torn ^vpsv++agls+xvbnx+=torn
down ^rb+phrv+++=down;
; ^zz++++=EXTRAWORD
the ^ati++++=the
osprey ^nn+++??+=osprey
and ^cc++++=and
all ^rb++++=all
the ^ati++++=the
other ^ap++++=other
birds ^nns++++=birds
lost ^vbd+++xvbn+=lost
their ^pp$+pp3+++=their
nests ^nns++++=nests
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
flew ^vbd+++xvbnx+=flew
about ^in++++=about
distractedly ^jj++++=distractedly,
, ^zz++++=EXTRAWORD
shrieking ^vbg+++xvbg+=shrieking
in ^in++++=in
their ^pp$+pp3+++=their
terror ^nn++++=terror
and ^cc++++=and
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crows ^nns+++??+=crows
and ^cc++++=and
the ^ati++++=the
jackdaws ^nns+++??+=jackdaws
screamed ^vbd+++xvbn+=screamed
in ^in++++=in
mockery ^nn+nom+++=mockery,
, ^zz++++=EXTRAWORD
Caw ^np+++??+=Caw!
! ^zz++++=EXTRAWORD
caw ^vb++++=caw!
! ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
and ^cc++++=and
his ^pp$+pp3+++=his
three ^cd++++=three
daughters ^nns+nom+++=daughters
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood
among ^in++++=among
the ^ati++++=the
workmen ^nns++++=workmen.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^rb++++=all
laughed ^vbd+++xvbn+=laughed
at ^in+ppvb+++=at
the ^ati++++=the
wild ^jj+atrb+++=wild
cries ^nns++++=cries
of ^in++++=of
the ^ati++++=the
birds ^nns++++=birds,
, ^zz++++=EXTRAWORD
except ^in++++=except
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
touched ^vpsv++by+xvbnx+=touched
by ^in++++=by
their ^pp$+pp3+++=their
distress ^nns+nom+++=distress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
about ^md"++pmd"++=about
to ^md+prd+++=to
fell ^vb++++=fell
a ^at++++=a
tree ^nn++++=tree
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
half ^abn++++=half-dead,
- ^zz++++=EXTRAWORD
dead ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^rp++++=on
whose ^whp+who+++=whose
naked ^jj+atrb+++=naked
branches ^nns++++=branches
a ^at++++=a
black ^jj+atrb+++=black
stork ^nn+++??+=stork
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built
its ^pp$+it+++=its
nest ^nn++++=nest,
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
which ^whp+rel+pied++=which
the ^ati++++=the
young ^jj+atrb+++=young
ones ^cd1s++++=ones
were ^vbd+bed+aux++=were
sticking ^vbg+++xvbgx+=sticking
their ^pp$+pp3+++=their
heads ^nns++++=heads,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
begged ^vbd+++xvbnx+=begged
them ^pp3o+pp3+++=them
with ^in++++=with
tears ^nns++++=tears
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
to ^to++++=to
spare ^vbi++++=spare
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
tree ^nn++++=tree
with ^in++++=with
the ^ati++++=the
black ^jj+atrb+++=black
stork ^nn+++??+=stork's
's ^$++++=EXTRAWORD
nest ^nn++++=nest
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
stand ^vb++++=stand.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^rb++++=a
little ^rb"++++=little
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
chopping ^jj+++xvbg+=chopping
and ^cc++++=and
the ^ati++++=the
sawing ^xvbg+++xvbg+=sawing
went ^vbd+++xvbn+=went
on ^in++++=on
the ^ati++++=the
three ^cd++++=three-decker
- ^zz++++=EXTRAWORD
decker ^np++++=EXTRAWORD
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built.
. ^zz++++=EXTRAWORD
The ^ati++++=The
master ^nn++++=master
builder ^nn++++=builder
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
of ^in++++=of
humble ^jj+atrb+++=humble
origin ^nn++++=origin,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
of ^in++++=of
noble ^jj+atrb+++=noble
loyalty ^nn++++=loyalty;
; ^zz++++=EXTRAWORD
great ^jj+atrb+++=great
power ^nn++++=power
lay ^vbd+++xvbn+=lay
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
on ^in++++=on
his ^pp$+pp3+++=his
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
liked ^vbd+++xvbn+=liked
to ^to+vcmp+++=to
listen ^vbi++++=listen
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
little ^jj+atrb+++=little
Ida ^np+++??+=Ida
liked ^vbd+++xvbn+=liked
to ^to+vcmp+++=to
listen ^vbi++++=listen
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
the ^ati++++=the
eldest ^jjt++++=eldest
fifteen ^cd++++=fifteen-year-old
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
daughter ^nn+nom+++=daughter.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
whilst ^cs+sub+++=whilst
he ^pp3a+pp3+++=he
built ^vbd+++xvbnx+=built
the ^ati++++=the
ship ^nn++++=ship
for ^in++++=for
her ^pp3o+pp3+++=her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
built ^vbd+++xvbnx+=built
a ^at++++=a
castle ^nn++++=castle
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
for ^in++++=for
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
and ^cc++++=and
little ^jj+atrb+++=little
Ida ^np+++??+=Ida
sat ^vbd+++xvbn+=sat
side ^nn++++=side
by ^in++++=by
side ^nn++++=side
as ^in++++=as
man ^nn++++=man
and ^cc++++=and
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
might ^md+pos+++=might
also ^rb++++=also
have ^vb+hv+aux++=have
happened ^vprf+++xvbnx+=happened
if ^cs+cnd+++=if
his ^pp$+pp3+++=his
castle ^nn++++=castle
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
built ^vpsv++agls+xvbnx+=built
of ^in++++=of
solid ^jj+atrb+++=solid
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
with ^in++++=with
moat ^nn++++=moat
and ^cc++++=and
ramparts ^nns++++=ramparts,
, ^zz++++=EXTRAWORD
wood ^nn++++=wood
and ^cc++++=and
gardens ^nns++++=gardens.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
wisdom ^nn++++=wisdom
the ^ati++++=the
shipbuilder ^jjr++++=shipbuilder
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
poor ^jj+atrb+++=poor
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
business ^nns+nom+++=business
has ^vbz+hvz+vrb++=has
a ^at++++=a
sparrow ^nn+++??+=sparrow
in ^in++++=in
a ^at++++=a
crane ^nn++++=crane's
's ^$++++=EXTRAWORD
nest ^nn++++=nest?
? ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rushed ^vbd+++xvbnx+=rushed
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
rushed ^vbd+++xvbnx+=rushed
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
dared ^vbd+++??+=dared
not ^xnot++not++=not
stay ^vb++++=stay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
little ^jj+atrb+++=little
Ida ^np+++??+=Ida
got ^vbd+++xvbn+=got
over ^in+ppvb+++=over
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
as ^ql++++=as
get ^vb++++=get
over ^in+ppvb+++=over
it ^pp3+it+++=it
she ^pp3a+pp3+++=she
must ^md+nec+++=must.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
fiery ^jj+atrb+++=fiery
black ^jj+atrb+++=black
horses ^nns++++=horses
stood ^vbd+++xvbn+=stood
neighing ^jj+++xvbg+=neighing
in ^in++++=in
the ^ati++++=the
stables ^nns++++=stables;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
worth ^in++++=worth
looking ^xvbg+++xvbg+=looking
at ^rb+cnj+++=at,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
looked ^vpsv++agls+xvbnx+=looked
at ^rb++++=at
to ^in++++=to
some ^dti++++=some
purpose ^nn++++=purpose
too ^rb++++=too.
. ^zz++++=EXTRAWORD
An ^at++++=An
admiral ^nn++++=admiral
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
from ^in++++=from
the ^ati++++=the
King ^nn++++=King
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
the ^ati++++=the
new ^jj+atrb+++=new
man ^nn++++=man-of-war,
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
war ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
view ^nn++++=view
to ^to++++=to
purchasing ^vbg+++xvbg+=purchasing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
admiral ^nn++++=admiral
was ^vbd+bedz+vrb++=was
loud ^jj+pred+++=loud
in ^in++++=in
his ^pp$+pp3+++=his
admiration ^nn+nom+++=admiration
of ^in++++=of
the ^ati++++=the
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
all ^abn++++=all
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
added ^vbd+vpub++xvbn+=added
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
went ^vbd+++xvbnx+=went
through ^in++++=through
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door
with ^in++++=with
the ^ati++++=the
gentlemen ^nns++++=gentlemen
and ^cc++++=and
scattered ^jj+++xvbn+=scattered
the ^ati++++=the
straw ^nn++++=straw
like ^in++++=like
gold ^nn++++=gold
before ^in++++=before
their ^pp$+pp3+++=their
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
Daa ^np+++??+=Daa
wanted ^vbd+++xvbn+=wanted
gold ^nn++++=gold;
; ^zz++++=EXTRAWORD
the ^ati++++=the
admiral ^npt++++=admiral
wanted ^vbd+++xvbn+=wanted
the ^ati++++=the
black ^jj+atrb+++=black
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
he ^pp3a+pp3+++=he
praised ^vbd+++xvbnx+=praised
them ^pp3o+pp3+++=them
as ^ql++++=as
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
hints ^nns++++=hints
were ^vbd+bed+aux++=were
not ^xnot++not++=not
taken ^vbd+++xvbn+=taken,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
the ^ati++++=the
ship ^nn++++=ship
remained ^vbd+++xvbn+=remained
unsold ^nn+++??+=unsold.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
it ^pp3+it+++=it
stood ^vpsv++by+xvbn+=stood
by ^in++++=by
the ^ati++++=the
shore ^nn++++=shore
covered ^vbd+++xvbn+=covered
up ^rb+phrv+++=up
with ^in+ppvb+++=with
boards ^nns++++=boards,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
Noah ^np++++=Noah's
's ^$++++=EXTRAWORD
Ark ^nn++++=Ark
which ^whp+rel+subj++=which
never ^rb++++=never
reached ^vbd+++xvbn+=reached
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
get ^vb++++=get
along ^in+strn+++=along!
! ^zz++++=EXTRAWORD
get ^vb++++=get
along ^in+strn+++=along!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
miserable ^jj+atrb+++=miserable
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
fields ^nns++++=fields
were ^vbd+bed+aux++=were
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
snow ^nn++++=snow
and ^cc++++=and
the ^ati++++=the
Belt ^nn++++=Belt
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
ice ^nn++++=ice-floes
- ^zz++++=EXTRAWORD
floes ^nns+++??+=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
drove ^vbd+++xvbnx+=drove
up ^rp++++=up
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
coast ^nn++++=coast,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
' ^zz++++='the
the ^ati++++=EXTRAWORD
ravens ^nns+++??+=ravens
and ^cc++++=and
crows ^nns+++??+=crows
came ^vbd+++xvbn+=came
in ^in++++=in
flocks ^nns++++=flocks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
one ^cd1++++=one
blacker ^jjr++++=blacker
than ^in++++=than
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perched ^vpsv++agls+xvbn+=perched
upon ^in++++=upon
the ^ati++++=the
desolate ^jj+atrb+++=desolate,
, ^zz++++=EXTRAWORD
dead ^jj+atrb+++=dead
ship ^nn++++=ship
by ^in++++=by
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
screamed ^vbd+++xvbnx+=screamed
themselves ^ppls+pp3+++=themselves
hoarse ^jj++++=hoarse
about ^in++++=about
the ^ati++++=the
forest ^nn++++=forest
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
many ^ap++++=many
precious ^jj+atrb+++=precious
birds ^nns++++=birds'
' ^zz++++=EXTRAWORD
nests ^nns++++=nests
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
devastated ^vpsv++agls+xvbnx+=devastated,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
old ^jj++++=old
and ^cc+phrs+++=and
young ^jj++++=young
homeless ^jj++++=homeless;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
this ^dt+dem+++=this
old ^jj+atrb+++=old
piece ^nn++++=piece
of ^in++++=of
lumber ^vb++++=lumber,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proud ^jj+atrb+++=proud
ship ^nn++++=ship
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
never ^rb++++=never
to ^in++++=to
touch ^nn++++=touch
the ^ati++++=the
water ^nn++++=water!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
whirled ^vbd+++xvbnx+=whirled
the ^ati++++=the
snow ^nn++++=snow
about ^in++++=about
till ^cs+sub+++=till
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
in ^in++++=in
great ^jj+atrb+++=great
heaps ^nns++++=heaps
round ^in++++=round
the ^ati++++=the
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
let ^vbd+++xvbnx+=let
it ^pp3+it+++=it
hear ^vb+vprv+tht0++=hear
my ^pp$+pp1+++=my
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
that ^dt+dem+++=that
a ^at++++=a
storm ^nn++++=storm
has ^md"++pmd"++=has
to ^md+nec+++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
my ^pp$+pp1+++=my
best ^jjt++++=best
to ^to+jcmp+++=to
give ^vbi++++=give
it ^pp3+it+++=it
an ^at++++=an
idea ^nn++++=idea
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
winter ^nn++++=winter
passed ^vwbn+++xvbn+=passed
by ^in+strn+++=by;
