Being ^vbg+beg++xvbg+=Being
do ^do+do+aux++0=d'ye
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
alone ^rb++++=alone
that ^dt+dem+++=that
a ^at++++=a
goose ^nn++++=goose
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
manly ^jj+atrb+++=manly
bird ^nn++++=bird
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
in ^in++++=in
the ^ati++++=the
coorse ^nn+++??+=coorse
iv ^nn+++??+=iv
time ^nn++++=time
that ^tht+rel+++=that
one ^cd1++++=one
ould ^np++++=ould
gandher ^jjr+atrb+++=gandher
tuck ^nn+++??+=tuck
a ^at++++=a
wondherful ^jj+atrb+++=wondherful
likin ^nn+++??+=likin'
' ^zz++++=EXTRAWORD
to ^in++++=to
Terence ^np+nom+++=Terence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
divil ^nn+++??+=divil
a ^at++++=a
place ^nn++++=place
he ^pp3a+pp3+++=he
could ^md+pos+++=could
go ^vb++++=go
serenadin ^nn+++??+=serenadin'
' ^zz++++=EXTRAWORD
about ^in++++=about
the ^ati++++=the
farm ^nn++++=farm,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
afther ^jjr++++=afther
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
gandher ^jjr+atrb+++=gandher
id ^nn+++??+=id
be ^vb+be+vrb++=be
at ^in++++=at
his ^pp$+pp3+++=his
heels ^nns++++=heels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
rubbin ^nn+++??+=rubbin'
' ^zz++++=EXTRAWORD
himself ^ppl+pp3+++=himself
agin ^vb+++??+=agin
his ^pp$+pp3+++=his
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
up ^rp++++=up
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face
jist ^nn++++=jist
like ^in++++=like
any ^dti++++=any
other ^ap++++=other
Christian ^jj+atrb+++=Christian
id ^nn+++??+=id
do ^vb+do+vrb++=do;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
begorra ^nn+++??+=begorra,
, ^zz++++=EXTRAWORD
the ^ati++++=the
likes ^nns++++=likes
iv ^nn+++??+=iv
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
seen ^vpsv++agls+xvbnx+=seen
Terence ^np+nom+++=Terence
Mooney ^np+++??+=Mooney
and ^cc++++0=an'
the ^ati++++=the
gandher ^jjr+atrb+++=gandher
wor ^nn++++=wor
so ^ql++++=so
great ^np++++=great.
. ^zz++++=EXTRAWORD
' ^zz++++='An'
and ^cc++++0=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
bird ^nn++++=bird
was ^vbd+bedz+vrb++=was
so ^ql++++=so
engagin ^nn+++??+=engagin'
' ^zz++++=EXTRAWORD
that ^dt+dem+++=that
Terence ^np+nom+++=Terence
would ^md+prd+++=would
not ^xnot++not++=not
allow ^vb++++=allow
it ^pp3+it+++=it
to ^to++++=to
be ^vbi+vbi+aux++=be
plucked ^vpsv++agls+xvbnx+=plucked
any ^dti++++=any
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
kep ^nn+++??+=kep
it ^pp3+it+++=it
from ^in++++=from
that ^dt+dem+++=that
time ^nn++++=time
out ^rb+phrv+++=out
for ^in+ppvb+++=for
love ^nn++++=love
and ^cc++++0=an'
affection ^nn+nom+++=affection
just ^rb+emph+++=just
all ^abn++++=all
as ^ql++++=as
one ^pn++++=one
like ^in++++=like
one ^cd1++++=one
iv ^nn+++??+=iv
his ^pp$+pp3+++=his
childer ^jjr++++=childer.
. ^zz++++=EXTRAWORD
' ^zz++++='But
but ^cc++++=EXTRAWORD
happiness ^nns+nom+++=happiness
in ^in++++=in
perfection ^nn+nom+++=perfection
never ^rb++++=never
lasts ^vbz++++=lasts
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
the ^ati++++=the
neighbours ^nns++++=neighbours
begin ^vb++++=begin'd
'd ^md+prd+pmd"++0=EXTRAWORD
to ^md+nec+++=to
suspect ^vb+vprv+++=suspect
the ^ati++++=the
nathur ^nn+++??+=nathur
and ^cc++++0=an'
intentions ^nns+nom+++=intentions
iv ^nn+++??+=iv
the ^ati++++=the
gandher ^jjr++++=gandher,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
some ^dti++++=some
iv ^nn+++??+=iv
them ^pp3o+pp3+++=them
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
divil ^nn+++??+=divil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
more ^ql++++=more
iv ^nn+++??+=iv
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
fairy ^nn++++=fairy.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Terence ^np+nom+++=Terence
could ^md+pos+++=could
not ^xnot++not++=not
but ^cc++++=but
hear ^vb+vprv+++=hear
something ^pn++++=something
of ^in++++=of
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
sayin ^nn+++??+=sayin',
', ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
altogether ^nn+nom+++=altogether
asy ^vb+++??+=asy
in ^in++++=in
his ^pp$+pp3+++=his
mind ^nn++++=mind
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
from ^in++++=from
one ^cd1++++=one
day ^nn++++=day
to ^in++++=to
another ^dt++++=another
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
more ^rbr++++=more
ancomfortable ^jj++++=ancomfortable
in ^in++++=in
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
detarmined ^vbd+++xvbnx+=detarmined
to ^in++++=to
sind ^nn+++??+=sind
for ^in++++=for
Jer ^np+++??+=Jer
Garvan ^np+++??+=Garvan,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fairy ^nn++++=fairy
docthor ^nn++++=docthor
in ^in++++=in
Garryowen ^np+++??+=Garryowen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
ilegant ^jj+atrb+++=ilegant
hand ^nn++++=hand
at ^in++++=at
the ^ati++++=the
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
divil ^nn+++??+=divil
a ^at++++=a
sperit ^nn+++??+=sperit
id ^nn+++??+=id
say ^vb+vpub+++=say
a ^at++++=a
crass ^nns+++??+=crass
word ^nn++++=word
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
no ^at++++=no
more ^rbr++++=more
nor ^cc++neg++=nor
a ^at++++=a
priest ^nn++++=priest.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
moreover ^nn+nom+++=moreover
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
great ^np++++=great
wid ^in++++=wid
ould ^np++++=ould
Terence ^np+nom+++=Terence
Mooney ^np+++??+=Mooney
this ^dt+dem+++=this
man ^nn++++=man's
's ^$++++=EXTRAWORD
father ^nn++++=father
that ^tht+rel+++=that'
' ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
' ^zz++++='So
so ^rb++++=EXTRAWORD
without ^in++++=without
more ^rbr++++=more
about ^in++++=about
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
sint ^vpsv++agls+xvbnx+=sint
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
sure ^jj++++=sure
enough ^dt++++=enough
the ^ati++++=the
divil ^nn+++??+=divil
a ^at++++=a
long ^jj++++=long
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
kem ^nn+++??+=kem
back ^jjb++++=back
that ^dt+dem+++=that
very ^ql+amp+++=very
evenin ^nn+++??+=evenin'
' ^zz++++=EXTRAWORD
along ^in++++=along
wid ^in++++=wid
the ^ati++++=the
boy ^nn++++=boy
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
sint ^vpsv++agls+xvbnx+=sint
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
tuck ^nn+++??+=tuck
his ^pp$+pp3+++=his
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done
talkin ^nn+++??+=talkin'
' ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
begined ^vbd+++xvbnx+=begined
of ^in++++=of
coorse ^nn+++??+=coorse
to ^to++++=to
look ^vbi++++=look
into ^in+ppvb+++=into
the ^ati++++=the
gandher ^nn++++=gandher.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
it ^pp3+it+++=it
this ^dt+dem+++=this
away ^rp+pl+++=away
and ^cc++++0=an'
that ^dt+pdem+++=that
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
right ^nn++++=right
and ^cc++++0=an'
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
straight ^rb++++=straight-ways
- ^zz++++=EXTRAWORD
ways ^nns++++=EXTRAWORD
and ^cc++++0=an'
upside ^nn++++=upside-down,
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
tired ^vpsv++agls+xvbnx+=tired
handlin ^nn+++??+=handlin'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
to ^in++++=to
Terence ^np+nom+++=Terence
Mooney ^np+++??+=Mooney:
: ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Terence,"
terence ^np+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
remove ^vb++++=remove
the ^ati++++=the
bird ^nn++++=bird
into ^in++++=into
the ^ati++++=the
next ^ap++++=next
room ^nn++++=room,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="an'
and ^cc++++0=EXTRAWORD
put ^vb+++xvbn+=put
a ^at++++=a
petticoat ^nn++++=petticoat,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="or
or ^cc++++=EXTRAWORD
anny ^nn+++??+=anny
other ^ap++++=other
convaynience ^nn+nom+++=convaynience
round ^in++++=round
his ^pp$+pp3+++=his
head ^nn++++=head,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="An'
and ^cc+cls+++0=EXTRAWORD
why ^wrb+who+++=why
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Terence ^np+nom+++=Terence.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Becase,"
becase ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jer ^np+++??+=Jer,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Becase
becase ^nn+++??+=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Terence ^np+nom+++=Terence.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Becase,"
becase ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jer ^np+++??+=Jer,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=isn't
n't ^xnot++not++0=EXTRAWORD
done ^vwbn+++xvbn+=done
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
never ^rb++++=never
be ^vb+be+vrb++=be
asy ^nn+++??+=asy
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="or
or ^cc++++=EXTRAWORD
pusilanimous ^jj++++=pusilanimous
in ^in++++=in
your ^pp$+pp2+++=your
mind ^nn++++=mind,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
" ^zz++++="so
so ^ql++++=EXTRAWORD
ax ^vb+++??+=ax
no ^at++++=no
more ^ql++++=more
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
do ^vb+do+vrb++=do
my ^pp$+pp1+++=my
biddin ^nn+++??+=biddin',"
'," ^nn+++??+=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Terence ^np+nom+++=Terence,
, ^zz++++=EXTRAWORD
" ^zz++++="have
have ^vb+hv+vrb++=EXTRAWORD
your ^pp$+pp2+++=your
own ^ap++++=own
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='An'
and ^cc++++0=EXTRAWORD
wid ^in++++=wid
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
tuck ^nn+++??+=tuck
the ^ati++++=the
ould ^np++++=ould
gandher ^jjr++++=gandher,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
giv ^nn+++??+=giv'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it
to ^to++++=to
one ^cd1++++=one
iv ^nn+++??+=iv
the ^ati++++=the
gossoons ^nns+++??+=gossoons.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="An'
and ^cc++++0=EXTRAWORD
take ^vb++++=take
care ^nn++++=care,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
smother ^vb++++=smother
the ^ati++++=the
crathur ^nn+++??+=crathur,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
bird ^nn++++=bird
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jer ^np+++??+=Jer
Garvan ^np+++??+=Garvan
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he:
: ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
that ^cs+sub+++=that
ould ^np++++=ould
gandher ^jjr++++=gandher
Is ^vbz+bez+vrb++=IS,
, ^zz++++=EXTRAWORD
Terence ^np+nom+++=Terence
Mooney ^np+++??+=Mooney?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Divil
divil ^nn+++??+=EXTRAWORD
a ^at++++=a
taste ^nn++++=taste,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Terence ^np+nom+++=Terence.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Well
well ^rb++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jer ^np+++??+=Jer,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
gandher ^jjr++++=gandher
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
own ^ap++++=own
father ^nn++++=father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
jokin ^nn+++??+=jokin'
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Terence ^np+nom+++=Terence,
, ^zz++++=EXTRAWORD
turnin ^nn+++??+=turnin'
' ^zz++++=EXTRAWORD
mighty ^jj+atrb+++=mighty
pale ^nn++++=pale;
; ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
an ^at++++=an
ould ^np++++=ould
gandher ^jjr++++=gandher
be ^vb+be+vrb++=be
my ^pp$+pp1+++=my
father ^nn++++=father?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
funnin ^nn+++??+=funnin'
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
at ^rb++++=at
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jer ^np+++??+=Jer;
; ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
thrue ^nn+++??+=thrue
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
father ^nn++++=father's
's ^$++++=EXTRAWORD
wandhrin ^nn+++??+=wandhrin'
' ^zz++++=EXTRAWORD
sowl ^nn+++??+=sowl,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="that's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
naturally ^rb++++=naturally
tuck ^nn+++??+=tuck
pissession ^nn+++??+=pissession
iv ^nn+++??+=iv
the ^ati++++=the
ould ^np++++=ould
gandher ^jjr+atrb+++=gandher's
's ^vbz+bez+vrb++0=EXTRAWORD
body ^nn++++=body,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
him ^pp3o+pp3+++=him
many ^ap++++=many
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
wondher ^jjr++++=wondher,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know
the ^ati++++=the
cock ^np++++=cock
iv ^nn+++??+=iv
his ^pp$+pp3+++=his
eye ^nn++++=eye
yourself ^ppl+pp2+++=yourself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Oh
oh ^uh++++=EXTRAWORD
blur ^nn++++=blur
and ^cc++++0=an'
ages ^nns++++=ages!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Terence ^np+nom+++=Terence,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
the ^ati++++=the
divil ^nn+++??+=divil
will ^md+prd+++=will
I ^pp1a+pp1+++=I
ever ^rb++++=ever
do ^vb+do+vrb++=do
at ^rb++++=at
all ^abn++++=all
at ^rb++++=at
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
" ^zz++++="it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
over ^in++++=over
wid ^in++++=wid
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
plucked ^vbd+++xvbnx+=plucked
him ^pp3o+pp3+++=him
twelve ^cd++++=twelve
times ^nns++++=times
at ^rb++++=at
the ^ati++++=the
laste ^nn+++??+=laste,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
helped ^vpsv++agls+xvbnx+=helped
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Jer ^np+++??+=Jer;
; ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
sevare ^nn+++??+=sevare
act ^nn++++=act
surely ^rb+cnj+++=surely,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
late ^jj++++=late
to ^to++++=to
lamint ^vbi++++=lamint
for ^in++++=for
it ^pp3+it+++=it
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
only ^ap+down+++=only
way ^nn++++=way
to ^to++++=to
prevint ^vbi++++=prevint
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
past ^jjb++++=past,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+aux++=EXTRAWORD
to ^to++++=to
put ^vbi++++=put
a ^at++++=a
stop ^nn++++=stop
to ^in++++=to
it ^pp3+it+++=it
before ^cs+sub+++=before
it ^pp3+it+++=it
happens ^vbz+vsua+++=happens,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="Thrue
thrue ^nn+++??+=EXTRAWORD
for ^in++++=for
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Terence ^np+nom+++=Terence,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how
the ^ati++++=the
divil ^nn+++??+=divil
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
knowledge ^nn++++=knowledge
iv ^nn+++??+=iv
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
sowl ^nn+++??+=sowl,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="bein'
bein ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
owld ^nn+++??+=owld
gandher ^jjr++++=gandher,"
, ^zz++++=EXTRAWORD
