This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
observing ^vbg+vprv++xvbgx+=observing,
, ^zz++++=EXTRAWORD
parenthetically ^rb+cnj+++=parenthetically,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
soft ^jj+atrb+++=soft
tones ^nns++++=tones,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
so ^ql++++=so----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
kind ^rb++++=kind
of ^rb"++++=of
a ^at++++=a
limb ^nn++++=limb?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
young ^jj+atrb+++=young
Easterner ^np+nom++??+=Easterner,
, ^zz++++=EXTRAWORD
with ^in++++=with
direct ^jj+atrb+++=direct
brutality ^nn+nom+++=brutality.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
with ^in++++=with
a ^at++++=a
half ^abn++++=half-humourous
- ^zz++++=EXTRAWORD
humourous ^jj++++=EXTRAWORD
aside ^rp++++=aside
at ^in++++=at
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
mainly ^rb++splt++=mainly
addressing ^vbg+++xvbg+=addressing
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Alfred ^nn++++=Alfred
hesitated ^vbd+++xvbn+=hesitated,
, ^zz++++=EXTRAWORD
blushed ^j+++xvbn+=blushed,
, ^zz++++=EXTRAWORD
lost ^j+++xvbn+=lost
the ^ati++++=the
thread ^nn++++=thread
of ^in++++=of
his ^pp$+pp3+++=his
tale ^nn++++=tale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
in ^in++++=in
great ^jj+atrb+++=great
confusion ^nn++++=confusion
reined ^vbd+++xvbn+=reined
back ^jjb++++=back
his ^pp$+pp3+++=his
horse ^nn++++=horse
by ^in++++=by
the ^ati++++=the
harsh ^jj+atrb+++=harsh
Spanish ^jj+atrb+++=Spanish
bit ^nn++++=bit.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fell ^vbd+++xvbnx+=fell
to ^in++++=to
the ^ati++++=the
rear ^nn++++=rear
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
wagon ^nn++++=wagon-train,
- ^zz++++=EXTRAWORD
train ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
hung ^vbd+++xvbnx+=hung
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
hot ^jj++++=hot
and ^cc++++=and
cold ^nn++++=cold
by ^in++++=by
turns ^nns++++=turns
in ^in++++=in
thinking ^xvbg+++xvbg+=thinking
of ^in++++=of
such ^abl++++=such
an ^at++++=an
indiscretion ^nn+nom+++=indiscretion
before ^in++++=before
a ^at++++=a
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
Easterner ^np+nom++??+=Easterner
spurred ^vbd+++xvbn+=spurred
up ^rp++++=up
on ^in++++=on
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
the ^ati++++=the
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
mount ^nn++++=mount.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
queerest ^jjt++++=queerest
little ^rb++++=little
fellow ^jjb++++=fellow
I ^pp1a+pp1+++=I
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
observed ^vbd+vprv++xvbnx+=observed,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="Sorry
sorry ^jj++++=EXTRAWORD
to ^to+jcmp+++=to
spoil ^vbi++++=spoil
his ^pp$+pp3+++=his
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
a ^at++++=a
good ^jj+atrb+++=good
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
spoiled ^jj+++xvbn+=spoiled
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
flicking ^vbg+++xvbg+=flicking
her ^pp$+pp3+++=her
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
ears ^nns++++=ears
mischievously ^rb++++=mischievously.
. ^zz++++=EXTRAWORD
The ^ati++++=The
animal ^nn++++=animal
danced ^vbd+++xvbn+=danced.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
it ^pp3+it+++=it
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
to ^to++++=to
see ^vbi+vprv+tht0++=see
him ^pp3o+pp3+++=him
squirm ^vb++++=squirm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He'll
'll ^md+prd+++0=EXTRAWORD
think ^vb+vprv+++=think
about ^in++++=about
that ^dt+dem+++=that
all ^abn++++=all
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
will ^md+prd+++=will
hardly ^rb+down+splt++=hardly
dare ^vb++++=dare
look ^nn++++=look
you ^pp2+pp2+++=you
in ^in++++=in
the ^ati++++=the
face ^nn++++=face
next ^ap++++=next
time ^nn++++=time
you ^pp2+pp2+++=you
meet ^vb++++=meet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Isn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
funny ^jj++++=funny?
? ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
morning ^nn++++=morning
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
around ^in++++=around
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
wagon ^nn++++=wagon
and ^cc++++=and
caught ^vbd+++xvbn+=caught
me ^pp1o+pp1+++=me
with ^in++++=with
my ^pp$+pp1+++=my
hair ^nn++++=hair
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
could ^md+pos+++=could
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
him ^pp3o+pp3+++=him!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
laughed ^vbd+++xvbnx+=laughed
gayly ^jj++++=gayly
at ^rb++++=at
the ^ati++++=the
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
" ^zz++++="Let's
let ^vb++++0=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
get ^vb++++=get
ahead ^rb+pl+++=ahead
of ^in++++=of
the ^ati++++=the
dust ^nn++++=dust,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
suggested ^vbd+vpub++xvbnx+=suggested.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drew ^vbd+++xvbnx+=drew
aside ^rp++++=aside
to ^in++++=to
the ^ati++++=the
firm ^jj+atrb+++=firm
turf ^nn++++=turf
of ^in++++=of
the ^ati++++=the
prairie ^nn++++=prairie
and ^cc++++=and
put ^vb+++xvbn+=put
their ^pp$+pp3+++=their
horses ^nns++++=horses
to ^in++++=to
a ^at++++=a
slow ^jj+atrb+++=slow
lope ^nn+++??+=lope.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
well ^rb++++=well
ahead ^rb+pl+++=ahead
of ^in++++=of
the ^ati++++=the
canvas ^nn++++=canvas-covered
- ^zz++++=EXTRAWORD
covered ^jj+atrb++xvbn+=EXTRAWORD
schooners ^nns+nom+++=schooners
they ^pp3a+pp3+++=they
slowed ^vbd+++xvbnx+=slowed
down ^rb+phrv+++=down
to ^in++++=to
a ^at++++=a
walk ^nn++++=walk
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Alfred
alfred ^np++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
see ^vb+vprv+++=see
them ^pp3o+pp3+++=them
to ^to++++=to-morrow,"
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
what ^wdt+who+whcl++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Hills ^nns++++=Hills!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They'll
'll ^md+prd+++0=EXTRAWORD
show ^vb+vprv+++=show
like ^in++++=like
a ^at++++=a
dark ^jj+atrb+++=dark
streak ^nn++++=streak,
, ^zz++++=EXTRAWORD
down ^rp++++=down
past ^jjb++++=past
that ^dt+dem+++=that
butte ^nn+++??+=butte
there--what ^nn+++??+=there--what's
's ^$++++=EXTRAWORD
its ^pp$+it+++=its
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Porcupine
porcupine ^nn+++??+=EXTRAWORD
Tail ^nn++++=Tail."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
after ^cs+sub+++=after
that ^dt+dem+++=that
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
three ^cd++++=three
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
glad ^jj++++=glad?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
life ^nn++++=life
is ^vbz+bez+vrb++=is
fun ^nn++++=fun
at ^rb++++=at
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
certain ^jj+atrb+++=certain
monotony ^nn++++=monotony
in ^in++++=in
making ^xvbg+++xvbg+=making
your ^pp$+pp2+++=your
toilet ^nn++++=toilet
where ^wrb+who+++=where
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
to ^in++++=to
duck ^nns++++=duck
your ^pp$+pp2+++=your
head ^jjb++++=head
because ^cs+cos+++=because
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
room ^nn++++=room
to ^to++++=to
raise ^vbi++++=raise
your ^pp$+pp2+++=your
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
barrelled ^jj+atrb++xvbn+=barrelled
water ^nn++++=water
palls ^nns+++??+=palls
after ^in++++=after
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
a ^at++++=a
house ^nn++++=house
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
People ^nns++++=People
like ^in++++=like
camping ^nn++++=camping
about ^in++++=about
so ^ql+emph+++=so
long ^jj++++=long----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+aux++=hasn't
n't ^xnot++not++0=EXTRAWORD
gone ^vprf+++xvbn+=gone
back ^rb+phrv+++=back
on ^in+ppvb+++=on
me ^pp1o+pp1+++=me
yet ^rb++++=yet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
can ^md+pos+++=can
do ^vb+do+vrb++=do
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
things ^nns++++=things?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
ca ^np++++=can't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
say ^vb+vpub+++=say
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
were ^vbd+bed+aux++=were
to ^to++++=to
ride ^vbi++++=ride
out ^rp+pl+++=out
just ^rb+emph+++=just
that ^cs+sub+++=that
way ^nn++++=way
for ^in++++=for
two ^cd++++=two
miles ^nns++++=miles?
? ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They'd
'd ^md+prd+aux++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
fit ^nn++++=fit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who'd
who ^whp+who+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
fit ^nn++++=fit?
? ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
but ^cc++++=but
Alfred ^np++++=Alfred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you'd
'd ^vbd+hvd+aux++0=EXTRAWORD
gotten ^vprf+++xvbnx+=gotten
afraid ^jj++++=afraid
of ^in++++=of
him ^pp3o+pp3+++=him
yet ^cc++++=yet!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
let ^vb+++xvbn+=let's!
's! ^nn+++??+=EXTRAWORD
We ^pp1a+pp1+++=We'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
race ^nn++++=race,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
come ^vprf+++xvbn+=come
right ^jj++++=right
back ^jjb++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man
looked ^vbd+++xvbn+=looked
boyishly ^rb++++=boyishly
eager ^jj++++=eager.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
nice ^jj+pred+++=nice,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
mused ^vbd+++xvbnx+=mused.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
gazed ^vbd+++xvbnx+=gazed
into ^in++++=into
each ^ppls++++=each
other's ^ppls++++=other's
eyes ^nns++++=eyes
like ^in++++=like
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
children ^nns++++=children,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
we ^pp1a+pp1+++=we?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
urged ^vbn+vsua++xvbn+=urged
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
dead ^jj++++=dead
sick ^jj++++=sick
of ^in++++=of
staying ^xvbg+++xvbg+=staying
in ^in++++=in
the ^ati++++=the
moving ^jj+atrb++xvbg+=moving
circle ^nn++++=circle
of ^in++++=of
these ^dt+dem+++=these
confounded ^jj+atrb+++=confounded
wagons ^nns++++=wagons.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
sense ^nn++++=sense
of ^in++++=of
it ^pp3+it+++=it
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
doubtfully ^rb++++=doubtfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Indians!"
indians ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
with ^in++++=with
contempt ^nn++++=contempt.
. ^zz++++=EXTRAWORD
" ^zz++++="Indians!
indians ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
seen ^vprf+++xvbn+=seen
a ^at++++=a
sign ^nn++++=sign
of ^in++++=of
one ^cd1++++=one
since ^cs+sub+++=since
we ^pp1a+pp1+++=we
left ^vbd+++xvbn+=left
Pierre ^&fw++++=Pierre.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
whole ^nn++++=whole
blasted ^vwbn+++xvbn+=blasted
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
Alfred ^nn++++=Alfred
said ^vbd+vpub++xvbn+=said
at ^rb++++=at
our ^pp$+pp1+++=our
last ^rb++++=last
camp ^nn++++=camp?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
Alfred ^np++++=Alfred
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Alfred
alfred ^nn++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
seen ^vprf+++xvbn+=seen
even ^rb++++=even
a ^at++++=a
teepee ^nn++++=teepee-trail,
- ^zz++++=EXTRAWORD
trail ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
must ^md+nec+++=must
be ^vb+be+vrb++=be
all ^abn++++=all
up ^rp++++=up
hunting ^nvbg+++xvbg+=hunting
buffalo ^nn+++??+=buffalo.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
imagine ^vb+vprv+++=imagine
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
that ^tht+rel+obj++=that
your ^pp$+pp2+++=your
father ^nn++++=father
would ^md+prd+++=would
take ^vb++++=take
you ^pp2+pp2+++=you
all ^rb++++=all
this ^dt+dem+++=this
way ^nn++++=way
to ^in++++=to
Deadwood ^np+++??+=Deadwood
just ^rb+emph+++=just
for ^in++++=for
a ^at++++=a
lark ^nn++++=lark,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
out ^rp+pl+++=out
over ^in++++=over
the ^ati++++=the
long ^rb++++=long
sweeping ^jj+atrb++xvbg+=sweeping
descent ^nn++++=descent
to ^to++++=to
which ^whp+who+++=which
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
long ^rb++++=long
sweeping ^jj+atrb++xvbg+=sweeping
ascent ^nn++++=ascent
that ^tht+rel+++=that
lay ^jjb+++xvbn+=lay
beyond ^in+strn+++=beyond.
. ^zz++++=EXTRAWORD
The ^ati++++=The
breeze ^nn++++=breeze
and ^cc++++=and
the ^ati++++=the
sun ^nn++++=sun
played ^vbd+++xvbn+=played
with ^in++++=with
the ^ati++++=the
prairie ^nn++++=prairie
grasses ^nns++++=grasses,
, ^zz++++=EXTRAWORD
the ^ati++++=the
breeze ^nn++++=breeze
riffling ^nn+nom+++=riffling
them ^pp3o+pp3+++=them
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sun ^nn++++=sun
silvering ^vwbg+++xvbg+=silvering
their ^pp$+pp3+++=their
under ^in++++=under
surfaces ^nns++++=surfaces
thus ^rb+cnj+++=thus
exposed ^jj+++xvbn+=exposed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
strangely ^rb++++=strangely
peaceful ^jj+pred+++=peaceful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
almost ^rb+hdg+++=almost
expected ^vbd+vprv++xvbn+=expected
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
hum ^nn+++??+=hum
of ^in++++=of
bees ^nns++++=bees
as ^in++++=as
in ^in"++++=in
a ^at++++=a
New ^jj+atrb+++=New
England ^np++++=England
orchard ^nn++++=orchard.
. ^zz++++=EXTRAWORD
In ^in++++=In
it ^pp3+it+++=it
all ^rb++++=all
was ^vbd+bedz+vrb++=was
no ^at++++=no
sign ^nn++++=sign
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
" ^zz++++="We'd
we ^pp1a+pp1+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
get ^vb++++=get
lost ^vbd+++xvbn+=lost,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
finally ^rb++++=finally.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
would ^md+prd+++=wouldn't!"
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asserted ^vbd+vpub++xvbnx+=asserted
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
eagerness ^nns+nom+++=eagerness
of ^in++++=of
the ^ati++++=the
amateur ^jjb+atrb+++=amateur
plainsman ^nn+nom+++=plainsman.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
that ^dt+dem+++=that
all ^abn++++=all
figured ^jj+++xvbn+=figured
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
train ^nn++++=train
is ^vbz+bez+aux++=is
going ^vbg+++xvbgx+=going
on ^in++++=on
a ^at++++=a
line ^nn++++=line
with ^in++++=with
that ^dt+dem+++=that
butte ^nn+++??+=butte
behind ^rp+pl+++=behind
us ^pp1o+pp1+++=us
and ^cc++++=and
the ^ati++++=the
