I ^pp1a+pp1+++=I.
out ^rb+phrv+++=out?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
maid ^nn++++=maid,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
after ^cs+sub+++=after
her ^pp$+pp3+++=her
wraps ^vbz+++??+=wraps,
, ^zz++++=EXTRAWORD
squeezed ^xvbn+++xvbn+=squeezed
herself ^ppl+pp3+++=herself
into ^in++++=into
a ^at++++=a
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^to++++=to
be ^vbi++vrb++=be
as ^ql++++=as
much ^ap++++=much
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
way ^nn++++=way
of ^in++++=of
the ^ati++++=the
conversation ^nn+nom+++=conversation
as ^in++++=as
possible ^nn++++=possible.
. ^zz++++=EXTRAWORD
" ^zz++++="Pretty
pretty ^rb++++=EXTRAWORD
much ^ap++++=much
the ^ati++++=the
same ^ap++++=same
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
matter ^nn++++=matter,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
invalid ^nn++++=invalid.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
out ^rb+phrv+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
after ^in++++=after
pausing ^xvbg+++xvbg+=pausing
a ^at++++=a
short ^jj+atrb+++=short
time ^nn++++=time,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
into ^in++++=into
the ^ati++++=the
post ^nn++++=post-station.
- ^zz++++=EXTRAWORD
station ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
maid ^nn++++=maid,
, ^zz++++=EXTRAWORD
skipping ^nn++++=skipping
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
tripped ^j+++xvbn+=tripped
lightly ^rb++++=lightly
on ^in++++=on
the ^ati++++=the
tips ^nns++++=tips
of ^in++++=of
her ^pp$+pp3+++=her
toes ^nns++++=toes
over ^in++++=over
the ^ati++++=the
mud ^nn++++=mud
into ^in++++=into
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
bad ^jj++++=bad
is ^vbz+bez+vrb++=is
no ^at++++=no
reason ^nn++++=reason
why ^wrb+who+++=why
you ^pp2+pp2+++=you
should ^md+nec+++=should
not ^xnot++not++=not
have ^vb+hv+vrb++=have
your ^pp$+pp2+++=your
breakfast ^nn++++=breakfast,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
invalid ^nn++++=invalid,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling
slightly ^rb+down+++=slightly
at ^in++++=at
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
at ^rb++++=at
the ^ati++++=the
carriage ^nn+nom+++=carriage
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
mind ^nn++++=mind
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
added ^vbd+vpub+tht0+xvbn+=added
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
doctor ^nn++++=doctor
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
with ^in++++=with
noiseless ^jj+atrb+++=noiseless
step ^nn++++=step,
, ^zz++++=EXTRAWORD
quitted ^vprf+++xvbn+=quitted
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
darted ^vbd+++xvbn+=darted
up ^rp++++=up
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
the ^ati++++=the
post ^nn++++=post-station
- ^zz++++=EXTRAWORD
station ^nn+nom+++=EXTRAWORD
like ^in++++=like
a ^at++++=a
lynx ^nn+++??+=lynx.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
well ^rb++++=well
so ^ql++++=so
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
all ^abn++++=all
one ^pn++++=one
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
Edward ^np++++=Edward
Ivanovich ^np+++??+=Ivanovich,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
encountering ^vbg+++xvbg+=encountering
the ^ati++++=the
doctor ^nn++++=doctor
and ^cc++++=and
pressing ^nvbg+++xvbg+=pressing
his ^pp$+pp3+++=his
arms ^nns++++=arms
with ^in++++=with
a ^at++++=a
merry ^jj+atrb+++=merry
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
ordered ^vprf+++xvbnx+=ordered
them ^pp3o+pp3+++=them
to ^to++++=to
bring ^vbi++++=bring
us ^pp1o+pp1+++=us
a ^at++++=a
drink ^nn++++=drink.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
to ^to+vcmp+++=to
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
about ^in++++=about
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
husband ^nn++++=husband
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
lowering ^vbg+++xvbg+=lowering
his ^pp$+pp3+++=his
voice ^nn++++=voice
and ^cc++++=and
raising ^vbg+++xvbg+=raising
his ^pp$+pp3+++=his
brows ^nns++++=brows.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
cannot ^md+pos+not++=cannot
go ^vb++++=go
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
Italy ^np++++=Italy
please ^uh++++=please
God ^np++++=God
she ^pp3a+pp3+++=she
may ^md+pos+++=may
reach ^vb++++=reach
Moscow ^np++++=Moscow
especially ^rb++++=especially
this ^dt+dem+++=this
weather ^nn++++=weather."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
God ^nn++++=God,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
husband ^nn++++=husband
put ^vbd+++xvbn+=put
his ^pp$+pp3+++=his
hand ^nn++++=hand
over ^in++++=over
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="Here!"
here ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
addressing ^vbg+++xvbg+=addressing
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
bringing ^vbg+++xvbgx+=bringing
the ^ati++++=the
drink ^nn++++=drink.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
idea ^nn++++=idea
must ^md+nec+++=must
be ^vb+be+aux++=be
given ^vpsv++agls+xvbnx+=given
up ^rb+cnj+++=up,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
shrugging ^jj+++xvbg+=shrugging
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
to ^to++++=to
do ^vbi++++=do!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
insisted ^vbd+vpub++xvbn+=insisted
the ^ati++++=the
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
everything ^pn++++=everything
to ^to++++=to
prevent ^vbi++++=prevent
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
about ^in++++=about
my ^pp$+pp1+++=my
means ^nn++++=means
and ^cc++++=and
about ^in++++=about
the ^ati++++=the
children ^nns++++=children,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
we ^pp1a+pp1+++=we
should ^md+nec+++=should
have ^md"++pmd"++=have
to ^md+nec+++=to
leave ^vb++++=leave
behind ^rb+cnj+++=behind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
about ^in++++=about
my ^pp$+pp1+++=my
affairs ^nns++++=affairs
and ^cc++++=and
she ^pp3a+pp3+++=she
would ^md+prd+++=would
listen ^vb++++=listen
to ^in++++=to
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
makes ^vbz++++=makes
her ^pp$+pp3+++=her
plans ^nns++++=plans
for ^in++++=for
living ^xvbg+++xvbg+=living
abroad ^rb+pl+++=abroad
just ^rb+emph+++=just
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+vrb++=were
quite ^abl++++=quite
well ^rb++++=well.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
to ^to++++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
of ^in++++=of
her ^pp$+pp3+++=her
real ^jj+atrb+++=real
condition ^nn+nom+++=condition!
! ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
might ^md+pos+++=might
just ^rb+emph+++=just
as ^rb++++=as
well ^rb++++=well
kill ^nn++++=kill
her ^pp3o+pp3+++=her
outright ^rb++++=outright."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
as ^in++++=as
good ^nn++++=good
as ^in++++=as
dead ^jj++++=dead
already ^rb+cnj+++=already,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
Vasily ^np+++??+=Vasily
Dmitrievich ^np+++??+=Dmitrievich.
. ^zz++++=EXTRAWORD
A ^at++++=A
person ^nn++++=person
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
live ^vb++++=live
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
no ^at++++=no
lungs ^nns++++=lungs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lungs ^nns++++=lungs
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
grow ^vb++++=grow
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
melancholy ^jj+pred+++=melancholy,
, ^zz++++=EXTRAWORD
miserable ^jj++++=miserable.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done?
? ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+dem+++=that
you ^pp2+pp2+++=you
and ^cc++++=and
I ^pp1a+pp1+++=I
can ^md+pos+++=can
now ^rn+tm+++=now
do ^vb+do+aux++=do
is ^vbz+bez+aux++=is
to ^to++++=to
take ^vbi++++=take
care ^nn++++=care
that ^tht+rel+obj++=that
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
road ^nn++++=road
is ^vbz+bez+vrb++=is
as ^ql++++=as
easy ^jj++++=easy
as ^in++++=as
possible ^nn++++=possible.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
a ^at++++=a
case ^nn++++=case
for ^in++++=for
a ^at++++=a
priest ^nn++++=priest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God!
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
understand ^vb+vprv+tht0++=understand
my ^pp$+pp1+++=my
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
I ^pp1a+pp1+++=I
remind ^vb++++=remind
her ^pp$+pp3+++=her
of ^in++++=of
her ^pp$+pp3+++=her
last ^rb++++=last
will ^md+prd+++=will!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
what ^wdt+who+++=what
may ^md+pos+++=may,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
tell ^vb++++=tell
her ^pp$+pp3+++=her
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
good ^jj++++=good
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=."
" ^zz++++=EXTRAWORD
" ^zz++++="Nevertheless,
nevertheless ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
try ^vb++++=try
and ^cc+phrs+++=and
persuade ^vb++++=persuade
her ^pp$+pp3+++=her
to ^to++++=to
stop ^vbi++++=stop
till ^in++++=till
the ^ati++++=the
winter ^nn++++=winter
season ^nn++++=season,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
his ^pp$+pp3+++=his
head ^jjb++++=head
significantly ^rb++++=significantly
" ^zz++++="and
and ^cc++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
roads ^nns++++=roads
might ^md+pos+++=might
be ^vb+be+vrb++=be
bad ^jj+pred+++=bad."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aksusha!
aksusha ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Aksusha ^np+++??+=Aksusha!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
screamed ^vbd+++xvbn+=screamed
the ^ati++++=the
daughter ^nn+nom+++=daughter
of ^in++++=of
the ^ati++++=the
post ^nn++++=post-master,
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
a ^at++++=a
shawl ^nn++++=shawl
round ^rp++++=round
her ^pp3o+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dashing ^jj+++xvbg+=dashing
down ^rp++++=down
the ^ati++++=the
muddy ^jj+atrb+++=muddy
back ^jjb+atrb+++=back
staircase ^nn++++=staircase,
, ^zz++++=EXTRAWORD
" ^zz++++="come
come ^vprf+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
look ^vb++++=look
at ^rb++++=at
Lady ^npt++++=Lady
Shirkinskaya ^np+++??+=Shirkinskaya,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
say ^vb+vpub+tht0++=say
she ^pp3a+pp3+++=she's
's ^vbz+bez+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
abroad ^rb+pl+++=abroad
for ^in++++=for
breast ^nn++++=breast
sickness ^nns+nom+++=sickness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
how ^wrb+who+whcl++=how
consumptives ^nns++++=consumptives
look ^vb++++=look
before ^in+strn+++=before."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Aksusha ^np+++??+=Aksusha
leaped ^vbd+++xvbn+=leaped
across ^in+pl+++=across
the ^ati++++=the
threshold ^nn++++=threshold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
pair ^nn++++=pair
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
each ^dt++++=each
other ^ap++++=other
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
Slackening ^vbg+++xvbg+=Slackening
their ^pp$+pp3+++=their
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
carriage ^nn+nom+++=carriage
and ^cc++++=and
stared ^vpsv++agls+xvbn+=stared
into ^in++++=into
the ^ati++++=the
open ^jj+atrb+++=open
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
invalid ^nn++++=invalid
turned ^vbd+++xvbn+=turned
her ^pp$+pp3+++=her
head ^jjb++++=head
towards ^in++++=towards
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
observing ^vbg+vprv++xvbg+=observing
their ^pp$+pp3+++=their
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
frowned ^j+++xvbn+=frowned
and ^cc+phrs+++=and
turned ^jj+++xvbn+=turned
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
mother ^nn++++=mother!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
post-master ^nn+nom+++=post-master's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
quickly ^rb++++=quickly
turning ^nvbg+++xvbg+=turning
her ^pp3o+pp3+++=her
head ^jjb+atrb+++=head
round ^nn++++=round,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+++=EXTRAWORD
wonderfully ^rb++++=wonderfully
beautiful ^jj++++=beautiful
she ^pp3a+pp3+++=she
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
she ^pp3a+pp3+++=she
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
frightful ^jj+pred+++=frightful.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
Aksusha ^np+++??+=Aksusha?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
how ^wrb+who+++=how
lean ^jj++++=lean!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
chimed ^vbd+++xvbn+=chimed
in ^in++++=in
Aksusha ^np+++??+=Aksusha.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
us ^pp1o+pp1+++=us
see ^vb+vprv+++=see
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
coach ^nn++++=coach.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
turned ^vprf+++xvbnx+=turned
away ^rb+cnj+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
not ^xnot++not++=not
seen ^vprf+++xvbn+=seen
half ^abn++++=half.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
pity ^nn++++=pity,
, ^zz++++=EXTRAWORD
Masha ^np+++??+=Masha!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
muddy ^jj++++=muddy
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
they ^pp3a+pp3+++=they
both ^abx++++=both
ran ^vbd+++xvbn+=ran
back ^jjb++++=back
through ^in++++=through
the ^ati++++=the
gate ^nn++++=gate
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
look ^vb++++=look
frightful ^jj++++=frightful,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
the ^ati++++=the
invalid ^nn++++=invalid.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
make ^vb++++=make
haste ^nn++++=haste,
, ^zz++++=EXTRAWORD
make ^vb++++=make
haste ^nn++++=haste
and ^cc++++=and
go ^vb++++=go
abroad ^rb+cnj+++=abroad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
soon ^rb+tm+splt++=soon
pick ^vb++++=pick
up ^rp++++=up
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
to ^in++++=to
the ^ati++++=the
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb++++=still
chewing ^vbg+++xvbg+=chewing
a ^at++++=a
morsel ^nn+++??+=morsel
of ^in++++=of
something ^pn++++=something.
. ^zz++++=EXTRAWORD
" ^zz++++="Always
always ^rb++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
question ^nn+nom+++=question!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
the ^ati++++=the
invalid ^nn++++=invalid.
. ^zz++++=EXTRAWORD
" ^zz++++="Anyhow,
anyhow ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
interfere ^vbi++++=interfere
with ^in++++=with
his ^pp$+pp3+++=his
appetite ^nn++++=appetite."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured
between ^in++++=between
her ^pp$+pp3+++=her
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
