B.c ^rb++++=B.C.
left ^vwbn+++xvbn+=left!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
up ^rp++++=up
came ^vbd+++xvbn+=came
an ^at++++=an
apostate ^nn+nom+++=apostate
Jew ^nn++++=Jew
to ^to++++=to
do ^vbi++++=do
sacrifice ^nn++++=sacrifice
at ^rb++++=at
the ^ati++++=the
heathen ^jj+atrb+++=heathen
altar ^nn++++=altar.
. ^zz++++=EXTRAWORD
Mattathias ^np+++??+=Mattathias
trembled ^vbd+++xvbn+=trembled
at ^rb++++=at
the ^ati++++=the
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
zeal ^nn++++=zeal
broke ^vbd+++xvbn+=broke
forth ^rp++++=forth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slew ^nn+++??+=slew
the ^ati++++=the
offender ^nn+nom+++=offender,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
brave ^jj+atrb+++=brave
sons ^nns++++=sons
gathering ^vwbg+++xvbg+=gathering
round ^rp++++=round
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
attacked ^vbd+++xvbnx+=attacked
the ^ati++++=the
Syrian ^np+++??+=Syrian
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
killed ^j+++xvbn+=killed
the ^ati++++=the
commissioner ^nn+nom+++=commissioner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vpsv++agls+xvbn+=threw
down ^in++++=down
the ^ati++++=the
altar ^nn++++=altar.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
there ^rn+pl+++=there
hold ^nn++++=hold
out ^rp+pl+++=out
against ^in++++=against
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
power ^nn++++=power,
, ^zz++++=EXTRAWORD
Mattathias ^np+++??+=Mattathias
proclaimed ^vbd+++xvbn+=proclaimed
throughout ^in++++=throughout
the ^ati++++=the
city ^nn++++=city:
: ^zz++++=EXTRAWORD
' ^zz++++='Whosoever
whosoever ^nn+nom+++=EXTRAWORD
is ^vbz+bez+vrb++=is
zealous ^jj+pred+++=zealous
of ^in++++=of
the ^ati++++=the
law ^nn++++=law,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
maintaineth ^vbz++++=maintaineth
the ^ati++++=the
covenant ^nn+nom+++=covenant,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
him ^pp3o+pp3+++=him
follow ^vb+vprv+++=follow
me ^pp1o+pp1+++=me!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
With ^in++++=With
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
and ^cc++++=and
his ^pp$+pp3+++=his
five ^cd++++=five
sons ^nns++++=sons,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
families ^nns++++=families,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
their ^pp$+pp3+++=their
houses ^nns++++=houses
and ^cc++++=and
lands ^nns++++=lands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drove ^vbd+++xvbn+=drove
their ^pp$+pp3+++=their
cattle ^nns++++=cattle
with ^in++++=with
them ^pp3o+pp3+++=them
up ^rp++++=up
into ^in++++=into
the ^ati++++=the
wild ^jj+atrb+++=wild
hills ^nns++++=hills
and ^cc++++=and
caves ^nns++++=caves,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
David ^np++++=David
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
made ^vprf+++xvbnx+=made
his ^pp$+pp3+++=his
home ^nr++++=home;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
Jews ^nn++++=Jews
who ^whp+rel+subj++=who
wished ^vbd+vprv++xvbn+=wished
to ^to+vcmp+++=to
be ^vbi++vrb++=be
still ^rb+atrb+++=still
faithful ^jj+pred+++=faithful,
, ^zz++++=EXTRAWORD
gathered ^j+++xvbn+=gathered
around ^rp++++=around
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
to ^in++++=to
worship ^nn+nom+++=worship
God ^nn++++=God
and ^cc++++=and
keep ^vb++++=keep
His ^pp$+pp3+++=His
commandments ^nns+nom+++=commandments.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
brave ^jj+atrb+++=brave
men ^nns++++=men
in ^in++++=in
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
heathen ^jj+atrb+++=heathen
world ^nn++++=world
and ^cc++++=and
apostate ^nn+nom+++=apostate
Jews ^nn++++=Jews
against ^in++++=against
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
used ^md"++pmd"++=used
to ^to++++=to
come ^vb++++=come
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
villages ^nns+nom+++=villages,
, ^zz++++=EXTRAWORD
remind ^vb++++=remind
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
the ^ati++++=the
law ^nn++++=law,
, ^zz++++=EXTRAWORD
promise ^nn++++=promise
their ^pp$+pp3+++=their
help ^nn++++=help,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
throw ^vb++++=throw
down ^in++++=down
any ^dti++++=any
idol ^nn++++=idol
altars ^nns++++=altars
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
enemy ^nn++++=enemy
never ^rb++++=never
were ^vbd+bed+vrb++=were
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
follow ^vb+vprv+++=follow
them ^pp3o+pp3+++=them
into ^in++++=into
their ^pp$+pp3+++=their
rocky ^jj+atrb+++=rocky
strongholds ^nns++++=strongholds.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
old ^jj+atrb+++=old
Mattathias ^np+++??+=Mattathias
could ^md+pos+++=could
not ^xnot++not++=not
long ^rb++++=long
bear ^vb+vprv+++=bear
the ^ati++++=the
rude ^jj+atrb+++=rude
wild ^jj+atrb+++=wild
life ^nn++++=life
in ^in++++=in
the ^ati++++=the
cold ^jj+atrb+++=cold
mountains ^npl++++=mountains,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
soon ^rb+tm+++=soon
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
First ^rb++++=First
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
all ^abn++++=all
his ^pp$+pp3+++=his
five ^cd++++=five
sons ^nns++++=sons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bade ^vbd+++xvbn+=bade
them ^pp3o+pp3+++=them
to ^to++++=to
' ^zz++++='be
be ^vb+be+vrb++=EXTRAWORD
zealous ^jj+pred+++=zealous
for ^in++++=for
the ^ati++++=the
law ^nn++++=law,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
give ^vb++++=give
their ^pp$+pp3+++=their
lives ^nns++++=lives
for ^in++++=for
the ^ati++++=the
covenant ^nn+nom+++=covenant
of ^in++++=of
their ^pp$+pp3+++=their
fathers ^nns+nom+++=fathers';
'; ^nn+++??+=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
reminded ^vbd+vsua++xvbnx+=reminded
them ^pp3o+pp3+++=them
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
many ^ap++++=many
brave ^jj+atrb+++=brave
men ^nns++++=men
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
before ^cs+sub+++=before
served ^vbd+++xvbn+=served
God ^np++++=God,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
been ^vprf+ben+aux+xvbn+=been
aided ^vpsv++agls+xvbnx+=aided
in ^in++++=in
their ^pp$+pp3+++=their
extremity ^nn+nom+++=extremity.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
appointed ^vbd+++xvbnx+=appointed
his ^pp$+pp3+++=his
son ^nn++++=son
Judas ^np+++??+=Judas,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
strongest ^jjt++++=strongest
and ^cc+phrs+++=and
mightiest ^jjt++++=mightiest,
, ^zz++++=EXTRAWORD
to ^to++++=to
lead ^vbi++++=lead
his ^pp$+pp3+++=his
brethren ^nns++++=brethren
to ^in++++=to
battle ^nn++++=battle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Simon ^np++++=Simon,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
wisest ^jjt++++=wisest,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
their ^pp$+pp3+++=their
counsellor ^nn++++=counsellor;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
blessed ^vbd+++xvbnx+=blessed
them ^pp3o+pp3+++=them
and ^cc++++=and
died ^vbd+++xvbn+=died;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
sons ^nns++++=sons
were ^vbd+bed+vrb++=were
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
bury ^vb++++=bury
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
tomb ^nn++++=tomb
of ^in++++=of
his ^pp$+pp3+++=his
fathers ^nns+nom+++=fathers
at ^rb++++=at
Modin ^np+++??+=Modin.
. ^zz++++=EXTRAWORD
Judas ^np+++??+=Judas
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
bravest ^jjt+atrb+++=bravest
men ^nns++++=men
who ^whp+rel+subj++=who
ever ^rb++++=ever
lived ^vbd+++xvbn+=lived;
; ^zz++++=EXTRAWORD
never ^rb++++=never
dreading ^vbg+++xvbg+=dreading
the ^ati++++=the
numbers ^nns+nom+++=numbers
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
surnamed ^vpsv++agls+xvbnx+=surnamed
Maccabeus ^np+++??+=Maccabeus,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
some ^dti++++=some
people ^nns++++=people
say ^vb+vpub+++=say
meant ^vbd+vprv++xvbn+=meant
the ^ati++++=the
hammerer ^jjr++++=hammerer;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
others ^aps++++=others
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
up ^rp++++=up
of ^in++++=of
the ^ati++++=the
first ^od++++=first
letters ^nns+nom+++=letters
of ^in++++=of
the ^ati++++=the
words ^nns++++=words
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
on ^in++++=on
his ^pp$+pp3+++=his
banner ^nn++++=banner,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
meant ^vbd+vprv++xvbn+=meant
' ^zz++++='Who
who ^whp+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
like ^in++++=like
unto ^in++++=unto
Thee ^pp2+pp2+++=Thee,
, ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
gods ^nns++++=gods,
, ^zz++++=EXTRAWORD
O ^zz++++=O
Lord ^npt++++=Lord?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Altogether ^nn+nom+++=Altogether
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
about ^in++++=about
six ^cd++++=six
thousand ^cd++++=thousand
men ^nns++++=men
round ^rp++++=round
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
the ^ati++++=the
Greek ^jj+atrb+++=Greek
governor ^npt++++=governor,
, ^zz++++=EXTRAWORD
Apollonius ^np+++??+=Apollonius,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
out ^rp+pl+++=out
to ^to++++=to
fight ^vbi++++=fight
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Jews ^nn++++=Jews
gained ^vbd+++xvbn+=gained
here ^rn+pl+++=here
their ^pp$+pp3+++=their
first ^od++++=first
victory ^nn++++=victory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Judas ^np+++??+=Judas
killed ^vbd+++xvbn+=killed
Apollonius ^np+++??+=Apollonius,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
his ^pp$+pp3+++=his
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fought ^vprf+++xvbn+=fought
all ^abn++++=all
his ^pp$+pp3+++=his
other ^ap++++=other
battles ^nns++++=battles
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
came ^vbd+++xvbn+=came
a ^at++++=a
captain ^npt++++=captain
called ^vbd+++xvbn+=called
Seron ^np+++??+=Seron,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
hills ^nns++++=hills
to ^to++++=to
lay ^vbi++++=lay
hold ^nn++++=hold
of ^in++++=of
the ^ati++++=the
bold ^jj+atrb+++=bold
rebels ^nns++++=rebels
that ^tht+rel+subj++=that
dared ^vprf+++xvbn+=dared
to ^to+vcmp+++=to
rise ^vbi++++=rise
against ^in++++=against
the ^ati++++=the
King ^nn++++=King
of ^in++++=of
Syria ^np++++=Syria.
. ^zz++++=EXTRAWORD
The ^ati++++=The
place ^nn++++=place
where ^wrb+who+++=where
Judas ^np+++??+=Judas
met ^vbd+++xvbn+=met
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
Jews ^nn++++=Jews'
' ^zz++++=EXTRAWORD
hearts ^nns++++=hearts
leap ^nn++++=leap
with ^in++++=with
hope ^nn++++=hope
and ^cc++++=and
trust ^nn++++=trust.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
steep ^jj+atrb+++=steep
stony ^jj+atrb+++=stony
broken ^jj+atrb++xvbn+=broken
hillside ^nn++++=hillside
of ^in++++=of
Beth ^np+++??+=Beth-horon,
- ^zz++++=EXTRAWORD
horon ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
very ^ap+amp+++=very
place ^nn++++=place
where ^wrb+who+++=where
Joshua ^np++++=Joshua
had ^vbd+hvd+aux++=had
conquered ^vprf+++xvbnx+=conquered
the ^ati++++=the
five ^cd++++=five
kings ^nns++++=kings
of ^in++++=of
the ^ati++++=the
Amorites ^np+++??+=Amorites,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
first ^od++++=first
battle ^nn++++=battle
on ^in++++=on
the ^ati++++=the
coming ^jj+++xvbg+=coming
in ^in++++=in
of ^in++++=of
the ^ati++++=the
children ^nns++++=children
of ^in++++=of
Israel ^np++++=Israel
to ^in++++=to
Palestine ^np++++=Palestine.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
the ^ati++++=the
rugged ^jj+atrb+++=rugged
path ^nn++++=path
where ^wrb+who+++=where
Joshua ^np++++=Joshua
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
and ^cc+phrs+++=and
called ^vbd+++xvbn+=called
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
sun ^nn++++=sun
to ^to++++=to
stand ^vbi++++=stand
still ^jj+pred+++=still
in ^in++++=in
Gibeon ^np+++??+=Gibeon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
moon ^nn++++=moon
in ^in++++=in
the ^ati++++=the
valley ^nn++++=valley
of ^in++++=of
Ajalon ^np+++??+=Ajalon.
. ^zz++++=EXTRAWORD
Miracles ^nns++++=Miracles
were ^vbd+bed+vrb++=were
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Judas ^np+++??+=Judas
looked ^vbd+++xvbn+=looked
for ^in++++=for
no ^at++++=no
wonder ^vb++++=wonder
to ^to++++=to
help ^vbi++++=help
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
up ^rp++++=up
the ^ati++++=the
mountain ^nn++++=mountain
road ^npl++++=road
from ^in++++=from
Joppa ^np+++??+=Joppa,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
heart ^nn++++=heart
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
trust ^nn++++=trust
as ^ql++++=as
Joshua ^np++++=Joshua's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
won ^vbd+++xvbnx+=won
another ^dt++++=another
great ^jj+atrb+++=great
victory ^nn++++=victory.
. ^zz++++=EXTRAWORD
By ^in++++=By
this ^dt+dem+++=this
time ^nn++++=time
King ^nn++++=King
Antiochus ^np+++??+=Antiochus
began ^vbd+++xvbn+=began
to ^to++++=to
think ^vbi+vprv+++=think
the ^ati++++=the
rising ^jj+++xvbg+=rising
of ^in++++=of
the ^ati++++=the
Jews ^nn++++=Jews
a ^at++++=a
serious ^jj+atrb+++=serious
matter ^nn++++=matter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
come ^vb++++=come
himself ^ppl+pp3+++=himself
against ^in++++=against
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
his ^pp$+pp3+++=his
provinces ^nns++++=provinces
in ^in++++=in
Armenia ^np+++??+=Armenia
and ^cc++++=and
Persia ^np++++=Persia
had ^vbd+hvd+aux++=had
refused ^vprf+++xvbnx+=refused
their ^pp$+pp3+++=their
tribute ^nn++++=tribute,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
go ^vb++++=go
in ^in++++=in
person ^nn++++=person
to ^to++++=to
reduce ^vbi++++=reduce
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
appointed ^vbd+++xvbnx+=appointed,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
a ^at++++=a
governor ^nn++++=governor,
, ^zz++++=EXTRAWORD
named ^j+++xvbn+=named
Lysias ^np+++??+=Lysias,
, ^zz++++=EXTRAWORD
to ^to++++=to
chastise ^vbi++++=chastise
the ^ati++++=the
Jews ^nn++++=Jews,
, ^zz++++=EXTRAWORD
giving ^jj+++xvbg+=giving
him ^pp3o+pp3+++=him
an ^at++++=an
army ^nn++++=army
of ^in++++=of
40,000 ^cd++++=40,000
foot ^nn++++=foot
and ^cc++++=and
7000 ^cd++++=7000
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
Half ^abn++++=Half
of ^in++++=of
these ^dt+dem+++=these
Lysias ^np+++??+=Lysias
sent ^vbd+++xvbn+=sent
on ^in++++=on
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
two ^cd++++=two
captains ^nns++++=captains,
, ^zz++++=EXTRAWORD
named ^j+++xvbn+=named
Nicanor ^np+++??+=Nicanor
and ^cc++++=and
Gorgias ^np+++??+=Gorgias,
, ^zz++++=EXTRAWORD
thinking ^vbg+vprv++xvbg+=thinking
that ^tht+vcmp+++=that
these ^dt+pdem+++=these
would ^md+prd+++=would
be ^vb+be+vrb++=be
more ^ql++++=more
than ^cs+sub+++=than
enough ^qlp++++=enough
to ^to++++=to
hunt ^vbi++++=hunt
down ^rb+phrv+++=down
and ^cc++++=and
crush ^vb++++=crush
the ^ati++++=the
little ^jj+atrb+++=little
handful ^nn+nom+++=handful
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
lurking ^vbg+++xvbgx+=lurking
in ^in++++=in
the ^ati++++=the
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
with ^in++++=with
them ^pp3o+pp3+++=them
came ^vbd+++xvbn+=came
a ^at++++=a
great ^jj+atrb+++=great
number ^nn++++=number
of ^in++++=of
slave ^nn++++=slave
merchants ^nns+nom+++=merchants,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
bargained ^vprf+++xvbnx+=bargained
with ^in++++=with
Nicanor ^np+++??+=Nicanor
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
should ^md+nec+++=should
have ^vb+hv+vrb++=have
ninety ^cd++++=ninety
Jews ^nn++++=Jews
for ^in++++=for
one ^cd1++++=one
talent ^nn++++=talent,
, ^zz++++=EXTRAWORD
to ^to++++=to
sell ^vbi++++=sell
to ^in++++=to
the ^ati++++=the
Greeks ^nn++++=Greeks
and ^cc++++=and
Romans ^nn++++=Romans,
, ^zz++++=EXTRAWORD
by ^in++++=by
whom ^whp+rel+pied++=whom
Jewish ^jj+atrb+++=Jewish
slaves ^nns++++=slaves
were ^vbd+bed+aux++=were
much ^rb++splt++=much
esteemed ^vpsv++agls+xvbnx+=esteemed.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
great ^jj+atrb+++=great
terror ^nn++++=terror
in ^in++++=in
Palestine ^np++++=Palestine
at ^in++++=at
these ^dt+dem+++=these
tidings ^nns++++=tidings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
weaker ^jjr++++=weaker-minded
- ^zz++++=EXTRAWORD
minded ^jj+++xvbn+=EXTRAWORD
fell ^vbd+++xvbn+=fell
away ^in+pl+++=away
from ^in"++++=from
Judas ^np+++??+=Judas;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
all ^abn++++=all
the ^ati++++=the
faithful ^jj++++=faithful
together ^nn+nom+++=together
at ^in++++=at
Mizpeh ^np+++??+=Mizpeh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
place ^nn++++=place
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
1000 ^cd++++=1000
years ^nns++++=years
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
had ^vbd+hvd+aux++=had
collected ^vprf+++xvbnx+=collected
the ^ati++++=the
Israelites ^np+++??+=Israelites,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
after ^in++++=after
prayer ^nn++++=prayer
and ^cc++++=and
fasting ^nvbg+++xvbg+=fasting,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
them ^pp3o+pp3+++=them
forth ^rp++++=forth
to ^in++++=to
free ^jj++++=free
their ^pp$+pp3+++=their
country ^nn++++=country
from ^in++++=from
the ^ati++++=the
Philistines ^np+++??+=Philistines.
. ^zz++++=EXTRAWORD
Shiloh ^np+++??+=Shiloh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sanctuary ^nn+nom+++=sanctuary,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
lying ^vbg+++xvbgx+=lying
desolate ^jj++++=desolate,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
Jerusalem ^np++++=Jerusalem
now ^rn+tm+++=now
lay ^jjb+++xvbn+=lay
in ^in++++=in
ruins ^nns++++=ruins;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
better ^jjr+atrb+++=better
times ^nns++++=times
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
very ^ql+amp+++=very
mournful ^jj++++=mournful
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
fast ^rb++++=fast
day ^nn++++=day
at ^rb++++=at
Mizpeh ^np+++??+=Mizpeh,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
Jews ^nn++++=Jews
looked ^vbd+++xvbn+=looked
along ^in++++=along
the ^ati++++=the
hillside ^nn++++=hillside
to ^in++++=to
their ^pp$+pp3+++=their
own ^ap++++=own
holy ^jj+atrb+++=holy
mountain ^nn++++=mountain
crowned ^vwbn+++xvbn+=crowned
by ^in++++=by
no ^at++++=no
white ^jj+atrb+++=white
marble ^nn++++=marble
and ^cc++++=and
gold ^nn++++=gold
Temple ^np++++=Temple
flashing ^vwbg+++xvbg+=flashing
back ^jjb++++=back
the ^ati++++=the
sunbeams ^nns+++??+=sunbeams,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
only ^rb+down+++=only
with ^in++++=with
the ^ati++++=the
tall ^jj+atrb+++=tall
castle ^nn++++=castle
of ^in++++=of
their ^pp$+pp3+++=their
enemies ^nns++++=enemies
towering ^vwbg+++xvbg+=towering
over ^in++++=over
the ^ati++++=the
precipice ^nn++++=precipice.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
could ^md+pos+++=could
not ^xnot++not++=not
sacrifice ^nn++++=sacrifice,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
a ^at++++=a
sacrifice ^nn++++=sacrifice
could ^md+pos+++=could
only ^rb+down+++=only
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
at ^rb++++=at
Jerusalem ^np++++=Jerusalem,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
only ^ap+down+++=only
book ^nn++++=book
of ^in++++=of
the ^ati++++=the
Scriptures ^nns++++=Scriptures
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
had ^md"++pmd"++=had
to ^md+nec+++=to
read ^vb+vprv++xvbn+=read
from ^in++++=from
was ^vbd+bedz+aux++=was
painted ^vpsv++agls+xvbnx+=painted
over ^in++++=over
with ^in++++=with
the ^ati++++=the
hateful ^jj+atrb+++=hateful
idol ^nn++++=idol
figures ^nns++++=figures
of ^in++++=of
the ^ati++++=the
Greeks ^nn++++=Greeks.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
huge ^jj+atrb+++=huge
army ^nn++++=army
of ^in++++=of
enemies ^nns++++=enemies
was ^vbd+bedz+aux++=was
ever ^rb++splt++=ever
coming ^vbg+++xvbgx+=coming
nearer ^rbr++++=nearer!
! ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
assembly ^nn++++=assembly
wept ^vbd+++xvbn+=wept,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
