Not ^xnot++not++=Not
vigilant ^jj+atrb+++=vigilant
human ^jj+atrb+++=human
eyes ^nns++++=eyes
and ^cc++++=and
ready ^jj+atrb+++=ready,
, ^zz++++=EXTRAWORD
loving ^jj+atrb++xvbg+=loving
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
guardian ^nn++++=guardian
angel ^nn++++=angel
destined ^vbd+++xvbn+=destined
to ^to++++=to
protect ^vbi++++=protect
the ^ati++++=the
good ^jj+atrb+++=good
man ^nn++++=man
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
blooming ^jj+atrb++xvbg+=blooming
daughter ^nn+nom+++=daughter
Phebe ^np+++??+=Phebe,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
thought ^vprf+++xvbnx+=thought
of ^in++++=of
herself ^ppl+pp3+++=herself
as ^in++++=as
an ^at++++=an
angel ^nn++++=angel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^rb++++=indeed
rarely ^rb++++=rarely
thought ^nn+++xvbn+=thought
of ^in++++=of
herself ^ppl+pp3+++=herself
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+vrb++=is
usually ^rb+down+++=usually
the ^ati++++=the
case ^nn++++=case
with ^in++++=with
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
do ^vb+do+vrb++=do
most ^ql+emph+++=most
to ^to++++=to
sweeten ^vbi++++=sweeten
and ^cc+phrs+++=and
brighten ^vb++++=brighten
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
natural ^jj++++=natural,
, ^zz++++=EXTRAWORD
wholesome ^jj+atrb+++=wholesome,
, ^zz++++=EXTRAWORD
human ^jj+atrb+++=human
child ^nn++++=child,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
a ^at++++=a
child ^nn++++=child's
's ^$++++=EXTRAWORD
unconsciousness ^nns+nom+++=unconsciousness
of ^in++++=of
self ^nn++++=self.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv+tht0+xvbnx+=knew
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
protect ^vb++++=protect
her ^pp3o+pp3+++=her
father ^npt++++=father
like ^in++++=like
a ^at++++=a
great ^jj+atrb+++=great
stalwart ^jj+atrb+++=stalwart
son ^nn++++=son,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
could ^md+pos+++=could
watch ^vb++++=watch
and ^cc+phrs+++=and
warn ^vb+vpub+++=warn
him ^pp3o+pp3+++=him
of ^in++++=of
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
the ^ati++++=the
sequel ^nn++++=sequel
proved ^vbd+vprv++xvbn+=proved,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
do ^vb+do+vrb++=do
far ^rb+pl+++=far
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
The ^ati++++=The
farmer ^nn++++=farmer's
's ^$++++=EXTRAWORD
habits ^nns++++=habits
were ^vbd+bed+aux++=were
well ^rb++++=well
known ^vbd+vprv++xvbn+=known,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ruffians ^nns++++=ruffians
of ^in++++=of
the ^ati++++=the
mountains ^nns++++=mountains
were ^vbd+bed+vrb++=were
aware ^jj+pred+++=aware
that ^tht+jcmp+++=that
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
shut ^vprf+++xvbnx+=shut
himself ^ppl+pp3+++=himself
in ^in++++=in
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
much ^ap++++=much
like ^in++++=like
Noah ^np++++=Noah
in ^in++++=in
his ^pp$+pp3+++=his
ark ^nn++++=ark.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
they ^pp3a+pp3+++=they
attempted ^vbd+++xvbnx+=attempted
to ^to+vcmp+++=to
burn ^vbi++++=burn
him ^pp3o+pp3+++=him
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
the ^ati++++=the
flames ^nns++++=flames
would ^md+prd+++=would
bring ^vb++++=bring
down ^rb+phrv+++=down
upon ^in++++=upon
them ^pp3o+pp3+++=them
a ^at++++=a
score ^nn++++=score
of ^in++++=of
neighbors ^nns++++=neighbors
not ^xnot++not++=not
hampered ^vpsv++by+xvbn+=hampered
by ^in++++=by
Quaker ^nn++++=Quaker
principles ^nns++++=principles.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
they ^pp3a+pp3+++=they
resolved ^vbd+vsua++xvbnx+=resolved
upon ^in++++=upon
a ^at++++=a
sudden ^jj+atrb+++=sudden
onslaught ^nn++++=onslaught
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
the ^ati++++=the
evening ^nn++++=evening
labors ^nns++++=labors
of ^in++++=of
the ^ati++++=the
farm ^nn++++=farm.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
the ^ati++++=the
farmer ^nn++++=farmer
feared ^vbd+vprv++xvbn+=feared;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Phebe ^np+++??+=Phebe,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
vigilant ^nn+nom+++=vigilant
outpost ^nn+++??+=outpost,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
never ^rb++++=never
absent ^jj++++=absent
from ^in++++=from
her ^pp$+pp3+++=her
place ^nn++++=place
of ^in++++=of
observation ^nn+nom+++=observation
until ^in++++=until
called ^nn++++=called
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
spring ^nn++++=spring
evening ^nn++++=evening
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
two ^cd++++=two
mounted ^jj+atrb++xvbn+=mounted
men ^nns++++=men
descending ^vwbg+++xvbg+=descending
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
roads ^nns++++=roads
which ^whp+rel+subj++=which
led ^vbd+++xvbn+=led
from ^in++++=from
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
of ^in++++=of
jogging ^xvbg+++xvbg+=jogging
quietly ^rb++++=quietly
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
highway ^nn++++=highway,
, ^zz++++=EXTRAWORD
as ^ql++++=as
ordinary ^jj+atrb+++=ordinary
travellers ^nns+nom+++=travellers
would ^md+prd+++=would
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
disappeared ^vbd+seem++xvbnx+=disappeared
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
afterward ^rb++++=afterward
she ^pp3a+pp3+++=she
caught ^vbd+++xvbnx+=caught
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
two ^cd++++=two
other ^ap++++=other
horsemen ^nns++++=horsemen
on ^in++++=on
the ^ati++++=the
second ^od++++=second
mountain ^nn++++=mountain
road ^npl++++=road.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
these ^dt+pdem+++=these
soon ^rb+tm+++=soon
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
full ^jj+atrb+++=full
view ^nn++++=view,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
see ^vbi+vprv+++=see
that ^tht+vcmp+++=that
all ^abn++++=all
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
Apparently ^rb++++=Apparently
satisfied ^jj+++xvbn+=satisfied,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
a ^at++++=a
low ^jj+atrb+++=low
whistle ^nn++++=whistle,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
three ^cd++++=three
men ^nns++++=men
joined ^vbd+++xvbn+=joined
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Phebe ^np+++??+=Phebe
waited ^vbd+++xvbn+=waited
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
no ^at++++=no
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
sped ^vpsv++agls+xvbn+=sped
toward ^in++++=toward
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
flaxen ^jj+atrb+++=flaxen
curls ^nns++++=curls
flying ^vwbg+++xvbg+=flying
from ^in++++=from
her ^pp$+pp3+++=her
flushed ^vbd+++xvbn+=flushed
and ^cc+phrs+++=and
excited ^vbd+++xvbn+=excited
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+aux++=are
coming ^vbg+++xvbgx+=coming,
, ^zz++++=EXTRAWORD
father ^nn++++=father!
! ^zz++++=EXTRAWORD
Thee ^pp2+pp2+++=Thee
must ^md+nec+++=must
be ^vb+be+vrb++=be
quick ^jj+pred+++=quick!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
moment ^nn++++=moment
or ^cc++++=or
two ^cd++++=two
elapsed ^vwbn+++xvbn+=elapsed
before ^cs+sub+++=before
all ^abn++++=all
were ^vbd+bed+vrb++=were
within ^in++++=within
the ^ati++++=the
dwelling ^nvbg+++xvbg+=dwelling,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doors ^nns++++=doors
banged ^vbd+++xvbn+=banged
and ^cc+phrs+++=and
barred ^vbd+++xvbn+=barred,
, ^zz++++=EXTRAWORD
the ^ati++++=the
heavy ^jj+atrb+++=heavy
shutters ^nns+nom+++=shutters
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
home ^nr++++=home-fortress
- ^zz++++=EXTRAWORD
fortress ^nns+nom+++=EXTRAWORD
made ^vbd+++xvbn+=made
secure ^vb++++=secure.
. ^zz++++=EXTRAWORD
Phebe ^np++++=Phebe's
's ^$++++=EXTRAWORD
warning ^nn++++=warning
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
none ^pn++++=none
too ^ql++++=too
soon ^rb+cnj+++=soon,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
scarcely ^rb+down+++=scarcely
time ^nn++++=time
to ^to++++=to
take ^vbi++++=take
breath ^nn++++=breath
before ^in++++=before
the ^ati++++=the
tramp ^nn++++=tramp
of ^in++++=of
galloping ^xvbg+++xvbg+=galloping
horses ^nns++++=horses
and ^cc++++=and
the ^ati++++=the
oaths ^nns++++=oaths
of ^in++++=of
their ^pp$+pp3+++=their
baffled ^jj+atrb+++=baffled
foes ^nns++++=foes
were ^vbd+bed+aux++=were
heard ^vpsv++agls+xvbnx+=heard
without ^in+strn+++=without.
. ^zz++++=EXTRAWORD
The ^ati++++=The
marauders ^nns+nom+++=marauders
did ^vbd+dod+aux++=did
not ^xnot++not++=not
dare ^vb++++=dare
make ^vb++++=make
much ^ap++++=much
noise ^nn++++=noise,
, ^zz++++=EXTRAWORD
for ^in++++=for
fear ^vb++++=fear
that ^tht+vcmp+++=that
some ^dti++++=some
passing ^jj+atrb++xvbg+=passing
neighbor ^nn++++=neighbor
might ^md+pos+++=might
give ^vb++++=give
the ^ati++++=the
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
Tying ^vbg+++xvbg+=Tying
their ^pp$+pp3+++=their
horses ^nns++++=horses
behind ^in+pl+++=behind
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+aux++=be
hidden ^vpsv++agls+xvbnx+=hidden
from ^in++++=from
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
tried ^vbd+++xvbnx+=tried
various ^jj+atrb+++=various
expedients ^nns++++=expedients
to ^to++++=to
gain ^vbi++++=gain
an ^at++++=an
entrance ^nn+nom+++=entrance,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
logs ^nns++++=logs
and ^cc++++=and
heavy ^jj+atrb+++=heavy
planks ^nns++++=planks
baffled ^jj++++=baffled
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
number ^nn++++=number
suggested ^vbd+vpub++xvbn+=suggested
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
should ^md+nec+++=should
ascend ^vb+++??+=ascend
the ^ati++++=the
roof ^nn++++=roof
and ^cc++++=and
climb ^vb++++=climb
down ^rp++++=down
the ^ati++++=the
wide ^jj+atrb+++=wide
flue ^nn++++=flue
of ^in++++=of
the ^ati++++=the
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
plan ^nn++++=plan
was ^vbd+bedz+vrb++=was
easy ^jj+pred+++=easy
of ^in++++=of
execution ^nn+nom+++=execution,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
the ^ati++++=the
stout ^jj+atrb+++=stout
farmer ^nn++++=farmer
thought ^vbd+++xvbn+=thought
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
hour ^nn++++=hour
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
heroism ^nn+nom+++=heroism
far ^rb+pl+++=far
beyond ^in++++=beyond
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
strikes ^vbz++++=strikes
down ^rp++++=down
his ^pp$+pp3+++=his
assailant ^nn+nom+++=assailant,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
prepared ^jj+++xvbnx+=prepared
to ^to+jcmp+++=to
suffer ^vbi++++=suffer
all ^abn++++=all
things ^nns++++=things
rather ^rb++++=rather
than ^in++++=than
take ^vb++++=take
life ^nn++++=life
with ^in++++=with
his ^pp$+pp3+++=his
own ^ap++++=own
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
wife ^nn++++=wife
proved ^vbd+vprv++xvbn+=proved
equal ^jj++++=equal
to ^in++++=to
this ^dt+dem+++=this
emergency ^nn++++=emergency.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
making ^vbg+++xvbgx+=making
over ^in++++=over
a ^at++++=a
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
large ^jj+atrb+++=large
basket ^nn++++=basket
of ^in++++=of
feathers ^nns+nom+++=feathers
was ^vbd+bedz+vrb++=was
within ^in++++=within
reach ^nn++++=reach.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+aux++=were
live ^vb++++=live
coals ^nns++++=coals
on ^in++++=on
the ^ati++++=the
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
give ^vb++++=give
out ^rp+pl+++=out
enough ^dt++++=enough
heat ^nn++++=heat
to ^to++++=to
prevent ^vbi++++=prevent
the ^ati++++=the
ruffians ^nns++++=ruffians
from ^in++++=from
descending ^nn++++=descending.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
of ^in++++=of
them ^pp3o+pp3+++=them
were ^vbd+bed+vrb++=were
already ^rb++++=already
in ^in++++=in
the ^ati++++=the
chimney ^nn++++=chimney,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+vrb++=were
threatening ^jj+atrb+++=threatening
horrible ^jj+atrb+++=horrible
vengeance ^nn+nom+++=vengeance
if ^cs+cnd+++=if
the ^ati++++=the
least ^rbt++++=least
resistance ^nn+nom+++=resistance
was ^vbd+bedz+aux++=was
offered ^vpsv++agls+xvbnx+=offered.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
the ^ati++++=the
coals ^nns++++=coals
on ^in++++=on
the ^ati++++=the
hearth ^nn++++=hearth
the ^ati++++=the
housewife ^nn++++=housewife
instantly ^rb+tm+++=instantly
emptied ^vbd+++xvbn+=emptied
her ^pp$+pp3+++=her
basket ^nn++++=basket
of ^in++++=of
feathers ^nns+nom+++=feathers;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
great ^jj+atrb+++=great
volume ^nn++++=volume
of ^in++++=of
pungent ^jj++++=pungent,
, ^zz++++=EXTRAWORD
stifling ^jj++++=stifling
smoke ^vb++++=smoke
poured ^vbd+++xvbn+=poured
up ^rp++++=up
the ^ati++++=the
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
The ^ati++++=The
threats ^nns++++=threats
of ^in++++=of
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
ropes ^nns++++=ropes
were ^vbd+bed+aux++=were
cautiously ^rb++splt++=cautiously
descending ^vbg+++xvbgx+=descending,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
transformed ^vpsv++agls+xvbnx+=transformed
into ^in++++=into
choking ^xvbg+++xvbg+=choking,
, ^zz++++=EXTRAWORD
half ^abn++++=half-suffocated
- ^zz++++=EXTRAWORD
suffocated ^xvbn+++xvbn+=EXTRAWORD
sounds ^nns++++=sounds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
soon ^rb+tm+++=soon
evident ^jj+pred+++=evident
that ^tht+jcmp+++=that
the ^ati++++=the
intruders ^nns+nom+++=intruders
were ^vbd+bed+vrb++=were
scrambling ^nn+nom+++=scrambling
out ^rp+pl+++=out
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
possible ^jj++++=possible.
. ^zz++++=EXTRAWORD
A ^at++++=A
hurried ^jj+atrb++xvbn+=hurried
consultation ^nn+nom+++=consultation
on ^in++++=on
the ^ati++++=the
roof ^nn++++=roof
ensued ^vbd+++xvbn+=ensued,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
something ^pn++++=something
had ^vbd+hvd+aux++=had
alarmed ^vprf+++xvbnx+=alarmed
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
galloped ^vbd+++xvbnx+=galloped
off ^rp+pl+++=off.
. ^zz++++=EXTRAWORD
With ^in+cmpx+++=With
the ^in"++++=the
exception ^in"++++=exception
of ^in"++++=of
the ^ati++++=the
cries ^nns++++=cries
of ^in++++=of
the ^ati++++=the
peepers ^nns+nom+++=peepers,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
hylas ^nns+++??+=hylas,
, ^zz++++=EXTRAWORD
in ^in++++=in
an ^at++++=an
adjacent ^jj+atrb+++=adjacent
swamp ^nn++++=swamp,
, ^zz++++=EXTRAWORD
the ^ati++++=the
night ^nn++++=night
soon ^rb+tm+++=soon
grew ^vbd+++xvbn+=grew
quiet ^nn++++=quiet
around ^rp++++=around
the ^ati++++=the
closed ^jj+atrb++xvbn+=closed
and ^cc+phrs+++=and
darkened ^jj+atrb++xvbn+=darkened
dwelling ^nvbg+++xvbg+=dwelling.
. ^zz++++=EXTRAWORD
Farmer ^nn++++=Farmer
Reynolds ^np++++=Reynolds
bowed ^vbd+++xvbn+=bowed
in ^in++++=in
thanksgiving ^nn++++=thanksgiving
over ^in++++=over
their ^pp$+pp3+++=their
escape ^nn++++=escape,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
after ^in++++=after
watching ^xvbg+++xvbg+=watching
a ^ap++++=a
few ^ap"++++=few
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
slept ^j+++xvbn+=slept
as ^ql++++=as
did ^vbd+dod+vrb++=did
thousands ^cds++++=thousands
of ^in++++=of
others ^aps++++=others
in ^in++++=in
those ^dt+dem+++=those
times ^nns++++=times
of ^in++++=of
anxiety ^nn++++=anxiety.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Phebe ^np+++??+=Phebe
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
grew ^vbd+++xvbnx+=grew
old ^jj++++=old
by ^in++++=by
moments ^nns+nom+++=moments
that ^tht+rel+obj++=that
night ^nn++++=night
as ^ql++++=as
do ^vb+do+vrb++=do
other ^ap++++=other
girls ^nns++++=girls
by ^in++++=by
months ^nns++++=months
and ^cc++++=and
years ^nns++++=years;
; ^zz++++=EXTRAWORD
as ^ql++++=as
never ^rb++++=never
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
understood ^vbd+vprv++xvbnx+=understood
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
life ^nn++++=life
was ^vbd+bedz+vrb++=was
in ^in++++=in
peril ^nn++++=peril.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^ap++++=much
that ^dt+dem+++=that
life ^nn++++=life
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
and ^cc++++=and
the ^ati++++=the
little ^ap++++=little
brood ^nn++++=brood
of ^in++++=of
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
the ^ati++++=the
eldest ^jjt++++=eldest!
! ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^rb++++=much
it ^pp3+it+++=it
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
dear ^uh++++=dear
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
soon ^rb+tm+++=soon
again ^rb+tm+++=again
to ^to++++=to
give ^vbi++++=give
birth ^nn++++=birth
to ^in++++=to
a ^rb++++=a
little ^rb"++++=little
one ^cd1++++=one
that ^dt+pdem+++=that
would ^md+prd+++=would
need ^vb++++=need
a ^at++++=a
father ^nn++++=father's
's ^$++++=EXTRAWORD
protection ^nn+nom+++=protection
and ^cc++++=and
support ^nn++++=support!
! ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
young ^jj+atrb+++=young
girl ^nn++++=girl
lay ^vbd+++xvbn+=lay
in ^in++++=in
her ^pp$+pp3+++=her
little ^ap++++=little
attic ^nn++++=attic
room ^nn++++=room,
, ^zz++++=EXTRAWORD
with ^in++++=with
dilated ^vbd+++xvbn+=dilated
eyes ^nns++++=eyes
and ^cc++++=and
ears ^nns++++=ears
intent ^jj++++=intent
on ^in++++=on
the ^ati++++=the
slightest ^jjt++++=slightest
sound ^jj++++=sound,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
for ^in++++=for
any ^dti++++=any
heroic ^jj+atrb+++=heroic
self ^nn++++=self-sacrifice,
- ^zz++++=EXTRAWORD
sacrifice ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
without ^in++++=without
once ^rb+tm+++=once
dreaming ^vbg+++xvbg+=dreaming
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
heroic ^jj+pred+++=heroic.
. ^zz++++=EXTRAWORD
The ^ati++++=The
news ^nn++++=news
of ^in++++=of
the ^ati++++=the
night ^nn++++=night-attack
- ^zz++++=EXTRAWORD
attack ^vb++++=EXTRAWORD
spread ^vbd+++xvbn+=spread
fast ^rb+cnj+++=fast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
period ^nn++++=period
of ^in++++=of
increased ^jj+atrb++xvbn+=increased
vigilance ^nn+nom+++=vigilance
which ^whp+rel+subj++=which
compelled ^vbd+++xvbn+=compelled
the ^ati++++=the
outlaws ^nns++++=outlaws
to ^to++++=to
lie ^vbi++++=lie
close ^jj++++=close
in ^in++++=in
their ^pp$+pp3+++=their
mountain ^nn++++=mountain
fastnesses ^nns+nom++??+=fastnesses.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Phebe ^np+++??+=Phebe
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
enemies ^nns++++=enemies
were ^vbd+bed+vrb++=were
still ^rb++++=still
at ^rb++++=at
large ^rb"++++=large
with ^in++++=with
their ^pp$+pp3+++=their
hate ^vb++++=hate
only ^rb+down+++=only
stimulated ^vbd+++xvbn+=stimulated
because ^cs+cos+++=because
baffled ^vprf+++xvbn+=baffled
for ^in++++=for
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
least ^ql++++=least
relax ^vb++++=relax
her ^pp$+pp3+++=her
watchfulness ^nns+nom+++=watchfulness;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
besought ^vprf+++xvbn+=besought
their ^pp$+pp3+++=their
nearest ^jjt+atrb+++=nearest
neighbors ^nns++++=neighbors
to ^to++++=to
come ^vbi++++=come
to ^in++++=to
their ^pp$+pp3+++=their
assistance ^nn+nom+++=assistance
should ^md+nec+++=should
any ^dti++++=any
alarm ^nn++++=alarm
be ^vb+be+aux++=be
given ^vpsv++agls+xvbnx+=given.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
spring ^nn++++=spring
and ^cc++++=and
early ^jj+atrb+++=early
summer ^nn++++=summer
passed ^vbd+++xvbn+=passed
without ^in++++=without
further ^jjb+atrb+++=further
trouble ^nn++++=trouble,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
all ^rb++++=all
began ^vbd+++xvbn+=began
to ^to++++=to
breathe ^vbi++++=breathe
more ^rbr++++=more
freely ^rb+cnj+++=freely,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^cd1++++=one
July ^nr++++=July
night ^nn++++=night
John ^np++++=John
Reynolds ^np++++=Reynolds
was ^vbd+bedz+aux++=was
betrayed ^vpsv++by+xvbnx+=betrayed
by ^in++++=by
his ^pp$+pp3+++=his
