From ^in++++=FROM
with ^in++++=with
deep ^jj+atrb+++=deep
green ^nn++++=green
lakes ^nns++++=lakes
in ^in++++=in
the ^ati++++=the
hollows ^nns++++=hollows,
, ^zz++++=EXTRAWORD
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
blade ^nn++++=blade-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
trees ^nns++++=trees
that ^tht+rel+subj++=that
waved ^vbd+++xvbn+=waved
from ^in++++=from
root ^nn++++=root
to ^in++++=to
tip ^nn++++=tip,
, ^zz++++=EXTRAWORD
round ^in++++=round
boulders ^nns+nom+++=boulders
of ^in++++=of
grey ^np++++=grey
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
vast ^jj+atrb+++=vast
crumpled ^jj+atrb++xvbn+=crumpled
surfaces ^nns++++=surfaces
of ^in++++=of
a ^at++++=a
thin ^jj+atrb+++=thin
crackling ^nn+nom+++=crackling
textureall ^nn+++??+=textureall
these ^dt+dem+++=these
objects ^nns++++=objects
lay ^vbd+++xvbn+=lay
across ^in+pl+++=across
the ^ati++++=the
snail ^nn++++=snail's
's ^$++++=EXTRAWORD
progress ^nns+nom+++=progress
between ^in++++=between
one ^cd1++++=one
stalk ^vb++++=stalk
and ^cc++++=and
another ^dt++++=another
to ^in++++=to
his ^pp$+pp3+++=his
goal ^nn++++=goal.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
decided ^vprf+++xvbnx+=decided
whether ^cs+who+++=whether
to ^to++++=to
circumvent ^vbi++++=circumvent
the ^ati++++=the
arched ^jj+atrb++xvbn+=arched
tent ^nn++++=tent
of ^in++++=of
a ^at++++=a
dead ^jj+atrb+++=dead
leaf ^nn++++=leaf
or ^cc++++=or
to ^in++++=to
breast ^nn++++=breast
it ^pp3+it+++=it
there ^rn+pl+++=there
came ^vbd+++xvbn+=came
past ^jjb++++=past
the ^ati++++=the
bed ^nn++++=bed
the ^ati++++=the
feet ^nns++++=feet
of ^in++++=of
other ^ap++++=other
human ^jj+atrb+++=human
beings ^nns++++=beings.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
time ^nn++++=time
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
both ^abx++++=both
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
younger ^nn++++=younger
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
wore ^vbd+++xvbn+=wore
an ^at++++=an
expression ^nn++++=expression
of ^in++++=of
perhaps ^rb++++=perhaps
unnatural ^jj+atrb+++=unnatural
calm ^nn++++=calm;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
raised ^vbd+++xvbnx+=raised
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
fixed ^jj+++xvbn+=fixed
them ^pp3o+pp3+++=them
very ^ql+amp+++=very
steadily ^rb++++=steadily
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
him ^pp3o+pp3+++=him
while ^cs+sub+++=while
his ^pp$+pp3+++=his
companion ^nn++++=companion
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
directly ^rb++++=directly
his ^pp$+pp3+++=his
companion ^nn++++=companion
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
speaking ^vbg+++xvbg+=speaking
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
again ^rb+tm+++=again
and ^cc+phrs+++=and
sometimes ^rb++++=sometimes
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
lips ^nns++++=lips
only ^rb+down+++=only
after ^cs+sub+++=after
a ^at++++=a
long ^rb++++=long
pause ^nn++++=pause
and ^cc++++=and
sometimes ^rb++++=sometimes
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
open ^jj++++=open
them ^pp3o+pp3+++=them
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
elder ^jjr+atrb+++=elder
man ^nn++++=man
had ^vb+hv+vrb++=had
a ^at++++=a
curiously ^rb++++=curiously
uneven ^jj+atrb+++=uneven
and ^cc+phrs+++=and
shaky ^jj+atrb+++=shaky
method ^nn++++=method
of ^in++++=of
walking ^xvbg+++xvbg+=walking,
, ^zz++++=EXTRAWORD
jerking ^jj+++xvbg+=jerking
his ^pp$+pp3+++=his
hand ^nn++++=hand
forward ^nn++++=forward
and ^cc++++=and
throwing ^vbg+++xvbg+=throwing
up ^rp++++=up
his ^pp$+pp3+++=his
head ^jjb++++=head
abruptly ^rb+cnj+++=abruptly,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
in ^in++++=in
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
an ^at++++=an
impatient ^jj+atrb+++=impatient
carriage ^nn+nom+++=carriage
horse ^nn++++=horse
tired ^vbd+++xvbn+=tired
of ^in++++=of
waiting ^xvbg+++xvbg+=waiting
outside ^jjb++++=outside
a ^at++++=a
house ^nn++++=house;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
man ^nn++++=man
these ^dt+dem+++=these
gestures ^nns++++=gestures
were ^vbd+bed+vrb++=were
irresolute ^jj+pred+++=irresolute
and ^cc+phrs+++=and
pointless ^jj++++=pointless.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
talked ^vbd+++xvbnx+=talked
almost ^rb+hdg+++=almost
incessantly ^rb++++=incessantly;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
to ^in++++=to
himself ^ppl+pp3+++=himself
and ^cc++++=and
again ^rb+tm+++=again
began ^vbd+++xvbn+=began
to ^to++++=to
talk ^vbi++++=talk,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
smile ^nn++++=smile
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
about ^in++++=about
spiritsthe ^nn+++??+=spiritsthe
spirits ^nns++++=spirits
of ^in++++=of
the ^ati++++=the
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
even ^rb++++=even
now ^rn+tm+++=now
telling ^jj+++xvbg+=telling
him ^pp3o+pp3+++=him
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
odd ^jj+atrb+++=odd
things ^nns++++=things
about ^in++++=about
their ^pp$+pp3+++=their
experiences ^nns+nom+++=experiences
in ^in++++=in
Heaven ^nn++++=Heaven.
. ^zz++++=EXTRAWORD
" ^zz++++="Heaven
heaven ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
known ^vpsv++agls+xvbnx+=known
to ^to+vcmp+++=to
the ^ati++++=the
ancients ^nns++++=ancients
as ^ql++++=as
Thessaly ^np+++??+=Thessaly,
, ^zz++++=EXTRAWORD
William ^np++++=William,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
with ^in++++=with
this ^dt+dem+++=this
war ^nn++++=war,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spirit ^nn++++=spirit
matter ^nn++++=matter
is ^vbz+bez+aux++=is
rolling ^nvbg+++xvbg+=rolling
between ^in++++=between
the ^ati++++=the
hills ^nns++++=hills
like ^in++++=like
thunder ^nn++++=thunder."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
listen ^vbi++++=listen,
, ^zz++++=EXTRAWORD
smiled ^j+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
jerked ^j+++xvbn+=jerked
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
continued ^vbd+++xvbn+=continued:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
small ^jj+atrb+++=small
electric ^jj+atrb+++=electric
battery ^nn+nom+++=battery
and ^cc++++=and
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
rubber ^nn++++=rubber
to ^to++++=to
insulate ^nn+nom+++=insulate
the ^ati++++=the
wireisolate?insulate?well ^nn+++??+=wireisolate?insulate?well,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
skip ^vb++++=skip
the ^ati++++=the
details ^nns++++=details,
, ^zz++++=EXTRAWORD
no ^at++++=no
good ^nn++++=good
going ^vwbg+++xvbg+=going
into ^in++++=into
details ^nns++++=details
that ^tht+rel+subj++=that
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
understoodand ^nn+++??+=understoodand
in ^rb++++=in
short ^rb"++++=short
the ^ati++++=the
little ^jj+atrb+++=little
machine ^nn++++=machine
stands ^nns++++=stands
in ^in++++=in
any ^dti++++=any
convenient ^jj+atrb+++=convenient
position ^nn+nom+++=position
by ^in++++=by
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
neat ^jj+atrb+++=neat
mahogany ^nn++++=mahogany
stand ^nn++++=stand.
. ^zz++++=EXTRAWORD
All ^abn++++=All
arrangements ^nns+nom+++=arrangements
being ^vwbg+beg++xvbg+=being
properly ^rb++++=properly
fixed ^vpsv++by+xvbn+=fixed
by ^in++++=by
workmen ^nns++++=workmen
under ^in++++=under
my ^pp$+pp1+++=my
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
the ^ati++++=the
widow ^nn++++=widow
applies ^vbz++++=applies
her ^pp$+pp3+++=her
ear ^nn++++=ear
and ^cc++++=and
summons ^nn++++=summons
the ^ati++++=the
spirit ^nn++++=spirit
by ^in++++=by
sign ^vb++++=sign
as ^cs+sub+++=as
agreed ^jj+++xvbn+=agreed.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women!
! ^zz++++=EXTRAWORD
Widows ^nns++++=Widows!
! ^zz++++=EXTRAWORD
Women ^nns++++=Women
in ^in++++=in
black ^jj++++=black"
" ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
caught ^vbd+++xvbn+=caught
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
dress ^nn++++=dress
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
the ^ati++++=the
shade ^nn++++=shade
looked ^vbd+++xvbn+=looked
a ^at++++=a
purple ^jj++++=purple
black ^jj++++=black.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
his ^pp$+pp3+++=his
hand ^nn++++=hand
upon ^in++++=upon
his ^pp$+pp3+++=his
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hurried ^vpsv++agls+xvbn+=hurried
towards ^in++++=towards
her ^pp$+pp3+++=her
muttering ^vbg+++xvbg+=muttering
and ^cc+phrs+++=and
gesticulating ^vbg+++xvbg+=gesticulating
feverishly ^rb++++=feverishly.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
William ^np++++=William
caught ^vbd+++xvbn+=caught
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
sleeve ^nn++++=sleeve
and ^cc++++=and
touched ^vbd+++xvbn+=touched
a ^at++++=a
flower ^nn++++=flower
with ^in++++=with
the ^ati++++=the
tip ^nn++++=tip
of ^in++++=of
his ^pp$+pp3+++=his
walking ^vbg+++xvbg+=walking-stick
- ^zz++++=EXTRAWORD
stick ^vb++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
divert ^vb++++=divert
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man's
's ^$++++=EXTRAWORD
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
After ^in++++=After
looking ^xvbg+++xvbg+=looking
at ^rb++++=at
it ^pp3+it+++=it
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
in ^in++++=in
some ^dti++++=some
confusion ^nn++++=confusion
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
bent ^vbd+++xvbn+=bent
his ^pp$+pp3+++=his
ear ^nn++++=ear
to ^in++++=to
it ^pp3+it+++=it
and ^cc++++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
answer ^vbi++++=answer
a ^at++++=a
voice ^nn++++=voice
speaking ^vwbg+++xvbg+=speaking
from ^in++++=from
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
talking ^vbg+++xvbg+=talking
about ^in++++=about
the ^ati++++=the
forests ^nns++++=forests
of ^in++++=of
Uruguay ^np+++??+=Uruguay
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
visited ^vprf+++xvbnx+=visited
hundreds ^cds++++=hundreds
of ^in++++=of
years ^nns++++=years
ago ^rb++++=ago
in ^in++++=in
company ^nn++++=company
with ^in++++=with
the ^ati++++=the
most ^ql+emph+++=most
beautiful ^jj+atrb+++=beautiful
young ^jj+atrb+++=young
woman ^nn++++=woman
in ^in++++=in
Europe ^np++++=Europe.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
be ^vb+be+aux++=be
heard ^vpsv++agls+xvbnx+=heard
murmuring ^vbg+++xvbg+=murmuring
about ^in++++=about
forests ^nns++++=forests
of ^in++++=of
Uruguay ^np+++??+=Uruguay
blanketed ^vbd+++xvbn+=blanketed
with ^in++++=with
the ^ati++++=the
wax ^nn++++=wax
petals ^nns++++=petals
of ^in++++=of
tropical ^jj+atrb+++=tropical
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
nightingales ^nns+nom+++=nightingales,
, ^zz++++=EXTRAWORD
sea ^nn++++=sea
beaches ^nns++++=beaches,
, ^zz++++=EXTRAWORD
mermaids ^nns+++??+=mermaids,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
women ^nns++++=women
drowned ^vbd+++xvbn+=drowned
at ^rb++++=at
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
suffered ^vbd+++xvbnx+=suffered
himself ^ppl+pp3+++=himself
to ^to++++=to
be ^vbi+vbi+aux++=be
moved ^vpsv++agls+xvbnx+=moved
on ^in++++=on
by ^in++++=by
William ^np++++=William,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
whose ^whp+rel+pied++=whose
face ^nn++++=face
the ^ati++++=the
look ^nn++++=look
of ^in++++=of
stoical ^jj+atrb+++=stoical
patience ^nn+nom+++=patience
grew ^vbd+++xvbn+=grew
slowly ^rb++++=slowly
deeper ^jjr++++=deeper
and ^cc+phrs+++=and
deeper ^jjr++++=deeper.
. ^zz++++=EXTRAWORD
Following ^jj+++xvbg+=Following
his ^pp$+pp3+++=his
steps ^nns++++=steps
so ^rb++++=so
closely ^rb++++=closely
as ^in++++=as
to ^to++++=to
be ^vbi+vbi+aux++=be
slightly ^rb+down+splt++=slightly
puzzled ^vpsv++by+xvbnx+=puzzled
by ^in++++=by
his ^pp$+pp3+++=his
gestures ^nns++++=gestures
came ^vbd+++xvbn+=came
two ^cd++++=two
elderly ^jj+atrb+++=elderly
women ^nns++++=women
of ^in++++=of
the ^ati++++=the
lower ^jjr+atrb+++=lower
middle ^jjb+atrb+++=middle
class ^nn++++=class,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
stout ^jj++++=stout
and ^cc+phrs+++=and
ponderous ^jj++++=ponderous,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
rosy ^jj++++=rosy
cheeked ^jj+++xvbn+=cheeked
and ^cc+phrs+++=and
nimble ^jj++++=nimble.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
most ^ql+emph+++=most
people ^nns++++=people
of ^in++++=of
their ^pp$+pp3+++=their
station ^nn+nom+++=station
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
frankly ^rb++splt++=frankly
fascinated ^vpsv++by+xvbnx+=fascinated
by ^in++++=by
any ^dti++++=any
signs ^nns++++=signs
of ^in++++=of
eccentricity ^nn+nom+++=eccentricity
betokening ^vwbg+++xvbg+=betokening
a ^at++++=a
disordered ^jj+atrb+++=disordered
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
in ^in++++=in
the ^ati++++=the
well ^rb++++=well-to-do;
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
do ^vb+do+vrb++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
too ^ql++++=too
far ^rb+pl+++=far
off ^rp+pl+++=off
to ^to++++=to
be ^vbi++vrb++=be
certain ^jj+pred+++=certain
whether ^cs+who+++=whether
the ^ati++++=the
gestures ^nns++++=gestures
were ^vbd+bed+vrb++=were
merely ^rb+down+++=merely
eccentric ^jj+pred+++=eccentric
or ^cc++++=or
genuinely ^rb++++=genuinely
mad ^jj++++=mad.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
scrutinised ^vprf+++xvbnx+=scrutinised
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man's
's ^vbz+bez+vrb++0=EXTRAWORD
back ^jjb++++=back
in ^in++++=in
silence ^nn+nom+++=silence
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
and ^cc++++=and
given ^vbd+++xvbn+=given
each ^ppls++++=each
other ^ap++++=other
a ^at++++=a
queer ^jj+atrb+++=queer,
, ^zz++++=EXTRAWORD
sly ^jj+atrb+++=sly
look ^nn++++=look,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
on ^in++++=on
energetically ^rb++++=energetically
piecing ^vbg+++xvbg+=piecing
together ^rb+phrv+++=together
their ^pp$+pp3+++=their
very ^ql+amp+++=very
complicated ^jj+atrb++xvbn+=complicated
dialogue ^nn++++=dialogue:
: ^zz++++=EXTRAWORD
" ^zz++++="Nell,
nell ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Bert ^np++++=Bert,
, ^zz++++=EXTRAWORD
Lot ^nn++++=Lot,
, ^zz++++=EXTRAWORD
Cess ^np+++??+=Cess,
, ^zz++++=EXTRAWORD
Phil ^np++++=Phil,
, ^zz++++=EXTRAWORD
Pa ^npt++++=Pa,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says"
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
Bert ^np++++=Bert,
, ^zz++++=EXTRAWORD
Sis ^np+++??+=Sis,
, ^zz++++=EXTRAWORD
Bill ^nn++++=Bill,
, ^zz++++=EXTRAWORD
Grandad ^np+++??+=Grandad,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
sugar ^nn++++=sugar,
, ^zz++++=EXTRAWORD
Sugar ^nn++++=Sugar,
, ^zz++++=EXTRAWORD
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
kippers ^nns+nom+++=kippers,
, ^zz++++=EXTRAWORD
greens ^nns++++=greens,
, ^zz++++=EXTRAWORD
Sugar ^nn++++=Sugar,
, ^zz++++=EXTRAWORD
sugar ^nn++++=sugar,
, ^zz++++=EXTRAWORD
sugar ^nn++++=sugar."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
ponderous ^jj+atrb+++=ponderous
woman ^nn++++=woman
looked ^vbd+++xvbn+=looked
through ^in++++=through
the ^ati++++=the
pattern ^nn++++=pattern
of ^in++++=of
falling ^xvbg+++xvbg+=falling
words ^nns++++=words
at ^in++++=at
the ^ati++++=the
flowers ^nns+nom+++=flowers
standing ^xvbg+++xvbg+=standing
cool ^vb++++=cool,
, ^zz++++=EXTRAWORD
firm ^jj++++=firm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upright ^jj++++=upright
in ^in++++=in
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
curious ^jj+atrb+++=curious
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
saw ^vbd+vprv++xvbnx+=saw
them ^pp3o+pp3+++=them
as ^in++++=as
a ^at++++=a
sleeper ^jjr++++=sleeper
waking ^jj+++xvbg+=waking
from ^in++++=from
a ^at++++=a
heavy ^jj+atrb+++=heavy
sleep ^nn++++=sleep
sees ^vbz+vprv+++=sees
a ^at++++=a
brass ^nn++++=brass
candlestick ^nn+++??+=candlestick
reflecting ^vwbg+vprv++xvbg+=reflecting
the ^ati++++=the
light ^nn++++=light
in ^in++++=in
an ^at++++=an
unfamiliar ^jj+atrb+++=unfamiliar
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
closes ^vbz++++=closes
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
opens ^vbz++++=opens
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
brass ^nn++++=brass
candlestick ^nn+++??+=candlestick
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
finally ^rb++++=finally
starts ^vbz++++=starts
broad ^jj++++=broad
awake ^jj++++=awake
and ^cc++++=and
stares ^nns+++??+=stares
at ^rb++++=at
the ^ati++++=the
candlestick ^nn+++??+=candlestick
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
powers ^nns++++=powers.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
heavy ^jj+atrb+++=heavy
woman ^nn++++=woman
came ^vbd+++xvbn+=came
to ^in++++=to
a ^at++++=a
standstill ^nn++++=standstill
opposite ^in++++=opposite
the ^ati++++=the
oval ^jj++++=oval-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+atrb++xvbn+=EXTRAWORD
flower ^nn++++=flower
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ceased ^vprf+++xvbn+=ceased
even ^rb++++=even
to ^to++++=to
pretend ^vbi+vprv+++=pretend
to ^to+vcmp+++=to
listen ^vbi++++=listen
to ^to++++=to
what ^wdt+who+++=what
the ^ati++++=the
other ^ap++++=other
woman ^nn++++=woman
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
there ^rn+pl+++=there
letting ^jj+++xvbg+=letting
the ^ati++++=the
words ^nns++++=words
fall ^nn++++=fall
over ^in++++=over
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
swaying ^vbg+++xvbg+=swaying
the ^ati++++=the
top ^jjb+atrb+++=top
part ^nn++++=part
of ^in++++=of
her ^pp$+pp3+++=her
body ^nn++++=body
slowly ^rb++++=slowly
backwards ^rb++++=backwards
and ^cc++++=and
forwards ^nns++++=forwards,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
suggested ^vbd+vpub++xvbnx+=suggested
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
should ^md+nec+++=should
find ^vb+vprv+++=find
a ^at++++=a
seat ^nn++++=seat
and ^cc++++=and
have ^vb+hv+vrb++=have
their ^pp$+pp3+++=their
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
snail ^nn++++=snail
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
considered ^vprf+++xvbnx+=considered
every ^at++++=every
possible ^jj+atrb+++=possible
method ^nn++++=method
of ^in++++=of
reaching ^xvbg+++xvbg+=reaching
his ^pp$+pp3+++=his
goal ^nn++++=goal
without ^in++++=without
going ^nn++++=going
round ^in++++=round
the ^ati++++=the
dead ^jj+atrb+++=dead
leaf ^nn++++=leaf
or ^cc++++=or
climbing ^nvbg+++xvbg+=climbing
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
alone ^rb++++=alone
the ^ati++++=the
effort ^nn++++=effort
needed ^vwbn+++xvbn+=needed
for ^in++++=for
climbing ^xvbg+++xvbg+=climbing
a ^at++++=a
leaf ^nn++++=leaf,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
doubtful ^jj+pred+++=doubtful
whether ^cs+who+++=whether
the ^ati++++=the
thin ^jj+atrb+++=thin
texture ^nn++++=texture
which ^whp+rel+subj++=which
vibrated ^vbd+++xvbn+=vibrated
with ^in++++=with
such ^abl++++=such
an ^at++++=an
alarming ^jj+atrb++xvbg+=alarming
crackle ^nn+++??+=crackle
when ^wrb+who+++=when
touched ^vbd+++xvbn+=touched
even ^rb++++=even
by ^in++++=by
the ^ati++++=the
tip ^nn++++=tip
of ^in++++=of
his ^pp$+pp3+++=his
horns ^nns++++=horns
would ^md+prd+++=would
bear ^vb+vprv+++=bear
his ^pp$+pp3+++=his
weight ^nn++++=weight;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
determined ^jj+++xvbn+=determined
him ^pp3o+pp3+++=him
finally ^rb++++=finally
to ^to++++=to
creep ^vbi++++=creep
beneath ^in+pl+++=beneath
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
there ^rn+pl+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
point ^nn++++=point
where ^wrb+who+++=where
the ^ati++++=the
leaf ^nn++++=leaf
curved ^jj+atrb+++=curved
high ^np++++=high
enough ^qlp++++=enough
from ^in++++=from
the ^ati++++=the
