Being ^vbg+beg++xvbg+=Being
lightest ^jjt+atrb+++=lightest
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
consciousness ^nns+nom+++=consciousness
of ^in++++=of
his ^pp$+pp3+++=his
imminent ^jj+atrb+++=imminent
danger ^nn++++=danger
might ^md+pos+++=might
produce ^vb++++=produce
in ^in++++=in
him ^pp3o+pp3+++=him
a ^at++++=a
more ^rbr++++=more
docile ^jj+atrb+++=docile
and ^cc+phrs+++=and
tractable ^jj+atrb+++=tractable
disposition ^nn+nom+++=disposition.
. ^zz++++=EXTRAWORD
Accordingly ^rb++++=Accordingly
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
child ^nn++++=child
to ^to++++=to
lead ^vbi++++=lead
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
followed ^vbd+vprv+tht0+xvbn+=followed
her ^pp$+pp3+++=her
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
hurried ^vbd+++xvbnx+=hurried
rapidly ^rb++++=rapidly
through ^in++++=through
the ^ati++++=the
long ^rb++++=long
narrow ^jj+atrb+++=narrow
street ^nn++++=street
which ^whp+rel+subj++=which
forms ^vbz++++=forms
the ^ati++++=the
great ^jj+atrb+++=great
thoroughfare ^nn++++=thoroughfare
of ^in++++=of
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
The ^ati++++=The
darkness ^nns+nom+++=darkness
of ^in++++=of
the ^ati++++=the
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
rendered ^j+++xvbn+=rendered
still ^rb+atrb+++=still
deeper ^jjr++++=deeper
by ^in++++=by
the ^ati++++=the
close ^jj+atrb+++=close
approach ^nn++++=approach
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
fashioned ^jj+atrb++xvbn+=fashioned
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
lowered ^vbd+++xvbn+=lowered
in ^in++++=in
tall ^jj+atrb+++=tall
obscurity ^nn+nom+++=obscurity
on ^in++++=on
either ^dtx++++=either
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
way ^nn++++=way;
; ^zz++++=EXTRAWORD
the ^ati++++=the
damp ^jj+atrb+++=damp
dreary ^jj+atrb+++=dreary
chill ^nn++++=chill
which ^whp+rel+subj++=which
renders ^nns+nom+++=renders
the ^ati++++=the
advance ^nn+nom+++=advance
of ^in++++=of
morning ^nn++++=morning
peculiarly ^rb++++=peculiarly
cheerless ^jj++++=cheerless,
, ^zz++++=EXTRAWORD
combined ^j+++xvbn+=combined
with ^in++++=with
the ^ati++++=the
object ^nn++++=object
of ^in++++=of
my ^pp$+pp1+++=my
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
to ^to++++=to
visit ^vbi++++=visit
the ^ati++++=the
death ^nn++++=death-bed
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
presumptuous ^jj+atrb+++=presumptuous
sinner ^nn++++=sinner,
, ^zz++++=EXTRAWORD
to ^in++++=to
endeavour ^nn++++=endeavour,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
against ^in++++=against
my ^pp$+pp1+++=my
own ^ap++++=own
conviction ^nn+nom+++=conviction,
, ^zz++++=EXTRAWORD
to ^in++++=to
infuse ^nn+++??+=infuse
a ^at++++=a
hope ^nn++++=hope
into ^in++++=into
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
a ^at++++=a
dying ^jj+atrb++xvbg+=dying
reprobate ^nn+nom+++=reprobate--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
drunkard ^nn++++=drunkard,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
too ^rb++++=too
probably ^rb++++=probably
perishing ^jj+++xvbg+=perishing
under ^in++++=under
the ^ati++++=the
consequences ^nns+nom+++=consequences
of ^in++++=of
some ^dti++++=some
mad ^jj+atrb+++=mad
fit ^nn++++=fit
of ^in++++=of
intoxication ^nn+nom+++=intoxication;
; ^zz++++=EXTRAWORD
all ^abn++++=all
these ^dt+dem+++=these
circumstances ^nns+nom+++=circumstances
united ^jj++++=united
served ^jj+++xvbn+=served
to ^to++++=to
enhance ^nn+nom+++=enhance
the ^ati++++=the
gloom ^nn++++=gloom
and ^cc++++=and
solemnity ^nn+nom+++=solemnity
of ^in++++=of
my ^pp$+pp1+++=my
feelings ^nns+nom+++=feelings,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
silently ^rb++++=silently
followed ^vbd+vprv+tht0+xvbn+=followed
my ^pp$+pp1+++=my
little ^ap++++=little
guide ^vb++++=guide,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
with ^in++++=with
quick ^jj+atrb+++=quick
steps ^nns++++=steps
traversed ^vbd+++xvbn+=traversed
the ^ati++++=the
uneven ^jj+atrb+++=uneven
pavement ^nn+nom+++=pavement
of ^in++++=of
the ^ati++++=the
main ^jjb+atrb+++=main
street ^nn++++=street.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^at++++=a
walk ^nn++++=walk
of ^in++++=of
about ^in++++=about
five ^cd++++=five
minutes ^nns++++=minutes
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
off ^in+pl+++=off
into ^in++++=into
a ^at++++=a
narrow ^jj+atrb+++=narrow
lane ^nn++++=lane,
, ^zz++++=EXTRAWORD
of ^in++++=of
that ^dt+dem+++=that
obscure ^jj+atrb+++=obscure
and ^cc+phrs+++=and
comfortless ^jj+atrb+++=comfortless
class ^nn++++=class
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
almost ^rb+hdg+++=almost
all ^rb++++=all
small ^jj+atrb+++=small
old ^jj+atrb+++=old
fashioned ^jj+atrb++xvbn+=fashioned
towns ^nns++++=towns,
, ^zz++++=EXTRAWORD
chill ^vb++++=chill
without ^in++++=without
ventilation ^nn+nom+++=ventilation,
, ^zz++++=EXTRAWORD
reeking ^jj++++=reeking
with ^in++++=with
all ^abn++++=all
manner ^nn++++=manner
of ^in++++=of
offensive ^jj+atrb+++=offensive
effluviae ^nn+++??+=effluviae,
, ^zz++++=EXTRAWORD
dingy ^jj++++=dingy,
, ^zz++++=EXTRAWORD
smoky ^jj++++=smoky,
, ^zz++++=EXTRAWORD
sickly ^jj++++=sickly
and ^cc+phrs+++=and
pent ^jj++++=pent-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
buildings ^nns++++=buildings,
, ^zz++++=EXTRAWORD
frequently ^rb++++=frequently
not ^xnot++not++=not
only ^rb+down+++=only
in ^in++++=in
a ^at++++=a
wretched ^jj++++=wretched
but ^cc++++=but
in ^in++++=in
a ^at++++=a
dangerous ^jj+atrb+++=dangerous
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
father ^nn++++=father
has ^vbz+hvz+aux++=has
changed ^vprf+++xvbnx+=changed
his ^pp$+pp3+++=his
abode ^nn++++=abode
since ^in++++=since
I ^pp1a+pp1+++=I
last ^ap++++=last
visited ^jj+++xvbn+=visited
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
afraid ^jj+pred+++=afraid,
, ^zz++++=EXTRAWORD
much ^ap++++=much
for ^in++++=for
the ^ati++++=the
worse ^jjr++++=worse,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Indeed
indeed ^rb++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
must ^md+nec+++=must
not ^xnot++not++=not
complain ^vb+vpub+++=complain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
she ^pp3a+pp3+++=she;
; ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
thank ^vb++++=thank
God ^np++++=God
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
lodging ^nn++++=lodging
and ^cc++++=and
food ^nn++++=food,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
poor ^jj++++=poor
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honour ^nn++++=honour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
child ^nn++++=child!
! ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
many ^ap++++=many
an ^at++++=an
older ^jjr+atrb+++=older
head ^nn++++=head
might ^md+pos+++=might
learn ^vb+vprv+++=learn
wisdom ^nn++++=wisdom
from ^in++++=from
thee ^pp2+pp2+++=thee--how
-- ^--+clp+++=EXTRAWORD
how ^wrb+who+++=EXTRAWORD
many ^ap++++=many
a ^at++++=a
luxurious ^jj+atrb+++=luxurious
philosopher ^nn+nom+++=philosopher,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
skilled ^jj+pred+++=skilled
to ^to++++=to
preach ^vbi++++=preach
but ^cc++++=but
not ^xnot++not++=not
to ^to++++=to
suffer ^vbi++++=suffer,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
not ^xnot++not++=not
thy ^pp$+pp2+++=thy
patient ^nn++++=patient
words ^nns++++=words
put ^vbd+++xvbn+=put
to ^in++++=to
the ^ati++++=the
blush ^nn++++=blush!
! ^zz++++=EXTRAWORD
The ^ati++++=The
manner ^nn++++=manner
and ^cc++++=and
language ^nn+nom+++=language
of ^in++++=of
this ^dt+dem+++=this
child ^nn++++=child
were ^vbd+bed+vrb++=were
alike ^rb++++=alike
above ^jjb+pred+++=above
her ^pp$+pp3+++=her
years ^nns++++=years
and ^cc++++=and
station ^nn+nom+++=station;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
cases ^nns++++=cases
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
cares ^vbz++++=cares
and ^cc++++=and
sorrows ^nns++++=sorrows
of ^in++++=of
life ^nn++++=life
have ^vb+hv+aux++=have
anticipated ^vprf+++xvbnx+=anticipated
their ^pp$+pp3+++=their
usual ^jj+atrb+++=usual
date ^nn++++=date,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
fallen ^vprf+++xvbn+=fallen,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
sometimes ^rb++++=sometimes
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
with ^in++++=with
melancholy ^jj+atrb+++=melancholy
prematurity ^nn+nom+++=prematurity
to ^in++++=to
the ^ati++++=the
lot ^nn++++=lot
of ^in++++=of
childhood ^nn+nom+++=childhood,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
observed ^vprf+++xvbnx+=observed
the ^ati++++=the
result ^nn++++=result
to ^in++++=to
have ^vbi+vbi+aux++=have
proved ^vprf+++xvbnx+=proved
uniformly ^rb++++=uniformly
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
A ^at++++=A
young ^jj+atrb+++=young
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
to ^to++++=to
which ^whp+who+++=which
joy ^nn++++=joy
and ^cc++++=and
indulgence ^nn+nom+++=indulgence
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
which ^whp+who+++=which
suffering ^nvbg+++xvbg+=suffering
and ^cc++++=and
self ^nn++++=self-denial
- ^zz++++=EXTRAWORD
denial ^nn++++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
familiarised ^vpsv++agls+xvbnx+=familiarised
from ^in++++=from
the ^ati++++=the
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
acquires ^vbz++++=acquires
a ^at++++=a
solidity ^nn+nom+++=solidity
and ^cc++++=and
an ^at++++=an
elevation ^nn+nom+++=elevation
which ^whp+rel+obj++=which
no ^at++++=no
other ^ap++++=other
discipline ^nn++++=discipline
could ^md+pos+++=could
have ^vb+hv+aux++=have
bestowed ^vprf+++xvbnx+=bestowed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
present ^jj+atrb+++=present
case ^nn++++=case,
, ^zz++++=EXTRAWORD
communicated ^j+++xvbn+=communicated
a ^at++++=a
striking ^jj+atrb++xvbg+=striking
but ^cc+phrs+++=but
mournful ^jj+atrb+++=mournful
peculiarity ^nn+nom+++=peculiarity
to ^in++++=to
the ^ati++++=the
manners ^nns+nom+++=manners,
, ^zz++++=EXTRAWORD
even ^rb++++=even
to ^in++++=to
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
paused ^vbd+++xvbn+=paused
before ^in++++=before
a ^at++++=a
narrow ^jj+atrb+++=narrow,
, ^zz++++=EXTRAWORD
crazy ^jj+atrb+++=crazy
door ^nn++++=door,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
a ^at++++=a
latch ^nn++++=latch,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
forthwith ^rb++++=forthwith
began ^vbd+++xvbn+=began
to ^to++++=to
ascend ^vbi+++??+=ascend
the ^ati++++=the
steep ^jj+atrb+++=steep
and ^cc+phrs+++=and
broken ^jj+atrb++xvbn+=broken
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
led ^vbd+++xvbn+=led
upwards ^rb++++=upwards
to ^in++++=to
the ^ati++++=the
sick ^jj+atrb+++=sick
man ^nn++++=man's
's ^$++++=EXTRAWORD
room ^nn++++=room.
. ^zz++++=EXTRAWORD
As ^ql++++=As
we ^pp1a+pp1+++=we
mounted ^vbd+++xvbn+=mounted
flight ^nn++++=flight
after ^in++++=after
flight ^nn++++=flight
towards ^in++++=towards
the ^ati++++=the
garret ^nn+++??+=garret
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
more ^rbr++++=more
and ^cc+phrs+++=and
more ^rbr++++=more
distinctly ^rb++++=distinctly
the ^ati++++=the
hurried ^nn++++=hurried
talking ^vwbg+++xvbg+=talking
of ^in++++=of
many ^ap++++=many
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
also ^rb++splt++=also
distinguish ^vb++++=distinguish
the ^ati++++=the
low ^nn++++=low
sobbing ^vwbg+++xvbg+=sobbing
of ^in++++=of
a ^at++++=a
female ^nn++++=female.
. ^zz++++=EXTRAWORD
On ^in++++=On
arriving ^nn++++=arriving
upon ^in++++=upon
the ^ati++++=the
uppermost ^jj+atrb+++=uppermost
lobby ^nn++++=lobby,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
sounds ^nns++++=sounds
became ^vbd+++xvbn+=became
fully ^rb+amp+++=fully
audible ^jj++++=audible.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
way ^nn++++=way,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honor ^nn++++=honor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
little ^jj+atrb+++=little
conductress ^nns+nom+++=conductress,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
pushing ^vwbg+++xvbg+=pushing
open ^jj++++=open
a ^at++++=a
door ^nn++++=door
of ^in++++=of
patched ^jj++++=patched
and ^cc++++=and
half ^nn++++=half
rotten ^jj+atrb+++=rotten
plank ^nn++++=plank,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
admitted ^vbd+vpub++xvbnx+=admitted
me ^pp1o+pp1+++=me
into ^in++++=into
the ^ati++++=the
squalid ^jj+atrb+++=squalid
chamber ^nn++++=chamber
of ^in++++=of
death ^nn++++=death
and ^cc++++=and
misery ^nn++++=misery.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
one ^cd1++++=one
candle ^nn++++=candle,
, ^zz++++=EXTRAWORD
held ^j+++xvbn+=held
in ^in++++=in
the ^ati++++=the
fingers ^nns+nom+++=fingers
of ^in++++=of
a ^at++++=a
scared ^jj+++xvbn+=scared
and ^cc+phrs+++=and
haggard ^jj++++=haggard-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
child ^nn++++=child,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
burning ^vbg+++xvbgx+=burning
in ^in++++=in
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
so ^ql+emph+++=so
dim ^jj++++=dim
that ^dt+dem+++=that
all ^abn++++=all
was ^vbd+bedz+vrb++=was
twilight ^nn++++=twilight
or ^cc++++=or
darkness ^nns+nom+++=darkness
except ^in++++=except
within ^in++++=within
its ^pp$+it+++=its
immediate ^jj+atrb+++=immediate
influence ^nn+nom+++=influence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
general ^jj+atrb+++=general
obscurity ^nn+nom+++=obscurity,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
served ^j+++xvbn+=served
to ^to++++=to
throw ^vbi++++=throw
into ^in++++=into
prominent ^jj+atrb+++=prominent
and ^cc+phrs+++=and
startling ^jj+atrb+++=startling
relief ^nn++++=relief
the ^ati++++=the
death ^nn++++=death-bed
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
and ^cc++++=and
its ^pp$+it+++=its
occupant ^nn+nom+++=occupant.
. ^zz++++=EXTRAWORD
The ^ati++++=The
light ^nn++++=light
was ^vbd+bedz+aux++=was
nearly ^rb+down+splt++=nearly
approximated ^vpsv++agls+xvbnx+=approximated
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^vpsv++agls+xvbn+=fell
with ^in++++=with
horrible ^jj+atrb+++=horrible
clearness ^nns+nom+++=clearness
upon ^in+strn+++=upon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blue ^nn++++=blue
and ^cc++++=and
swollen ^jj+atrb+++=swollen
features ^nns++++=features
of ^in++++=of
the ^ati++++=the
drunkard ^nn++++=drunkard.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
think ^vb+vprv+++=think
it ^pp3+it+++=it
possible ^jj++++=possible
that ^tht+jcmp+++=that
a ^at++++=a
human ^jj+atrb+++=human
countenance ^nn+nom+++=countenance
could ^md+pos+++=could
look ^vb++++=look
so ^ql+emph+++=so
terrific ^jj++++=terrific.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lips ^nns++++=lips
were ^vbd+bed+vrb++=were
black ^jj+pred+++=black
and ^cc++++=and
drawn ^vpsv++agls+xvbn+=drawn
apart ^in+strn+++=apart--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
teeth ^nns++++=teeth
were ^vbd+bed+aux++=were
firmly ^rb++splt++=firmly
set ^vpsv++agls+xvbnx+=set--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
eyes ^nns++++=eyes
a ^rb++++=a
little ^rb"++++=little
unclosed ^jj+++xvbn+=unclosed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
but ^cc++++=but
the ^ati++++=the
whites ^nns++++=whites
appearing ^vwbg+seem++xvbg+=appearing--every
-- ^--+clp+++=EXTRAWORD
every ^at++++=EXTRAWORD
feature ^nn++++=feature
was ^vbd+bedz+aux++=was
fixed ^vpsv++agls+xvbnx+=fixed
and ^cc++++=and
livid ^jj++++=livid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
whole ^jj+atrb+++=whole
face ^nn++++=face
wore ^vbd+++xvbn+=wore
a ^at++++=a
ghastly ^jj+atrb+++=ghastly
and ^cc+phrs+++=and
rigid ^jj+atrb+++=rigid
expression ^nn++++=expression
of ^in++++=of
despairing ^xvbg+++xvbg+=despairing
terror ^nn++++=terror
such ^abl++++=such
as ^ql++++=as
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
equalled ^vbd+++xvbn+=equalled;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hands ^nns++++=hands
were ^vbd+bed+aux++=were
crossed ^vpsv++agls+xvbnx+=crossed
upon ^in++++=upon
his ^pp$+pp3+++=his
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
firmly ^rb++++=firmly
clenched ^jj+++xvbn+=clenched,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
to ^to++++=to
add ^vbi+vpub+++=add
to ^in++++=to
the ^ati++++=the
corpse ^nn++++=corpse-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
effect ^nn++++=effect
of ^in++++=of
the ^ati++++=the
whole ^nn++++=whole,
, ^zz++++=EXTRAWORD
some ^dti++++=some
white ^jj+atrb+++=white
cloths ^nns++++=cloths,
, ^zz++++=EXTRAWORD
dipped ^j+++xvbn+=dipped
in ^in++++=in
water ^nn++++=water,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
wound ^vpsv++agls+xvbnx+=wound
about ^in++++=about
the ^ati++++=the
forehead ^nn++++=forehead
and ^cc++++=and
temples ^nns++++=temples.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could
remove ^vb++++=remove
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
from ^in++++=from
this ^dt+dem+++=this
horrible ^jj+atrb+++=horrible
spectacle ^nn++++=spectacle,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
observed ^vbd+vprv+tht0+xvbnx+=observed
my ^pp$+pp1+++=my
friend ^nn++++=friend
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
D ^zz++++=D----,
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
humane ^jj++++=humane
of ^in++++=of
a ^at++++=a
humane ^jj+atrb+++=humane
profession ^nn++++=profession,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
by ^in++++=by
the ^ati++++=the
bedside ^nn++++=bedside.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
attempting ^vbg+++xvbgx+=attempting,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
unsuccessfully ^rb+cnj+++=unsuccessfully,
, ^zz++++=EXTRAWORD
to ^to++++=to
bleed ^vbi++++=bleed
the ^ati++++=the
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
applied ^vprf+++xvbnx+=applied
his ^pp$+pp3+++=his
finger ^nn++++=finger
to ^in++++=to
the ^ati++++=the
pulse ^nn++++=pulse.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
any ^dti++++=any
hope ^nn++++=hope?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
inquired ^vbd+++xvbnx+=inquired
in ^in++++=in
a ^at++++=a
whisper ^nn++++=whisper.
. ^zz++++=EXTRAWORD
A ^at++++=A
shake ^nn++++=shake
of ^in++++=of
the ^ati++++=the
head ^nn++++=head
was ^vbd+bedz+vrb++=was
the ^ati++++=the
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
pause ^nn++++=pause
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued
to ^to++++=to
hold ^vbi+vprv+++=hold
the ^ati++++=the
wrist ^nn++++=wrist;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
waited ^vbd+++xvbnx+=waited
in ^rb++++=in
vain ^rb"++++=vain
for ^in++++=for
the ^ati++++=the
throb ^nn++++=throb
of ^in++++=of
life ^nn++++=life,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
go ^vb++++=go
the ^ati++++=the
hand ^nn++++=hand
it ^pp3+it+++=it
fell ^vbd+++xvbn+=fell
stiffly ^rb++++=stiffly
back ^jjb++++=back
into ^in++++=into
its ^pp$+it+++=its
former ^ap++++=former
position ^nn+nom+++=position
upon ^in++++=upon
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
man ^nn++++=man
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
physician ^nn++++=physician,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
from ^in++++=from
the ^ati++++=the
bed ^nn++++=bed
where ^wrb+who+++=where
the ^ati++++=the
terrible ^jj+atrb+++=terrible
figure ^nn++++=figure
lay ^vbd+++xvbn+=lay.
. ^zz++++=EXTRAWORD
Dead ^jj++++=Dead!
! ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
scarcely ^rb+down+++=scarcely
