We ^pp1a+pp1+++=We
all ^abn++++=EXTRAWORD
that ^dt+dem+++=that
kind ^rb++++=kind
of ^rb"++++=of
stuff ^nn++++=stuff,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
grin ^nn++++=grin
threatened ^vbd+++xvbn+=threatened
his ^pp$+pp3+++=his
cold ^jj++++=cold-sore.
- ^zz++++=EXTRAWORD
sore ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
stand ^vb++++=stand
on ^in++++=on
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
Clark ^np++++=Clark
and ^cc++++=and
Randolph ^np++++=Randolph
all ^rb++++=all
those ^dt+dem+++=those
years ^nns++++=years
without ^in++++=without
getting ^xvbg+++xvbg+=getting
wise ^jj++++=wise
to ^to+jcmp+++=to
everything ^pn++++=everything
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
on ^in+strn+++=on,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
accommodate ^nn+nom+++=accommodate,
, ^zz++++=EXTRAWORD
girlie ^nn++++=girlie.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
my ^pp$+pp1+++=my
ear ^nn++++=ear
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
attuned ^vwbn+++xvbn+=attuned
to ^in++++=to
that ^dt+dem+++=that
sob ^nn++++=sob
stuff ^nn++++=stuff.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Yessir ^uh++++=Yessir.
. ^zz++++=EXTRAWORD
Nossir ^np+++??+=Nossir,
, ^zz++++=EXTRAWORD
fifteen ^cd++++=fifteen
cents ^nns++++=cents.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
that ^dt+pdem+++=that;
; ^zz++++=EXTRAWORD
fifteen ^cd++++=fifteen's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
reg ^np++++=reg'lar
'lar ^nn+++??+=EXTRAWORD
price ^nn++++=price
of ^in++++=of
foreign ^jj+atrb+++=foreign
papers ^nns++++=papers.
. ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bet ^vbd+vpub++xvbnx+=bet
that ^tht+vcmp+++=that
gink ^nn+++??+=gink
give ^vb++++=give
up ^rb+phrv+++=up
fifteen ^cd++++=fifteen
of ^in++++=of
his ^pp$+pp3+++=his
last ^ap++++=last
two ^cd++++=two
bits ^nns++++=bits
to ^to++++=to
get ^vbi++++=get
that ^dt+dem+++=that
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
O ^zz++++=O,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
they ^pp3a+pp3+++=they
look ^vb++++=look
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
again ^rb+tm+++=again
sometimes ^rb++++=sometimes
they--yes ^nns+++??+=they--Yes'm.
'm. ^nn++be+??+0=EXTRAWORD
Mississippi ^np+++??+=Mississippi?
? ^zz++++=EXTRAWORD
Five ^cd++++=Five
cents ^nns++++=cents.
. ^zz++++=EXTRAWORD
Los ^np+++??+=Los
Vegas ^np++++=Vegas
Optic ^np+++??+=Optic
right ^nn++++=right
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Heh ^np+++??+=Heh
there ^rn+pl+++=there!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
forgettin ^nn+++??+=forgettin'
' ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
change! ^nn+++??+=change!--an'
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++0=EXTRAWORD
then ^rn+tm+++=then
again ^rb+tm+++=again
sometimes ^rb++++=sometimes
they ^pp3a+pp3+++=they
look ^vb++++=look
all ^abn++++=all
to ^in++++=to
the ^ati++++=the
doleful ^nn++++=doleful.
. ^zz++++=EXTRAWORD
Say ^vb+vpub+++=Say,
, ^zz++++=EXTRAWORD
stick ^vb++++=stick
around ^rp++++=around.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
somebody ^pn++++=somebody'll
'll ^md+prd+++0=EXTRAWORD
start ^vb++++=start
something ^pn++++=something.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
never ^rb++++=never
tell ^vb++++=tell."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
then ^rn+tm+++=then
this ^dt+dem+++=this
happened ^jj+++xvbn+=happened.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
approached ^vbd+++xvbn+=approached
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
news ^nn++++=news
stand ^nn++++=stand
from ^in++++=from
the ^ati++++=the
north ^np+pl+++=north,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
woman ^nn++++=woman
approached ^vbd+++xvbn+=approached
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
news ^nn++++=news
stand ^nn++++=stand
from ^in++++=from
the ^ati++++=the
south ^np+pl+++=south.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
brought ^vbd+++xvbnx+=brought
my ^pp$+pp1+++=my
story ^nn++++=story
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
reeked ^vbd+++xvbn+=reeked
of ^in++++=of
the ^ati++++=the
city ^nn++++=city.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
mean ^jj++++=mean.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bore ^vbd+++xvbnx+=bore
the ^ati++++=the
stamp ^nn++++=stamp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seal ^nn++++=seal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
imprint ^nn++++=imprint
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
ground ^nn++++=ground
its ^pp$+it+++=its
heel ^nn++++=heel
down ^rp++++=down
on ^in++++=on
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
her ^pp$+pp3+++=her
coat ^nn++++=coat
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
a ^at++++=a
huge ^jj+atrb+++=huge
bunch ^nn++++=bunch
of ^in++++=of
violets ^nns+nom+++=violets,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
fleshly ^jj+atrb+++=fleshly
tuberose ^nn+++??+=tuberose
rising ^vwbg+++xvbg+=rising
from ^in++++=from
its ^pp$+it+++=its
center ^jjr++++=center.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
furs ^vbz+++??+=furs
were ^vbd+bed+vrb++=were
voluminous ^jj+pred+++=voluminous.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hat ^nn++++=hat
was ^vbd+bedz+aux++=was
hidden ^vpsv++agls+xvbnx+=hidden
beneath ^in+pl+++=beneath
the ^ati++++=the
cascades ^nns+++??+=cascades
of ^in++++=of
a ^at++++=a
green ^jj+atrb+++=green
willow ^nn++++=willow
plume ^nn++++=plume.
. ^zz++++=EXTRAWORD
A ^at++++=A
green ^jj+atrb+++=green
willow ^nn++++=willow
plume ^nn++++=plume
would ^md+prd+++=would
make ^vb++++=make
Edna ^np+++??+=Edna
May ^md+pos+++=May
look ^vb++++=look
sophisticated ^jj++++=sophisticated.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walked ^vbd+++xvbnx+=walked
with ^in++++=with
that ^dt+dem+++=that
humping ^vbg+++xvbg+=humping
hip ^nn++++=hip
movement ^nn+nom+++=movement
which ^whp+rel+obj++=which
city ^nn++++=city
women ^nns++++=women
acquire ^vb++++=acquire.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
carried ^vbd+++xvbnx+=carried
a ^at++++=a
jangling ^jj+atrb++xvbg+=jangling
handful ^nn+nom+++=handful
of ^in++++=of
useless ^jj+atrb+++=useless
gold ^nn++++=gold
trinkets ^nns++++=trinkets.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
heels ^nns++++=heels
were ^vbd+bed+vrb++=were
too ^ql++++=too
high ^np++++=high,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
hair ^nn++++=hair
too ^ql++++=too
yellow ^jj++++=yellow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
lips ^nns++++=lips
too ^ql++++=too
red ^jj++++=red,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
nose ^nn++++=nose
too ^ql++++=too
white ^np++++=white,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks
too ^ql++++=too
pink ^np++++=pink.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
about ^rb++++=about
her ^pp3o+pp3+++=her
was ^vbd+bedz+vrb++=was
" ^zz++++="too,"
too ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
black ^jj+atrb+++=black
stitching ^nn++++=stitching
on ^rp++++=on
her ^pp3o+pp3+++=her
white ^jj+atrb+++=white
gloves ^nns++++=gloves
to ^in++++=to
the ^ati++++=the
buckle ^nn++++=buckle
of ^in++++=of
brilliants ^nns+nom+++=brilliants
in ^in++++=in
her ^pp$+pp3+++=her
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
city ^nn++++=city
had ^vb+hv+vrb++=had
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
body ^nn++++=body
and ^cc++++=and
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
fashioned ^vprf+++xvbnx+=fashioned
her ^pp$+pp3+++=her
in ^in++++=in
its ^pp$+it+++=its
metallic ^jj+atrb+++=metallic
cast ^nn+++xvbn+=cast.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
would ^md+prd+++=would
have ^vb+hv+aux++=have
sworn ^vprf+++xvbn+=sworn
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
flowers ^nns+nom+++=flowers
growing ^vwbg+++xvbg+=growing
in ^in++++=in
a ^at++++=a
field ^nn++++=field.
. ^zz++++=EXTRAWORD
Said ^j+++xvbn+=Said
she ^pp3a+pp3+++=she
to ^in++++=to
Tony ^np++++=Tony:
: ^zz++++=EXTRAWORD
" ^zz++++="Got
got ^vbd+++xvbn+=EXTRAWORD
a ^at++++=a
Kewaskum ^np+++??+=Kewaskum
Courier ^nn++++=Courier?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
the ^ati++++=the
man ^nn++++=man
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
the ^ati++++=the
stand ^nn++++=stand
and ^cc++++=and
put ^vb+++xvbn+=put
his ^pp$+pp3+++=his
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
To ^in++++=To
present ^nn++++=present
this ^dt+dem+++=this
thing ^nn++++=thing
properly ^rb++++=properly
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
describe ^vb++++=describe
them ^pp3o+pp3+++=them
both ^abx++++=both
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
juggler ^nn++++=juggler
keeping ^vwbg+++xvbg+=keeping
two ^cd++++=two
balls ^nns++++=balls
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
Kindly ^rb++++=Kindly
carry ^vb++++=carry
the ^ati++++=the
lady ^nn++++=lady
in ^in++++=in
your ^pp$+pp2+++=your
mind ^nn++++=mind's
's ^$++++=EXTRAWORD
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
rawboned ^jj+++xvbn+=rawboned,
, ^zz++++=EXTRAWORD
with ^in++++=with
very ^ql+amp+++=very
white ^np++++=white
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
blue ^np++++=blue
eyes ^nns++++=eyes
and ^cc++++=and
an ^at++++=an
open ^jj++++=open-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
collar ^nn++++=collar
that ^tht+rel+subj++=that
allowed ^vbd+++xvbn+=allowed
full ^jj+atrb+++=full
play ^nn++++=play
to ^in++++=to
an ^at++++=an
objectionably ^jj+atrb+++=objectionably
apparent ^jj+atrb+++=apparent
Adam ^np++++=Adam's
's ^$++++=EXTRAWORD
apple ^nn++++=apple.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
and ^cc++++=and
mustache ^nn+++??+=mustache
were ^vbd+bed+vrb++=were
sandy ^np++++=sandy,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
gait ^nn++++=gait
loping ^vwbg+++xvbg+=loping.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
complexion ^nn++++=complexion
breathed ^vbd+++xvbn+=breathed
of ^in++++=of
Waco ^np+++??+=Waco,
, ^zz++++=EXTRAWORD
Texas ^np++++=Texas
( ^zz++++=(or
or ^cc++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
Arizona ^np++++=Arizona?)
? ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Said ^vbd+vpub+tht0+xvbn+=Said
he ^pp3a+pp3+++=he
to ^in++++=to
Tony ^np++++=Tony:
: ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
have ^vb+hv+vrb++=have
the ^ati++++=the
London ^np++++=London
Times ^nns++++=Times."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
an ^at++++=an
accusing ^jj+atrb+++=accusing
eye ^nn++++=eye
on ^in++++=on
Tony ^np++++=Tony.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
said ^vbd+vpub+tht0+xvbn+=said
no ^at++++=no
stories ^nns++++=stories
came ^vbd+++xvbn+=came
your ^pp$+pp2+++=your
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
murmured ^vbd+++xvbnx+=murmured,
, ^zz++++=EXTRAWORD
reproachfully ^rb++++=reproachfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Help
help ^vb++++=EXTRAWORD
yourself ^ppl+pp2+++=yourself,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tony ^np++++=Tony.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blonde ^jj+atrb+++=blonde
lady ^npt++++=lady
grasped ^vwbn+vprv++xvbn+=grasped
the ^ati++++=the
Kewaskum ^np+++??+=Kewaskum
Courier ^nn++++=Courier.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
green ^npl++++=green
plume ^nn++++=plume
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
unduly ^rb++splt++=unduly
agitated ^vpsv++agls+xvbnx+=agitated
as ^ql++++=as
she ^pp3a+pp3+++=she
searched ^vbd+++xvbnx+=searched
its ^pp$+it+++=its
columns ^nns++++=columns.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sheet ^nn++++=sheet
rattled ^vwbn+++xvbn+=rattled.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
breeze ^nn++++=breeze.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hands ^nns++++=hands
in ^in++++=in
the ^ati++++=the
too ^ql++++=too-black
- ^zz++++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
stitched ^jj+atrb++xvbn+=stitched
gloves ^nns++++=gloves
were ^vbd+bed+aux++=were
trembling ^nvbg+++xvbg+=trembling.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
from ^in++++=from
her ^pp$+pp3+++=her
to ^in++++=to
the ^ati++++=the
man ^nn++++=man
just ^rb+emph+++=just
in ^in++++=in
time ^nn++++=time
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
Adam ^np++++=Adam's
's ^$++++=EXTRAWORD
apple ^nn++++=apple
leaping ^vwbg+++xvbg+=leaping
about ^in++++=about
unpleasantly ^jj++++=unpleasantly
and ^cc++++=and
convulsively ^rb++++=convulsively.
. ^zz++++=EXTRAWORD
Whereupon ^cs+sub+++=Whereupon
I ^pp1a+pp1+++=I
jumped ^vbd+++xvbnx+=jumped
to ^to++++=to
two ^cd++++=two
conclusions ^nns++++=conclusions.
. ^zz++++=EXTRAWORD
Conclusion ^nn++++=Conclusion
one ^pn++++=one:
: ^zz++++=EXTRAWORD
Any ^dti++++=Any
woman ^nn++++=woman
whose ^whp+rel+obj++=whose
hands ^nns++++=hands
can ^md+pos+++=can
tremble ^vb++++=tremble
over ^in++++=over
the ^ati++++=the
Kewaskum ^np+++??+=Kewaskum
Courier ^nn++++=Courier
is ^vbz+bez+vrb++=is
homesick ^jj+pred+++=homesick.
. ^zz++++=EXTRAWORD
Conclusion ^nn++++=Conclusion
two ^cd++++=two:
: ^zz++++=EXTRAWORD
Any ^dti++++=Any
man ^nn++++=man,
, ^zz++++=EXTRAWORD
any ^dti++++=any
part ^nn++++=part
of ^in++++=of
whose ^whp+rel+pied++=whose
anatomy ^nn++++=anatomy
can ^md+pos+++=can
become ^vprf+++xvbn+=become
convulsed ^xvbn+++xvbn+=convulsed
over ^in++++=over
the ^ati++++=the
London ^np++++=London
Times ^nns++++=Times
is ^vbz+bez+vrb++=is
homesick ^jj+pred+++=homesick.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
from ^in++++=from
her ^pp$+pp3+++=her
Courier ^nn++++=Courier.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
away ^in+pl+++=away
from ^in"++++=from
his ^pp$+pp3+++=his
Times ^nns++++=Times.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
novelists ^nns+nom+++=novelists
have ^vb+hv+vrb++=have
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
met ^vbd+++xvbn+=met.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
in ^in++++=in
each ^dt++++=each
pair ^nn++++=pair
of ^in++++=of
eyes ^nns++++=eyes
there ^ex+pex+++=there
swam ^vbd+++xvbn+=swam
that ^cs+sub+++=that
misty ^jj+atrb+++=misty
haze ^nn++++=haze
about ^in++++=about
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
so ^ql++++=so
earnestly ^rb++++=earnestly
consulted ^xvbn+++xvbn+=consulted
Tony ^np++++=Tony.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Green ^jj+atrb+++=Green
Plume ^nn++++=Plume
took ^vbd+++xvbn+=took
an ^at++++=an
involuntary ^nn++++=involuntary
step ^vb++++=step
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Adam ^np++++=Adam's
's ^$++++=EXTRAWORD
Apple ^nn++++=Apple
did ^vbd+dod+vrb++=did
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
spoke ^vbd+++xvbnx+=spoke
simultaneously ^rb+tm+++=simultaneously.
. ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
pave ^vb++++=pave
Main ^jjb+atrb+++=Main
Street ^nn++++=Street,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Green ^jj+atrb+++=Green
Plume ^nn++++=Plume,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wilcox ^np++++=Wilcox,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
Jeri ^np+++??+=Jeri
Meyers ^np+++??+=Meyers,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
got ^vprf+++xvbnx+=got
another ^dt++++=another
baby ^nn++++=baby
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ladies ^nns++++=ladies
of ^in++++=of
the ^ati++++=the
First ^od++++=First
M ^zz++++=M.
. ^zz++++=EXTRAWORD
E ^zz++++=E.
. ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
seven ^cd++++=seven
dollars ^nns++++=dollars
and ^cc++++=and
sixty ^cd++++=sixty-nine
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
cents ^nns++++=cents
on ^in++++=on
their ^pp$+pp3+++=their
needle ^nn++++=needle-work
- ^zz++++=EXTRAWORD
work ^nn++++=EXTRAWORD
bazaar ^nn++++=bazaar
and ^cc++++=and
missionary ^nn+nom+++=missionary
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
home ^nr++++=home
in ^in++++=in
eleven ^cd++++=eleven
years ^nns++++=years."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hallem
hallem ^nn+++??+=EXTRAWORD
is ^vbz+bez+aux++=is
trying ^vbg+++xvbgx+=trying
for ^in++++=for
Parliament ^nn+nom+++=Parliament
in ^in++++=in
Westchester ^np+nom++??+=Westchester
and ^cc++++=and
the ^ati++++=the
King ^nn++++=King
is ^vbz+bez+vrb++=is
back ^jjb+pred+++=back
at ^in++++=at
Windsor ^np++++=Windsor.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mother ^nn++++=mother
wears ^vbz++++=wears
a ^at++++=a
lace ^nn++++=lace
cap ^nn++++=cap
down ^in++++=down
to ^in++++=to
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
place ^nn++++=place
is ^vbz+bez+vrb++=is
famous ^jj+pred+++=famous
for ^in++++=for
its ^pp$+it+++=its
tapestries ^nns++++=tapestries
and ^cc++++=and
yew ^nn++++=yew
trees ^nns++++=trees
and ^cc++++=and
family ^nn++++=family
ghost ^nn++++=ghost.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
home ^nr++++=home
in ^in++++=in
twelve ^cd++++=twelve
years ^nns++++=years."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great,
, ^zz++++=EXTRAWORD
soft ^jj+atrb+++=soft
light ^nn++++=light
of ^in++++=of
fellow ^jjb++++=fellow
feeling ^jj+++xvbg+=feeling
and ^cc++++=and
sympathy ^nn++++=sympathy
glowed ^vbd+++xvbn+=glowed
in ^in++++=in
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
each ^dt++++=each.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Green ^jj+atrb+++=Green
Plume ^nn++++=Plume
took ^vbd+++xvbn+=took
still ^jj+pred+++=still
another ^dt++++=another
step ^vb++++=step
forward ^rb++++=forward
and ^cc++++=and
laid ^xvbn+++xvbn+=laid
her ^pp$+pp3+++=her
hand ^nn++++=hand
on ^in++++=on
his ^pp$+pp3+++=his
arm ^nn++++=arm
( ^zz++++=(as
as ^ql++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
way ^nn++++=way
of ^in++++=of
Green ^jj+atrb+++=Green
Plumes ^np+++??+=Plumes
the ^ati++++=the
world ^nn++++=world
over ^in++++=over).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
go ^vb++++=go,
, ^zz++++=EXTRAWORD
kid ^nn++++=kid?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
inquired ^vbd+++xvbnx+=inquired,
, ^zz++++=EXTRAWORD
softly ^rb++++=softly.
. ^zz++++=EXTRAWORD
