I ^pp1a+pp1+++=I.
getting ^xvbg+++xvbg+=EXTRAWORD
acquainted ^vbd+++xvbn+=acquainted"
" ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
gradual ^jj++++=gradual,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
Lockwood ^np++++=Lockwood's
's ^$++++=EXTRAWORD
part ^nn++++=part
unconscious ^jj++++=unconscious;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beyond ^in++++=beyond
that ^dt+dem+++=that
point ^nn++++=point
affairs ^nns++++=affairs
had ^vbd+hvd+aux++=had
progressed ^vprf+++xvbn+=progressed
rapidly ^rb++++=rapidly.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
Felice ^np+++??+=Felice
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
for ^in++++=for
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
a ^at++++=a
pretty ^jj+atrb+++=pretty
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
more ^rbr++++=more
nor ^cc++neg++=nor
less ^ql++++=less;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
degrees ^nns+nom+++=degrees
she ^pp3a+pp3+++=she
emerged ^vbd+++xvbnx+=emerged
from ^in++++=from
this ^dt+dem+++=this
vague ^jj+atrb+++=vague
classification ^nn+nom+++=classification:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
a ^at++++=a
very ^ql+amp+++=very
pretty ^rb++++=pretty
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
a ^at++++=a
personality ^nn+nom+++=personality;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
occupied ^vbd+++xvbnx+=occupied
a ^at++++=a
place ^nn++++=place
within ^in++++=within
the ^ati++++=the
circle ^nn++++=circle
which ^whp+rel+obj++=which
Lockwood ^np+++??+=Lockwood
called ^vbd+++xvbn+=called
his ^pp$+pp3+++=his
world ^nn++++=world,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
past ^jjb+atrb+++=past
months ^nns++++=months
this ^dt+dem+++=this
place ^nn++++=place
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
perforce ^rb+cnj+++=perforce,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
enlarged ^vpsv++agls+xvbnx+=enlarged.
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
allowed ^vwbn+++xvbn+=allowed
it ^pp3+it+++=it
to ^to++++=to
expand ^vbi++++=expand.
. ^zz++++=EXTRAWORD
To ^to++++=To
make ^vbi++++=make
room ^nn++++=room
for ^in++++=for
Felice ^np+++??+=Felice,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thrust ^vbd+++xvbnx+=thrust
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
allowed ^vbd+++xvbn+=allowed
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
Felice ^np+++??+=Felice
to ^in++++=to
thrust ^nn+++xvbn+=thrust
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
other ^ap++++=other
objects ^nns++++=objects
which ^whp+rel+subj++=which
long ^rb++++=long
had ^vbd+hvd+aux++=had
sat ^vprf+++xvbnx+=sat
secure ^jj++++=secure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
invasion ^nn++++=invasion
of ^in++++=of
the ^ati++++=the
woman ^nn++++=woman
into ^in++++=into
the ^ati++++=the
sphere ^nn++++=sphere
of ^in++++=of
his ^pp$+pp3+++=his
existence ^nn+nom+++=existence
developed ^vbd+++xvbn+=developed
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
into ^in++++=into
a ^at++++=a
thing ^nn++++=thing
veritably ^jj++++=veritably
headlong ^jjb++++=headlong.
. ^zz++++=EXTRAWORD
Deep ^jj++++=Deep-seated
- ^zz++++=EXTRAWORD
seated ^xvbn+++xvbn+=EXTRAWORD
convictions ^nns+nom+++=convictions,
, ^zz++++=EXTRAWORD
old ^jj++++=old-established
- ^zz++++=EXTRAWORD
established ^vbn+vprv++xvbn+=EXTRAWORD
beliefs ^nns++++=beliefs
and ^cc++++=and
ideals ^nns++++=ideals,
, ^zz++++=EXTRAWORD
even ^rb++++=even
the ^ati++++=the
two ^cd++++=two
landmarks ^nns++++=landmarks
right ^nn++++=right
and ^cc++++=and
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
hustled ^vpsv++agls+xvbnx+=hustled
and ^cc+phrs+++=and
shouldered ^vpsv++agls+xvbn+=shouldered
about ^in++++=about
as ^ql++++=as
the ^ati++++=the
invasion ^nn++++=invasion
widened ^vbd+++xvbn+=widened
and ^cc+phrs+++=and
penetrated ^vbd+++xvbn+=penetrated.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
state ^nn++++=state
of ^in++++=of
affairs ^nns++++=affairs
was ^vbd+bedz+aux++=was
further ^jjb+pred+++=further
complicated ^vpsv++by+xvbn+=complicated
by ^in++++=by
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
Felice ^np+++??+=Felice
was ^vbd+bedz+vrb++=was
the ^ati++++=the
wife ^nn++++=wife
of ^in++++=of
Chino ^np+++??+=Chino
Zavalla ^np+++??+=Zavalla,
, ^zz++++=EXTRAWORD
shift ^nn++++=shift-boss
- ^zz++++=EXTRAWORD
boss ^nn++++=EXTRAWORD
of ^in++++=of
No ^at++++=No.
. ^zz++++=EXTRAWORD
4 ^zz++++=4
gang ^nn++++=gang
in ^in++++=in
the ^ati++++=the
new ^jj+atrb+++=new
workings ^nns++++=workings.
. ^zz++++=EXTRAWORD
Ii ^np+++??+=II.
. ^zz++++=EXTRAWORD
Madness ^nns+nom+++=MADNESS
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
possible ^jj+pred+++=possible
that ^tht+jcmp+++=that,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Lockwood ^np+++??+=Lockwood
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
told ^vprf+++xvbnx+=told
when ^wrb+who+whcl++=when
and ^cc+cls+++=and
how ^wrb+who+++=how
the ^ati++++=the
acquaintance ^nn+nom+++=acquaintance
between ^in++++=between
him ^pp3o+pp3+++=him
and ^cc++++=and
Felice ^np+++??+=Felice
began ^vbd+++xvbn+=began
and ^cc+phrs+++=and
progressed ^vprf+++xvbn+=progressed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj+atrb+++=young
woman ^nn++++=woman
herself ^ppl+pp3+++=herself
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
guesswork ^nn+++??+=guesswork.
. ^zz++++=EXTRAWORD
Felice ^np+++??+=Felice
being ^vwbg+beg++xvbg+=being
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
part ^nn++++=part
Spanish ^jj++++=Spanish
at ^rb++++=at
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
vastly ^rb++++=vastly
more ^rbr++++=more
self ^nn++++=self-conscious,
- ^zz++++=EXTRAWORD
conscious ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
more ^rbr++++=more
disingenuous ^jj++++=disingenuous,
, ^zz++++=EXTRAWORD
than ^in++++=than
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Anglo ^np+++??+=Anglo-Saxon.
- ^zz++++=EXTRAWORD
saxon ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
fearlessness ^nns+nom+++=fearlessness
that ^tht+vcmp+++=that
very ^ql+amp+++=very
pretty ^rb++++=pretty
women ^nns++++=women
have ^vb+hv+vrb++=have.
. ^zz++++=EXTRAWORD
In ^in++++=In
her ^pp$+pp3+++=her
more ^rbr++++=more
refined ^jj+++xvbn+=refined
and ^cc++++=and
city ^nn++++=city-bred
- ^zz++++=EXTRAWORD
bred ^jj+atrb+++=EXTRAWORD
sisters ^nns+nom+++=sisters
this ^dt+dem+++=this
fearlessness ^nns+nom+++=fearlessness
would ^md+prd+++=would
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
poise ^nn++++=poise,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
most ^ap+emph+++=most,
, ^zz++++=EXTRAWORD
" ^zz++++="cheek."
cheek ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
capable ^jj+pred+++=capable
of ^in++++=of
making ^xvbg+++xvbg+=making
young ^jj+atrb+++=young
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
superintendent ^nn++++=superintendent,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
employer ^nn+nom+++=employer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nominally ^rb+down+++=nominally
the ^ati++++=the
ruler ^nn++++=ruler
of ^in++++=of
her ^pp$+pp3+++=her
little ^ap++++=little
world ^nn++++=world,
, ^zz++++=EXTRAWORD
fall ^nn++++=fall
in ^in++++=in
love ^nn++++=love
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
fair ^jj+pred+++=fair
to ^in++++=to
Felice ^np+++??+=Felice
to ^to++++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
do ^vb+do+vrb++=do
this ^dt+pdem+++=this
deliberately ^rb++++=deliberately.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
be ^vb+be+vrb++=be
more ^rbr++++=more
conscious ^jj+pred+++=conscious
of ^in++++=of
the ^ati++++=the
business ^nns+nom+++=business
than ^in++++=than
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
than ^in++++=than
Lockwood ^np+++??+=Lockwood;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
affairs ^nns++++=affairs
such ^abl++++=such
as ^ql++++=as
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
involving ^vbg+++xvbg+=involving
women ^nns++++=women
like ^in++++=like
Felice ^np+++??+=Felice,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
distinction ^nn+nom+++=distinction
between ^in++++=between
deliberately ^rb++++=deliberately
doing ^vbg+++xvbg+=doing
a ^at++++=a
thing ^nn++++=thing
and ^cc++++=and
consciously ^rb++++=consciously
doing ^vbg+++xvbg+=doing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Admittedly ^rb++++=Admittedly
this ^dt+pdem+++=this
is ^vbz+bez+aux++=is
complicated ^vpsv++agls+xvbnx+=complicated,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
understood ^vpsv++agls+xvbnx+=understood
that ^tht+vcmp+++=that
Felice ^np+++??+=Felice
herself ^ppl+pp3+++=herself
was ^vbd+bedz+vrb++=was
complex ^jj+pred+++=complex,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
could ^md+pos+++=could
no ^at++++=no
more ^rbr++++=more
help ^vb++++=help
attracting ^vbg+++xvbg+=attracting
men ^nns++++=men
to ^in++++=to
her ^pp$+pp3+++=her
than ^in++++=than
the ^ati++++=the
magnet ^nn++++=magnet
the ^ati++++=the
steel ^nn++++=steel
filings ^nns+nom+++=filings.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
made ^vbd+++xvbn+=made
no ^at++++=no
difference ^nn+nom+++=difference
whether ^cs+who+++=whether
the ^ati++++=the
man ^nn++++=man
was ^vbd+bedz+vrb++=was
the ^ati++++=the
" ^zz++++="breed"
breed ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
boy ^nn++++=boy
who ^whp+rel+subj++=who
split ^vbd+++xvbn+=split
logging ^jj+++xvbg+=logging
down ^rp++++=down
by ^in++++=by
the ^ati++++=the
engine ^nn++++=engine-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
or ^cc++++=or
the ^ati++++=the
young ^jj+atrb+++=young
superintendent ^nn++++=superintendent
with ^in++++=with
his ^pp$+pp3+++=his
college ^nn++++=college
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
white ^jj+atrb+++=white
hands ^nns++++=hands
and ^cc++++=and
dominating ^jj+atrb++xvbg+=dominating
position ^nn+nom+++=position;
; ^zz++++=EXTRAWORD
over ^rp++++=over
each ^ppls++++=each
and ^cc++++=and
all ^abn++++=all
who ^whp+who+++=who
came ^vbd+++xvbn+=came
within ^in++++=within
range ^nn++++=range
of ^in++++=of
her ^pp$+pp3+++=her
influence ^nn+nom+++=influence
Felice ^np+++??+=Felice,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
black ^jj+atrb+++=black
hair ^nn++++=hair
and ^cc++++=and
green ^jj+atrb+++=green
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
slim ^jj+atrb+++=slim
figure ^nn++++=figure
and ^cc++++=and
her ^pp$+pp3+++=her
certain ^jj++++=certain
indefinite ^jj++++=indefinite
" ^zz++++="cheek"--which
cheek" ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
which ^wdt+who+whq++=EXTRAWORD
must ^md+nec+++=must
not ^xnot++not++=not
by ^in++++=by
any ^dti++++=any
manner ^nn++++=manner
of ^in++++=of
means ^nn++++=means
be ^vb+be+aux++=be
considered ^vpsv++agls+xvbnx+=considered
as ^in++++=as
" ^zz++++="boldness"--cast
boldness" ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
cast ^j+++xvbn+=EXTRAWORD
the ^ati++++=the
weird ^nn++++=weird
of ^in++++=of
her ^pp$+pp3+++=her
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
one ^cd1++++=one
understood ^vbd+vprv++xvbn+=understood
her ^pp$+pp3+++=her
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
knew ^j+++xvbn+=knew
how ^wrb+who+++=how
to ^to++++=to
make ^vbi++++=make
allowances ^nns+nom+++=allowances,
, ^zz++++=EXTRAWORD
knew ^j+++xvbn+=knew
just ^rb+emph+++=just
how ^wrb+who+++=how
seriously ^rb++++=seriously
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
and ^cc++++=and
her ^pp$+pp3+++=her
" ^zz++++="cheek,"
cheek ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
no ^at++++=no
great ^jj+atrb+++=great
harm ^nn++++=harm
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
Otherwise ^rb+cnj+++=Otherwise,
, ^zz++++=EXTRAWORD
consequences ^nns+nom+++=consequences
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
apt ^jj++++=apt
to ^to+jcmp+++=to
follow ^vbi+vprv+++=follow.
. ^zz++++=EXTRAWORD
Hicks ^np++++=Hicks
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
from ^in++++=from
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
had ^vbd+hvd+aux++=had
understood ^vprf+++xvbnx+=understood.
. ^zz++++=EXTRAWORD
Hicks ^np++++=Hicks
was ^vbd+bedz+vrb++=was
the ^ati++++=the
manager ^nn++++=manager
of ^in++++=of
the ^ati++++=the
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Lockwood ^np++++=Lockwood's
's ^$++++=EXTRAWORD
chief ^jjb++++=chief--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
the ^ati++++=the
boss ^nn++++=boss.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
younger ^jjr+pred+++=younger
even ^rb++++=even
than ^in++++=than
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
virtually ^rb+cnj+++=virtually,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
boy ^nn++++=boy--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
boy ^nn++++=boy
such ^abl++++=such
as ^ql++++=as
only ^rb+down+++=only
America ^np++++=America,
, ^zz++++=EXTRAWORD
western ^jj+atrb+++=western
America ^np++++=America
at ^rb++++=at
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
produce ^vb++++=produce,
, ^zz++++=EXTRAWORD
masterful ^jj++++=masterful,
, ^zz++++=EXTRAWORD
self ^nn++++=self-controlled,
- ^zz++++=EXTRAWORD
controlled ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
incredibly ^rb++++=incredibly
capable ^jj++++=capable,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
taciturn ^vbd+++xvbn+=taciturn
as ^ql++++=as
a ^at++++=a
sphinx ^nn+++??+=sphinx,
, ^zz++++=EXTRAWORD
strong ^jj++++=strong
of ^in++++=of
mind ^nn++++=mind
and ^cc++++=and
of ^in++++=of
muscle ^nn++++=muscle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
possessed ^vpsv++agls+xvbn+=possessed
of ^in++++=of
a ^at++++=a
cold ^jj+atrb+++=cold
gray ^np++++=gray
eye ^nn++++=eye
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
as ^ql++++=as
penetrating ^jj+++xvbg+=penetrating
as ^cs+sub+++=as
chilled ^vbd+++xvbn+=chilled
steel ^nn++++=steel.
. ^zz++++=EXTRAWORD
To ^in++++=To
this ^dt+dem+++=this
person ^nn++++=person,
, ^zz++++=EXTRAWORD
impersonal ^jj++++=impersonal
as ^in++++=as
force ^nn++++=force
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
Felice ^np+++??+=Felice
had ^vb+hv+vrb++=had
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
by ^in++++=by
some ^dti++++=some
mysterious ^jj+atrb+++=mysterious
feminine ^jj+atrb+++=feminine
art ^nn++++=art,
, ^zz++++=EXTRAWORD
addressed ^j+++xvbn+=addressed,
, ^zz++++=EXTRAWORD
in ^in++++=in
all ^abn++++=all
innocence ^nn+nom+++=innocence,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
little ^ap++++=little
maneuver ^jjr++++=maneuver
of ^in++++=of
fascination ^nn+nom+++=fascination.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
lift ^nn++++=lift
of ^in++++=of
the ^ati++++=the
steady ^jj+atrb+++=steady
eyelid ^nn+++??+=eyelid,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
quiet ^jj+atrb+++=quiet
glint ^nn++++=glint
of ^in++++=of
that ^dt+dem+++=that
terrible ^jj+atrb+++=terrible
cold ^nn++++=cold
gray ^np++++=gray
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
poniarded ^vprf+++xvbn+=poniarded
her ^pp$+pp3+++=her
every ^at++++=every
tissue ^nn++++=tissue
of ^in++++=of
complexity ^nn+nom+++=complexity,
, ^zz++++=EXTRAWORD
inconsistency ^nn++++=inconsistency,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
coquetry ^nn++++=coquetry,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Felice ^np+++??+=Felice
had ^vbd+hvd+aux++=had
fled ^vprf+++xvbnx+=fled
the ^ati++++=the
field ^nn++++=field
from ^in++++=from
this ^dt+dem+++=this
young ^jj++++=young
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
her ^pp$+pp3+++=her
junior ^jj++++=junior,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
tremor ^nn++++=tremor
of ^in++++=of
discomfiture ^nn+++??+=discomfiture
and ^cc++++=and
distress ^nns+nom+++=distress,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
her ^pp$+pp3+++=her
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Hicks ^np++++=Hicks
understood ^vwbn+vprv++xvbn+=understood
Felice ^np+++??+=Felice.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
the ^ati++++=the
great ^jj+atrb+++=great
majority ^nn+nom+++=majority
of ^in++++=of
the ^ati++++=the
miners ^nns++++=miners--shift-bosses,
-- ^--+clp+++=EXTRAWORD
shift ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bosses ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
chuck ^nn++++=chuck-tenders,
- ^zz++++=EXTRAWORD
tenders ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
bed ^nn++++=bed-rock
- ^zz++++=EXTRAWORD
rock ^nn++++=EXTRAWORD
cleaners ^nns+nom+++=cleaners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
like ^in+strn+++=like--understood.
-- ^--+clp+++=EXTRAWORD
understood ^vpbn+vprv++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
Lockwood ^np+++??+=Lockwood
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
appear ^vb+seem+++=appear
difficult ^jj++++=difficult
of ^in++++=of
belief ^nn++++=belief
that ^tht+ncmp+++=that
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
the ^ati++++=the
crude ^jj+atrb+++=crude,
, ^zz++++=EXTRAWORD
simple ^jj+atrb+++=simple
workmen ^nns++++=workmen,
, ^zz++++=EXTRAWORD
knew ^j+++xvbn+=knew
how ^wrb+who+++=how
to ^to++++=to
take ^vbi++++=take
Felice ^np+++??+=Felice
Zavalla ^np+++??+=Zavalla,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Lockwood ^np+++??+=Lockwood,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
education ^nn+nom+++=education
and ^cc++++=and
superior ^jj+atrb+++=superior
intelligence ^nn+nom+++=intelligence,
, ^zz++++=EXTRAWORD
failed ^j+++xvbn+=failed
in ^in++++=in
his ^pp$+pp3+++=his
estimate ^nn+nom+++=estimate
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
explanation ^nn+nom+++=explanation
lies ^vbz++++=lies
no ^at++++=no
doubt ^nn++++=doubt
in ^in++++=in
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
in ^in++++=in
these ^dt+dem+++=these
man ^nn++++=man-and-woman
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
woman ^nn++++=EXTRAWORD
affairs ^nns++++=affairs
instinct ^nn++++=instinct
is ^vbz+bez+vrb++=is
a ^at++++=a
surer ^nn++++=surer
guide ^vb++++=guide
than ^in++++=than
education ^nn+nom+++=education
and ^cc++++=and
intelligence ^nn+nom+++=intelligence,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
intelligence ^nn+nom+++=intelligence
is ^vbz+bez+vrb++=is
preternaturally ^rb++++=preternaturally
keen ^jj+pred+++=keen.
. ^zz++++=EXTRAWORD
Lockwood ^np++++=Lockwood's
's ^$++++=EXTRAWORD
student ^nn++++=student
life ^nn++++=life
had ^vbd+hvd+aux++=had
benumbed ^vprf+++xvbnx+=benumbed
the ^ati++++=the
elemental ^jj+atrb+++=elemental
instinct ^nn++++=instinct,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
the ^ati++++=the
miners ^nns++++=miners,
, ^zz++++=EXTRAWORD
the ^ati++++=the
" ^zz++++="men,"
men ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
yet ^rb++++=yet
remained ^vbd+++xvbn+=remained
vigorous ^jj++++=vigorous
and ^cc+phrs+++=and
unblunted ^jj+++xvbn+=unblunted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
which ^whp+who+++=which
they ^pp3a+pp3+++=they
assessed ^vbd+++xvbnx+=assessed
Felice ^np+++??+=Felice
and ^cc++++=and
her ^pp$+pp3+++=her
harmless ^jj+atrb+++=harmless
blandishments ^nns+nom+++=blandishments
at ^in++++=at
their ^pp$+pp3+++=their
true ^jj+atrb+++=true
worth ^nn++++=worth.
. ^zz++++=EXTRAWORD
For ^in++++=For
all ^abn++++=all
Lockwood ^np++++=Lockwood's
's ^$++++=EXTRAWORD
culture ^nn++++=culture,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
own ^ap++++=own
chuck ^nn++++=chuck-tenders,
- ^zz++++=EXTRAWORD
tenders ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
unlettered ^jj+atrb+++=unlettered
fellows ^nns++++=fellows,
, ^zz++++=EXTRAWORD
cumbersome ^jj++++=cumbersome,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow-witted,
- ^zz++++=EXTRAWORD
witted ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="knew
knew ^vbd+vprv++xvbn+=EXTRAWORD
women" ^nn+++??+=women"--at
-- ^--+clp+++=EXTRAWORD
at ^rb++++=EXTRAWORD
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
women ^nns++++=women
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own
world ^nn++++=world,
, ^zz++++=EXTRAWORD
like ^in++++=like
Felice ^np+++??+=Felice--better
-- ^--+clp+++=EXTRAWORD
better ^jjr++++=EXTRAWORD
than ^cs+sub+++=than
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
