At ^in++++=At
Sandy ^jj++++=Sandy
heard ^vbn+vprv++xvbn+=heard
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
at ^in++++=at
the ^ati++++=the
Magnolia ^np+++??+=Magnolia
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Yuba ^np+++??+=Yuba
Bill ^nn++++=Bill,
, ^zz++++=EXTRAWORD
asleep ^jj++++=asleep
upon ^in++++=upon
the ^ati++++=the
stage ^nn++++=stage
box ^nn++++=box,
, ^zz++++=EXTRAWORD
opened ^jj+atrb++xvbn+=opened
one ^cd1++++=one
eye ^nn++++=eye
and ^cc++++=and
remarked ^vprf+++xvbn+=remarked
that ^tht+vcmp+++=that
education ^nn+nom+++=education
was ^vbd+bedz+vrb++=was
" ^zz++++="lookin'
lookin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
immediately ^rb+tm+++=immediately
recovered ^vbd+++xvbn+=recovered
herself ^ppl+pp3+++=herself
and ^cc++++=and
walked ^vbd+++xvbn+=walked
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
carrying ^jj+++xvbg+=carrying
her ^pp3o+pp3+++=her
sunshade ^nn+++??+=sunshade
with ^in++++=with
unusual ^jj+atrb+++=unusual
rigidity ^nn+nom+++=rigidity.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
days ^nns++++=days
Sandy ^jj++++=Sandy
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
seen ^vbd+vprv++xvbn+=seen
in ^in++++=in
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
did ^vbd+dod+aux++=did
not ^xnot++not++=not
alarm ^vb++++=alarm
the ^ati++++=the
settlement ^nn+nom+++=settlement.
. ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy's
's ^$++++=EXTRAWORD
disappearances ^nns+nom++??+=disappearances
had ^vb+hv+aux++=had
formerly ^rb+tm+splt++=formerly
been ^vprf+ben+aux+xvbnx+=been
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
poker ^nn++++=poker,
, ^zz++++=EXTRAWORD
prospecting ^jj+++xvbg+=prospecting,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
temporary ^jj+atrb+++=temporary
preference ^nn+nom+++=preference
for ^in++++=for
some ^dti++++=some
neighboring ^jj+atrb+++=neighboring
camp ^npl++++=camp's
's ^$++++=EXTRAWORD
liquor ^nn++++=liquor.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
fourth ^od++++=fourth
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
found ^vbd+vprv++xvbn+=found
a ^at++++=a
branch ^nn++++=branch
of ^in++++=of
azalea ^nn++++=azalea
blossoms ^nns+++??+=blossoms
lying ^vwbg+++xvbg+=lying
across ^rp+pl+++=across
her ^pp3o+pp3+++=her
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
card ^nn++++=card.
. ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
did ^vbd+dod+aux++=did
not ^xnot++not++=not
much ^rb++++=much
affect ^vb++++=affect
cards ^nns++++=cards
outside ^jjb++++=outside
the ^ati++++=the
gaming ^jj+++xvbg+=gaming-table,
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Sandy ^np++++=Sandy's
's ^$++++=EXTRAWORD
literary ^jj+atrb+++=literary
resources ^nns++++=resources
were ^vbd+bed+aux++=were
believed ^vpsv++agls+xvbnx+=believed
to ^to+vcmp+++=to
end ^vb++++=end
with ^in++++=with
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vb+++xvbn+=put
them ^pp3o+pp3+++=them
in ^in++++=in
a ^at++++=a
cracked ^jj+atrb++xvbn+=cracked
blue ^jj+atrb+++=blue
pitcher ^nn++++=pitcher.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^nn++++=third
morning ^nn++++=morning
a ^at++++=a
bucket ^nn++++=bucket
of ^in++++=of
clear ^nn++++=clear
spring ^vb++++=spring
water ^nn++++=water
stood ^vbd+++xvbn+=stood
beside ^in+pl+++=beside
the ^ati++++=the
schoolhouse ^nn+++??+=schoolhouse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
loose ^nn++++=loose
step ^vb++++=step
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
mended ^vpsv++agls+xvbnx+=mended,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
azaleas ^nns++++=azaleas
occupied ^vbd+++xvbn+=occupied
a ^at++++=a
tin ^nn++++=tin
cup ^nn++++=cup
from ^in++++=from
the ^ati++++=the
Magnolia ^np+++??+=Magnolia,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
proprietor ^nn++++=proprietor
afterward ^rb++++=afterward
denied ^vbd+vpub++xvbn+=denied
having ^xvbg+++xvbg+=having
donated ^vwbn+++xvbn+=donated
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
attentions ^nns+nom+++=attentions
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
A ^at++++=A
broken ^jj+atrb++xvbn+=broken
shutter ^nn++++=shutter
was ^vbd+bedz+aux++=was
fastened ^vpsv++agls+xvbnx+=fastened.
. ^zz++++=EXTRAWORD
Firewood ^np+++??+=Firewood
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
exact ^jj++++=exact,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
penitential ^jj+atrb+++=penitential
lengths ^nns++++=lengths.
. ^zz++++=EXTRAWORD
A ^at++++=A
dangerous ^jj+atrb+++=dangerous
branch ^nn++++=branch
above ^jjb++++=above
the ^ati++++=the
children ^nns++++=children's
's ^$++++=EXTRAWORD
path ^nn++++=path
vanished ^vbd+++xvbn+=vanished
overnight ^jjb++++=overnight.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
agent ^nn++++=agent
of ^in++++=of
these ^dt+dem+++=these
improvements ^nns+nom+++=improvements,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
occasionally ^rb++++=occasionally
discovered ^vbd+vprv++xvbn+=discovered
in ^in++++=in
the ^ati++++=the
dust ^nn++++=dust
the ^ati++++=the
print ^nn++++=print
of ^in++++=of
an ^at++++=an
immense ^jj+atrb+++=immense
boot ^nn++++=boot
and ^cc++++=and
beside ^in+pl+++=beside
it ^pp3+it+++=it
the ^ati++++=the
lighter ^nn++++=lighter
mark ^vb++++=mark
of ^in++++=of
its ^pp$+it+++=its
recently ^rb+tm+++=recently
purchased ^vwbn+++xvbn+=purchased
fellow ^jjb++++=fellow.
. ^zz++++=EXTRAWORD
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
reformed ^jj++++=reformed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbn+vprv++xvbn+=observed
Colonel ^npt++++=Colonel
Starbottle ^np+++??+=Starbottle,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
no ^at++++=no
military ^jj+atrb+++=military
title ^nn++++=title
and ^cc++++=and
viewed ^vbd+++xvbn+=viewed
reform ^nn++++=reform
as ^in++++=as
a ^at++++=a
disease ^nn++++=disease
peculiar ^jj++++=peculiar
to ^in++++=to
other ^ap++++=other
men ^nns++++=men.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
skeered ^vpsv++agls+xvbnx+=skeered,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tennessee ^np+nom+++=Tennessee
Joe ^np++++=Joe.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
courtin ^nn+++??+=courtin',"
'," ^nn+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Yuba ^np+++??+=Yuba
Bill ^nn++++=Bill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
company ^nn++++=company,
, ^zz++++=EXTRAWORD
recognizing ^vbg+++xvbg+=recognizing
a ^at++++=a
natural ^jj+atrb+++=natural
phenomenon ^nn++++=phenomenon,
, ^zz++++=EXTRAWORD
treated ^xvbn+++xvbn+=treated
Sandy ^np++++=Sandy
thereafter ^nn+nom+++=thereafter
with ^in++++=with
a ^at++++=a
delicacy ^nn+nom+++=delicacy
which ^whp+rel+subj++=which
took ^vbd+++xvbn+=took
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
never ^rb++++=never
addressing ^vbg+++xvbg+=addressing
him ^pp3o+pp3+++=him
upon ^in++++=upon
the ^ati++++=the
subject ^nn++++=subject
when ^wrb+who+++=when
sober ^jj++++=sober.
. ^zz++++=EXTRAWORD
Sandy ^np++++=Sandy
had ^vb+hv+vrb++=had
indeed ^qlp++++=indeed
changed ^jj+++xvbn+=changed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
passed ^vbd+++xvbnx+=passed
the ^ati++++=the
Magnolia ^np+++??+=Magnolia
by ^in++++=by
walking ^xvbg+++xvbg+=walking
upon ^in++++=upon
the ^ati++++=the
opposite ^jj+atrb+++=opposite
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
road ^nn++++=road;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
the ^ati++++=the
road ^nn++++=road
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
moral ^jj+atrb+++=moral
distance ^nn+nom+++=distance
might ^md+pos+++=might
appear ^vb+seem+++=appear
insufficient ^jj++++=insufficient
to ^to+jcmp+++=to
my ^pp$+pp1+++=my
fairest ^jjt+atrb+++=fairest
reader ^nn++++=reader,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
in ^in++++=in
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
it ^pp3+it+++=it
represented ^vbd+++xvbn+=represented
a ^at++++=a
considerable ^jj+atrb+++=considerable
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
washed ^vbd+++xvbnx+=washed
with ^in++++=with
a ^at++++=a
frequency ^nn++++=frequency
that ^tht+rel+subj++=that
excited ^vbd+++xvbn+=excited
comment ^nn+nom+++=comment.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
purchased ^vbd+++xvbnx+=purchased
a ^at++++=a
red ^jj+atrb+++=red
necktie ^nn+++??+=necktie,
, ^zz++++=EXTRAWORD
wore ^j+++xvbn+=wore
it ^pp3+it+++=it
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterward ^rb++++=afterward
kept ^vbd+++xvbn+=kept
it ^pp3+it+++=it
folded ^vbd+++xvbn+=folded
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
its ^pp$+it+++=its
virtues ^nns++++=virtues
were ^vbd+bed+vrb++=were
less ^rbr++++=less
conspicuous ^jj+pred+++=conspicuous.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
steadily ^rb++++=steadily
at ^in++++=at
the ^ati++++=the
Eureka ^np+++??+=Eureka
claim ^nn++++=claim
and ^cc++++=and
spoke ^vbd+++xvbn+=spoke
little ^jj++++=little.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
meanwhile ^rb+cnj+++=meanwhile,
, ^zz++++=EXTRAWORD
preserved ^xvbn+++xvbn+=preserved
an ^at++++=an
admirable ^jj+atrb+++=admirable
ignorance ^nn+nom+++=ignorance.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
Sandy ^jj+atrb+++=Sandy
attended ^jj+atrb++xvbn+=attended
Sunday ^nr++++=Sunday
service ^nn++++=service
whenever ^nn+nom+++=whenever
the ^ati++++=the
itinerant ^jj+atrb+++=itinerant
preacher ^nn+nom+++=preacher
came ^vbd+++xvbn+=came
through ^in++++=through
the ^ati++++=the
Gulch ^np+++??+=Gulch,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
show ^vb+vprv+++=show
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
observed ^vbd+vprv++xvbnx+=observed
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
hands ^nns++++=hands
were ^vbd+bed+aux++=were
scrubbed ^vpsv++agls+xvbnx+=scrubbed,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
beard ^nn++++=beard
trimmed ^vbd+++xvbn+=trimmed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
blue ^jj+atrb+++=blue
eyes ^nns++++=eyes
no ^at++++=no
longer ^rbr++++=longer
troubled ^vpsv++by+xvbn+=troubled
by ^in++++=by
the ^ati++++=the
immediate ^jj++++=immediate
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
merely ^rb+down+++=merely
adjusted ^jj+++xvbn+=adjusted
her ^pp3o+pp3+++=her
cuff ^nn++++=cuff.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
him ^pp3o+pp3+++=him
standing ^vbg+++xvbg+=standing
outside ^jjb++++=outside
the ^ati++++=the
schoolhouse ^nn+++??+=schoolhouse
with ^in++++=with
a ^at++++=a
new ^jj+atrb+++=new
slate ^nn++++=slate
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
for ^in++++=for
Tommy ^np++++=Tommy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
was ^vbd+bedz+vrb++=was
the ^ati++++=the
smallest ^jjt++++=smallest
and ^cc+phrs+++=and
quietest ^jjt++++=quietest
of ^in++++=of
her ^pp$+pp3+++=her
pupils ^nns++++=pupils,
, ^zz++++=EXTRAWORD
a ^at++++=a
dark ^jj++++=dark-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
boy ^nn++++=boy
who ^whp+rel+subj++=who
lived ^vbd+++xvbn+=lived
with ^in+ppvb+++=with
his ^pp$+pp3+++=his
mother ^nn++++=mother
in ^in++++=in
a ^at++++=a
cabin ^nn++++=cabin
beyond ^in++++=beyond
the ^ati++++=the
abandoned ^jj+atrb++xvbn+=abandoned
shaft ^nn++++=shaft.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mother ^nn++++=mother
did ^vbd+dod+vrb++=did
washing ^nvbg+++xvbg+=washing
for ^in++++=for
the ^ati++++=the
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
appeared ^j+++xvbn+=appeared
rarely ^rb++++=rarely
by ^in++++=by
daylight ^nn++++=daylight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
received ^vpsv++agls+xvbn+=received
from ^in++++=from
respectable ^jj+atrb+++=respectable
women ^nns++++=women
the ^ati++++=the
punishment ^nn+nom+++=punishment
usually ^rb+down+++=usually
allotted ^vwbn+++xvbn+=allotted
to ^in++++=to
sins ^nns++++=sins
in ^in++++=in
which ^whp+rel+pied++=which
respectable ^jj+atrb+++=respectable
men ^nns++++=men
have ^vb+hv+aux++=have
participated ^vprf+++xvbnx+=participated.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
not ^xnot++not++=not
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Miss ^npt++++=Miss
Mary ^np++++=Mary.
. ^zz++++=EXTRAWORD
Sandy ^jj++++=Sandy
looked ^jj+++xvbn+=looked
through ^in++++=through
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
Tommy ^np++++=Tommy
sat ^vbd+++xvbn+=sat
over ^in++++=over
a ^at++++=a
battered ^jj+atrb++xvbn+=battered
slate ^nn++++=slate
divided ^vwbn+++xvbn+=divided
by ^in++++=by
a ^at++++=a
crack ^nn++++=crack.
. ^zz++++=EXTRAWORD
" ^zz++++="Reckoned
reckoned ^vbd+vprv+tht0+xvbn+=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=mightn't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mebbe
mebbe ^rb++++=EXTRAWORD
his ^pp$+pp3+++=his
mother ^nn++++=mother
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
like ^vb++++=like
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
regarded ^vwbn+++xvbn+=regarded
him ^pp3o+pp3+++=him
more ^rbr++++=more
closely ^rb++++=closely.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
had ^vbd+hvd+aux++=had
reddened ^vprf+++xvbnx+=reddened
beneath ^in+pl+++=beneath
the ^ati++++=the
tan ^nn++++=tan.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
miss ^npt++++=miss."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
stumbled ^j+++xvbn+=stumbled
over ^in++++=over
level ^nn++++=level
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
recovered ^j+++xvbn+=recovered
himself ^ppl+pp3+++=himself
with ^in++++=with
violence ^nn+nom+++=violence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
up ^rp++++=up
the ^ati++++=the
road ^nn++++=road
without ^in++++=without
looking ^xvbg+++xvbg+=looking
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
slate ^nn++++=slate
bore ^vbd+++xvbn+=bore
no ^at++++=no
inscription ^nn+nom+++=inscription.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Miss ^npt++++=Miss
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
profession ^nn++++=profession
made ^vbd+++xvbn+=made
her ^pp$+pp3+++=her
suspicious ^jj++++=suspicious
of ^in++++=of
blank ^jj+atrb+++=blank
surfaces ^nns++++=surfaces,
, ^zz++++=EXTRAWORD
held ^j+++xvbn+=held
it ^pp3+it+++=it
for ^in++++=for
some ^dti++++=some
moments ^nns+nom+++=moments
before ^in++++=before
calling ^xvbg+++xvbg+=calling
Tommy ^np++++=Tommy.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
child ^nn++++=child
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
accepted ^vbd+vprv+tht0+xvbnx+=accepted
it ^pp3+it+++=it
solemnly ^rb++++=solemnly.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
friend ^nn++++=friend."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
ran ^vbd+++xvbn+=ran
one ^cd1++++=one
finger ^nn++++=finger
along ^in++++=along
its ^pp$+it+++=its
smooth ^jj+atrb+++=smooth
wooden ^jj+atrb+++=wooden
frame ^nn++++=frame.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it
Sandy ^jj++++=Sandy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Mary ^np++++=Mary
was ^vbd+bedz+aux++=was
surprised ^vpsv++agls+xvbnx+=surprised.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Tommy ^np++++=Tommy
had ^vb+hv+aux++=had
already ^rb++splt++=already
bent ^vprf+++xvbnx+=bent
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
imagine ^vb+vprv+++=imagine,
, ^zz++++=EXTRAWORD
learn ^vb+vprv+++=learn
silence ^nn+nom+++=silence
earlier ^jjr++++=earlier
in ^in++++=in
settlements ^nns+nom+++=settlements
where ^wrb+who+++=where
grown ^xvbn+++xvbn+=grown
people ^nns++++=people
have ^vb+hv+vrb++=have
much ^rb++++=much
to ^to++++=to
conceal ^vbi++++=conceal.
. ^zz++++=EXTRAWORD
Summer ^nn++++=Summer
ripened ^vbd+++xvbn+=ripened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dust ^nn++++=dust
grew ^vbd+++xvbn+=grew
deeper ^jjr++++=deeper;
; ^zz++++=EXTRAWORD
the ^ati++++=the
pines ^nns++++=pines
drew ^vbd+++xvbn+=drew
their ^pp$+pp3+++=their
shadows ^nps++++=shadows
close ^jj++++=close
at ^rb++++=at
noon ^nn++++=noon;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
azalea ^nn++++=azalea
blossoms ^nns+++??+=blossoms,
, ^zz++++=EXTRAWORD
scorched ^xvbn+++xvbn+=scorched
at ^in++++=at
the ^ati++++=the
roadside ^nn++++=roadside,
, ^zz++++=EXTRAWORD
lingered ^j+++xvbn+=lingered
in ^in++++=in
cooler ^jjr+atrb+++=cooler
recesses ^nns+nom+++=recesses
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
In ^in++++=In
July ^nr++++=July
Miss ^npt++++=Miss
Mary ^np++++=Mary
announced ^vbd+vpub++xvbn+=announced
a ^at++++=a
school ^nn++++=school
picnic ^nn++++=picnic.
. ^zz++++=EXTRAWORD
The ^ati++++=The
event ^nn++++=event
produced ^vbd+++xvbn+=produced
in ^in++++=in
Red ^jj+atrb+++=Red
Gulch ^np+++??+=Gulch
a ^at++++=a
civic ^jj+atrb+++=civic
emotion ^nn+nom+++=emotion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Magnolia ^np+++??+=Magnolia
contributed ^vbd+++xvbn+=contributed
lemons ^nns++++=lemons
of ^in++++=of
uncertain ^jj+atrb+++=uncertain
ancestry ^nn++++=ancestry.
. ^zz++++=EXTRAWORD
Colonel ^npt++++=Colonel
Starbottle ^np+++??+=Starbottle
lent ^vbd+++xvbn+=lent
a ^at++++=a
white ^jj+atrb+++=white
tablecloth ^nn++++=tablecloth
bearing ^vwbg+++xvbg+=bearing
evidence ^nn+nom+++=evidence
of ^in++++=of
previous ^jj+atrb+++=previous
diplomatic ^jj+atrb+++=diplomatic
service ^nn++++=service.
. ^zz++++=EXTRAWORD
Yuba ^np+++??+=Yuba
Bill ^nn++++=Bill
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
stage ^nn++++=stage
at ^in++++=at
the ^ati++++=the
disposal ^nn+nom+++=disposal
of ^in++++=of
the ^ati++++=the
children ^nns++++=children
and ^cc++++=and
drove ^vbd+++xvbn+=drove
them ^pp3o+pp3+++=them
to ^in++++=to
the ^ati++++=the
pine ^nn++++=pine
grove ^np++++=grove
with ^in++++=with
such ^abl++++=such
moderation ^nn+nom+++=moderation
that ^tht+rel+++=that
only ^rb+down+++=only
two ^cd++++=two
were ^vbd+bed+aux++=were
thrown ^vpsv++agls+xvbnx+=thrown
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
both ^abx++++=both
into ^in++++=into
soft ^jj+atrb+++=soft
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
Sandy ^jj++++=Sandy
followed ^jj+++xvbn+=followed
on ^in++++=on
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
basket ^nn++++=basket
