At ^in++++=At
, ^zz++++=EXTRAWORD
whole ^jj++++=whole
and ^cc++++=and
newly ^rb++++=newly
murdered ^jj+++xvbn+=murdered,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
another ^dt++++=another
cargo ^nn++++=cargo
altogether ^nn+nom+++=altogether.
. ^zz++++=EXTRAWORD
Minorca ^np++++=Minorca
would ^md+prd+++=would
receive ^vb++++=receive
us ^pp1o+pp1+++=us
with ^in++++=with
candles ^nns++++=candles.
. ^zz++++=EXTRAWORD
Barcelona ^np++++=Barcelona
might ^md+pos+++=might
ring ^vb++++=ring
every ^at++++=every
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
In ^in++++=In
Genoa ^np++++=Genoa
ah ^uh++++=ah!
! ^zz++++=EXTRAWORD
the ^ati++++=the
confraternities ^nns+nom+++=confraternities
would ^md+prd+++=would
tear ^vb++++=tear
one ^cd1++++=one
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
beards ^nns+++??+=beards
for ^in++++=for
the ^ati++++=the
privilege ^nn++++=privilege
of ^in++++=of
carrying ^xvbg+++xvbg+=carrying
him ^pp3o+pp3+++=him
ashore ^rb+pl+++=ashore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
propose ^vb++++=propose
theft ^nn++++=theft."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rescue,"
rescue ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Vives ^np++++=Vives.
. ^zz++++=EXTRAWORD
" ^zz++++="Pious
pious ^jj+atrb+++=EXTRAWORD
rescue ^nn++++=rescue.
. ^zz++++=EXTRAWORD
The ^ati++++=The
theft ^nn++++=theft
comes ^vbz++++=comes
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
among ^in++++=among
bishops ^nns++++=bishops."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
leaned ^vbd+++xvbn+=leaned
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he
a ^at++++=a
holy ^jj+atrb+++=holy
man ^nn++++=man?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Holy?
holy ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Madam ^npt++++=Madam,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql++++=so
holy ^np++++=holy
that ^tht+rel+obj++=that
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
endure ^vb++++=endure
him ^pp3o+pp3+++=him
long ^jj++++=long.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
converted ^vbd+++xvbnx+=converted
kings ^nns++++=kings
who ^whp+rel+subj++=who
would ^md+prd+++=would
not ^xnot++not++=not
receive ^vb++++=receive
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
confuted ^jj+atrb++xvbn+=confuted
scholars ^nns++++=scholars
who ^whp+rel+subj++=who
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand
his ^pp$+pp3+++=his
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
sea ^nn++++=sea
at ^rb++++=at
an ^at++++=an
age ^nn++++=age
when ^wrb+who+++=when
a ^at++++=a
prudent ^jj+atrb+++=prudent
man ^nn++++=man
will ^md+prd+++=will
not ^xnot++not++=not
cross ^vb++++=cross
a ^at++++=a
courtyard ^nn++++=courtyard
after ^in++++=after
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wrote ^vbd+vprv++xvbnx+=wrote
more ^ql++++=more
books ^nns++++=books
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
dinners ^nns+nom+++=dinners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
ascetic ^jj++++=ascetic.
. ^zz++++=EXTRAWORD
Saint ^nn++++=Saint?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
stubbornness ^nns+nom+++=stubbornness
is ^vbz+bez+vrb++=is
a ^at++++=a
rung ^nn++++=rung
on ^in++++=on
Jacob ^np++++=Jacob's
's ^$++++=EXTRAWORD
ladder ^nn++++=ladder,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
kicked ^vprf+++xvbnx+=kicked
the ^ati++++=the
angels ^nns++++=angels
out ^rp+pl+++=out
of ^in++++=of
heaven ^nn++++=heaven."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np++++=Hernando's
's ^$++++=EXTRAWORD
interest ^nn++++=interest
remained ^vbd+++xvbn+=remained
slight ^jj++++=slight,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
entering ^xvbg+++xvbg+=entering
a ^at++++=a
Christian ^jj+atrb+++=Christian
port ^npl++++=port
beside ^in+pl+++=beside
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
a ^at++++=a
celebrated ^jj+atrb++xvbn+=celebrated
martyr ^nn++++=martyr
had ^vb+hv+vrb++=had
a ^at++++=a
polished ^jj+atrb+++=polished
surface ^nn++++=surface
upon ^in++++=upon
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
vanity ^nn++++=vanity
could ^md+pos+++=could
see ^vb+vprv+++=see
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
People ^nns++++=People
would ^md+prd+++=would
kneel ^vb++++=kneel
as ^ql++++=as
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
would ^md+prd+++=would
lean ^vb++++=lean
from ^in++++=from
balconies ^nns++++=balconies.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
considered ^vbd+vprv++xvbn+=considered
this ^dt+dem+++=this
voyage ^nn++++=voyage
proof ^nn++++=proof
of ^in++++=of
his ^pp$+pp3+++=his
degeneracy ^nn+nom+++=degeneracy,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
be ^vb+be+aux++=be
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
call ^vbi++++=call
it ^pp3+it+++=it
providential ^jj++++=providential.
. ^zz++++=EXTRAWORD
" ^zz++++="Bring
bring ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
bowed ^vbd+++xvbn+=bowed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
already ^rb++splt++=already
ordered ^vprf++tht0+xvbnx+=ordered
the ^ati++++=the
boat ^nn++++=boat
lowered ^vbd+++xvbn+=lowered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
asked ^vbd+vsua+tht0+xvbn+=asked
my ^pp$+pp1+++=my
leave ^vb++++=leave
after ^in++++=after
giving ^xvbg+++xvbg+=giving
the ^ati++++=the
order ^to++++=order?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
your ^pp$+pp2+++=your
lordship ^nn+nom+++=lordship's
's ^$++++=EXTRAWORD
goodness ^nns+nom+++=goodness
would ^md+prd+++=would
precede ^vb+++??+=precede
your ^pp$+pp2+++=your
answer ^nn++++=answer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
care ^nn++++=care
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
not ^xnot++not++=not
precede ^vb+++??+=precede
you ^pp2+pp2+++=you
overboard ^rb+pl+++=overboard."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Vives ^np++++=Vives
laughed ^vbd+++xvbn+=laughed
with ^in++++=with
somewhat ^rb+down+++=somewhat
unnecessary ^jj+atrb+++=unnecessary
heartiness ^nns+nom+++=heartiness
and ^cc++++=and
hurried ^vbd+++xvbn+=hurried
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ship ^nn++++=ship
awoke ^vbd+++xvbn+=awoke.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
lain ^vprf+++xvbn+=lain
under ^in++++=under
benches ^nns++++=benches
rose ^vbd+++xvbn+=rose
cursing ^vbg+++xvbg+=cursing;
; ^zz++++=EXTRAWORD
ropes ^nns++++=ropes
rasped ^vbd+++xvbn+=rasped
through ^in++++=through
blocks ^nns++++=blocks;
; ^zz++++=EXTRAWORD
a ^at++++=a
boat ^nn++++=boat
struck ^vbd+++xvbn+=struck
the ^ati++++=the
water ^nn++++=water
with ^in++++=with
a ^at++++=a
report ^nn++++=report
like ^in++++=like
a ^at++++=a
dropped ^jj+atrb++xvbn+=dropped
coffin ^nn++++=coffin.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
sailors ^nns++++=sailors
climbed ^vbd+++xvbn+=climbed
down ^rp++++=down,
, ^zz++++=EXTRAWORD
armed ^j+++xvbn+=armed
with ^in++++=with
cudgels ^nns+++??+=cudgels
and ^cc++++=and
short ^jj+atrb+++=short
knives ^nns++++=knives,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
torn ^vbd+++xvbn+=torn-eared
- ^zz++++=EXTRAWORD
eared ^jj+atrb++xvbn+=EXTRAWORD
interpreter ^nn+nom+++=interpreter
went ^vbd+++xvbn+=went
with ^in++++=with
them ^pp3o+pp3+++=them
to ^in++++=to
bribe ^nn++++=bribe,
, ^zz++++=EXTRAWORD
threaten ^vb++++=threaten,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
mislead ^nn+++??+=mislead
anyone ^pn++++=anyone
who ^whp+who+++=who
might ^md+pos+++=might
object ^vb++++=object.
. ^zz++++=EXTRAWORD
From ^in++++=From
below ^in+pl+++=below
came ^vbd+++xvbn+=came
the ^ati++++=the
overseer ^nn+nom+++=overseer's
's ^$++++=EXTRAWORD
whistle ^nn++++=whistle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chained ^jj+atrb++xvbn+=chained
rowers ^nn++++=rowers
were ^vbd+bed+aux++=were
roused ^vpsv++agls+xvbnx+=roused
to ^to++++=to
move ^vbi++++=move
the ^ati++++=the
galley ^nn++++=galley
closer ^rbr++++=closer
inshore ^rb+pl+++=inshore.
. ^zz++++=EXTRAWORD
Iron ^nn++++=Iron
stirred ^vbd+++xvbn+=stirred,
, ^zz++++=EXTRAWORD
bare ^jj+atrb+++=bare
feet ^nns++++=feet
scraped ^vbd+++xvbn+=scraped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
hundred ^cd++++=hundred
bodies ^nns++++=bodies
bent ^vbd+++xvbn+=bent
in ^in++++=in
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
" ^zz++++="Pull,
pull ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
sons ^nns++++=sons
of ^in++++=of
sores ^nns++++=sores!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
overseer ^nn+nom+++=overseer.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
saint ^nn++++=saint
waiting ^vwbg+++xvbg+=waiting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saints ^nns++++=saints
hate ^vb++++=hate
tardiness ^nns+nom+++=tardiness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
whip ^nn++++=whip
cracked ^vbd+++xvbn+=cracked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
galley ^nn++++=galley
advanced ^vbd+++xvbn+=advanced
over ^in++++=over
the ^ati++++=the
shining ^jj+++xvbg+=shining
sea ^npl++++=sea.
. ^zz++++=EXTRAWORD
With ^in++++=With
each ^dt++++=each
stroke ^nn++++=stroke
the ^ati++++=the
oars ^nn++++=oars
entered ^vbd+++xvbn+=entered
cleanly ^rb+cnj+++=cleanly,
, ^zz++++=EXTRAWORD
vanished ^j+++xvbn+=vanished
to ^in++++=to
their ^pp$+pp3+++=their
looms ^nns++++=looms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rose ^nn+++xvbn+=rose
shedding ^vwbg+++xvbg+=shedding
chains ^nns++++=chains
of ^in++++=of
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
watched ^vbd+++xvbn+=watched
the ^ati++++=the
town ^nn++++=town
grow ^vb++++=grow
larger ^jjr++++=larger.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
now ^rn+tm+splt++=now
see ^vb+vprv+++=see
cloth ^nn++++=cloth
awnings ^nns+++??+=awnings,
, ^zz++++=EXTRAWORD
a ^at++++=a
cupola ^nn++++=cupola
glazed ^vbd+++xvbn+=glazed
blue ^np++++=blue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
black ^jj+atrb+++=black
marks ^nns++++=marks
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
perhaps ^rb++++=perhaps
people ^nns++++=people
upon ^in++++=upon
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
gave ^vbd+++xvbn+=gave
everything ^pn++++=everything
a ^at++++=a
hard ^jj+atrb+++=hard
and ^cc+phrs+++=and
merciless ^jj+atrb+++=merciless
definition ^nn+nom+++=definition:
: ^zz++++=EXTRAWORD
every ^at++++=every
crack ^nn++++=crack
in ^in++++=in
the ^ati++++=the
masonry ^nn++++=masonry,
, ^zz++++=EXTRAWORD
every ^at++++=every
patch ^nn++++=patch
upon ^in++++=upon
the ^ati++++=the
sail ^nn++++=sail,
, ^zz++++=EXTRAWORD
every ^at++++=every
blister ^nn+nom+++=blister
on ^in++++=on
the ^ati++++=the
sailors ^nns++++=sailors'
' ^zz++++=EXTRAWORD
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
was ^vbd+bedz+aux++=was
permitted ^vpsv++agls+xvbnx+=permitted
mystery ^nn+nom+++=mystery
except ^in++++=except
the ^ati++++=the
dark ^nn++++=dark
between ^in++++=between
decks ^nns++++=decks.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
us ^pp1o+pp1+++=us
about ^in++++=about
this ^dt+dem+++=this
Lully ^np+++??+=Lully,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hernando ^np+++??+=Hernando
called ^vbd+++xvbn+=called
to ^in++++=to
Captain ^npt++++=Captain
Vives ^np++++=Vives,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
stood ^vbd+++xvbn+=stood
directing ^jj+++xvbg+=directing
the ^ati++++=the
boat ^nn++++=boat
through ^in++++=through
the ^ati++++=the
shoals ^nns++++=shoals.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
glanced ^vbd+++xvbn+=glanced
around ^in+strn+++=around.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
attend ^vb++++=attend
to ^in++++=to
the ^ati++++=the
coast ^nn++++=coast,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
lord ^npt++++=lord."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
pilot ^nn++++=pilot."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
pilot ^nn++++=pilot
is ^vbz+bez+vrb++=is
a ^at++++=a
drunkard ^nn++++=drunkard."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
drunkard ^nn++++=drunkard
with ^in++++=with
responsibilities ^nns+nom+++=responsibilities."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
surrendered ^vbd+++xvbnx+=surrendered
the ^ati++++=the
tiller ^nn++++=tiller
to ^in++++=to
the ^ati++++=the
pilot ^nn++++=pilot
and ^cc++++=and
came ^vbd+++xvbn+=came
aft ^jjb++++=aft.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
know ^vbi+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
does ^vbz+doz+vrb++=does
a ^at++++=a
Mallorcan ^np+nom++??+=Mallorcan
become ^vb++++=become
a ^at++++=a
saint ^nn++++=saint
in ^in++++=in
an ^at++++=an
African ^jj+atrb+++=African
ditch ^nn++++=ditch?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
a ^at++++=a
road ^npl++++=road
no ^at++++=no
sensible ^jj+atrb+++=sensible
mule ^nn++++=mule
would ^md+prd+++=would
take ^vb++++=take."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vives ^np++++=Vives
seated ^vbd+++xvbn+=seated
himself ^ppl+pp3+++=himself
upon ^in++++=upon
a ^at++++=a
coil ^nn++++=coil
of ^in++++=of
rope ^nn++++=rope.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
loved ^vbd+++xvbnx+=loved
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
those ^dt+dem+++=those
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
possessed ^vbd+++xvbnx+=possessed
more ^rbr++++=more
knowledge ^nn++++=knowledge
than ^in++++=than
his ^pp$+pp3+++=his
listeners ^nns+nom+++=listeners,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
most ^ql+emph+++=most
particularly ^rb++++=particularly
when ^wrb+who+++=when
his ^pp$+pp3+++=his
listeners ^nns+nom+++=listeners
were ^vbd+bed+vrb++=were
noble ^jj+pred+++=noble
enough ^qlp++++=enough
to ^to++++=to
make ^vbi++++=make
contradiction ^nn+nom+++=contradiction
dangerous ^jj++++=dangerous.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
his ^pp$+pp3+++=his
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
was ^vbd+bedz+vrb++=was
a ^at++++=a
courtier ^nn++++=courtier.
. ^zz++++=EXTRAWORD
A ^at++++=A
pretty ^rb++++=pretty
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
perfumed ^j+++xvbn+=perfumed,
, ^zz++++=EXTRAWORD
curled ^j+++xvbn+=curled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slippery ^jj++++=slippery
as ^in++++=as
an ^at++++=an
eel ^nn++++=eel
in ^in++++=in
oil ^nn++++=oil.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
songs ^nns++++=songs
to ^in++++=to
other ^ap++++=other
men ^nns++++=men's
's ^$++++=EXTRAWORD
wives ^nns++++=wives,
, ^zz++++=EXTRAWORD
gambled ^j+++xvbn+=gambled
till ^cs+sub+++=till
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
considered ^vbd+vprv++xvbn+=considered
fasting ^nvbg+++xvbg+=fasting
an ^at++++=an
invention ^nn+nom+++=invention
of ^in++++=of
ugly ^jj+atrb+++=ugly
women ^nns++++=women.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
wife ^nn++++=wife
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
naturally ^rb++++=naturally
increased ^vbd+++xvbn+=increased
his ^pp$+pp3+++=his
appetite ^nn++++=appetite
for ^in++++=for
other ^ap++++=other
people ^nns++++=people's."
's." ^nn+++??+=EXTRAWORD
Hernando ^np+++??+=Hernando
smiled ^vbd+++xvbn+=smiled
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
lady ^npt++++=lady
resisted ^vbd+++xvbn+=resisted
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
captain ^npt++++=captain
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
mistake ^nn++++=mistake.
. ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
refusal ^nn++++=refusal
is ^vbz+bez+vrb++=is
a ^at++++=a
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
young ^jj++++=young
fool ^jjb++++=fool
believes ^vbz+vprv+tht0++=believes
doors ^nns++++=doors
were ^vbd+bed+aux++=were
created ^vpsv++agls+xvbnx+=created
to ^to++++=to
be ^vbi+vbi+aux++=be
opened ^vpsv++agls+xvbnx+=opened.
. ^zz++++=EXTRAWORD
Ramon ^np++++=Ramon
wrote ^vbd+vprv++xvbn+=wrote
verses ^nns++++=verses.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
burned ^vbd+++xvbnx+=burned
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bribed ^vbd+++xvbnx+=bribed
her ^pp$+pp3+++=her
maid ^np++++=maid.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
dismissed ^vbd+++xvbnx+=dismissed
the ^ati++++=the
maid ^nn++++=maid.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
serenaded ^vbd+++xvbnx+=serenaded
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
window ^nn++++=window.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
emptied ^vbd+++xvbnx+=emptied
a ^at++++=a
basin ^nn++++=basin
into ^in++++=into
the ^ati++++=the
street ^nn++++=street
water ^nn++++=water,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
pious ^jj+atrb+++=pious
versions ^nns++++=versions
improve ^vb++++=improve
it ^pp3+it+++=it
to ^in++++=to
filth ^nn++++=filth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
she ^pp3a+pp3+++=she
beautiful ^jj++++=beautiful?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elvira ^np+++??+=Elvira
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
most ^ql+emph+++=most
beautiful ^jj+atrb+++=beautiful
woman ^nn++++=woman
in ^in++++=in
Palma ^np++++=Palma,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in++++=to
Ramon ^np++++=Ramon,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
seen ^vprf+++xvbn+=seen
the ^ati++++=the
most ^ql+emph+++=most
beautiful ^jj+atrb+++=beautiful
woman ^nn++++=woman
in ^in++++=in
Valencia ^np++++=Valencia,
, ^zz++++=EXTRAWORD
Naples ^np++++=Naples,
, ^zz++++=EXTRAWORD
Tunis ^np+++??+=Tunis,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whichever ^nn+nom+++=whichever
port ^nn++++=port
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
next ^ap++++=next.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
married ^vpsv++agls+xvbnx+=married,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
grave ^jj++++=grave,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
devout ^jj++++=devout.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
name ^nn++++=name
changes ^nns++++=changes
with ^in++++=with
the ^ati++++=the
teller ^nn++++=teller.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
call ^nn++++=call
her ^pp3o+pp3+++=her
Ambrosia ^np+++??+=Ambrosia,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
no ^at++++=no
one ^cd1++++=one
else ^rb+cnj+++=else
does ^vbz+doz+vrb++=does."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
pilot ^nn++++=pilot
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
galley ^nn++++=galley
swerved ^vbd+++xvbn+=swerved
from ^in++++=from
a ^at++++=a
reef ^nn++++=reef,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
the ^ati++++=the
sun ^nn++++=sun
flashed ^vbd+++xvbn+=flashed
green ^nn++++=green
through ^in++++=through
water ^nn++++=water
under ^in++++=under
the ^ati++++=the
hull ^nn++++=hull.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
night ^nn++++=night,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Vives ^np++++=Vives,
, ^zz++++=EXTRAWORD
steadying ^jj++++=steadying
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
" ^zz++++="Ramon
ramon ^np++++=EXTRAWORD
followed ^vbd+vprv++xvbn+=followed
her ^pp$+pp3+++=her
to ^in++++=to
