At ^in++++=At
pennies ^nns++++=pennies
at ^in++++=at
his ^pp$+pp3+++=his
counter ^vb++++=counter
returned ^vbd+++xvbn+=returned
as ^ql++++=as
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
labourers ^nns+nom+++=labourers,
, ^zz++++=EXTRAWORD
mothers ^nns+nom+++=mothers
and ^cc++++=and
young ^jj+atrb+++=young
gentlemen ^nns++++=gentlemen
too ^rb++++=too
proud ^jj++++=proud
to ^to+jcmp+++=to
remember ^nn+nom+++=remember
their ^pp$+pp3+++=their
debts ^nns++++=debts.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shop ^nn++++=shop
grew ^vbd+++xvbn+=grew
darker ^jjr++++=darker
and ^cc++++=and
more ^rbr++++=more
crowded ^jj+++xvbn+=crowded.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
flour ^nn++++=flour
bins ^nns++++=bins,
, ^zz++++=EXTRAWORD
under ^in++++=under
loose ^jj+atrb+++=loose
boards ^nns++++=boards,
, ^zz++++=EXTRAWORD
within ^in++++=within
tobacco ^nn++++=tobacco
tins ^nns++++=tins
and ^cc++++=and
even ^rb++++=even
in ^in++++=in
the ^ati++++=the
hollow ^jj+atrb+++=hollow
leg ^nn++++=leg
of ^in++++=of
an ^at++++=an
old ^jj+atrb+++=old
table ^nn++++=table,
, ^zz++++=EXTRAWORD
Tony ^np++++=Tony
hid ^vbd+++xvbn+=hid
money ^nn++++=money.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
trusted ^vbd+++xvbnx+=trusted
no ^at++++=no
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
Banks ^nns++++=Banks
failed ^vbd+++xvbn+=failed,
, ^zz++++=EXTRAWORD
presidents ^npts++++=presidents
lied ^vbd+++xvbn+=lied,
, ^zz++++=EXTRAWORD
priests ^nns++++=priests
ate ^vbd+++xvbn+=ate
too ^ql++++=too
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
women ^nns++++=women
above ^rb++++=above
all ^abn++++=all
women ^nns++++=women
wanted ^vbd+++xvbn+=wanted
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
property ^nn++++=property.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
opinion ^nn++++=opinion
he ^pp3a+pp3+++=he
expressed ^vbd+vpub++xvbnx+=expressed
frequently ^rb++++=frequently
while ^cs+sub+++=while
the ^ati++++=the
woman ^nn++++=woman
darned ^rb++++=darned
his ^pp$+pp3+++=his
socks ^nns++++=socks.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
August ^nr++++=August
Tony ^np++++=Tony
took ^vbd+++xvbn+=took
to ^to+vcmp+++=to
bed ^vb++++=bed
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
rise ^vb++++=rise.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
he ^pp3a+pp3+++=he
blamed ^vbd+++xvbnx+=blamed
bad ^jj+atrb+++=bad
sausage ^nn+nom+++=sausage.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
heat ^nn++++=heat.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
city ^nn++++=city
water ^nn++++=water,
, ^zz++++=EXTRAWORD
Congress ^nns+nom+++=Congress
and ^cc++++=and
a ^at++++=a
Corsican ^nn+nom+++=Corsican
peddler ^jjr++++=peddler
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
cursed ^vprf+++xvbnx+=cursed
him ^pp3o+pp3+++=him
in ^in++++=in
1894 ^cd+date+++=1894.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
a ^at++++=a
dry ^jj++++=dry
little ^ap++++=little
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
long ^rb++splt++=long
attended ^vprf+++xvbnx+=attended
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
gout ^nn+++??+=gout
and ^cc++++=and
feared ^vbd+vprv++xvbn+=feared
neither ^dt++neg++=neither
his ^pp$+pp3+++=his
muscles ^nns++++=muscles
nor ^cc++neg++=nor
his ^pp$+pp3+++=his
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
him ^pp3o+pp3+++=him
and ^cc++++=and
afterward ^rb++++=afterward
spoke ^vbd+++xvbn+=spoke
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+vrb++=be
weeks ^nns++++=weeks,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+vrb++=be
less ^rbr++++=less."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Less?"
less ^ql++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
ill ^jj++++=ill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
needles ^nps++++=needles
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
her ^pp$+pp3+++=her
lap ^nn++++=lap.
. ^zz++++=EXTRAWORD
A ^at++++=A
sound ^nn++++=sound
escaped ^vbd+++xvbn+=escaped
her ^pp$+pp3+++=her
half ^abn++++=half
sob ^nn++++=sob,
, ^zz++++=EXTRAWORD
half ^abn++++=half
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
looked ^vbd+++xvbn+=looked
sharply ^rb++++=sharply
at ^in++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
bent ^vbd+++xvbnx+=bent
to ^to++++=to
recover ^vbi++++=recover
the ^ati++++=the
stocking ^nn++++=stocking.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
again ^rb+tm+++=again
her ^pp$+pp3+++=her
face ^nn++++=face
was ^vbd+bedz+vrb++=was
properly ^rb++++=properly
miserable ^jj+pred+++=miserable.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
she ^pp3a+pp3+++=she
knelt ^vbd+++xvbnx+=knelt
before ^in++++=before
a ^at++++=a
wooden ^jj+atrb+++=wooden
crucifix ^nn+++??+=crucifix
in ^in++++=in
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
she ^pp3a+pp3+++=she
thanked ^vbd+++xvbnx+=thanked
Heaven ^nn++++=Heaven
or ^cc++++=or
begged ^vbd+++xvbn+=begged
pardon ^nn++++=pardon
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
for ^in++++=for
us ^pp1o+pp1+++=us
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
Human ^jj+atrb+++=Human
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
like ^in++++=like
shop ^nn++++=shop
accounts ^nns++++=accounts,
, ^zz++++=EXTRAWORD
often ^rb++++=often
contain ^vb++++=contain
entries ^nns++++=entries
on ^in++++=on
both ^abx++++=both
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
days ^nns++++=days
Tony ^np++++=Tony
weakened ^vbd+++xvbn+=weakened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fallen ^vprf+++xvbn+=fallen
giant ^jjb++++=giant
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
raise ^vb++++=raise
himself ^ppl+pp3+++=himself
without ^in++++=without
assistance ^nn+nom+++=assistance.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
lifted ^vprf+++xvbnx+=lifted
barrels ^nns++++=barrels,
, ^zz++++=EXTRAWORD
clawed ^j+++xvbn+=clawed
feebly ^rb++++=feebly
at ^in++++=at
the ^ati++++=the
sheet ^nn++++=sheet.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
dwindled ^vbd+++xvbn+=dwindled
from ^in++++=from
thunder ^nn++++=thunder
to ^in++++=to
a ^at++++=a
harsh ^jj+atrb+++=harsh
muttering ^nvbg+++xvbg+=muttering.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
remained ^vbd+++xvbn+=remained
fierce ^jj++++=fierce,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
woman ^nn++++=woman
approached ^vbd+++xvbn+=approached
with ^in++++=with
medicine ^nn++++=medicine
he ^pp3a+pp3+++=he
watched ^vbd+++xvbnx+=watched
her ^pp$+pp3+++=her
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
poisoned ^vprf+++xvbn+=poisoned
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
John ^np++++=John
arrived ^vbd+++xvbn+=arrived.
. ^zz++++=EXTRAWORD
John ^np++++=John
Bellotti ^np+++??+=Bellotti
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
a ^at++++=a
grocery ^nn+nom+++=grocery
near ^in+pl+++=near
the ^ati++++=the
French ^jj+atrb+++=French
Quarter ^nn++++=Quarter,
, ^zz++++=EXTRAWORD
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
black ^jj+atrb+++=black
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
a ^at++++=a
red ^jj+atrb+++=red
necktie ^nn+++??+=necktie
and ^cc++++=and
a ^at++++=a
gold ^nn++++=gold
watch ^nn++++=watch
chain ^nn++++=chain
fat ^nn++++=fat
enough ^qlp++++=enough
to ^to++++=to
restrain ^vbi++++=restrain
a ^at++++=a
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
resembled ^vbd+++xvbnx+=resembled
Tony ^np++++=Tony
reduced ^vwbn+++xvbn+=reduced
by ^in++++=by
one ^cd1++++=one-third
- ^zz++++=EXTRAWORD
third ^od++++=EXTRAWORD
and ^cc++++=and
polished ^jj++++=polished
for ^in++++=for
Sunday ^nr++++=Sunday.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kissed ^vbd+++xvbnx+=kissed
his ^pp$+pp3+++=his
brother ^nn++++=brother
upon ^in++++=upon
both ^abx++++=both
cheeks ^nns++++=cheeks,
, ^zz++++=EXTRAWORD
glanced ^j+++xvbn+=glanced
once ^rb+tm+++=once
at ^rb++++=at
the ^ati++++=the
woman ^nn++++=woman
and ^cc++++=and
immediately ^rb+tm+++=immediately
began ^vbd+++xvbn+=began
opening ^jj+atrb++xvbg+=opening
drawers ^nns+nom+++=drawers.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
he ^pp3a+pp3+++=he
look ^vb++++=look
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Papers,"
papers ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tony ^np++++=Tony
whispered ^vbd+++xvbn+=whispered.
. ^zz++++=EXTRAWORD
John ^np++++=John
stayed ^vbd+++xvbn+=stayed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ate ^vbd+++xvbnx+=ate
at ^in++++=at
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
table ^nn++++=table,
, ^zz++++=EXTRAWORD
slept ^j+++xvbn+=slept
in ^in++++=in
the ^ati++++=the
little ^jj+atrb+++=little
front ^jjb+atrb+++=front
room ^nn++++=room
and ^cc++++=and
questioned ^vbn+vpub++xvbn+=questioned
customers ^nns+nom+++=customers
concerning ^in++++=concerning
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
the ^ati++++=the
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tapped ^vbd+++xvbnx+=tapped
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lifted ^vbd+++xvbnx+=lifted
boards ^nns++++=boards
with ^in++++=with
his ^pp$+pp3+++=his
heel ^nn++++=heel.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
himself ^ppl+pp3+++=himself
unobserved ^jj++++=unobserved,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
weighed ^vbd+++xvbnx+=weighed
the ^ati++++=the
flour ^nn++++=flour
tins ^nns++++=tins
in ^in++++=in
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman's
's ^vbz+bez+vrb++0=EXTRAWORD
new ^jj+atrb+++=new
hope ^nn++++=hope
began ^vbd+++xvbn+=began
to ^to++++=to
shiver ^vbi++++=shiver.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
fourth ^od++++=fourth
evening ^nn++++=evening
a ^at++++=a
storm ^nn++++=storm
rolled ^vbd+++xvbn+=rolled
in ^in++++=in
from ^in++++=from
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
Thunder ^nn++++=Thunder
pressed ^vbd+++xvbn+=pressed
against ^in++++=against
the ^ati++++=the
windows ^nns++++=windows;
; ^zz++++=EXTRAWORD
the ^ati++++=the
gas ^nn++++=gas
flame ^nn++++=flame
bent ^vbd+++xvbn+=bent
and ^cc+phrs+++=and
recovered ^vbd+++xvbn+=recovered.
. ^zz++++=EXTRAWORD
Tony ^np++++=Tony
lay ^vbd+++xvbn+=lay
beneath ^in+pl+++=beneath
a ^at++++=a
red ^jj+atrb+++=red
quilt ^nn++++=quilt,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
yellow ^jj++++=yellow
against ^in++++=against
the ^ati++++=the
pillow ^nn++++=pillow.
. ^zz++++=EXTRAWORD
John ^np++++=John
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rb+phrv+++=out
for ^in+ppvb+++=for
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
sat ^vwbn+++xvbn+=sat
by ^in++++=by
the ^ati++++=the
bed ^nn++++=bed
knitting ^vwbg+++xvbg+=knitting
the ^ati++++=the
same ^ap++++=same
gray ^np++++=gray
stocking ^nn++++=stocking
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
weeks ^nns++++=weeks
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
" ^zz++++="Tony?"
tony ^np++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyelids ^nns++++=eyelids
stirred ^vbd+++xvbn+=stirred.
. ^zz++++=EXTRAWORD
" ^zz++++="Tony,
tony ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
send ^vb++++=send
for ^in++++=for
priest ^nn++++=priest?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
priest ^nn++++=priest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
sick ^jj+pred+++=sick.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
sick ^jj++++=sick."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sick ^jj+pred+++=sick,
, ^zz++++=EXTRAWORD
fool ^jjb++++=fool."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
folded ^vbd+++xvbnx+=folded
and ^cc+phrs+++=and
unfolded ^vbd+++xvbn+=unfolded
her ^pp$+pp3+++=her
worn ^xvbn+++xvbn+=worn
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Send
send ^vb++++=EXTRAWORD
for ^in++++=for
Father ^nn++++=Father
Andr ^np+++??+=Andr
. ^zz++++=.
He ^pp3a+pp3+++=He
come ^vb++++=come
quick ^jj++++=quick."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
confession ^nn++++=confession,
, ^zz++++=EXTRAWORD
Tony ^np++++=Tony."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
to ^to++++=to
confess ^nns+nom+++=confess."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
even ^rb++++=even
the ^ati++++=the
thunder ^nn++++=thunder
appeared ^vbd+seem++xvbn+=appeared
embarrassed ^jj+++xvbn+=embarrassed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
leaned ^vbd+++xvbnx+=leaned
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
" ^zz++++="Tony,
tony ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
listen ^vb++++=listen.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
marry ^vb++++=marry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
opened ^vbd+++xvbn+=opened
fully ^rb+amp+++=fully.
. ^zz++++=EXTRAWORD
" ^zz++++="Marry?"
marry ^vb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^cs+sub+++=EXTRAWORD
you ^pp2+pp2+++=you
die ^vb++++=die.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
can ^md+pos+++=can
do ^vb+do+vrb++=do
it ^pp3+it+++=it
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bring ^vb++++=bring
witness ^nns+nom+++=witness.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
takes ^vbz++++=takes
little ^jj+atrb+++=little
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
fifteen ^cd++++=fifteen
years ^nns++++=years
the ^ati++++=the
entire ^jjb+atrb+++=entire
street ^nn++++=street
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
her ^pp3o+pp3+++=her
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bellotti ^np++++=Bellotti.
. ^zz++++=EXTRAWORD
Fifteen ^cd++++=Fifteen
years ^nns++++=years
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
answered ^vprf+++xvbnx+=answered
to ^in++++=to
the ^ati++++=the
name ^nn++++=name,
, ^zz++++=EXTRAWORD
paid ^j+++xvbn+=paid
his ^pp$+pp3+++=his
bills ^nns++++=bills
under ^in++++=under
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
been ^j+j+aux+xvbn+=been
struck ^vpsv++agls+xvbnx+=struck
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
and ^cc++++=and
worn ^jj+++xvbn+=worn
it ^pp3+it+++=it
like ^in++++=like
an ^at++++=an
iron ^nn++++=iron
collar ^nn++++=collar.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no
church ^npl++++=church
register ^nn+nom+++=register
held ^vbd+vprv++xvbn+=held
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
No ^at++++=No
civil ^jj+atrb+++=civil
book ^nn++++=book
joined ^vbd+++xvbn+=joined
her ^pp$+pp3+++=her
life ^nn++++=life
to ^in++++=to
his ^pp$+pp3+++=his.
. ^zz++++=EXTRAWORD
Tony ^np++++=Tony
had ^vb+hv+aux++=had
always ^rb++splt++=always
postponed ^vprf+++xvbnx+=postponed
the ^ati++++=the
ceremony ^nn++++=ceremony
until ^cs+sub+++=until
business ^nns+nom+++=business
improved ^vbd+++xvbn+=improved,
, ^zz++++=EXTRAWORD
until ^in++++=until
Easter ^np++++=Easter,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
the ^ati++++=the
weather ^nn++++=weather
cooled ^vwbn+++xvbn+=cooled,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
the ^ati++++=the
pope ^np++++=pope
himself ^ppl+pp3+++=himself
should ^md+nec+++=should
find ^vb+vprv+++=find
leisure ^nn++++=leisure,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
to ^to++++=to
come ^vbi++++=come
to ^in++++=to
Prytania ^np+++??+=Prytania
Street ^nn++++=Street.
. ^zz++++=EXTRAWORD
Tony ^np++++=Tony's
's ^$++++=EXTRAWORD
cracked ^vbd+++xvbn+=cracked
lips ^nns++++=lips
drew ^vbd+++xvbn+=drew
back ^jjb++++=back
from ^in++++=from
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
" ^zz++++="So.
so ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you
want ^vb++++=want
marry ^vb++++=marry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wanted ^vbd+++xvbnx+=wanted
always ^rb++++=always."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
want ^vb++++=want
shop ^nn++++=shop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Tony ^np++++=Tony."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
want ^vb++++=want
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Only ^ap+down+++=Only
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
work ^nn++++=work
all ^abn++++=all
these ^dt+dem+++=these
years ^nns++++=years.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stay ^vb++++=stay.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
your ^pp$+pp2+++=your
wife ^nn++++=wife
to ^in++++=to
everybody ^pn++++=everybody."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
fools ^nns++++=fools."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
recoiled ^vbd+++xvbnx+=recoiled
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^qlp++++=indeed
old ^jj+atrb+++=old
habit ^nn++++=habit
made ^vbd+++xvbn+=made
the ^ati++++=the
motion ^nn++++=motion
unnecessary ^jj++++=unnecessary.
. ^zz++++=EXTRAWORD
" ^zz++++="Please,"
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Please,
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Tony ^np++++=Tony.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cook ^nn++++=cook,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wash ^nn++++=wash,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
keep ^vb++++=keep
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
hit ^vbd+++xvbn+=hit
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stay ^vb++++=stay.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
sick ^jj+pred+++=sick,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stay ^vb++++=stay.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
nowhere ^rb+pl+++=nowhere."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
Germany ^np++++=Germany."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
nobody ^pn++++=nobody
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
go ^vb++++=go
nowhere ^rb+pl+++=nowhere."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
pale ^nn++++=pale
face ^nn++++=face
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
collapse ^vbi++++=collapse
inward ^jjb++++=inward.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
necessity ^nn+nom+++=necessity,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
lends ^vbz++++=lends
courage ^nn+nom+++=courage
even ^rb++++=even
to ^in++++=to
mice ^nns++++=mice
when ^wrb+who+++=when
the ^ati++++=the
room ^nn++++=room
is ^vbz+bez+aux++=is
burning ^vbg+++xvbgx+=burning,
, ^zz++++=EXTRAWORD
