We ^pp1a+pp1+++=We
surrender ^nn+nom+++=surrender!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
the ^ati++++=the
free ^jj+atrb+++=free
and ^cc+phrs+++=and
independent ^jj+atrb+++=independent
electors ^nns++++=electors.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
thanked ^vbd+++xvbn+=thanked
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
always ^rb++splt++=always
known ^vprf+++xvbnx+=known
where ^wrb+who+whcl++=where
Verbosity ^np+nom++??+=Verbosity
stood ^vbd+++xvbn+=stood.
. ^zz++++=EXTRAWORD
Verbosity ^np+nom++??+=Verbosity
stood ^vbd+++xvbn+=stood
where ^wrb+who+++=where
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
stood ^vbd+++xvbn+=stood
where ^wrb+who+++=where
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
one ^cd1++++=one
stone ^nn++++=stone
remained ^vbd+++xvbn+=remained
upon ^in++++=upon
another ^dt++++=another,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
roof ^nn++++=roof
sheltered ^vbd+++xvbn+=sheltered
an ^at++++=an
English ^jj+atrb+++=English
family ^nn++++=family,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
lion ^nn++++=lion
adorned ^vwbn+++xvbn+=adorned
a ^at++++=a
public ^jj++++=public-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
sign ^vb++++=sign,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
one ^cd1++++=one
British ^jj+atrb+++=British
voice ^nn++++=voice
could ^md+pos+++=could
cry ^vb++++=cry
" ^zz++++="Shame!"
shame ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
without ^in++++=without
knowing ^xvbg+++xvbg+=knowing
why ^wrb+who+whcl++=why,
, ^zz++++=EXTRAWORD
Verbosity ^np+nom++??+=Verbosity
would ^md+prd+++=would
continue ^vb++++=continue
to ^to++++=to
stand ^vbi++++=stand.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
at ^rb++++=at
this ^dt+dem+++=this
majestic ^jj+atrb+++=majestic
instant ^nn+nom+++=instant
that ^tht+rel+obj++=that
Tipkisson ^np+++??+=Tipkisson
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
dry ^jj+atrb+++=dry
man ^nn++++=man
who ^whp+rel+subj++=who
neither ^rb++neg++=neither
waved ^vbd+++xvbn+=waved
his ^pp$+pp3+++=his
hat ^nn++++=hat
nor ^cc++neg++=nor
stamped ^jj+++xvbn+=stamped
upon ^in++++=upon
his ^pp$+pp3+++=his
neighbour ^nn++++=neighbour's
's ^$++++=EXTRAWORD
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
the ^ati++++=the
sinister ^jj+atrb+++=sinister
habit ^nn++++=habit
of ^in++++=of
listening ^xvbg+++xvbg+=listening
to ^to++++=to
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
and ^cc++++=and
the ^ati++++=the
almost ^rb+hdg+++=almost
revolutionary ^jj++++=revolutionary
vice ^in++++=vice
of ^in++++=of
remembering ^xvbg+++xvbg+=remembering
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
said ^vpsv++agls+xvbnx+=said
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chairman ^nn+nom+++=chairman
ordered ^vbd+++xvbn+=ordered
him ^pp3o+pp3+++=him
to ^to++++=to
sit ^vbi++++=sit
down ^rb+phrv+++=down.
. ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson
remained ^vbd+++xvbn+=remained
standing ^vbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gentleman ^nn+nom+++=gentleman
with ^in++++=with
the ^ati++++=the
life ^nn++++=life-preserver
- ^zz++++=EXTRAWORD
preserver ^nn+nom+++=EXTRAWORD
approached ^vbd+++xvbn+=approached
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
rear ^jjb++++=rear,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
paused ^vbd+++xvbn+=paused
when ^wrb+who+++=when
Tipkisson ^np+++??+=Tipkisson
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="What,"
what ^wdt+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tipkisson ^np+++??+=Tipkisson,
, ^zz++++=EXTRAWORD
" ^zz++++="are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
and ^cc++++=and
your ^pp$+pp2+++=your
twelve ^cd++++=twelve
parliamentary ^jj+atrb+++=parliamentary
friends ^nns++++=friends
actually ^rb+amp+++=actually
driving ^nvbg+++xvbg+=driving
at ^rb++++=at?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
questions ^nns+nom+++=questions
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
not ^xnot++not++=not
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
insults ^nns+++??+=insults;
; ^zz++++=EXTRAWORD
inquiries ^nns++++=inquiries
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
not ^xnot++not++=not
inquiries ^nns++++=inquiries,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
daggers ^nns+nom+++=daggers;
; ^zz++++=EXTRAWORD
requests ^nns++++=requests
for ^in++++=for
information ^nn+nom+++=information
which ^whp+rel+obj++=which
strike ^nn++++=strike
at ^rb++++=at
the ^ati++++=the
Throne ^nn++++=Throne,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Altar ^nn++++=Altar,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Domestic ^jj+atrb+++=Domestic
Hearth ^nn++++=Hearth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Roast ^vb++++=Roast
Beef ^nn++++=Beef
of ^in++++=of
Old ^jj+atrb+++=Old
England ^np++++=England,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
licensed ^jj+atrb+++=licensed
sale ^nn++++=sale
of ^in++++=of
intoxicating ^jj+atrb+++=intoxicating
liquors ^nns++++=liquors.
. ^zz++++=EXTRAWORD
Tipkisson ^np++++=Tipkisson's
's ^$++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
of ^in++++=of
this ^dt+dem+++=this
description ^nn+nom+++=description.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
smiled ^vbd+++xvbn+=smiled
a ^at++++=a
sad ^jj+atrb+++=sad,
, ^zz++++=EXTRAWORD
forgiving ^jj+atrb++xvbg+=forgiving
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
Britannia ^np++++=Britannia
might ^md+pos+++=might
bestow ^vb++++=bestow
upon ^in++++=upon
a ^at++++=a
ratepayer ^nn+nom+++=ratepayer
disputing ^vwbg+++xvbg+=disputing
an ^at++++=an
assessment ^nn+nom+++=assessment.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
we ^pp1a+pp1+++=we
driving ^nvbg+++xvbg+=driving
at ^rb++++=at?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tipkisson ^np+++??+=Tipkisson.
. ^zz++++=EXTRAWORD
" ^zz++++="Vehement
vehement ^jj++++=EXTRAWORD
cheering ^jj++++=cheering,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbd+vprv++xvbn+=observed
the ^ati++++=the
local ^jj+atrb+++=local
reporter ^nn+nom+++=reporter,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
prepared ^vprf+++xvbnx+=prepared
his ^pp$+pp3+++=his
account ^nn++++=account
that ^tht+rel+++=that
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
drew ^vbd+++xvbn+=drew
himself ^ppl+pp3+++=himself
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+aux++=are
driving ^vbg+++xvbgx+=driving,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
illimitable ^jj+atrb+++=illimitable
perspective ^nn++++=perspective!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
shook ^vbd+++xvbn+=shook
with ^in++++=with
applause ^nn++++=applause.
. ^zz++++=EXTRAWORD
A ^at++++=A
plaster ^nn+nom+++=plaster
ornament ^nn+nom+++=ornament
fell ^vbd+++xvbn+=fell
from ^in++++=from
the ^ati++++=the
ceiling ^nn+nom+++=ceiling
and ^cc++++=and
injured ^vbd+++xvbn+=injured
an ^at++++=an
undecided ^jj+atrb+++=undecided
voter ^nn++++=voter,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
carried ^vpsv++agls+xvbnx+=carried
out ^rp+pl+++=out
shouting ^vbg+vpub++xvbg+=shouting
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
support ^vb++++=support
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
to ^in++++=to
the ^ati++++=the
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson,
, ^zz++++=EXTRAWORD
with ^in++++=with
deplorable ^jj+atrb+++=deplorable
obstinacy ^nn+nom+++=obstinacy,
, ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
what ^wdt+who+++=what
the ^ati++++=the
illimitable ^jj+atrb+++=illimitable
perspective ^nn++++=perspective
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
replied ^vbd+vpub++xvbn+=replied
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
thing ^nn++++=thing
to ^to++++=to
be ^vbi+vbi+aux++=be
bounded ^vpsv++by+xvbnx+=bounded
by ^in++++=by
definitions ^nns+nom+++=definitions,
, ^zz++++=EXTRAWORD
cramped ^xvbn+++xvbn+=cramped
by ^in++++=by
figures ^nns++++=figures,
, ^zz++++=EXTRAWORD
hampered ^xvbn+++xvbn+=hampered
by ^in++++=by
details ^nns++++=details,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
chained ^vpsv++agls+xvbn+=chained
to ^in++++=to
the ^ati++++=the
miserable ^jj+atrb+++=miserable
cart ^nn++++=cart-wheel
- ^zz++++=EXTRAWORD
wheel ^vb++++=EXTRAWORD
of ^in++++=of
literal ^jj+atrb+++=literal
interpretation ^nn+nom+++=interpretation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
principle ^nn++++=principle,
, ^zz++++=EXTRAWORD
a ^at++++=a
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
an ^at++++=an
aspiration ^nn+nom+++=aspiration,
, ^zz++++=EXTRAWORD
an ^at++++=an
onwardness ^nns+nom+++=onwardness.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
soul ^nn++++=soul
of ^in++++=of
progress ^nns+nom+++=progress
tempered ^vwbn+++xvbn+=tempered
by ^in++++=by
the ^ati++++=the
wisdom ^nn++++=wisdom
of ^in++++=of
caution ^nn+nom+++=caution;
; ^zz++++=EXTRAWORD
the ^ati++++=the
energy ^nn++++=energy
of ^in++++=of
advance ^nn++++=advance
restrained ^vwbn+++xvbn+=restrained
by ^in++++=by
the ^ati++++=the
dignity ^nn+nom+++=dignity
of ^in++++=of
permanence ^nn+nom+++=permanence;
; ^zz++++=EXTRAWORD
the ^ati++++=the
courage ^nn+nom+++=courage
to ^to++++=to
go ^vbi++++=go
forward ^rb++++=forward
combined ^vwbn+++xvbn+=combined
with ^in++++=with
the ^ati++++=the
resolution ^nn+nom+++=resolution
not ^xnot++not++=not
to ^to++++=to
move ^vbi++++=move
until ^cs+sub+++=until
the ^ati++++=the
country ^nn++++=country
was ^vbd+bedz+aux++=was
prepared ^jj++agls+xvbnx+=prepared
to ^to+jcmp+++=to
follow ^vbi+vprv+++=follow.
. ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Tipkisson ^np+++??+=Tipkisson.
. ^zz++++=EXTRAWORD
The ^ati++++=The
meeting ^xvbg+++xvbg+=meeting
groaned ^vbd+++xvbn+=groaned.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
tell ^vb++++=tell
them ^pp3o+pp3+++=them
where ^wrb+who+++=where.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pointed ^vbd+++xvbnx+=pointed
not ^xnot++not++=not
to ^in++++=to
the ^ati++++=the
right ^nn++++=right,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
upward ^jjb+atrb+++=upward
subject ^nn++++=subject
always ^rb++++=always
to ^in++++=to
the ^ati++++=the
legitimate ^jj+atrb+++=legitimate
claims ^nns++++=claims
of ^in++++=of
the ^ati++++=the
centre ^nn++++=centre.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pointed ^vbd+++xvbnx+=pointed
to ^in++++=to
the ^ati++++=the
broad ^jj+atrb+++=broad
highway ^nn++++=highway
along ^in++++=along
which ^whp+rel+pied++=which
a ^at++++=a
mighty ^ql++++=mighty
people ^nns++++=people
marched ^vbd+++xvbn+=marched
beneath ^in+pl+++=beneath
the ^ati++++=the
folds ^nns++++=folds
of ^in++++=of
an ^at++++=an
unstained ^jj+atrb++xvbn+=unstained
banner ^nn++++=banner
toward ^in++++=toward
the ^ati++++=the
consummation ^nn+nom+++=consummation
of ^in++++=of
its ^pp$+it+++=its
historic ^jj+atrb+++=historic
destiny ^nn++++=destiny.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
consummation ^nn+nom+++=consummation?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Tipkisson ^np+++??+=Tipkisson.
. ^zz++++=EXTRAWORD
Cries ^nns++++=Cries
of ^in++++=of
" ^zz++++="Turn
turn ^nn++++=EXTRAWORD
him ^pp3o+pp3+++=him
out ^rp+pl+++=out!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Traitor!"
traitor ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
paid ^vwbn+++xvbn+=paid
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
arose ^vbd+++xvbn+=arose
from ^in++++=from
every ^at++++=every
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
begged ^vbd+++xvbn+=begged
that ^cs+sub+++=that
Tipkisson ^np+++??+=Tipkisson
might ^md+pos+++=might
remain ^vb++++=remain.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
him ^pp3o+pp3+++=him
stay ^vb++++=stay!
! ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
him ^pp3o+pp3+++=him
hear ^vb+vprv+++=hear!
! ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
him ^pp3o+pp3+++=him
learn ^vb+vprv+++=learn,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
learning ^vbg+vprv++xvbg+=learning
were ^vbd+bed+vrb++=were
still ^rb+atrb+++=still
possible ^jj+pred+++=possible
to ^to+jcmp+++=to
a ^at++++=a
heart ^nn++++=heart
cankered ^vwbn+++xvbn+=cankered
by ^in++++=by
faction ^nn+nom+++=faction
and ^cc++++=and
a ^at++++=a
mind ^nn++++=mind
darkened ^vwbn+++xvbn+=darkened
by ^in++++=by
facts ^nns++++=facts.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
did ^vbd+dod+aux++=did
not ^xnot++not++=not
fear ^vb++++=fear
inquiry ^nn++++=inquiry.
. ^zz++++=EXTRAWORD
No ^at++++=No
man ^nn++++=man
who ^whp+rel+subj++=who
possessed ^vbd+++xvbn+=possessed
the ^ati++++=the
confidence ^nn+nom+++=confidence
of ^in++++=of
his ^pp$+pp3+++=his
conscience ^nn+nom+++=conscience,
, ^zz++++=EXTRAWORD
the ^ati++++=the
approval ^nn+nom+++=approval
of ^in++++=of
his ^pp$+pp3+++=his
Party ^nn++++=Party,
, ^zz++++=EXTRAWORD
the ^ati++++=the
support ^nn++++=support
of ^in++++=of
five ^cd++++=five
newspapers ^nns+nom+++=newspapers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
majority ^nn+nom+++=majority
on ^in++++=on
the ^ati++++=the
platform ^nn++++=platform
need ^nn++++=need
fear ^vb++++=fear
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
propose ^vb++++=propose
to ^to++++=to
do ^vbi++++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson
persisted ^vbd+++xvbn+=persisted.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend's
's ^$++++=EXTRAWORD
face ^vb++++=face
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smile ^nn++++=smile
disappeared ^vbd+seem++xvbn+=disappeared;
; ^zz++++=EXTRAWORD
the ^ati++++=the
jaw ^nn++++=jaw
hardened ^vbd+++xvbn+=hardened;
; ^zz++++=EXTRAWORD
the ^ati++++=the
eye ^nn++++=eye
flashed ^vbd+++xvbn+=flashed
with ^in++++=with
the ^ati++++=the
ancestral ^jj+atrb+++=ancestral
spirit ^nn++++=spirit
of ^in++++=of
those ^dt+dem+++=those
island ^nn++++=island
warriors ^nns++++=warriors
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
retreated ^vprf+++xvbnx+=retreated
except ^in++++=except
strategically ^rb+cnj+++=strategically,
, ^zz++++=EXTRAWORD
never ^rb++++=never
surrendered ^vbd+++xvbn+=surrendered
except ^in++++=except
conditionally ^rb+cnj+++=conditionally,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
changed ^jj+atrb++xvbn+=changed
sides ^nns++++=sides
except ^in++++=except
upon ^in++++=upon
grounds ^nns++++=grounds
of ^in++++=of
national ^jj+atrb+++=national
necessity ^nn+nom+++=necessity.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
propose ^vb++++=propose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thundered ^vbd+++xvbnx+=thundered,
, ^zz++++=EXTRAWORD
" ^zz++++="to
to ^to++++=EXTRAWORD
defend ^vbi++++=defend
the ^ati++++=the
English ^jj+atrb+++=English
hearth ^nn++++=hearth!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
cheering ^jj++++=cheering
was ^vbd+bedz+vrb++=was
prodigious ^jj+pred+++=prodigious.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
propose ^vb++++=propose
to ^to++++=to
guard ^vbi++++=guard
the ^ati++++=the
English ^jj+atrb+++=English
home ^nr++++=home!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
chair ^nn++++=chair
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken
in ^rb+phrv+++=in
patriotic ^jj+atrb+++=patriotic
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
propose ^vb++++=propose
to ^to++++=to
uphold ^vbi++++=uphold
the ^ati++++=the
English ^jj+atrb+++=English
altar ^nn++++=altar!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
chairman ^nn+nom+++=chairman
of ^in++++=of
the ^ati++++=the
Water ^nn++++=Water
Company ^nn++++=Company
wept ^vbd+++xvbn+=wept
upon ^in++++=upon
a ^at++++=a
brewer ^nn++++=brewer.
. ^zz++++=EXTRAWORD
" ^zz++++="Against
against ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Tipkisson ^np+++??+=Tipkisson.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend
wheeled ^vbd+++xvbn+=wheeled
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Against
against ^in++++=EXTRAWORD
mosques ^nns++++=mosques!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
effect ^nn++++=effect
was ^vbd+bedz+vrb++=was
electrical ^jj+pred+++=electrical.
. ^zz++++=EXTRAWORD
" ^zz++++="Against
against ^in++++=EXTRAWORD
minarets ^nns++++=minarets!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf++tht0+xvbnx+=seen
either ^dtx++++=either
object ^nn++++=object
shook ^vbd+++xvbn+=shook
both ^abx++++=both
fists ^nns++++=fists
at ^in++++=at
Tipkisson ^np+++??+=Tipkisson.
. ^zz++++=EXTRAWORD
" ^zz++++="Against
against ^in++++=EXTRAWORD
Mohammedanism ^np+nom++??+=Mohammedanism!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
magnificent ^jj+atrb+++=magnificent
word ^nn++++=word
the ^ati++++=the
meeting ^jj+atrb++xvbg+=meeting
rose ^nn+++xvbn+=rose
as ^ql++++=as
one ^cd1++++=one
man ^nn++++=man,
, ^zz++++=EXTRAWORD
with ^in+cmpx+++=with
the ^in"++++=the
exception ^in"++++=exception
of ^in"++++=of
two ^cd++++=two
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
already ^rb++splt++=already
fallen ^vprf+++xvbn+=fallen
beneath ^in+pl+++=beneath
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
knew ^vbd+vprv++xvbn+=knew
how ^wrb+who+whcl++=how
Mohammedanism ^np+nom++??+=Mohammedanism
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
the ^ati++++=the
discussion ^nn++++=discussion,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
everybody ^pn++++=everybody
recognized ^vbd+vprv++xvbn+=recognized
that ^tht+vcmp+++=that
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
got ^vpsv++agls+xvbnx+=got
out ^rb+phrv+++=out
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
Tipkisson ^np+++??+=Tipkisson
was ^vbd+bedz+vrb++=was
the ^ati++++=the
person ^nn++++=person
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
introduced ^vprf+++xvbnx+=introduced
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson
attempted ^vbd+++xvbn+=attempted
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
expressed ^vprf+++xvbnx+=expressed
no ^at++++=no
opinion ^nn++++=opinion
concerning ^in++++=concerning
mosques ^nns++++=mosques.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
with ^in++++=with
crushing ^xvbg+++xvbg+=crushing
logic ^nn++++=logic,
, ^zz++++=EXTRAWORD
" ^zz++++="does
does ^vbz+doz+vrb++=EXTRAWORD
the ^ati++++=the
word ^nn++++=word
cause ^nn++++=cause
him ^pp3o+pp3+++=him
discomfort ^nn++++=discomfort?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tipkisson ^np+++??+=Tipkisson
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
" ^zz++++="Observe!"
observe ^vb+vprv+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
our ^pp$+pp1+++=our
honourable ^jj+atrb+++=honourable
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
