This ^dt+pdem+++=This
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
its ^pp$+it+++=its
best ^jjt++++=best
over ^in++++=over
the ^ati++++=the
glue ^nn++++=glue
factory ^nn++++=factory.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
still ^rb+cnj+++=still,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sighed ^vbd+++xvbnx+=sighed.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
narrow ^vb++++=narrow.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
misses ^vbz++++=misses
stimulation ^nn+nom+++=stimulation."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Band
band ^nn++++=EXTRAWORD
concert ^nn++++=concert
Thursday ^nr++++=Thursday,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Henry ^np++++=Henry.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they're
're ^vb+ber+aux++0=EXTRAWORD
putting ^vbg+++xvbgx+=putting
a ^at++++=a
new ^jj+atrb+++=new
roof ^nn++++=roof
on ^in++++=on
the ^ati++++=the
Methodist ^jj+atrb+++=Methodist
church ^nn++++=church."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
the ^ati++++=the
patient ^nn++++=patient
smile ^nn++++=smile
of ^in++++=of
Madame ^npt++++=Madame
de ^&fw++++=de
Sta ^np+++??+=Sta
l ^zz++++=l
listening ^jj+++xvbg+=listening
to ^in++++=to
a ^at++++=a
child ^nn++++=child
describe ^vb++++=describe
a ^at++++=a
mud ^nn++++=mud
pie ^nn++++=pie.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
days ^nns++++=days
later ^rbr+tm+++=later
Undine ^np+++??+=Undine
Harcourt ^np+++??+=Harcourt
came ^vbd+++xvbn+=came
to ^to++++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Undine ^np+++??+=Undine
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
to ^in++++=to
a ^at++++=a
select ^jj+atrb+++=select
academy ^nn++++=academy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nature ^nn++++=nature
had ^vbd+hvd+aux++=had
selected ^vprf+++xvbnx+=selected
her ^pp$+pp3+++=her
with ^in++++=with
unusual ^jj+atrb+++=unusual
care ^nn++++=care.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
red ^jj+pred+++=red-haired,
- ^zz++++=EXTRAWORD
haired ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
cheerful ^jj++++=cheerful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
constructed ^vpsv++agls+xvbn+=constructed
along ^in++++=along
lines ^nns++++=lines
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
young ^jj+atrb+++=young
men ^nns++++=men
lose ^vb++++=lose
the ^ati++++=the
thread ^nn++++=thread
of ^in++++=of
whatever ^nn+nom+++=whatever
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
saying ^vbg+++xvbgx+=saying.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
one ^cd1++++=one
glance ^nn++++=glance
at ^rb++++=at
Saint ^nn++++=Saint
Cecilia ^np+++??+=Cecilia,
, ^zz++++=EXTRAWORD
another ^dt++++=another
at ^rb++++=at
Ivy ^nn++++=Ivy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
to ^in++++=to
the ^ati++++=the
game ^nn++++=game."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
game ^nn++++=game?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
ball ^nn++++=ball
game ^nn++++=game."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care
for ^in++++=for
violent ^jj+atrb+++=violent
sports ^nns++++=sports."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
read ^vprf+++xvbnx+=read
of ^in++++=of
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
ai ^nn+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
read ^vprf+++xvbnx+=read
of ^in++++=of
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nobody ^pn++++=nobody's
's ^vbz+bez+aux++0=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me
to ^to++++=to
leave ^vbi++++=leave
the ^ati++++=the
Louvre ^np++++=Louvre
yet ^rb++++=yet.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
on ^in++++=on
a ^at++++=a
hat ^nn++++=hat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
at ^rb++++=at
three ^cd++++=three-fifteen
- ^zz++++=EXTRAWORD
fifteen ^cd++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
hot ^jj+atrb+++=hot
Saturday ^nr++++=Saturday
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
Keller ^np+++??+=Keller
entered ^vbd+++xvbn+=entered
our ^pp$+pp1+++=our
ball ^nn++++=ball
park ^npl++++=park.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
languidly ^rb++++=languidly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
languidly ^rb++++=languidly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
opened ^vbd+++xvbnx+=opened
her ^pp$+pp3+++=her
parasol ^nn++++=parasol
languidly ^rb++++=languidly.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
first ^rb++++=first
half ^abn++++=half
of ^in++++=of
the ^ati++++=the
first ^rb++++=first
inning ^jj+++xvbg+=inning
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
the ^ati++++=the
men ^nns++++=men
in ^in++++=in
gray ^np++++=gray
were ^vbd+bed+vrb++=were
convicts ^nns++++=convicts
and ^cc+cls+++=and
why ^wrb+who+++=why
the ^ati++++=the
crowd ^nn++++=crowd
disliked ^vbd+++xvbn+=disliked
the ^ati++++=the
umpire ^nn++++=umpire
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Rudie ^np+++??+=Rudie
Schlachweiler ^np+nom++??+=Schlachweiler
walked ^vbd+++xvbn+=walked
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
dugout ^nn++++=dugout.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
our ^pp$+pp1+++=our
white ^jj+atrb+++=white
uniform ^nn++++=uniform,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
precisely ^rb++++=precisely
white ^jj++++=white,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
groundskeeper ^jjr++++=groundskeeper
being ^jj+++xvbg+=being
an ^at++++=an
old ^jj+atrb+++=old
enemy ^nn++++=enemy
of ^in++++=of
soap ^nn++++=soap.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
struck ^vbd+++xvbn+=struck
his ^pp$+pp3+++=his
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
picked ^vbd+++xvbnx+=picked
up ^rp++++=up
the ^ati++++=the
ball ^nn++++=ball,
, ^zz++++=EXTRAWORD
rubbed ^j+++xvbn+=rubbed
it ^pp3+it+++=it
between ^in++++=between
his ^pp$+pp3+++=his
palms ^nns++++=palms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vpsv++agls+xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
plate ^nn++++=plate
with ^in++++=with
that ^dt+dem+++=that
remote ^jj+atrb+++=remote,
, ^zz++++=EXTRAWORD
tragic ^jj+atrb+++=tragic
gaze ^nn++++=gaze
which ^whp+rel+obj++=which
in ^in++++=in
fact ^nn++++=fact
meant ^vbd+vprv+tht0+xvbn+=meant
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
the ^ati++++=the
catcher ^jjr+atrb+++=catcher's
's ^vbz+bez+vrb++0=EXTRAWORD
signal ^nn++++=signal.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Rudie
rudie ^nn+++??+=EXTRAWORD
Schlachweiler ^np+nom++??+=Schlachweiler."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
position ^nn+nom+++=position
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
play ^nn++++=play?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
pitches ^nns+++??+=pitches."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
does ^vbz+doz+vrb++=does
that ^dt+dem+++=that
mean ^jj++++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Undine ^np+++??+=Undine
explained ^vbd+vpub++xvbn+=explained.
. ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
wound ^vbd+++xvbn+=wound
up ^rp++++=up.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
swung ^vbd+++xvbn+=swung
in ^in++++=in
a ^at++++=a
smooth ^jj+atrb+++=smooth,
, ^zz++++=EXTRAWORD
powerful ^jj+atrb+++=powerful
arc ^np++++=arc;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
arm ^nn++++=arm
came ^vbd+++xvbn+=came
over ^in+strn+++=over;
; ^zz++++=EXTRAWORD
the ^ati++++=the
ball ^nn++++=ball
snapped ^vbd+++xvbn+=snapped
into ^in++++=into
the ^ati++++=the
catcher ^jjr++++=catcher's
's ^vbz+bez+vrb++0=EXTRAWORD
mitt ^nn+++??+=mitt.
. ^zz++++=EXTRAWORD
" ^zz++++="Strike!"
strike ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
umpire ^nn++++=umpire.
. ^zz++++=EXTRAWORD
Ivy ^np++++=Ivy's
's ^$++++=EXTRAWORD
parasol ^nn++++=parasol
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
that ^dt+dem+++=that
good ^jj++++=good?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pretty
pretty ^rb++++=EXTRAWORD
good ^jj++++=good."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
always ^rb++++=always
do ^vb+do+vrb++=do
it ^pp3+it+++=it
like ^in++++=like
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
does ^vbz+doz+aux++=does
the ^ati++++=the
batter ^nn++++=batter
stand ^vb++++=stand
so ^ql++++=so
far ^rb+pl+++=far
back ^jjb++++=back?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
a ^at++++=a
curve ^nn++++=curve?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
are ^vb+ber+aux++=are
they ^pp3a+pp3+++=they
shouting ^vbg+vpub++xvbg+=shouting
' ^zz++++='Give
give ^vb++++=EXTRAWORD
him ^pp3o+pp3+++=him
the ^ati++++=the
dark ^jj+atrb+++=dark
one ^cd1++++=one'?
'? ^nn+++??+=EXTRAWORD
Is ^vbz+bez+vrb++=Is
the ^ati++++=the
catcher ^jjr+atrb+++=catcher
signaling ^nn+nom+++=signaling?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
happens ^vbz+vsua+++=happens
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
hits ^vbz++++=hits
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
is ^vbz+bez+aux++=is
the ^ati++++=the
man ^nn++++=man
near ^rb++++=near
first ^od++++=first
base ^nn++++=base?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
has ^vbz+hvz+aux++=has
Rudie ^np+++??+=Rudie
turned ^vbd+++xvbn+=turned
around ^rp++++=around?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
balk ^nn+++??+=balk?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
that ^tht+vcmp+++=that
a ^at++++=a
strike ^nn++++=strike?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
looked ^vbd+++xvbn+=looked
like ^in++++=like
a ^at++++=a
strike ^nn++++=strike.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
certainly ^rb++++=certainly
a ^at++++=a
strike ^nn++++=strike!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ball
ball ^nn++++=EXTRAWORD
two ^cd++++=two,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
umpire ^nn++++=umpire.
. ^zz++++=EXTRAWORD
" ^zz++++="Robber!"
robber ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Ivy ^np++++=Ivy
Keller ^np+++??+=Keller.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
education ^nn+nom+++=education
was ^vbd+bedz+vrb++=was
complete ^jj+pred+++=complete.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
fourth ^od++++=fourth
inning ^nvbg+++xvbg+=inning
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
Pug ^np+++??+=Pug
Mullen ^np+++??+=Mullen
was ^vbd+bedz+aux++=was
playing ^vbg+++xvbgx+=playing
too ^ql++++=too
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Chick ^np+++??+=Chick
Haney ^np+++??+=Haney
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
benched ^jj+++xvbn+=benched,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
visiting ^jj+atrb++xvbg+=visiting
pitcher ^nn++++=pitcher
had ^vb+hv+vrb++=had
nothing ^pn++++=nothing
but ^cc++++=but
a ^at++++=a
fast ^rb++++=fast
ball ^nn++++=ball
and ^cc++++=and
an ^at++++=an
unpleasant ^jj+atrb+++=unpleasant
face ^nn++++=face.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
sixth ^rb+cnj+++=sixth,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Rudie ^np+++??+=Rudie
struck ^vbd+++xvbn+=struck
out ^rp+pl+++=out
three ^cd++++=three
men ^nns++++=men,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
on ^in++++=on
her ^pp$+pp3+++=her
seat ^nn++++=seat
and ^cc++++=and
applauded ^vpsv++agls+xvbn+=applauded
with ^in++++=with
both ^abx++++=both
hands ^nns++++=hands
over ^rp++++=over
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
eighth ^od++++=eighth
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
an ^at++++=an
argument ^nn+nom+++=argument
with ^in++++=with
a ^at++++=a
butcher ^nn++++=butcher
from ^in++++=from
Ward ^nn++++=Ward
Three ^cd++++=Three
about ^in++++=about
the ^ati++++=the
infield ^nn+++??+=infield-fly
- ^zz++++=EXTRAWORD
fly ^vb++++=EXTRAWORD
rule ^nn++++=rule.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
ninth ^rb+cnj+++=ninth,
, ^zz++++=EXTRAWORD
with ^in++++=with
two ^cd++++=two
runners ^nns+nom+++=runners
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
caused ^vbd+++xvbn+=caused
the ^ati++++=the
opposing ^jj+atrb++xvbg+=opposing
cleanup ^nn+++??+=cleanup
man ^nn++++=man
to ^to++++=to
lift ^vbi++++=lift
a ^at++++=a
weak ^nn++++=weak
fly ^vb++++=fly
to ^in++++=to
center ^jjr++++=center,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ivy ^nn++++=Ivy
made ^vbd+++xvbn+=made
a ^at++++=a
sound ^nn++++=sound
not ^xnot++not++=not
taught ^vprf+++xvbn+=taught
at ^rb++++=at
Miss ^npt++++=Miss
Dorrington ^np++++=Dorrington's.
's. ^nn+++??+=EXTRAWORD
Our ^pp$+pp1+++=Our
club ^nn++++=club
won ^vbd+++xvbn+=won,
, ^zz++++=EXTRAWORD
four ^cd++++=four
to ^to++++=to
two ^cd++++=two.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Rudie ^np+++??+=Rudie
walked ^vbd+++xvbn+=walked
off ^in+pl+++=off
the ^ati++++=the
field ^nn++++=field,
, ^zz++++=EXTRAWORD
dusty ^jj++++=dusty,
, ^zz++++=EXTRAWORD
tired ^j+++xvbn+=tired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Olympian ^np+++??+=Olympian,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
glanced ^vbd+++xvbnx+=glanced
toward ^in++++=toward
the ^ati++++=the
grandstand ^nn++++=grandstand.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
Rudie ^np+++??+=Rudie
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
grandstand ^nn++++=grandstand
after ^in++++=after
every ^at++++=every
game ^nn++++=game.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
habit ^nn++++=habit,
, ^zz++++=EXTRAWORD
like ^in++++=like
breathing ^xvbg+++xvbg+=breathing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
time ^nn++++=time
his ^pp$+pp3+++=his
eye ^nn++++=eye
encountered ^vwbn+++xvbn+=encountered
Ivy ^nn++++=Ivy's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
Ivy ^nn++++=Ivy
turned ^vbd+++xvbn+=turned
pink ^jj++++=pink
from ^in++++=from
her ^pp$+pp3+++=her
collar ^nn++++=collar
to ^in++++=to
the ^ati++++=the
roots ^nns++++=roots
of ^in++++=of
her ^pp$+pp3+++=her
cultivated ^vbd+++xvbn+=cultivated
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
meet ^vbi++++=meet
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Undine ^np+++??+=Undine
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
maybe ^rb+hdg+++=maybe
you ^pp2+pp2+++=you
would ^md+prd+++=would."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
introductions ^nns+nom+++=introductions
which ^whp+rel+subj++=which
require ^vb+vsua+++=require
diplomacy ^nn+nom+++=diplomacy,
, ^zz++++=EXTRAWORD
written ^jj+atrb++xvbn+=written
references ^nns+nom+++=references,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
intervention ^nn+nom+++=intervention
of ^in++++=of
an ^at++++=an
elderly ^jj+atrb+++=elderly
aunt ^nn++++=aunt.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
others ^aps++++=others
which ^whp+rel+subj++=which
require ^vb+vsua+++=require
only ^rb+down+++=only
a ^at++++=a
red ^jj++++=red-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
girl ^nn++++=girl
who ^whp+rel+subj++=who
knows ^vbz+vprv+++=knows
the ^ati++++=the
catcher ^nn++++=catcher.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening
Ivy ^nn++++=Ivy
met ^vbd+++xvbn+=met
Rudie ^np+++??+=Rudie
at ^in++++=at
Lempke ^np++++=Lempke's
's ^$++++=EXTRAWORD
ice ^nn++++=ice-cream
- ^zz++++=EXTRAWORD
cream ^nn++++=EXTRAWORD
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
of ^in++++=of
uniform ^nn++++=uniform,
, ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
handsome ^jj+pred+++=handsome,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
less ^rbr++++=less
like ^in++++=like
Adonis ^np+++??+=Adonis
and ^cc++++=and
more ^rbr++++=more
like ^in++++=like
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
paid ^vprf+++xvbnx+=paid
six ^cd++++=six
dollars ^nns++++=dollars
for ^in++++=for
a ^at++++=a
blue ^jj+atrb+++=blue
serge ^nn++++=serge
suit ^nn++++=suit.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bowed ^vbd+++xvbnx+=bowed
from ^in++++=from
the ^ati++++=the
waist ^nn++++=waist,
, ^zz++++=EXTRAWORD
knocked ^j+++xvbn+=knocked
over ^in++++=over
a ^at++++=a
spoon ^nn++++=spoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
noticed ^vprf+++xvbnx+=noticed
Ivy ^np++++=Ivy
in ^in++++=in
the ^ati++++=the
stand ^nn++++=stand.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
control ^nn++++=control
was ^vbd+bedz+vrb++=was
splendid ^jj+pred+++=splendid
in ^in++++=in
the ^ati++++=the
sixth ^rb+cnj+++=sixth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
blinked ^vbd+++xvbn+=blinked.
. ^zz++++=EXTRAWORD
" ^zz++++="Yessir
yessir ^uh++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
old ^jj+atrb+++=old
hook ^nn++++=hook
breaking ^vwbg+++xvbg+=breaking."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
wasted ^vbd+++xvbn+=wasted
two ^cd++++=two
pitches ^nns+++??+=pitches
on ^in++++=on
Daley ^np+++??+=Daley
in ^in++++=in
the ^ati++++=the
seventh ^nn++++=seventh."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
crowds ^nns++++=crowds
the ^ati++++=the
plate ^nn++++=plate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
hit ^vprf+++xvbnx+=hit
your ^pp$+pp2+++=your
fast ^rb++++=fast
ball ^nn++++=ball."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp$+pp3+++=her
with ^in++++=with
deepening ^nn++++=deepening
admiration ^nn+nom+++=admiration.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
girls ^nns++++=girls
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
blue ^jj+pred+++=blue.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
who ^whp+rel+subj++=who
understood ^vprf+++xvbn+=understood
that ^tht+vcmp+++=that
Daley ^np+++??+=Daley
could ^md+pos+++=could
not ^xnot++not++=not
hit ^vb+++xvbn+=hit
a ^at++++=a
fast ^rb++++=fast
ball ^nn++++=ball
above ^rb++++=above
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
a ^at++++=a
week ^nn++++=week
Rudie ^np+++??+=Rudie
