They ^pp3a+pp3+++=They
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
overturned ^vbd+++xvbn+=overturned
the ^ati++++=the
pan ^nn++++=pan
as ^ql++++=as
she ^pp3a+pp3+++=she
rose ^vbd+++xvbnx+=rose.
. ^zz++++=EXTRAWORD
Green ^nn++++=Green
peas ^nns++++=peas
scattered ^vbd+++xvbn+=scattered
over ^in++++=over
the ^ati++++=the
bare ^jj+atrb+++=bare
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ran ^vbd+++xvbnx+=ran
into ^in+ppvb+++=into
the ^ati++++=the
pines ^nns++++=pines,
, ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=breaking
through ^in++++=through
briars ^nns+++??+=briars,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
the ^ati++++=the
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
name ^nn++++=name.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him
beside ^in+pl+++=beside
a ^at++++=a
fallen ^vprf+++xvbn+=fallen
log ^&fo++++=log.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rifle ^nn++++=rifle
lay ^vbd+++xvbn+=lay
several ^ap++++=several
feet ^nns++++=feet
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Cheri ^np+++??+=Cheri
sat ^vbd+++xvbn+=sat
propped ^vbd+++xvbn+=propped
upon ^in++++=upon
one ^cd1++++=one
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
at ^rb++++=at
his ^pp$+pp3+++=his
other ^ap++++=other
leg ^nn++++=leg.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blue ^jj+atrb+++=blue
cottonade ^nn+++??+=cottonade
was ^vbd+bedz+aux++=was
darkening ^vbg+++xvbgx+=darkening
above ^jjb++++=above
the ^ati++++=the
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
" ^zz++++="La
la ^&fw++++=EXTRAWORD
Folle ^np+++??+=Folle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
small ^jj++++=small
with ^in++++=with
astonishment ^nn+nom+++=astonishment,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shot ^vbd+++xvbnx+=shot
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
instant ^nn+nom+++=instant
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
rigid ^jj++++=rigid.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blood ^nn++++=blood
on ^in++++=on
the ^ati++++=the
cloth ^nn++++=cloth
was ^vbd+bedz+vrb++=was
blood ^nn++++=blood
from ^in++++=from
long ^jj++++=long
ago ^rb++++=ago;
; ^zz++++=EXTRAWORD
the ^ati++++=the
pines ^nns++++=pines
were ^vbd+bed+aux++=were
crowded ^vpsv++agls+xvbnx+=crowded
with ^in++++=with
armed ^xvbn+++xvbn+=armed
men ^nns++++=men;
; ^zz++++=EXTRAWORD
a ^at++++=a
powder ^nn++++=powder-black
- ^zz++++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
figure ^nn++++=figure
fell ^vbd+++xvbn+=fell
again ^rb+tm+++=again
across ^in+pl+++=across
a ^at++++=a
kitchen ^nn++++=kitchen
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Cheri ^np+++??+=Cheri
whimpered ^vbd+++xvbn+=whimpered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
vision ^nn++++=vision
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
" ^zz++++="Mon
mon ^&fw++++=EXTRAWORD
b ^zz++++=b
b ^zz++++=b
! ^zz++++=!
Mon ^np+++??+=Mon
pauvre ^nn+++??+=pauvre
b ^zz++++=b
b ^zz++++=b
! ^zz++++=!"
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
dropped ^vbd+++xvbnx+=dropped
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
and ^cc++++=and
tore ^vbd+++xvbn+=tore
the ^ati++++=the
trouser ^nn++++=trouser
leg ^nn++++=leg
from ^in++++=from
knee ^nn++++=knee
to ^in++++=to
hip ^nn++++=hip.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wound ^nn+++xvbn+=wound
bled ^vbd+++xvbn+=bled
freely ^rb+cnj+++=freely,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
bone ^nn++++=bone
appeared ^vbd+seem++xvbn+=appeared
sound ^jj++++=sound.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
twisted ^vbd+++xvbnx+=twisted
a ^at++++=a
strip ^nn++++=strip
of ^in++++=of
her ^pp$+pp3+++=her
petticoat ^nn++++=petticoat
above ^jjb++++=above
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
tightening ^vbg+++xvbg+=tightening
the ^ati++++=the
cloth ^nn++++=cloth
with ^in++++=with
strong ^jj+atrb+++=strong,
, ^zz++++=EXTRAWORD
steady ^jj+atrb+++=steady
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
hurts ^vbz++++=hurts,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Cheri ^np+++??+=Cheri
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
look ^vb++++=look
at ^rb++++=at
La ^&fw++++=La
Folle ^np+++??+=Folle.
. ^zz++++=EXTRAWORD
Ai ^vb+be+++=Ain't
n't ^xnot++not++0=EXTRAWORD
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
take ^vb++++=take
you ^pp2+pp2+++=you
while ^cs+sub+++=while
La ^&fw++++=La
Folle ^np+++??+=Folle
got ^vbd+++xvbn+=got
arms ^nns++++=arms
to ^to++++=to
hold ^vbi+vprv+++=hold
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lifted ^vbd+++xvbnx+=lifted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
eleven ^cd++++=eleven
years ^nns++++=years
old ^jj++++=old
and ^cc+phrs+++=and
heavy ^jj++++=heavy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
gathered ^vbd+++xvbnx+=gathered
him ^pp3o+pp3+++=him
against ^in++++=against
her ^pp$+pp3+++=her
breast ^nn++++=breast
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+vrb++=were
still ^rb++++=still
the ^ati++++=the
child ^nn++++=child
in ^in++++=in
the ^ati++++=the
white ^jj+atrb+++=white
gown ^nn++++=gown.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
head ^jjb+atrb+++=head
fell ^nn+++xvbn+=fell
upon ^in++++=upon
her ^pp$+pp3+++=her
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
clearing ^jj+++xvbg+=clearing
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
shout ^vbi++++=shout.
. ^zz++++=EXTRAWORD
" ^zz++++="Au
au ^&fw++++=EXTRAWORD
secours ^nns+++??+=secours!
! ^zz++++=EXTRAWORD
Somebody ^pn++++=Somebody
come ^vb++++=come!
! ^zz++++=EXTRAWORD
Cheri ^np+++??+=Cheri
hurt ^vbd+++xvbn+=hurt!
! ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur!
! ^zz++++=EXTRAWORD
Mis ^npt++++=Mis'
' ^zz++++=EXTRAWORD
Armand ^np+++??+=Armand!
! ^zz++++=EXTRAWORD
Somebody ^pn++++=Somebody
come ^vprf+++xvbn+=come
yonda ^nn+++??+=yonda!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
traveled ^vbd+++xvbn+=traveled
across ^in+pl+++=across
the ^ati++++=the
bayou ^nn+++??+=bayou
and ^cc++++=and
broke ^vpsv++agls+xvbn+=broke
against ^in++++=against
the ^ati++++=the
distant ^jj+atrb+++=distant
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
No ^at++++=No
answer ^nn++++=answer
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
called ^vbd+++xvbnx+=called
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
louder ^jjr++++=louder.
. ^zz++++=EXTRAWORD
A ^at++++=A
flock ^nn++++=flock
of ^in++++=of
blackbirds ^nns+++??+=blackbirds
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
reeds ^nns++++=reeds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
women ^nns++++=women's
's ^vbz+bez+aux++0=EXTRAWORD
singing ^vbg+++xvbgx+=singing
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
away ^rp+pl+++=away
a ^at++++=a
wagon ^nn++++=wagon
rattled ^vwbn+++xvbn+=rattled
over ^in++++=over
hard ^jj+atrb+++=hard
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
faded ^jj+++xvbn+=faded.
. ^zz++++=EXTRAWORD
Cheri ^np+++??+=Cheri
stirred ^vbd+++xvbn+=stirred
in ^in++++=in
her ^pp$+pp3+++=her
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sleepy ^jj+pred+++=sleepy,
, ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
b ^zz++++=b
b ^zz++++=b
. ^zz++++=.
Don ^npt++++=Don'
' ^zz++++=EXTRAWORD
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
Talk ^nn++++=Talk
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
tired ^vpsv++agls+xvbnx+=tired."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Help!"
help ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
screamed ^vbd+++xvbnx+=screamed.
. ^zz++++=EXTRAWORD
" ^zz++++="Bon
bon ^&fw++++=EXTRAWORD
Dieu ^np+++??+=Dieu,
, ^zz++++=EXTRAWORD
send ^vb++++=send
somebody ^pn++++=somebody!
! ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
take ^vb++++=take
dis ^np++++=dis
chile ^np++++=chile!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
plantation ^nn+nom+++=plantation
lay ^vbd+++xvbn+=lay
before ^in++++=before
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
brilliant ^jj+atrb+++=brilliant
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
enough ^qlp++++=enough
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
distinguish ^vbi++++=distinguish
the ^ati++++=the
white ^jj+atrb+++=white
gate ^nn++++=gate
of ^in++++=of
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
between ^in++++=between
herself ^ppl+pp3+++=herself
and ^cc++++=and
help ^vb++++=help
moved ^vbd+++xvbn+=moved
the ^ati++++=the
narrow ^jj+atrb+++=narrow
brown ^jj+atrb+++=brown
water ^nn++++=water.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
carried ^vbd+++xvbnx+=carried
Cheri ^np+++??+=Cheri
to ^in++++=to
the ^ati++++=the
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bayou ^nn+++??+=bayou
was ^vbd+bedz+vrb++=was
shallow ^jj+pred+++=shallow
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
cattle ^nns++++=cattle
wade ^vb++++=wade
across ^in+pl+++=across
in ^in++++=in
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
scarcely ^rb+down+++=scarcely
reaching ^vbg+++xvbg+=reaching
their ^pp$+pp3+++=their
bellies ^nns++++=bellies.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
knowledge ^nn++++=knowledge
had ^vb+hv+vrb++=had
no ^at++++=no
power ^nn++++=power
over ^in++++=over
the ^ati++++=the
terror ^nn++++=terror
that ^tht+rel+subj++=that
seized ^vprf+++xvbn+=seized
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
heart ^nn++++=heart
beat ^vbd+++xvbn+=beat
like ^in++++=like
a ^at++++=a
muffled ^jj+atrb+++=muffled
hammer ^nn++++=hammer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
opposite ^jj+atrb+++=opposite
shore ^nn++++=shore
receded ^vbd+++xvbn+=receded,
, ^zz++++=EXTRAWORD
widened ^j+++xvbn+=widened,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
filled ^jj+++xvbn+=filled
with ^in++++=with
gun ^nn++++=gun
smoke ^nn++++=smoke
and ^cc++++=and
galloping ^vbg+++xvbg+=galloping
shadows ^nps++++=shadows.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
shouted ^vbd+vpub++xvbnx+=shouted
until ^cs+sub+++=until
her ^pp3o+pp3+++=her
throat ^nn++++=throat
burned ^vbd+++xvbn+=burned.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
figures ^nns++++=figures
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
the ^ati++++=the
cotton ^nn++++=cotton
field ^nn++++=field.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
person ^nn++++=person
stopped ^vbd+++xvbn+=stopped,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
another ^dt++++=another.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
heard ^vprf++tht0+xvbnx+=heard
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
saw ^vbd+vprv++xvbnx+=saw
men ^nns++++=men
running ^vwbg+++xvbg+=running
toward ^in++++=toward
the ^ati++++=the
water ^nn++++=water
and ^cc++++=and
women ^nns++++=women
following ^vwbg+++xvbg+=following.
. ^zz++++=EXTRAWORD
Someone ^pn++++=Someone
waved ^vbd+++xvbn+=waved.
. ^zz++++=EXTRAWORD
" ^zz++++="Bring
bring ^vb++++=EXTRAWORD
a ^at++++=a
boat ^nn++++=boat!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Cheri
cheri ^jj+++??+=EXTRAWORD
shot ^xvbn+++xvbn+=shot!
! ^zz++++=EXTRAWORD
Hurry ^np++++=Hurry,
, ^zz++++=EXTRAWORD
hurry ^np++++=hurry!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
boat ^nn++++=boat
was ^vbd+bedz+aux++=was
tied ^vpsv++agls+xvbnx+=tied
at ^rb++++=at
the ^ati++++=the
landing ^jj+++xvbg+=landing
beyond ^in++++=beyond
the ^ati++++=the
bend ^nn++++=bend.
. ^zz++++=EXTRAWORD
The ^ati++++=The
footbridge ^nn++++=footbridge
was ^vbd+bedz+vrb++=was
farther ^rbr++++=farther
still ^rb++++=still.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
understood ^vwbn+vprv++xvbn+=understood
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
reach ^nn++++=reach
her ^pp3o+pp3+++=her
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
Cheri ^np++++=Cheri's
's ^$++++=EXTRAWORD
face ^nn++++=face
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lashes ^nns++++=lashes
lay ^vbd+++xvbn+=lay
dark ^nn++++=dark
against ^in++++=against
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
down ^rp++++=down
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
bayou ^nn+++??+=bayou.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
upon ^in++++=upon
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank
saw ^vbd+vprv+tht0+xvbn+=saw
her ^pp$+pp3+++=her
move ^vb++++=move
back ^jjb++++=back
several ^ap++++=several
paces ^nns++++=paces.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
thought ^vbd+++xvbnx+=thought
she ^pp3a+pp3+++=she
meant ^vbd+vprv++xvbnx+=meant
to ^to+vcmp+++=to
wait ^vbi++++=wait.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
bent ^vbd+++xvbnx+=bent
over ^in++++=over
the ^ati++++=the
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
settled ^j+++xvbn+=settled
his ^pp$+pp3+++=his
weight ^nn++++=weight
more ^rbr++++=more
firmly ^rb++++=firmly
in ^in++++=in
her ^pp$+pp3+++=her
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ran ^vbd+++xvbn+=ran.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
feet ^nns++++=feet
struck ^vbd+++xvbn+=struck
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
A ^at++++=A
great ^jj+atrb+++=great
cry ^nn++++=cry
went ^vbd+++xvbn+=went
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
farther ^rbr++++=farther
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cold ^nn++++=cold
seized ^vbd+++xvbn+=seized
her ^pp$+pp3+++=her
ankles ^nns++++=ankles,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
her ^pp$+pp3+++=her
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
Mud ^nn++++=Mud
drew ^vbd+++xvbn+=drew
at ^rb++++=at
her ^pp3o+pp3+++=her
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
closed ^vbd+++xvbnx+=closed
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes
and ^cc++++=and
went ^vbd+++xvbn+=went
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
Cheri ^np+++??+=Cheri
high ^jj++++=high
against ^in++++=against
her ^pp$+pp3+++=her
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bayou ^nn+++??+=bayou
roared ^vbd+++xvbn+=roared
in ^in++++=in
her ^pp$+pp3+++=her
ears ^nns++++=ears
though ^cs+sub+++=though
its ^pp$+it+++=its
surface ^nn++++=surface
scarcely ^rb+down+++=scarcely
rippled ^vbd+++xvbn+=rippled.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
step ^nn++++=step
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
descend ^vbi++++=descend
into ^in++++=into
an ^at++++=an
immeasurable ^jj+atrb+++=immeasurable
depth ^nn++++=depth.
. ^zz++++=EXTRAWORD
" ^zz++++="Bon
bon ^&fw++++=EXTRAWORD
Dieu ^np+++??+=Dieu
Bon ^np+++??+=Bon
Dieu ^np+++??+=Dieu
Bon ^np+++??+=Bon
Dieu ^np+++??+=Dieu,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
repeated ^vbd+++xvbnx+=repeated.
. ^zz++++=EXTRAWORD
A ^at++++=A
root ^nn++++=root
caught ^vbd+++xvbn+=caught
her ^pp$+pp3+++=her
skirt ^nn++++=skirt.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stumbled ^vbd+++xvbnx+=stumbled,
, ^zz++++=EXTRAWORD
recovered ^j+++xvbn+=recovered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pressed ^vpsv++agls+xvbn+=pressed
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Cheri ^np+++??+=Cheri
moaned ^vbd+++xvbn+=moaned
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
sound ^jj++++=sound
pulled ^jj+++xvbn+=pulled
her ^pp3o+pp3+++=her
more ^rbr++++=more
surely ^rb++++=surely
than ^in++++=than
any ^dti++++=any
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
water ^nn++++=water
began ^vbd+++xvbn+=began
to ^to++++=to
fall ^vbi++++=fall
below ^rb++++=below
her ^pp$+pp3+++=her
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
her ^pp$+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
were ^vbd+bed+aux++=were
wading ^vbg+++xvbgx+=wading
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
them ^pp3o+pp3+++=them
stood ^vbd+++xvbn+=stood
a ^at++++=a
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
silent ^jj++++=silent
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
faces ^vbz++++=faces
fixed ^vbd+++xvbn+=fixed
upon ^in++++=upon
her ^pp$+pp3+++=her
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
from ^in++++=from
the ^ati++++=the
bayou ^nn+++??+=bayou
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
let ^vb+++xvbn+=let
no ^at++++=no
one ^cd1++++=one
take ^vb++++=take
Cheri ^np+++??+=Cheri
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
dry ^jj+atrb+++=dry
earth ^nn++++=earth
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
surrendered ^vbd+++xvbnx+=surrendered
him ^pp3o+pp3+++=him
to ^in++++=to
his ^pp$+pp3+++=his
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="De
de ^&fw++++=EXTRAWORD
gun ^nn++++=gun,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
he ^pp3a+pp3+++=he
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
mean ^jj+atrb+++=mean
" ^zz++++="
Monsieur ^npt++++=Monsieur
Armand ^np+++??+=Armand
gathered ^vbd+++xvbn+=gathered
the ^ati++++=the
boy ^nn++++=boy
and ^cc++++=and
turned ^vpsv++agls+xvbn+=turned
toward ^in++++=toward
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
for ^in+ppvb+++=for
the ^ati++++=the
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
Cheri ^np++++=Cheri's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
came ^vbd+++xvbn+=came
running ^nvbg+++xvbg+=running,
, ^zz++++=EXTRAWORD
white ^jj++++=white-faced,
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
skirts ^nns++++=skirts
lifted ^vbd+++xvbn+=lifted
from ^in++++=from
the ^ati++++=the
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
La ^&fw++++=La
Folle ^np+++??+=Folle
watched ^vbd+++xvbn+=watched
them ^pp3o+pp3+++=them
carry ^vb++++=carry
him ^pp3o+pp3+++=him
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fields ^nns++++=fields
swung ^vbd+++xvbn+=swung
slowly ^rb++++=slowly
around ^in++++=around
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
white ^jj+atrb+++=white
cotton ^np++++=cotton
reddened ^vbd+++xvbn+=reddened,
, ^zz++++=EXTRAWORD
darkened ^j+++xvbn+=darkened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fell ^vbd+++xvbnx+=fell
upon ^in++++=upon
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
bore ^vbd+++xvbnx+=bore
