You ^pp2+pp2+++=You
wood ^nn++++=wood
and ^cc++++=and
listen ^vb++++=listen.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
song ^nn++++=song
makes ^vbz++++=makes
tears ^nns++++=tears
come ^vb++++=come
into ^in+ppvb+++=into
my ^pp$+pp1+++=my
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
as ^cs+sub+++=as
if ^cs+cnd+++=if
my ^pp$+pp1+++=my
mother ^nn++++=mother
kissed ^vbd+++xvbn+=kissed
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Kitchen
kitchen ^nn++++=EXTRAWORD
child ^nn++++=child!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
lord ^npt++++=lord-in-waiting,
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
lead ^vb++++=lead
us ^pp1o+pp1+++=us
to ^in++++=to
this ^dt+dem+++=this
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
obtain ^vb++++=obtain
for ^in++++=for
you ^pp2+pp2+++=you
the ^ati++++=the
high ^jj+atrb+++=high
distinction ^nn+nom+++=distinction
of ^in++++=of
watching ^xvbg+++xvbg+=watching
the ^ati++++=the
Emperor ^nn++++=Emperor
dine ^vb++++=dine.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
stand ^vb++++=stand
behind ^in+pl+++=behind
the ^ati++++=the
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
girl ^nn++++=girl
thought ^vbd+++xvbn+=thought
that ^tht+vcmp+++=that
a ^at++++=a
very ^ql+amp+++=very
great ^np++++=great
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
led ^vbd+++xvbnx+=led
the ^ati++++=the
lord ^npt++++=lord-in-waiting,
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
music ^nn++++=music-master,
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
twelve ^cd++++=twelve
cavaliers ^nns+nom+++=cavaliers,
, ^zz++++=EXTRAWORD
six ^cd++++=six
ladies ^nns++++=ladies
with ^in++++=with
very ^ql+amp+++=very
long ^rb++++=long
sleeves ^nns++++=sleeves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
necessary ^jj+atrb+++=necessary
officials ^nns+nom+++=officials
into ^in++++=into
the ^ati++++=the
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked,
, ^zz++++=EXTRAWORD
a ^at++++=a
cow ^nn++++=cow
lowed ^vbd+++xvbn+=lowed
in ^in++++=in
a ^at++++=a
meadow ^nn++++=meadow.
. ^zz++++=EXTRAWORD
" ^zz++++="Moo-oo!"
moo ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
oo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub+tht0+xvbn+=whispered
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
strength ^nn++++=strength!
! ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
voice ^nn++++=voice
from ^in++++=from
so ^rb+emph+++=so
small ^jj++++=small
a ^at++++=a
creature ^nn++++=creature!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
cow ^nn++++=cow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
kitchen ^nn++++=kitchen
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
merely ^rb+down+splt++=merely
testing ^vbg+++xvbgx+=testing
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
farther ^rbr++++=farther.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
marsh ^nn++++=marsh
the ^ati++++=the
frogs ^nns++++=frogs
began ^vbd+++xvbn+=began
to ^to++++=to
croak ^vbi+++??+=croak.
. ^zz++++=EXTRAWORD
" ^zz++++="Croak!
croak ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Croak ^np+++??+=Croak!
! ^zz++++=EXTRAWORD
Croak ^np+++??+=Croak!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Charming!"
charming ^jj+++xvbg+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
palace ^nn++++=palace
chaplain ^npt++++=chaplain.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
resembles ^vbz++++=resembles
the ^ati++++=the
ringing ^nn++++=ringing
of ^in++++=of
little ^ap++++=little
temple ^np++++=temple
bells ^nns++++=bells
beneath ^in+pl+++=beneath
water ^nn++++=water."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+pdem+++=EXTRAWORD
are ^vb+ber+vrb++=are
frogs ^nns++++=frogs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
chaplain ^nn++++=chaplain.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear
the ^ati++++=the
bird ^nn++++=bird."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
from ^in++++=from
a ^at++++=a
shadowy ^jj+atrb+++=shadowy
branch ^nn++++=branch
above ^rb++++=above
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
a ^at++++=a
clear ^jj+atrb+++=clear,
, ^zz++++=EXTRAWORD
living ^jj+atrb++xvbg+=living
stream ^nn++++=stream
of ^in++++=of
music ^nn++++=music.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
trembled ^vbd+++xvbn+=trembled
like ^in++++=like
moonlight ^nn++++=moonlight
on ^in++++=on
water ^nn++++=water;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
now ^rn+tm+++=now
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
leaf ^nn++++=leaf
in ^in++++=in
the ^ati++++=the
wood ^npl++++=wood
stood ^vbd+++xvbn+=stood
listening ^jj+++xvbg+=listening.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
kitchen ^nn++++=kitchen
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
to ^in++++=to
a ^at++++=a
small ^jj+atrb+++=small
gray ^np++++=gray
bird ^nn++++=bird.
. ^zz++++=EXTRAWORD
" ^zz++++="That?"
that ^dt+pdem+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
lord ^npt++++=lord-in-waiting.
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
very ^ql+amp+++=very
modest ^jj+atrb+++=modest
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
No ^at++++=No
doubt ^nn++++=doubt
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
turned ^vprf+++xvbnx+=turned
pale ^nn++++=pale
at ^rb++++=at
seeing ^vbg+vprv++xvbg+=seeing
so ^ql++++=so
many ^ap++++=many
distinguished ^jj+atrb++xvbn+=distinguished
persons ^nns++++=persons."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
nightingale ^nn++++=nightingale,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^xvbn+++xvbn+=called
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
" ^zz++++="our
our ^pp$+pp1+++=EXTRAWORD
gracious ^jj+atrb+++=gracious
Emperor ^npt++++=Emperor
wishes ^nns++++=wishes
you ^pp2+pp2+++=you
to ^to++++=to
sing ^vbi++++=sing
before ^in++++=before
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
pleasure ^nn++++=pleasure,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
nightingale ^nn++++=nightingale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
glass ^nn++++=glass
bells ^nns++++=bells!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
lord ^npt++++=lord-in-waiting.
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Observe
observe ^vb+vprv+++=EXTRAWORD
the ^ati++++=the
activity ^nn+nom+++=activity
of ^in++++=of
her ^pp$+pp3+++=her
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
remarkable ^nn+pred+++=remarkable
that ^tht+ncmp+++=that
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
her ^pp$+pp3+++=her
before ^in++++=before.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
will ^md+prd+++=will
make ^vb++++=make
a ^at++++=a
great ^jj+atrb+++=great
success ^nns+nom+++=success
at ^rb++++=at
court ^nn++++=court."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Shall
shall ^md+prd+++=EXTRAWORD
I ^pp1a+pp1+++=I
sing ^vb++++=sing
once ^rb+tm+++=once
more ^rbr++++=more
for ^in++++=for
the ^ati++++=the
Emperor ^nn++++=Emperor
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
bird ^nn++++=bird,
, ^zz++++=EXTRAWORD
supposing ^vbg+vprv+tht0+xvbg+=supposing
he ^pp3a+pp3+++=he
might ^md+pos+++=might
be ^vb+be+vrb++=be
among ^in++++=among
the ^ati++++=the
jeweled ^jj+atrb++xvbn+=jeweled
gentlemen ^nns++++=gentlemen.
. ^zz++++=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
Imperial ^jj+atrb+++=Imperial
Majesty ^nn++++=Majesty
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
lord ^npt++++=lord-in-waiting.
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
Imperial ^jj+atrb+++=Imperial
Majesty ^nn++++=Majesty
never ^rb++++=never
visits ^nns++++=visits
places ^nns++++=places
without ^in++++=without
floors ^nns++++=floors.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+aux++=are
commanded ^vpsv++agls+xvbnx+=commanded
to ^to++++=to
appear ^vbi+seem+++=appear
at ^rb++++=at
the ^ati++++=the
palace ^nn++++=palace
this ^dt+dem+++=this
evening ^nn++++=evening."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
nightingale ^nn++++=nightingale
looked ^vbd+++xvbn+=looked
through ^in++++=through
the ^ati++++=the
trees ^nns++++=trees
toward ^in++++=toward
the ^ati++++=the
open ^jj+atrb+++=open
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
song ^nn++++=song
sounds ^nns++++=sounds
best ^jjt++++=best
among ^in++++=among
green ^jj+atrb+++=green
branches ^nns++++=branches,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Still,
still ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
gladly ^rb++splt++=gladly
come ^vprf+++xvbn+=come
if ^cs+cnd+++=if
it ^pp3+it+++=it
pleases ^vbz++++=pleases
the ^ati++++=the
Emperor ^nn++++=Emperor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening
the ^ati++++=the
palace ^nn++++=palace
shone ^vbd+++xvbn+=shone
with ^in++++=with
ten ^cd++++=ten
thousand ^cd++++=thousand
lamps ^nns++++=lamps.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
porcelain ^nn++++=porcelain
corridor ^nn++++=corridor
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
polished ^jj++++=polished;
; ^zz++++=EXTRAWORD
every ^at++++=every
silver ^nn++++=silver
bell ^nn++++=bell
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
to ^to+vcmp+++=to
ring ^vb++++=ring;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
courtiers ^nns+nom+++=courtiers
wore ^vbd+++xvbn+=wore
their ^pp$+pp3+++=their
finest ^jjt+atrb+++=finest
robes ^nns++++=robes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
kitchen ^nn++++=kitchen
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
stand ^vbi++++=stand
behind ^in+pl+++=behind
the ^ati++++=the
great ^jj+atrb+++=great
hall ^npl++++=hall
door ^nn++++=door,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
could ^md+pos+++=could
see ^vb+vprv+++=see
one ^cd1++++=one
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
throne ^nn++++=throne
and ^cc++++=and
the ^ati++++=the
backs ^nns++++=backs
of ^in++++=of
several ^ap++++=several
important ^jj+atrb+++=important
heads ^nns++++=heads.
. ^zz++++=EXTRAWORD
A ^at++++=A
golden ^jj+atrb+++=golden
perch ^nn++++=perch
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
placed ^vpsv++agls+xvbnx+=placed
beside ^in+pl+++=beside
the ^ati++++=the
Emperor ^nn++++=Emperor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
gray ^np++++=gray
nightingale ^nn++++=nightingale
settled ^vbd+++xvbn+=settled
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
music ^nn++++=music-master
- ^zz++++=EXTRAWORD
master ^npt++++=EXTRAWORD
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
one ^cd1++++=one
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
him ^pp3o+pp3+++=him
to ^to++++=to
do ^vbi++++=do
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
hall ^nn++++=hall
became ^vbd+++xvbn+=became
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
nightingale ^nn++++=nightingale
sang ^vbd+++xvbn+=sang.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sang ^vbd+++xvbnx+=sang
of ^in++++=of
the ^ati++++=the
deep ^jj+atrb+++=deep
wood ^nn++++=wood
where ^wrb+who+++=where
the ^ati++++=the
stars ^nns++++=stars
shone ^vbd+++xvbn+=shone
between ^in++++=between
black ^jj+atrb+++=black
branches ^nns++++=branches.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sang ^vbd+++xvbnx+=sang
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea
rolling ^vwbg+++xvbg+=rolling
gently ^rb++++=gently
beneath ^in+pl+++=beneath
the ^ati++++=the
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sang ^vbd+++xvbnx+=sang
of ^in++++=of
the ^ati++++=the
fisherman ^nn+nom+++=fisherman,
, ^zz++++=EXTRAWORD
tired ^j+++xvbn+=tired
and ^cc+phrs+++=and
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
forgot ^vbd+vprv+tht0+xvbn+=forgot
his ^pp$+pp3+++=his
weariness ^nns+nom+++=weariness
when ^wrb+who+++=when
her ^pp$+pp3+++=her
voice ^nn++++=voice
reached ^vbd+++xvbn+=reached
his ^pp$+pp3+++=his
boat ^nn++++=boat.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
although ^cs+con+++=although
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
no ^at++++=no
words ^nns++++=words
in ^in++++=in
the ^ati++++=the
song ^nn++++=song,
, ^zz++++=EXTRAWORD
each ^dt++++=each
listener ^nn+nom+++=listener
heard ^vbd+vprv+tht0+xvbn+=heard
something ^pn++++=something
different ^jj++++=different
within ^in++++=within
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
kitchen ^nn++++=kitchen
girl ^nn++++=girl
heard ^vbd+vprv++xvbn+=heard
her ^pp$+pp3+++=her
mother ^nn++++=mother
breathing ^vwbg+++xvbg+=breathing
peacefully ^rb++++=peacefully.
. ^zz++++=EXTRAWORD
A ^at++++=A
soldier ^nn++++=soldier
remembered ^vwbn+vprv++xvbn+=remembered
his ^pp$+pp3+++=his
childhood ^nn+nom+++=childhood
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
minister ^npt+nom+++=minister
remembered ^vwbn+vprv++xvbn+=remembered
a ^at++++=a
promise ^nn++++=promise
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
made ^vprf+++xvbnx+=made
and ^cc++++=and
never ^rb++++=never
kept ^vbd+++xvbn+=kept.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^npt++++=Emperor
heard ^vbd+vprv++xvbn+=heard
all ^abn++++=all
the ^ati++++=the
quiet ^jj+atrb+++=quiet
things ^nns++++=things
that ^tht+rel+++=that
imperial ^jj+atrb+++=imperial
drums ^nns++++=drums
had ^vbd+hvd+aux++=had
drowned ^vprf+++xvbnx+=drowned.
. ^zz++++=EXTRAWORD
A ^at++++=A
tear ^nn++++=tear
gathered ^vbd+++xvbn+=gathered
in ^in++++=in
his ^pp$+pp3+++=his
eye ^nn++++=eye
and ^cc++++=and
rolled ^vbd+++xvbn+=rolled
down ^rp++++=down
his ^pp$+pp3+++=his
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nightingale ^nn++++=nightingale
saw ^vbd+vprv++xvbn+=saw
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
song ^nn++++=song
grew ^vbd+++xvbn+=grew
lovelier ^jjr++++=lovelier
still ^rb++++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="Wonderful!"
wonderful ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
whole ^jj+atrb+++=whole
court ^nn++++=court
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Emperor ^nn++++=Emperor
was ^vbd+bedz+aux++=was
deeply ^rb++splt++=deeply
moved ^vpsv++agls+xvbnx+=moved.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
offered ^vbd+++xvbnx+=offered
the ^ati++++=the
bird ^nn++++=bird
his ^pp$+pp3+++=his
golden ^jj+atrb+++=golden
slipper ^nn++++=slipper
to ^to++++=to
wear ^vbi++++=wear
about ^rb++++=about
her ^pp3o+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thank ^vb++++=thank
Your ^pp$+pp2+++=Your
Majesty ^nn++++=Majesty,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
nightingale ^nn++++=nightingale,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
tears ^nns++++=tears
in ^in++++=in
the ^ati++++=the
Emperor ^np++++=Emperor's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+aux++=is
reward ^vb++++=reward
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
An ^at++++=An
emperor ^nn++++=emperor's
's ^$++++=EXTRAWORD
tears ^nns++++=tears
have ^vb+hv+vrb++=have
a ^at++++=a
special ^jj+atrb+++=special
brightness ^nns+nom+++=brightness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ladies ^nns++++=ladies
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
imitate ^nn+nom+++=imitate
her ^pp$+pp3+++=her
by ^in++++=by
holding ^xvbg+++xvbg+=holding
water ^nn++++=water
in ^in++++=in
their ^pp$+pp3+++=their
mouths ^nns++++=mouths
and ^cc++++=and
making ^vbg+++xvbg+=making
little ^ap++++=little
bubbling ^jj+atrb++xvbg+=bubbling
noises ^nns++++=noises.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
thought ^vbd+++xvbnx+=thought
this ^dt+dem+++=this
made ^vwbn+++xvbn+=made
them ^pp3o+pp3+++=them
nightingales ^nns+nom+++=nightingales
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nobody ^pn++++=nobody
wept ^vbd+++xvbn+=wept.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nightingale ^nn++++=nightingale
remained ^vbd+++xvbn+=remained
at ^rb++++=at
court ^nn++++=court.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
cage ^nn++++=cage
of ^in++++=of
gold ^nn++++=gold
and ^cc++++=and
permission ^nn++++=permission
to ^to+ncmp+++=to
fly ^vbi++++=fly
out ^rp+pl+++=out
twice ^rb++++=twice
by ^in++++=by
day ^nn++++=day
and ^cc++++=and
once ^rb+tm+++=once
by ^in++++=by
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Twelve ^cd++++=Twelve
servants ^nns+nom+++=servants
attended ^vbd+++xvbn+=attended
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
each ^dt++++=each
holding ^jj+++xvbg+=holding
a ^at++++=a
silk ^nn++++=silk
ribbon ^nn++++=ribbon
tied ^vbd+++xvbn+=tied
about ^in++++=about
one ^pn++++=one
of ^in++++=of
her ^pp$+pp3+++=her
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
only ^rb+down+++=only
two ^cd++++=two
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
ribbons ^nns++++=ribbons
were ^vbd+bed+aux++=were
attached ^vpsv++agls+xvbnx+=attached
wherever ^nn+nom+++=wherever
the ^ati++++=the
Master ^nn++++=Master
of ^in++++=of
Birdly ^np+++??+=Birdly
Arrangements ^nns+nom+++=Arrangements
considered ^vwbn+vprv++xvbn+=considered
proper ^jj++++=proper.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
