# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I.
displayed ^j+++xvbn+=displayed
itself ^ppl++++=itself
upon ^in++++=upon
the ^ati++++=the
site ^nn++++=site
of ^in++++=of
a ^at++++=a
battery ^nn+nom+++=battery
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time,
, ^zz++++=EXTRAWORD
like ^in++++=like
an ^at++++=an
incompetent ^jj+atrb+++=incompetent
quartermaster ^nn+nom+++=quartermaster,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
distributed ^vprf+++xvbnx+=distributed
the ^ati++++=the
landscape ^nn++++=landscape
without ^in++++=without
regard ^nn++++=regard
to ^in++++=to
former ^ap++++=former
arrangements ^nns+nom+++=arrangements.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
the ^ati++++=the
farmhouse ^nn++++=farmhouse
Wren ^nn++++=Wren
encountered ^vwbn+++xvbn+=encountered
a ^at++++=a
gentleman ^nn+nom+++=gentleman
driving ^vwbg+++xvbg+=driving
a ^at++++=a
light ^nn++++=light
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
person ^nn++++=person,
, ^zz++++=EXTRAWORD
a ^at++++=a
physician ^nn++++=physician
by ^in++++=by
profession ^nn++++=profession
as ^in++++=as
proclaimed ^nn++++=proclaimed
by ^in++++=by
the ^ati++++=the
black ^jj+atrb+++=black
leather ^nn++++=leather
case ^nn++++=case
at ^in++++=at
his ^pp$+pp3+++=his
feet ^nns++++=feet
and ^cc++++=and
by ^in++++=by
that ^dt+dem+++=that
look ^nn++++=look
of ^in++++=of
temperate ^jj+atrb+++=temperate
fatigue ^nn++++=fatigue
which ^whp+rel+obj++=which
long ^jj+atrb+++=long
attendance ^nn+nom+++=attendance
upon ^in++++=upon
human ^jj+atrb+++=human
frailty ^nn++++=frailty
communicates ^nns+nom+++=communicates
checked ^jj+++xvbn+=checked
his ^pp$+pp3+++=his
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
appear ^vb+seem+++=appear
ill ^jj++++=ill,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
assist ^vb++++=assist
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
require ^vb+vsua+++=require
information ^nn+nom+++=information,
, ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
troops ^nns++++=troops
passed ^vbd+++xvbn+=passed
north ^np+pl+++=north
during ^in++++=during
the ^ati++++=the
night ^nn++++=night?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician
looked ^vbd+++xvbn+=looked
along ^in++++=along
the ^ati++++=the
vacant ^nn++++=vacant
road ^npl++++=road.
. ^zz++++=EXTRAWORD
" ^zz++++="Troops?"
troops ^nns++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
heavy ^jj+atrb+++=heavy
column ^nn++++=column
infantry ^nn++++=infantry,
, ^zz++++=EXTRAWORD
artillery ^nn+nom+++=artillery
and ^cc++++=and
cavalry ^nn++++=cavalry.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
in ^in++++=in
retreat ^nn++++=retreat,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear.
. ^zz++++=EXTRAWORD
Has ^vbz+hvz+aux++=Has
Rosecrans ^nns+nom++??+=Rosecrans
been ^vprf+ben+aux+xvbn+=been
driven ^vpsv++agls+xvbnx+=driven
from ^in++++=from
his ^pp$+pp3+++=his
position ^nn+nom+++=position?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
expression ^nn++++=expression
became ^vbd+++xvbn+=became
professionally ^rb++++=professionally
vacant ^jj++++=vacant.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me
your ^pp$+pp2+++=your
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Lieutenant
lieutenant ^npt+nom+++=EXTRAWORD
Adrian ^np++++=Adrian
Wren ^np++++=Wren,
, ^zz++++=EXTRAWORD
Ninth ^od++++=Ninth
Ohio ^np+++??+=Ohio
Infantry ^nn++++=Infantry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
not ^xnot++not++=not
in ^in++++=in
uniform ^nn++++=uniform,
, ^zz++++=EXTRAWORD
Lieutenant ^npt+nom+++=Lieutenant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
Wren ^nn++++=Wren
inspected ^vwbn+++xvbn+=inspected
his ^pp$+pp3+++=his
clothing ^nn++++=clothing.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
a ^at++++=a
dark ^jj+atrb+++=dark
civilian ^jj+atrb+++=civilian
coat ^nn++++=coat
of ^in++++=of
an ^at++++=an
unfashionable ^jj+atrb+++=unfashionable
cut ^nn+++xvbn+=cut,
, ^zz++++=EXTRAWORD
trousers ^nns+nom+++=trousers
stained ^vbd+++xvbn+=stained
at ^rb++++=at
the ^ati++++=the
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
heavy ^jj+atrb+++=heavy
shoes ^nns++++=shoes
badly ^rb++++=badly
cracked ^jj+++xvbn+=cracked.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
sword ^nn++++=sword
at ^in++++=at
his ^pp$+pp3+++=his
side ^nn++++=side,
, ^zz++++=EXTRAWORD
no ^at++++=no
belt ^nn++++=belt
at ^in++++=at
his ^pp$+pp3+++=his
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
stripped ^vpsv++agls+xvbnx+=stripped
while ^cs+sub+++=while
unconscious ^jj++++=unconscious,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Possibly
possibly ^rb++++=EXTRAWORD
taken ^vbd+++xvbn+=taken
to ^to+vcmp+++=to
a ^at++++=a
field ^nn++++=field
hospital ^nn+nom+++=hospital
and ^cc++++=and
discharged ^vbd+++xvbn+=discharged
before ^in++++=before
my ^pp$+pp1+++=my
recovery ^nn+nom+++=recovery.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
negligence ^nn+nom+++=negligence
is ^vbz+bez+vrb++=is
criminal ^jj+pred+++=criminal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
descended ^vbd+++xvbn+=descended
from ^in++++=from
the ^ati++++=the
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
unconscious ^jj+pred+++=unconscious.
. ^zz++++=EXTRAWORD
From ^in++++=From
what ^wdt+who+++=what
cause ^nn++++=cause?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
ball ^nn++++=ball
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me
during ^in++++=during
the ^ati++++=the
engagement ^nn+nom+++=engagement
in ^in++++=in
the ^ati++++=the
cedars ^nns+++??+=cedars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Last
last ^rb++++=EXTRAWORD
night ^nn++++=night?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yesterday
yesterday ^nr+tm+++=EXTRAWORD
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
date ^nn++++=date
is ^vbz+bez+vrb++=is
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician
did ^vbd+dod+aux++=did
not ^xnot++not++=not
answer ^vb++++=answer
immediately ^rb+tm+++=immediately.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
Wren ^nn++++=Wren
by ^in++++=by
the ^ati++++=the
wrist ^nn++++=wrist
and ^cc++++=and
counted ^vbd+++xvbn+=counted
the ^ati++++=the
pulse ^nn++++=pulse.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
drew ^vbd+++xvbn+=drew
down ^in++++=down
one ^cd1++++=one
eyelid ^nn+++??+=eyelid,
, ^zz++++=EXTRAWORD
contemplated ^xvbn+++xvbn+=contemplated
the ^ati++++=the
exposed ^jj+atrb++xvbn+=exposed
surface ^nn++++=surface,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passed ^vbd+++xvbn+=passed
a ^at++++=a
hand ^nn++++=hand
over ^in++++=over
the ^ati++++=the
patient ^nn++++=patient's
's ^$++++=EXTRAWORD
skull ^nn++++=skull
with ^in++++=with
a ^at++++=a
freedom ^nn+nom+++=freedom
which ^whp+rel+subj++=which
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
resented ^vpsv++agls+xvbnx+=resented
under ^in++++=under
less ^rbr++++=less
urgent ^jj+atrb+++=urgent
circumstances ^nns+nom+++=circumstances.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
recent ^jj+atrb+++=recent
wound ^nn+++xvbn+=wound,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
ball ^nn++++=ball
may ^md+pos+++=may
have ^vb+hv+aux++=have
glanced ^vprf+++xvbnx+=glanced."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
your ^pp$+pp2+++=your
regiment ^nn+nom+++=regiment?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
Ninth ^od++++=Ninth
Ohio ^np+++??+=Ohio."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
repeated ^vbd+++xvbn+=repeated
the ^ati++++=the
words ^nns++++=words
with ^in++++=with
the ^ati++++=the
careful ^jj+atrb+++=careful
gentleness ^nns+nom+++=gentleness
employed ^vbd+++xvbn+=employed
toward ^in++++=toward
children ^nns++++=children
and ^cc++++=and
dangerous ^jj+atrb+++=dangerous
lunatics ^nns++++=lunatics.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
engagement ^nn+nom+++=engagement
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
believe ^vb+vprv+++=believe
occurred ^vbd+++xvbn+=occurred
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
battle ^nn++++=battle
of ^in++++=of
Stone ^np++++=Stone's
's ^$++++=EXTRAWORD
River ^nn++++=River,
, ^zz++++=EXTRAWORD
naturally ^rb++++=naturally."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah."
ah ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
monosyllable ^jj++++=monosyllable
contained ^jj+++xvbn+=contained
a ^at++++=a
diagnosis ^nn++++=diagnosis.
. ^zz++++=EXTRAWORD
Wren ^nn++++=Wren
withdrew ^vbd+++xvbn+=withdrew
his ^pp$+pp3+++=his
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
" ^zz++++="Doctor,
doctor ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
answered ^vprf+++xvbnx+=answered
your ^pp$+pp2+++=your
questions ^nns+nom+++=questions.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
now ^rn+tm+++=now
answer ^nn++++=answer
mine ^pp$$++++=mine.
. ^zz++++=EXTRAWORD
Has ^vbz+hvz+vrb++=Has
General ^jj+atrb+++=General
Rosecrans ^nns+nom++??+=Rosecrans
been ^vprf+ben+aux+xvbn+=been
defeated ^vpsv++agls+xvbnx+=defeated?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="General
general ^jj+atrb+++=EXTRAWORD
Rosecrans ^nns+nom++??+=Rosecrans
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
commanded ^vprf+++xvbn+=commanded
an ^at++++=an
army ^nn++++=army
for ^in++++=for
a ^at++++=a
considerable ^jj+atrb+++=considerable
period ^nn++++=period."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dead?"
dead ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
precisely ^rb++++=precisely
the ^ati++++=the
word ^nn++++=word
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
selected ^vprf+++xvbnx+=selected."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lieutenant ^nn+nom+++=lieutenant's
's ^$++++=EXTRAWORD
patience ^nn+nom+++=patience,
, ^zz++++=EXTRAWORD
weakened ^xvbn+++xvbn+=weakened
by ^in++++=by
hunger ^nn++++=hunger,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
down ^rp++++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="Sir,
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
wit ^nn++++=wit
is ^vbz+bez+vrb++=is
ill ^jj+pred+++=ill-timed.
- ^zz++++=EXTRAWORD
timed ^vbd+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
a ^at++++=a
Federal ^jj+atrb+++=Federal
column ^nn++++=column
passing ^vwbg+++xvbg+=passing
northward ^jjb++++=northward
thousands ^cds++++=thousands
of ^in++++=of
men ^nns++++=men
within ^in++++=within
the ^ati++++=the
last ^ap++++=last
six ^cd++++=six
hours ^nns++++=hours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
sharpened ^vbd+++xvbn+=sharpened
with ^in++++=with
genuine ^jj+atrb+++=genuine
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
" ^zz++++="Seen
seen ^vprf+++xvbn+=EXTRAWORD
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Distinctly."
distinctly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Heard
heard ^vbd+vprv++xvbn+=EXTRAWORD
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wren ^nn++++=Wren
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
heard ^vbd+vprv+tht0+xvbnx+=heard
nothing ^pn++++=nothing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
drums ^nns++++=drums?
? ^zz++++=EXTRAWORD
No ^at++++=No
wheels ^nns++++=wheels?
? ^zz++++=EXTRAWORD
No ^at++++=No
hoofs ^nns++++=hoofs?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing."
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
took ^vbd+++xvbnx+=took
no ^at++++=no
notice ^nn++++=notice
of ^in++++=of
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="None."
none ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
considered ^vwbn+vprv++xvbn+=considered
this ^dt+dem+++=this
account ^nn++++=account
with ^in++++=with
less ^rbr++++=less
astonishment ^nn+nom+++=astonishment
than ^in++++=than
was ^vbd+bedz+vrb++=was
agreeable ^jj+pred+++=agreeable.
. ^zz++++=EXTRAWORD
Physicians ^nns++++=Physicians,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
made ^vprf+++xvbn+=made
a ^at++++=a
profession ^nn++++=profession
of ^in++++=of
incredible ^jj+atrb+++=incredible
statements ^nns+nom+++=statements,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
seldom ^rb++++=seldom
courteous ^jj+pred+++=courteous
enough ^qlp++++=enough
to ^to++++=to
be ^vbi+vbi+aux++=be
surprised ^vpsv++by+xvbnx+=surprised
by ^in++++=by
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
friend ^nn++++=friend,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
exhausted ^vpsv++agls+xvbnx+=exhausted
and ^cc++++=and
mentally ^rb++++=mentally
confused ^jj+++xvbn+=confused.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
with ^in++++=with
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
food ^nn++++=food
at ^in++++=at
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
can ^md+pos+++=can
arrange ^vb++++=arrange
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
your ^pp$+pp2+++=your
friend ^nn++++=friend."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
as ^ql++++=as
my ^pp$+pp1+++=my
patient ^nn++++=patient."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
not ^xnot++not++=not
your ^pp$+pp2+++=your
patient ^nn++++=patient."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
remains ^vbz++++=remains
to ^to++++=to
be ^vbi+vbi+aux++=be
established ^vpsv++agls+xvbnx+=established."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Wren ^nn++++=Wren
stepped ^vbd+++xvbn+=stepped
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
for ^in+ppvb+++=for
military ^jj+atrb+++=military
intelligence ^nn+nom+++=intelligence
and ^cc++++=and
received ^vbd+++xvbn+=received
an ^at++++=an
examination ^nn+nom+++=examination.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
north ^nr+pl+++=north,
, ^zz++++=EXTRAWORD
preserving ^vbg+++xvbg+=preserving
as ^ql++++=as
much ^ap++++=much
dignity ^nn+nom+++=dignity
as ^in++++=as
a ^at++++=a
man ^nn++++=man
may ^md+pos+++=may
whose ^whp+who+++=whose
knees ^nns++++=knees
tremble ^vb++++=tremble
and ^cc++++=and
whose ^whp+rel+obj++=whose
coat ^nn++++=coat
is ^vbz+bez+vrb++=is
too ^ql++++=too
large ^jj++++=large
across ^in+pl+++=across
the ^ati++++=the
chest ^nn++++=chest.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
him ^pp3o+pp3+++=him
the ^ati++++=the
physician ^nn++++=physician
called ^vbd+++xvbn+=called
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Wren ^nn++++=Wren
did ^vbd+dod+aux++=did
not ^xnot++not++=not
turn ^vb++++=turn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carriage ^nn+nom+++=carriage
presently ^rb+tm+++=presently
rolled ^vbd+++xvbn+=rolled
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
producing ^vbg+++xvbg+=producing
upon ^in++++=upon
the ^ati++++=the
road ^nn++++=road
a ^at++++=a
cheerful ^jj++++=cheerful
and ^cc++++=and
perfectly ^rb+amp+++=perfectly
audible ^jj++++=audible
rattling ^jj++++=rattling.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
ordinary ^jj+atrb+++=ordinary
sound ^nn++++=sound
troubled ^vbd+++xvbn+=troubled
him ^pp3o+pp3+++=him
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
silence ^nn+nom+++=silence
of ^in++++=of
the ^ati++++=the
army ^nn++++=army.
. ^zz++++=EXTRAWORD
# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Iii ^np+++??+=III.
. ^zz++++=EXTRAWORD
An ^at++++=AN
Old ^jj+atrb+++=OLD
Soldier ^nn++++=SOLDIER
Is ^vbz+bez+aux++=IS
Advised ^vpsv++agls+xvbnx+=ADVISED
Not ^xnot++not++=NOT
To ^to++++=TO
Look ^vbi++++=LOOK
Into ^in+ppvb+++=INTO
Still ^rb+atrb+++=STILL
Water ^nn++++=WATER
By ^in++++=By
noon ^nn++++=noon
the ^ati++++=the
sky ^nn++++=sky
had ^vbd+hvd+aux++=had
darkened ^vprf+++xvbnx+=darkened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fine ^jj+atrb+++=fine
rain ^nn++++=rain
began ^vbd+++xvbn+=began
to ^to++++=to
fall ^vbi++++=fall.
. ^zz++++=EXTRAWORD
Wren ^np++++=Wren's
's ^$++++=EXTRAWORD
strength ^nn++++=strength
declined ^vbd+++xvbn+=declined
rapidly ^rb++++=rapidly.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
breath ^nn++++=breath
came ^vbd+++xvbn+=came
short ^jj++++=short;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
heart ^nn++++=heart
beat ^vbd+++xvbn+=beat
with ^in++++=with
an ^at++++=an
irregular ^nn++++=irregular,
, ^zz++++=EXTRAWORD
fluttering ^vbg+++xvbg+=fluttering
motion ^nn++++=motion;
; ^zz++++=EXTRAWORD
the ^ati++++=the
road ^npl++++=road
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
rise ^vbi++++=rise
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
like ^in++++=like
the ^ati++++=the
glacis ^nns+++??+=glacis
of ^in++++=of
a ^at++++=a
fortification ^nn+nom+++=fortification.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
again ^rb+tm+++=again
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hand ^nn++++=hand
which ^whp+rel+subj++=which
returned ^vbd+++xvbn+=returned
before ^cs+sub+++=before
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
merely ^rb+down+++=merely
dirty ^jj++++=dirty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
veins ^nns++++=veins
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
it ^pp3+it+++=it
in ^in++++=in
blue ^jj+atrb+++=blue
cords ^nns++++=cords;
; ^zz++++=EXTRAWORD
the ^ati++++=the
joints ^nns++++=joints
were ^vbd+bed+aux++=were
enlarged ^vpsv++agls+xvbnx+=enlarged;
; ^zz++++=EXTRAWORD
the ^ati++++=the
nails ^nns++++=nails
were ^vbd+bed+vrb++=were
ridged ^jj+pred+++=ridged
and ^cc++++=and
yellow ^nn++++=yellow.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
it ^pp3+it+++=it
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
examining ^vbg+++xvbg+=examining
palm ^np++++=palm
and ^cc++++=and
back ^jjb++++=back
with ^in++++=with
the ^ati++++=the
attention ^nn+nom+++=attention
of ^in++++=of
a ^at++++=a
surveyor ^nn++++=surveyor
verifying ^vwbg+++xvbg+=verifying
an ^at++++=an
impossible ^jj+atrb+++=impossible
boundary ^nn+nom+++=boundary.
. ^zz++++=EXTRAWORD
Months ^nns++++=Months,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
lain ^vprf+++xvbn+=lain
for ^in++++=for
months ^nns++++=months
in ^in++++=in
hospital ^nn+nom+++=hospital.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
explanation ^nn+nom+++=explanation
was ^vbd+bedz+vrb++=was
absurd ^jj+pred+++=absurd,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
