# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
How ^wrb+who+++=HOW
repair ^vbi++++=repair
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
do ^vbi++++=do
after ^in++++=after
vespers ^nns+nom+++=vespers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her
country ^nn++++=country,
, ^zz++++=EXTRAWORD
detested ^j+++xvbn+=detested
France ^np++++=France,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
accepted ^vbd+vprv++xvbn+=accepted
the ^ati++++=the
enterprise ^nn++++=enterprise
as ^in++++=as
other ^ap++++=other
women ^nns++++=women
accept ^vb+vprv+++=accept
a ^at++++=a
military ^jj+atrb+++=military
command ^nn++++=command.
. ^zz++++=EXTRAWORD
At ^in++++=At
night ^nn++++=night
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
lodging ^nn++++=lodging
by ^in++++=by
a ^at++++=a
stair ^nn++++=stair
used ^vwbn+++xvbn+=used
for ^in++++=for
carrying ^xvbg+++xvbg+=carrying
charcoal ^nn+nom+++=charcoal,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
nothing ^pn++++=nothing
so ^rb+emph+++=so
combustible ^jj++++=combustible
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
ascended ^vprf+++xvbnx+=ascended
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
marchioness ^nns+nom+++=marchioness
began ^vwbn+++xvbn+=began
by ^in++++=by
declaring ^nn+vpub++xvbg+=declaring
that ^tht+ncmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
conquer ^vb++++=conquer
for ^in++++=for
Spain ^np++++=Spain.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
embraced ^vbd+++xvbnx+=embraced
his ^pp$+pp3+++=his
majesty ^nn++++=majesty
as ^in++++=as
a ^at++++=a
grenadier ^nn+nom+++=grenadier
storms ^nns++++=storms
a ^at++++=a
breach ^nn++++=breach.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
invoked ^vbd+++xvbnx+=invoked
Saint ^nn++++=Saint
James ^np++++=James,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Virgin ^nn++++=Virgin,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
ancestors ^nns++++=ancestors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
martyrs ^nns++++=martyrs,
, ^zz++++=EXTRAWORD
mingling ^vbg+nom++xvbg+=mingling
kisses ^nns++++=kisses
with ^in++++=with
oaths ^nns++++=oaths,
, ^zz++++=EXTRAWORD
prayers ^nns+nom+++=prayers
with ^in++++=with
assaults ^nns++++=assaults,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
patriotic ^jj+atrb+++=patriotic
cries ^nns++++=cries
with ^in++++=with
such ^abl++++=such
energetic ^jj+atrb+++=energetic
manoeuvres ^nns++++=manoeuvres
that ^tht+rel+obj++=that
the ^ati++++=the
bed ^nn++++=bed
shook ^vbd+++xvbn+=shook
like ^in++++=like
a ^at++++=a
galley ^nn++++=galley
in ^in++++=in
a ^at++++=a
tempest ^nn++++=tempest.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
coward ^nn++++=coward
in ^cs+sub+++=in
that ^cs"++++=that
field ^nn++++=field,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
himself ^ppl+pp3+++=himself
kneaded ^vbd+++xvbn+=kneaded,
, ^zz++++=EXTRAWORD
overturned ^j+++xvbn+=overturned,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed,
, ^zz++++=EXTRAWORD
blessed ^j+++xvbn+=blessed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nearly ^rb+down+++=nearly
strangled ^vpsv++by+xvbn+=strangled
by ^in++++=by
the ^ati++++=the
chain ^nn++++=chain
of ^in++++=of
a ^at++++=a
reliquary ^nn+nom+++=reliquary
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
about ^rb++++=about
her ^pp3o+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
At ^rb++++=At
dawn ^nn++++=dawn
she ^pp3a+pp3+++=she
departed ^vbd+++xvbnx+=departed
triumphant ^jj++++=triumphant,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
behind ^rb+phrv+++=behind
a ^at++++=a
torn ^jj+atrb++xvbn+=torn
curtain ^nn++++=curtain,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hairpins ^nns++++=hairpins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sovereign ^nn++++=sovereign
bruised ^vbd+++xvbn+=bruised
in ^in++++=in
several ^ap++++=several
places ^nns++++=places
essential ^jj++++=essential
to ^to+jcmp+++=to
government ^nn+nom+++=government.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sire ^nn++++=sire?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
captain ^nn++++=captain.
. ^zz++++=EXTRAWORD
Francis ^np++++=Francis
rubbed ^vbd+++xvbn+=rubbed
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
noble ^jj+atrb+++=noble
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Spain ^np++++=Spain
may ^md+pos+++=may
be ^vb+be+vrb++=be
proud ^jj+pred+++=proud
of ^in++++=of
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
your ^pp$+pp2+++=your
love ^nn++++=love
resembles ^vbz++++=resembles
your ^pp$+pp2+++=your
Inquisition ^nn+nom+++=Inquisition.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
asks ^vbz++++=asks
too ^rb++++=too
many ^ap++++=many
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
employs ^vbz++++=employs
too ^ql++++=too
much ^ap++++=much
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaves ^nns++++=leaves
the ^ati++++=the
patient ^nn++++=patient
grateful ^jj++++=grateful
merely ^rb+down+++=merely
to ^to++++=to
be ^vbi++vrb++=be
alive ^jj+pred+++=alive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
protested ^vbd+vpub++xvbn+=protested
that ^tht+vcmp+++=that
one ^cd1++++=one
swallow ^vb++++=swallow
made ^vprf+++xvbn+=made
no ^at++++=no
summer ^nn++++=summer
and ^cc++++=and
one ^cd1++++=one
marchioness ^nns+nom+++=marchioness
no ^at++++=no
nation ^nn++++=nation.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
the ^ati++++=the
wager ^nn++++=wager
allowed ^vwbn+++xvbn+=allowed
him ^pp3o+pp3+++=him
two ^cd++++=two
trials ^nns++++=trials,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
begged ^vbd+++xvbnx+=begged
three ^cd++++=three
days ^nns++++=days
to ^to++++=to
prepare ^vbi++++=prepare
the ^ati++++=the
second ^od++++=second.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^npt++++=king
consented ^vbd+++xvbn+=consented,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
he ^pp3a+pp3+++=he
advised ^vbd+vpub++xvbnx+=advised
him ^pp3o+pp3+++=him
to ^to++++=to
send ^vbi++++=send,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
next ^ap++++=next
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
artillery ^nn+nom+++=artillery
and ^cc++++=and
more ^rbr++++=more
music ^nn++++=music.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
Don ^np++++=Don
Hernando ^np+++??+=Hernando
returned ^vbd+++xvbn+=returned
to ^in++++=to
his ^pp$+pp3+++=his
lodging ^nn++++=lodging,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
dwelt ^vbd+++xvbn+=dwelt
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
a ^at++++=a
Isabel ^np+++??+=Isabel,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
as ^ql++++=as
poor ^jj++++=poor
as ^ql++++=as
he ^pp3a+pp3+++=he
and ^cc++++=and
much ^ap++++=much
better ^jjr++++=better
furnished ^jj+++xvbn+=furnished.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
skin ^nn++++=skin
white ^jj++++=white
as ^ql++++=as
milk ^nn++++=milk
seen ^vwbn+vprv++xvbn+=seen
by ^in++++=by
moonlight ^nn++++=moonlight;
; ^zz++++=EXTRAWORD
hair ^nn++++=hair
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
brown ^jj++++=brown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
glossy ^jj++++=glossy,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
reached ^vprf+++xvbn+=reached
below ^rb++++=below
her ^pp$+pp3+++=her
hips ^nns++++=hips;
; ^zz++++=EXTRAWORD
hands ^nns++++=hands
soft ^jj++++=soft
as ^in++++=as
velvet ^nn++++=velvet
gloves ^nns++++=gloves
warmed ^vwbn+++xvbn+=warmed
at ^rb++++=at
a ^at++++=a
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
a ^at++++=a
waist ^nn++++=waist
that ^tht+rel+subj++=that
yielded ^vprf+++xvbn+=yielded
without ^in++++=without
appearing ^xvbg+seem++xvbg+=appearing
weak ^jj++++=weak;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
agreeable ^jj+atrb+++=agreeable
plumpness ^nns+nom+++=plumpness
which ^whp+rel+obj++=which
promises ^nns++++=promises
comfort ^nn++++=comfort
without ^in++++=without
threatening ^jj+atrb+++=threatening
suffocation ^nn+nom+++=suffocation.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
mouth ^nn++++=mouth
laughed ^vbd+++xvbn+=laughed
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
dark ^jj+pred+++=dark
and ^cc+phrs+++=and
moist ^jj++++=moist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
nose ^nn++++=nose
concerning ^in++++=concerning
which ^whp+rel+pied++=which
poets ^nns++++=poets
too ^rb++++=too
often ^rb++++=often
remain ^vb++++=remain
silent ^jj++++=silent
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither
Roman ^jj++++=Roman
enough ^qlp++++=enough
to ^to++++=to
conquer ^vbi++++=conquer
the ^ati++++=the
world ^nn++++=world
nor ^cc++neg++=nor
small ^jj++++=small
enough ^qlp++++=enough
to ^to++++=to
lose ^vbi++++=lose
itself ^ppl++++=itself
upon ^in++++=upon
her ^pp$+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
a ^at++++=a
Isabel ^np+++??+=Isabel
listened ^vbd+++xvbn+=listened
while ^cs+sub+++=while
her ^pp3o+pp3+++=her
husband ^nn++++=husband
described ^vbd+++xvbn+=described
the ^ati++++=the
wager ^nn++++=wager.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
faint ^jj++++=faint,
, ^zz++++=EXTRAWORD
scratch ^nn++++=scratch
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
summon ^vb++++=summon
her ^pp$+pp3+++=her
confessor ^nn++++=confessor,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perform ^vb++++=perform
any ^dti++++=any
of ^in++++=of
those ^dt+dem+++=those
ceremonies ^nns++++=ceremonies
by ^in++++=by
which ^whp+rel+pied++=which
badly ^rb++++=badly
instructed ^vbd+++xvbn+=instructed
wives ^nns++++=wives
prolong ^vb++++=prolong
a ^at++++=a
simple ^jj+atrb+++=simple
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
wagered ^vprf+++xvbnx+=wagered
me ^pp1o+pp1+++=me
without ^in++++=without
naming ^xvbg+++xvbg+=naming
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
wagered ^vprf+++xvbnx+=wagered
only ^rb+down+++=only
my ^pp$+pp1+++=my
head ^nn++++=head."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Which
which ^whp+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
mine ^nn++++=mine
by ^in++++=by
marriage ^nn+nom+++=marriage
and ^cc++++=and
of ^in++++=of
little ^jj+atrb+++=little
market ^nn++++=market
value ^nn++++=value.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Ville ^np+++??+=Ville-aux-Dames
- ^zz++++=EXTRAWORD
aux ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
dames ^nns++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
fertile ^jj++++=fertile?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
vineyards ^nns++++=vineyards."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
a ^at++++=a
ch ^nn++++=ch
teau ^nn+++??+=teau?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
four ^cd++++=four
towers ^nns++++=towers."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
the ^ati++++=the
roofs ^nns++++=roofs
sound ^nn++++=sound?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fourth ^od++++=fourth
might ^md+pos+++=might
be ^vb+be+aux++=be
repaired ^vpsv++agls+xvbnx+=repaired
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
become ^vb++++=become
rich ^jj++++=rich."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
considered ^vbd+vprv+tht0+xvbnx+=considered
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
arranging ^jj+++xvbg+=arranging
her ^pp3o+pp3+++=her
hair ^nn++++=hair
before ^in++++=before
a ^at++++=a
cracked ^jj+atrb++xvbn+=cracked
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
go ^vb++++=go,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
go ^vb++++=go
as ^in++++=as
merchandise ^nn++++=merchandise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Never,
never ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
heart ^nn++++=heart."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nor
nor ^cc++neg++=EXTRAWORD
as ^in++++=as
a ^at++++=a
camp ^nn++++=camp-follower."
- ^zz++++=EXTRAWORD
follower ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
forbid ^vb+vsua+++=forbid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
go ^vb++++=go
as ^in++++=as
the ^ati++++=the
champion ^nn++++=champion
of ^in++++=of
Spain ^np++++=Spain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
sit ^vb++++=sit
in ^in++++=in
your ^pp$+pp2+++=your
four ^cd++++=four-towered
- ^zz++++=EXTRAWORD
towered ^vbd+++xvbn+=EXTRAWORD
ch ^nn++++=ch
teau ^nn+++??+=teau,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
wife ^nn++++=wife
won ^vbd+++xvbn+=won
the ^ati++++=the
chair ^nn++++=chair
beneath ^rb++++=beneath
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Don ^npt++++=Don
Hernando ^np+++??+=Hernando
swore ^vbd+vpub++xvbn+=swore
upon ^in++++=upon
his ^pp$+pp3+++=his
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
honour ^nn++++=honour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bones ^nns++++=bones
of ^in++++=of
the ^ati++++=the
Cid ^np++++=Cid,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
convenient ^jj+pred+++=convenient,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
none ^pn++++=none
of ^in++++=of
these ^dt+dem+++=these
objects ^nns++++=objects
could ^md+pos+++=could
contradict ^vb++++=contradict
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening
Do ^vb+do+vrb++=Do
a ^at++++=a
Isabel ^np+++??+=Isabel
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
to ^in++++=to
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
not ^xnot++not++=not
in ^in++++=in
jewels ^nns++++=jewels
for ^in++++=for
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
none ^pn++++=none
but ^cc++++=but
in ^in++++=in
a ^at++++=a
gown ^nn++++=gown
of ^in++++=of
black ^jj+atrb+++=black
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
modest ^jj++++=modest
at ^in++++=at
the ^ati++++=the
throat ^nn++++=throat
and ^cc++++=and
treasonable ^jj++++=treasonable
everywhere ^rb++++=everywhere
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
made ^vbd+++xvbnx+=made
no ^at++++=no
patriotic ^jj+atrb+++=patriotic
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
invoked ^xvbn+++xvbn+=invoked
no ^at++++=no
saints ^nns++++=saints,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
attempted ^vbd+++xvbn+=attempted
no ^at++++=no
conquest ^nn++++=conquest.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
merely ^rb+down+++=merely
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Francis ^np++++=Francis
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
discovered ^vprf+++xvbnx+=discovered,
, ^zz++++=EXTRAWORD
to ^in++++=to
her ^pp$+pp3+++=her
pleased ^vbd+++xvbn+=pleased
surprise ^nn++++=surprise,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
kings ^nns++++=kings
were ^vbd+bed+vrb++=were
men ^nns++++=men.
. ^zz++++=EXTRAWORD
" ^zz++++="Sire,"
sire ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
told ^vpsv++tht0+xvbnx+=told
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
ill ^jj+pred+++=ill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Madam,
madam ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
improve ^vb++++=improve
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
your ^pp$+pp2+++=your
medicine ^nn++++=medicine
must ^md+nec+++=must
not ^xnot++not++=not
be ^vb+be+vrb++=be
violent ^jj+pred+++=violent."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
and ^cc++++=and
spoke ^vbd+++xvbn+=spoke
first ^rb++++=first
of ^in++++=of
France ^np++++=France,
, ^zz++++=EXTRAWORD
asking ^vbg+vsua++xvbg+=asking
about ^in++++=about
the ^ati++++=the
Loire ^np+++??+=Loire,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gardens ^nns++++=gardens
of ^in++++=of
Amboise ^np+++??+=Amboise,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hunting ^jj+++xvbg+=hunting
at ^rb++++=at
Chambord ^np+++??+=Chambord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whether ^cs+who+++=whether
the ^ati++++=the
women ^nns++++=women
of ^in++++=of
Paris ^np++++=Paris
truly ^rb++++=truly
laughed ^vbd+++xvbn+=laughed
while ^cs+sub+++=while
refusing ^vbg+++xvbg+=refusing
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
grant ^vbi+vsua+++=grant.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
resting ^vbg+++xvbg+=resting
near ^rb++++=near
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
appeared ^vb+++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
no ^at++++=no
design ^nn++++=design;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
at ^rb++++=at
length ^rb"++++=length
those ^dt+dem+++=those
fingers ^nns+nom+++=fingers
made ^vbd+++xvbn+=made
a ^at++++=a
treaty ^nn++++=treaty
with ^in++++=with
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
without ^in++++=without
ambassadors ^nns++++=ambassadors,
, ^zz++++=EXTRAWORD
seals ^nns++++=seals,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
demands ^nns++++=demands
for ^in++++=for
Milan ^np++++=Milan.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
followed ^vbd+vprv++xvbn+=followed
is ^vbz+bez+aux++=is
not ^xnot++not++=not
written ^vbd+++xvbn+=written
in ^in++++=in
the ^ati++++=the
official ^jj+atrb+++=official
registers ^nns+nom+++=registers,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
full ^jj+pred+++=full
of ^in++++=of
battles ^nns++++=battles
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
omit ^vb++++=omit
the ^ati++++=the
more ^rbr++++=more
decisive ^jj+atrb+++=decisive
engagements ^nns+nom+++=engagements.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
enough ^qlp++++=enough
to ^to++++=to
say ^vbi+vpub+tht0++=say
that ^tht+vcmp+++=that
Do ^vb+do+vrb++=Do
a ^at++++=a
Isabel ^np+++??+=Isabel
treated ^vwbn+++xvbn+=treated
the ^ati++++=the
royal ^jj++++=royal
melancholy ^jj++++=melancholy
neither ^dt++neg++=neither
as ^ql++++=as
a ^at++++=a
fortress ^nns+nom+++=fortress
to ^to++++=to
be ^vbi+vbi+aux++=be
bombarded ^vpsv++agls+xvbnx+=bombarded
nor ^cc++neg++=nor
as ^in++++=as
a ^at++++=a
demon ^nn++++=demon
to ^to++++=to
be ^vbi+vbi+aux++=be
exorcised ^vpsv++agls+xvbnx+=exorcised,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^cs+sub+++=as
chilled ^vbd+++xvbn+=chilled
flesh ^nn++++=flesh
requiring ^vwbg+vsua++xvbg+=requiring
a ^at++++=a
soft ^jj+atrb+++=soft
cataplasm ^nn+++??+=cataplasm.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
and ^cc+phrs+++=and
withdrew ^vbd+++xvbn+=withdrew,
, ^zz++++=EXTRAWORD
advanced ^j+++xvbn+=advanced
and ^cc+phrs+++=and
pardoned ^jj+++xvbn+=pardoned,
, ^zz++++=EXTRAWORD
yielding ^vbg+++xvbg+=yielding
at ^in++++=at
the ^ati++++=the
instant ^jj+atrb+++=instant
resistance ^nn+nom+++=resistance
became ^vbd+++xvbn+=became
delightful ^jj++++=delightful,
, ^zz++++=EXTRAWORD
resisting ^vbg+++xvbg+=resisting
when ^wrb+who+++=when
surrender ^nn+nom+++=surrender
might ^md+pos+++=might
have ^vb+hv+aux++=have
grown ^vprf+++xvbnx+=grown
lazy ^jj++++=lazy.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
was ^vbd+bedz+vrb++=was
the ^ati++++=the
terrible ^jj+atrb+++=terrible
duel ^nn++++=duel
conducted ^vbd+++xvbn+=conducted
with ^in++++=with
so ^ql++++=so
much ^ap++++=much
courtesy ^nn++++=courtesy
that ^tht+rel+obj++=that
each ^ppls++++=each
combatant ^jj++++=combatant
believed ^jj+++xvbn+=believed
the ^ati++++=the
other ^ap++++=other
victorious ^jj++++=victorious.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^np++++=moon
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
window ^nn++++=window;
; ^zz++++=EXTRAWORD
the ^ati++++=the
candles ^nns++++=candles
shortened ^jj++++=shortened;
; ^zz++++=EXTRAWORD
twice ^rb++++=twice
the ^ati++++=the
guard ^nn++++=guard
changed ^vbd+++xvbn+=changed
below ^rb++++=below;
; ^zz++++=EXTRAWORD
