# ^zz++++=##
# ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
not ^xnot++not++=not
open ^jj++++=open,
, ^zz++++=EXTRAWORD
somebody ^pn++++=somebody
would ^md+prd+++=would
be ^vb+be+vrb++=be
sorry ^uh++++=sorry
before ^in++++=before
sundown ^nn++++=sundown."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
the ^ati++++=the
voice ^nn++++=voice
reply ^nn++++=reply?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
change ^vb++++=change
your ^pp$+pp2+++=your
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
going ^vbg+++xvbg+=going
to ^in++++=to
heaven ^nn++++=heaven
yet. ^nn+++??+=yet.'"
'" ^nn+++??+=EXTRAWORD
The ^ati++++=The
spectators ^nns++++=spectators
shifted ^vbd+++xvbn+=shifted
delightedly ^rb++++=delightedly.
. ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
seized ^vbd+++xvbn+=seized
the ^ati++++=the
bed ^nn++++=bed
slat ^nn++++=slat.
. ^zz++++=EXTRAWORD
Flaherty ^np+++??+=Flaherty
seized ^vbd+++xvbn+=seized
Sally ^np++++=Sally.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk
seized ^vbd+++xvbn+=seized
the ^ati++++=the
ink ^nn++++=ink
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
seized ^vbd+++xvbn+=seized
what ^wdt+who+++=what
remained ^vbd+++xvbn+=remained
of ^in++++=of
his ^pp$+pp3+++=his
temper ^nn++++=temper.
. ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
down ^in+strn+++=down!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
only ^ap+down+++=only
picked ^jj+++xvbn+=picked
it ^pp3+it+++=it
up ^rp++++=up
to ^to++++=to
identify ^vbi++++=identify
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
identify ^vb++++=identify
it ^pp3+it+++=it
from ^in++++=from
a ^at++++=a
distance ^nn+nom+++=distance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
intimately ^rb++++=intimately."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
down ^rp++++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
the ^ati++++=the
defendant ^nn+nom+++=defendant
had ^vbd+hvd+aux++=had
confined ^vprf+++xvbnx+=confined
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
first ^rb"++++=first
I ^pp1a+pp1+++=I
supposed ^vbd+++xvbnx+=supposed
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
mad ^jj++++=mad.
. ^zz++++=EXTRAWORD
After ^in++++=After
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
supposed ^vbd+++xvbnx+=supposed
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
mad ^jj++++=mad
and ^cc++++=and
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
slow ^jj++++=slow
to ^to+jcmp+++=to
notice ^vb++++=notice.
. ^zz++++=EXTRAWORD
After ^in++++=After
three ^cd++++=three
days ^nns++++=days,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
trouble ^nn++++=trouble
myself ^ppl+pp1+++=myself
with ^in++++=with
fine ^jj+atrb+++=fine
distinctions ^nns+nom+++=distinctions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
days ^nns++++=days?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
judge ^nn++++=judge.
. ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
days ^nns++++=days
and ^cc++++=and
two ^cd++++=two
nights ^nns++++=nights."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
nobody ^pn++++=nobody
found ^vbd+vprv++xvbn+=found
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nobody
nobody ^pn++++=EXTRAWORD
looked ^vbd+++xvbn+=looked."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
brightened ^vbd+++xvbn+=brightened.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
looked ^vbd+++xvbnx+=looked
for ^in++++=for
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When?"
when ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally
demanded ^vbd+vsua++xvbn+=demanded.
. ^zz++++=EXTRAWORD
" ^zz++++="Sunday."
sunday ^nr++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
pointed ^vbd+++xvbn+=pointed
at ^rb++++=at
Noah ^np++++=Noah.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
interrupt ^vb++++=interrupt."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
found ^vbd+vprv+tht0+xvbnx+=found
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
had ^vbd+hvd+aux++=had
established ^vprf++tht0+xvbnx+=established
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing,"
nothing ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
judge ^nn++++=judge.
. ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell,
, ^zz++++=EXTRAWORD
continue ^vb++++=continue."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sally ^np++++=Sally's
's ^$++++=EXTRAWORD
testimony ^nn++++=testimony
proceeded ^vbd+++xvbn+=proceeded,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
like ^in++++=like
a ^at++++=a
stream ^nn++++=stream
which ^whp+rel+subj++=which
may ^md+pos+++=may
be ^vb+be+aux++=be
diverted ^vpsv++agls+xvbnx+=diverted
but ^cc++++=but
like ^in++++=like
spring ^vb++++=spring
floodwater ^jjr+atrb+++=floodwater
carrying ^jj+atrb++xvbg+=carrying
fences ^nns++++=fences,
, ^zz++++=EXTRAWORD
chickens ^nns++++=chickens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
municipal ^jj+atrb+++=municipal
property ^nn++++=property
before ^in++++=before
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
explained ^vbd+vpub++xvbnx+=explained
that ^tht+vcmp+++=that
after ^cs+sub+++=after
her ^pp3o+pp3+++=her
first ^od++++=first
threats ^nns++++=threats
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
persuasion ^nn++++=persuasion.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Silas,
silas ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
open ^jj++++=open
this ^dt+dem+++=this
door ^nn++++=door
and ^cc++++=and
I ^pp1a+pp1+++=I
may ^md+pos+++=may
leave ^vb++++=leave
enough ^qlp++++=enough
of ^in++++=of
you ^pp2+pp2+++=you
to ^in++++=to
recognize. ^nn+++??+=recognize.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
call ^vb++++=call
that ^dt+dem+++=that
persuasion ^nn++++=persuasion?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Judge ^npt++++=Judge
Murphy ^np+++??+=Murphy.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
happened ^vbd+++xvbn+=happened?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing.
nothing ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shouted ^vbd+vpub++xvbnx+=shouted
until ^cs+sub+++=until
my ^pp$+pp1+++=my
throat ^nn++++=throat
hurt ^vbd+++xvbn+=hurt.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
make ^vbi++++=make
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
someone ^pn++++=someone
would ^md+prd+++=would
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
lit ^vbd+++xvbn+=lit
the ^ati++++=the
stove ^nn++++=stove?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
put ^vbd+++xvbnx+=put
in ^rb+phrv+++=in
kindling ^nn+nom+++=kindling,
, ^zz++++=EXTRAWORD
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
heaven ^nn++++=heaven
handbills ^nns+++??+=handbills."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
looked ^vbd+++xvbn+=looked
wounded ^vbd+++xvbn+=wounded.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Brother ^nn++++=Brother
Rapture ^np++++=Rapture's
's ^$++++=EXTRAWORD
personal ^jj+atrb+++=personal
message ^nn+nom+++=message."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
burned ^vbd+++xvbn+=burned
personally ^rb++++=personally."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
happened ^vbd+++xvbn+=happened
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
judge ^nn++++=judge
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
moment ^nn++++=moment
the ^ati++++=the
smoke ^nn++++=smoke
began ^vbd+++xvbn+=began
to ^to++++=to
rise ^vbi++++=rise,
, ^zz++++=EXTRAWORD
water ^nn++++=water
came ^vbd+++xvbn+=came
down ^in++++=down
the ^ati++++=the
chimney ^nn++++=chimney."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
much ^ap++++=much
water ^nn++++=water?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
pailful ^nn+nom+++=pailful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
certain ^jj++++=certain?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
under ^in++++=under
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
spectators ^nns++++=spectators
considered ^vwbn+vprv++xvbn+=considered
this ^dt+dem+++=this
satisfactory ^jj+atrb+++=satisfactory
expertise ^nn++++=expertise.
. ^zz++++=EXTRAWORD
Sally ^np++++=Sally
touched ^vbd+++xvbn+=touched
the ^ati++++=the
soot ^nn++++=soot
on ^rp++++=on
her ^pp3o+pp3+++=her
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
stove ^nn++++=stove
spat ^vbd+++xvbn+=spat
ashes ^nns++++=ashes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
filled ^vbd+++xvbn+=filled
with ^in++++=with
steam ^nn++++=steam.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
went ^vbd+++xvbn+=went
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
the ^ati++++=the
floor ^nn++++=floor
became ^vbd+++xvbn+=became
mud ^nn++++=mud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
best ^jjt+atrb+++=best
yellow ^jj+atrb+++=yellow
scarf ^nn++++=scarf
turned ^vbd+++xvbn+=turned
gray ^np++++=gray
on ^in++++=on
one ^cd1++++=one
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lifted ^vbd+++xvbnx+=lifted
the ^ati++++=the
scarf ^nn++++=scarf
as ^ql++++=as
Exhibit ^vb++++=Exhibit
B ^zz++++=B.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
voice ^nn++++=voice
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
sighed ^vbd+++xvbn+=sighed.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
going ^vbg+++xvbg+=going
to ^in++++=to
heaven ^nn++++=heaven
yet. ^nn+++??+=yet.'"
'" ^nn+++??+=EXTRAWORD
Noah ^np++++=Noah
slapped ^vbd+++xvbn+=slapped
his ^pp$+pp3+++=his
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
Sally ^np++++=Sally
turned ^vbd+++xvbn+=turned
so ^ql++++=so
sharply ^rb++++=sharply
that ^cs+sub+++=that
Flaherty ^np+++??+=Flaherty
stepped ^vbd+++xvbn+=stepped
between ^in++++=between
wife ^nn++++=wife
and ^cc++++=and
husband ^nn++++=husband
without ^in++++=without
waiting ^xvbg+++xvbg+=waiting
for ^in++++=for
a ^at++++=a
request ^nn++++=request.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
laughing ^vbg+++xvbg+=laughing
at ^in+ppvb+++=at?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
like ^in++++=like
that ^dt+dem+++=that
part ^nn++++=part,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
had ^vb+hv+aux++=had
better ^jjr++++=better
stop ^vb++++=stop
liking ^nc+++xvbg+=liking
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
heard ^vbd+vprv++xvbn+=heard
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=didn't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Judge ^nn++++=Judge
Murphy ^np+++??+=Murphy
leaned ^vbd+++xvbn+=leaned
across ^in+pl+++=across
the ^ati++++=the
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
make ^vb++++=make
another ^dt++++=another
sound ^jj++++=sound,
, ^zz++++=EXTRAWORD
the ^ati++++=the
court ^nn++++=court
will ^md+prd+++=will
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
removed ^vbd+++xvbn+=removed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Flaherty ^np+++??+=Flaherty.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
want ^vb++++=want
proved ^vbd+vprv++xvbn+=proved?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Removed!"
removed ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=haven't
n't ^xnot++not++0=EXTRAWORD
moved ^vbd+++xvbn+=moved."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Flaherty ^np+++??+=Flaherty
bent ^vbd+++xvbn+=bent
close ^in+cmpx+++=close
to ^in"++++=to
his ^pp$+pp3+++=his
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
" ^zz++++="Keep
keep ^vb++++=EXTRAWORD
quiet ^jj++++=quiet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
nodded ^vbd+++xvbn+=nodded
and ^cc+phrs+++=and
announced ^vbd+vpub++xvbn+=announced,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
do ^vb+do+vrb++=do
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
volume ^nn++++=volume
sufficient ^jj++++=sufficient
to ^to+jcmp+++=to
notify ^vbi++++=notify
the ^ati++++=the
county ^nn++++=county.
. ^zz++++=EXTRAWORD
The ^ati++++=The
judge ^npt++++=judge
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Silence ^nn+nom+++=Silence
settled ^vbd+++xvbn+=settled
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
except ^in++++=except
for ^in"++++=for
one ^cd1++++=one
muddy ^jj+atrb+++=muddy
dog ^nn++++=dog
scratching ^vwbg+++xvbg+=scratching
itself ^ppl++++=itself
by ^in++++=by
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
" ^zz++++="Proceed,"
proceed ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Sally ^np++++=Sally
proceeded ^vbd+++xvbn+=proceeded.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
told ^vbd+vpub++xvbnx+=told
how ^wrb+who+whcl++=how
she ^pp3a+pp3+++=she
tried ^vbd+++xvbnx+=tried
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
the ^ati++++=the
poker ^nn++++=poker;
; ^zz++++=EXTRAWORD
how ^wrb+who+++=how
the ^ati++++=the
poker ^nn++++=poker
bent ^vbd+++xvbn+=bent;
; ^zz++++=EXTRAWORD
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
attempted ^vbd+++xvbnx+=attempted
to ^to+vcmp+++=to
pry ^vbi++++=pry
up ^rp++++=up
a ^at++++=a
floorboard ^nn+++??+=floorboard
and ^cc++++=and
discovered ^vprf+++xvbn+=discovered
that ^tht+vcmp+++=that
Silas ^np++++=Silas's
's ^$++++=EXTRAWORD
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
reluctant ^jj++++=reluctant
to ^to+jcmp+++=to
show ^vbi+vprv+++=show
itself ^ppl++++=itself
during ^in++++=during
cleaning ^xvbg+++xvbg+=cleaning,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
remarkably ^rb++++=remarkably
firm ^jj++++=firm
in ^in++++=in
opposition ^nn+nom+++=opposition
to ^to++++=to
escape ^vbi++++=escape.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
called ^vbd+++xvbnx+=called
through ^in++++=through
the ^ati++++=the
chimney ^nn++++=chimney,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
called ^vbd+++xvbnx+=called
until ^cs+sub+++=until
my ^pp$+pp1+++=my
voice ^nn++++=voice
sounded ^vbd+++xvbn+=sounded
like ^in++++=like
a ^at++++=a
saw ^nn++++=saw
going ^vwbg+++xvbg+=going
through ^in++++=through
a ^at++++=a
knot ^nn++++=knot.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
wish ^nn++++=wish
to ^to+ncmp+++=to
ascend ^vb+++??+=ascend
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
would ^md+prd+++=would
sign ^vb++++=sign
a ^at++++=a
statement ^nn+nom+++=statement.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
would ^md+prd+++=would
sit ^vb++++=sit
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
and ^cc++++=and
hold ^nn++++=hold
to ^in++++=to
the ^ati++++=the
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
heaven ^nn++++=heaven
itself ^ppl++++=itself
could ^md+pos+++=could
wait ^vb++++=wait."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silas ^np+++??+=Silas
lifted ^vbd+++xvbn+=lifted
both ^abx++++=both
palms ^nns++++=palms.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
six ^cd++++=six
miles ^nns++++=miles
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
near ^in+pl+++=near
enough ^qlp++++=enough
to ^to++++=to
fetch ^vbi++++=fetch
water ^nn++++=water."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
voice ^nn++++=voice
