# ^zz++++=##
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
of ^in++++=of
shipbuilding ^nn++++=shipbuilding;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
studied ^vprf+++xvbnx+=studied
drawings ^nns++++=drawings
brought ^vbd+++xvbn+=brought
from ^in++++=from
Holland ^np++++=Holland.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
among ^in++++=among
the ^ati++++=the
ancient ^jj+atrb+++=ancient
oaks ^nns++++=oaks
and ^cc++++=and
struck ^vbd+++xvbn+=struck
their ^pp$+pp3+++=their
trunks ^nns++++=trunks
with ^in++++=with
his ^pp$+pp3+++=his
glove ^nn++++=glove.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
lies ^vbz++++=lies
a ^at++++=a
man ^nn++++=man-of-war,"
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
war ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
lie ^vb++++=lie
masts ^nns+++??+=masts,
, ^zz++++=EXTRAWORD
ribs ^nns++++=ribs,
, ^zz++++=EXTRAWORD
decks ^nns++++=decks
and ^cc++++=and
gun ^nn++++=gun-carriages.
- ^zz++++=EXTRAWORD
carriages ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king
shall ^md+prd+++=shall
buy ^vb++++=buy
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Borreby ^np+++??+=Borreby
shall ^md+prd+++=shall
gain ^vb++++=gain
both ^abx++++=both
honour ^nn++++=honour
and ^cc++++=and
gold ^nn++++=gold."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
master ^nn++++=master
shipbuilder ^jjr++++=shipbuilder,
, ^zz++++=EXTRAWORD
a ^at++++=a
square ^nn++++=square,
, ^zz++++=EXTRAWORD
weather ^nn++++=weather-browned
- ^zz++++=EXTRAWORD
browned ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
bowed ^j+++xvbn+=bowed
and ^cc+phrs+++=and
ventured ^jj+++xvbn+=ventured
a ^at++++=a
warning ^nn++++=warning.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
Honour ^nn++++=Honour,
, ^zz++++=EXTRAWORD
the ^ati++++=the
trees ^nns++++=trees
are ^vb+ber+vrb++=are
worth ^in++++=worth
a ^at++++=a
fortune ^nn++++=fortune
standing ^vwbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
A ^at++++=A
ship ^nn++++=ship
costs ^nns++++=costs
twice ^rb++++=twice
in ^in++++=in
the ^ati++++=the
building ^jj+++xvbg+=building
what ^wdt+who+++=what
a ^at++++=a
gentleman ^nn+nom+++=gentleman
expects ^vbz++++=expects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
half ^nn++++=half
again ^rb+tm+++=again
before ^in++++=before
she ^pp3a+pp3+++=she
touches ^nns++++=touches
water ^nn++++=water."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
looked ^vbd+++xvbn+=looked
above ^rb++++=above
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^in++++=to
shape ^nn++++=shape
timber ^nn++++=timber.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
becomes ^vbz++++=becomes
my ^pp$+pp1+++=my
estate ^nn++++=estate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
axes ^nns++++=axes
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
rang ^vbd+++xvbnx+=rang!
! ^zz++++=EXTRAWORD
Blow ^nn++++=Blow
after ^cs+sub+++=after
blow ^nn++++=blow
went ^vbd+++xvbn+=went
through ^in++++=through
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
The ^ati++++=The
deer ^nn++++=deer
fled ^vbd+++xvbn+=fled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fox ^nn++++=fox
left ^vbd+++xvbn+=left
her ^pp3o+pp3+++=her
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
Owls ^nns++++=Owls
rose ^vbd+++xvbn+=rose
blinking ^vbg+++xvbg+=blinking
at ^in++++=at
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
squirrels ^nns++++=squirrels
leaped ^vbd+++xvbn+=leaped
from ^in++++=from
branches ^nns++++=branches
that ^tht+rel+subj++=that
crashed ^vbd+++xvbn+=crashed
beneath ^in+pl+++=beneath
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rooks ^nn++++=rooks
wheeled ^vbd+++xvbn+=wheeled
black ^jj++++=black
against ^in++++=against
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
city ^npl++++=city
burned ^vbd+++xvbn+=burned.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rushed ^vbd+++xvbnx+=rushed
among ^in++++=among
the ^ati++++=the
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tugged ^vbd+++xvbnx+=tugged
at ^in++++=at
the ^ati++++=the
woodmen ^jj+atrb++xvbn+=woodmen's
's ^vbz+bez+vrb++0=EXTRAWORD
coats ^nns++++=coats;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
threw ^vbd+++xvbnx+=threw
chips ^nns++++=chips
into ^in++++=into
their ^pp$+pp3+++=their
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
the ^ati++++=the
tallest ^jjt+atrb+++=tallest
oak ^nn++++=oak
groan ^vb++++=groan
before ^cs+sub+++=before
it ^pp3+it+++=it
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
steel ^nn++++=steel
bit ^nn++++=bit,
, ^zz++++=EXTRAWORD
ropes ^nns++++=ropes
tightened ^vbd+++xvbn+=tightened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
by ^in++++=by
one ^cd1++++=one
the ^ati++++=the
old ^jj+atrb+++=old
trees ^nns++++=trees
bowed ^vbd+++xvbn+=bowed
lower ^jjr++++=lower
than ^in++++=than
Waldemar ^np+++??+=Waldemar
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
bowed ^vprf+++xvbnx+=bowed.
. ^zz++++=EXTRAWORD
A ^at++++=A
forest ^nn++++=forest
grows ^vbz++++=grows
by ^in++++=by
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
frost ^np++++=frost
and ^cc++++=and
patience ^nn+nom+++=patience.
. ^zz++++=EXTRAWORD
A ^at++++=A
fool ^nn++++=fool
may ^md+pos+++=may
lay ^jjb+++xvbn+=lay
it ^pp3+it+++=it
low ^jj++++=low
in ^in++++=in
a ^at++++=a
season ^nn++++=season.
. ^zz++++=EXTRAWORD
Whew ^np+++??+=Whew!
! ^zz++++=EXTRAWORD
whew ^nn+++??+=whew!
! ^zz++++=EXTRAWORD
fare ^vb++++=fare
away ^rp+pl+++=away!
! ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
inlet ^nn++++=inlet
beyond ^in++++=beyond
the ^ati++++=the
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ship ^nn++++=ship
took ^vbd+++xvbn+=took
form ^nn++++=form.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
ribs ^nns++++=ribs
rose ^vbd+++xvbn+=rose
like ^in++++=like
the ^ati++++=the
bones ^nns++++=bones
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
beast ^nn++++=beast.
. ^zz++++=EXTRAWORD
Hammers ^nns+nom+++=Hammers
sounded ^vbd+++xvbn+=sounded
from ^in++++=from
dawn ^nn++++=dawn
to ^in++++=to
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
Carts ^np+++??+=Carts
sank ^vbd+++xvbn+=sank
axle ^nn++++=axle-deep
- ^zz++++=EXTRAWORD
deep ^jj++++=EXTRAWORD
beneath ^in+pl+++=beneath
timber ^nn++++=timber.
. ^zz++++=EXTRAWORD
Pitch ^nn++++=Pitch
smoked ^vbd+++xvbn+=smoked;
; ^zz++++=EXTRAWORD
sawdust ^nn++++=sawdust
covered ^vbd+++xvbn+=covered
the ^ati++++=the
shore ^nn++++=shore;
; ^zz++++=EXTRAWORD
wages ^nns++++=wages,
, ^zz++++=EXTRAWORD
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
cordage ^nn+nom+++=cordage
and ^cc++++=and
provisions ^nns++++=provisions
ate ^vbd+++xvbn+=ate
through ^in++++=through
chests ^nns++++=chests
of ^in++++=of
coin ^nn++++=coin.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
came ^vbd+++xvbn+=came
daily ^jj++++=daily
on ^in++++=on
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
shall ^md+prd+++=shall
carry ^vb++++=carry
sixty ^cd++++=sixty
guns ^nns++++=guns."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Forty
forty ^cd++++=EXTRAWORD
would ^md+prd+++=would
better ^jjr++++=better
suit ^vb++++=suit
her ^pp$+pp3+++=her
breadth ^nn++++=breadth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
shipbuilder ^nn++++=shipbuilder.
. ^zz++++=EXTRAWORD
" ^zz++++="Sixty."
sixty ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
sits ^vbz++++=sits
deep ^rb++++=deep
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
make ^vb++++=make
her ^pp$+pp3+++=her
higher ^jjr++++=higher."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
ship ^nn++++=ship
grew ^vbd+++xvbn+=grew
high ^jj++++=high,
, ^zz++++=EXTRAWORD
broad ^jj++++=broad
and ^cc+phrs+++=and
splendid ^jj++++=splendid.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
stern ^jj++++=stern
was ^vbd+bedz+aux++=was
carved ^vpsv++agls+xvbnx+=carved
with ^in++++=with
lions ^nns++++=lions,
, ^zz++++=EXTRAWORD
shields ^nns++++=shields
and ^cc++++=and
the ^ati++++=the
proud ^jj+atrb+++=proud
device ^nn++++=device
of ^in++++=of
the ^ati++++=the
Daa ^np+++??+=Daa
family ^nn++++=family.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
figurehead ^nn++++=figurehead
wore ^vbd+++xvbn+=wore
a ^at++++=a
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
Flags ^nns++++=Flags
fluttered ^vbd+++xvbn+=fluttered
from ^in++++=from
her ^pp$+pp3+++=her
masts ^vbz+++??+=masts
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
launched ^vpsv++agls+xvbnx+=launched,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
countryside ^nn++++=countryside
came ^vbd+++xvbn+=came
to ^to++++=to
see ^vbi+vprv+++=see.
. ^zz++++=EXTRAWORD
Barrels ^nns++++=Barrels
of ^in++++=of
ale ^nn++++=ale
were ^vbd+bed+aux++=were
opened ^vpsv++agls+xvbnx+=opened.
. ^zz++++=EXTRAWORD
Musicians ^nns++++=Musicians
played ^vbd+++xvbn+=played.
. ^zz++++=EXTRAWORD
Ida ^np+++??+=Ida
wore ^vbd+++xvbn+=wore
crimson ^jj+atrb++??+=crimson
silk ^nn++++=silk;
; ^zz++++=EXTRAWORD
Johanna ^np+++??+=Johanna
wore ^vbd+++xvbn+=wore
white ^jj+atrb+++=white
satin ^nn++++=satin;
; ^zz++++=EXTRAWORD
Anna ^np++++=Anna
Dorothea ^np++++=Dorothea
had ^vb+hv+vrb++=had
a ^at++++=a
blue ^jj+atrb+++=blue
ribbon ^nn++++=ribbon
at ^rb++++=at
her ^pp3o+pp3+++=her
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
the ^ati++++=the
quay ^nn++++=quay
in ^in++++=in
gold ^nn++++=gold
brocade ^nn++++=brocade.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wedges ^nns+++??+=wedges
were ^vbd+bed+aux++=were
knocked ^vpsv++agls+xvbnx+=knocked
free ^jj++++=free.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vessel ^nn++++=vessel
trembled ^vbd+++xvbn+=trembled,
, ^zz++++=EXTRAWORD
slid ^j+++xvbn+=slid,
, ^zz++++=EXTRAWORD
struck ^j+++xvbn+=struck
the ^ati++++=the
water ^nn++++=water
and ^cc++++=and
rolled ^vbd+++xvbn+=rolled
so ^ql++++=so
heavily ^rb++++=heavily
that ^cs+sub+++=that
sailors ^vbz++++=sailors
crossed ^vbd+++xvbn+=crossed
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
she ^pp3a+pp3+++=she
floated ^vbd+++xvbnx+=floated.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nns++++=people
cheered ^vbd+++xvbn+=cheered,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
people ^nns++++=people
will ^md+prd+++=will
cheer ^vb++++=cheer
a ^at++++=a
costly ^jj+atrb+++=costly
thing ^nn++++=thing
when ^wrb+who+++=when
the ^ati++++=the
ale ^nn++++=ale
is ^vbz+bez+vrb++=is
free ^jj+pred+++=free.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
filled ^vbd+++xvbnx+=filled
the ^ati++++=the
flags ^nns++++=flags
and ^cc++++=and
whistled ^vpsv++agls+xvbn+=whistled
through ^in++++=through
the ^ati++++=the
rigging ^nn++++=rigging.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,"
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
king ^nn++++=king
shall ^md+prd+++=shall
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
service ^nn++++=service
a ^at++++=a
loyal ^jj+atrb+++=loyal
nobleman ^nn+nom+++=nobleman
can ^md+pos+++=can
render ^vb++++=render."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Messengers ^nns+nom+++=Messengers
rode ^vbd+++xvbn+=rode
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Letters ^nns+nom+++=Letters
went ^vbd+++xvbn+=went
to ^in++++=to
court ^nn++++=court.
. ^zz++++=EXTRAWORD
Weeks ^nns++++=Weeks
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king's
's ^$++++=EXTRAWORD
officers ^nns+nom+++=officers
came ^vbd+++xvbn+=came
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
measured ^vbd+++xvbnx+=measured,
, ^zz++++=EXTRAWORD
inspected ^xvbn+++xvbn+=inspected
and ^cc+phrs+++=and
whispered ^xvbn+++xvbn+=whispered.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
struck ^vbd+++xvbnx+=struck
the ^ati++++=the
beams ^nns++++=beams,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
the ^ati++++=the
keel ^nn++++=keel,
, ^zz++++=EXTRAWORD
counted ^j+++xvbn+=counted
the ^ati++++=the
ports ^nns++++=ports
and ^cc++++=and
looked ^vbd+++xvbn+=looked
long ^rb++++=long
at ^rb++++=at
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
strongly ^rb+amp+splt++=strongly
built ^vpsv++agls+xvbnx+=built,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
chief ^jjb+atrb+++=chief
officer ^nn++++=officer.
. ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
too ^ql++++=too
heavy ^jj++++=heavy
for ^in++++=for
our ^pp$+pp1+++=our
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
too ^ql++++=too
costly ^jj++++=costly
to ^in++++=to
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ill ^jj++++=ill-suited
- ^zz++++=EXTRAWORD
suited ^vbd+++xvbn+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
waters ^nns++++=waters
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
must ^md+nec+++=must
serve ^vb++++=serve."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
smile ^nn++++=smile
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
hardened ^jj+++xvbn+=hardened.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
king ^nn++++=king
refuses ^vbz++++=refuses
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Crown ^nn++++=Crown
does ^vbz+doz+aux++=does
not ^xnot++not++=not
require ^vb+vsua+++=require
the ^ati++++=the
vessel ^nn++++=vessel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
officers ^nns+nom+++=officers
departed ^vbd+++xvbn+=departed.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
stood ^vprf+++xvbn+=stood
the ^ati++++=the
man ^nn++++=man-of-war
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
war ^nn++++=EXTRAWORD
magnificent ^jj++++=magnificent,
, ^zz++++=EXTRAWORD
useless ^jj++++=useless,
, ^zz++++=EXTRAWORD
consuming ^vbg+++xvbg+=consuming
money ^nn++++=money
even ^rb++++=even
at ^rb++++=at
anchor ^nn++++=anchor.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
streaked ^vbd+++xvbn+=streaked
her ^pp$+pp3+++=her
painted ^xvbn+++xvbn+=painted
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
Weed ^nn++++=Weed
gathered ^vbd+++xvbn+=gathered
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
hull ^np++++=hull.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carved ^jj+atrb++xvbn+=carved
lions ^nns++++=lions
stared ^vbd+++xvbn+=stared
over ^in++++=over
muddy ^jj+atrb+++=muddy
water ^nn++++=water
while ^cs+sub+++=while
creditors ^nns++++=creditors
began ^vbd+++xvbn+=began
to ^to++++=to
knock ^vbi++++=knock
at ^in++++=at
Borreby ^np++++=Borreby's
's ^$++++=EXTRAWORD
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shipbuilder ^jjr++++=shipbuilder
had ^vb+hv+vrb++=had
a ^at++++=a
son ^nn++++=son,
, ^zz++++=EXTRAWORD
Niels ^np++++=Niels,
, ^zz++++=EXTRAWORD
a ^at++++=a
quiet ^jj+atrb+++=quiet
young ^jj+atrb+++=young
man ^nn++++=man
with ^in++++=with
clear ^jj+atrb+++=clear
eyes ^nns++++=eyes
and ^cc++++=and
strong ^jj+atrb+++=strong
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
often ^rb++splt++=often
seen ^vprf+++xvbnx+=seen
Ida ^np+++??+=Ida
among ^in++++=among
the ^ati++++=the
gardens ^nns++++=gardens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ida ^np+++??+=Ida
had ^vb+hv+aux++=had
often ^rb++splt++=often
seen ^vprf+++xvbnx+=seen
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
silk ^nn++++=silk
curtains ^nns++++=curtains
and ^cc++++=and
ancient ^jj+atrb+++=ancient
names ^nns++++=names
stood ^vbd+++xvbn+=stood
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
autumn ^nn++++=autumn
evening ^nn++++=evening
Niels ^np++++=Niels
came ^vbd+++xvbn+=came
to ^in++++=to
Borreby ^np+++??+=Borreby
in ^in++++=in
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
to ^to+vcmp+++=to
speak ^vbi++++=speak
with ^in++++=with
Herr ^npt++++=Herr
Waldemar ^np+++??+=Waldemar.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
Fr ^np+++??+=Fr
ken ^np++++=ken
Ida ^np+++??+=Ida,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father's
's ^$++++=EXTRAWORD
yard ^nn++++=yard
prospers ^nns+nom+++=prospers.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
provide ^vb+vsua+++=provide
her ^pp3o+pp3+++=her
an ^at++++=an
honest ^jj+atrb+++=honest
house ^nn++++=house."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Waldemar ^np+++??+=Waldemar
rose ^vbd+++xvbn+=rose
so ^ql++++=so
quickly ^rb++++=quickly
that ^cs+sub+++=that
his ^pp$+pp3+++=his
chair ^nn++++=chair
fell ^vbd+++xvbn+=fell
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
shipwright ^nn+++??+=shipwright's
's ^$++++=EXTRAWORD
son ^nn++++=son?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An
an ^at++++=EXTRAWORD
honest ^jj+atrb+++=honest
man ^nn++++=man's
's ^$++++=EXTRAWORD
son ^nn++++=son."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
sparrow ^nn+++??+=sparrow
does ^vbz+doz+aux++=does
not ^xnot++not++=not
marry ^vb++++=marry
into ^in++++=into
a ^at++++=a
crane ^nn++++=crane's
's ^$++++=EXTRAWORD
nest ^nn++++=nest."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Niels ^np++++=Niels
flushed ^vbd+++xvbn+=flushed,
, ^zz++++=EXTRAWORD
bowed ^j+++xvbn+=bowed
and ^cc+phrs+++=and
went ^j+++xvbn+=went
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Ida ^np+++??+=Ida
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
white ^jj++++=white
as ^ql++++=as
linen ^nn++++=linen.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
passed ^vbd+++xvbn+=passed
her ^pp$+pp3+++=her
without ^in++++=without
speaking ^xvbg+++xvbg+=speaking.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
her ^pp$+pp3+++=her
weeping ^nn++++=weeping
behind ^in+pl+++=behind
the ^ati++++=the
tapestry ^nn++++=tapestry,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
portraits ^nns++++=portraits
in ^in++++=in
the ^ati++++=the
hall ^npl++++=hall
looked ^vbd+++xvbn+=looked
down ^rp++++=down
with ^in++++=with
painted ^xvbn+++xvbn+=painted
pride ^np++++=pride
and ^cc++++=and
offered ^vbd+++xvbn+=offered
no ^at++++=no
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
The ^ati++++=The
useless ^jj+atrb+++=useless
ship ^nn++++=ship
was ^vbd+bedz+aux++=was
sold ^vpsv++agls+xvbnx+=sold
at ^rb++++=at
last ^rb"++++=last
for ^in++++=for
less ^rbr++++=less
than ^in++++=than
the ^ati++++=the
timber ^nn++++=timber
had ^vb+hv+vrb++=had
cost ^nn++++=cost.
. ^zz++++=EXTRAWORD
Part ^nn++++=Part
became ^vbd+++xvbn+=became
a ^at++++=a
warehouse ^nn++++=warehouse,
, ^zz++++=EXTRAWORD
part ^nn++++=part
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken
for ^in++++=for
beams ^nns++++=beams,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
crowned ^jj+atrb++xvbn+=crowned
figurehead ^nn++++=figurehead
lay ^vbd+++xvbn+=lay
for ^in++++=for
years ^nns++++=years
in ^in++++=in
a ^at++++=a
nettled ^jj+atrb++xvbn+=nettled
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
up ^rp++++=up
at ^in++++=at
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Waldemar ^np+++??+=Waldemar
did ^vbd+dod+aux++=did
not ^xnot++not++=not
count ^vb++++=count
the ^ati++++=the
loss ^nn++++=loss
as ^in++++=as
other ^ap++++=other
men ^nns++++=men
counted ^vbd+++xvbn+=counted
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
