From ^in++++=From
factory ^nn++++=factory
office ^nn++++=office
sat ^vbd+++xvbn+=sat
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman
named ^vbd+++xvbn+=named
Celia ^np++++=Celia
Ward ^nn++++=Ward.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kept ^vbd+++xvbnx+=kept
accounts ^nns++++=accounts
and ^cc++++=and
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
telephone ^nn++++=telephone.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
from ^in+ppvb+++=from
a ^at++++=a
town ^nn++++=town
in ^in++++=in
Iowa ^np+++??+=Iowa
and ^cc++++=and
lived ^vpsv++agls+xvbn+=lived
with ^in+ppvb+++=with
two ^cd++++=two
other ^ap++++=other
girls ^nns++++=girls
in ^in++++=in
a ^at++++=a
furnished ^jj+atrb++xvbn+=furnished
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
newspapers ^nns+nom+++=newspapers
printed ^vbd+++xvbn+=printed
her ^pp3o+pp3+++=her
picture ^nn++++=picture
because ^cs+cos+++=because
Kern ^np+++??+=Kern
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
of ^in++++=of
her ^pp$+pp3+++=her
after ^in++++=after
his ^pp$+pp3+++=his
arrest ^nn++++=arrest.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
extraordinarily ^rb++++=extraordinarily
beautiful ^jj++++=beautiful.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
nose ^nn++++=nose
was ^vbd+bedz+vrb++=was
short ^jj+pred+++=short,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
photograph ^nn++++=photograph,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
almost ^rb+hdg+++=almost
sleepy ^jj++++=sleepy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
her ^pp$+pp3+++=her
hair ^nn++++=hair
high ^jj++++=high
and ^cc++++=and
had ^vb+hv+vrb++=had
a ^at++++=a
narrow ^jj+atrb+++=narrow
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Kern ^np+++??+=Kern
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
her ^pp$+pp3+++=her
for ^in++++=for
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
year ^nn++++=year.
. ^zz++++=EXTRAWORD
From ^in++++=From
his ^pp$+pp3+++=his
bench ^nn++++=bench
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
beyond ^in++++=beyond
a ^at++++=a
glass ^nn++++=glass
partition ^nn+nom+++=partition.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
passed ^vbd+++xvbn+=passed
between ^in++++=between
them ^pp3o+pp3+++=them
carrying ^jj+atrb++xvbg+=carrying
wheels ^nns++++=wheels
and ^cc++++=and
frames ^nns++++=frames.
. ^zz++++=EXTRAWORD
Belts ^nns++++=Belts
moved ^vbd+++xvbn+=moved
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
Metal ^nn++++=Metal
struck ^vbd+++xvbn+=struck
metal ^nn++++=metal.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
The ^ati++++=The
electric ^jj++++=electric
light ^jj++++=light
shone ^vbd+++xvbn+=shone
on ^rp++++=on
her ^pp3o+pp3+++=her
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
want ^vb++++=want
to ^to+vcmp+++=to
touch ^vbi++++=touch
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
At ^rb++++=At
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
her ^pp$+pp3+++=her
into ^in++++=into
something ^pn++++=something
that ^dt+pdem+++=that
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
touched ^vpsv++agls+xvbnx+=touched.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
star ^nn++++=star
seen ^vbd+vprv++xvbn+=seen
through ^rb+phrv+++=through
factory ^nn++++=factory
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
lips ^nns++++=lips
were ^vbd+bed+vrb++=were
two ^cd++++=two
low ^jj+atrb+++=low
hills ^nns++++=hills
at ^rb++++=at
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
them ^pp3o+pp3+++=them
lay ^vbd+++xvbn+=lay
a ^at++++=a
country ^nn++++=country
into ^in++++=into
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
stained ^jj+atrb++xvbn+=stained
hands ^nns++++=hands
could ^md+pos+++=could
not ^xnot++not++=not
enter ^vb++++=enter.
. ^zz++++=EXTRAWORD
Celia ^np++++=Celia
knew ^vbd+vprv+tht0+xvbn+=knew
he ^pp3a+pp3+++=he
watched ^vbd+++xvbnx+=watched
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
know ^vb+vprv+++=know
such ^abl++++=such
things ^nns++++=things.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
may ^md+pos+++=may
have ^vb+hv+aux++=have
liked ^vprf+++xvbnx+=liked
the ^ati++++=the
gentleness ^nns+nom+++=gentleness
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
No ^at++++=No
man ^nn++++=man
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
looked ^vprf+++xvbnx+=looked
at ^rb++++=at
her ^pp$+pp3+++=her
in ^in++++=in
quite ^abl++++=quite
that ^dt+dem+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
men ^nns++++=men
she ^pp3a+pp3+++=she
met ^vbd+++xvbnx+=met
wanted ^vprf+++xvbn+=wanted
to ^to+vcmp+++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
dancing ^vbg+++xvbg+=dancing,
, ^zz++++=EXTRAWORD
wanted ^vb+++xvbn+=wanted
to ^to+vcmp+++=to
boast ^vbi+vpub+++=boast,
, ^zz++++=EXTRAWORD
wanted ^vb+++xvbn+=wanted
to ^to+vcmp+++=to
put ^vbi++++=put
their ^pp$+pp3+++=their
arms ^nns++++=arms
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Kern ^np+++??+=Kern
wanted ^vbd+++xvbn+=wanted
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
want ^vbi++++=want
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
silence ^nn+nom+++=silence
became ^vbd+++xvbn+=became
a ^at++++=a
gift ^nn++++=gift
she ^pp3a+pp3+++=she
could ^md+pos+++=could
accept ^vb+vprv+++=accept
without ^in++++=without
payment ^nn+nom+++=payment.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
they ^pp3a+pp3+++=they
left ^vbd+++xvbnx+=left
the ^ati++++=the
factory ^nn++++=factory
together ^nn+nom+++=together
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
toward ^in++++=toward
the ^ati++++=the
streetcar ^nn+++??+=streetcar.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
hot ^jj++++=hot,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
hot ^jj++++=hot,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
answer ^vb++++=answer.
. ^zz++++=EXTRAWORD
On ^rp++++=On
another ^ppls++++=another
day ^nn++++=day
clouds ^nns++++=clouds
gathered ^vbd+++xvbn+=gathered.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
may ^md+pos+++=may
rain ^vb++++=rain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
rain ^vb++++=rain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
him ^pp3o+pp3+++=him
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
speeches ^nns++++=speeches,
, ^zz++++=EXTRAWORD
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
journeys ^nns++++=journeys.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
her ^pp$+pp3+++=her
standing ^vbg+++xvbg+=standing
alone ^rb++++=alone
in ^in++++=in
a ^at++++=a
field ^nn++++=field
while ^cs+sub+++=while
darkness ^nns+nom+++=darkness
came ^vbd+++xvbn+=came
over ^in++++=over
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
the ^ati++++=the
white ^nn++++=white
sail ^vb++++=sail
of ^in++++=of
a ^at++++=a
boat ^nn++++=boat
going ^vwbg+++xvbg+=going
out ^rp+pl+++=out
upon ^in++++=upon
a ^at++++=a
black ^jj+atrb+++=black
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
heat ^nn++++=heat
and ^cc++++=and
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
At ^rb++++=At
home ^nr++++=home
Lena ^np+++??+=Lena
took ^vbd+++xvbn+=took
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
shoes ^nns++++=shoes
because ^cs+cos+++=because
her ^pp3o+pp3+++=her
feet ^nns++++=feet
were ^vbd+bed+vrb++=were
swollen ^jj+pred+++=swollen.
. ^zz++++=EXTRAWORD
The ^ati++++=The
youngest ^jjt+atrb+++=youngest
child ^nn++++=child
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mother ^nn++++=mother-in-law
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
moved ^vbd+++xvbn+=moved
from ^in++++=from
stove ^nn++++=stove
to ^in++++=to
table ^nn++++=table
and ^cc++++=and
back ^jjb++++=back
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Kern ^np+++??+=Kern
sat ^vbd+++xvbn+=sat
near ^in+pl+++=near
a ^at++++=a
window ^nn++++=window
from ^in++++=from
which ^whp+rel+pied++=which
a ^at++++=a
narrow ^jj+atrb+++=narrow
piece ^nn++++=piece
of ^in++++=of
the ^ati++++=the
lake ^nn++++=lake
could ^md+pos+++=could
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
between ^in++++=between
buildings ^nns++++=buildings.
. ^zz++++=EXTRAWORD
Lena ^np+++??+=Lena
spoke ^vbd+++xvbn+=spoke
to ^in++++=to
him ^pp3o+pp3+++=him
of ^in++++=of
rent ^nn++++=rent,
, ^zz++++=EXTRAWORD
coal ^nn++++=coal,
, ^zz++++=EXTRAWORD
schoolbooks ^nns+++??+=schoolbooks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
child ^nn++++=child
to ^to++++=to
come ^vbi++++=come.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
spoke ^vbd+++xvbnx+=spoke
because ^cs+cos+++=because
these ^dt+dem+++=these
things ^nns++++=things
were ^vbd+bed+vrb++=were
real ^jj+pred+++=real
and ^cc+cls+++=and
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
trusted ^vbd+++xvbnx+=trusted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
answered ^vbd+vpub++xvbnx+=answered,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
mind ^nn++++=mind
went ^vbd+++xvbn+=went
toward ^in++++=toward
the ^ati++++=the
factory ^nn++++=factory
office ^nn++++=office.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
be ^vb+be+vrb++=be
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
hated ^vbd+++xvbnx+=hated
himself ^ppl+pp3+++=himself
for ^in++++=for
going ^xvbg+++xvbg+=going
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
be ^vb+be+vrb++=be
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
hated ^vbd+++xvbnx+=hated
the ^ati++++=the
patient ^nn++++=patient
woman ^nn++++=woman
sitting ^vwbg+++xvbg+=sitting
near ^rb++++=near
him ^pp3o+pp3+++=him
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
escape ^vb++++=escape
impossible ^jj++++=impossible.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
feelings ^nns+nom+++=feelings
that ^tht+ncmp+subj++=that
grow ^vb++++=grow
by ^in++++=by
being ^nn+nn+aux++=being
hidden ^vbd+++xvbn+=hidden.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
grow ^vb++++=grow
without ^in++++=without
names ^nns++++=names.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
wakes ^nns+++??+=wakes
in ^in++++=in
the ^ati++++=the
night ^nn++++=night
and ^cc++++=and
finds ^vbz+vprv+++=finds
them ^pp3o+pp3+++=them
standing ^nvbg+++xvbg+=standing
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trial ^nn++++=trial
revealed ^vbd+vprv++xvbn+=revealed
little ^ap++++=little.
. ^zz++++=EXTRAWORD
Witnesses ^nns+nom+++=Witnesses
told ^vbd+vpub++xvbn+=told
of ^in++++=of
ordinary ^jj+atrb+++=ordinary
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Celia ^np++++=Celia
Ward ^np++++=Ward
cried ^vbd+++xvbn+=cried
on ^in++++=on
the ^ati++++=the
stand ^nn++++=stand.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
Kern ^np+++??+=Kern
had ^vb+hv+aux++=had
never ^rb++splt++=never
touched ^vprf+++xvbnx+=touched
her ^pp$+pp3+++=her
and ^cc++++=and
had ^vb+hv+aux++=had
never ^rb++splt++=never
spoken ^vprf+++xvbnx+=spoken
against ^in++++=against
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
only ^ap+down+++=only
looked ^jj+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
prosecutor ^nn++++=prosecutor
asked ^vbd+vsua++xvbn+=asked
how ^wrb+who+whcl++=how
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it
the ^ati++++=the
look ^nn++++=look
of ^in++++=of
a ^at++++=a
lover ^nn++++=lover?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Were
were ^vbd+bed+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
afraid ^jj++++=afraid
of ^in++++=of
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
encourage ^nn+nom+++=encourage
his ^pp$+pp3+++=his
attentions ^nns+nom+++=attentions?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
were ^vbd+bed+vrb++=were
no ^at++++=no
attentions ^nns+nom+++=attentions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lawyer ^nn++++=lawyer
grew ^vbd+++xvbn+=grew
impatient ^jj++++=impatient,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
girl ^nn++++=girl
could ^md+pos+++=could
tell ^vb++++=tell
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
could ^md+pos+++=could
she ^pp3a+pp3+++=she
explain ^vb+vpub+++=explain
that ^tht+vcmp+++=that
the ^ati++++=the
foreman ^nn++++=foreman's
's ^$++++=EXTRAWORD
devotion ^nn+nom+++=devotion
had ^vbd+hvd+aux++=had
pleased ^vprf+++xvbnx+=pleased
her ^pp$+pp3+++=her
because ^cs+cos+++=because
it ^pp3+it+++=it
asked ^vbd+vsua++xvbn+=asked
nothing ^pn++++=nothing?
? ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
lonely ^jj++++=lonely
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Perhaps ^rb+cnj+++=Perhaps,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
furnished ^jj+atrb++xvbn+=furnished
room ^nn++++=room
at ^in++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
remembered ^vbd+vprv+tht0+xvbnx+=remembered
his ^pp$+pp3+++=his
shapeless ^jj+atrb+++=shapeless
hands ^nns++++=hands
resting ^vwbg+++xvbg+=resting
quietly ^rb++++=quietly
upon ^in++++=upon
the ^ati++++=the
workbench ^nn+++??+=workbench
and ^cc++++=and
was ^vbd+bedz+aux++=was
comforted ^vpsv++agls+xvbnx+=comforted.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
murder ^nn++++=murder
Kern ^np+++??+=Kern
took ^vbd+++xvbn+=took
his ^pp$+pp3+++=his
wife ^nn++++=wife
to ^in++++=to
a ^at++++=a
picture ^nn++++=picture
show ^nn++++=show.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
stayed ^vbd+++xvbn+=stayed
with ^in++++=with
their ^pp$+pp3+++=their
grandmother ^nn+nom+++=grandmother.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
hot ^jj+atrb+++=hot
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
dark ^jj++++=dark
the ^ati++++=the
air ^nn++++=air
remained ^vbd+++xvbn+=remained
heavy ^jj++++=heavy.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
sat ^vbd+++xvbnx+=sat
side ^nn++++=side
by ^in++++=by
side ^nn++++=side
while ^cs+sub+++=while
pale ^nn++++=pale
figures ^nns++++=figures
ran ^vbd+++xvbn+=ran
across ^in+ppvb+++=across
the ^ati++++=the
screen ^nn++++=screen.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
story ^nn++++=story
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman
pursued ^vwbn+++xvbn+=pursued
by ^in++++=by
thieves ^nns++++=thieves
and ^cc++++=and
rescued ^vpsv++agls+xvbn+=rescued
beside ^in+pl+++=beside
a ^at++++=a
river ^nn++++=river.
. ^zz++++=EXTRAWORD
People ^nns++++=People
applauded ^vwbn+++xvbn+=applauded
when ^wrb+who+++=when
the ^ati++++=the
hero ^nn++++=hero
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
Lena ^np+++??+=Lena
laughed ^vbd+++xvbn+=laughed
once ^rb+tm+++=once
and ^cc++++=and
laid ^xvbn+++xvbn+=laid
her ^pp$+pp3+++=her
hand ^nn++++=hand
upon ^in++++=upon
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked
home ^nr++++=home.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tired ^vbd+++xvbnx+=tired
easily ^rb+cnj+++=easily,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
slowed ^vbd+++xvbnx+=slowed
his ^pp$+pp3+++=his
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
bought ^vbd+++xvbnx+=bought
peaches ^nns++++=peaches
from ^in++++=from
a ^at++++=a
stand ^nn++++=stand.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
newspaper ^nn+nom+++=newspaper
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
ate ^vbd+++xvbnx+=ate
a ^at++++=a
peach ^nn++++=peach
as ^ql++++=as
they ^pp3a+pp3+++=they
walked ^vbd+++xvbnx+=walked,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
another ^dt++++=another
denied ^jj+++xvbn+=denied
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
The ^ati++++=The
small ^jj+atrb+++=small
fact ^nn++++=fact
became ^vbd+++xvbn+=became
important ^jj++++=important
for ^in++++=for
a ^at++++=a
day ^nn++++=day
and ^cc++++=and
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
forgotten ^vpsv++agls+xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
apartment ^nn+nom+++=apartment
building ^vwbg+++xvbg+=building
the ^ati++++=the
hallway ^nn++++=hallway
light ^jj++++=light
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
light ^jj++++=light,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lena ^np+++??+=Lena
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
light ^jj++++=light,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
climbed ^vbd+++xvbnx+=climbed
one ^cd1++++=one
flight ^nn++++=flight
of ^in++++=of
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mother ^nn++++=mother-in-law
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
the ^ati++++=the
apartment ^nn+nom+++=apartment
door ^nn++++=door
unlocked ^vbd+++xvbn+=unlocked.
. ^zz++++=EXTRAWORD
Somewhere ^rb++++=Somewhere
above ^rb++++=above
them ^pp3o+pp3+++=them
a ^at++++=a
baby ^nn++++=baby
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
coughed ^vbd+++xvbn+=coughed
behind ^in+pl+++=behind
a ^at++++=a
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Kern ^np+++??+=Kern
entered ^vbd+++xvbn+=entered
the ^ati++++=the
kitchen ^nn++++=kitchen
and ^cc++++=and
took ^vbd+++xvbn+=took
a ^at++++=a
knife ^nn++++=knife
from ^in++++=from
a ^at++++=a
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
a ^ap++++=a
few ^ap"++++=few
steps ^nns++++=steps
along ^in++++=along
the ^ati++++=the
hall ^nn++++=hall
toward ^in++++=toward
the ^ati++++=the
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
followed ^vbd+vprv++xvbnx+=followed.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
quarrel ^nn++++=quarrel.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
light ^nn++++=light.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stabbed ^vbd+++xvbnx+=stabbed
her ^pp$+pp3+++=her
once ^cs+tm+++=once
below ^rb++++=below
the ^ati++++=the
