# ^zz++++=#
Old ^jj+atrb+++=Old
Tripoli ^np+++??+=Tripoli.
. ^zz++++=EXTRAWORD
The ^ati++++=The
harbor ^nn++++=harbor
was ^vbd+bedz+aux++=was
guarded ^vpsv++by+xvbnx+=guarded
by ^in++++=by
forts ^nns++++=forts,
, ^zz++++=EXTRAWORD
gunboats ^nns+++??+=gunboats,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
batteries ^nns+nom+++=batteries.
. ^zz++++=EXTRAWORD
Ahead ^rb+pl+++=Ahead
lay ^jjb+atrb++xvbn+=lay
shoals ^nns++++=shoals
and ^cc++++=and
dangerous ^jj+atrb+++=dangerous
water ^nn++++=water.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Preble ^np+++??+=Preble
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+aux++=be
frightened ^vpsv++agls+xvbnx+=frightened
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
signal ^nn++++=signal
flags ^nns++++=flags
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
flagship ^nn+nom+++=flagship's
's ^$++++=EXTRAWORD
rigging ^nn++++=rigging.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
hurries ^vbz++++=hurries
to ^in++++=to
his ^pp$+pp3+++=his
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Powder ^nn++++=Powder
boys ^nns++++=boys
run ^vbd+++xvbn+=run
between ^in++++=between
magazine ^nn++++=magazine
and ^cc++++=and
gun ^nn++++=gun
deck ^nn++++=deck.
. ^zz++++=EXTRAWORD
Sailors ^nns++++=Sailors
strip ^nn++++=strip
to ^in++++=to
the ^ati++++=the
waist ^nn++++=waist
beside ^in+pl+++=beside
their ^pp$+pp3+++=their
cannon ^nn++++=cannon.
. ^zz++++=EXTRAWORD
Officers ^nns+nom+++=Officers
study ^nn++++=study
the ^ati++++=the
shore ^nn++++=shore
through ^in++++=through
their ^pp$+pp3+++=their
glasses ^nns++++=glasses.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
order ^to++++=order
comes ^vbz++++=comes.
. ^zz++++=EXTRAWORD
" ^zz++++="Stand
stand ^vb++++=EXTRAWORD
in ^in+strn+++=in!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
little ^ap++++=little
American ^jj+atrb+++=American
gunboats ^nns+++??+=gunboats
pull ^vb++++=pull
toward ^in++++=toward
the ^ati++++=the
enemy ^nn++++=enemy.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
crews ^nns++++=crews
board ^nn++++=board
the ^ati++++=the
Tripolitan ^np+nom++??+=Tripolitan
craft ^nn++++=craft
and ^cc++++=and
fight ^nn++++=fight
hand ^nn++++=hand
to ^in++++=to
hand ^nn++++=hand
with ^in++++=with
pike ^nn++++=pike,
, ^zz++++=EXTRAWORD
pistol ^nn++++=pistol,
, ^zz++++=EXTRAWORD
cutlass ^nns+++??+=cutlass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clubbed ^vbd+++xvbn+=clubbed
musket ^nn+++??+=musket.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
them ^pp3o+pp3+++=them
moves ^vbz++++=moves
the ^ati++++=the
Constitution ^nn+nom+++=Constitution,
, ^zz++++=EXTRAWORD
majestic ^jj++++=majestic
amid ^in++++=amid
the ^ati++++=the
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shore ^nn++++=shore
batteries ^nns+nom+++=batteries
open ^jj++++=open.
. ^zz++++=EXTRAWORD
Shot ^jj+atrb++xvbn+=Shot
plows ^nns+++??+=plows
the ^ati++++=the
water ^nn++++=water
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
A ^at++++=A
ball ^nn++++=ball
tears ^nns++++=tears
through ^in++++=through
a ^at++++=a
sail ^nn++++=sail;
; ^zz++++=EXTRAWORD
another ^ppls++++=another
cuts ^vbz++++=cuts
a ^at++++=a
rope ^nn++++=rope;
; ^zz++++=EXTRAWORD
splinters ^nns+nom+++=splinters
leap ^nn++++=leap
from ^in++++=from
the ^ati++++=the
bulwarks ^nns+++??+=bulwarks.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
the ^ati++++=the
stanch ^nn+++??+=stanch
ship ^nn++++=ship
goes ^vbz++++=goes
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turns ^nns++++=turns
her ^pp3o+pp3+++=her
broadside ^nn+++??+=broadside
toward ^in++++=toward
the ^ati++++=the
town ^nn++++=town
and ^cc++++=and
pours ^vbz++++=pours
in ^in++++=in
her ^pp$+pp3+++=her
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gun ^nn++++=gun
deck ^nn++++=deck
flashes ^nns++++=flashes
from ^in++++=from
end ^nn++++=end
to ^in++++=to
end ^nn++++=end.
. ^zz++++=EXTRAWORD
The ^ati++++=The
roar ^nn++++=roar
rolls ^nns++++=rolls
against ^in++++=against
the ^ati++++=the
African ^jj+atrb+++=African
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
and ^cc+phrs+++=and
again ^rb+tm+++=again
the ^ati++++=the
Americans ^nns+nom+++=Americans
attacked ^vbd+++xvbn+=attacked.
. ^zz++++=EXTRAWORD
Tripoli ^np+++??+=Tripoli
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
conquered ^jj+++xvbn+=conquered
in ^in++++=in
a ^at++++=a
day ^nn++++=day,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
courage ^nn+nom+++=courage
of ^in++++=of
our ^pp$+pp1+++=our
officers ^nns+nom+++=officers
and ^cc++++=and
sailor ^nn++++=sailor
boys ^nns++++=boys
taught ^vwbn+vsua++xvbn+=taught
the ^ati++++=the
Barbary ^np+nom++??+=Barbary
powers ^nns++++=powers
that ^tht+rel+obj++=that
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
be ^vb+be+aux++=be
insulted ^vpsv++agls+xvbnx+=insulted
without ^in++++=without
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
In ^in++++=In
time ^nn++++=time
peace ^nn++++=peace
was ^vbd+bedz+aux++=was
secured ^vpsv++agls+xvbnx+=secured,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
returned ^vbd+++xvbn+=returned
home ^nr++++=home
with ^in++++=with
honor ^nn++++=honor.
. ^zz++++=EXTRAWORD
Greater ^jjr+atrb+++=Greater
trials ^nns++++=trials
were ^vbd+bed+vrb++=were
yet ^rb++++=yet
before ^in++++=before
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
For ^in++++=For
years ^nns++++=years
Great ^jj+atrb+++=Great
Britain ^np++++=Britain
and ^cc++++=and
France ^np++++=France
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
locked ^vpsv++agls+xvbnx+=locked
in ^in++++=in
a ^at++++=a
tremendous ^jj+atrb+++=tremendous
struggle ^nn++++=struggle.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
tried ^vb+++xvbn+=tried
to ^to+vcmp+++=to
prevent ^vbi++++=prevent
neutral ^jj+atrb+++=neutral
nations ^nns+nom+++=nations
from ^in++++=from
trading ^xvbg+++xvbg+=trading
with ^in++++=with
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
American ^jj+atrb+++=American
ships ^nns++++=ships
suffered ^vbd+++xvbn+=suffered
from ^in++++=from
both ^abx++++=both,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
British ^jj+atrb+++=British
impressment ^nn+nom+++=impressment
aroused ^vbd+++xvbn+=aroused
particular ^jj+atrb+++=particular
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
British ^jj+atrb+++=British
officers ^nns+nom+++=officers
stopped ^vbd+++xvbn+=stopped
our ^pp$+pp1+++=our
vessels ^nns++++=vessels
and ^cc++++=and
carried ^vbd+++xvbn+=carried
away ^rp+pl+++=away
seamen ^nns++++=seamen,
, ^zz++++=EXTRAWORD
claiming ^vbg+vpub++xvbg+=claiming
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
deserters ^nns+nom+++=deserters
from ^in++++=from
His ^pp$+pp3+++=His
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
service ^nn++++=service.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
were ^vbd+bed+vrb++=were
Americans ^nns+nom+++=Americans.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
in ^in++++=in
June ^nr++++=June
1812 ^cd+date+++=1812,
, ^zz++++=EXTRAWORD
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
declared ^vbd+vpub++xvbn+=declared
war ^nn++++=war
upon ^in++++=upon
Great ^jj+atrb+++=Great
Britain ^np++++=Britain.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
a ^at++++=a
daring ^jj+atrb++xvbg+=daring
act ^nn++++=act.
. ^zz++++=EXTRAWORD
Great ^jj+atrb+++=Great
Britain ^np++++=Britain
possessed ^vbd+++xvbn+=possessed
the ^ati++++=the
most ^ql+emph+++=most
powerful ^jj+atrb+++=powerful
navy ^nn++++=navy
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
hundreds ^cds++++=hundreds
of ^in++++=of
warships ^nns+nom+++=warships
manned ^vwbn+++xvbn+=manned
by ^in++++=by
officers ^nns+nom+++=officers
and ^cc++++=and
crews ^nns++++=crews
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fought ^vprf+++xvbnx+=fought
through ^in++++=through
years ^nns++++=years
of ^in++++=of
conflict ^nn++++=conflict.
. ^zz++++=EXTRAWORD
The ^ati++++=The
American ^jj+atrb+++=American
navy ^nn++++=navy
had ^vb+hv+vrb++=had
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
frigates ^nns+nom+++=frigates
and ^cc++++=and
smaller ^jjr+atrb+++=smaller
vessels ^nns++++=vessels.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
could ^md+pos+++=could
our ^pp$+pp1+++=our
little ^ap++++=little
fleet ^nn++++=fleet
do ^vb+do+vrb++=do?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
could ^md+pos+++=could
fight ^vb++++=fight.
. ^zz++++=EXTRAWORD
In ^in++++=In
July ^nr++++=July
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
sailed ^vbd+++xvbn+=sailed
from ^in++++=from
Chesapeake ^np+++??+=Chesapeake
Bay ^nn++++=Bay
under ^in++++=under
Captain ^nn++++=Captain
Isaac ^np++++=Isaac
Hull ^np++++=Hull.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
was ^vbd+bedz+vrb++=was
broad ^jj+pred+++=broad,
, ^zz++++=EXTRAWORD
good ^jj++++=good-humored,
- ^zz++++=EXTRAWORD
humored ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
much ^ap++++=much
loved ^vpsv++by+xvbn+=loved
by ^in++++=by
his ^pp$+pp3+++=his
men ^nns++++=men,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
one ^cd1++++=one
should ^md+nec+++=should
mistake ^vb++++=mistake
his ^pp$+pp3+++=his
pleasant ^jj+atrb+++=pleasant
manner ^nn++++=manner
for ^in++++=for
weakness ^nns+nom+++=weakness.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
superb ^jj+atrb+++=superb
seaman ^nn++++=seaman
and ^cc++++=and
a ^at++++=a
determined ^jj+atrb++xvbn+=determined
fighter ^nn++++=fighter.
. ^zz++++=EXTRAWORD
Off ^in+pl+++=Off
the ^ati++++=the
coast ^nn++++=coast
of ^in++++=of
New ^jj+atrb+++=New
Jersey ^np++++=Jersey
his ^pp$+pp3+++=his
lookouts ^vbz+++??+=lookouts
sighted ^vprf+++xvbn+=sighted
sails ^nns++++=sails.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
Hull ^np++++=Hull
hoped ^vbd+vprv+tht0+xvbn+=hoped
they ^pp3a+pp3+++=they
belonged ^vbd+++xvbnx+=belonged
to ^in++++=to
an ^at++++=an
American ^jj+atrb+++=American
squadron ^nn++++=squadron.
. ^zz++++=EXTRAWORD
Morning ^nn++++=Morning
revealed ^vbd+vprv++xvbn+=revealed
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
British ^jj+atrb+++=British
warships ^nns+nom+++=warships
five ^cd++++=five
of ^in++++=of
them ^pp3o+pp3+++=them
and ^cc++++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
hunting ^vbg+++xvbgx+=hunting
the ^ati++++=the
Constitution ^nn+nom+++=Constitution.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wind ^nn++++=wind
died ^vbd+++xvbn+=died
almost ^rb+hdg+++=almost
entirely ^rb+amp+++=entirely.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
grave ^jj+atrb+++=grave
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
British ^jj+atrb+++=British
frigates ^nns+nom+++=frigates
came ^vbd+++xvbn+=came
alongside ^in+pl+++=alongside
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Constitution ^nn+nom+++=Constitution
must ^md+nec+++=must
be ^vb+be+aux++=be
captured ^vpsv++agls+xvbnx+=captured
or ^cc+phrs+++=or
destroyed ^vbd+++xvbn+=destroyed.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
could ^md+pos+++=could
not ^xnot++not++=not
fight ^vb++++=fight
a ^at++++=a
whole ^jj+atrb+++=whole
squadron ^nn++++=squadron.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
get ^vb++++=get
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
how ^wrb+who+++=how?
? ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
lay ^vbd+++xvbn+=lay
smooth ^jj++++=smooth
beneath ^in+pl+++=beneath
the ^ati++++=the
summer ^nn++++=summer
heat ^nn++++=heat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sails ^nn++++=sails
hung ^vbd+++xvbn+=hung
useless ^jj++++=useless.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
a ^at++++=a
faint ^jj+atrb+++=faint
breath ^nn++++=breath
stirred ^vbd+++xvbn+=stirred
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
enough ^qlp++++=enough
to ^to++++=to
carry ^vbi++++=carry
the ^ati++++=the
ship ^nn++++=ship
beyond ^in++++=beyond
her ^pp$+pp3+++=her
enemies ^nns++++=enemies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
British ^nn++++=British
put ^vbd+++xvbn+=put
out ^rb+phrv+++=out
boats ^nns++++=boats
to ^to++++=to
tow ^vbi++++=tow
their ^pp$+pp3+++=their
leading ^jj+atrb++xvbg+=leading
frigate ^nn+nom+++=frigate.
. ^zz++++=EXTRAWORD
Slowly ^rb++++=Slowly
she ^pp3a+pp3+++=she
crept ^vbd+++xvbnx+=crept
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
ordered ^vbd+vsua++xvbn+=ordered
out ^rp+pl+++=out
his ^pp$+pp3+++=his
own ^ap++++=own
boats ^nns++++=boats.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
bent ^vbd+++xvbn+=bent
to ^in++++=to
their ^pp$+pp3+++=their
oars ^nns+++??+=oars,
, ^zz++++=EXTRAWORD
towing ^vbg+++xvbg+=towing
the ^ati++++=the
heavy ^jj+atrb+++=heavy
Constitution ^nn+nom+++=Constitution.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
enemy ^nn++++=enemy
continued ^vbd+++xvbn+=continued
to ^to++++=to
gain ^vbi++++=gain.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
an ^at++++=an
officer ^npt++++=officer
suggested ^vbd+vpub++xvbn+=suggested
kedging ^jj+++xvbg+=kedging.
. ^zz++++=EXTRAWORD
A ^at++++=A
kedge ^nn+++??+=kedge
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj+atrb+++=small
anchor ^nn++++=anchor.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
could ^md+pos+++=could
be ^vb+be+aux++=be
carried ^vpsv++agls+xvbnx+=carried
ahead ^rb+pl+++=ahead
in ^in++++=in
a ^at++++=a
boat ^nn++++=boat
and ^cc++++=and
dropped ^vbd+++xvbn+=dropped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crew ^nn++++=crew
aboard ^in+pl+++=aboard
ship ^nn++++=ship
then ^rn+tm+++=then
hauled ^vbd+++xvbn+=hauled
upon ^in++++=upon
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
the ^ati++++=the
vessel ^nn++++=vessel
toward ^in++++=toward
the ^ati++++=the
anchor ^nn++++=anchor.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
one ^cd1++++=one
anchor ^nn++++=anchor
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
pulled ^vbd+++xvbn+=pulled
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
another ^dt++++=another
could ^md+pos+++=could
be ^vb+be+aux++=be
carried ^vpsv++agls+xvbnx+=carried
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
At ^rb++++=At
once ^rb"+tm+++=once
the ^ati++++=the
work ^nn++++=work
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
Sailors ^nns++++=Sailors
rowed ^vbd+++xvbn+=rowed
ahead ^rb+pl+++=ahead
under ^in++++=under
the ^ati++++=the
burning ^jj+atrb++xvbg+=burning
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
dropped ^j+++xvbn+=dropped
the ^ati++++=the
kedge ^nn+++??+=kedge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hurried ^vbd+++xvbn+=hurried
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
at ^in++++=at
the ^ati++++=the
capstan ^nn++++=capstan
tramped ^vbd+++xvbn+=tramped
round ^rb++++=round
and ^cc++++=and
round ^nn++++=round,
, ^zz++++=EXTRAWORD
hauling ^nn+nom+++=hauling
the ^ati++++=the
great ^jj+atrb+++=great
frigate ^nn+nom+++=frigate
through ^in++++=through
the ^ati++++=the
still ^rb+atrb+++=still
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
process ^nns+nom+++=process
was ^vbd+bedz+aux++=was
repeated ^vpsv++agls+xvbnx+=repeated.
. ^zz++++=EXTRAWORD
The ^ati++++=The
British ^nn++++=British
understood ^vwbn+vprv++xvbn+=understood
the ^ati++++=the
trick ^nn++++=trick
and ^cc++++=and
began ^vbd+++xvbn+=began
kedging ^jj+++xvbg+=kedging
too ^ql++++=too.
. ^zz++++=EXTRAWORD
All ^abn++++=All
day ^nn++++=day
long ^rb++++=long
and ^cc++++=and
through ^in++++=through
the ^ati++++=the
night ^nn++++=night
the ^ati++++=the
strange ^nn++++=strange
race ^vb++++=race
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
No ^at++++=No
broadsides ^nns++++=broadsides
thundered ^vbd+++xvbn+=thundered.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
the ^ati++++=the
creak ^nn++++=creak
of ^in++++=of
capstan ^jj+atrb+++=capstan
bars ^nns++++=bars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
splash ^nn++++=splash
of ^in++++=of
oars ^nns+++??+=oars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
calls ^nns++++=calls
of ^in++++=of
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
heavy ^jj++++=heavy
breathing ^jj+++xvbg+=breathing
of ^in++++=of
exhausted ^jj+atrb++xvbn+=exhausted
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^np+nom+++=Constitution's
's ^$++++=EXTRAWORD
boats ^nns++++=boats
pulled ^vbd+++xvbn+=pulled.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
crew ^nn++++=crew
hauled ^vbd+++xvbn+=hauled.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
foot ^nn++++=foot
mattered ^vbd+++xvbn+=mattered.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
casks ^nns++++=casks
were ^vbd+bed+aux++=were
emptied ^vpsv++agls+xvbnx+=emptied
overboard ^rb+pl+++=overboard.
. ^zz++++=EXTRAWORD
Spare ^vb++++=Spare
anchors ^nns++++=anchors
and ^cc++++=and
other ^ap++++=other
weights ^nns++++=weights
were ^vbd+bed+aux++=were
shifted ^vpsv++agls+xvbnx+=shifted.
. ^zz++++=EXTRAWORD
Sails ^nns++++=Sails
were ^vbd+bed+aux++=were
dampened ^vpsv++agls+xvbnx+=dampened
so ^pn++++=so
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
might ^md+pos+++=might
catch ^vb++++=catch
the ^ati++++=the
least ^rbt++++=least
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
himself ^ppl+pp3+++=himself
watched ^vbd+++xvbn+=watched
every ^at++++=every
cat ^nn++++=cat's-paw
's-paw ^nn+++??+=EXTRAWORD
that ^tht+rel+++=that
darkened ^jj+++xvbn+=darkened
the ^ati++++=the
surface ^nn++++=surface
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
A ^at++++=A
puff ^nn++++=puff
comes ^vbz++++=comes.
. ^zz++++=EXTRAWORD
" ^zz++++="Trim
trim ^nn++++=EXTRAWORD
sail ^vb++++=sail!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
canvas ^nn++++=canvas
shakes ^vbz++++=shakes,
, ^zz++++=EXTRAWORD
fills ^vbz++++=fills,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
draws ^vbz++++=draws.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^nn+nom+++=Constitution
moves ^nns++++=moves
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
The ^ati++++=The
breath ^nn++++=breath
dies ^vbz++++=dies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
more ^rbr++++=more
the ^ati++++=the
boats ^nns++++=boats
and ^cc++++=and
kedges ^nns+++??+=kedges
are ^vb+ber+aux++=are
employed ^vpsv++agls+xvbnx+=employed.
. ^zz++++=EXTRAWORD
For ^in++++=For
nearly ^rb+down+++=nearly
three ^cd++++=three
days ^nns++++=days
the ^ati++++=the
chase ^nn++++=chase
went ^vbd+++xvbn+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
a ^at++++=a
favorable ^&fw++++=favorable
squall ^vb+++??+=squall
approached ^vbd+++xvbn+=approached.
. ^zz++++=EXTRAWORD
Hull ^np++++=Hull
prepared ^vwbn+++xvbn+=prepared
with ^in++++=with
care ^nn++++=care,
, ^zz++++=EXTRAWORD
furling ^nn+nom+++=furling
some ^dti++++=some
sails ^nns++++=sails
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
British ^nn++++=British
might ^md+pos+++=might
not ^xnot++not++=not
guess ^vb++++=guess
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
squall ^nn++++=squall
struck ^vbd+++xvbn+=struck,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hidden ^jj+atrb++xvbn+=hidden
canvas ^nn++++=canvas
burst ^vbd+++xvbn+=burst
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
swept ^vwbn+++xvbn+=swept
over ^in++++=over
the ^ati++++=the
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Constitution ^nn+nom+++=Constitution
rushed ^vbd+++xvbn+=rushed
ahead ^rb+pl+++=ahead
beneath ^in+pl+++=beneath
the ^ati++++=the
dark ^jj+atrb+++=dark
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
weather ^nn++++=weather
cleared ^vwbn+++xvbn+=cleared,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
gained ^vprf+++xvbnx+=gained
precious ^jj+atrb+++=precious
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
the ^ati++++=the
British ^jj++++=British
abandoned ^jj+++xvbn+=abandoned
the ^ati++++=the
chase ^nn++++=chase.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
frigate ^nn+nom+++=frigate
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
through ^in++++=through
seamanship ^nn+nom+++=seamanship,
, ^zz++++=EXTRAWORD
discipline ^nn++++=discipline,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tireless ^jj+atrb+++=tireless
labor ^nn++++=labor.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Isaac ^np++++=Isaac
Hull ^np++++=Hull
had ^vb+hv+aux++=had
not ^xnot++not++=not
taken ^vbd+++xvbn+=taken
her ^pp$+pp3+++=her
to ^in++++=to
sea ^nn++++=sea
merely ^rb+down+++=merely
to ^to++++=to
run ^vbi++++=run
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
On ^in++++=On
August ^nr++++=August
19 ^cd++++=19,
, ^zz++++=EXTRAWORD
south ^nr+pl+++=south
of ^in++++=of
the ^ati++++=the
Gulf ^nn++++=Gulf
of ^in++++=of
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Lawrence ^np+nom+++=Lawrence,
, ^zz++++=EXTRAWORD
a ^at++++=a
sail ^nn++++=sail
was ^vbd+bedz+aux++=was
sighted ^vpsv++agls+xvbnx+=sighted.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
proved ^vbd+vprv++xvbn+=proved
to ^to+vcmp+++=to
be ^vbi++vrb++=be
the ^ati++++=the
British ^jj+atrb+++=British
frigate ^nn+nom+++=frigate
Guerri ^np+++??+=Guerri
re ^in+strn+++=re,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
James ^np++++=James
Dacres ^np+++??+=Dacres
commanding ^vwbg+++xvbg+=commanding.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Guerri ^np+++??+=Guerri
re ^in++++=re
had ^vb+hv+aux++=had
long ^rb++splt++=long
been ^vprf+ben+aux+xvbnx+=been
