# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
wind ^nn++++=wind
worrying ^vwbg+++xvbg+=worrying
the ^ati++++=the
stovepipe ^nn+++??+=stovepipe,
, ^zz++++=EXTRAWORD
rain ^nn++++=rain
upon ^in++++=upon
sod ^nn++++=sod,
, ^zz++++=EXTRAWORD
the ^ati++++=the
quarrel ^nn++++=quarrel
of ^in++++=of
coyotes ^nns+++??+=coyotes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
long ^jj++++=long,
, ^zz++++=EXTRAWORD
level ^nn++++=level
roar ^nn++++=roar
of ^in++++=of
corn ^nn++++=corn
in ^in++++=in
an ^at++++=an
August ^nr++++=August
gale ^nn++++=gale?
? ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
somehow ^rb++++=somehow
she ^pp3a+pp3+++=she
made ^vbd+++xvbnx+=made
me ^pp1o+pp1+++=me
understand ^vb+vprv+++=understand
that ^tht+vcmp+++=that
sound ^jj++++=sound
might ^md+pos+++=might
contain ^vb++++=contain
proportion ^nn+nom+++=proportion,
, ^zz++++=EXTRAWORD
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
even ^rb++++=even
mercy ^nn++++=mercy.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
at ^rb++++=at
last ^rb"++++=last
I ^pp1a+pp1+++=I
escaped ^vbd+++xvbnx+=escaped
as ^ql++++=as
I ^pp1a+pp1+++=I
then ^rn+tm+++=then
thought ^nn+++xvbn+=thought
of ^in++++=of
it ^pp3+it+++=it
to ^in++++=to
school ^nn++++=school
in ^in++++=in
Lincoln ^np++++=Lincoln,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterward ^rb++++=afterward
to ^in++++=to
the ^ati++++=the
university ^nn+nom+++=university
and ^cc++++=and
the ^ati++++=the
East ^np+pl+++=East,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
carried ^vbd+++xvbnx+=carried
with ^in++++=with
me ^pp1o+pp1+++=me
more ^rbr++++=more
of ^in++++=of
her ^pp$+pp3+++=her
defeated ^vbd+++xvbn+=defeated
instruction ^nn+nom+++=instruction
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew.
. ^zz++++=EXTRAWORD
On ^in++++=On
Thursday ^nr++++=Thursday
morning ^nn++++=morning
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
station ^nn+nom+++=station
early ^jj++++=early.
. ^zz++++=EXTRAWORD
The ^ati++++=The
western ^nn++++=western
train ^vb++++=train
arrived ^vbd+++xvbn+=arrived
under ^in++++=under
a ^at++++=a
roof ^nn++++=roof
of ^in++++=of
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
emitting ^jj+atrb++xvbg+=emitting
passengers ^nns+nom+++=passengers
in ^in++++=in
successive ^jj+atrb+++=successive
gusts ^nns++++=gusts:
: ^zz++++=EXTRAWORD
commercial ^jj+atrb+++=commercial
men ^nns++++=men
with ^in++++=with
leather ^nn++++=leather
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
women ^nns++++=women
shepherding ^vwbg+++xvbg+=shepherding
children ^nns++++=children,
, ^zz++++=EXTRAWORD
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
immigrants ^nns+nom+++=immigrants,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
people ^nns++++=people
stunned ^vwbn+++xvbn+=stunned
by ^in++++=by
travel ^nn++++=travel.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
failed ^vbd+++xvbnx+=failed
at ^rb++++=at
first ^rb"++++=first
to ^to++++=to
recognize ^vbi+vprv+tht0++=recognize
my ^pp$+pp1+++=my
aunt ^nn++++=aunt.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
descended ^vprf+++xvbnx+=descended
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
her ^pp3o+pp3+++=her
and ^cc++++=and
stood ^vpsv++agls+xvbn+=stood
beside ^in+pl+++=beside
a ^at++++=a
pillar ^nn++++=pillar,
, ^zz++++=EXTRAWORD
guarding ^nvbg+++xvbg+=guarding
a ^at++++=a
battered ^jj+atrb++xvbn+=battered
telescope ^nn++++=telescope
valise ^nn++++=valise
with ^in++++=with
one ^cd1++++=one
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
appeared ^vbd+seem++xvbnx+=appeared
smaller ^jjr++++=smaller
than ^in++++=than
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
that ^dt+dem+++=that
the ^ati++++=the
immense ^jj+atrb+++=immense
country ^nn++++=country
behind ^rp+pl+++=behind
her ^pp3o+pp3+++=her
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
enlarged ^vprf+++xvbnx+=enlarged
her ^pp$+pp3+++=her
in ^in++++=in
my ^pp$+pp1+++=my
childish ^jj+atrb+++=childish
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
a ^at++++=a
man ^nn++++=man's
's ^vbz+bez+vrb++0=EXTRAWORD
brown ^jj+atrb+++=brown
overcoat ^nn++++=overcoat,
, ^zz++++=EXTRAWORD
too ^ql++++=too
broad ^jj++++=broad
in ^in++++=in
the ^ati++++=the
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
too ^ql++++=too
short ^jj++++=short
at ^rb++++=at
the ^ati++++=the
wrists ^nns++++=wrists,
, ^zz++++=EXTRAWORD
over ^in++++=over
a ^at++++=a
purple ^jj+atrb+++=purple
dress ^nn++++=dress
trimmed ^vbd+++xvbn+=trimmed
with ^in++++=with
black ^jj+atrb+++=black
braid ^nn++++=braid.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
bonnet ^nn++++=bonnet,
, ^zz++++=EXTRAWORD
crushed ^xvbn+++xvbn+=crushed
by ^in++++=by
two ^cd++++=two
nights ^nns++++=nights
in ^in++++=in
the ^ati++++=the
train ^nn++++=train,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
secured ^vpsv++agls+xvbnx+=secured
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
chin ^nn++++=chin
by ^in++++=by
green ^jj+atrb+++=green
ribbons ^nns++++=ribbons
of ^in++++=of
a ^at++++=a
shade ^nn++++=shade
ordinarily ^rb++++=ordinarily
found ^vbd+vprv++xvbn+=found
in ^in++++=in
cheap ^jj+atrb+++=cheap
confectionery ^nn+nom+++=confectionery.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
black ^jj+atrb+++=black
cotton ^np++++=cotton
glove ^nn++++=glove
covered ^vbd+++xvbn+=covered
her ^pp3o+pp3+++=her
left ^vbd+++xvbn+=left
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
the ^ati++++=the
right ^nn++++=right
was ^vbd+bedz+vrb++=was
bare ^jj+pred+++=bare
and ^cc+phrs+++=and
grasped ^jj+++xvbn+=grasped
a ^at++++=a
rolled ^jj+atrb++xvbn+=rolled
newspaper ^nn+nom+++=newspaper,
, ^zz++++=EXTRAWORD
a ^at++++=a
lunch ^vb++++=lunch
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
claim ^nn++++=claim
checks ^nns++++=checks.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
shocked ^vbd+++xvbn+=shocked
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
seamed ^vpsv++agls+xvbnx+=seamed
and ^cc+phrs+++=and
darkened ^vpsv++agls+xvbn+=darkened
until ^cs+sub+++=until
the ^ati++++=the
skin ^nn++++=skin
resembled ^vbd+++xvbn+=resembled
leather ^nn++++=leather
repeatedly ^rb++++=repeatedly
soaked ^jj+++xvbn+=soaked
and ^cc+phrs+++=and
dried ^jj+++xvbn+=dried.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cheeks ^nns++++=cheeks
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
in ^in+strn+++=in;
; ^zz++++=EXTRAWORD
the ^ati++++=the
upper ^jjb+atrb+++=upper
lip ^nn++++=lip
was ^vbd+bedz+aux++=was
drawn ^vpsv++agls+xvbnx+=drawn
and ^cc++++=and
colorless ^jj++++=colorless;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
eyelid ^nn+++??+=eyelid
drooped ^vbd+++xvbn+=drooped
from ^in++++=from
an ^at++++=an
inflammation ^nn+nom+++=inflammation
contracted ^vbd+++xvbn+=contracted,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
later ^rbr+tm+++=later
explained ^vbd+vpub++xvbn+=explained,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
nursing ^nn++++=nursing
a ^at++++=a
sick ^jj+atrb+++=sick
calf ^nn++++=calf
in ^in++++=in
a ^at++++=a
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
her ^pp3o+pp3+++=her
pale ^nn++++=pale
gray ^np++++=gray
eyes ^nns++++=eyes
remained ^vbd+++xvbn+=remained
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
me ^pp1o+pp1+++=me
there ^ex+pex+++=there
passed ^vprf+++xvbn+=passed
through ^rp++++=through
them ^pp3o+pp3+++=them
a ^at++++=a
light ^jj++++=light
so ^ql++++=so
swift ^np++++=swift
and ^cc++++=and
youthful ^jj++++=youthful
that ^cs+sub+++=that
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
musician ^nn++++=musician
of ^in++++=of
the ^ati++++=the
daguerreotype ^nn++++=daguerreotype
imprisoned ^vwbn+++xvbn+=imprisoned
within ^in++++=within
this ^dt+dem+++=this
weather ^nn++++=weather-beaten
- ^zz++++=EXTRAWORD
beaten ^jj+atrb++xvbn+=EXTRAWORD
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
" ^zz++++="Julian,"
julian ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kissed ^vbd+++xvbn+=kissed
me ^pp1o+pp1+++=me
shyly ^rb+cnj+++=shyly,
, ^zz++++=EXTRAWORD
smelling ^vbg+nom++xvbg+=smelling
of ^in++++=of
wool ^nn++++=wool,
, ^zz++++=EXTRAWORD
wood ^nn++++=wood
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
apples ^nns++++=apples
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
in ^in++++=in
her ^pp$+pp3+++=her
basket ^nn++++=basket.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
parcels ^nns++++=parcels
and ^cc++++=and
made ^vbd+++xvbn+=made
some ^dti++++=some
foolish ^jj+atrb+++=foolish
remark ^nn++++=remark
about ^in++++=about
her ^pp$+pp3+++=her
having ^xvbg+++xvbg+=having
brought ^xvbn+++xvbn+=brought
provisions ^nns++++=provisions
enough ^qlp++++=enough
for ^in++++=for
an ^at++++=an
Arctic ^jj+atrb+++=Arctic
expedition ^nn+nom+++=expedition.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
were ^vbd+bed+aux++=were
delayed ^vpsv++agls+xvbnx+=delayed
once ^rb+tm+++=once
near ^in+pl+++=near
Creston ^np+++??+=Creston,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered
seriously ^rb++++=seriously.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
Caleb ^np+++??+=Caleb
thought ^vbd+++xvbn+=thought
there ^ex+pex+++=there
might ^md+pos+++=mightn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
meals ^nns++++=meals
on ^in++++=on
the ^ati++++=the
train ^nn++++=train."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
cab ^nn++++=cab
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
anxiously ^rb++++=anxiously
at ^in++++=at
the ^ati++++=the
traffic ^nn++++=traffic,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
with ^in++++=with
pleasure ^nn++++=pleasure
or ^cc++++=or
curiosity ^nn+nom+++=curiosity,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
the ^ati++++=the
strained ^jj+atrb++xvbn+=strained
attention ^nn+nom+++=attention
of ^in++++=of
one ^cd1++++=one
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
remember ^nn+nom+++=remember
something ^pn++++=something
omitted ^vbd+++xvbn+=omitted.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
left ^vbd+++xvbnx+=left
instructions ^nns+nom+++=instructions
about ^in++++=about
the ^ati++++=the
red ^jj+atrb+++=red
cow ^nn++++=cow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
kept ^vpsv++agls+xvbnx+=kept
from ^in++++=from
the ^ati++++=the
west ^np+pl+++=west
lot ^nn++++=lot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wire ^nn++++=wire's
's ^$++++=EXTRAWORD
down ^rp++++=down
by ^in++++=by
the ^ati++++=the
creek ^nn++++=creek."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
doubt ^nn++++=doubt
Uncle ^nn++++=Uncle
Caleb ^np+++??+=Caleb
will ^md+prd+++=will
attend ^vb++++=attend
to ^in++++=to
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
might ^md+pos+++=might
not ^xnot++not++=not
notice ^nn++++=notice.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Ruth ^np+++??+=Ruth
forgets ^vbz++++=forgets
the ^ati++++=the
salt ^nn++++=salt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
calves ^nns++++=calves
scour ^vb++++=scour
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
get ^vb++++=get
too ^ql++++=too
much ^ap++++=much
skim ^nn++++=skim
milk ^nn++++=milk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
pause ^nn++++=pause
she ^pp3a+pp3+++=she
touched ^vbd+++xvbnx+=touched
my ^pp$+pp1+++=my
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wrote ^vbd+vprv+tht0+xvbnx+=wrote
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
flour ^nn++++=flour
bin ^&fw++++=bin."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
body ^nn++++=body
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
Boston ^np++++=Boston,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
governing ^jj+atrb++xvbg+=governing
part ^nn++++=part
of ^in++++=of
her ^pp$+pp3+++=her
still ^rb++++=still
moved ^vbd+++xvbn+=moved
through ^in++++=through
sheds ^nns++++=sheds
and ^cc++++=and
pens ^nns++++=pens,
, ^zz++++=EXTRAWORD
counting ^nvbg+++xvbg+=counting
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
measuring ^vbg+++xvbg+=measuring
meal ^nn++++=meal,
, ^zz++++=EXTRAWORD
testing ^nvbg+++xvbg+=testing
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
in ^in++++=in
my ^pp$+pp1+++=my
comfortable ^jj+atrb+++=comfortable
rooms ^nns++++=rooms
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
at ^rb++++=at
first ^rb"++++=first
be ^vb+be+aux++=be
persuaded ^vpsv++agls+xvbnx+=persuaded
to ^to+vcmp+++=to
remove ^vbi++++=remove
the ^ati++++=the
overcoat ^nn++++=overcoat.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
valise ^nn++++=valise
at ^rb++++=at
her ^pp3o+pp3+++=her
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
fire ^nn++++=fire
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+aux++=were
burning ^vbg+++xvbgx+=burning
wood ^npl++++=wood
needed ^vwbn+++xvbn+=needed
elsewhere ^rb++++=elsewhere.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
my ^pp$+pp1+++=my
landlady ^nn++++=landlady
brought ^vbd+++xvbn+=brought
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
aunt ^npt++++=aunt
gathered ^vbd+++xvbn+=gathered
the ^ati++++=the
crumbs ^nns++++=crumbs
carefully ^rb++++=carefully
into ^in++++=into
her ^pp$+pp3+++=her
palm ^np++++=palm
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
the ^ati++++=the
leaves ^nns++++=leaves
might ^md+pos+++=might
be ^vb+be+aux++=be
dried ^vpsv++agls+xvbnx+=dried
and ^cc+phrs+++=and
used ^vbd+++xvbn+=used
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
legal ^jj+atrb+++=legal
business ^nns+nom+++=business
occupied ^vbd+++xvbn+=occupied
Friday ^nr++++=Friday
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon
the ^ati++++=the
inheritance ^nn+nom+++=inheritance,
, ^zz++++=EXTRAWORD
after ^in++++=after
fees ^nns++++=fees,
, ^zz++++=EXTRAWORD
amounted ^j+++xvbn+=amounted
to ^to++++=to
less ^ql++++=less
than ^cs+sub+++=than
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
her ^pp$+pp3+++=her
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
accepted ^vbd+vprv++xvbnx+=accepted
this ^dt+dem+++=this
without ^in++++=without
complaint ^nn++++=complaint.
. ^zz++++=EXTRAWORD
On ^in++++=On
our ^pp$+pp1+++=our
way ^nn++++=way
home ^nr++++=home
we ^pp1a+pp1+++=we
passed ^vbd+++xvbn+=passed
a ^at++++=a
bill ^nn++++=bill
announcing ^vwbg+++xvbg+=announcing
a ^at++++=a
Saturday ^nr++++=Saturday
afternoon ^nn++++=afternoon
concert ^nn++++=concert
devoted ^vbd+++xvbn+=devoted
to ^in++++=to
Wagner ^np++++=Wagner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
name ^nn++++=name
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me
with ^in++++=with
the ^ati++++=the
force ^nn++++=force
of ^in++++=of
a ^at++++=a
summons ^nn++++=summons.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
a ^at++++=a
rain ^nn++++=rain-soaked
- ^zz++++=EXTRAWORD
soaked ^jj+atrb++xvbn+=EXTRAWORD
evening ^nn++++=evening
in ^in++++=in
Nebraska ^np+++??+=Nebraska
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
finding ^vbg+++xvbg+=finding
an ^at++++=an
old ^jj+atrb+++=old
newspaper ^nn+nom+++=newspaper
wrapped ^vbd+++xvbn+=wrapped
around ^rp++++=around
lamp ^nn++++=lamp
wicks ^nns+++??+=wicks,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
smoothed ^vprf+++xvbnx+=smoothed
it ^pp3+it+++=it
and ^cc++++=and
read ^vb+vprv++xvbn+=read
aloud ^rb++++=aloud
a ^at++++=a
notice ^nn++++=notice
of ^in++++=of
a ^at++++=a
performance ^nn+nom+++=performance
of ^in++++=of
*tannh ^nn+++??+=*Tannh
user* ^nn+++??+=user*.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
midway ^rb+cnj+++=midway,
, ^zz++++=EXTRAWORD
carried ^j+++xvbn+=carried
the ^ati++++=the
paper ^nn++++=paper
to ^in++++=to
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vbd+++xvbn+=stood
there ^rn+pl+++=there
long ^rb++++=long
after ^cs+sub+++=after
the ^ati++++=the
light ^nn++++=light
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bought ^vbd+++xvbnx+=bought
two ^cd++++=two
seats ^nns++++=seats.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
first ^od++++=first
embarrassed ^jj+++xvbn+=embarrassed,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
alarmed ^jj+++xvbn+=alarmed.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
suitable ^jj++++=suitable,
, ^zz++++=EXTRAWORD
Julian ^np++++=Julian."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
yourself ^ppl+pp2+++=yourself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
glanced ^vbd+++xvbnx+=glanced
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
purple ^jj+atrb+++=purple
skirt ^nn++++=skirt,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
which ^whp+rel+pied++=which
years ^nns++++=years
of ^in++++=of
alterations ^nns+nom+++=alterations
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
a ^at++++=a
geography ^nn++++=geography
of ^in++++=of
seams ^nns++++=seams.
. ^zz++++=EXTRAWORD
" ^zz++++="Folks
folks ^nns++++=EXTRAWORD
here ^rn+pl+++=here
dress ^vb++++=dress
different ^jj++++=different."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
truth ^nn++++=truth
of ^in++++=of
this ^dt+pdem+++=this
had ^vb+hv+aux++=had
already ^rb++splt++=already
troubled ^vprf+++xvbnx+=troubled
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
observed ^vprf+++xvbnx+=observed,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
shameful ^jj+atrb+++=shameful
exactness ^nns+nom+++=exactness,
, ^zz++++=EXTRAWORD
the ^ati++++=the
white ^jj+atrb+++=white
thread ^nn++++=thread
at ^rb++++=at
her ^pp3o+pp3+++=her
cuff ^nn++++=cuff,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stain ^nn++++=stain
upon ^in++++=upon
her ^pp$+pp3+++=her
bonnet ^nn++++=bonnet
ribbon ^nn++++=ribbon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
heavy ^jj+atrb+++=heavy
farm ^nn++++=farm
shoes ^nns++++=shoes
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
tread ^vb++++=tread
unevenly ^jj++++=unevenly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
imagined ^vbd+vprv++xvbnx+=imagined
the ^ati++++=the
glances ^nns+nom+++=glances
of ^in++++=of
women ^nns++++=women
in ^in++++=in
velvet ^nn++++=velvet
and ^cc++++=and
men ^nns++++=men
accustomed ^vbd+++xvbn+=accustomed
to ^to++++=to
judging ^vbg+++xvbg+=judging
by ^in++++=by
surfaces ^nns++++=surfaces;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
I ^pp1a+pp1+++=I
despised ^vbd+++xvbnx+=despised
them ^pp3o+pp3+++=them
in ^in++++=in
advance ^nn+nom+++=advance,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
innocent ^jj++++=innocent
of ^in++++=of
their ^pp$+pp3+++=their
judgment ^nn+nom+++=judgment.
. ^zz++++=EXTRAWORD
Gratitude ^nn++++=Gratitude
and ^cc++++=and
vanity ^nn++++=vanity
contended ^vwbn+vpub++xvbn+=contended
in ^in++++=in
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanity ^nn++++=vanity,
, ^zz++++=EXTRAWORD
even ^rb++++=even
defeated ^vwbn+++xvbn+=defeated,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
its ^pp$+it+++=its
stain ^nn++++=stain.
. ^zz++++=EXTRAWORD
On ^in++++=On
Saturday ^nr++++=Saturday
she ^pp3a+pp3+++=she
permitted ^vbd+++xvbnx+=permitted
my ^pp$+pp1+++=my
landlady ^nn++++=landlady
to ^in++++=to
press ^nn++++=press
her ^pp$+pp3+++=her
dress ^nn++++=dress
and ^cc++++=and
lend ^vb++++=lend
her ^pp3o+pp3+++=her
a ^at++++=a
plain ^nn++++=plain
black ^jj+atrb+++=black
mantle ^nn++++=mantle.
. ^zz++++=EXTRAWORD
At ^rb++++=At
one ^cd1++++=one
o'clock ^rb++++=o'clock
we ^pp1a+pp1+++=we
drove ^vbd+++xvbn+=drove
to ^to+vcmp+++=to
the ^ati++++=the
concert ^nn++++=concert
hall ^npl++++=hall
through ^in++++=through
a ^at++++=a
clear ^jj+atrb+++=clear,
, ^zz++++=EXTRAWORD
cold ^jj+atrb+++=cold
brilliance ^nn+nom+++=brilliance.
. ^zz++++=EXTRAWORD
