Old ^jj+atrb+++=Old
yellow ^nn++++=yellow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
lanes ^nns++++=lanes
wound ^vbd+++xvbn+=wound
among ^in++++=among
them ^pp3o+pp3+++=them
like ^in++++=like
pale ^nn++++=pale
string ^nn++++=string.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
gripped ^vbd+++xvbn+=gripped
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
machine ^nn++++=machine.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
proper ^jj+atrb+++=proper
fear ^nn++++=fear
of ^in++++=of
height ^nn++++=height
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
never ^rb++++=never
before ^cs+sub+++=before
had ^vb+hv+vrb++=had
the ^ati++++=the
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
acquire ^vbi++++=acquire
one ^pn++++=one.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
was ^vbd+bedz+vrb++=was
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
From ^in++++=From
up ^rp++++=up
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+++=see
just ^rb+emph+++=just
how ^wrb+who+++=how
much ^ap++++=much
work ^nn++++=work
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
eastern ^jj+atrb+++=eastern
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
field ^nn++++=field.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
also ^rb++splt++=also
see ^vb+vprv+++=see
the ^ati++++=the
scar ^nn++++=scar
the ^ati++++=the
aeroplane ^nn++++=aeroplane
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
through ^in++++=through
the ^ati++++=the
crop ^nn++++=crop.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Habbage ^np+nom+++=Habbage
would ^md+prd+++=would
count ^vb++++=count
every ^at++++=every
root ^nn++++=root
and ^cc++++=and
argue ^vb+vpub+++=argue
over ^in++++=over
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
the ^ati++++=the
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
machine ^nn++++=machine
rose ^vbd+++xvbn+=rose
into ^in++++=into
thin ^jj+atrb+++=thin
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
Moisture ^nn++++=Moisture
blew ^vbd+++xvbn+=blew
into ^in++++=into
Sam ^np++++=Sam's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
world ^nn++++=world
vanished ^vbd+++xvbn+=vanished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
white ^jj+atrb+++=white
brilliance ^nn+nom+++=brilliance,
, ^zz++++=EXTRAWORD
engine ^nn++++=engine
thunder ^nn++++=thunder
and ^cc++++=and
the ^ati++++=the
shaking ^jj+atrb++xvbg+=shaking
framework ^nn++++=framework
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
wondered ^vbd+vprv++xvbn+=wondered
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
carried ^vbd+++xvbn+=carried
to ^in++++=to
the ^ati++++=the
Kingdom ^nn+nom+++=Kingdom
of ^in++++=of
Heaven ^nn++++=Heaven.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
unlikely ^jj++++=unlikely.
. ^zz++++=EXTRAWORD
Heaven ^nn++++=Heaven,
, ^zz++++=EXTRAWORD
as ^in++++=as
described ^nn++++=described
by ^in++++=by
the ^ati++++=the
rector ^nn++++=rector,
, ^zz++++=EXTRAWORD
contained ^jj+atrb++xvbn+=contained
music ^nn++++=music,
, ^zz++++=EXTRAWORD
robes ^nns++++=robes
and ^cc++++=and
a ^ap++++=a
great ^ap"++++=great
many ^ap"++++=many
persons ^nns++++=persons
with ^in++++=with
clean ^jj+atrb+++=clean
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
been ^vprf+ben+aux+xvbnx+=been
said ^vpsv++agls+xvbnx+=said
about ^in++++=about
petrol ^nn++++=petrol
fumes ^nns++++=fumes.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
had ^vb+hv+aux++=had
not ^xnot++not++=not
finished ^vprf+++xvbn+=finished
his ^pp$+pp3+++=his
bread ^nn++++=bread
and ^cc++++=and
cheese ^nn++++=cheese.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
out ^rp+pl+++=out
above ^in+pl+++=above
the ^ati++++=the
cloud ^nn++++=cloud
into ^in++++=into
sunlight ^nn++++=sunlight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sky ^nn++++=sky
was ^vbd+bedz+vrb++=was
tremendous ^jj+pred+++=tremendous
and ^cc+phrs+++=and
empty ^jj++++=empty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
machine ^nn++++=machine
flew ^vbd+++xvbn+=flew
eastward ^rb+cnj+++=eastward,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
south ^np+pl+++=south,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
coast ^nn++++=coast
appeared ^vbd+seem++xvbn+=appeared
below ^rb++++=below:
: ^zz++++=EXTRAWORD
a ^at++++=a
hard ^jj+atrb+++=hard
bright ^jj+atrb+++=bright
edge ^nn++++=edge
where ^wrb+who+++=where
England ^np++++=England
ended ^vbd+++xvbn+=ended
and ^cc++++=and
the ^ati++++=the
sea ^nn++++=sea
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
recognized ^vwbn+vprv++xvbn+=recognized
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it
from ^in++++=from
Yarmouth ^np++++=Yarmouth
beach ^nn++++=beach
in ^in++++=in
1889 ^cd+date+++=1889,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
not ^xnot++not++=not
thought ^nn+++xvbn+=thought
much ^ap++++=much
of ^in++++=of
it ^pp3+it+++=it
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
air ^nn++++=air
it ^pp3+it+++=it
appeared ^vbd+seem++xvbn+=appeared
bigger ^jjr++++=bigger
but ^cc++++=but
no ^at++++=no
more ^rbr++++=more
useful ^jj++++=useful.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
neither ^dt++neg++=neither
fences ^nns++++=fences
nor ^cc++neg++=nor
crops ^nns++++=crops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nowhere ^rb+pl+++=nowhere
to ^to++++=to
sit ^vbi++++=sit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
German ^nn++++=German
turned ^vbd+++xvbn+=turned
and ^cc+phrs+++=and
shouted ^vbd+vpub++xvbn+=shouted
something ^pn++++=something.
. ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^xvbn+++xvbn+=called
Sam ^np++++=Sam.
. ^zz++++=EXTRAWORD
The ^ati++++=The
German ^nn++++=German
shouted ^vbd+vpub++xvbn+=shouted
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
" ^zz++++="Oi
oi ^uh++++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
hear ^vb+vprv+++=hear
a ^at++++=a
word ^nn++++=word!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sam ^np++++=Sam
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
conversation ^nn+nom+++=conversation
continued ^vbd+++xvbn+=continued
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
without ^in++++=without
improving ^xvbg+++xvbg+=improving
the ^ati++++=the
understanding ^jj+++xvbg+=understanding
of ^in++++=of
either ^dtx++++=either
man ^nn++++=man.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
flew ^vbd+++xvbnx+=flew
over ^in++++=over
ships ^nns++++=ships
that ^tht+rel+subj++=that
looked ^vprf+++xvbn+=looked
like ^in++++=like
chips ^nns++++=chips
of ^in++++=of
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
black ^jj+atrb+++=black
puffs ^nns++++=puffs
in ^in++++=in
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
German ^nn++++=German
changed ^vbd+++xvbn+=changed
direction ^nn+nom+++=direction
and ^cc++++=and
climbed ^vbd+++xvbn+=climbed.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
supposed ^vwbn+vprv+tht0+xvbn+=supposed
somebody ^pn++++=somebody
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
shoot ^vbi++++=shoot
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
regarded ^vbd+++xvbnx+=regarded
as ^ql++++=as
unnecessary ^jj+atrb+++=unnecessary
interference ^nn+nom+++=interference.
. ^zz++++=EXTRAWORD
A ^at++++=A
second ^od++++=second
aeroplane ^nn++++=aeroplane
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
chased ^j+++xvbn+=chased
them ^pp3o+pp3+++=them
for ^in++++=for
ten ^cd++++=ten
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappeared ^vpsv++agls+xvbn+=disappeared
into ^in++++=into
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
Sam ^np++++=Sam
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
it ^pp3+it+++=it
clearly ^rb++++=clearly
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
opened ^vprf+++xvbnx+=opened
his ^pp$+pp3+++=his
food ^nn++++=food
tin ^nn++++=tin
and ^cc++++=and
was ^vbd+bedz+aux++=was
attempting ^vbg+++xvbgx+=attempting
to ^to+vcmp+++=to
prevent ^vbi++++=prevent
an ^at++++=an
onion ^nn++++=onion
from ^in++++=from
escaping ^nn++++=escaping
over ^in++++=over
the ^ati++++=the
side ^nn++++=side.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ate ^vbd+++xvbnx+=ate
his ^pp$+pp3+++=his
bread ^nn++++=bread
and ^cc++++=and
cheese ^nn++++=cheese.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wind ^nn++++=wind
took ^vbd+++xvbn+=took
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
crumbs ^nns++++=crumbs,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
onion ^nn++++=onion
stayed ^vbd+++xvbn+=stayed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
offered ^vbd+++xvbnx+=offered
none ^pn++++=none
to ^in++++=to
the ^ati++++=the
pilot ^nn++++=pilot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^npl++++=sea
ended ^vbd+++xvbn+=ended
beneath ^rb++++=beneath
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another
country ^nn++++=country
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
poor ^jj++++=poor-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
country ^nn++++=country
from ^in++++=from
the ^ati++++=the
first ^rb++++=first.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fields ^nns++++=fields
were ^vbd+bed+aux++=were
torn ^vpsv++agls+xvbnx+=torn,
, ^zz++++=EXTRAWORD
villages ^nns+nom+++=villages
broken ^vbd+++xvbn+=broken,
, ^zz++++=EXTRAWORD
roads ^nns++++=roads
scarred ^vbd+++xvbn+=scarred
and ^cc++++=and
woods ^npl++++=woods
reduced ^vwbn+++xvbn+=reduced
to ^to++++=to
splintered ^vbi++++=splintered
sticks ^nns++++=sticks.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
flew ^vbd+++xvbnx+=flew
farther ^rbr++++=farther
inland ^jjb++++=inland,
, ^zz++++=EXTRAWORD
the ^ati++++=the
green ^jj+atrb+++=green
earth ^nn++++=earth
gave ^vbd+++xvbn+=gave
way ^nn++++=way
to ^in++++=to
a ^at++++=a
brown ^jj+atrb+++=brown
confusion ^nn++++=confusion
of ^in++++=of
trenches ^nns++++=trenches,
, ^zz++++=EXTRAWORD
shell ^nn++++=shell
holes ^nns++++=holes,
, ^zz++++=EXTRAWORD
abandoned ^jj+atrb++xvbn+=abandoned
carts ^nns+++??+=carts,
, ^zz++++=EXTRAWORD
roofless ^jj+atrb+++=roofless
houses ^nns++++=houses
and ^cc++++=and
muddy ^jj+atrb+++=muddy
tracks ^nns++++=tracks.
. ^zz++++=EXTRAWORD
Smoke ^nn++++=Smoke
rose ^vbd+++xvbn+=rose
everywhere ^rb++++=everywhere.
. ^zz++++=EXTRAWORD
Flashes ^nns++++=Flashes
sprang ^vbd+++xvbn+=sprang
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
ground ^nn++++=ground;
; ^zz++++=EXTRAWORD
moments ^nns+nom+++=moments
later ^rbr+tm+++=later
came ^vbd+++xvbn+=came
distant ^jj+atrb+++=distant
blows ^nns++++=blows
of ^in++++=of
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
peered ^vbd+++xvbn+=peered
over ^in++++=over
the ^ati++++=the
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="Want
want ^vb++++=EXTRAWORD
drainin ^nn+++??+=drainin',"
'," ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
aeroplane ^nn++++=aeroplane
descended ^vbd+++xvbn+=descended
behind ^in+pl+++=behind
the ^ati++++=the
German ^jj+atrb+++=German
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
ran ^vbd+++xvbn+=ran
into ^in+ppvb+++=into
view ^nn++++=view.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
grey ^np++++=grey
uniforms ^nns++++=uniforms,
, ^zz++++=EXTRAWORD
pointed ^jj+atrb++xvbn+=pointed
helmets ^nns++++=helmets,
, ^zz++++=EXTRAWORD
motor ^nn++++=motor
lorries ^nns++++=lorries,
, ^zz++++=EXTRAWORD
stacked ^jj+atrb++xvbn+=stacked
shells ^nns++++=shells
and ^cc++++=and
sheds ^nns++++=sheds
covered ^vbd+++xvbn+=covered
with ^in++++=with
camouflage ^nn+nom+++=camouflage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
machine ^nn++++=machine
struck ^vbd+++xvbn+=struck
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
bounced ^j+++xvbn+=bounced
several ^ap++++=several
times ^nns++++=times
and ^cc++++=and
stopped ^vpsv++agls+xvbn+=stopped
beside ^in+pl+++=beside
a ^at++++=a
row ^nn++++=row
of ^in++++=of
hangars ^nns+++??+=hangars.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
climbed ^vbd+++xvbn+=climbed
out ^rp+pl+++=out
stiffly ^rb+cnj+++=stiffly,
, ^zz++++=EXTRAWORD
still ^rb++++=still
holding ^vbg+vprv+tht0+xvbg+=holding
his ^pp$+pp3+++=his
hoe ^vb++++=hoe.
. ^zz++++=EXTRAWORD
A ^at++++=A
group ^nn++++=group
of ^in++++=of
soldiers ^nns+nom+++=soldiers
gathered ^vbd+++xvbn+=gathered
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
they ^pp3a+pp3+++=they
laughed ^vbd+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
one ^cd1++++=one
saw ^vbd+vprv+tht0+xvbn+=saw
his ^pp$+pp3+++=his
face ^nn++++=face
and ^cc++++=and
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
called ^jj+++xvbn+=called
an ^at++++=an
officer ^nn++++=officer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
officer ^npt++++=officer
approached ^vbd+++xvbn+=approached,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
at ^rb++++=at
Sam ^nn++++=Sam
and ^cc++++=and
uttered ^vbd+++xvbn+=uttered
the ^ati++++=the
same ^ap++++=same
name ^nn++++=name
as ^in++++=as
the ^ati++++=the
pilot ^nn++++=pilot.
. ^zz++++=EXTRAWORD
" ^zz++++="Jouperts!"
jouperts ^nns+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gates,"
gates ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sam ^nn++++=Sam.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pilot ^nn++++=pilot
spoke ^vbd+++xvbn+=spoke
rapidly ^rb++++=rapidly
in ^in++++=in
German ^nn++++=German.
. ^zz++++=EXTRAWORD
The ^ati++++=The
officer ^npt++++=officer
listened ^vbd+++xvbn+=listened,
, ^zz++++=EXTRAWORD
glanced ^j+++xvbn+=glanced
at ^rb++++=at
Sam ^nn++++=Sam,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vpsv++agls+xvbn+=laughed
with ^in++++=with
great ^jj+atrb+++=great
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
pink ^nn++++=pink,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well-fed
- ^zz++++=EXTRAWORD
fed ^vwbn+++xvbn+=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
a ^at++++=a
waxed ^jj+atrb++xvbn+=waxed
moustache ^nn++++=moustache
and ^cc++++=and
boots ^nns++++=boots
polished ^jj++++=polished
beyond ^in++++=beyond
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
" ^zz++++="So!"
so ^ql++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
in ^in++++=in
English ^nn++++=English.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
remarkable ^jj+pred+++=remarkable."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
the ^ati++++=the
same ^ap++++=same."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Same
same ^ap++++=EXTRAWORD
as ^ql++++=as
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
same ^ap++++=same
as ^ql++++=as
Paul ^np++++=Paul
Jouperts ^np+++??+=Jouperts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
he ^pp3a+pp3+++=he
look ^vb++++=look
like ^in++++=like
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
his ^pp$+pp3+++=his
misfortune ^nn++++=misfortune."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
More ^ql++++=More
officers ^nns+nom+++=officers
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
led ^vbd+++xvbnx+=led
Sam ^nn++++=Sam
to ^in++++=to
a ^at++++=a
wooden ^jj+atrb+++=wooden
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
his ^pp$+pp3+++=his
hoe ^vb++++=hoe,
, ^zz++++=EXTRAWORD
searched ^j+++xvbn+=searched
his ^pp$+pp3+++=his
pockets ^nns++++=pockets
and ^cc++++=and
placed ^vbd+++xvbn+=placed
the ^ati++++=the
contents ^nns++++=contents
upon ^in++++=upon
a ^at++++=a
table ^nn++++=table:
: ^zz++++=EXTRAWORD
a ^at++++=a
clasp ^nn++++=clasp
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
a ^at++++=a
clay ^nn++++=clay
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
tobacco ^nn++++=tobacco
crumbs ^nns++++=crumbs,
, ^zz++++=EXTRAWORD
two ^cd++++=two
nails ^nns++++=nails,
, ^zz++++=EXTRAWORD
string ^nn++++=string,
, ^zz++++=EXTRAWORD
a ^at++++=a
smooth ^jj+atrb+++=smooth
pebble ^nn++++=pebble,
, ^zz++++=EXTRAWORD
a ^at++++=a
farthing ^nn++++=farthing,
, ^zz++++=EXTRAWORD
three ^cd++++=three
buttons ^nns++++=buttons
and ^cc++++=and
the ^ati++++=the
remaining ^jj+atrb++xvbg+=remaining
onion ^nn++++=onion.
. ^zz++++=EXTRAWORD
A ^at++++=A
thin ^jj+atrb+++=thin
officer ^npt++++=officer
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
onion ^nn++++=onion
suspiciously ^rb++++=suspiciously.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
mine ^nn++++=mine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sam ^nn++++=Sam.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
purpose ^nn++++=purpose?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Purpose?
purpose ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
eat ^vb++++=eat
' ^zz++++='un."
un ^&fw++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
officer ^npt++++=officer
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
down ^rp++++=down.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
photographed ^vbd+++xvbnx+=photographed
Sam ^nn++++=Sam
from ^in++++=from
the ^ati++++=the
front ^jjb++++=front
and ^cc++++=and
side ^nn++++=side.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
measured ^vbd+++xvbnx+=measured
his ^pp$+pp3+++=his
height ^nn++++=height,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
his ^pp$+pp3+++=his
ears ^nns++++=ears
and ^cc++++=and
argued ^vpsv++agls+xvbn+=argued
over ^in++++=over
his ^pp$+pp3+++=his
whiskers ^nns+nom+++=whiskers.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
them ^pp3o+pp3+++=them
pulled ^vbd+++xvbn+=pulled
at ^rb++++=at
the ^ati++++=the
whiskers ^nns+nom+++=whiskers
to ^to++++=to
see ^vbi+vprv+++=see
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
false ^jj+pred+++=false.
. ^zz++++=EXTRAWORD
" ^zz++++="Leave
leave ^vb++++=EXTRAWORD
hold ^nn++++=hold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Sam ^np++++=Sam.
. ^zz++++=EXTRAWORD
" ^zz++++="Oi
oi ^uh++++=EXTRAWORD
grew ^vbd+++xvbn+=grew
them ^pp3o+pp3+++=them
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
the ^ati++++=the
pink ^jj++++=pink-faced
- ^zz++++=EXTRAWORD
faced ^xvbn+++xvbn+=EXTRAWORD
officer ^npt++++=officer
sat ^vbd+++xvbn+=sat
opposite ^jj++++=opposite
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
your ^pp$+pp2+++=your
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Samuel
samuel ^np++++=EXTRAWORD
Gates ^nns++++=Gates."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
English ^jj+pred+++=English?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
fetched ^vbd+++xvbn+=fetched
me ^pp1o+pp1+++=me
from ^in++++=from
Norfolk ^np++++=Norfolk,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
occupation ^nn+nom+++=occupation?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tarnips,
tarnips ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
mostly ^rb++++=mostly.
. ^zz++++=EXTRAWORD
Swedes ^nn++++=Swedes
come ^vb++++=come
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
Beans ^nns++++=Beans
when ^wrb+who+++=when
called ^jj+++xvbn+=called
for ^in+strn+++=for."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
