prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv
llm,ai,4000_story_0920_llm.txt,37.5,4.7,5586,4.3,16.1,61.9,15.2,1.8,3.8,1.6,18.6,11.5,1.1,1.4,0.5,5.5,0.2,0,1.6,4.3,14.1,0.7,1.8,276.6,83.1,37.8,98.5,61.2,13.4,0.5,2,0.9,2,39.6,6.6,8.6,34.9,7.3,3.8,2.5,4.5,2.3,1.6,3,6.6,0.5,4.7,6.1,2.3,2,5,10.4,28.1,11.8,2.3,3.4,69.3,95.1,2.1,178.1,8.1,0.9,0.2,3.8,1.1,2,0.5,0.4,0.2,0,0,0,0,0,0.5,0.2,0.7,1.1,0.5,0,0.2,0.4,0,0,0.2,0.2,0.4,2.3,1.1,7.3,0.5,0,7.9,3,0.5,3.8,3.9,1.1,0.7,0,0,0,0,0,5.2,2.1,1.8,6.8,24.5,2.1,3.6,7.3,4.1,2,1.6,2,1.3,0.9,1.4,39,26,14.9,1.8,4.7,9.8,6.8
llm,ai,4000_story_0921_llm.txt,39.5,4.5,5290,5.1,23.4,57.3,18.9,1.5,1.5,0.6,27.6,9.1,0.6,0.9,0.4,2.1,0.9,0.4,1.1,3.6,13.2,0.8,1.9,279.2,90.2,34.4,95.5,56,10.6,1.3,1.9,1.1,1.9,23.1,8.7,11.7,34.6,6.4,8.3,0.4,1.5,0.6,1.9,2.8,5.5,0.8,4.5,6.6,0.4,2.6,3.2,12.5,24.2,10.8,1.9,4.3,65.2,102.5,2.5,166.4,2.8,1.9,0,1.1,0.4,2.3,2.3,0.2,0,0,0,0.2,0,0,0.4,0.8,0.9,0.4,0.8,0,0.6,0,0,0,0,0.6,0.2,1.5,0.9,6,0.2,0.2,6.4,3.2,0.6,3.8,3.2,0.4,0.2,0,0,0.2,0.2,0,12.3,2.6,1.3,9.1,22.5,4,5.1,12.3,1.9,1.9,0.6,1.3,0.8,0.6,0.8,37.1,13.2,16.6,0.6,4.9,9.1,5.3
llm,ai,4000_story_0922_llm.txt,37,4.7,4269,2.8,7.5,47.1,6.1,0,1.6,1.6,6.6,10.1,1.2,0.9,0.2,2.8,0.2,0.5,0,7.5,17.3,0.5,1.4,254.4,99.3,41.2,86.4,55.5,19.2,3.5,3.3,2.1,1.6,49,5.6,7.7,30.9,8,8.2,1.6,1.2,0.7,4.2,4.2,15.5,1.9,5.2,7.5,4.2,3.5,3.7,16.4,28.6,22.5,0.5,8.9,67.2,68.2,1.2,150.9,4.5,0.5,0.2,1.9,0.9,3,1.2,0.2,0.2,0,0,0,0,0.2,0.5,0,0.7,1.4,0.7,0,0,0.2,0,0.2,0.7,0.5,0.2,0.5,0.7,7,0.5,0.2,7.7,3.3,0.5,4.5,1.9,0,0.2,0,0,0,0,0,10.1,4.9,2.8,11.7,11.7,2.1,5.4,5.2,0.5,1.6,1.4,0.5,0.7,1.4,0.2,25.3,12.9,18.7,3,3.3,7,6.3
llm,ai,4000_story_0924_llm.txt,34.8,4.7,6729,3,0.4,32.2,1.9,0.3,0.9,1.9,29,15,0.9,0.6,0.4,2.8,0.4,1.3,0.6,6.5,18.4,0.1,1,249.8,106.4,49.3,89.9,25.6,17.4,2.4,4.3,1.6,3.6,43.7,8.6,9.8,32.7,7.1,2.7,1.2,1.3,0.6,2.8,3.7,10.1,1,3.4,10.1,3.1,4.8,4.2,9.8,34,14.6,0.7,8.3,82.8,56.5,0.7,141,4.8,1.5,0.1,2.1,0.6,2.2,1.9,0,0,0,0,0,0,0,0.4,0.4,0.6,1,0.9,0,0.9,0.1,0,0,0.6,0,0,0.7,0.6,6.8,0,0,6.8,3.4,1,5.1,1.3,0,0.3,0,0,0,0,0,11,4.3,4.5,9.7,13.1,4.6,8.8,17.2,0.9,2.4,1,1.9,0,2.4,1.6,21.1,14,17.5,2.1,8.5,15.3,4.3
llm,ai,4000_story_0925_llm.txt,31.3,4.7,5999,2.3,5.3,59,6.5,0,3.5,0.5,6.5,20,1.2,3.5,0.2,3.5,0.3,0.2,0.7,9.5,21.8,0.8,2,240.2,99.5,37.3,73.7,45.5,17,2.8,6.2,1.3,1,42.7,3.8,8.2,30.5,9,5,2.2,2,1.2,2.5,4.2,9.2,1.2,4,8.5,5,2.7,5.2,15.7,36.8,14.3,1.5,10.3,81,58.5,1.2,149.7,3.2,1.8,0.3,3.5,0.3,1.7,1.8,0,0.3,0,0,0.3,0,0,0.5,0.5,0.3,0.8,1.2,0,0.3,0,0,0,0.3,0.2,0,1.5,1.2,7.3,0.3,0.3,8,3.3,0.3,4,2.8,0.2,0,0,0,0,0,0,8.8,3.3,2.5,14,19.5,2,5,9.8,0.7,1.8,2.7,1,0,0.8,1.2,17.7,19,21.3,0.3,8.5,11,2.8
llm,ai,4000_story_0926_llm.txt,32.5,4.6,2423,1.7,2.9,22.7,0.4,0.4,0.8,0.8,0.8,6.6,0.4,2.5,0,2.5,0,0.8,0,3.7,16.1,0,1.2,266.6,90,33.8,120.9,74.7,12.4,0,2.9,0.8,3.3,31.8,9.5,14.4,31.4,5.8,1.7,1.7,2.1,0.4,2.1,2.5,8.3,0.4,5,3.7,2.9,2.9,2.9,5.8,27.7,13.6,0,3.7,59,75.9,0.8,167.6,7.8,0.8,0,1.2,0.8,1.2,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.8,0.8,0,0,0,0,0,1.2,0,0,1.2,0.8,5.8,0,0,5.8,2.5,0,3.7,2.1,0.4,0,0,0,0,0.4,0,56.5,3.3,2.1,10.3,27.7,1.2,5.8,7.8,2.5,2.1,2.5,3.7,0,0.4,0.8,36.3,9.1,14.9,2.5,6.2,8.7,7.8
llm,ai,4000_story_0928_llm.txt,37.3,4.4,7148,3.2,11.8,46.9,13.4,1.3,2.7,1.1,17.3,17.5,2,0.7,0.7,3.9,0.4,1.1,1.1,6.3,8.3,0.4,1.7,244.4,86.2,33.6,110,69.8,14.5,1.1,2.7,0.7,2.5,31.9,6.9,13.3,33.4,7.3,5.2,1.5,3.8,1.7,0.8,3.1,6.4,1.5,4.1,6,2.2,2.7,4.1,13.2,21.3,12,1.5,4.5,59,100.6,2,171.2,4.6,0.8,0.1,1.3,1.4,3.1,1.8,0,0.1,0,0,0,0,0.4,0,0.3,1.4,1.1,1.4,0,0.6,0,0.3,0.1,0.7,0.1,0,1.3,1,7.6,0.1,0.4,8.1,4.2,1,5.9,2.4,0.1,0.6,0,0,0,0,0,10.4,3.4,0.7,8.5,21.8,2.9,2.5,8.5,5,1.4,5,2,0.4,0.7,0.1,34.8,17.5,16.9,1.4,5.9,12.6,5.9
llm,ai,4000_story_0929_llm.txt,37.5,4.5,3639,4.4,8.5,32.7,3,0.3,0.8,1.1,7.4,20.1,0.8,0.3,1.1,3.8,0.8,0.3,0.5,4.1,7.1,1.1,2.5,248.7,90.7,35.7,122.6,69.8,14.6,1.4,1.1,0,3.8,23.1,6,13.7,40.7,8.2,5.5,1.1,2.2,0,1.1,3.6,2.7,0.5,1.9,9.3,1.4,2.5,2.5,9.6,22.8,5.2,1.6,2.5,72.5,80.2,0.5,175.6,7.7,0.8,0,2.7,1.1,1.9,1.6,0,0,0,0,0,0,0,0.8,0,2.5,1.4,0.5,0,0.3,0,0,0,0.5,0,0,0.3,0.8,7.4,0,0,7.4,5.2,0.3,6,1.1,0.8,0.3,0,0,0,0,0.3,8,2.2,1.1,6.6,26.7,3.6,2.7,5.5,3.6,2.2,1.1,3,0.5,1.1,0,36.3,14.8,17,1.9,7.4,12.9,6
llm,ai,4000_story_0931_llm.txt,35.8,4.5,4496,1.6,9.1,27.1,0.7,0.4,1.1,0.2,10.9,14.9,0.4,0.2,0.9,4,0.9,0,0.2,2.2,12.7,0,1.6,280,102.5,46.9,105.4,60.5,13.8,0.7,1.8,0.4,2.9,32,5.3,11.1,35.1,6.2,2,1.8,0.7,0.7,0.9,2.9,4,0.9,6,5.3,2.2,1.6,4.4,4.9,21.8,10.9,0.2,2.9,77.8,72.1,1.6,154.4,3.8,1.8,0.2,0.9,0.9,0.9,2.4,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.4,1.6,0,0.2,0,0,0,0,0,0.2,1.3,0.4,5.1,0,0.2,5.3,2.7,0.2,2.9,2,0.4,0,0,0,0,0,0,11.3,1.6,1.1,7.3,19.1,1.6,4.2,10.2,1.3,2.2,1.6,2.7,0.7,1.1,0.7,29.8,14.5,11.6,0.7,7.3,10.2,5.3
llm,ai,4000_story_0932_llm.txt,36.5,4.4,3768,3.7,21.8,43.8,8.2,0.8,3.5,0.3,17,10.4,2.7,0.3,0,5,0.5,0.8,0.5,8.5,7.7,0.3,2.9,267.8,88.9,34,114.1,57.3,13.5,0.5,2.1,1.1,4,31.1,6.6,15.1,29.7,5.8,6.4,3.2,1.9,1.3,2.4,4.8,4.2,0.5,4.5,5,1.6,1.6,5.8,16.2,18.8,9.3,0.8,3.7,64.5,82.5,1.6,176.5,6.6,1.1,0,1.9,0.3,2.4,2.1,0,0,0,0,0,0,0.3,0,0.3,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0.3,1.3,1.3,6.6,0,0.3,6.9,1.9,0.5,2.4,2.9,0.3,0.3,0,0,0,0,0.5,9.3,2.9,2.4,7.7,14.1,1.1,2.4,9.6,1.6,2.9,1.9,1.6,0,3.5,0.8,35.6,22.8,19.4,1.6,5.3,15.1,8
llm,ai,4000_story_0935_llm.txt,37.8,4.7,3333,1.2,3.6,26.4,1.5,0,0.6,0.6,26.7,19.5,0.9,0,0,3.6,1.2,0.3,0.3,7.2,14.7,0.6,1.8,286.2,95.1,42.6,114,36.6,10.5,0.9,0,0.3,3.3,33,6.3,9,32.1,3.3,2.1,0.9,0.9,0.6,0.3,2.4,6.6,0.9,6.9,9.6,0.6,1.8,4.5,9.9,28.5,14.4,0.9,1.2,75,64.8,1.2,161.4,3,1.8,0,0.3,0,0.9,1.2,0,0,0,0,0,0,0,0,0.3,1.2,0,0.6,0,0,0,0,0,0.3,0.3,0.3,0.6,1.5,2.4,0,0,2.4,2.1,0,2.4,2.7,0,0.3,0,0,0,0,0,8.1,2.1,0.9,7.2,24,3.3,5.1,10.2,1.5,2.4,1.2,3,0.3,0.6,0.3,27.9,11.4,7.5,0.6,9.6,9.6,6
llm,ai,4000_story_0936_llm.txt,35.8,4.7,5811,2.8,2.1,42.3,4.1,0.2,2.6,1,28.7,16,1.2,1.4,0.5,4.5,0.2,0.7,0.3,5.5,14.6,0.5,1.5,260.7,87.9,43,97.7,33.9,17,0.9,2.9,1,2.4,47.7,4.6,7.7,32.7,8.3,4.3,2.6,2.6,1,4,4.1,8.6,1.9,5.2,4.6,4.3,3.4,4,10.8,25.6,15.7,0.9,4.8,74.9,66.8,2.2,157.3,6,0.7,0.2,1.9,1.5,2.4,2.6,0.2,0,0,0,0.2,0.2,0,0.2,0,1,1.5,1.5,0.2,0,0,0,0,0.3,0.3,0.2,0.5,2.4,8.4,0.2,0.3,8.9,4.3,0.2,4.8,3.4,0,0,0.2,0,0,0,0.2,13.4,5.7,1.7,7.6,16.5,1.9,2.6,10.3,2.9,2.1,2.9,1.4,0.7,1,1.5,27.7,15,16.9,2.6,8.1,13.1,6.2
llm,ai,4000_story_0938_llm.txt,35.5,4.3,2561,2,25.8,63.3,11.3,2,2.3,0,32,14.8,0.8,0.4,0,2,1.2,0.8,2,1.6,15.6,0.4,1.6,265.9,85.9,36.7,95.3,58.6,12.9,0.4,3.1,0.4,1.2,29.7,5.9,9.8,26.9,5.5,9.8,2.3,2.7,0,1.6,3.9,2.7,0.8,5.1,2.3,0,1.6,5.9,11.3,22.3,8.6,2.3,3.9,68.7,101.9,3.5,172.6,4.3,0,0,1.2,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0.8,0,0,0,0.8,0,0,0.8,0.4,2.3,0,0,2.3,1.2,0.8,2.7,1.2,0.4,0.4,0,0,0,0,0,8.6,2.7,3.5,6.2,19.9,2,4.3,5.5,3.1,3.1,2.7,2.3,1.6,0.8,0.4,34.4,19.1,13.7,3.1,6.6,9.4,5.9
llm,ai,4000_story_0939_llm.txt,36.3,4.7,2380,2.5,12.2,35.7,8,0,0.8,1.7,8,11.8,0.8,1.3,0.8,6.7,0.4,0.8,0.8,5.5,10.9,0,4.2,277.7,97.1,35.3,116.4,56.7,15.5,0,1.3,0.4,2.5,39.5,10.1,17.6,30.7,3.8,3.8,1.3,2.5,0.8,1.3,2.5,5.9,1.3,2.5,6.3,0.8,1.7,3.4,10.1,23.5,9.7,0.8,1.7,68.5,72.7,1.7,173.9,9.7,0,0,1.3,0,1.3,1.3,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.4,0,0,0,0,0,0,0,0,0.4,0.4,3.8,0,0,3.8,1.7,0,1.7,0.8,1.3,0,0,0,0,0,0,6.7,1.7,0,6.3,23.1,2.9,4.6,12.6,5.9,1.7,0.4,2.5,0,0.8,0,41.6,14.3,13.9,0,7.1,11.3,5.9
llm,ai,4000_story_0943_llm.txt,36,4.6,4488,3.3,12.3,38.8,10,1.3,2.5,0.7,14,11.8,0.4,0.2,0.2,3.1,0.9,0.7,0.9,4,12.7,0.7,2.5,271.4,93.1,38.8,109.6,61.1,14,1.1,3.8,0.7,2.7,33.9,5.8,14,34.3,7.1,6.2,2.2,2.9,0.7,1.8,4,4,1.1,4.7,4.2,2.5,1.8,5.3,10.9,22.7,9.8,1.6,5.6,72.2,85.1,2.5,169.3,7.6,0.7,0.2,2.2,0.9,1.8,1.3,0,0.2,0,0,0.2,0.2,0,0,0.7,0.7,1.3,0.9,0,0.4,0.2,0,0,0.4,0,0,2.2,1.3,6.2,0.2,0.4,6.9,3.6,0.7,4.7,3.6,0.4,0.4,0,0,0,0,0.7,11.4,3.6,2.7,8.9,15.2,1.8,5.6,6.5,1.3,2,3.8,2.9,1.1,0,0,34.5,16,17.8,2,5.3,13.1,5.8
llm,ai,4000_story_0945_llm.txt,38.5,5.1,5353,0.2,0.4,34.2,0.2,0.2,1.3,0,12.3,13.5,0.4,1.1,0.2,1.9,0.6,0.2,0,3,13.1,0.6,1.1,312,104.2,53.4,85.6,21.7,8.8,2.2,3.7,0.6,3.5,53.1,6.4,13.3,30.1,5.8,2.2,1.1,1.9,1.3,1.1,3,6.9,1.9,7.3,5.8,1.9,2.6,2.1,6.5,25.4,16.1,0.6,6.5,82.9,34.2,1.7,146.1,5.6,0.7,0.2,0.7,0.2,0.7,1.5,0.2,0,0,0,0,0,0,0,0.4,0,0.4,0.9,0,0.4,0,0,0,0.6,0.2,0,1.3,0.7,3.2,0.2,0,3.4,1.7,0.4,2.6,2.2,0,0.2,0,0.2,0,0,0,10.8,3.7,1.5,9.7,28,3.7,4.9,8.8,0.7,3.4,1.5,2.2,0.4,1.9,1.1,25,12,9.3,0.9,5.8,12,4.7
llm,ai,4000_story_0951_llm.txt,32.8,4.7,3841,3.9,17.2,45.8,12,0.8,2.6,1.8,16.4,12.2,1.8,2.3,0.5,6.8,0,0.5,2.1,6.5,7.8,1,1.8,277.5,77.6,35.7,107,66.4,15.4,1.3,1.8,0.3,2.9,30.5,6.2,8.1,37.8,9.6,7.6,0.3,1.6,2.9,2.9,3.6,5.7,1,2.9,4.4,0.8,4.2,6.8,16.9,19,9.6,3.1,3.4,59.6,94.8,3.1,170,8.3,0.5,0,2.3,1,1,2.1,0,0,0,0,0,0,0.3,0.3,0.3,2.1,0.8,0.5,0,0.5,0,0,0,0.3,1.6,0,3.1,0.3,6.5,0,0.3,6.8,3.9,0.5,4.7,4.9,0.8,1,0,0,0,0,0,12.5,3.1,2.6,8.3,19,3.6,4.2,4.2,1.8,2.3,0.8,2.9,0.3,1.3,1,32,19.3,19,1.6,4.7,10.9,6.2
llm,ai,4000_story_0952_llm.txt,35,4.5,3788,2.6,25.6,50.4,10.8,0.3,1.8,1.6,13.5,47.5,0.3,0.3,0,4.5,0.5,1.3,0.5,5.8,9.2,0,3.4,275.9,87.1,29.3,111.9,33.8,13.7,0.8,1.8,0.5,2.4,23.2,6.9,9.8,35.6,6.6,4,1.8,0,1.8,4.2,2.6,6.9,0.8,5.5,4.5,1.8,3.2,2.6,11.6,16.4,13.2,0.5,3.2,52.8,58.1,1.1,176.9,5,0.8,0,1.3,0.8,2.1,0.8,0,0,0,0,0.8,0,0.3,0.3,0,0.5,1.1,0.5,0,0.3,0.3,0,0,0,0.5,0.3,1.8,0.8,5,0,1.1,6.1,2.4,0.5,2.9,3.4,0.8,0,0,0,0,0,0,24.8,4.2,2.9,5.8,18.7,2.4,5.3,8.4,0.8,1.8,0.8,0.3,0.8,0.5,0.8,35.4,31.9,12.1,1.6,4,10.6,6.9
llm,ai,4000_story_0953_llm.txt,35.3,4.6,4195,2.9,20.7,48.9,19.5,0.2,3.3,2.6,16.9,15.3,0.7,1.4,0,3.8,0,1.9,1.2,3.1,4.8,0.5,1.4,262.2,88.4,34.3,106.8,60.1,14.3,1.2,1.7,0.5,2.6,31.2,4.5,8.6,38.1,7.2,5.2,1.9,2.1,0.7,2.4,6.4,6.2,1,6.2,4.5,2.1,4.1,5.2,9.1,15.5,13.3,1.7,3.3,62.2,96.5,2.4,171.4,9.3,1,0,3.6,0,0.2,2.1,0,0,0,0,0,0,0.2,0.2,0.2,1,0.7,1.4,0.2,0,0.2,0,0.2,0.2,0.5,0.7,3.1,1.9,6,0,0.2,6.2,3.6,0.7,4.5,6.2,0,0.2,0,0,0,0,0,13.6,4.3,2.6,7.2,26.5,3.6,6.4,7.9,4.3,1.7,1.9,1.2,2.9,1,0.5,36.7,24.8,17.4,3.6,6,10.5,3.8
llm,ai,4000_story_0954_llm.txt,33,4.3,4465,5.6,31.6,69.4,21.1,5.4,5.2,2.2,25.8,19,1.3,1.6,0.2,4.9,0.4,2.9,1.6,5.4,4.5,0.2,2.2,269.4,66.7,29.1,98.8,62.3,8.7,0.9,1.1,0.2,2.7,27.8,9,7.4,39.2,9.6,6.3,2.2,5.8,1.3,2,4.7,4.9,0.7,4.3,4.7,1.1,3.6,6,13,19.3,9.9,1.8,2.2,59.1,109.1,5.4,181.2,5.8,1.3,0,2,1.8,2.5,2.2,0,0,0,0,0,0,0.2,0.7,0,2.2,0.4,0.4,0,0.2,0,0,0,0.7,0.4,0.2,3.1,1.1,8.5,0,0.2,8.7,3.8,0.2,4.7,4.9,0.4,0.2,0,0.2,0,0,0.4,11.4,2.7,2,6.7,19.7,0.4,4.3,8.5,0.7,2.2,0.7,2,0.7,0.9,0,34,26,14.6,0.4,4,10.1,6.7
llm,ai,4000_story_0955_llm.txt,34.3,4.7,5669,4.4,0,46.9,13.2,0.2,2.1,1.4,19.6,14.1,1.2,2.5,0,4.6,0.4,1.1,0.5,4.1,15,0.4,1.4,255.1,85.4,38.3,96.3,52.9,13.4,1.8,2.3,0.7,2.8,43.2,10.2,9,34.4,6.5,6.7,2.8,1.6,1.9,1.6,4.9,7.8,0.9,5.5,7.9,2.1,1.6,6.4,12.7,29.8,14.1,0.9,4.8,69.9,85.7,1.1,162.8,6.7,0.7,0.5,3.2,0.4,1.9,1.4,0.4,0,0,0,0,0.2,0,0.2,0.5,0.7,1.1,0,0.2,0.5,0.2,0,0,0.5,0.5,0.2,1.9,1.9,6.9,0.4,0.2,7.4,2.5,0.9,3.9,4.6,0,0.4,0.2,0,0,0,0,11.8,1.9,0.9,7.9,21.7,2.3,4.4,9.5,2.3,1.6,1.1,0.9,1.1,1.8,0.7,29.8,18,18.3,1.9,3.5,8.3,4.1
llm,ai,4000_story_0957_llm.txt,33.8,4.7,6046,4.3,10.3,59.7,14.4,1.5,4.3,0.3,18.7,14.1,0.7,2.2,0.3,6.8,0.8,0.8,1.8,7.6,11.1,1.7,1.5,261.5,85.8,29.8,95.6,55.1,16.7,2.2,4.3,1.2,0.7,48.1,6.8,8.6,32.3,8.1,6.9,2.6,3.3,0.7,2.2,3.1,7.4,1.5,6,5,3.5,1.7,4.1,15.2,22.2,14.9,3.5,7.6,57.2,88.2,1.8,169.9,5.6,0.7,0.2,2.8,1.5,3,2,0.5,0,0,0,0,0,0,0.7,0.8,2,0.8,0.5,0,0.3,0.3,0,0,0.5,0,0,1.3,1.3,9.3,0.5,0,9.8,4.8,0.7,6,2.6,0.5,0.7,0.3,0,0,0,0,29.1,3.5,1,9.9,15.9,3.3,6.9,13.1,2.3,1.3,1.7,0.5,0.7,0.2,1.2,36.4,23.7,22,3.5,3.5,13.6,4.6
llm,ai,4000_story_0968_llm.txt,35.5,4.6,5300,5.3,1.5,51.9,16,0.8,3.4,0.9,19.1,16.4,1.7,2.3,0.2,4.9,0.4,1.3,1.1,7.5,15.7,0.2,0.9,250.9,90.4,37.5,88.9,54.3,13.4,0.9,4.5,0.2,1.1,34,7,11.3,35.8,8.5,8.7,3.2,3,2.8,2.1,3.8,5.8,0.2,4.5,5.1,4,2.6,6,19.1,27.2,10.6,1.3,5.7,67.4,89.4,1.9,157,7,0.9,0.2,3.4,0.8,3,2.3,0.2,0.2,0,0,0,0,0,0.8,0.4,1.3,0.9,0.4,0,0,0.2,0.2,0,0.8,0.4,0.2,2.3,1.3,9.4,0.4,0,9.8,3.8,0.4,4.9,4.2,0.2,0.4,0,0,0.2,0,0,7,2.8,1.3,8.3,22.6,3.6,4.7,9.2,2.8,1.7,0.9,2.8,0.2,0.4,0.4,31.9,19.4,23.2,1.3,6.8,11.9,4.2
llm,ai,4000_story_0969_llm.txt,36.5,4.8,4833,4.6,6,50.1,6.8,0.6,2.5,1.2,6.4,12.2,1.7,1.2,0.2,6,0.6,0.8,0.6,5.2,16.8,0.6,1.2,288.8,86.7,41.8,99.9,63.3,12.4,1,5.4,1,1,35.2,5.2,8.1,25.2,8.7,5.2,3.5,1.2,0.4,1.2,4.3,6,0.8,4.6,3.3,2.7,2.1,3.9,10.8,23.6,11.4,1.2,7.4,67.9,76.6,3.3,167,5,0.8,0.2,3.5,1,3.1,2.1,0,0.2,0.2,0,0.2,0.2,0.2,0.8,0,1.9,1,0.6,0.2,0,0,0,0,1,0.4,0.4,2.1,1.4,9.7,0.4,0.6,10.8,4.3,0.2,5.6,4.3,0.4,0.6,0,0.2,0,0,0.4,8.7,3.5,1.4,11,18,1,2.5,8.1,1.7,1.2,2.5,1.2,0.2,0.6,0.6,34.8,21.1,20.7,1.4,4.8,9.7,5
llm,ai,4000_story_0972_llm.txt,35.8,4.6,4082,7.1,0.2,62.7,7.3,0.7,3.9,1.2,21.1,10.8,2.7,2.2,0,1.5,0,2.2,0,8.6,28.9,2.2,1.5,247.2,95.5,28.9,73.7,55.4,17.1,2,6.4,1.2,1.2,41.9,6.4,3.4,36.3,10.3,4.7,4.9,2.4,3.7,2.7,5.4,12.2,1.2,2.7,11,8.6,1.5,6.4,16.9,45.8,16.2,2.2,9.6,55.1,83.8,3.7,151.6,4.4,1.2,0.7,6.6,1,3.7,1.5,1,0.2,0,0.2,0,0,0,0.2,0.5,1,0.2,0.7,0,0.5,0.7,0,0,0.2,0,0,0.7,1,12.7,1.2,0.2,14.2,2.7,1.2,4.2,1.7,0.5,0.5,0,0,0,0,0.2,14.5,6.4,4.4,12.2,7.8,2.9,5.4,3.4,3.2,1.2,1.2,1,0,2.2,0.2,24.5,28.7,29.9,1.2,2.2,9.3,2.2
llm,ai,4000_story_0973_llm.txt,35.5,4.4,6400,7.5,3.4,63.9,29.5,2.3,4.5,1.4,33.4,15.9,1.4,2.3,0.2,6.7,0.2,2.2,1.7,5.3,10.5,0.6,1.6,218,74.8,23.3,111.1,75.6,14.2,0.9,2.2,0.3,1.9,30.3,8.8,10.2,36.4,9.7,8,3.1,2.2,2,1.6,1.7,6.1,0.8,4.5,5,2.2,2.5,8.4,15.3,21.9,11.4,2.3,3.4,58.8,138.6,2.5,187.3,6.7,0.6,0.5,2.8,1.9,3.9,2.7,0.3,0.2,0,0,0,0.2,0,0.3,0.6,1.6,1.6,0.6,0,0.2,0.2,0,0.2,1.1,0.6,0,2.5,1.9,11.3,0.5,0.2,11.9,4.7,0.5,6.3,5,0.5,0.8,0,0,0.2,0,0.2,6.9,3.6,2.8,6.4,14.1,1.6,3.1,5.6,2.2,0.8,0.6,0.6,0.6,0.3,0.2,34.5,24.2,27.7,3.3,6.1,9.5,4.8
llm,ai,4000_story_0976_llm.txt,35.8,4.4,3782,4.5,8.5,40.5,14,1.3,1.6,0.8,11.9,12.4,0.3,0.8,0.3,4.5,1.3,1.1,2.1,5.3,11.1,0.8,3.7,253,91.5,33.3,114.8,57.4,15.3,0.3,1.6,1.1,2.6,24.9,8.5,13,37.5,6.3,3.4,3.4,1.9,1.6,1.1,2.9,5.3,0,1.6,7.1,1.3,2.1,4.8,10.3,23.5,6.9,2.9,2.9,70.1,83.3,2.1,164.2,4.5,0.8,0,2.4,0.3,2.4,1.6,0,0,0,0,0,0,0,0.3,0,0.8,0.5,0.8,0,0.3,0,0,0,0.3,0,0,2.6,1.1,6.6,0,0,6.6,2.4,0.3,2.9,3.7,0.8,1.1,0,0,0,0,0.5,10.3,4.5,2.1,12.4,19.3,4,5.8,6.3,2.4,1.9,0.8,2.4,0.3,0,0.3,35.7,17.5,16.1,1.9,6.9,8.7,5.6
llm,ai,4000_story_0979_llm.txt,33.8,4.2,8388,5.4,13.9,72.2,22.9,3,4.6,1.4,24.2,11.4,1.9,1.3,0.5,6.6,0.8,3,1.7,5.4,10.3,1.3,1.7,217.1,77.8,29.7,103.8,83,12,0.5,1.3,0.6,2.7,18.2,8.7,12,38.9,8.2,6.7,1.9,3.1,2.5,1.2,3.6,3,0.7,2.6,5.8,1.7,3.1,6.4,14.5,23.2,6.3,3,2.4,65.7,130.1,2.1,183.7,6,1.9,0.4,3,0.6,1.9,2.5,0.5,0.2,0,0,0,0,0,0.6,0.2,0.6,1.1,1,0.1,0.2,0.2,0.2,0,0.2,0.5,0,3,1.8,8,0.7,0,8.7,3.5,0.8,4.5,5.2,0.7,0.1,0,0,0,0,0.2,9.4,2.6,1.9,8.6,15.4,2,4.6,6.9,1.4,2.6,0.4,0.7,0.6,0.2,0.1,36.6,19.3,19.8,1.7,4.5,11.4,6.3
