prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv
human,human,4000_story_0754.txt,23.8,3.5,4477,0.7,84.2,94.3,9.2,2.5,0,2.5,9.6,3.1,1.3,0,0,1.6,0,0,0,2.2,34.4,0,2.5,433.5,46,43.6,17.2,64.6,3.1,0.4,0.9,0,0,10.1,0.4,4.9,24.8,5.1,0.9,0.4,0.7,0.4,0,0.9,2.7,0.4,1.1,0.7,0,0,0.7,3.6,35.7,4.2,0,1.3,75.5,83.3,0.4,119.5,0,0,0,0,0,0.7,0,0,0.4,0,0,0,0,0,0,0,1.1,0.4,0.2,0,0.7,0,0.2,0.4,0,0,0,0.4,0,0.7,0.4,0,1.1,1.8,1.3,3.1,0.4,0.2,0.7,0,0,0,0,0.4,9.2,0.7,0.2,6.9,19.2,0.2,4,3.6,5.1,3.6,0.7,16.1,3.6,1.6,0,20.5,18.5,12.1,1.3,0.9,5.8,1.1
human,human,4000_story_0755.txt,33,4.1,3541,2.5,8.2,92.1,8.8,2,3.4,3.7,60.2,13.3,1.7,1.4,0.3,6.2,0,2.5,0.6,10.2,20.6,0.8,1.7,249.4,101.4,35.6,15,18.9,9.6,0.3,2,0.3,1.7,41.2,6.2,7.1,22.3,15,9,0.6,4.2,3.1,1.1,2,4,0,0.6,6.2,5.1,1.7,3.1,22.3,34.2,4.5,1.4,2.5,57.9,87.8,5.6,126,7.1,2.3,0.6,1.4,0.8,2.3,0.8,0,0.3,0.3,0.3,0,0,0.3,0.6,0.3,1.7,0.8,0.3,0.3,0.3,0,0,0.3,0.8,0,0,2.3,0.6,5.4,0.6,0.6,6.5,3.7,0.8,5.4,2.8,0.6,0.3,0,0,0,0,0,11.3,3.1,2.3,15.8,7.9,3.4,10.4,3.1,4.2,2.3,1.4,0,2.3,1.7,0.6,29.1,10.7,11.6,0.6,0.6,3.4,5.4
human,human,4000_story_0757.txt,33,4.3,3459,3.5,16.8,62.4,10.4,2.3,1.4,1.4,15.3,9.3,5.2,0.3,0.3,2,0.3,0.3,0.9,4,13.6,0.6,0.9,285.1,94.8,28.6,73.7,55.8,9.8,0.3,0.9,0.3,3.2,42.5,5.5,6.9,33.5,10.7,7.2,0.3,1.4,1.7,1.4,3.2,8.1,0,2.3,4,2.6,1.2,2.9,13,22.5,10.4,1.4,1.4,51.2,81.5,3.2,150.6,5.2,1.7,0,1.4,0.6,3.2,0.6,0,0,0,0,0,0.3,0,0.3,0.3,1.7,0.3,0.3,0.3,1.4,0,0,0,0.9,0,0,0.9,0.3,5.8,0,0.3,6.1,2.9,1.7,5.5,1.2,0,0.6,0.3,0,0.3,0,0,9.3,3.2,1.4,11.9,18.5,9.8,7.2,6.9,3.8,0.6,0,0.3,0.6,0.9,0.6,35.3,20.5,15.3,2,1.4,3.5,4.9
human,human,4000_story_0758.txt,31.5,4.1,3133,5.1,7.7,68,10.9,1.9,2.9,3.5,65.1,10.9,1.3,1,0.3,4.8,0.3,1,0.3,7.3,16.6,1,0.6,211.3,92.9,34.5,71.5,32.9,12.8,0,2.9,0,4.1,42.1,4.1,6.7,31.9,18.8,10.9,0.6,2.6,1.9,3.5,6.7,5.7,0.3,0.6,4.5,5.7,1,5.4,20.1,28.7,6.7,1.3,2.9,59,108.8,3.5,157,10.5,2.9,0,4.8,1,6.1,1.9,0.6,0,0,0,0,0,0,1.6,0,5.1,1,1,0,0.6,1,0,0,0.6,0,0,3.5,0,13.7,0.6,0,14.4,8.6,1.6,10.9,3.5,0,1,0,0,0,0,0.3,8.6,4.5,2.6,8.9,17.9,5.1,6.7,5.1,1,2.6,4.8,0,0.6,0.6,0,30.6,21.4,26.2,1.3,3.2,6.4,5.1
human,human,4000_story_0759.txt,34.8,4,4684,6.8,27.5,73.7,22.4,2.8,4.9,3.4,28.8,15.8,2.6,1.5,0.4,6.6,1.7,1.3,1.3,5.3,22.6,1.1,2.1,231.4,90.9,19,80.9,62.6,7.3,0,0,0.6,1.5,13.9,4.7,11.3,34.2,14.1,7.5,2.6,5.6,1.5,0.2,7.5,5.8,0.4,1.5,4.3,4.1,1.7,4.3,14.3,35.4,7.7,2.3,0.6,45.3,113.8,2.3,168,4.9,1.9,0.4,3.2,0.6,3.4,3.4,0.2,0.4,0,0,0,0.2,0,0.6,0,1.1,3.6,0.4,0,0.4,0.2,0.2,0,0.4,0,0,2.1,0.4,10.7,0.6,0.2,11.5,5.8,0.9,7,2.6,0.4,0.4,0.2,0,0,0,0,1.9,2.8,1.5,8.5,13.2,2.3,4.1,4.1,1.3,1.3,0.6,1.7,0.4,0.6,0,35.4,20.7,20.7,1.7,4.1,7.3,3.8
human,human,4000_story_0760.txt,31.5,3.7,5522,2.5,46,67.2,8.3,4.3,2.7,2.4,13,2.9,1.3,0,0.5,2.7,0.9,0.9,1.1,2.5,30.2,0.4,3.1,330.5,63,23.9,58.7,66.8,10.5,0,0.4,0.4,3.3,11,2.2,8,32.1,13.9,2.5,2.9,1.6,1.1,0.2,2.7,2.7,0.2,2.9,2.7,1.6,0.2,1.6,6.2,37.8,5.8,1.4,0.7,53.4,88.2,0.5,150.9,2.4,1.3,0,2.4,0.2,0.7,0.9,0,0,0,0,0,0.2,0.2,0.5,0.2,0.4,2.2,0,0,0.2,0,0,0,0.2,0,0.2,0.5,0.4,4.2,0,0.4,4.5,3.3,0.2,3.6,1.1,1.1,0.2,0,0,0,0,0.4,9.1,1.1,1.6,10.7,16.5,1.3,5.1,1.3,2.2,0.7,2,1.6,1.3,0.7,0,33,25.5,12.5,1.8,2,9.1,3.3
human,human,4000_story_0761.txt,29.8,3.9,3339,3.6,39.2,89.8,28.5,2.1,6.3,3.9,39.8,18,2.4,0.6,0.9,6.6,4.5,1.5,1.5,6.6,14.4,0.6,3,236.6,77.6,27.9,63.8,41.9,6.6,0.6,0.3,0.3,2.1,12,8.1,9,35.3,10.2,12.9,6,7.8,3.9,1.2,4.8,3,0.9,2.4,5.4,2.1,2.1,3.6,23.4,30.2,6.3,2.1,1.2,53.3,110.2,2.4,169.8,6.3,2.1,0.3,1.2,1.8,1.2,1.5,0.6,0,0,0,0,0,0,0,0.3,1.5,2.7,0.3,0.3,0,0.3,0,0.6,0.6,0.3,0,1.2,3.6,5.7,0.6,0,6.3,4.8,1.2,6.6,5.1,0.9,0.3,1.2,0,0,0,0,8.7,4.2,1.8,9.6,22.2,1.5,8.7,3,3.3,0.6,12.3,0.6,1.2,0,0.3,37.4,29.9,18.6,2.7,1.8,4.8,4.2
human,human,4000_story_0762.txt,30.3,3.9,4618,3.9,31.6,94.8,18,4.5,5,3.9,41.4,16.9,2.4,0.2,0.9,2.4,0,0.6,0.9,4.8,27.5,1.1,1.9,233.7,65.6,15.2,66.5,54.8,8.7,0.9,0.6,0,2.2,12.8,9.5,8.2,45.9,10.2,6.7,1.9,3.9,1.9,1.5,7.6,3.9,0,1.1,3.7,2.4,0.9,5.4,13.4,37.5,5,1.9,1.5,51.8,114.1,6.9,169.6,4.3,1.5,0,2.4,0.2,2.6,1.7,0.6,0,0,0,0,0,0.6,0.4,0,1.5,1.7,0.6,0.2,0.2,0,0.2,0.6,0.6,0.2,0.2,1.9,0.4,6.9,0.6,0.6,8.2,4.3,1.3,6.3,2.8,0.9,0.4,0,0,0,0,0,6.9,2.6,2.4,6.9,8.4,0.4,5.8,0.4,4.8,0.9,0.4,0.9,1.3,1.1,0,38.1,24.5,20.6,1.7,1.3,12.6,5.8
human,human,4000_story_0764.txt,28.8,4.1,4401,4.8,20.9,71.3,18.9,1.4,4.1,3,34.8,16.4,1.8,0.5,2,4.3,0.7,0.9,1.1,6.4,19.1,0.9,2.5,267.2,85.9,22.9,72.3,45.7,8,0,0.5,0.2,0.9,21.6,4.5,13.4,32.7,11.8,10.9,1.8,3.4,1.8,0.7,3.6,5.9,0.5,3.6,4.3,1.8,0.9,1.4,19.1,28.2,10,2,0.7,42,99.3,4.3,165.4,8.4,0.7,0.2,1.4,0.5,3.4,2.3,0.2,0,0.5,0,0,0,0,0.7,0.5,2.3,1.6,0.5,0.2,0.2,0.2,0,0,0.2,0.5,0,2.3,0.9,7.5,0.7,0,8.2,5.5,0.7,6.4,3.6,0.2,0.5,0,0,0,0,0,6.6,1.6,1.4,9.1,25.4,1.8,4.3,5.5,7,1.4,3.6,0.7,0.5,0.5,0,37.5,22.9,23.4,2,3,7,2.5
human,human,4000_story_0766.txt,29.3,4,5309,3.2,18.8,61.8,19.4,1.5,3.6,3.6,27.1,13.8,1.5,0.6,0.6,5.1,0.8,0.9,0.6,6.8,14.7,0.8,1.1,262.4,85,23.4,85.7,50.3,10.9,0.6,0.6,1.5,2.1,15.6,7.7,7.3,33.2,13.2,14.7,3,4.5,3.4,1.3,5.7,7,0.4,1.3,6.6,0.9,1.3,2.8,24.9,28.4,8.7,1.3,2.6,40.9,96.8,3,162.9,7.5,1.1,0,1.9,1.1,1.1,1.5,0.4,0,0,0,0,0.4,0.2,0.6,1.3,2.1,0.6,0.9,0,0.9,0.2,0,0,0.2,0.4,0,2.4,1.3,5.7,0.4,0.6,6.6,5.5,1.1,6.8,4.1,0.4,0.9,0.6,0,0,0,0,13.2,1.9,2.3,14.1,17.9,2.1,7.7,6.2,4.5,1.3,1.9,0.2,0.2,1.3,0.2,32.4,36,23,1.1,2.1,5.8,2.1
human,human,4000_story_0767.txt,30,4.6,4535,0.9,1.8,36.6,9,0.7,3.1,1.5,12.1,11.2,0.9,0.4,1.3,3.7,0.9,1.1,1.3,2,33.5,0,1.5,250.5,120,45.9,65.7,58.4,11.2,1.5,4.2,0.9,1.5,36.8,6.8,3.3,39.5,7.3,3.3,0.9,2,1.8,2.9,6.4,7.9,1.1,1.5,5.7,1.3,1.5,4,7.1,43.2,10.6,1.3,6.6,77.6,79.6,1.3,114.9,5.5,1.3,0,1.5,0.4,0,0.7,0,0,0,0,0.2,0,0,0.4,0.7,0,0.4,0.9,0,0.7,0,0,0,0.7,0.4,0.2,1.3,0.7,2.6,0,0.2,2.9,2.4,0.7,3.7,2.6,0,0.2,0.2,0,0,0,0,9,2.9,4.2,9.5,16.5,0.9,5.1,2.2,1.1,2,0.9,1.5,1.3,1.1,0.4,20.5,7.9,9.3,1.3,3.1,5.3,1.8
human,human,4000_story_0768.txt,35.3,4,4334,4.4,8.1,59.8,20.8,1.2,5.8,2.5,28.6,18.5,1.8,0.2,1.4,6,0.5,1.8,1.6,5.1,17.5,1.6,1.8,175.1,88.8,34.1,79.6,84.9,21.7,0,1.6,0.5,3.7,23.3,12,9.9,50.5,12.2,8.5,0.5,2.8,1.8,3.5,5.8,6.7,0.7,1.4,6.7,3.5,1.2,6.7,15.5,30.9,8.8,3.2,2.1,64.8,134.3,4.2,153.7,3.2,5.5,0,2.5,2.1,1.6,1.4,0.5,0,0,0,0,0,0,0,0,0.9,1.4,0.7,0,0.5,0,0,0.2,0.9,0,0,3.7,0.2,7.6,0.5,0,8.1,3,0.7,4.6,3.9,0.2,0.7,0,0,0,0,0,12.7,1.8,2.5,11.3,12,2.1,6.5,6.2,2.5,3.7,3,1.4,0.7,1.6,0,33,8.5,20.5,1.6,1.8,10.4,5.3
human,human,4000_story_0769.txt,33.3,4.4,3340,3.9,1.8,27.2,1.5,0,1.8,3.6,43.1,7.5,1.2,0.9,0,3.6,0.9,0.3,0.3,4.5,14.1,2.4,1.5,235.3,129.3,41.6,70.1,60.2,22.5,2.1,3,1.5,3.9,31.7,5.4,8.4,40.4,7.8,2.1,1.5,0.6,0.6,4.5,5.4,6,0.3,2.1,10.5,3,1.2,2.1,7.2,29.9,8.4,2.7,6.6,78.1,104.8,2.4,115,6.6,3.3,0.9,1.8,0.9,2.7,1.5,0.9,0,0,0,0,0,0,0.3,0.6,1.2,0.3,0.6,0,0.6,0.3,0,0.3,0.6,0,0,2.7,0.6,6.9,0.9,0,7.8,3,1.2,4.8,3.3,0,1.2,0,0,0,0,0,5.4,3.3,0.6,7.5,14.7,2.1,9,6.9,2.4,1.2,2.4,2.4,0.6,0.3,0,27.2,7.8,19.5,0,4.5,5.7,1.5
human,human,4000_story_0774.txt,32.5,4.2,4849,4.7,22.7,59.6,14.2,1.4,4.1,3.7,23.9,10.3,0.4,0.8,0.8,6.2,0.2,2.7,1.2,5.4,18.1,1,2.3,213,98.2,30.7,82.7,85.8,13.2,0.8,3.5,0.2,3.3,21.4,5.2,9.5,45.4,15.7,10.5,1.9,2.3,2.5,3.9,4.3,7.6,0.2,2.3,8.5,3.1,1.9,2.9,18.4,33,10.1,2.3,4.5,64.5,123.9,4.9,161.1,9.1,1.9,0,2.9,1.2,2.7,3.1,0.6,0,0,0,0,0.2,0,0.6,1.4,2.7,0.6,1.9,0,0.4,0.4,0,0.2,0.2,0.2,0,6.4,1,9.9,0.6,0.2,10.7,7.2,1,8.5,7.6,1,1.9,0.2,0,0,0,1,7.8,3.7,2.7,12.4,14.4,1.6,6.6,5.6,2.5,2.1,3.3,0.8,2.1,0,0.6,43.9,11.1,24.3,1.2,2.3,10.9,3.7
human,human,4000_story_0775.txt,33.8,4.2,3854,5.4,8.3,48.8,4.7,1,3.4,2.6,33.7,13,1.3,0.5,0.8,6.7,1.8,1.3,0.5,4.7,23.6,1.8,1.8,219,101.2,43.3,82,43.1,12.7,0.8,1.6,0.5,2.9,12.7,4.2,20.2,53.2,12.2,3.1,1.8,1.8,2.9,3.1,4.7,3.6,0.3,1.8,7.5,3.9,1.8,3.6,10.6,36.3,5.7,2.3,2.9,69.5,81.5,2.1,149.5,6,4.2,0.5,4.2,1.3,2.1,2.1,0,0.5,0,0,0.3,0,0,0.5,0.8,1.8,1.6,0.3,0.3,0.3,0,0.3,0.3,0.8,0.5,0,5.7,2.1,9.6,0.5,0.3,10.4,4.9,1,6.7,8.3,3.9,0.8,0.3,0,0.3,0,1.3,8.8,1.8,1,7,22.1,3.9,4.9,11.2,2.9,6.5,3.1,2.9,0.5,0.5,0,39.4,10.6,18.7,0.3,4.7,7,4.4
human,human,4000_story_0776.txt,30.8,4.5,4808,3.7,2.7,28.9,2.7,0.4,2.5,3.5,2.9,16.6,1,1,0.2,4.4,0.8,1.7,0.4,3.5,13.7,0.2,2.5,213.4,117.3,37.2,76.7,86.9,17.7,2.3,4.4,1.7,6.4,33.9,4,5.2,42.8,16,2.5,1.2,0.8,1.7,2.7,5.2,6,1.2,2.3,10.4,4.6,2.3,5.4,7.7,32.4,9.6,0.6,8.3,76.1,92.6,2.7,128.7,7.5,2.5,0,1,1.7,2.7,2.5,0,0,0,0,0,0.2,0.6,0.2,0.2,1.7,0.2,2.1,0.2,1.5,0,0,0.4,0.4,0,0.4,3.7,0.4,7.9,0,0.8,8.7,4.4,2.1,6.9,4.6,1,0.8,0,0,0,0,0.6,9.2,4.8,3.7,13.7,9.4,1.2,8.9,5,3.7,2.5,0.6,1,0.2,0.6,0,26,7.1,16.6,2.5,5.6,6.9,2.7
human,human,4000_story_0777.txt,31.8,4.3,4754,2.9,2.7,20.6,1.3,0.2,2.3,3.8,45.6,14.1,0,0.8,0,6.1,2.1,2.1,0.2,2.9,17,0.8,2.9,221.1,130,40.6,74.5,43.1,15.6,1.5,3.4,1.5,5,22.3,2.9,10.9,45.6,14.9,1.1,0.2,1.1,1.3,1.7,5.3,7.6,0.8,2.3,6.9,3.6,3.2,2.7,5.3,30.9,10.7,1.1,6.3,73.8,90,1.7,121.6,8.2,3.6,0.2,1.3,1.3,2.9,2.7,0.2,0,0,0,0,0,0.2,0.2,0.2,1.1,0.6,2.9,0.2,0.8,0,0,0,0.4,0,0.2,3.8,0.8,8.2,0.2,0.2,8.6,5,1.1,6.5,4.8,0.4,0.6,0,0.2,0,0,0,9.7,3.6,2.7,10.9,15.4,2.7,8.6,8.4,5,4,3.6,0.8,1.1,0.6,0.4,21.9,4.6,19.6,0.8,4,10.1,1.9
human,human,4000_story_0778.txt,37.8,4.5,4468,3.1,0.9,30.9,2.2,0.4,1.3,3.8,2.9,15.9,1.6,0,0,2.9,1.6,2.2,0.2,5.4,14.1,0.2,2.2,218.2,120.4,37.6,80.1,102.3,18.8,2.5,4.3,1.6,4.5,33.1,5.1,6.7,47.9,13.4,5.4,2.5,1.3,2.7,3.8,8.5,6,1.3,2.2,7.8,6.5,4,5.4,13.4,27.8,9.6,0.4,8.3,70.3,107.4,2.5,132.9,7.6,1.8,0.2,2.2,2.9,2,1.8,0.7,0.2,0,0,0.2,0,0.4,0.7,0.4,1.3,0.9,1.1,0,0.2,0,0,0.2,0.4,0,0,6.5,1.6,9,0.9,0.7,10.5,4.5,0.4,5.4,8.1,0.2,0.9,0,0,0,0,0.9,14.8,5.1,4.5,11.2,12.1,2.5,6,6.7,3.6,1.8,2.2,0,0.2,0.2,1.1,28.9,10.1,18.1,1.6,4.5,9,3.1
human,human,4000_story_0779.txt,32,4.2,3307,5.7,16,67.1,13.9,3,3.9,5.7,18.7,14.8,2.7,1.2,1.2,5.1,0.9,5.4,0.3,7.6,26.3,0.9,2.7,209.3,101.6,33.6,67.1,69.2,9.1,0.6,2.7,0.3,5.7,23.6,3.3,10.3,50.5,9.1,4.2,0,2.1,3,2.4,5.1,6.4,1.2,1.8,5.4,2.4,6.4,7,14.8,40.8,9.4,1.2,3.6,70.5,101.9,3.3,148.2,6,4.2,0,3.9,1.2,2.4,1.5,0.9,0.3,0,0,0,0,0,0.6,0.9,1.2,0.3,0,0,0,0,0.3,0.3,0.3,0.6,0.3,6,0.9,9.1,1.2,0,10.3,3,0.6,3.9,7.9,0.6,0.3,0,0,0,0,0.9,10,3.3,4.2,12.4,8.5,0.9,6.4,6,5.4,2.4,5.1,1.5,1.5,0.3,0.3,35.7,10.3,18.7,1.5,2.7,5.7,3.3
human,human,4000_story_0783.txt,33.8,4.1,5603,3,5.7,25.5,1.8,0,1.6,0,4.8,13.9,0.5,0.2,0.7,1.2,0,0.2,0,1.6,25.2,0.2,1.8,272.7,112.4,35,91.2,68.5,5.4,0.7,1.1,0,6.6,8.7,7,14.3,34.1,4.1,3.6,0.4,0.4,0.5,0.7,4.5,2.9,0.4,3.4,4.6,1.6,1.4,1.4,5.7,36.9,6.6,0.2,1.8,74.2,75.1,0.4,136.9,8.6,2.7,0.2,1.2,0.9,2,0.7,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0.5,0.9,0,0,0,0.2,0,0.2,0,0,1.8,0.2,4.8,0.2,0.4,5.4,1.6,0.2,2,2,0.7,0.2,0,0,0.2,0,0,8,1.1,0.7,3,21.6,3.9,4.5,8,0.7,0.5,0.9,3.4,0,0.2,0,20.9,7.3,14.3,0.4,7.1,5.7,3.2
human,human,4000_story_0794.txt,28.3,4.3,4304,3.7,9.1,41.6,3.5,0,2.3,3.7,11.4,9.1,2.1,0.2,0.5,3.9,1.4,3.3,0.9,6.5,27.6,0.7,2.8,229.6,110.6,37.2,81.3,69.9,18.4,2.3,3.9,1.6,3.3,28.1,4.2,7.9,39,12.5,5.8,3.5,3.5,1.9,3.9,5.8,10.7,0.9,2.8,7,1.9,3.3,4.6,14.2,41.6,14.4,1.6,7.9,63,84.8,2.8,140.1,5.1,0.9,0.2,1.4,2.8,2.1,1.2,0.5,0,0,0,0,0.5,0.2,0.2,0.7,2.1,0.5,0.9,0,1.4,0.2,0,0,1.2,0.2,0,3,1.6,7.4,0.5,0.7,8.6,4.4,1.6,7.2,4.9,0.5,0.2,0,0,0.2,0,0,16.7,7,3.7,12.3,9.8,0.9,7.4,5.6,8.4,2.3,1.6,3.7,0.7,0.5,0.9,31.6,12.3,23.2,1.4,5.1,9.1,4.6
human,human,4000_story_0798.txt,33.3,4.1,4529,3.1,14.6,46.6,6.2,0.9,2.4,2.4,30.5,9.5,2.9,0.4,0,2,0.7,2,1.3,4.9,26.3,0.2,0.7,243.1,97.6,38.4,71.5,72.4,20.3,2,4.6,1.1,3.3,31.4,3.5,4.9,32.2,10.2,9.5,0.9,2,2.6,2.2,4.4,6.8,0.7,2.4,5.1,4,1.8,6.4,17,37.1,9.9,1.5,7.7,71.3,109.1,3.5,133.6,4.6,1.8,0.4,1.3,1.3,3.3,1.5,0,0.4,0,0,0,0.2,0.2,0.4,0.9,1.3,0.9,0.4,0,0.4,0,0.2,0,0.2,0.4,0.4,1.5,0.9,7.5,0.4,0.4,8.4,4,0.7,4.9,3.3,0.4,0.2,0.2,0,0,0,0,14.4,6,2.4,14.4,11.7,2.4,7.5,4.2,2.6,2,1.8,1.3,1.1,1.3,2,28.5,10.6,19.2,1.8,2.6,10.2,3.1
human,human,4000_story_0801.txt,34.3,4.3,5392,3.7,12.6,56.4,14.1,1.7,2.8,3.9,22.3,11.5,1.7,0.7,1.7,5,1.5,3.3,1.1,5.7,18.5,0.4,2.8,226.1,106.8,56,60.3,42.7,10,0.7,4.8,1.9,3.5,27.6,7.2,8,44,9.5,5.9,1.3,3.3,2.4,2.6,6.3,5.7,0.6,2,5,2.2,2.8,4.1,14.1,31.2,8.3,1.5,7.4,93.7,79,1.9,134.5,9.5,2.2,0.2,1.3,0.9,2,2.4,0,0.2,0.2,0,0,0,0,0.4,0.4,1.7,0.6,1.3,0,0.2,0,0.4,0.2,0.4,0,0,3.3,0.2,6.7,0.4,0,7,4.3,0.7,5.4,3.5,1.5,0.6,0.2,0,0,0.2,0.6,15.9,2.4,1.3,12.1,14.1,1.7,3.5,4.8,3.3,5,4.3,1.1,1.3,1.3,0.6,27.3,13.5,16.5,2,3,8.5,5.9
human,human,4000_story_0804.txt,33.5,4.2,5364,4.5,8.8,49.4,13.6,0.4,3,2.4,29.6,12.3,1.7,0.4,0.4,4.8,1.1,3.4,0.4,5.4,24.8,0.7,2.2,202.8,103.1,43.8,78.3,42.7,9.1,1.5,3.7,1.5,3.7,19.6,8.4,8,48.8,9.5,5.4,0.9,2.1,3.2,3.7,6.3,7.3,0.4,2.6,7.3,4.1,4.5,2.8,14,38.2,10.3,1.1,6.7,88.9,85.9,2.2,143.7,7.5,2.2,0.2,1.7,0.6,3,4.1,0.6,0,0.2,0,0,0,0,0,0.7,0.9,0.7,1.5,0,0.6,0.4,0.2,0,0.4,0,0.4,3.7,0.9,9.3,0.7,0,10.1,3.9,1.1,5.4,5,0.7,0.4,0,0,0,0.2,0.4,8.6,3.4,2.1,8,19.4,2.6,6.3,4.7,3.5,2.8,0.9,2.4,0.2,1.1,0.4,25,14.7,25,1.1,3.9,10.6,2.8
human,human,4000_story_0806.txt,32.5,4.3,5073,3.9,10.1,53.2,11.6,2.4,3.9,4.9,20.3,12.6,1.6,0.6,0.2,4.1,1.6,4.1,1,5.5,23.1,0.8,1.2,214.9,99.7,48.3,78.8,54.8,12.4,0.8,1.4,1.2,3.7,25.2,5.9,7.1,45.5,7.3,6.5,1.4,2.6,1.8,3.2,8.3,7.3,0.8,1.2,5.9,4.1,3.4,7.3,13.8,35.9,9.3,1.8,3.4,86.9,86.7,2.8,143.1,7.3,1.8,0.4,3.4,0,2.8,1.6,0.2,0.6,0.2,0,0.2,0,0.2,0.2,0.2,0.2,1.6,0.6,0.2,0,0,0.4,0.2,0,0,0,3.9,1,7.7,1,0.4,9.1,2.8,0.8,3.5,4.9,0.6,1,0.2,0,0,0,0.8,17.3,2,1.6,9.3,17.1,3,2.6,6.3,3.7,3.4,2.8,1.8,0.2,0.8,1.2,23.9,20.1,18.3,2,1.6,7.3,3.9
human,human,4000_story_0813.txt,34,4.2,3011,3.3,16.9,47.5,9,0.7,2.7,1.3,15.9,8.6,2.3,0,0.3,3.3,0.7,1.7,0.3,6.3,14.6,0.7,2,243.8,96,35.5,73.4,78,16.3,2.3,3.3,1,5.3,30.6,6,8.6,31.6,14.3,8,0.7,5,2.3,3.7,2.7,6.3,0,1.3,4.3,2,3,2,16.6,29.2,7.6,1,6.6,63.1,103,2.3,145.5,7.6,2,0.3,1.3,0.7,1.7,2.3,0.3,0.3,0,0,0,0,0,0.3,0.3,0.7,2,0.7,0,1,0.3,0.3,0.3,0.3,0,0,2,0.7,6,0.7,0,6.6,4,2,6.3,2.7,0.3,0.3,0,0,0,0,0.3,7,2.7,3.3,9,12.6,1,9.6,8,5.3,2.3,3.3,1,0.7,1,0.3,37.2,8,17.9,2,2.3,7.6,4.6
human,human,4000_story_0817.txt,32,4.4,2597,2.7,1.5,36.6,5,1.2,3.5,2.7,9.6,11.9,0.8,0.4,0,5,0.8,3.9,0.8,3.9,17.7,0.8,2.7,234.9,99.3,53.5,74.7,73.2,12.3,0.8,3.5,1.5,8.9,34.7,5.8,9.2,35,11.6,10.8,1.2,2.7,1.9,1.9,5.8,5.4,1.5,1.5,9.2,0.8,1.5,5.4,16.6,38.9,8.5,1.5,5.8,84.7,87.8,2.3,130.5,11.2,4.2,0.4,1.5,0.4,0.8,1.5,0.4,0,0,0,0.4,0,0,0.4,0.4,0,1.5,1.2,0,0,0.4,0.4,0,1.2,0.4,0,2.7,0,4.2,0.4,0.4,5,3.5,0.8,5.4,3.1,0,0.8,0,0,0,0,0,25.4,3.5,3.5,7.7,12.3,3.1,5,3.9,3.5,7.7,5,1.9,0,0.4,0.4,23.1,11.2,14.2,3.1,3.1,8.5,2.7
human,human,4000_story_0825.txt,34.5,4.7,4291,2.3,4.7,32.9,4.2,0.7,1.4,2.1,5.8,15.8,1.4,0,0,4.2,0.5,1.6,0.9,4.9,13.1,0.5,0.9,221.4,136.3,51.5,68,79.9,16.5,4.7,2.8,3,3,49.6,4,4.2,28.9,16.3,2.1,1.2,1.4,1.4,2.3,3.7,7,1.4,2.3,6.8,2.6,1.2,3.3,8.4,24.2,10.7,1.4,10.5,86.9,90,1.6,129.1,10.7,7.2,0.5,0.7,1.4,2.3,3.3,0.5,0.2,0,0,0,0,0.2,0.2,1.4,2.1,1.4,0.7,0,0.7,0,0,0.5,0.9,0,0,1.6,0,7.7,0.7,0.2,8.6,5.8,1.2,7.9,1.6,0,0.2,0.2,0,0,0,0,12.1,5.8,6.1,14.4,8.9,3.3,6.5,4,2.3,2.3,1.6,0.2,0.5,0.9,0.2,25.9,7.7,21.2,2.3,2.3,9.1,2.1
