# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
What ^wdt+who+++=What
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
only ^rb+down+++=only
by ^in++++=by
accident ^nn++++=accident.
. ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
leads ^vbz++++=leads
you ^pp2+pp2+++=you
through ^in++++=through
the ^ati++++=the
rooms ^nns++++=rooms.
. ^zz++++=EXTRAWORD
Grandmama ^np++++=Grandmama's
's ^$++++=EXTRAWORD
bedroom ^nn++++=bedroom
is ^vbz+bez+vrb++=is
empty ^jj+pred+++=empty
except ^in++++=except
for ^in"++++=for
the ^ati++++=the
iron ^nn++++=iron
bed ^nn++++=bed
and ^cc++++=and
a ^at++++=a
tower ^nn++++=tower
of ^in++++=of
old ^jj+atrb+++=old
newspapers ^nns+nom+++=newspapers.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
room ^nn++++=room
where ^wrb+who+++=where
you ^pp2+pp2+++=you
and ^cc++++=and
Nonso ^np+++??+=Nonso
slept ^vbd+++xvbn+=slept,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mosquito ^nn+++??+=mosquito
net ^jjb++++=net
hangs ^vbz++++=hangs
from ^in++++=from
a ^at++++=a
hook ^nn++++=hook,
, ^zz++++=EXTRAWORD
gray ^np++++=gray
with ^in++++=with
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember
Nonso ^np+++??+=Nonso
breathing ^vwbg+++xvbg+=breathing
beside ^in+pl+++=beside
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
breath ^nn++++=breath
sweet ^nn++++=sweet
with ^in++++=with
guava ^nn++++=guava.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember
hating ^nvbg+++xvbg+=hating
the ^ati++++=the
sound ^jj++++=sound
because ^cs+cos+++=because
it ^pp3+it+++=it
proved ^vbd+vprv+tht0+xvbn+=proved
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
alive ^jj++++=alive
even ^rb++++=even
in ^in++++=in
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
the ^ati++++=the
night ^nn++++=night's
's ^$++++=EXTRAWORD
air ^nn++++=air
into ^in++++=into
himself ^ppl+pp3+++=himself
and ^cc++++=and
returning ^vbg+++xvbg+=returning
it ^pp3+it+++=it
warm ^jj++++=warm.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember
loving ^jj+++xvbg+=loving
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps.
. ^zz++++=EXTRAWORD
Memory ^nn++++=Memory
is ^vbz+bez+vrb++=is
greedy ^jj+pred+++=greedy
for ^in++++=for
simple ^jj+atrb+++=simple
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love.
. ^zz++++=EXTRAWORD
Hate ^vb++++=Hate.
. ^zz++++=EXTRAWORD
Jealousy ^nn++++=Jealousy.
. ^zz++++=EXTRAWORD
Grief ^nn++++=Grief.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
wants ^vbz++++=wants
one ^cd1++++=one
label ^vb++++=label
tied ^vbd+++xvbn+=tied
neatly ^rb++++=neatly
to ^in++++=to
each ^dt++++=each
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
loved ^vbd+++xvbn+=loved
Nonso ^np+++??+=Nonso
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
you ^pp2+pp2+++=you
ride ^vb++++=ride
on ^in++++=on
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
hated ^vbd+++xvbn+=hated
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
Grandmama ^np+++??+=Grandmama
called ^vbd+++xvbn+=called
him ^pp3o+pp3+++=him
her ^pp$+pp3+++=her
little ^ap++++=little
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
loved ^vbd+++xvbn+=loved
the ^ati++++=the
soft ^jj+atrb+++=soft
hair ^nn++++=hair
near ^in+pl+++=near
his ^pp$+pp3+++=his
temples ^nns++++=temples
and ^cc++++=and
hated ^vbd+++xvbn+=hated
his ^pp$+pp3+++=his
narrow ^jj+atrb+++=narrow
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
quick ^jj+atrb+++=quick
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
adults ^nns++++=adults
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
him ^pp3o+pp3+++=him
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
hated ^vbd+++xvbn+=hated
the ^ati++++=the
space ^nn++++=space
made ^vbd+++xvbn+=made
for ^in+ppvb+++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^in++++=At
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
Grandmama ^np+++??+=Grandmama
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
the ^ati++++=the
browned ^jj+atrb++xvbn+=browned
skin ^nn++++=skin
from ^in++++=from
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
custard ^nn+++??+=custard.
. ^zz++++=EXTRAWORD
At ^in++++=At
Mass ^nn++++=Mass,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
him ^pp3o+pp3+++=him
on ^rp++++=on
her ^pp3o+pp3+++=her
right ^jj++++=right.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
visitors ^nns++++=visitors
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
presented ^vbd+++xvbnx+=presented
him ^pp3o+pp3+++=him
first ^rb++++=first.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Nonso ^np+++??+=Nonso,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
carry ^vb++++=carry
his ^pp$+pp3+++=his
grandfather ^nn+nom+++=grandfather's
's ^$++++=EXTRAWORD
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
gestured ^vbd+++xvbnx+=gestured
toward ^in++++=toward
you ^pp2+pp2+++=you
and ^cc++++=and
added ^vprf+++xvbn+=added
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
the ^ati++++=the
American ^jj+atrb+++=American
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
America ^np++++=America
were ^vbd+bed+vrb++=were
your ^pp$+pp2+++=your
name ^nn++++=name
and ^cc++++=and
not ^xnot++not++=not
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
you ^pp2+pp2+++=you
lived ^vbd+++xvbn+=lived.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
you ^pp2+pp2+++=you
asked ^vbd+vsua++xvbn+=asked
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
would ^md+prd+++=would
carry ^vb++++=carry.
. ^zz++++=EXTRAWORD
Grandmama ^np+++??+=Grandmama
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
go ^vb++++=go
to ^in++++=to
another ^dt++++=another
family ^nn++++=family."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
were ^vbd+bed+vrb++=were
ten ^cd++++=ten.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
knew ^vbd+vprv++xvbn+=knew
enough ^qlp++++=enough
to ^to++++=to
understand ^vbi+vprv+++=understand
that ^tht+vcmp+++=that
going ^xvbg+++xvbg+=going
meant ^vbd+vprv++xvbn+=meant
vanishing ^vbg+++xvbg+=vanishing.
. ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
opens ^vbz++++=opens
the ^ati++++=the
back ^jjb+atrb+++=back
door ^nn++++=door
and ^cc++++=and
heat ^nn++++=heat
presses ^nns+nom++??+=presses
against ^in++++=against
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
veranda ^nn++++=veranda,
, ^zz++++=EXTRAWORD
the ^ati++++=the
yard ^nn++++=yard
is ^vbz+bez+aux++=is
crowded ^vpsv++agls+xvbnx+=crowded
with ^in++++=with
cassava ^nn+++??+=cassava,
, ^zz++++=EXTRAWORD
plantain ^nn+++??+=plantain,
, ^zz++++=EXTRAWORD
weeds ^nns++++=weeds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fallen ^vprf+++xvbn+=fallen
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
A ^at++++=A
hen ^nn++++=hen
scratches ^nns++++=scratches
beside ^in+pl+++=beside
a ^at++++=a
cracked ^jj+atrb++xvbn+=cracked
basin ^nn++++=basin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
smells ^nns++++=smells
of ^in++++=of
damp ^jj+atrb+++=damp
soil ^nn++++=soil
and ^cc++++=and
the ^ati++++=the
bitter ^jj+atrb+++=bitter
smoke ^nn++++=smoke
of ^in++++=of
someone ^pn++++=someone
burning ^jj+atrb++xvbg+=burning
rubbish ^nn++++=rubbish.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
agent ^nn++++=agent
is ^vbz+bez+aux++=is
coming ^vbg+++xvbgx+=coming
tomorrow ^nr+tm+++=tomorrow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
sign ^vb++++=sign
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
sell ^vbi++++=sell?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shrugs ^nns+++??+=shrugs.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
cannot ^md+pos+not++=cannot
repair ^vb++++=repair
all ^abn++++=all
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
lived ^vprf+++xvbnx+=lived
here ^rn+pl+++=here
since ^cs+sub+++=since
Grandmama ^np+++??+=Grandmama
became ^vbd+++xvbn+=became
ill ^jj++++=ill,
, ^zz++++=EXTRAWORD
first ^rb++++=first
caring ^vbg+++xvbg+=caring
for ^in+ppvb+++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
caring ^vbg+++xvbg+=caring
for ^in+ppvb+++=for
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
this ^dt+dem+++=this
from ^in++++=from
the ^ati++++=the
occasional ^jj+atrb+++=occasional
messages ^nns+nom+++=messages
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent:
: ^zz++++=EXTRAWORD
Grandmama ^np+++??+=Grandmama
is ^vbz+bez+vrb++=is
weaker ^jjr+pred+++=weaker.
. ^zz++++=EXTRAWORD
Grandmama ^np+++??+=Grandmama
no ^at++++=no
longer ^rbr++++=longer
eats ^vbz++++=eats
meat ^nn++++=meat.
. ^zz++++=EXTRAWORD
Grandmama ^np+++??+=Grandmama
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
you ^pp2+pp2+++=you
married ^vbd+++xvbn+=married.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
answered ^vbd+vpub++xvbn+=answered
some ^dti++++=some
messages ^nns+nom+++=messages
and ^cc++++=and
ignored ^vbd+++xvbn+=ignored
others ^aps++++=others.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
she ^pp3a+pp3+++=she
died ^vbd+++xvbnx+=died,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote,
, ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
called ^vbd+++xvbnx+=called
Nonso ^np++++=Nonso's
's ^$++++=EXTRAWORD
name ^nn++++=name
at ^in++++=at
the ^ati++++=the
end ^nn++++=end.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
had ^vbd+hvd+aux++=had
deleted ^vprf+++xvbnx+=deleted
that ^cs+sub+++=that
one ^pn++++=one,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
recovered ^vbd+++xvbn+=recovered
it ^pp3+it+++=it
from ^in++++=from
the ^ati++++=the
trash ^nn++++=trash
and ^cc++++=and
read ^vb+vprv++xvbn+=read
it ^pp3+it+++=it
until ^cs+sub+++=until
the ^ati++++=the
letters ^nns+nom+++=letters
blurred ^vbd+++xvbn+=blurred.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
Dozie ^np+++??+=Dozie
walks ^nns++++=walks
toward ^in++++=toward
the ^ati++++=the
avocado ^nn+++??+=avocado
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
follow ^vb+vprv+++=follow
because ^cs+cos+++=because
refusing ^vbg+++xvbg+=refusing
would ^md+prd+++=would
reveal ^vb+vprv+++=reveal
too ^ql++++=too
much ^ap++++=much,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
no ^at++++=no
longer ^rbr++++=longer
certain ^jj++++=certain
what ^wdt+who+++=what
can ^md+pos+++=can
still ^rb++++=still
be ^vb+be+aux++=be
concealed ^vpsv++agls+xvbnx+=concealed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ground ^nn++++=ground
beneath ^in+pl+++=beneath
the ^ati++++=the
tree ^nn++++=tree
is ^vbz+bez+vrb++=is
bare ^jj+pred+++=bare.
. ^zz++++=EXTRAWORD
The ^ati++++=The
roots ^nns++++=roots
rise ^vb++++=rise
through ^in++++=through
it ^pp3+it+++=it
like ^in++++=like
knuckles ^nns++++=knuckles.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
how ^wrb+who+++=how
much ^ap++++=much
fruit ^nn++++=fruit
it ^pp3+it+++=it
used ^md"++pmd"++=used
to ^to++++=to
give ^vb++++=give?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asks ^vbz++++=asks.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
say ^vb+vpub+++=say
yes ^nn++++=yes.
. ^zz++++=EXTRAWORD
In ^in++++=In
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
fruit ^nn++++=fruit
striking ^vwbg+++xvbg+=striking
the ^ati++++=the
earth ^nn++++=earth
in ^in++++=in
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
heavy ^jj+atrb+++=heavy
thud ^nn++++=thud,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
another ^dt++++=another,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
several ^ap++++=several
together ^nn+nom+++=together
when ^wrb+who+++=when
the ^ati++++=the
wind ^nn++++=wind
shook ^vbd+++xvbn+=shook
the ^ati++++=the
branches ^nns++++=branches.
. ^zz++++=EXTRAWORD
For ^in++++=For
years ^nns++++=years
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
any ^dti++++=any
sudden ^jj++++=sudden
falling ^jj+++xvbg+=falling
sound ^jj++++=sound
a ^at++++=a
book ^nn++++=book
dropped ^vbd+++xvbn+=dropped
in ^in++++=in
the ^ati++++=the
apartment ^nn+nom+++=apartment
above ^rb++++=above
yours ^pp$$++++=yours,
, ^zz++++=EXTRAWORD
a ^at++++=a
sack ^nn++++=sack
of ^in++++=of
rice ^np++++=rice
unloaded ^vbd+++xvbn+=unloaded
behind ^in+pl+++=behind
a ^at++++=a
grocery ^nn+nom+++=grocery
store ^vb++++=store
made ^vbd+++xvbn+=made
your ^pp$+pp2+++=your
stomach ^nn++++=stomach
contract ^nn++++=contract.
. ^zz++++=EXTRAWORD
At ^rb++++=At
school ^nn++++=school
in ^in++++=in
Philadelphia ^np++++=Philadelphia,
, ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
once ^rb+tm+++=once
jumped ^vbd+++xvbn+=jumped
from ^in++++=from
a ^at++++=a
low ^jj+atrb+++=low
wall ^nn++++=wall
and ^cc++++=and
landed ^vpsv++agls+xvbn+=landed
behind ^in+pl+++=behind
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
vomited ^vbd+++xvbn+=vomited
into ^in++++=into
a ^at++++=a
trash ^nn++++=trash
bin ^&fw++++=bin.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
teacher ^nn++++=teacher
asked ^vbd+vsua++xvbn+=asked
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
wrong ^jj+pred+++=wrong,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cafeteria ^nn+++??+=cafeteria
milk ^nn++++=milk
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
became ^vbd+++xvbn+=became
good ^jj++++=good
at ^in++++=at
explanations ^nns+nom+++=explanations.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
Grandmama ^np+++??+=Grandmama
told ^vbd+vpub++xvbn+=told
stories ^nns++++=stories
after ^cs+sub+++=after
dinner ^nn++++=dinner
while ^cs+sub+++=while
moths ^nns++++=moths
battered ^vbd+++xvbn+=battered
themselves ^ppls+pp3+++=themselves
against ^in++++=against
the ^ati++++=the
kerosene ^nn+++??+=kerosene
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
favorite ^jj+atrb+++=favorite
story ^nn++++=story
concerned ^vwbn+++xvbn+=concerned
the ^ati++++=the
echi ^nn+++??+=echi
eteka ^nn+++??+=eteka,
, ^zz++++=EXTRAWORD
the ^ati++++=the
snake ^nn++++=snake
whose ^whp+rel+obj++=whose
poison ^nn++++=poison
did ^vbd+dod+aux++=did
not ^xnot++not++=not
wait ^vb++++=wait
for ^in++++=for
tomorrow ^nr+tm+++=tomorrow.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
bit ^nn++++=bit
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
died ^vbd+++xvbn+=died
before ^cs+sub+++=before
you ^pp2+pp2+++=you
could ^md+pos+++=could
call ^vb++++=call
for ^in+ppvb+++=for
your ^pp$+pp2+++=your
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
Grandmama ^np+++??+=Grandmama
said ^vbd+vpub+tht0+xvbn+=said
its ^pp$+it+++=its
skin ^nn++++=skin
was ^vbd+bedz+vrb++=was
green ^nn++++=green.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
black ^jj++++=black.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
she ^pp3a+pp3+++=she
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
no ^at++++=no
color ^nn++++=color
at ^rb++++=at
all ^abn++++=all
and ^cc++++=and
could ^md+pos+++=could
pass ^vb++++=pass
through ^in++++=through
grass ^nn++++=grass
like ^in++++=like
water ^nn++++=water.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
seen ^vbd+vprv++xvbn+=seen
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nonso ^np+++??+=Nonso
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
Grandmama ^np+++??+=Grandmama
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
left ^vbd+++xvbn+=left
behind ^rb+phrv+++=behind.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
showed ^vbd+vprv+tht0+xvbnx+=showed
you ^pp2+pp2+++=you
a ^at++++=a
shed ^jj+atrb++xvbn+=shed
snakeskin ^nn+++??+=snakeskin
caught ^vbd+++xvbn+=caught
on ^in++++=on
the ^ati++++=the
wire ^nn++++=wire
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
delicate ^jj+pred+++=delicate
and ^cc+phrs+++=and
empty ^jj++++=empty,
, ^zz++++=EXTRAWORD
complete ^jj++++=complete
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
cloudy ^jj+atrb+++=cloudy
caps ^nns++++=caps
where ^wrb+who+++=where
eyes ^nns++++=eyes
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
Nonso ^np+++??+=Nonso
touched ^vbd+++xvbn+=touched
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
stood ^vbd+++xvbn+=stood
close ^jj++++=close
enough ^qlp++++=enough
that ^dt+dem+++=that
his ^pp$+pp3+++=his
arm ^nn++++=arm
rubbed ^vbd+++xvbn+=rubbed
yours ^pp$$++++=yours.
. ^zz++++=EXTRAWORD
Dozie ^np+++??+=Dozie
followed ^vbd+vprv++xvbn+=followed
you ^pp2+pp2+++=you
everywhere ^rb++++=everywhere
that ^cs+sub+++=that
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
low ^jj+atrb+++=low
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
climbed ^vbd+++xvbnx+=climbed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
spat ^vbd+++xvbn+=spat
watermelon ^nn++++=watermelon
seeds ^nns++++=seeds
at ^in++++=at
the ^ati++++=the
chickens ^nns++++=chickens,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
you ^pp2+pp2+++=you
the ^ati++++=the
larger ^nn++++=larger
share ^vb++++=share
of ^in++++=of
roasted ^xvbn+++xvbn+=roasted
groundnuts ^nns+++??+=groundnuts
and ^cc++++=and
laughed ^vbd+++xvbn+=laughed
before ^cs+sub+++=before
you ^pp2+pp2+++=you
reached ^vbd+++xvbn+=reached
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
your ^pp$+pp2+++=your
jokes ^nns++++=jokes.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eleven ^cd++++=eleven,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
you ^pp2+pp2+++=you
in ^in++++=in
a ^at++++=a
way ^nn++++=way
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
your ^pp$+pp2+++=your
skin ^nn++++=skin
alert ^nn++++=alert.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
call ^vbi++++=call
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
only ^rb+down+++=only
knew ^vbd+vprv+tht0+xvbn+=knew
you ^pp2+pp2+++=you
could ^md+pos+++=could
ask ^vb++++=ask
him ^pp3o+pp3+++=him
to ^to++++=to
do ^vbi++++=do
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
storage ^nn+nom+++=storage
shed ^vbd+++xvbn+=shed,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
to ^to++++=to
close ^vbi++++=close
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
pressed ^vbd+++xvbn+=pressed
your ^pp$+pp2+++=your
lips ^nns++++=lips
to ^in++++=to
his ^pp$+pp3+++=his
for ^in++++=for
three ^cd++++=three
seconds ^nns++++=seconds,
, ^zz++++=EXTRAWORD
counting ^nvbg+++xvbg+=counting
in ^in++++=in
your ^pp$+pp2+++=your
head ^nn++++=head.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mouth ^nn++++=mouth
was ^vbd+bedz+vrb++=was
dry ^jj+pred+++=dry
and ^cc+phrs+++=and
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
Afterward ^rb+cnj+++=Afterward,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
as ^cs+sub+++=as
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
a ^at++++=a
prize ^nn++++=prize.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
Nonso ^np+++??+=Nonso,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
