What ^wdt+who+++=What
was ^vbd+bedz+vrb++=was
perfectly ^rb+amp+++=perfectly
reasonable ^jj+pred+++=reasonable.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
only ^rb+down+splt++=only
been ^vprf+ben+aux+xvbnx+=been
thinking ^vbg+++xvbgx+=thinking.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
were ^vbd+bed+vrb++=were.
. ^zz++++=EXTRAWORD
Meaning ^nvbg+++xvbg+=Meaning:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
weighed ^vpsv++agls+xvbnx+=weighed,
, ^zz++++=EXTRAWORD
measured ^j+++xvbn+=measured,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vpsv++agls+xvbn+=found
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
paused ^vprf+++xvbnx+=paused.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
drove ^vbd+++xvbnx+=drove
home ^nr++++=home
furious ^jj++++=furious.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
at ^rb++++=at
first ^rb"++++=first.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
wounded ^vpsv++agls+xvbnx+=wounded.
. ^zz++++=EXTRAWORD
Fury ^nn++++=Fury
came ^vbd+++xvbn+=came
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
explained ^vprf+++xvbnx+=explained
the ^ati++++=the
event ^nn++++=event
to ^in++++=to
myself ^ppl+pp1+++=myself
several ^ap++++=several
times ^nns++++=times
and ^cc++++=and
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
the ^ati++++=the
villain ^nn++++=villain.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
sort ^nn++++=sort
of ^in++++=of
man ^nn++++=man
endangered ^vwbn+++xvbn+=endangered
his ^pp$+pp3+++=his
sick ^jj+atrb+++=sick
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
security ^nn+nom+++=security
because ^cs+cos+++=because
another ^dt++++=another
man ^nn++++=man
took ^vbd+++xvbn+=took
a ^at++++=a
breath ^nn++++=breath
before ^in++++=before
answering ^xvbg+++xvbg+=answering?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
sort ^nn++++=sort
of ^in++++=of
childish ^jj++++=childish,
, ^zz++++=EXTRAWORD
brittle ^jj+atrb+++=brittle
old ^jj+atrb+++=old
tyrant ^nn++++=tyrant
demanded ^vbd+vsua++xvbn+=demanded
instant ^nn+nom+++=instant
tenderness ^nns+nom+++=tenderness
as ^in++++=as
a ^at++++=a
condition ^nn+nom+++=condition
of ^in++++=of
sale ^nn++++=sale?
? ^zz++++=EXTRAWORD
An ^at++++=An
odd ^jj+atrb+++=odd
duck ^nn++++=duck,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
A ^at++++=A
tragic ^jj+atrb+++=tragic
case ^nn++++=case.
. ^zz++++=EXTRAWORD
Proud ^jj++++=Proud.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
mention ^nn+nom+++=mention
the ^ati++++=the
look ^nn++++=look
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
the ^ati++++=the
agent ^nn++++=agent.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
mention ^nn+nom+++=mention
imagining ^vbg+vprv++xvbg+=imagining
his ^pp$+pp3+++=his
suitcase ^nn++++=suitcase
in ^in++++=in
my ^pp$+pp1+++=my
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Hays ^np++++=Hays
died ^vbd+++xvbn+=died
in ^in++++=in
March ^nn++++=March.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
learned ^vbd+vprv++xvbnx+=learned
this ^dt+dem+++=this
from ^in++++=from
the ^ati++++=the
obituary ^nn+nom+++=obituary,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
described ^xvbn+++xvbn+=described
Harrowgate ^np+nom++??+=Harrowgate
as ^in++++=as
the ^ati++++=the
family ^nn++++=family
home ^nr++++=home
for ^in++++=for
five ^cd++++=five
generations ^nns+nom+++=generations.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
No ^at++++=No
card ^nn++++=card.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
florist ^nn+nom+++=florist's
's ^$++++=EXTRAWORD
card ^nn++++=card
with ^in++++=with
my ^pp$+pp1+++=my
printed ^jj+atrb++xvbn+=printed
name ^nn++++=name,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
message ^nn+nom+++=message.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
time ^nn++++=time
I ^pp1a+pp1+++=I
considered ^vbd+vprv++xvbnx+=considered
restraint ^nn++++=restraint
respectful ^jj++++=respectful.
. ^zz++++=EXTRAWORD
In ^in++++=In
April ^nr++++=April
I ^pp1a+pp1+++=I
wrote ^vbd+vprv++xvbnx+=wrote
Mel ^np++++=Mel.
. ^zz++++=EXTRAWORD
Dear ^jj+atrb+++=Dear
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hays ^np++++=Hays,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
Mel ^np++++=Mel
and ^cc++++=and
Daniel ^np++++=Daniel
during ^in++++=during
the ^ati++++=the
tour ^nn++++=tour.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
expressed ^vbd+vpub++xvbnx+=expressed
sorrow ^nn++++=sorrow.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
misunderstandings ^nns++++=misunderstandings
and ^cc++++=and
renewed ^jj+atrb++xvbn+=renewed
opportunities ^nns+nom+++=opportunities.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
my ^pp$+pp1+++=my
offer ^nn++++=offer
remained ^vbd+++xvbn+=remained
open ^jj++++=open
and ^cc++++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
would ^md+prd+++=would
be ^vb+be+aux++=be
honored ^vpsv++agls+xvbnx+=honored
to ^to++++=to
preserve ^vbi++++=preserve
Harrowgate ^np+nom++??+=Harrowgate
in ^in++++=in
the ^ati++++=the
manner ^nn++++=manner
it ^pp3+it+++=it
deserved ^vbd+++xvbn+=deserved.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
in ^in++++=in
the ^ati++++=the
manner ^nn++++=manner
he ^pp3a+pp3+++=he
deserved ^vbd+++xvbnx+=deserved.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^nn++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
driving ^vbg+++xvbg+=driving
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
practical ^jj+atrb+++=practical
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
Harrowgate ^np+nom++??+=Harrowgate
lay ^vbd+++xvbn+=lay
eighteen ^cd++++=eighteen
miles ^nns++++=miles
beyond ^in++++=beyond
the ^ati++++=the
turn ^nn++++=turn
for ^in++++=for
my ^pp$+pp1+++=my
office ^nn++++=office.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
on ^in++++=on
bright ^jj+atrb+++=bright
mornings ^nns++++=mornings
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
myself ^ppl+pp1+++=myself
taking ^vbg+++xvbg+=taking
River ^npl++++=River
Road ^npl++++=Road.
. ^zz++++=EXTRAWORD
In ^in++++=In
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
dandelions ^nns++++=dandelions
covered ^vbd+++xvbn+=covered
the ^ati++++=the
south ^np+pl+++=south
lawn ^nn++++=lawn.
. ^zz++++=EXTRAWORD
In ^in++++=In
June ^nr++++=June,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
shutter ^nn++++=shutter
hung ^vbd+++xvbn+=hung
loose ^jj++++=loose
from ^in++++=from
the ^ati++++=the
west ^np+pl+++=west
wing ^nn++++=wing.
. ^zz++++=EXTRAWORD
By ^in++++=By
August ^nr++++=August
the ^ati++++=the
gutters ^nns+nom+++=gutters
spilled ^vbd+++xvbn+=spilled
black ^jj+atrb+++=black
weeds ^nns++++=weeds.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sometimes ^rb++++=sometimes
saw ^vbd+vprv++xvbn+=saw
Mel ^np++++=Mel's
's ^$++++=EXTRAWORD
truck ^nn++++=truck
beside ^in+pl+++=beside
the ^ati++++=the
kitchen ^nn++++=kitchen
door ^nn++++=door,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
a ^at++++=a
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
upstairs ^jjb+atrb+++=upstairs
room ^nn++++=room,
, ^zz++++=EXTRAWORD
never ^rb++++=never
Mel ^np++++=Mel
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wrote ^vbd+vprv++xvbnx+=wrote
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
letter ^nn++++=letter
was ^vbd+bedz+vrb++=was
less ^rbr++++=less
graceful ^jj+pred+++=graceful.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reminded ^vbd+vsua++xvbnx+=reminded
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
old ^jj+atrb+++=old
houses ^nns++++=houses
require ^vb+vsua+++=require
capital ^nn++++=capital,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
sentiment ^nn+nom+++=sentiment
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
maintenance ^nn+nom+++=maintenance,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
refusal ^nn++++=refusal
harmed ^vwbn+++xvbn+=harmed
the ^ati++++=the
very ^ap+amp+++=very
property ^nn++++=property
he ^pp3a+pp3+++=he
claimed ^vbd+vpub++xvbnx+=claimed
to ^to+vcmp+++=to
love ^vb++++=love.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^vbd+++xvbnx+=used
the ^ati++++=the
phrase ^nn++++=phrase
mutual ^jj+atrb+++=mutual
responsibility ^nn+nom+++=responsibility,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
mutual ^jj++++=mutual
between ^in++++=between
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
offered ^vbd+++xvbnx+=offered
still ^jj+pred+++=still
more ^rbr++++=more
money ^nn++++=money.
. ^zz++++=EXTRAWORD
No ^at++++=No
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
October ^nr++++=October
brought ^vbd+++xvbn+=brought
a ^at++++=a
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
Part ^nn++++=Part
of ^in++++=of
the ^ati++++=the
smokehouse ^nn+++??+=smokehouse
roof ^nn++++=roof
collapsed ^vbd+++xvbn+=collapsed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
blue ^jj+atrb+++=blue
tarp ^nn+++??+=tarp
appeared ^vbd+seem++xvbn+=appeared
over ^in++++=over
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
badly ^rb++++=badly
tied ^vbd+++xvbn+=tied.
. ^zz++++=EXTRAWORD
The ^ati++++=The
orchard ^nn++++=orchard
grass ^nn++++=grass
rose ^vbd+++xvbn+=rose
waist ^nn++++=waist-high.
- ^zz++++=EXTRAWORD
high ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Wild ^jj+atrb+++=Wild
turkeys ^nns+++??+=turkeys
wandered ^vbd+++xvbn+=wandered
across ^in+pl+++=across
the ^ati++++=the
drive ^nn++++=drive,
, ^zz++++=EXTRAWORD
huge ^jj+atrb+++=huge
stupid ^jj+atrb+++=stupid
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
stepping ^vbg+++xvbg+=stepping
through ^in++++=through
the ^ati++++=the
ruins ^nns++++=ruins
of ^in++++=of
cultivation ^nn+nom+++=cultivation
like ^in++++=like
miniature ^nn++++=miniature
prehistoric ^jj+atrb+++=prehistoric
kings ^nns++++=kings.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
laughed ^vbd+++xvbnx+=laughed
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
pulled ^vbd+++xvbnx+=pulled
over ^in++++=over
and ^cc++++=and
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
of ^in"++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
only ^rb+down+++=only
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
third ^nn++++=third
letter ^nn++++=letter
accused ^vbd+++xvbn+=accused
him ^pp3o+pp3+++=him
openly ^rb++++=openly.
. ^zz++++=EXTRAWORD
Pride ^nn++++=Pride,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wrote ^vbd+vprv++xvbnx+=wrote,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
principle ^nn++++=principle.
. ^zz++++=EXTRAWORD
Obstinacy ^nn+nom+++=Obstinacy
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
love ^nn++++=love.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Harrowgate ^np+nom++??+=Harrowgate
fell ^vbd+++xvbn+=fell
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
preferred ^vbd+++xvbnx+=preferred
decay ^nn++++=decay
to ^in++++=to
compromise ^nn++++=compromise,
, ^zz++++=EXTRAWORD
history ^nn++++=history
would ^md+prd+++=would
know ^vb+vprv+++=know
whom ^whp+wpor+whcl++=whom
to ^to++++=to
blame ^vbi++++=blame.
. ^zz++++=EXTRAWORD
History ^nn++++=History.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
if ^cs+cnd+++=if
committees ^nns+nom+++=committees
would ^md+prd+++=would
convene ^vb+++??+=convene.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mailed ^vbd+++xvbnx+=mailed
that ^dt+dem+++=that
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
many ^ap++++=many,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
decay ^nn++++=decay
is ^vbz+bez+vrb++=is
industrious ^jj+pred+++=industrious.
. ^zz++++=EXTRAWORD
The ^ati++++=The
porch ^nn++++=porch
sank ^vbd+++xvbn+=sank
at ^in++++=at
its ^pp$+it+++=its
eastern ^jj+atrb+++=eastern
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
Frost ^np++++=Frost
opened ^vbd+++xvbn+=opened
a ^at++++=a
crack ^nn++++=crack
in ^in++++=in
one ^cd1++++=one
column ^nn++++=column.
. ^zz++++=EXTRAWORD
A ^at++++=A
sycamore ^nn+++??+=sycamore
branch ^nn++++=branch
broke ^vbd+++xvbn+=broke
a ^at++++=a
bedroom ^nn++++=bedroom
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
an ^at++++=an
entire ^jjb+atrb+++=entire
winter ^nn++++=winter
a ^at++++=a
square ^nn++++=square
of ^in++++=of
plywood ^nn++++=plywood
stared ^vbd+++xvbn+=stared
toward ^in++++=toward
the ^ati++++=the
road ^npl++++=road
like ^in++++=like
a ^at++++=a
blind ^jj+atrb+++=blind
brown ^jj+atrb+++=brown
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
offers ^nns++++=offers
through ^in++++=through
intermediaries ^nns++++=intermediaries.
. ^zz++++=EXTRAWORD
Mel ^np++++=Mel
rejected ^vbd+++xvbn+=rejected
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
charity ^nn+nom+++=charity
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
a ^at++++=a
banker ^nn++++=banker
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
Mel ^np++++=Mel
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
about ^in++++=about
selling ^xvbg+++xvbg+=selling
timber ^nn++++=timber.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
pity ^nn++++=pity.
. ^zz++++=EXTRAWORD
The ^ati++++=The
banker ^nn++++=banker
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me
oddly ^rb++++=oddly.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
fourth ^od++++=fourth
letter ^nn++++=letter
was ^vbd+bedz+vrb++=was
cruel ^jj+pred+++=cruel.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
his ^pp$+pp3+++=his
wife ^nn++++=wife
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
ashamed ^jj++++=ashamed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
her ^pp$+pp3+++=her
home ^nr++++=home
into ^in++++=into
a ^at++++=a
monument ^nn+nom+++=monument
to ^in++++=to
his ^pp$+pp3+++=his
spite ^in"++++=spite.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
described ^vbd+++xvbnx+=described
the ^ati++++=the
cracked ^jj+atrb++xvbn+=cracked
columns ^nns++++=columns,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rotten ^jj+atrb+++=rotten
gutter ^nn++++=gutter
packed ^vbd+++xvbn+=packed
with ^in++++=with
leaves ^nns++++=leaves
and ^cc++++=and
bird ^nn++++=bird
filth ^nn++++=filth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
roofline ^nn+++??+=roofline
sagging ^jj++++=sagging
over ^in++++=over
the ^ati++++=the
servants ^nns+nom+++=servants'
' ^zz++++=EXTRAWORD
rooms ^nns++++=rooms.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
imagined ^vbd+vprv+tht0+xvbnx+=imagined
myself ^ppl+pp1+++=myself
saving ^nvbg+++xvbg+=saving
all ^abn++++=all
of ^in++++=of
it ^pp3+it+++=it
and ^cc++++=and
him ^pp3o+pp3+++=him
watching ^vbg+++xvbg+=watching
from ^in++++=from
some ^dti++++=some
cramped ^jj+atrb++xvbn+=cramped
apartment ^nn+nom+++=apartment
while ^cs+sub+++=while
workmen ^nns++++=workmen
restored ^vwbn+++xvbn+=restored
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
protect ^vbi++++=protect.
. ^zz++++=EXTRAWORD
To ^in++++=To
my ^pp$+pp1+++=my
credit ^nn++++=credit,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
send ^vb++++=send
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
hear ^vb+vprv+tht0++=hear
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
To ^in++++=To
my ^pp$+pp1+++=my
credit ^nn++++=credit.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
still ^rb++++=still
want ^vb++++=want
a ^at++++=a
coin ^nn++++=coin
for ^in++++=for
declining ^vb+++xvbg+=declining
to ^to+vcmp+++=to
strike ^vbi++++=strike
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
with ^in++++=with
his ^pp$+pp3+++=his
dead ^jj+atrb+++=dead
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
The ^ati++++=The
letter ^nn++++=letter
remains ^nns++++=remains
in ^in++++=in
my ^pp$+pp1+++=my
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
dying ^vbg+++xvbgx+=dying.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
dramatic ^jj++++=dramatic.
. ^zz++++=EXTRAWORD
No ^at++++=No
blood ^nn++++=blood
on ^in++++=on
handkerchiefs ^nns+++??+=handkerchiefs,
, ^zz++++=EXTRAWORD
no ^at++++=no
physician ^nn++++=physician
lowering ^vwbg+++xvbg+=lowering
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
at ^in++++=at
the ^ati++++=the
bedside ^nn++++=bedside.
. ^zz++++=EXTRAWORD
Pancreas ^np+++??+=Pancreas.
. ^zz++++=EXTRAWORD
Liver ^nn++++=Liver.
. ^zz++++=EXTRAWORD
Words ^nns++++=Words
like ^in++++=like
metastasis ^nns+++??+=metastasis
and ^cc++++=and
palliative ^nn++++=palliative,
, ^zz++++=EXTRAWORD
words ^nns++++=words
engineered ^vwbn+++xvbn+=engineered
to ^to++++=to
move ^vbi++++=move
smoothly ^rb++++=smoothly
past ^jjb+atrb+++=past
terror ^nn++++=terror.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
months ^nns++++=months,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
body ^nn++++=body
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
a ^at++++=a
badly ^rb++++=badly
managed ^vbd+++xvbn+=managed
estate ^npl++++=estate.
. ^zz++++=EXTRAWORD
Last ^rb++++=Last
Sunday ^nr++++=Sunday
I ^pp1a+pp1+++=I
drove ^vbd+++xvbnx+=drove
to ^to+vcmp+++=to
Harrowgate ^nn+nom++??+=Harrowgate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
agent ^nn++++=agent
long ^jj++++=long
retired ^jj+++xvbn+=retired
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
me ^pp1o+pp1+++=me
Mel ^np++++=Mel
was ^vbd+bedz+vrb++=was
still ^rb++++=still
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Ninety ^cd++++=Ninety-one
- ^zz++++=EXTRAWORD
one ^cd1++++=EXTRAWORD
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Nearly ^rb+down+++=Nearly
deaf ^jj++++=deaf.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^nn++++=house
looked ^vbd+++xvbn+=looked
smaller ^jjr++++=smaller
than ^in++++=than
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
unfair ^jj+pred+++=unfair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
central ^jj+atrb+++=central
roof ^nn++++=roof
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
inward ^jjb++++=inward.
. ^zz++++=EXTRAWORD
Virginia ^np++++=Virginia
creeper ^nn++++=creeper
covered ^vbd+++xvbn+=covered
the ^ati++++=the
portico ^nn+++??+=portico,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
hitching ^nn++++=hitching
post ^nn++++=post
lay ^vbd+++xvbn+=lay
on ^rb+phrv+++=on
its ^pp$+it+++=its
side ^nn++++=side.
. ^zz++++=EXTRAWORD
Turkeys ^np+++??+=Turkeys
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
lawn ^nn++++=lawn.
. ^zz++++=EXTRAWORD
Naturally ^rb++++=Naturally.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
parked ^vbd+++xvbnx+=parked
at ^rb++++=at
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
gone ^vprf+++xvbnx+=gone
to ^in++++=to
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
with ^in++++=with
the ^ati++++=the
engine ^nn++++=engine
running ^vwbg+++xvbg+=running
and ^cc++++=and
imagined ^vbd+vprv++xvbn+=imagined
a ^at++++=a
final ^jj+atrb+++=final
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
Mel ^np++++=Mel,
, ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
fools ^nns++++=fools.
. ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
Too ^ql++++=Too
easy ^jj++++=easy,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
fool ^nn++++=fool.
