We ^pp1a+pp1+++=We
" ^zz++++=EXTRAWORD
Gloria ^np++++=Gloria's
's ^$++++=EXTRAWORD
pricing ^nn++++=pricing
gun ^nn++++=gun
clicked ^vbd+++xvbn+=clicked
faster ^rbr++++=faster.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Harlow ^np++++=Harlow
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
hear ^vb+vprv+++=hear
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Gloria ^np++++=Gloria?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
" ^zz++++="And?"
and ^cc++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj++++=good
to ^to+jcmp+++=to
hear ^vbi+vprv+++=hear
clearly ^rb++++=clearly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
strange ^jj+atrb+++=strange
answer ^vb++++=answer
that ^tht+vcmp+obj++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Harlow ^np++++=Harlow
had ^vb+hv+vrb++=had
no ^at++++=no
immediate ^jj+atrb+++=immediate
knife ^nn++++=knife
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy,
, ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
part ^nn++++=part,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
hardly ^rb+down+splt++=hardly
noticed ^vprf+++xvbnx+=noticed.
. ^zz++++=EXTRAWORD
A ^at++++=A
person ^nn++++=person
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
admired ^vpsv++agls+xvbnx+=admired
all ^abn++++=all
his ^pp$+pp3+++=his
life ^nn++++=life
notices ^nns++++=notices
admiration ^nn+nom+++=admiration
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
weather ^nn++++=weather;
; ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
admired ^vpsv++agls+xvbnx+=admired
all ^abn++++=all
his ^pp$+pp3+++=his
life ^nn++++=life,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fed ^vpsv++agls+xvbnx+=fed,
, ^zz++++=EXTRAWORD
defended ^j+++xvbn+=defended,
, ^zz++++=EXTRAWORD
corrected ^xvbn+++xvbn+=corrected,
, ^zz++++=EXTRAWORD
employed ^j+++xvbn+=employed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
loudly ^rb++++=loudly
discussed ^vbd+++xvbn+=discussed,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
can ^md+pos+++=can
create ^vb++++=create
the ^ati++++=the
same ^ap++++=same
dullness ^nns+nom+++=dullness
in ^in++++=in
the ^ati++++=the
receiving ^jj+atrb++xvbg+=receiving
muscles ^nns++++=muscles.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
learned ^vbd+vprv++xvbnx+=learned
from ^in++++=from
Denny ^np++++=Denny
Pike ^nn++++=Pike,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
learned ^vbd+vprv++xvbn+=learned
from ^in++++=from
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
Gloria ^np++++=Gloria
buy ^vb++++=buy
a ^at++++=a
men ^nns++++=men's
's ^vbz+bez+aux++0=EXTRAWORD
shaving ^vbg+++xvbgx+=shaving
lotion ^nn++++=lotion
because ^cs+cos+++=because
the ^ati++++=the
clerk ^nn++++=clerk
said ^vbd+vpub+tht0+xvbn+=said
women ^nns++++=women
found ^vbd+vprv++xvbn+=found
it ^pp3+it+++=it
attractive ^jj++++=attractive
on ^in++++=on
men ^nns++++=men.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Finch ^np++++=Finch
has ^vbz+hvz+aux++=has
got ^vprf+++xvbnx+=got
it ^pp3+it+++=it
bad ^jj++++=bad
for ^in++++=for
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Denny ^np++++=Denny
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
frowned ^vbd+++xvbn+=frowned.
. ^zz++++=EXTRAWORD
" ^zz++++="Who?"
who ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gloria."
gloria ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
looked ^vbd+++xvbn+=looked
through ^in++++=through
the ^ati++++=the
loading ^jj+++xvbg+=loading-bay
- ^zz++++=EXTRAWORD
bay ^npl++++=EXTRAWORD
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Gloria ^np++++=Gloria
was ^vbd+bedz+aux++=was
sweeping ^vbg+++xvbgx+=sweeping.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
the ^ati++++=the
broom ^nn++++=broom
in ^in++++=in
brisk ^jj++++=brisk
little ^ap++++=little
strokes ^nns+++??+=strokes
and ^cc++++=and
wore ^vbd+++xvbn+=wore
the ^ati++++=the
pink ^jj+atrb+++=pink
blouse ^nn++++=blouse
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
brown ^jj+atrb+++=brown
apron ^nn++++=apron.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
think ^vb+vprv+++=think?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
beginning ^nvbg+++xvbg+=beginning.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
the ^ati++++=the
fact ^nn++++=fact
of ^in++++=of
her ^pp$+pp3+++=her
affection ^nn+nom+++=affection
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
could ^md+pos+++=could
not ^xnot++not++=not
stop ^vb++++=stop
looking ^vbg+++xvbg+=looking
at ^rb++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
new ^nn++++=new
sign ^vb++++=sign
across ^in+pl+++=across
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
ugly ^jj++++=ugly
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
unnecessary ^jj++++=unnecessary,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
impossible ^jj++++=impossible
not ^xnot++not++=not
to ^to++++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
testing ^nvbg+++xvbg+=testing
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Best
best ^jjt+atrb+++=EXTRAWORD
truck ^nn++++=truck
Ford ^np++++=Ford
ever ^rb++++=ever
made ^vbd+++xvbn+=made,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
within ^in++++=within
hearing ^xvbg+++xvbg+=hearing
of ^in++++=of
Gloria ^np++++=Gloria.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
truck ^nn++++=truck,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
the ^ati++++=the
previous ^jj+atrb+++=previous
year ^nn++++=year
hearing ^vb+vprv++xvbg+=hearing
that ^tht+vcmp+++=that
truck ^nn++++=truck
called ^vbd+++xvbn+=called
a ^at++++=a
rust ^nn++++=rust
bucket ^nn++++=bucket,
, ^zz++++=EXTRAWORD
a ^at++++=a
gas ^nn++++=gas
hog ^nn++++=hog,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
public ^jj+atrb+++=public
cry ^nn++++=cry
for ^in++++=for
help ^nn++++=help.
. ^zz++++=EXTRAWORD
At ^rb++++=At
lunch ^vb++++=lunch
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
up ^rp++++=up
his ^pp$+pp3+++=his
ham ^nn++++=ham
sandwich ^nn++++=sandwich.
. ^zz++++=EXTRAWORD
" ^zz++++="Made
made ^vprf+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
myself ^ppl+pp1+++=myself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
looks ^vbz++++=looks
delicious ^jj++++=delicious."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
after ^in++++=after
biting ^xvbg+++xvbg+=biting
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
damn ^jj+atrb+++=damn
good ^jj+atrb+++=good
sandwich ^nn++++=sandwich."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
sandwich ^nn++++=sandwich,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gloria ^np++++=Gloria
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
these ^dt+dem+++=these
responses ^nns++++=responses
and ^cc++++=and
judged ^vbd+vprv++xvbn+=judged
them ^pp3o+pp3+++=them
proof ^nn++++=proof
that ^tht+ncmp+++=that
Gloria ^np++++=Gloria
contained ^vbd+++xvbn+=contained
about ^in++++=about
a ^at++++=a
teaspoon ^nn++++=teaspoon
of ^in++++=of
personality ^nn+nom+++=personality.
. ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
heard ^vbd+vprv++xvbn+=heard
them ^pp3o+pp3+++=them
and ^cc++++=and
judged ^vbd+vprv++xvbn+=judged
her ^pp$+pp3+++=her
sensible ^jj++++=sensible.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
than ^in++++=than
sensible ^jj++++=sensible:
: ^zz++++=EXTRAWORD
loyal ^jj++++=loyal.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
at ^rb++++=at
last ^rb"++++=last
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman
who ^whp+rel+subj++=who
understood ^vbd+vprv++xvbn+=understood
quality ^nn+nom+++=quality
without ^in++++=without
needing ^vb++++=needing
to ^to+vcmp+++=to
hammer ^vb++++=hammer
a ^at++++=a
man ^nn++++=man
over ^in++++=over
the ^ati++++=the
head ^nn++++=head
with ^in++++=with
her ^pp$+pp3+++=her
understanding ^nvbg+++xvbg+=understanding.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^npt++++=mother
noticed ^vbd+vprv++xvbn+=noticed
the ^ati++++=the
change ^nn++++=change
before ^cs+sub+++=before
Gloria ^np++++=Gloria
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
getting ^vbg+++xvbg+=getting
ideas ^nns++++=ideas,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
ideas ^nns++++=ideas?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
girl ^nn++++=girl
would ^md+prd+++=would
agree ^vb+vpub+++=agree
with ^in++++=with
a ^at++++=a
fence ^nn++++=fence
post ^nn++++=post."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So?
so ^ql++++=EXTRAWORD
? ^zz++++=EXTRAWORD
A ^at++++=A
fence ^nn++++=fence
post ^nn++++=post
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
any ^dti++++=any
complaints ^nns++++=complaints."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
got ^vpsv++agls+xvbnx+=got
the ^ati++++=the
sex ^nn++++=sex
appeal ^nn++++=appeal
of ^in++++=of
a ^at++++=a
damp ^jj+atrb+++=damp
envelope ^nn++++=envelope."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
angered ^jj+++xvbn+=angered
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
possibly ^rb++++=possibly
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
cruel ^jj+pred+++=cruel
and ^cc++++=and
possibly ^rb++++=possibly
because ^cs+cos+++=because,
, ^zz++++=EXTRAWORD
until ^in++++=until
that ^dt+dem+++=that
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
considered ^vbd+vprv++xvbn+=considered
Gloria ^np++++=Gloria
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
sex ^nn++++=sex
appeal ^nn++++=appeal.
. ^zz++++=EXTRAWORD
Opposition ^nn+nom+++=Opposition
can ^md+pos+++=can
be ^vb+be+vrb++=be
a ^at++++=a
match ^nn++++=match
applied ^vwbn+++xvbn+=applied
to ^in++++=to
material ^nn++++=material
a ^at++++=a
man ^nn++++=man
had ^vbd+hvd+aux++=had
assumed ^vprf+++xvbnx+=assumed
was ^vbd+bedz+vrb++=was
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
" ^zz++++="She's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
nicer ^jjr++++=nicer
than ^in++++=than
most ^ql+emph+++=most
people ^nns++++=people."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She'd
she ^pp3a+pp3+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
know ^vb+vprv+++=know
most ^ql+emph+++=most
people ^nns++++=people
to ^to++++=to
be ^vbi++vrb++=be
nicer ^jjr+pred+++=nicer
than ^cs+sub+++=than
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
skin ^nn++++=skin
off ^in+pl+++=off
your ^pp$+pp2+++=your
ass ^nn++++=ass
who ^whp+rel+obj++=who
I ^pp1a+pp1+++=I
talk ^nn++++=talk
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
becomes ^vbz++++=becomes
my ^pp$+pp1+++=my
ass ^nn++++=ass
when ^wrb+who+++=when
you ^pp2+pp2+++=you
talk ^vb++++=talk
to ^in++++=to
her ^pp$+pp3+++=her
in ^in++++=in
my ^pp$+pp1+++=my
store ^nn++++=store."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
left ^vbd+++xvbn+=left,
, ^zz++++=EXTRAWORD
slamming ^vbg+++xvbg+=slamming
the ^ati++++=the
office ^nn++++=office
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Harlow ^np++++=Harlow
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
believed ^vbd+vprv+tht0+xvbnx+=believed
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
the ^ati++++=the
last ^rb++++=last
loud ^jj++++=loud
sound ^jj++++=sound
in ^in++++=in
an ^at++++=an
argument ^nn+nom+++=argument
generally ^rb+down+++=generally
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
loser ^nn++++=loser.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
afternoon ^nn++++=afternoon
Randy ^np+++??+=Randy
left ^vbd+++xvbn+=left
a ^at++++=a
chocolate ^nn+nom+++=chocolate
mint ^nn++++=mint
beside ^in+pl+++=beside
Gloria ^np++++=Gloria's
's ^$++++=EXTRAWORD
register ^nn+nom+++=register.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Unless
unless ^cs+cnd+++=EXTRAWORD
the ^ati++++=the
cash ^nn++++=cash
register ^nn+nom+++=register
eats ^vbz++++=eats
candy ^nn++++=candy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gloria ^np++++=Gloria
laughed ^vbd+++xvbn+=laughed
her ^pp$+pp3+++=her
staircase ^nn++++=staircase
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
halfway ^rb++++=halfway
up ^rp++++=up
it ^pp3+it+++=it
collapsed ^vbd+++xvbn+=collapsed
into ^in++++=into
her ^pp$+pp3+++=her
old ^jj+atrb+++=old
bark ^nn++++=bark.
. ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
liked ^vbd+++xvbnx+=liked
the ^ati++++=the
bark ^nn++++=bark
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
Imagine ^vb+vprv+tht0++=Imagine
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
Gloria ^np++++=Gloria.
. ^zz++++=EXTRAWORD
Imagine ^vb+vprv+++=Imagine
that ^tht+vcmp+++=that
childhood ^nn+nom+++=childhood
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
series ^nn++++=series
of ^in++++=of
light ^nn++++=light
but ^cc++++=but
painful ^jj++++=painful
little ^ap++++=little
blows ^nns++++=blows:
: ^zz++++=EXTRAWORD
girls ^nns++++=girls
exchanging ^vwbg+++xvbg+=exchanging
looks ^nns++++=looks
when ^wrb+who+++=when
you ^pp2+pp2+++=you
sit ^vb++++=sit
beside ^in+pl+++=beside
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
boys ^nns++++=boys
asking ^vwbg+vsua++xvbg+=asking
you ^pp2+pp2+++=you
to ^in++++=to
dances ^nns++++=dances
as ^in++++=as
a ^at++++=a
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
a ^at++++=a
teacher ^nn++++=teacher
saying ^vwbg+++xvbg+=saying
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
" ^zz++++="pleasant"
pleasant ^jj++++=EXTRAWORD
" ^zz++++=EXTRAWORD
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
cannot ^md+pos+not++=cannot
think ^vb+vprv+++=think
of ^in++++=of
anything ^pn++++=anything
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
own ^ap++++=own
aunt ^nn++++=aunt
advising ^vwbg+++xvbg+=advising
you ^pp2+pp2+++=you
to ^to++++=to
develop ^vbi++++=develop
useful ^jj+atrb+++=useful
skills ^nns++++=skills.
. ^zz++++=EXTRAWORD
Imagine ^vb+vprv+tht0++=Imagine
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
spent ^vprf+++xvbnx+=spent
thirty ^cd++++=thirty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
years ^nns++++=years
being ^xvbg+++xvbg+=being
tolerated ^xvbn+++xvbn+=tolerated
in ^rb++++=in
public ^rb"++++=public
and ^cc++++=and
forgotten ^jj+++xvbn+=forgotten
in ^rb++++=in
private ^nn+nom+++=private.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
man ^nn++++=man
puts ^vbz++++=puts
a ^at++++=a
chocolate ^nn+nom+++=chocolate
mint ^nn++++=mint
beside ^in+pl+++=beside
your ^pp$+pp2+++=your
hand ^nn++++=hand
and ^cc++++=and
says ^vbz+vpub+tht0++=says
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
A ^at++++=A
cheap ^jj+atrb+++=cheap
mint ^nn++++=mint.
. ^zz++++=EXTRAWORD
Green ^nn++++=Green
foil ^nn++++=foil.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
bites ^nns++++=bites
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
careful ^jj+pred+++=careful.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
carry ^vb++++=carry
it ^pp3+it+++=it
home ^nr++++=home.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
place ^vb++++=place
the ^ati++++=the
wrapper ^nn++++=wrapper
in ^in++++=in
the ^ati++++=the
little ^jj+atrb+++=little
drawer ^nn++++=drawer
where ^wrb+who+++=where
you ^pp2+pp2+++=you
keep ^vb++++=keep
stamps ^nns++++=stamps,
, ^zz++++=EXTRAWORD
loose ^jj+atrb+++=loose
buttons ^nns++++=buttons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
your ^pp$+pp2+++=your
father ^nn++++=father's
's ^$++++=EXTRAWORD
expired ^vpsv++agls+xvbnx+=expired
driver ^nn++++=driver's
's ^$++++=EXTRAWORD
license ^nn+++??+=license.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
lie ^vb++++=lie
awake ^jj++++=awake
with ^in++++=with
your ^pp$+pp2+++=your
heart ^nn++++=heart
behaving ^vwbg+++xvbg+=behaving
foolishly ^rb+cnj+++=foolishly,
, ^zz++++=EXTRAWORD
extravagantly ^jj++++=extravagantly,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
hung ^vprf+++xvbnx+=hung
the ^ati++++=the
moon ^nn++++=moon
when ^wrb+who+++=when
all ^rb++++=all
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
was ^vbd+bedz+aux++=was
spend ^vb++++=spend
twelve ^cd++++=twelve
cents ^nns++++=cents.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
gift ^nn++++=gift
was ^vbd+bedz+vrb++=was
a ^at++++=a
cream ^nn++++=cream-filled
- ^zz++++=EXTRAWORD
filled ^vbd+++xvbn+=EXTRAWORD
snack ^nn++++=snack
cake ^nn++++=cake.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
key ^jjb+atrb+++=key
ring ^nn++++=ring
shaped ^vbd+++xvbn+=shaped
like ^in++++=like
Texas ^np++++=Texas,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
neither ^dt++neg++=neither
of ^in++++=of
them ^pp3o+pp3+++=them
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
Texas ^np++++=Texas.
. ^zz++++=EXTRAWORD
Randy ^np+++??+=Randy
began ^vbd+++xvbn+=began
leaving ^vbg+++xvbg+=leaving
notes ^nns++++=notes
beneath ^in+pl+++=beneath
the ^ati++++=the
register ^nn+nom+++=register
tray ^nn++++=tray.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=YOU
Look ^vb++++=LOOK
Nice ^jj+atrb+++=NICE
Today ^nr+tm+++=TODAY.
. ^zz++++=EXTRAWORD
Gloria ^np++++=Gloria
read ^vbd+vprv++xvbn+=read
that ^tht+vcmp+++=that
one ^pn++++=one
until ^cs+sub+++=until
nice ^nn++++=nice
grew ^vbd+++xvbn+=grew
strange ^jj++++=strange
and ^cc+phrs+++=and
detached ^jj+++xvbn+=detached
from ^in++++=from
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
Like ^vb++++=LIKE
Your ^pp$+pp2+++=YOUR
Perfume ^nn++++=PERFUME.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
twice ^rb++++=twice
as ^ql++++=as
much ^ap++++=much
the ^ati++++=the
following ^jj+atrb++xvbg+=following
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Randy ^np+++??+=Randy,
, ^zz++++=EXTRAWORD
watery ^jj++++=watery-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
complain ^vb+vpub+++=complain.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
notes ^nns++++=notes
grew ^vbd+++xvbn+=grew
longer ^rbr++++=longer.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=WHEN
You ^pp2+pp2+++=YOU
Say ^vb+vpub+tht0++=SAY
I ^pp1a+pp1+++=I
Can ^md+pos+++=CAN
Fix ^vb++++=FIX
Things ^nns++++=THINGS
It ^pp3+it+++=IT
Makes ^vbz++++=MAKES
Me ^pp1o+pp1+++=ME
Feel ^vb+vprv+++=FEEL
Like ^in++++=LIKE
I ^pp1a+pp1+++=I
Can ^md+pos+++=CAN.
