My ^pp$+pp1+++=My
Certainly ^rb++++=Certainly
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
grief ^nn++++=grief;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
grief ^nn++++=grief
may ^md+pos+++=may
reason ^vb++++=reason,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
syllogisms ^nns+nom+++=syllogisms
seemed ^vbd+seem++xvbn+=seemed
then ^rn+tm+++=then
as ^ql++++=as
solid ^jj++++=solid
as ^ql++++=as
Euclid ^np+++??+=Euclid.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
God ^np++++=God
knew ^vbd+vprv++xvbn+=knew
all ^rb++++=all
pain ^nn++++=pain
beforehand ^rb+cnj+++=beforehand,
, ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
chosen ^vprf+++xvbnx+=chosen
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
He ^pp3a+pp3+++=He
could ^md+pos+++=could
prevent ^vb++++=prevent
pain ^nn++++=pain
and ^cc++++=and
did ^vbd+dod+vrb++=did
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
preferred ^vbd+++xvbnx+=preferred
its ^pp$+it+++=its
existence ^nn+nom+++=existence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
familiar ^jj+atrb+++=familiar
reply ^vb++++=reply
that ^tht+vcmp+++=that
freedom ^nn+nom+++=freedom
requires ^vbz++++=requires
the ^ati++++=the
possibility ^nn+nom+++=possibility
of ^in++++=of
evil ^nn++++=evil
explained ^vbd+vpub++xvbn+=explained,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
if ^cs+cnd+++=if
one ^cd1++++=one
granted ^vbd+vsua+tht0+xvbn+=granted
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
narrow ^jj+atrb+++=narrow
province ^nn++++=province
of ^in++++=of
suffering ^xvbg+++xvbg+=suffering.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
freedom ^nn+nom+++=freedom
had ^vb+hv+vrb++=had
the ^ati++++=the
foal ^nn++++=foal
drowned ^vbd+++xvbn+=drowned
in ^in++++=in
a ^at++++=a
flooded ^jj+atrb+++=flooded
meadow ^nn++++=meadow?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
moral ^jj+atrb+++=moral
education ^nn+nom+++=education
was ^vbd+bedz+aux++=was
achieved ^vpsv++by+xvbnx+=achieved
by ^in++++=by
a ^at++++=a
cancer ^nn++++=cancer
hidden ^vbd+++xvbn+=hidden
in ^in++++=in
an ^at++++=an
infant ^nn++++=infant's
's ^$++++=EXTRAWORD
bone ^nn++++=bone?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
world ^nn++++=world
were ^vbd+bed+vrb++=were
a ^at++++=a
school ^nn++++=school,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
pedagogy ^nn+++??+=pedagogy
would ^md+prd+++=would
disgrace ^vb+++??+=disgrace
a ^at++++=a
savage ^nn++++=savage.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
theology ^nn++++=theology
with ^in++++=with
the ^ati++++=the
fury ^nn++++=fury
of ^in++++=of
a ^at++++=a
barrister ^nn+nom+++=barrister
preparing ^vwbg+++xvbg+=preparing
an ^at++++=an
indictment ^nn+nom+++=indictment.
. ^zz++++=EXTRAWORD
Augustine ^np+++??+=Augustine
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
me ^vbi++++=me
subtle ^jj++++=subtle
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
ashamed ^jj++++=ashamed;
; ^zz++++=EXTRAWORD
Leibniz ^np+++??+=Leibniz,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
best ^jjt++++=best
of ^in++++=of
all ^rb++++=all
possible ^jj+atrb+++=possible
worlds ^nns++++=worlds,
, ^zz++++=EXTRAWORD
resembled ^j+++xvbn+=resembled
a ^at++++=a
courtier ^nn++++=courtier
praising ^vwbg+++xvbg+=praising
the ^ati++++=the
banquet ^nn++++=banquet
while ^cs+sub+++=while
beggars ^nns++++=beggars
froze ^vbd+++xvbn+=froze
at ^in++++=at
the ^ati++++=the
palace ^nn++++=palace
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
Book ^nn++++=Book
of ^in++++=of
Job ^nn++++=Job,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+vrb++=had
once ^rb+tm+++=once
terrified ^jj++++=terrified
me ^pp1o+pp1+++=me
by ^in++++=by
its ^pp$+it+++=its
thunderous ^jj+atrb+++=thunderous
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
evade ^vbi++++=evade
the ^ati++++=the
charge ^nn++++=charge.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Lord ^npt++++=Lord
answered ^vbd+vpub++xvbn+=answered
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
whirlwind ^nn++++=whirlwind
with ^in++++=with
constellations ^nns+nom+++=constellations
and ^cc++++=and
crocodiles ^nns++++=crocodiles;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
splendour ^nn++++=splendour
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
innocence ^nn+nom+++=innocence.
. ^zz++++=EXTRAWORD
Orion ^np++++=Orion's
's ^$++++=EXTRAWORD
belt ^nn++++=belt
does ^vbz+doz+aux++=does
not ^xnot++not++=not
bind ^vb++++=bind
a ^at++++=a
child ^nn++++=child's
's ^$++++=EXTRAWORD
wound ^vbd+++xvbn+=wound.
. ^zz++++=EXTRAWORD
By ^in++++=By
winter ^nn++++=winter
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
ceased ^vprf+++xvbnx+=ceased
to ^to++++=to
pray ^vbi+vsua+++=pray.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
still ^rb++++=still
attended ^vbd+++xvbn+=attended
church ^npl++++=church
occasionally ^rb+cnj+++=occasionally,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
for ^in++++=for
our ^pp$+pp1+++=our
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
sake ^nn++++=sake
and ^cc++++=and
partly ^rb+down+++=partly
because ^cs+cos+++=because
the ^ati++++=the
old ^jj+atrb+++=old
words ^nns++++=words
had ^vb+hv+vrb++=had
the ^ati++++=the
grave ^jj+atrb+++=grave
loveliness ^nns+nom+++=loveliness
of ^in++++=of
ruins ^nns++++=ruins.
. ^zz++++=EXTRAWORD
Credo ^np+++??+=Credo
in ^in++++=in
unum ^nn+++??+=unum
Deum ^np+++??+=Deum,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
say ^vb+vpub+++=say
with ^in++++=with
the ^ati++++=the
congregation ^nn+nom+++=congregation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
add ^vb+vpub+++=add
inwardly ^rb++++=inwardly:
: ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe
in ^in++++=in
Him ^pp3o+pp3+++=Him,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
prisoner ^nn+nom+++=prisoner
believes ^vbz+vprv+++=believes
in ^in++++=in
his ^pp$+pp3+++=his
gaoler ^jjr++++=gaoler.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^in++++=in
this ^dt+dem+++=this
condition ^nn+nom+++=condition
that ^tht+rel+obj++=that
the ^ati++++=the
thing ^nn++++=thing
occurred ^vbd+++xvbn+=occurred.
. ^zz++++=EXTRAWORD
Ii ^np+++??+=II
The ^ati++++=The
night ^nn++++=night
was ^vbd+bedz+vrb++=was
the ^ati++++=the
seventeenth ^od++++=seventeenth
of ^in++++=of
January ^nr+nom+++=January.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
record ^nn++++=record
the ^ati++++=the
date ^nn++++=date
because ^cs+cos+++=because
the ^ati++++=the
stable ^jj++++=stable-book
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
confirms ^vbz+vpub+++=confirms
that ^tht+vcmp+++=that
the ^ati++++=the
frost ^nn++++=frost
began ^vbd+++xvbn+=began
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
Henderson ^np++++=Henderson
complained ^vbd+vpub++xvbn+=complained
next ^ap++++=next
morning ^nn++++=morning
that ^tht+rel+obj++=that
a ^at++++=a
nail ^vb++++=nail
had ^vbd+hvd+aux++=had
sprung ^vprf+++xvbnx+=sprung
from ^in++++=from
the ^ati++++=the
east ^np+pl+++=east
gutter ^nn++++=gutter
under ^in++++=under
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
ice ^nn++++=ice.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
trivial ^jj+atrb+++=trivial
corroborations ^nns+nom+++=corroborations
prove ^vb+vprv+++=prove
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know;
; ^zz++++=EXTRAWORD
nevertheless ^rb+cnj+++=nevertheless,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
approaching ^jj+atrb++xvbg+=approaching
marvels ^nns++++=marvels,
, ^zz++++=EXTRAWORD
clings ^vbz++++=clings
instinctively ^rb++++=instinctively
to ^in++++=to
invoices ^nns+++??+=invoices
and ^cc++++=and
weather ^nn++++=weather.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
dined ^vprf+++xvbnx+=dined
alone ^rb++++=alone
and ^cc++++=and
remained ^vbd+++xvbn+=remained
late ^jj++++=late
in ^in++++=in
the ^ati++++=the
library ^nn+nom+++=library.
. ^zz++++=EXTRAWORD
A ^at++++=A
north ^np+pl+++=north
wind ^nn++++=wind
moved ^vbd+++xvbn+=moved
about ^rb+phrv+++=about
the ^ati++++=the
house ^nn++++=house
with ^in++++=with
those ^dt+dem+++=those
stealthy ^jj+atrb+++=stealthy
variations ^nns+nom+++=variations
of ^in++++=of
pressure ^nn++++=pressure
which ^whp+rel+subj++=which
make ^vb++++=make
old ^jj+atrb+++=old
timbers ^nns+nom+++=timbers
answer ^nn++++=answer
one ^cd1++++=one
another ^dt++++=another
like ^in++++=like
uneasy ^jj+atrb+++=uneasy
sleepers ^nns+nom+++=sleepers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
had ^vbd+hvd+aux++=had
sunk ^vprf+++xvbnx+=sunk;
; ^zz++++=EXTRAWORD
the ^ati++++=the
green ^jj++++=green-shaded
- ^zz++++=EXTRAWORD
shaded ^vbd+++xvbn+=EXTRAWORD
lamp ^nn++++=lamp
illuminated ^vbd+++xvbn+=illuminated
my ^pp$+pp1+++=my
book ^nn++++=book,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj+atrb+++=small
continent ^nn++++=continent
of ^in++++=of
red ^jj+atrb+++=red
carpet ^nn++++=carpet,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
shelves ^nns++++=shelves
above ^jjb++++=above
in ^in++++=in
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
reading ^vbg+++xvbgx+=reading
Seneca ^np+++??+=Seneca
not ^xnot++not++=not
for ^in++++=for
consolation ^nn+nom+++=consolation,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
the ^ati++++=the
economy ^nn++++=economy
of ^in++++=of
his ^pp$+pp3+++=his
despair ^nn++++=despair
suited ^vwbn+++xvbn+=suited
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
horse ^nn++++=horse
upon ^in++++=upon
the ^ati++++=the
gravel ^nn++++=gravel.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
I ^pp1a+pp1+++=I
supposed ^vbd+++xvbnx+=supposed
that ^tht+vcmp+++=that
Henderson ^np++++=Henderson
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called
to ^in++++=to
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
that ^tht+vcmp+++=that
the ^ati++++=the
stable ^jj+atrb+++=stable
clock ^nn++++=clock
had ^vbd+hvd+aux++=had
struck ^vprf+++xvbnx+=struck
one ^cd1++++=one
nearly ^rb+down+++=nearly
half ^rb++++=half
an ^at++++=an
hour ^nn++++=hour
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
no ^at++++=no
one ^cd1++++=one
would ^md+prd+++=would
ride ^vb++++=ride
out ^rp+pl+++=out
at ^rb++++=at
such ^abl++++=such
an ^at++++=an
hour ^nn++++=hour
without ^in++++=without
informing ^xvbg+++xvbg+=informing
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hoofs ^nns++++=hoofs
approached ^vbd+++xvbn+=approached
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
stopped ^j+++xvbn+=stopped
beneath ^in+pl+++=beneath
the ^ati++++=the
library ^nn+nom+++=library
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
the ^ati++++=the
light ^nn++++=light
metallic ^jj+atrb+++=metallic
chink ^nn+++??+=chink
of ^in++++=of
a ^at++++=a
bit ^nn++++=bit
shaken ^vwbn+++xvbn+=shaken
in ^in++++=in
a ^at++++=a
quiet ^jj+atrb+++=quiet
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
rose ^vbd+++xvbnx+=rose.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
I ^pp1a+pp1+++=I
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
curtain ^nn++++=curtain,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
who ^whp+wpr+whcl++=who
waited ^vbd+++xvbn+=waited
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
ask ^vb++++=ask
how ^wrb+who+++=how.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
experienced ^vbd+++xvbnx+=experienced
no ^at++++=no
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
no ^at++++=no
perfume ^nn++++=perfume,
, ^zz++++=EXTRAWORD
no ^at++++=no
premonitory ^jj+atrb+++=premonitory
chill ^nn++++=chill;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
knowledge ^nn++++=knowledge
was ^vbd+bedz+vrb++=was
complete ^jj+pred+++=complete.
. ^zz++++=EXTRAWORD
The ^ati++++=The
heart ^nn++++=heart
does ^vbz+doz+aux++=does
not ^xnot++not++=not
always ^rb++++=always
learn ^vb+vprv+++=learn
by ^in++++=by
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
recognises ^vbz+vprv+++=recognises,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
eye ^nn++++=eye
recognises ^vbz+vprv+++=recognises
day ^nn++++=day.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^np++++=moon
stood ^vbd+++xvbn+=stood
above ^jjb++++=above
the ^ati++++=the
cedars ^nns+++??+=cedars,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
bright ^jj++++=bright
that ^cs+sub+++=that
every ^at++++=every
branch ^nn++++=branch
had ^vb+hv+vrb++=had
its ^pp$+it+++=its
black ^jj++++=black
duplicate ^nn+nom+++=duplicate
upon ^in++++=upon
the ^ati++++=the
lawn ^nn++++=lawn.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
the ^ati++++=the
stone ^nn++++=stone
steps ^nns++++=steps
waited ^vbd+++xvbn+=waited
a ^at++++=a
grey ^np++++=grey
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
saddled ^j+++xvbn+=saddled
and ^cc+phrs+++=and
bridled ^jj+++xvbn+=bridled,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
breath ^nn++++=breath
issuing ^vwbg+++xvbg+=issuing
in ^in++++=in
silver ^nn++++=silver
plumes ^nns+++??+=plumes.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
rein ^nn++++=rein.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
the ^ati++++=the
rough ^jj+atrb+++=rough
coat ^nn++++=coat
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
the ^ati++++=the
collar ^nn++++=collar
turned ^vbd+++xvbn+=turned
up ^rb+cnj+++=up,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
leather ^nn++++=leather
gloves ^nns++++=gloves
thrust ^vbd+++xvbn+=thrust
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
belt ^nn++++=belt.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither
luminous ^jj++++=luminous
nor ^cc+phrs+neg++=nor
transparent ^jj++++=transparent.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Harry ^np++++=Harry's
's ^$++++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
leaner ^jjr++++=leaner
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
very ^ql+amp+++=very
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
never ^rb+cnj+++=never,
, ^zz++++=EXTRAWORD
even ^rb++++=even
for ^in++++=for
the ^ati++++=the
fraction ^nn+nom+++=fraction
of ^in++++=of
a ^at++++=a
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
mistook ^j+++xvbn+=mistook
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
living ^jj+atrb++xvbg+=living
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
has ^vbz+hvz+vrb++=has
a ^at++++=a
minute ^nn++++=minute
turbulence ^nn+nom+++=turbulence,
, ^zz++++=EXTRAWORD
a ^at++++=a
perpetual ^jj+atrb+++=perpetual
flicker ^nn++++=flicker
of ^in++++=of
intention ^nn+nom+++=intention
under ^in++++=under
the ^ati++++=the
skin ^nn++++=skin;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
possessed ^vbd+++xvbnx+=possessed
shape ^nn++++=shape
and ^cc++++=and
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
that ^dt+dem+++=that
flame ^nn++++=flame.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
present ^vb++++=present
as ^ql++++=as
a ^at++++=a
portrait ^nn++++=portrait
might ^md+pos+++=might
be ^vb+be+aux++=be
present ^vb++++=present
if ^cs+cnd+++=if,
, ^zz++++=EXTRAWORD
without ^in++++=without
ceasing ^xvbg+++xvbg+=ceasing
to ^to++++=to
be ^vbi++vrb++=be
paint ^nn++++=paint,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
back ^jjb++++=back
at ^in++++=at
one ^pn++++=one.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
casement ^nn+nom+++=casement.
. ^zz++++=EXTRAWORD
" ^zz++++="Harry,"
harry ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Hullo,
hullo ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Stephen ^np++++=Stephen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
commonplace ^nn++++=commonplace
greeting ^xvbg+++xvbg+=greeting
brought ^xvbn+++xvbn+=brought
tears ^nns++++=tears
to ^in++++=to
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
more ^rbr++++=more
swiftly ^rb++++=swiftly
than ^in++++=than
any ^dti++++=any
solemnity ^nn+nom+++=solemnity
could ^md+pos+++=could
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
always ^rb++splt++=always
said ^vprf++tht0+xvbnx+=said
it ^pp3+it+++=it
in ^in++++=in
precisely ^rb++++=precisely
that ^dt+dem+++=that
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
half ^abn++++=half
affectionate ^jj++++=affectionate
and ^cc++++=and
half ^abn++++=half
amused ^jj+++xvbn+=amused,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
my ^pp$+pp1+++=my
existence ^nn+nom+++=existence
were ^vbd+bed+vrb++=were
a ^at++++=a
mildly ^rb+down+++=mildly
surprising ^jj+atrb++xvbg+=surprising
but ^cc+phrs+++=but
agreeable ^jj+atrb+++=agreeable
fact ^nn++++=fact.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
show ^vbi+vprv+tht0++=show
you ^pp2+pp2+++=you
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where?"
where ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^rb++++=EXTRAWORD
little ^rb"++++=little
way ^nn++++=way
beyond ^in++++=beyond
your ^pp$+pp2+++=your
conclusions ^nns++++=conclusions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Even ^rb++++=Even
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
could ^md+pos+++=could
make ^vb++++=make
a ^at++++=a
phrase ^nn++++=phrase
sound ^nn++++=sound
less ^rbr++++=less
like ^in++++=like
an ^at++++=an
epigram ^nn++++=epigram
than ^in++++=than
a ^at++++=a
practical ^jj+atrb+++=practical
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
nodded ^vbd+++xvbnx+=nodded
towards ^in++++=towards
the ^ati++++=the
grey ^nn++++=grey.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
ride ^vb++++=ride."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
not ^xnot++not++=not
put ^vbd+++xvbn+=put
on ^rb+phrv+++=on
boots ^nns++++=boots
since ^in++++=since
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
noticing ^vbg+++xvbg+=noticing
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
velvet ^nn++++=velvet
slippers ^nns+nom+++=slippers
were ^vbd+bed+vrb++=were
wholly ^rb++++=wholly
unsuitable ^jj+pred+++=unsuitable.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
concern ^nn++++=concern
with ^in++++=with
costume ^nn++++=costume,
, ^zz++++=EXTRAWORD
absurd ^jj++++=absurd
as ^ql++++=as
it ^pp3+it+++=it
appears ^vbz+seem+++=appears,
, ^zz++++=EXTRAWORD
reassured ^j+++xvbn+=reassured
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Madness ^nns+nom+++=Madness,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
neglect ^vb++++=neglect
the ^ati++++=the
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
would ^md+prd+++=would
scarcely ^rb+down+splt++=scarcely
provide ^vb+vsua+++=provide
a ^at++++=a
saddle ^nn++++=saddle
with ^in++++=with
the ^ati++++=the
near ^jj+atrb+++=near
stirrup ^nn++++=stirrup
lowered ^vbd+++xvbn+=lowered
to ^in++++=to
my ^pp$+pp1+++=my
length ^nn++++=length.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
my ^pp$+pp1+++=my
greatcoat ^nn+++??+=greatcoat
from ^in++++=from
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
found ^jj+atrb++xvbn+=found
boots ^nns++++=boots
and ^cc++++=and
a ^at++++=a
scarf ^nn++++=scarf,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
myself ^ppl+pp1+++=myself
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cold ^nn++++=cold
seized ^vbd+++xvbn+=seized
my ^pp$+pp1+++=my
nostrils ^nns++++=nostrils.
. ^zz++++=EXTRAWORD
Gravel ^nn++++=Gravel
cracked ^vbd+++xvbn+=cracked
beneath ^rb++++=beneath
my ^pp$+pp1+++=my
feet ^nns++++=feet
with ^in++++=with
an ^at++++=an
exactness ^nns+nom+++=exactness
impossible ^jj++++=impossible
to ^to+jcmp+++=to
dreams ^vb++++=dreams.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
stirrup ^nn++++=stirrup
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
mounted ^vbd+++xvbnx+=mounted.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
