# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
a ^at++++=a
serenity ^nn+nom+++=serenity
suggesting ^nn+vpub++xvbg+=suggesting
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned,
, ^zz++++=EXTRAWORD
in ^in++++=in
music ^nn++++=music
and ^cc++++=and
perhaps ^rb++++=perhaps
in ^in++++=in
life ^nn++++=life,
, ^zz++++=EXTRAWORD
the ^ati++++=the
difficult ^jj+atrb+++=difficult
virtue ^nn++++=virtue
of ^in++++=of
waiting ^xvbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
machine ^nn++++=machine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
the ^ati++++=the
Music ^nn++++=Music-Lover.
- ^zz++++=EXTRAWORD
lover ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
covenant ^nn+nom+++=covenant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
every ^at++++=every
player ^nn++++=player
retained ^vbd+++xvbn+=retained
his ^pp$+pp3+++=his
difference ^nn+nom+++=difference.
. ^zz++++=EXTRAWORD
The ^ati++++=The
flautist ^nn+nom+++=flautist's
's ^$++++=EXTRAWORD
breath ^nn++++=breath
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
own ^ap++++=own
breath ^nn++++=breath;
; ^zz++++=EXTRAWORD
the ^ati++++=the
cellist ^nn+nom+++=cellist's
's ^$++++=EXTRAWORD
pressure ^nn++++=pressure
upon ^in++++=upon
the ^ati++++=the
string ^nn++++=string
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
muscles ^nns++++=muscles
shaped ^vwbn+++xvbn+=shaped
by ^in++++=by
years ^nns++++=years
of ^in++++=of
practice ^nn++++=practice,
, ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
illness ^nns+nom+++=illness,
, ^zz++++=EXTRAWORD
renewed ^jj+atrb++xvbn+=renewed
endeavour ^nn++++=endeavour.
. ^zz++++=EXTRAWORD
The ^ati++++=The
horn ^np++++=horn-player
- ^zz++++=EXTRAWORD
player ^nn++++=EXTRAWORD
must ^md+nec+++=must
enter ^vb++++=enter
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
curtain ^nn++++=curtain
behind ^in+pl+++=behind
which ^whp+rel+pied++=which
a ^at++++=a
timid ^jj+atrb+++=timid
note ^nn++++=note
might ^md+pos+++=might
hide ^vb++++=hide.
. ^zz++++=EXTRAWORD
The ^ati++++=The
percussionist ^nn+nom+++=percussionist,
, ^zz++++=EXTRAWORD
silent ^jj++++=silent
through ^in++++=through
long ^rb++++=long
measures ^nns++++=measures,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
preserve ^vb++++=preserve
within ^in++++=within
himself ^ppl+pp3+++=himself
the ^ati++++=the
exact ^jj+atrb+++=exact
instant ^nn+nom+++=instant
of ^in++++=of
his ^pp$+pp3+++=his
thunder ^nn++++=thunder.
. ^zz++++=EXTRAWORD
Cooperation ^nn+nom+++=Cooperation
did ^vbd+dod+aux++=did
not ^xnot++not++=not
erase ^vb++++=erase
personality ^nn+nom+++=personality;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
personality ^nn+nom+++=personality
responsible ^jj++++=responsible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
theme ^nn++++=theme
returned ^vbd+++xvbn+=returned,
, ^zz++++=EXTRAWORD
adorned ^xvbn+++xvbn+=adorned
and ^cc+phrs+++=and
strengthened ^xvbn+++xvbn+=strengthened.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
the ^ati++++=the
Music ^nn++++=Music-Lover
- ^zz++++=EXTRAWORD
lover ^nn++++=EXTRAWORD
that ^tht+rel+obj++=that
the ^ati++++=the
musicians ^nns++++=musicians
were ^vbd+bed+aux++=were
weaving ^vbg+++xvbgx+=weaving
a ^at++++=a
ceremonial ^jj+atrb+++=ceremonial
robe ^nn++++=robe
whose ^whp+rel+obj++=whose
splendour ^nn++++=splendour
no ^at++++=no
single ^jj+atrb+++=single
hand ^nn++++=hand
could ^md+pos+++=could
have ^vb+hv+aux++=have
imagined ^vprf+++xvbnx+=imagined.
. ^zz++++=EXTRAWORD
The ^ati++++=The
violins ^nns++++=violins
laid ^vbd+++xvbn+=laid
down ^rb+phrv+++=down
threads ^nns++++=threads
of ^in++++=of
brightness ^nns+nom+++=brightness;
; ^zz++++=EXTRAWORD
the ^ati++++=the
violas ^nns++++=violas
gave ^vbd+++xvbn+=gave
shadow ^nn++++=shadow;
; ^zz++++=EXTRAWORD
the ^ati++++=the
' ^zz++++='cellos
cellos ^nns++++=EXTRAWORD
drew ^vbd+++xvbn+=drew
through ^in++++=through
the ^ati++++=the
pattern ^nn++++=pattern
a ^at++++=a
colour ^nn++++=colour
warm ^jj++++=warm
as ^ql++++=as
old ^jj+atrb+++=old
wine ^nn++++=wine;
; ^zz++++=EXTRAWORD
bassoons ^nns++++=bassoons
added ^vbd+vpub++xvbn+=added
russet ^jj++++=russet,
, ^zz++++=EXTRAWORD
clarinets ^nns++++=clarinets
dusk ^nn++++=dusk-blue,
- ^zz++++=EXTRAWORD
blue ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
horns ^nns++++=horns
the ^ati++++=the
bronze ^nn++++=bronze
of ^in++++=of
autumn ^nn++++=autumn
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
Beneath ^rb++++=Beneath
all ^abn++++=all,
, ^zz++++=EXTRAWORD
the ^ati++++=the
double ^jj++++=double-basses
- ^zz++++=EXTRAWORD
basses ^nns++++=EXTRAWORD
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
fabric ^nn++++=fabric
upon ^in++++=upon
their ^pp$+pp3+++=their
grave ^nn++++=grave
and ^cc++++=and
patient ^jj+atrb+++=patient
loom ^nn++++=loom.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
these ^dt+dem+++=these
persons ^nns++++=persons
together ^nn+nom+++=together?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
sat ^vbd+++xvbn+=sat
a ^at++++=a
grizzled ^jj+atrb+++=grizzled
cellist ^nn+nom+++=cellist,
, ^zz++++=EXTRAWORD
bending ^nvbg+++xvbg+=bending
toward ^in++++=toward
his ^pp$+pp3+++=his
instrument ^nn+nom+++=instrument
with ^in++++=with
such ^abl++++=such
tenderness ^nns+nom+++=tenderness
that ^tht+rel+obj++=that
the ^ati++++=the
curved ^jj+atrb+++=curved
wood ^npl++++=wood
appeared ^vbd+seem++xvbn+=appeared
almost ^rb+hdg+++=almost
human ^jj++++=human
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved
music ^nn++++=music
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
mortal ^jj+atrb+++=mortal
creature ^nn++++=creature
whose ^whp+rel+obj++=whose
voice ^nn++++=voice
music ^nn++++=music
afterwards ^rb+tm+++=afterwards
recalled ^vbd+vprv++xvbn+=recalled?
? ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
he ^pp3a+pp3+++=he
once ^cs+tm+++=once
played ^vprf+++xvbn+=played
this ^dt+dem+++=this
Andante ^np+++??+=Andante
to ^in++++=to
a ^at++++=a
room ^nn++++=room
in ^in++++=in
which ^whp+rel+pied++=which
a ^at++++=a
sick ^jj+atrb+++=sick
child ^nn++++=child
listened ^vbd+++xvbn+=listened?
? ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
sorrow ^nn++++=sorrow
deepened ^vbd+++xvbn+=deepened
his ^pp$+pp3+++=his
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
had ^vb+hv+aux++=had
tone ^nn++++=tone
taught ^vwbn+vsua++xvbn+=taught
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
sorrow ^nn++++=sorrow
might ^md+pos+++=might
be ^vb+be+aux++=be
borne ^vpsv++agls+xvbnx+=borne?
? ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
him ^pp3o+pp3+++=him
the ^ati++++=the
player ^nn++++=player
of ^in++++=of
the ^ati++++=the
double ^jj+atrb+++=double
bassoon ^nn+++??+=bassoon
remained ^vbd+++xvbn+=remained
immovable ^jj++++=immovable.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
instrument ^nn+nom+++=instrument
descended ^vbd+++xvbn+=descended
from ^in++++=from
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
like ^in++++=like
some ^dti++++=some
fabulous ^jj++++=fabulous
pipe ^vb++++=pipe
devised ^vbd+++xvbn+=devised
for ^in++++=for
a ^at++++=a
river ^nn++++=river-god.
- ^zz++++=EXTRAWORD
god ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
expression ^nn++++=expression
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
composed ^jj+++xvbn+=composed
that ^dt+dem+++=that
neither ^dt++neg++=neither
victory ^nn++++=victory
nor ^cc++neg++=nor
catastrophe ^nn++++=catastrophe
seemed ^vbd+seem++xvbn+=seemed
capable ^jj++++=capable
of ^in++++=of
surprising ^xvbg+++xvbg+=surprising
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
the ^ati++++=the
Music ^nn++++=Music-Lover,
- ^zz++++=EXTRAWORD
lover ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
calm ^nn++++=calm
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
nature ^nn++++=nature
but ^cc++++=but
conquest ^nn++++=conquest.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
anger ^nn++++=anger
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
ruled ^vprf+++xvbnx+=ruled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
each ^dt++++=each
slow ^jj+atrb+++=slow
phrase ^nn++++=phrase
was ^vbd+bedz+vrb++=was
a ^at++++=a
stone ^nn++++=stone
laid ^vbd+++xvbn+=laid
upon ^in++++=upon
an ^at++++=an
old ^jj+atrb+++=old
volcano ^nn++++=volcano.
. ^zz++++=EXTRAWORD
A ^at++++=A
clarinettist ^nn+nom+++=clarinettist,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark-bearded
- ^zz++++=EXTRAWORD
bearded ^jj++++=EXTRAWORD
and ^cc+phrs+++=and
broad ^jj++++=broad-browed,
- ^zz++++=EXTRAWORD
browed ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
resembled ^j+++xvbn+=resembled
a ^at++++=a
philosopher ^nn+nom+++=philosopher
from ^in++++=from
Rembrandt ^np++++=Rembrandt's
's ^$++++=EXTRAWORD
shadowed ^vbd+++xvbn+=shadowed
world ^nn++++=world.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
waited ^vbd+++xvbnx+=waited
with ^in++++=with
lowered ^xvbn+++xvbn+=lowered
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
instrument ^nn+nom+++=instrument
and ^cc++++=and
released ^vbd+++xvbn+=released
a ^at++++=a
phrase ^nn++++=phrase
of ^in++++=of
such ^abl++++=such
lucid ^jj+atrb+++=lucid
sweetness ^nns+nom+++=sweetness
that ^tht+rel+obj++=that
the ^ati++++=the
Music ^nn++++=Music-Lover
- ^zz++++=EXTRAWORD
lover ^nn++++=EXTRAWORD
felt ^vbd+vprv++xvbn+=felt
the ^ati++++=the
whole ^jj+atrb+++=whole
hall ^npl++++=hall
incline ^nn++++=incline
toward ^in++++=toward
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
him ^pp3o+pp3+++=him
silently ^rb++++=silently.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
forgiven ^vbd+++xvbn+=forgiven?
? ^zz++++=EXTRAWORD
Whom ^whp+wpor+whq++=Whom
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
failed ^vbd+++xvbn+=failed?
? ^zz++++=EXTRAWORD
Whose ^whp+who+++=Whose
forgiveness ^nns+nom+++=forgiveness
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
still ^rb++++=still
await ^vb++++=await?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
phrase ^nn++++=phrase
ended ^vbd+++xvbn+=ended;
; ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
removed ^vwbn+++xvbn+=removed
the ^ati++++=the
clarinet ^nn+++??+=clarinet
from ^in++++=from
his ^pp$+pp3+++=his
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
adjusted ^xvbn+++xvbn+=adjusted
a ^at++++=a
key ^nn++++=key
with ^in++++=with
one ^cd1++++=one
careful ^jj+atrb+++=careful
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
became ^vbd+++xvbn+=became
once ^rb+tm+++=once
more ^rbr++++=more
a ^at++++=a
citizen ^nn++++=citizen
among ^in++++=among
citizens ^nns++++=citizens.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Andante ^np+++??+=Andante
advanced ^vbd+++xvbn+=advanced
toward ^in++++=toward
nobility ^nn+nom+++=nobility,
, ^zz++++=EXTRAWORD
retreated ^xvbn+++xvbn+=retreated
into ^in++++=into
tenderness ^nns+nom+++=tenderness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
advanced ^jj+++xvbn+=advanced
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
courage ^nn+nom+++=courage
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
courage ^nn+nom+++=courage
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
afraid ^jj++++=afraid.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
courage ^nn+nom+++=courage
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
march ^nr++++=march
while ^cs+sub+++=while
carrying ^vbg+++xvbg+=carrying
their ^pp$+pp3+++=their
dead ^jj++++=dead
invisibly ^jj++++=invisibly
beside ^in+pl+++=beside
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Music ^nn++++=Music-Lover
- ^zz++++=EXTRAWORD
lover ^nn++++=EXTRAWORD
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
the ^ati++++=the
hall ^npl++++=hall
desiring ^vwbg+++xvbg+=desiring
a ^at++++=a
world ^nn++++=world
purged ^vbd+++xvbn+=purged
of ^in++++=of
human ^jj+atrb+++=human
confusion ^nn++++=confusion.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
loveliness ^nns+nom+++=loveliness
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
from ^in++++=from
that ^dt+dem+++=that
confusion ^nn++++=confusion
disciplined ^jj++++=disciplined
but ^cc++++=but
not ^xnot++not++=not
denied ^vbd+vpub++xvbn+=denied.
. ^zz++++=EXTRAWORD
Pain ^nn++++=Pain
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
excluded ^vpsv++agls+xvbnx+=excluded;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
given ^vpsv++agls+xvbnx+=given
rhythm ^nn++++=rhythm.
. ^zz++++=EXTRAWORD
Hope ^nn++++=Hope
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
proclaimed ^vpsv++agls+xvbnx+=proclaimed
as ^ql++++=as
easy ^jj++++=easy;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
earned ^vpsv++agls+xvbnx+=earned
through ^in++++=through
modulation ^nn+nom+++=modulation
and ^cc++++=and
return ^nn++++=return.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
the ^ati++++=the
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Music ^nn++++=Music-Lover
- ^zz++++=EXTRAWORD
lover ^nn++++=EXTRAWORD
breathed ^vbd+++xvbn+=breathed
deeply ^rb+cnj+++=deeply,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
too ^ql++++=too
had ^vbd+hvd+aux++=had
borne ^vprf+++xvbnx+=borne
a ^at++++=a
part ^nn++++=part
in ^in++++=in
the ^ati++++=the
long ^jj+atrb+++=long
procession ^nn++++=procession.
. ^zz++++=EXTRAWORD
# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Iii ^np+++??+=III
**scherzo ^nn+++??+=**Scherzo
Trio** ^np+++??+=Trio**
Out ^rp+pl+++=Out
of ^in++++=of
the ^ati++++=the
pause ^nn++++=pause
arose ^vbd+++xvbn+=arose
a ^at++++=a
stealthy ^jj+atrb+++=stealthy
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
The ^ati++++=The
low ^jj+atrb+++=low
strings ^nns++++=strings
moved ^vbd+++xvbn+=moved
like ^in++++=like
travellers ^nns+nom+++=travellers
feeling ^vwbg+++xvbg+=feeling
their ^pp$+pp3+++=their
way ^nn++++=way
through ^in++++=through
a ^at++++=a
forest ^nn++++=forest
at ^rb++++=at
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
horns ^nns++++=horns
gave ^vbd+++xvbn+=gave
forth ^rp++++=forth
the ^ati++++=the
ancient ^jj+atrb+++=ancient
challenge ^nn++++=challenge,
, ^zz++++=EXTRAWORD
altered ^xvbn+++xvbn+=altered
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
mysterious ^jj++++=mysterious
and ^cc+phrs+++=and
remote ^jj++++=remote.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Scherzo ^np+++??+=Scherzo
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
smile ^nn++++=smile
of ^in++++=of
innocence ^nn+nom+++=innocence.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
moved ^vbd+++xvbn+=moved
behind ^in+pl+++=behind
it ^pp3+it+++=it
Puck ^np+++??+=Puck
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Fate ^nn++++=Fate
wearing ^vwbg+++xvbg+=wearing
a ^at++++=a
mask ^nn++++=mask
at ^in++++=at
carnival ^nn+nom+++=carnival.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Music-lover ^np+nom+++=Music-Lover's
's ^$++++=EXTRAWORD
eye ^nn++++=eye
wandered ^vbd+++xvbn+=wandered
from ^in++++=from
desk ^nn++++=desk
to ^in++++=to
desk ^nn++++=desk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
face ^nn++++=face
became ^vbd+++xvbn+=became
the ^ati++++=the
threshold ^nn++++=threshold
of ^in++++=of
an ^at++++=an
unwritten ^jj+atrb++xvbn+=unwritten
tale ^nn++++=tale.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
bass ^nn++++=bass-violinist
- ^zz++++=EXTRAWORD
violinist ^nn+nom+++=EXTRAWORD
of ^in++++=of
immense ^jj+atrb+++=immense
height ^nn++++=height
and ^cc++++=and
melancholy ^jj+atrb+++=melancholy
leanness ^nns+nom+++=leanness.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
cheeks ^nns++++=cheeks
were ^vbd+bed+vrb++=were
hollow ^jj+pred+++=hollow,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hair ^nn++++=hair
untidy ^jj++++=untidy,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
collar ^nn++++=collar
rebellious ^jj++++=rebellious.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
beside ^in+pl+++=beside
the ^ati++++=the
giant ^jjb+atrb+++=giant
instrument ^nn+nom+++=instrument,
, ^zz++++=EXTRAWORD
embracing ^vbg+++xvbg+=embracing
its ^pp$+it+++=its
dark ^jj+atrb+++=dark
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
reminded ^vbd+vsua++xvbnx+=reminded
the ^ati++++=the
Music ^nn++++=Music-Lover
- ^zz++++=EXTRAWORD
lover ^nn++++=EXTRAWORD
of ^in++++=of
Lincoln ^np++++=Lincoln:
: ^zz++++=EXTRAWORD
awkward ^jj++++=awkward,
, ^zz++++=EXTRAWORD
compassionate ^jj++++=compassionate,
, ^zz++++=EXTRAWORD
burdened ^xvbn+++xvbn+=burdened
by ^in++++=by
griefs ^nns++++=griefs
too ^rb++++=too
large ^jj++++=large
to ^to++++=to
become ^vbi++++=become
private ^jj++++=private.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
at ^rb++++=at
a ^at++++=a
nimble ^jj+atrb+++=nimble
passage ^npl+nom+++=passage
his ^pp$+pp3+++=his
eyebrows ^nns++++=eyebrows
danced ^vbd+++xvbn+=danced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
three ^cd++++=three
seconds ^nns++++=seconds
the ^ati++++=the
statesman ^nn+nom+++=statesman
vanished ^vbd+++xvbn+=vanished;
; ^zz++++=EXTRAWORD
a ^at++++=a
mischievous ^jj+atrb+++=mischievous
country ^nn++++=country
boy ^nn++++=boy
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
his ^pp$+pp3+++=his
place ^nn++++=place.
. ^zz++++=EXTRAWORD
A ^at++++=A
second ^od++++=second
violinist ^nn+nom+++=violinist
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
leader ^nn++++=leader
with ^in++++=with
an ^at++++=an
expression ^nn++++=expression
in ^in++++=in
which ^whp+rel+pied++=which
admiration ^nn+nom+++=admiration
and ^cc++++=and
rivalry ^nn++++=rivalry
were ^vbd+bed+aux++=were
delicately ^rb++splt++=delicately
mingled ^vpsv++agls+xvbnx+=mingled.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
they ^pp3a+pp3+++=they
competed ^vbd+++xvbnx+=competed
in ^in++++=in
youth ^nn++++=youth?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
one ^cd1++++=one
possess ^nns+nom+++=possess
the ^ati++++=the
career ^nn++++=career
intended ^vwbn+vsua++xvbn+=intended
for ^in++++=for
the ^ati++++=the
other ^ap++++=other?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
they ^pp3a+pp3+++=they
dine ^vb++++=dine
together ^nn+nom+++=together
after ^in++++=after
rehearsals ^nns+nom+++=rehearsals,
, ^zz++++=EXTRAWORD
praising ^jj+atrb++xvbg+=praising
one ^cd1++++=one
another ^dt++++=another
with ^in++++=with
guarded ^jj+atrb++xvbn+=guarded
sincerity ^nn+nom+++=sincerity?
? ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
had ^vb+hv+vrb++=had
some ^dti++++=some
Girl ^nn++++=Girl
Who ^whp+rel+subj++=Who
Understood ^vbd+vprv++xvbn+=Understood
stood ^vprf+++xvbn+=stood
once ^rb+tm+++=once
between ^in++++=between
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
choosing ^jj+++xvbg+=choosing
neither ^dt++neg++=neither
music ^nn++++=music
nor ^cc++neg++=nor
merit ^nn++++=merit,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
one ^cd1++++=one
whose ^whp+rel+obj++=whose
silences ^nns+nom+++=silences
she ^pp3a+pp3+++=she
could ^md+pos+++=could
inhabit ^vb++++=inhabit?
? ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
the ^ati++++=the
drums ^nns++++=drums
sat ^vbd+++xvbn+=sat
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
with ^in++++=with
red ^jj+atrb+++=red
hair ^nn++++=hair
and ^cc++++=and
the ^ati++++=the
solemnity ^nn+nom+++=solemnity
of ^in++++=of
a ^at++++=a
priest ^nn++++=priest.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
only ^rb+down+++=only
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
notes ^nns++++=notes,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
guarded ^vbd+++xvbnx+=guarded
them ^pp3o+pp3+++=them
as ^ql++++=as
Leonidas ^np+++??+=Leonidas
guarded ^vbd+++xvbn+=guarded
the ^ati++++=the
pass ^nn++++=pass.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
patience ^nn+nom+++=patience
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
him ^pp3o+pp3+++=him
to ^to++++=to
count ^vbi++++=count
another ^dt++++=another
man ^nn++++=man's
's ^$++++=EXTRAWORD
melodies ^nns+++??+=melodies
for ^in++++=for
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour
and ^cc++++=and
then ^rn+tm+++=then
enter ^vb++++=enter,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
one ^cd1++++=one
fraction ^nn+nom+++=fraction
early ^jj++++=early,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
single ^jj+atrb+++=single
stroke ^nn++++=stroke?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
this ^dt+dem+++=this
humility ^nn+nom+++=humility
or ^cc++++=or
pride ^nn++++=pride
refined ^vbd+++xvbn+=refined
until ^cs+sub+++=until
it ^pp3+it+++=it
could ^md+pos+++=could
take ^vb++++=take
the ^ati++++=the
