For ^in++++=For
, ^zz++++=EXTRAWORD
books ^nns++++=books,
, ^zz++++=EXTRAWORD
politics ^nn++++=politics
and ^cc++++=and
people ^nns++++=people
with ^in++++=with
a ^at++++=a
fluent ^jj+atrb+++=fluent
impartiality ^nn+nom+++=impartiality.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
touch ^vbi++++=touch
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
he ^pp3a+pp3+++=he
touched ^vbd+++xvbnx+=touched
everything ^pn++++=everything
expertly ^rb++++=expertly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
impression ^nn++++=impression
of ^in++++=of
dining ^xvbg+++xvbg+=dining
off ^in+pl+++=off
admirable ^jj+atrb+++=admirable
silver ^nn++++=silver
with ^in++++=with
no ^at++++=no
food ^nn++++=food
on ^in++++=on
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
After ^in++++=After
luncheon ^nn++++=luncheon
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gisburn ^np++++=Gisburn
offered ^vbd+++xvbn+=offered
to ^to++++=to
show ^vbi+vprv+++=show
me ^pp1o+pp1+++=me
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
contained ^vbd+++xvbn+=contained
what ^wdt+who+++=what
the ^ati++++=the
cultivated ^jj+++xvbn+=cultivated
rich ^np++++=rich
are ^vb+ber+aux++=are
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
contain ^vbi++++=contain
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
submitted ^vprf+++xvbnx+=submitted
to ^in++++=to
competent ^jj+atrb+++=competent
advice ^nn++++=advice:
: ^zz++++=EXTRAWORD
a ^at++++=a
S ^zz++++=S
vres ^nns+++??+=vres
service ^nn++++=service
too ^rb++++=too
precious ^jj++++=precious
for ^in++++=for
coffee ^nn++++=coffee,
, ^zz++++=EXTRAWORD
two ^cd++++=two
Renaissance ^nn+nom+++=Renaissance
bronzes ^nns++++=bronzes
of ^in++++=of
questionable ^jj+atrb+++=questionable
parentage ^nn+nom+++=parentage,
, ^zz++++=EXTRAWORD
a ^at++++=a
row ^nn++++=row
of ^in++++=of
pale ^nn++++=pale
Italian ^jj+atrb+++=Italian
cabinets ^nns++++=cabinets,
, ^zz++++=EXTRAWORD
brocades ^vbz+++??+=brocades
retired ^vprf+++xvbn+=retired
from ^in++++=from
ecclesiastical ^jj+atrb+++=ecclesiastical
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
and ^cc++++=and
there ^rn+pl+++=there
some ^dti++++=some
deliberately ^rb++++=deliberately
barbarous ^jj++++=barbarous
object ^vb++++=object
inserted ^vbd+++xvbn+=inserted
to ^to++++=to
prove ^vbi+vprv+++=prove
that ^tht+vcmp+++=that
taste ^nn++++=taste
had ^vb+hv+aux++=had
not ^xnot++not++=not
become ^vb++++=become
timid ^jj++++=timid.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
was ^vbd+bedz+vrb++=was
rare ^jj+pred+++=rare,
, ^zz++++=EXTRAWORD
appropriate ^jj++++=appropriate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slightly ^rb+down+++=slightly
exhausted ^vpsv++by+xvbn+=exhausted
by ^in++++=by
appreciation ^nn+nom+++=appreciation.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
followed ^vbd+vprv++xvbn+=followed
us ^pp1o+pp1+++=us
amiably ^rb+cnj+++=amiably,
, ^zz++++=EXTRAWORD
supplying ^vbg+++xvbg+=supplying
dates ^nns++++=dates
and ^cc++++=and
schools ^nns++++=schools
where ^wrb+who+++=where
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
arranged ^vprf+++xvbnx+=arranged
the ^ati++++=the
rooms ^nns++++=rooms
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wife ^nn++++=wife
made ^vbd+++xvbn+=made
this ^dt+dem+++=this
clear ^jj++++=clear
with ^in++++=with
the ^ati++++=the
pride ^nn++++=pride
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
hired ^vprf+++xvbnx+=hired
genius ^nn++++=genius
for ^in++++=for
domestic ^jj+atrb+++=domestic
use ^nn++++=use.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
Jack ^np++++=Jack
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
hang ^vb++++=hang
any ^dti++++=any
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
things ^nns++++=things,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
complained ^vbd+vpub++xvbnx+=complained,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
entered ^vbd+++xvbn+=entered
the ^ati++++=the
long ^jj++++=long
drawing ^jj+++xvbg+=drawing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
The ^ati++++=The
walls ^nns++++=walls
bore ^vbd+++xvbn+=bore
a ^at++++=a
Luini ^np+++??+=Luini
pupil ^nn++++=pupil,
, ^zz++++=EXTRAWORD
a ^at++++=a
guarded ^jj+++xvbn+=guarded
little ^ap++++=little
landscape ^nn++++=landscape
ascribed ^vwbn+++xvbn+=ascribed
to ^in++++=to
Corot ^np+++??+=Corot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
eighteenth ^od++++=eighteenth-century
- ^zz++++=EXTRAWORD
century ^nn++++=EXTRAWORD
portraits ^nns++++=portraits
whose ^whp+rel+obj++=whose
sitters ^nns+nom+++=sitters
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
the ^ati++++=the
wisdom ^nn++++=wisdom
to ^to++++=to
die ^vbi++++=die
before ^cs+sub+++=before
their ^pp$+pp3+++=their
attribution ^nn+nom+++=attribution
became ^vbd+++xvbn+=became
uncertain ^jj++++=uncertain.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
Gisburn ^np+++??+=Gisburn
was ^vbd+bedz+vrb++=was
visible ^jj+pred+++=visible.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
renounced ^vprf+++xvbn+=renounced
yourself ^ppl+pp2+++=yourself
very ^ql+amp+++=very
thoroughly ^rb+cnj+++=thoroughly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
me ^pp1o+pp1+++=me
a ^at++++=a
quick ^jj+atrb+++=quick
look ^nn++++=look.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
former ^ap++++=former
prices ^nns++++=prices
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
cautious ^jj++++=cautious.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
afford ^vb++++=afford
myself ^ppl+pp1+++=myself
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gisburn ^np++++=Gisburn
laughed ^vbd+++xvbn+=laughed
with ^in++++=with
literal ^jj+atrb+++=literal
pleasure ^nn++++=pleasure.
. ^zz++++=EXTRAWORD
" ^zz++++="Isn't
is ^vbz+bez+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
absurd ^jj++++=absurd?
? ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
my ^pp$+pp1+++=my
portrait ^nn++++=portrait
upstairs ^jjb++++=upstairs
the ^ati++++=the
one ^cd1++++=one
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
married ^vpsv++agls+xvbnx+=married
but ^cc++++=but
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
it ^pp3+it+++=it
down ^in++++=down
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
him ^pp3o+pp3+++=him
people ^nns++++=people
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
painted ^vbd+++xvbnx+=painted
it ^pp3+it+++=it
for ^in++++=for
private ^jj+atrb+++=private
devotion ^nn+nom+++=devotion,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jack ^np++++=Jack.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
in ^in++++=in
the ^ati++++=the
words ^nns++++=words;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
too ^ql++++=too
much ^ap++++=much
in ^in++++=in
the ^ati++++=the
lightness ^nns+nom+++=lightness
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
portrait ^nn++++=portrait.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
triumphs ^nns++++=triumphs:
: ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gisburn ^np++++=Gisburn,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Clenshaw ^np++++=Clenshaw,
, ^zz++++=EXTRAWORD
in ^in++++=in
dove ^np++++=dove-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
velvet ^nn++++=velvet,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
from ^in++++=from
a ^at++++=a
dark ^jj+atrb+++=dark
background ^nn++++=background
with ^in++++=with
one ^cd1++++=one
hand ^nn++++=hand
on ^in++++=on
a ^at++++=a
lacquer ^jjr+atrb+++=lacquer
cabinet ^nn++++=cabinet
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
holding ^jj+++xvbg+=holding
a ^at++++=a
spray ^nn++++=spray
of ^in++++=of
white ^jj+atrb+++=white
orchids ^nns+++??+=orchids.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pose ^nn++++=pose
implied ^vbd+vprv++xvbn+=implied
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
interrupted ^vpsv++agls+xvbnx+=interrupted
in ^in++++=in
an ^at++++=an
act ^nn++++=act
of ^in++++=of
great ^jj+atrb+++=great
inward ^jjb+atrb+++=inward
significance ^nn+nom+++=significance.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recalled ^vbd+vprv++xvbnx+=recalled
the ^ati++++=the
gleam ^nn++++=gleam
on ^in++++=on
the ^ati++++=the
velvet ^nn++++=velvet,
, ^zz++++=EXTRAWORD
the ^ati++++=the
modulated ^jj+atrb++xvbn+=modulated
pallor ^nn++++=pallor
of ^in++++=of
the ^ati++++=the
face ^nn++++=face,
, ^zz++++=EXTRAWORD
the ^ati++++=the
orchids ^nn++++=orchids
poised ^vbd+++xvbn+=poised
like ^in++++=like
captured ^vbd+++xvbn+=captured
moths ^nns++++=moths.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
excellent ^jj+atrb+++=excellent
Gisburn ^np+++??+=Gisburn
bold ^np++++=bold,
, ^zz++++=EXTRAWORD
polished ^jj++++=polished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
empty ^vb++++=empty
enough ^qlp++++=enough
to ^to++++=to
receive ^vbi++++=receive
any ^dti++++=any
compliment ^nn+nom+++=compliment.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
passed ^vbd+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
remaining ^jj+atrb++xvbg+=remaining
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
presently ^rb+tm+++=presently
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gisburn ^np++++=Gisburn
remembered ^vwbn+vprv++xvbn+=remembered
some ^dti++++=some
domestic ^jj+atrb+++=domestic
engagement ^nn+nom+++=engagement.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
entrusted ^vbd+++xvbnx+=entrusted
me ^pp1o+pp1+++=me
to ^in++++=to
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
suggestion ^nn+nom+++=suggestion
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
show ^vb++++=show
me ^pp1o+pp1+++=me
" ^zz++++="his
his ^pp$+pp3+++=EXTRAWORD
own ^ap++++=own
place ^nn++++=place."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
led ^vbd+++xvbnx+=led
me ^pp1o+pp1+++=me
down ^in++++=down
a ^at++++=a
passage ^nn+nom+++=passage
and ^cc++++=and
through ^in++++=through
a ^at++++=a
small ^jj+atrb+++=small
courtyard ^nn++++=courtyard
into ^in++++=into
a ^at++++=a
room ^nn++++=room
built ^vbd+++xvbn+=built
against ^in++++=against
the ^ati++++=the
northern ^jj+atrb+++=northern
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
villa ^nn++++=villa.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
plain ^nn++++=plain
to ^in++++=to
austerity ^nn+nom+++=austerity.
. ^zz++++=EXTRAWORD
Dark ^jj+atrb+++=Dark
books ^nns++++=books
lined ^vbd+++xvbn+=lined
the ^ati++++=the
walls ^nns++++=walls;
; ^zz++++=EXTRAWORD
the ^ati++++=the
furniture ^nn++++=furniture
was ^vbd+bedz+vrb++=was
leathery ^jj+pred+++=leathery
and ^cc++++=and
square ^nn++++=square;
; ^zz++++=EXTRAWORD
the ^ati++++=the
floor ^nn++++=floor
had ^vb+hv+vrb++=had
no ^at++++=no
carpet ^nn++++=carpet;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
single ^jj+atrb+++=single
long ^jj+atrb+++=long
window ^nn++++=window
admitted ^vwbn+vpub++xvbn+=admitted
a ^at++++=a
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
even ^rb++++=even
light ^jj++++=light
which ^whp+who+++=which
made ^vprf+++xvbn+=made
the ^ati++++=the
Mediterranean ^jj+atrb+++=Mediterranean
brilliance ^nn+nom+++=brilliance
outside ^jjb++++=outside
seem ^vb+seem+++=seem
theatrical ^jj++++=theatrical.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
house ^npl++++=house's
's ^$++++=EXTRAWORD
succession ^nn++++=succession
of ^in++++=of
brocade ^nn++++=brocade,
, ^zz++++=EXTRAWORD
porcelain ^nn++++=porcelain
and ^cc++++=and
agreeable ^jj+atrb+++=agreeable
archaeology ^nn++++=archaeology,
, ^zz++++=EXTRAWORD
the ^ati++++=the
room ^nn++++=room
had ^vb+hv+vrb++=had
the ^ati++++=the
effect ^nn++++=effect
of ^in++++=of
a ^at++++=a
cell ^nn++++=cell
contrived ^vwbn+++xvbn+=contrived
by ^in++++=by
a ^at++++=a
connoisseur ^nn++++=connoisseur.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
where ^wrb+who+++=where
you ^pp2+pp2+++=you
hide ^vb++++=hide
from ^in++++=from
your ^pp$+pp2+++=your
treasures ^nns++++=treasures,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
treasures ^nns++++=treasures.
. ^zz++++=EXTRAWORD
Mine ^nn++++=Mine
are ^vb+ber+vrb++=are
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
few ^ap++++=few
pictures ^nns++++=pictures:
: ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
Spanish ^jj+atrb+++=Spanish
panel ^nn++++=panel,
, ^zz++++=EXTRAWORD
blackened ^jj++++=blackened
almost ^rb+hdg+++=almost
to ^in++++=to
invisibility ^nn+nom+++=invisibility;
; ^zz++++=EXTRAWORD
two ^cd++++=two
Japanese ^jj+atrb+++=Japanese
drawings ^nns++++=drawings;
; ^zz++++=EXTRAWORD
a ^at++++=a
small ^jj+atrb+++=small
study ^nn++++=study
of ^in++++=of
rocks ^nns++++=rocks;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
above ^in+pl+++=above
the ^ati++++=the
writing ^jj+++xvbg+=writing-table,
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
sheet ^nn++++=sheet
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
walnut ^nn++++=walnut
frame ^nn++++=frame.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
sketch ^nn++++=sketch
of ^in++++=of
a ^at++++=a
donkey ^nn++++=donkey.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
merely ^rb+down+++=merely
a ^at++++=a
dozen ^cd++++=dozen
nervous ^jj+atrb+++=nervous
lines ^nns++++=lines
on ^in++++=on
yellowish ^jj+atrb+++=yellowish
paper ^nn++++=paper:
: ^zz++++=EXTRAWORD
a ^at++++=a
drooping ^jj+atrb+++=drooping
head ^nn++++=head,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ridge ^nn++++=ridge
of ^in++++=of
a ^at++++=a
patient ^nn++++=patient
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
four ^cd++++=four
legs ^nns++++=legs
planted ^vwbn+++xvbn+=planted
with ^in++++=with
the ^ati++++=the
stubborn ^jj+atrb+++=stubborn
delicacy ^nn+nom+++=delicacy
peculiar ^jj++++=peculiar
to ^in++++=to
the ^ati++++=the
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
thing ^nn++++=thing
took ^vbd+++xvbn+=took
possession ^nn++++=possession.
. ^zz++++=EXTRAWORD
The ^ati++++=The
donkey ^nn++++=donkey
was ^vbd+bedz+aux++=was
tired ^vpsv++agls+xvbnx+=tired;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
its ^pp$+it+++=its
fatigue ^nn++++=fatigue
had ^vb+hv+vrb++=had
no ^at++++=no
anecdote ^nn++++=anecdote
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
no ^at++++=no
appeal ^nn++++=appeal.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
weight ^nn++++=weight
of ^in++++=of
the ^ati++++=the
body ^nn++++=body
passed ^vbd+++xvbn+=passed
down ^rb+phrv+++=down
through ^in++++=through
the ^ati++++=the
thin ^jj+atrb+++=thin
legs ^nns++++=legs
into ^in++++=into
the ^ati++++=the
earth ^nn++++=earth;
; ^zz++++=EXTRAWORD
the ^ati++++=the
head ^nn++++=head
hung ^vbd+++xvbn+=hung
because ^cs+cos+++=because
the ^ati++++=the
neck ^nn++++=neck
must ^md+nec+++=must
sustain ^vb++++=sustain
it ^pp3+it+++=it
so ^ql++++=so;
; ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
creature ^nn++++=creature,
, ^zz++++=EXTRAWORD
awkward ^jj++++=awkward,
, ^zz++++=EXTRAWORD
enduring ^jj+++xvbg+=enduring
and ^cc+phrs+++=and
complete ^jj++++=complete,
, ^zz++++=EXTRAWORD
appeared ^vb+++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
known ^vpsv++agls+xvbnx+=known
from ^in++++=from
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
added ^vpsv++agls+xvbnx+=added
for ^in++++=for
charm ^nn++++=charm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
necessary ^jj++++=necessary
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
omitted ^vpsv++agls+xvbnx+=omitted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lines ^nns++++=lines
seemed ^vbd+seem++xvbn+=seemed
not ^xnot++not++=not
drawn ^vbd+++xvbn+=drawn
upon ^in++++=upon
the ^ati++++=the
paper ^nn++++=paper
but ^cc++++=but
exposed ^vbd+++xvbn+=exposed
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
as ^ql++++=as
cracks ^nns++++=cracks
reveal ^vb+vprv+++=reveal
the ^ati++++=the
structure ^nn++++=structure
of ^in++++=of
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
" ^zz++++="Stroud,"
stroud ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
had ^vbd+hvd+aux++=had
remained ^vprf+++xvbnx+=remained
behind ^rp+pl+++=behind
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
never ^rb++splt++=never
seen ^vprf++tht0+xvbnx+=seen
that ^tht+vcmp+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
has ^vbz+hvz+vrb++=has,
, ^zz++++=EXTRAWORD
practically ^rb+down+++=practically."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
name ^nn++++=name
itself ^ppl++++=itself
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
minor ^jj+atrb+++=minor
reproaches ^nns++++=reproaches
which ^whp+rel+subj++=which
survive ^vb++++=survive
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
earned ^vwbn+++xvbn+=earned
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Felix ^np++++=Felix
Stroud ^np+++??+=Stroud
had ^vbd+hvd+aux++=had
painted ^vprf+++xvbnx+=painted
for ^in++++=for
thirty ^cd++++=thirty
years ^nns++++=years,
, ^zz++++=EXTRAWORD
exhibited ^j+++xvbn+=exhibited
intermittently ^rb+cnj+++=intermittently,
, ^zz++++=EXTRAWORD
sold ^xvbn+++xvbn+=sold
almost ^rb+hdg+++=almost
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
died ^vpsv++agls+xvbn+=died
with ^in++++=with
a ^at++++=a
reputation ^nn+nom+++=reputation
confined ^vwbn+++xvbn+=confined
to ^to++++=to
six ^cd++++=six
artists ^nns+nom+++=artists,
, ^zz++++=EXTRAWORD
two ^cd++++=two
critics ^nns++++=critics
and ^cc++++=and
several ^ap++++=several
pupils ^nns++++=pupils
who ^whp+rel+subj++=who
imitated ^vwbn+++xvbn+=imitated
his ^pp$+pp3+++=his
austerity ^nn+nom+++=austerity
without ^in++++=without
acquiring ^xvbg+++xvbg+=acquiring
his ^pp$+pp3+++=his
knowledge ^nn++++=knowledge.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
the ^ati++++=the
public ^nn++++=public
neglected ^vwbn+++xvbn+=neglected
a ^at++++=a
serious ^jj+atrb+++=serious
painter ^nn++++=painter,
, ^zz++++=EXTRAWORD
Stroud ^np++++=Stroud's
's ^$++++=EXTRAWORD
name ^nn++++=name
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
prove ^vbi+vprv+++=prove
that ^tht+vcmp+++=that
neglect ^nn++++=neglect
might ^md+pos+++=might
be ^vb+be+vrb++=be
a ^at++++=a
sign ^nn++++=sign
of ^in++++=of
greatness ^nns+nom+++=greatness;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
people ^nns++++=people
who ^whp+rel+subj++=who
used ^vbd+++xvbn+=used
him ^pp3o+pp3+++=him
thus ^rb+cnj+++=thus
seldom ^rb++++=seldom
owned ^vbd+++xvbn+=owned,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
even ^cs+sub+++=even
looked ^vprf+++xvbn+=looked
at ^rb+cnj+++=at,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
work ^nn++++=work.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="From
from ^in++++=EXTRAWORD
his ^pp$+pp3+++=his
widow ^nn++++=widow."
. ^zz++++=EXTRAWORD
