# ^zz++++=#
Two ^cd++++=TWO
recounts ^vbz++++=recounts
its ^pp$+it+++=its
price ^nn++++=price,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
expects ^vbz++++=expects
the ^ati++++=the
world ^nn++++=world
to ^to++++=to
admire ^vbi++++=admire
the ^ati++++=the
empty ^jj+atrb+++=empty
place ^nn++++=place.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
none ^pn++++=none
of ^in++++=of
that ^dt+dem+++=that
in ^in++++=in
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ward ^np++++=Ward.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
counted ^vbd+++xvbnx+=counted
the ^ati++++=the
coins ^nns++++=coins
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
tied ^j+++xvbn+=tied
them ^pp3o+pp3+++=them
in ^in++++=in
a ^at++++=a
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vwbn+++xvbn+=placed
them ^pp3o+pp3+++=them
with ^in++++=with
the ^ati++++=the
stockings ^nns++++=stockings.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
buy ^vb++++=buy
flour ^nn++++=flour,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
stood ^vbd+++xvbn+=stood
around ^rp++++=around
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
surveying ^vbg+++xvbg+=surveying
the ^ati++++=the
heap ^nn++++=heap.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
an ^at++++=an
oddly ^rb++++=oddly
solemn ^jj+atrb+++=solemn
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
A ^at++++=A
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
a ^at++++=a
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
linen ^nn++++=linen
shirts ^nns++++=shirts,
, ^zz++++=EXTRAWORD
knitted ^jj+atrb++xvbn+=knitted
stockings ^nns++++=stockings,
, ^zz++++=EXTRAWORD
dried ^jj+atrb++xvbn+=dried
apples ^nns++++=apples,
, ^zz++++=EXTRAWORD
herbs ^nns++++=herbs,
, ^zz++++=EXTRAWORD
soap ^nn++++=soap,
, ^zz++++=EXTRAWORD
biscuits ^nns++++=biscuits,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
unmatched ^jj+atrb+++=unmatched
mitten ^np++++=mitten
such ^abl++++=such
were ^vbd+bed+vrb++=were
the ^ati++++=the
visible ^jj+atrb+++=visible
offerings ^nns++++=offerings
of ^in++++=of
liberty ^nn++++=liberty.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
despise ^vb++++=despise
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Principles ^nns++++=Principles
make ^vb++++=make
brave ^jj+atrb+++=brave
speeches ^nns++++=speeches
in ^in++++=in
halls ^nns++++=halls,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
must ^md+nec+++=must
eat ^vb++++=eat
in ^in++++=in
camps ^nns++++=camps.
. ^zz++++=EXTRAWORD
Independence ^nn+nom+++=Independence
may ^md+pos+++=may
sign ^vb++++=sign
her ^pp$+pp3+++=her
name ^nn++++=name
in ^in++++=in
a ^at++++=a
bold ^jj+atrb+++=bold
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
some ^dti++++=some
woman ^nn++++=woman
must ^md+nec+++=must
spin ^vb++++=spin
the ^ati++++=the
thread ^nn++++=thread
that ^tht+rel+obj++=that
covers ^nns++++=covers
her ^pp3o+pp3+++=her
nakedness ^nns+nom+++=nakedness.
. ^zz++++=EXTRAWORD
Liberty ^nn++++=Liberty,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
comes ^vbz++++=comes
into ^in+ppvb+++=into
this ^dt+dem+++=this
world ^nn++++=world
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
comes ^vbz++++=comes
like ^in++++=like
a ^at++++=a
child ^nn++++=child:
: ^zz++++=EXTRAWORD
helpless ^jj++++=helpless,
, ^zz++++=EXTRAWORD
shivering ^vbg+++xvbg+=shivering,
, ^zz++++=EXTRAWORD
costly ^jj++++=costly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
demanding ^vbg+vsua++xvbg+=demanding
the ^ati++++=the
labor ^nn++++=labor
of ^in++++=of
every ^at++++=every
heart ^nn++++=heart
that ^tht+rel+subj++=that
loves ^vbz++++=loves
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
that ^dt+dem+++=that
week ^nn++++=week
the ^ati++++=the
meetinghouse ^nn+++??+=meetinghouse
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
at ^in++++=at
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
people ^nns++++=people
gathered ^vbd+++xvbn+=gathered
with ^in++++=with
parcels ^nns++++=parcels.
. ^zz++++=EXTRAWORD
A ^at++++=A
great ^nn++++=great
sled ^vbd+++xvbn+=sled
stood ^vbd+++xvbn+=stood
before ^in++++=before
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
runners ^nns+nom+++=runners
sunk ^vbd+++xvbn+=sunk
in ^in++++=in
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
brought ^vbd+++xvbn+=brought
sacks ^nns++++=sacks
of ^in++++=of
grain ^nn++++=grain
and ^cc++++=and
sides ^nns++++=sides
of ^in++++=of
pork ^nn++++=pork.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
came ^vbd+++xvbn+=came
with ^in++++=with
blankets ^nns++++=blankets,
, ^zz++++=EXTRAWORD
shirts ^nns++++=shirts,
, ^zz++++=EXTRAWORD
bandages ^nns+nom+++=bandages,
, ^zz++++=EXTRAWORD
stockings ^nns++++=stockings,
, ^zz++++=EXTRAWORD
candles ^nns++++=candles,
, ^zz++++=EXTRAWORD
mittens ^nns+++??+=mittens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jars ^nns++++=jars
of ^in++++=of
preserves ^nns++++=preserves.
. ^zz++++=EXTRAWORD
A ^at++++=A
blacksmith ^nn++++=blacksmith
gave ^vbd+++xvbn+=gave
nails ^nns++++=nails.
. ^zz++++=EXTRAWORD
A ^at++++=A
cobbler ^nn++++=cobbler
gave ^vbd+++xvbn+=gave
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
own ^ap++++=own
children ^nns++++=children
wore ^vbd+++xvbn+=wore
patched ^jj+atrb+++=patched
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell
surrendered ^vbd+++xvbn+=surrendered
a ^at++++=a
silver ^nn++++=silver-hilted
- ^zz++++=EXTRAWORD
hilted ^jj+atrb++xvbn+=EXTRAWORD
cane ^nn++++=cane,
, ^zz++++=EXTRAWORD
announcing ^vbg+++xvbg+=announcing
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
hobble ^vb+++??+=hobble
toward ^in++++=toward
freedom ^nn+nom+++=freedom
with ^in++++=with
a ^at++++=a
stick ^nn++++=stick
cut ^vbd+++xvbn+=cut
from ^in++++=from
the ^ati++++=the
hedge ^nn++++=hedge.
. ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Hitty ^np+++??+=Hitty
arrived ^vbd+++xvbn+=arrived
carrying ^vbg+++xvbg+=carrying
the ^ati++++=the
blue ^jj+atrb+++=blue
blanket ^nn++++=blanket.
. ^zz++++=EXTRAWORD
" ^zz++++="There,"
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
committee ^nn+nom+++=committee.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
no ^at++++=no
moth ^nn++++=moth
holes ^nns++++=holes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wide ^jj++++=wide
enough ^dt++++=enough
for ^in++++=for
two ^cd++++=two
thin ^jj+atrb+++=thin
men ^nns++++=men
or ^cc++++=or
one ^cd1++++=one
officer ^nn++++=officer
with ^in++++=with
ambitions ^nns+nom+++=ambitions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
carried ^vbd+++xvbn+=carried
the ^ati++++=the
parcel ^nn++++=parcel
of ^in++++=of
clothing ^nn++++=clothing.
. ^zz++++=EXTRAWORD
Grace ^nn++++=Grace
carried ^vbd+++xvbn+=carried
the ^ati++++=the
red ^jj+atrb+++=red
cloak ^nn++++=cloak.
. ^zz++++=EXTRAWORD
Ben ^np++++=Ben
carried ^vbd+++xvbn+=carried
his ^pp$+pp3+++=his
mitten ^np++++=mitten
and ^cc++++=and
refused ^vpsv++agls+xvbn+=refused
to ^to+vcmp+++=to
surrender ^nn+nom+++=surrender
it ^pp3+it+++=it
except ^in++++=except
directly ^rb++++=directly
to ^in++++=to
the ^ati++++=the
minister ^nn+nom+++=minister,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
apparently ^rb++++=apparently
regarded ^vbd+++xvbn+=regarded
as ^ql++++=as
commander ^npt+nom+++=commander
of ^in++++=of
the ^ati++++=the
army ^nn++++=army's
's ^$++++=EXTRAWORD
one ^cd1++++=one-handed
- ^zz++++=EXTRAWORD
handed ^vwbn+++xvbn+=EXTRAWORD
division ^nn++++=division.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minister ^npt+nom+++=minister
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
the ^ati++++=the
meetinghouse ^nn+++??+=meetinghouse
steps ^nns++++=steps
and ^cc++++=and
spoke ^vpsv++agls+xvbn+=spoke
of ^in++++=of
sacrifice ^nn++++=sacrifice.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
Abraham ^np++++=Abraham,
, ^zz++++=EXTRAWORD
of ^in++++=of
altars ^nns++++=altars,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
patriots ^nns++++=patriots,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
sacred ^jj+atrb+++=sacred
cause ^nn++++=cause,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
structure ^nn++++=structure
of ^in++++=of
freedom ^nn+nom+++=freedom
which ^whp+rel+subj++=which
must ^md+nec+++=must
be ^vb+be+aux++=be
founded ^vpsv++agls+xvbnx+=founded
upon ^in++++=upon
courage ^nn+nom+++=courage
and ^cc++++=and
self ^nn++++=self-denial.
- ^zz++++=EXTRAWORD
denial ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
words ^nns++++=words
rose ^vbd+++xvbn+=rose
into ^in++++=into
the ^ati++++=the
frosty ^nn+++??+=frosty
air ^nn++++=air
in ^in++++=in
white ^jj+atrb+++=white
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
uncovered ^vbd+++xvbn+=uncovered
their ^pp$+pp3+++=their
heads ^nns++++=heads.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
wept ^vbd+++xvbn+=wept
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
grew ^vbd+++xvbn+=grew
still ^jj+pred+++=still
because ^cs+cos+++=because
their ^pp$+pp3+++=their
elders ^nns++++=elders
were ^vbd+bed+vrb++=were
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
hymn ^nn++++=hymn
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sung ^vpsv++agls+xvbnx+=sung
and ^cc++++=and
the ^ati++++=the
people ^nn++++=people
began ^vbd+++xvbn+=began
to ^to++++=to
disperse ^vbi++++=disperse,
, ^zz++++=EXTRAWORD
Dick ^np++++=Dick
walked ^vbd+++xvbn+=walked
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
give ^vb++++=give,
, ^zz++++=EXTRAWORD
Mother ^nn++++=Mother?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ward ^np++++=Ward
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
sled ^nn++++=sled.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
saw ^vbd+vprv++xvbn+=saw."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^vb+vprv+tht0++=mean
your ^pp$+pp2+++=your
own ^ap++++=own
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Grace ^nn++++=Grace
gave ^vbd+++xvbn+=gave
her ^pp$+pp3+++=her
cloak ^nn++++=cloak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
my ^pp$+pp1+++=my
caps ^nns++++=caps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Aunt ^nn++++=Aunt
Hitty ^np+++??+=Hitty
gave ^vbd+++xvbn+=gave
the ^ati++++=the
blanket ^nn++++=blanket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Ben ^np++++=Ben
gave ^vbd+++xvbn+=gave
half ^nn++++=half
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
mittens ^nns+++??+=mittens.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
give ^vb++++=give?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Grace ^nn++++=Grace
slipped ^vbd+++xvbn+=slipped
her ^pp$+pp3+++=her
hand ^nn++++=hand
into ^in++++=into
her ^pp3o+pp3+++=her
mother ^npt++++=mother's.
's. ^nn+++??+=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ward ^np++++=Ward
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
the ^ati++++=the
common ^jj++++=common
the ^ati++++=the
winter ^nn++++=winter
sunset ^nn++++=sunset
burned ^vbd+++xvbn+=burned
behind ^in+pl+++=behind
the ^ati++++=the
meetinghouse ^nn+++??+=meetinghouse
steeple ^nn++++=steeple.
. ^zz++++=EXTRAWORD
The ^ati++++=The
loaded ^nn++++=loaded
sled ^vbd+++xvbn+=sled
stood ^vbd+++xvbn+=stood
waiting ^vbg+++xvbg+=waiting
like ^in++++=like
a ^at++++=a
humble ^jj+atrb+++=humble
altar ^nn++++=altar
beneath ^in+pl+++=beneath
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood's
's ^$++++=EXTRAWORD
warmth ^nn++++=warmth,
, ^zz++++=EXTRAWORD
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
food ^nn++++=food,
, ^zz++++=EXTRAWORD
savings ^nns++++=savings,
, ^zz++++=EXTRAWORD
handiwork ^nn++++=handiwork,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ease ^nn++++=ease.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
had ^vb+hv+aux++=had
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ward ^np++++=Ward
given ^vwbn+++xvbn+=given?
? ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
frozen ^jj+++xvbn+=frozen
camp ^np++++=camp.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eldest ^jjt+atrb+++=eldest
son ^nn++++=son,
, ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
the ^ati++++=the
previous ^jj+atrb+++=previous
spring ^nn++++=spring
and ^cc++++=and
lay ^vbd+++xvbn+=lay
buried ^vbd+++xvbn+=buried
near ^in+pl+++=near
Long ^rb++++=Long
Island ^nn++++=Island
in ^in++++=in
a ^at++++=a
grave ^nn++++=grave
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
spoke ^vbd+++xvbn+=spoke
daily ^jj++++=daily
of ^in++++=of
joining ^xvbg+++xvbg+=joining
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old
enough ^dt++++=enough.
. ^zz++++=EXTRAWORD
Grace ^np++++=Grace's
's ^$++++=EXTRAWORD
cloak ^nn++++=cloak
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
sled ^nn++++=sled.
. ^zz++++=EXTRAWORD
Ben ^np++++=Ben's
's ^$++++=EXTRAWORD
small ^jj+atrb+++=small
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
their ^pp$+pp3+++=their
lives ^nns++++=lives,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
rise ^vb++++=rise
or ^cc++++=or
fall ^nn++++=fall
with ^in++++=with
a ^at++++=a
cause ^vb++++=cause
whose ^whp+who+++=whose
end ^nn++++=end
no ^at++++=no
mortal ^nn++++=mortal
could ^md+pos+++=could
promise ^vb+vpub+++=promise.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
children ^nns++++=children
near ^in+strn+++=near.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
what ^wdt+who+++=what
God ^np++++=God
lent ^vbd+++xvbn+=lent
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
father ^nn++++=father
first ^rb++++=first;
; ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
after ^in++++=after
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
time ^nn++++=time
should ^md+nec+++=should
come ^vb++++=come.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
laid ^vprf+++xvbnx+=laid
my ^pp$+pp1+++=my
home ^nr++++=home,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
children ^nns++++=children
upon ^in++++=upon
the ^ati++++=the
altar ^nn++++=altar
of ^in++++=of
liberty ^nn++++=liberty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mother!"
mother ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Grace ^nn++++=Grace.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ward ^np++++=Ward
bent ^vbd+++xvbn+=bent
and ^cc+phrs+++=and
kissed ^vbd+++xvbn+=kissed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
love ^nn++++=love
liberty ^nn++++=liberty
more ^ql++++=more
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
love ^nn++++=love
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc+cls+++=EXTRAWORD
because ^cs+cos+++=because
liberty ^nn++++=liberty
is ^vbz+bez+vrb++=is
the ^ati++++=the
shelter ^nn++++=shelter
under ^in++++=under
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
live ^vb++++=live.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
we ^pp1a+pp1+++=we
keep ^vb++++=keep
you ^pp2+pp2+++=you
by ^in++++=by
teaching ^xvbg+++xvbg+=teaching
you ^pp2+pp2+++=you
to ^to++++=to
kneel ^vbi++++=kneel
to ^in++++=to
tyranny ^nn++++=tyranny,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
keep ^vb++++=keep
only ^rb+down+++=only
your ^pp$+pp2+++=your
bodies ^nns++++=bodies
and ^cc++++=and
lose ^vb++++=lose
your ^pp$+pp2+++=your
souls ^nns++++=souls."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Hitty ^np+++??+=Hitty,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
up ^rp++++=up
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
wiped ^j+++xvbn+=wiped
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
her ^pp$+pp3+++=her
shawl ^nn++++=shawl.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
approve ^vb++++=approve
of ^in++++=of
talking ^nn++++=talking
in ^in++++=in
the ^ati++++=the
cold ^nn++++=cold,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
freezes ^vbz++++=freezes
sorrow ^nn++++=sorrow
into ^in++++=into
a ^at++++=a
body ^nn++++=body.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
along ^in+strn+++=along."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
sled ^nn++++=sled
started ^vbd+++xvbn+=started
southward ^rb++++=southward
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
down ^in++++=down
the ^ati++++=the
white ^jj+atrb+++=white
road ^npl++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
villagers ^nns+nom+++=villagers
stood ^vbd+++xvbn+=stood
watching ^vbg+++xvbg+=watching
until ^cs+sub+++=until
it ^pp3+it+++=it
disappeared ^vbd+seem++xvbn+=disappeared
among ^in++++=among
the ^ati++++=the
pines ^nns++++=pines.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
there ^ex+pex+++=there
were ^vbd+bed+aux++=were
angels ^nns++++=angels
concerned ^vwbn+++xvbn+=concerned
with ^in++++=with
the ^ati++++=the
founding ^nn++++=founding
of ^in++++=of
nations ^nns+nom+++=nations,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
write ^vb++++=write
only ^rb+down+++=only
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
generals ^nns+nom+++=generals
and ^cc++++=and
statesmen ^nns++++=statesmen
in ^in++++=in
their ^pp$+pp3+++=their
books ^nns++++=books.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
they ^pp3a+pp3+++=they
wrote ^vbd+vprv++xvbnx+=wrote
also ^rb++++=also:
: ^zz++++=EXTRAWORD
Martha ^np+++??+=Martha
Ward ^np++++=Ward,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
blue ^jj+atrb+++=blue
blanket ^nn++++=blanket;
; ^zz++++=EXTRAWORD
Hepzibah ^np+++??+=Hepzibah
Ward ^np++++=Ward,
, ^zz++++=EXTRAWORD
six ^cd++++=six
pairs ^nns++++=pairs
of ^in++++=of
stockings ^nns++++=stockings;
; ^zz++++=EXTRAWORD
Grace ^nn++++=Grace
Ward ^nn++++=Ward,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
red ^jj+atrb+++=red
cloak ^nn++++=cloak;
; ^zz++++=EXTRAWORD
Benjamin ^np+++??+=Benjamin
Ward ^np++++=Ward,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
mitten ^np++++=mitten;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
them ^pp3o+pp3+++=them
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
in ^in++++=in
letters ^nns+nom+++=letters
no ^at++++=no
frost ^np++++=frost
could ^md+pos+++=could
dim ^jj++++=dim:
: ^zz++++=EXTRAWORD
**offered ^j+++xvbn+=**Offered
freely ^rb+cnj+++=freely,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
men ^nns++++=men
might ^md+pos+++=might
be ^vb+be+vrb++=be
free.** ^nn+++??+=free.**
Years ^nns++++=Years
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
war ^nn++++=war
ended ^vbd+++xvbn+=ended.
. ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Ward ^nn++++=Ward
came ^vbd+++xvbn+=came
home ^nr++++=home
lame ^jj++++=lame,
, ^zz++++=EXTRAWORD
hollow ^jj++++=hollow-cheeked,
- ^zz++++=EXTRAWORD
cheeked ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
older ^jjr++++=older
than ^in++++=than
his ^pp$+pp3+++=his
years ^nns++++=years.
