# ^zz++++=##
# ^zz++++=EXTRAWORD
Two ^cd++++=TWO
herself ^ppl+pp3+++=herself
abandoned ^vbd+++xvbn+=abandoned;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
a ^at++++=a
door ^nn++++=door
opened ^vbd+++xvbn+=opened
or ^cc++++=or
a ^at++++=a
young ^jj+atrb+++=young
voice ^nn++++=voice
sounded ^vbd+++xvbn+=sounded
below ^rb++++=below,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
sacrificed ^vpsv++agls+xvbnx+=sacrificed
to ^in++++=to
the ^ati++++=the
thoughtlessness ^nns+nom+++=thoughtlessness
of ^in++++=of
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Harcourt ^np++++=Harcourt
came ^vbd+++xvbn+=came
home ^nr++++=home
early ^jj++++=early
each ^dt++++=each
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Business ^nns+nom+++=Business,
, ^zz++++=EXTRAWORD
society ^nn++++=society,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
recreation ^nn+nom+++=recreation
were ^vbd+bed+aux++=were
alike ^rb++splt++=alike
resigned ^vpsv++agls+xvbnx+=resigned
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
sit ^vb++++=sit
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
entered ^vbd+++xvbnx+=entered
now ^rn+tm+++=now
with ^in++++=with
the ^ati++++=the
gentle ^jj+atrb+++=gentle
manner ^nn++++=manner
which ^whp+rel+obj++=which
long ^jj+atrb+++=long
sorrow ^nn++++=sorrow
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
habitual ^jj++++=habitual.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you
been ^vprf+ben+vrb+xvbn+=been,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I
be ^vb+be+vrb++=be?
? ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
disturb ^vb++++=disturb
me ^pp1o+pp1+++=me
twice ^rb++++=twice;
; ^zz++++=EXTRAWORD
Ellen ^np++++=Ellen
brought ^vbd+++xvbn+=brought
violets ^nns+nom+++=violets,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
knows ^vbz+vprv+tht0++=knows
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
endure ^vb++++=endure
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cook ^nn++++=cook
has ^vbz+hvz+aux++=has
sent ^vprf+++xvbnx+=sent
up ^rb+phrv+++=up
broth ^nn++++=broth
with ^in++++=with
some ^dti++++=some
abominable ^jj+atrb+++=abominable
flavour ^nn++++=flavour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
sorry ^uh++++=sorry.
. ^zz++++=EXTRAWORD
Shall ^md+prd+++=Shall
I ^pp1a+pp1+++=I
read ^vbd+vprv++xvbnx+=read
to ^in++++=to
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
choose ^vb++++=choose
something ^pn++++=something
exciting ^jj++++=exciting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
sit ^vb++++=sit
quietly ^rb++++=quietly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that
silence ^nn+nom+++=silence
makes ^vbz++++=makes
me ^pp1o+pp1+++=me
nervous ^jj++++=nervous."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
his ^pp$+pp3+++=his
chair ^nn++++=chair
nearer ^rbr++++=nearer.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
physician ^nn++++=physician
believes ^vbz+vprv+tht0++=believes
the ^ati++++=the
milder ^jjr+atrb+++=milder
weather ^nn++++=weather
will ^md+prd+++=will
strengthen ^vb++++=strengthen
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
able ^jj+pred+++=able
next ^ap++++=next
week ^nn++++=week,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
might ^md+pos+++=might
drive ^vb++++=drive
beneath ^in+pl+++=beneath
the ^ati++++=the
elms ^nns++++=elms."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
be ^vb+be+aux++=be
shaken ^vpsv++agls+xvbnx+=shaken
to ^in++++=to
pieces ^nns++++=pieces
by ^in++++=by
the ^ati++++=the
carriage ^nn+nom+++=carriage!
! ^zz++++=EXTRAWORD
Henry ^np++++=Henry,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sometimes ^rb++++=sometimes
think ^vb+vprv+++=think
no ^at++++=no
one ^cd1++++=one
understands ^vbz++++=understands
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
ill ^jj+pred+++=ill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
wasted ^jj+atrb++xvbn+=wasted
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
compassion ^nn++++=compassion
checked ^vwbn+++xvbn+=checked
the ^ati++++=the
reply ^vb++++=reply
that ^tht+vcmp+++=that
rose ^nn+++xvbn+=rose
within ^in++++=within
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
forgets ^vbz++++=forgets
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Maria ^&fw++++=Maria."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
tormented ^vbd+++xvbnx+=tormented
from ^in++++=from
morning ^nn++++=morning
until ^in++++=until
night ^nn++++=night?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
withdrew ^vbd+++xvbnx+=withdrew
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
his ^pp$+pp3+++=his
ring ^vb++++=ring
hurt ^vbd+++xvbn+=hurt
her ^pp$+pp3+++=her
finger ^nn++++=finger.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
came ^vbd+++xvbn+=came
no ^at++++=no
opiate ^nn++++=opiate
to ^in++++=to
her ^pp$+pp3+++=her
suffering ^vbg+++xvbg+=suffering
from ^in++++=from
the ^ati++++=the
tenderness ^nns+nom+++=tenderness
she ^pp3a+pp3+++=she
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to
receive ^vbi++++=receive.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
family ^nn++++=family
gave ^vbd+++xvbn+=gave
every ^at++++=every
thing ^nn++++=thing
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
how ^wrb+who+whcl++=how
to ^to++++=to
give ^vbi++++=give
time ^nn++++=time,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
obedience ^nn+nom+++=obedience,
, ^zz++++=EXTRAWORD
delicacies ^nns+nom+++=delicacies,
, ^zz++++=EXTRAWORD
money ^nn++++=money,
, ^zz++++=EXTRAWORD
watchfulness ^nns+nom+++=watchfulness;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
demanded ^vbd+vsua++xvbnx+=demanded
not ^xnot++not++=not
only ^rb+down+++=only
their ^pp$+pp3+++=their
service ^nn++++=service,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
demanded ^vbd+vsua++xvbnx+=demanded
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
whole ^jj+atrb+++=whole
existence ^nn+nom+++=existence
should ^md+nec+++=should
take ^vb++++=take
the ^ati++++=the
colour ^nn++++=colour
of ^in++++=of
her ^pp$+pp3+++=her
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
At ^in++++=At
dinner ^nn++++=dinner
the ^ati++++=the
children ^nns++++=children
spoke ^vbd+++xvbn+=spoke
in ^in++++=in
whispers ^nns+nom+++=whispers.
. ^zz++++=EXTRAWORD
Harry ^np++++=Harry's
's ^$++++=EXTRAWORD
spoon ^nn++++=spoon
fell ^vbd+++xvbn+=fell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
pale ^nn++++=pale
with ^in++++=with
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
Clara ^np++++=Clara
hid ^vbd+++xvbn+=hid
her ^pp$+pp3+++=her
medal ^nn++++=medal
in ^in++++=in
a ^at++++=a
drawer ^nn++++=drawer.
. ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
ceased ^vbd+++xvbn+=ceased
to ^to++++=to
practise ^vbi++++=practise
her ^pp$+pp3+++=her
music ^nn++++=music
because ^cs+cos+++=because
one ^cd1++++=one
wrong ^jj+atrb+++=wrong
note ^nn++++=note
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
a ^at++++=a
message ^nn+nom+++=message
from ^in++++=from
above ^nn++++=above.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Harcourt ^np++++=Harcourt
moved ^vbd+++xvbn+=moved
about ^rb+phrv+++=about
his ^pp$+pp3+++=his
beautiful ^jj+atrb+++=beautiful
house ^npl++++=house
like ^in++++=like
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
fears ^vbz+vprv+++=fears
to ^to++++=to
awaken ^vbi++++=awaken
grief ^nn++++=grief
sleeping ^vwbg+++xvbg+=sleeping
behind ^in+pl+++=behind
every ^at++++=every
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Harcourt ^np++++=Harcourt
was ^vbd+bedz+vrb++=was
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
literally ^rb++++=literally;
; ^zz++++=EXTRAWORD
servants ^nns+nom+++=servants
waited ^vbd+++xvbn+=waited,
, ^zz++++=EXTRAWORD
children ^nns++++=children
hovered ^vbd+++xvbn+=hovered
near ^in+strn+++=near,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
faithful ^jj+atrb+++=faithful
husband ^nn++++=husband
watched ^vbd+++xvbn+=watched
every ^at++++=every
change ^nn++++=change.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
selfishness ^nns+nom+++=selfishness
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built
around ^rp++++=around
her ^pp3o+pp3+++=her
a ^at++++=a
wall ^nn++++=wall
more ^rbr++++=more
effectual ^jj++++=effectual
than ^in++++=than
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
entrance ^nn+nom+++=entrance,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
complaint ^nn++++=complaint
kept ^vbd+++xvbn+=kept
it ^pp3+it+++=it
without ^in+strn+++=without.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
bodily ^jj+atrb+++=bodily
disease ^nn++++=disease
enfeebled ^vwbn+++xvbn+=enfeebled
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
worst ^jjt+atrb+++=worst
disease ^nn++++=disease
was ^vbd+bedz+vrb++=was
mental ^jj+pred+++=mental.
. ^zz++++=EXTRAWORD
By ^in++++=By
continually ^rb++++=continually
asking ^jj+++xvbg+=asking,
, ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
suffer ^vb++++=suffer?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
disturbs ^nns+++??+=disturbs
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
attention ^nn+nom+++=attention
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
failed ^vbd+++xvbnx+=failed
to ^to+vcmp+++=to
receive ^vbi++++=receive?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
magnified ^vbd+++xvbnx+=magnified
each ^dt++++=each
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
added ^vpsv++agls+xvbn+=added
to ^in++++=to
it ^pp3+it+++=it
the ^ati++++=the
fever ^nn++++=fever
of ^in++++=of
impatience ^nn+nom+++=impatience.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
leave ^vb++++=leave
the ^ati++++=the
curtained ^jj+atrb++xvbn+=curtained
room ^nn++++=room
and ^cc++++=and
cross ^nn++++=cross
but ^cc++++=but
two ^cd++++=two
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
upper ^jjb+atrb+++=upper
window ^nn++++=window
of ^in++++=of
a ^at++++=a
small ^jj+atrb+++=small
house ^nn++++=house
sat ^vbd+++xvbn+=sat
another ^ppls++++=another
mother ^npt++++=mother.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
enter ^vb++++=enter
by ^in++++=by
a ^at++++=a
narrow ^jj+atrb+++=narrow
stair ^nn++++=stair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chamber ^nn++++=chamber
is ^vbz+bez+aux++=is
poorly ^rb++splt++=poorly
furnished ^vpsv++agls+xvbnx+=furnished.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
paper ^nn++++=paper
is ^vbz+bez+aux++=is
faded ^vpsv++agls+xvbnx+=faded;
; ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
window ^nn++++=window
panes ^nns++++=panes
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
mended ^vpsv++agls+xvbnx+=mended
with ^in++++=with
a ^at++++=a
strip ^nn++++=strip
of ^in++++=of
brown ^jj+atrb+++=brown
paper ^nn++++=paper;
; ^zz++++=EXTRAWORD
the ^ati++++=the
fire ^nn++++=fire
is ^vbz+bez+vrb++=is
small ^jj+pred+++=small,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
arm ^nn++++=arm-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
bears ^nns++++=bears
marks ^nns++++=marks
of ^in++++=of
long ^jj+atrb+++=long
service ^nn++++=service.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
are ^vb+ber+vrb++=are
no ^at++++=no
silken ^jj+atrb+++=silken
cushions ^nns++++=cushions,
, ^zz++++=EXTRAWORD
no ^at++++=no
silver ^nn++++=silver
bell ^nn++++=bell,
, ^zz++++=EXTRAWORD
no ^at++++=no
costly ^jj+atrb+++=costly
essences ^nns+nom+++=essences.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
afternoon ^nn++++=afternoon
light ^nn++++=light
comes ^vbz++++=comes
freely ^rb++++=freely
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rests ^nns++++=rests
pleasantly ^rb++++=pleasantly
upon ^in++++=upon
a ^at++++=a
jar ^nn++++=jar
containing ^vwbg+++xvbg+=containing
three ^cd++++=three
sprigs ^nns+++??+=sprigs
of ^in++++=of
wall ^nn++++=wall-flower.
- ^zz++++=EXTRAWORD
flower ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis
was ^vbd+bedz+vrb++=was
younger ^jjr+pred+++=younger
than ^in++++=than
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Harcourt ^np++++=Harcourt,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
scarcely ^rb+down+++=scarcely
stronger ^jjr++++=stronger.
. ^zz++++=EXTRAWORD
A ^at++++=A
slow ^jj+atrb+++=slow
disease ^nn++++=disease
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
colour ^nn++++=colour
from ^in++++=from
her ^pp$+pp3+++=her
cheek ^nn++++=cheek
and ^cc++++=and
power ^nn++++=power
from ^in++++=from
her ^pp$+pp3+++=her
limbs ^nns++++=limbs.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
stand ^vb++++=stand
without ^in++++=without
assistance ^nn+nom+++=assistance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
smiled ^vbd+++xvbnx+=smiled
most ^ql+emph+++=most
tranquilly ^rb+cnj+++=tranquilly,
, ^zz++++=EXTRAWORD
pain ^nn++++=pain
lay ^vbd+++xvbn+=lay
beneath ^in+pl+++=beneath
the ^ati++++=the
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
A ^at++++=A
baby ^nn++++=baby
began ^vbd+++xvbn+=began
to ^to++++=to
cry ^vbi++++=cry
in ^in++++=in
a ^at++++=a
cradle ^nn++++=cradle
near ^in+pl+++=near
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Poor
poor ^jj++++=EXTRAWORD
little ^ap++++=little
Robin ^np++++=Robin!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
bending ^nvbg+++xvbg+=bending
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
her ^pp$+pp3+++=her
weakness ^nns+nom+++=weakness
permitted ^vbd+++xvbn+=permitted.
. ^zz++++=EXTRAWORD
" ^zz++++="Mother
mother ^nn++++=EXTRAWORD
hears ^vbz+vprv+tht0++=hears
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eldest ^jjt+atrb+++=eldest
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
Susan ^np++++=Susan,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
from ^in++++=from
the ^ati++++=the
adjoining ^jj+atrb++xvbg+=adjoining
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
take ^vb++++=take
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+aux++=are
tired ^vpsv++agls+xvbnx+=tired."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
tired ^vpsv++agls+xvbnx+=tired,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
troubles ^nns++++=troubles
are ^vb+ber+vrb++=are
great ^jj+pred+++=great
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Bring ^vb++++=Bring
him ^pp3o+pp3+++=him
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
will ^md+prd+++=will
divide ^vb++++=divide
the ^ati++++=the
burden ^nn++++=burden
between ^in++++=between
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
upon ^in++++=upon
her ^pp$+pp3+++=her
lap ^nn++++=lap.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
caught ^vbd+++xvbnx+=caught
at ^rb++++=at
the ^ati++++=the
ribbon ^nn++++=ribbon
of ^in++++=of
her ^pp$+pp3+++=her
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
tears ^nns++++=tears
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
" ^zz++++="There,"
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
found ^vprf++tht0+xvbnx+=found
a ^at++++=a
better ^nn++++=better
remedy ^vb++++=remedy
than ^in++++=than
all ^abn++++=all
the ^ati++++=the
apothecary ^nn+nom+++=apothecary's
's ^$++++=EXTRAWORD
bottles ^nns++++=bottles."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+aux++=EXTRAWORD
he ^pp3a+pp3+++=he
hurt ^vbd+++xvbnx+=hurt
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
mother ^nn++++=mother?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^rb++++=EXTRAWORD
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
presses ^nns+nom++??+=presses
against ^in++++=against
my ^pp$+pp1+++=my
side ^nn++++=side;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
does ^vbz+doz+aux++=does
not ^xnot++not++=not
know ^vb+vprv+++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
not ^xnot++not++=not
blame ^vb++++=blame
ignorance ^nn+nom+++=ignorance
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
unkindness ^nns+nom+++=unkindness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Susan ^np++++=Susan
arranged ^vwbn+vsua++xvbn+=arranged
a ^at++++=a
pillow ^nn++++=pillow
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
make ^vb++++=make
excuses ^nns++++=excuses
for ^in++++=for
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nay,
nay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
child ^nn++++=child,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sometimes ^rb++++=sometimes
have ^vb+hv+vrb++=have
cause ^vb++++=cause
to ^to+vcmp+++=to
ask ^vbi++++=ask
excuses ^nns++++=excuses
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Sickness ^nns+nom+++=Sickness
is ^vbz+bez+vrb++=is
apt ^jj+pred+++=apt
to ^to+jcmp+++=to
make ^vbi++++=make
the ^ati++++=the
temper ^nn++++=temper
weak ^jj++++=weak
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
body ^nn++++=body,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
we ^pp1a+pp1+++=we
keep ^vb++++=keep
a ^at++++=a
good ^nn++++=good
guard ^vb++++=guard
over ^in++++=over
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
moment ^nn++++=moment
feet ^nns++++=feet
were ^vbd+bed+aux++=were
heard ^vpsv++agls+xvbnx+=heard
upon ^in++++=upon
the ^ati++++=the
stairs ^nns++++=stairs
not ^xnot++not++=not
cautious ^jj++++=cautious,
, ^zz++++=EXTRAWORD
terrified ^vprf+++xvbn+=terrified
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
eager ^jj+atrb+++=eager
steps ^nns++++=steps
of ^in++++=of
children ^nns++++=children
returning ^vwbg+++xvbg+=returning
home ^nr++++=home.
. ^zz++++=EXTRAWORD
" ^zz++++="Mother!
mother ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Mother ^nn++++=Mother!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Jane ^np++++=Jane
and ^cc++++=and
Bess ^np+++??+=Bess
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering
with ^in++++=with
books ^nns++++=books,
, ^zz++++=EXTRAWORD
bonnets ^nns+++??+=bonnets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
breath ^nn++++=breath
of ^in++++=of
the ^ati++++=the
fresh ^jj+atrb+++=fresh
March ^nn++++=March
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
such ^abl++++=such
news ^nn++++=news!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
bring ^vb++++=bring
it ^pp3+it+++=it
quickly ^rb+cnj+++=quickly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
good ^jj+atrb+++=good
news ^nn++++=news
should ^md+nec+++=should
not ^xnot++not++=not
be ^vb+be+aux++=be
kept ^vpsv++agls+xvbnx+=kept
